Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
888,0.3248557004599492,2.50820494607462,2.7876405606320103,-0.6744902496954753,-0.2621307883094391,0.37223889439999536,-0.3640774035868734,-0.7430318234657959,-0.39222074771447685,-0.16585864472364442,-0.22157831228407252,0.28030856706001384,-0.22111732633215656,0.33298089264489455,-0.2631995153770069,0.30195560780949066,-0.2049858689033856
AAL,0.0184264306622594,5.272577775675835,-1.316923963371098,0.9974231771540303,-0.6380038954669375,-0.16040758139552447,0.3681579674030445,0.06700158054202929,0.1956709873506149,0.05474090488484802,-0.22101870595639495,0.2744167451972515,0.016464558778757427,0.029715407055206818,-0.3930461526267542,-0.03708020101161939,-0.11978402874827004
ABDN,-0.0766560494166708,-0.5704834097055083,0.8566841420268521,-0.6063356688329451,0.343570120665055,0.2903393308983273,0.15070229151392264,0.0027457517478342475,0.2938914089343331,-0.06639541493614887,-0.04538162757264712,0.06205573815463019,-0.038320023620876775,-0.12448208910369185,0.034053939572989855,0.10931155252873442,-0.08832175355251481
ABF,0.0225282944806681,-1.4446712617126907,0.12460045290004647,-0.2624237977215209,0.1810542077100679,-0.09891357844943177,-0.02843442519750628,0.02833603391932304,0.17273366241978566,-0.020470942368821368,-0.1326946163170819,0.029855584246238485,0.07995693820693164,0.0006244425010312296,0.05641024912107832,-0.0033571363168672314,-0.014570118626921104
ADM,-0.0223858576292335,2.5736365326624746,-0.41343934262808935,-0.5308222999245195,0.2875841023020167,-0.3430252848697702,-0.4624657839392911,-0.21867631653910324,-0.43871596275997693,-0.1773088225333669,-0.18711827099572215,-0.12257951457296966,0.21851192463088637,0.11051735330074293,-0.024968513616136678,-0.15325243334043173,-0.059375512613715764
AEP,0.0049766282916365,-1.4347587679601101,0.6951347965593083,-0.5976387197898131,0.0027786460660596843,0.38172607756851057,-0.37748055217144616,0.05761993391546533,0.09080985344471795,-0.04806287064547255,-0.23282619913660324,0.03787918040863118,0.03920437278038883,0.039665541870862984,0.055980420026449124,-0.08978104192674481,-0.05823981220321339
AEWU,0.0146668407537973,-0.6926764588299715,-0.39064652018434426,-0.25249165140153856,-0.031777119074409506,-0.12602556169326157,-0.06808732751506547,-0.0826885913953036,0.04078955533991938,0.16766155441607994,0.057885716987271046,-0.11823640706408703,0.1645706200111792,0.08644275678198034,-0.008683759259041694,-0.046969371717121254,0.1331375646096974
AEX,0.5476190476190477,-5.851454603287869,-0.6624539969533044,-0.8370629767484847,-0.5753737077320654,0.4128419935996617,-0.5577015047354147,-0.24887375544509455,0.19614875279184088,0.37418235641512954,0.37457099504496494,0.25736125570742197,-0.05062636744809807,-0.1010688660384916,0.289935092845483,-0.09033285974453802,-0.03174349616172299
AGR,-0.0238270732110892,0.7632433538321007,-1.037013063910011,-1.03867093594985,0.5953508728566081,-0.027344115300160614,-0.36596500261077153,-0.16478280995782685,0.03578312776888665,0.1265353730066116,-0.07348036507355918,-0.13145616861836976,0.157706238846788,-0.10062341832032283,-0.035597569386797825,-0.09576377394143945,-0.0035533233732340493
AGRO,0.009127356478717,0.017429363127824313,0.10684778094958947,-0.16517318307299764,-0.08503120123607578,-0.45042251151459023,-0.11815544894647911,-0.2324551016341454,-0.146462579257395,-0.07856248963806979,-0.17671947615906186,0.16553214382078088,0.12783616727776684,0.013122849493958833,0.04601405688535094,-0.0003329376543411573,0.0007922771729238791
