Momentum Index,0,1,2,3,4
ABF,-0.0228271404681434,-1.730517628251478,1.8065173099672427,-0.16955959530446205,0.23753656816233062
AEP,0.0454478464315981,0.3348426739809168,2.4388170749494655,-2.2648950555450154,1.2199272735560758
AHT,0.1785590378165837,-5.4769046205943495,-4.038361772059537,0.46345941937931945,-0.3839656547058827
ANTO,-0.1476757703907132,5.072935664200914,1.1733718972809088,0.1408459725521476,0.5342827651687613
APTD,0.1749835002439097,-5.328541296087621,-5.189840257655223,1.132129125040042,-0.2977390581758862
AV,-0.1074812843534708,-4.083129874269911,-2.939622667932125,0.7615967214563931,-0.23591589068977165
AVON,-0.0384580897385316,-4.63307462629944,-1.7002210508715268,-1.6960412564301168,0.3576379874840322
AZN,-0.1619401357486997,-2.0600437011140036,-1.0689358600128012,0.6854751507615153,-0.2980166578624955
BA,-0.1243168907097137,-3.086618164625431,-1.0786833282407666,-0.33244841565901034,0.2021508332623949
BAB,-0.0896319715918824,-1.0738224537730694,-0.5252097772671782,-0.9254601358638945,0.2692520913655539
BAF,-0.0701084923307144,-2.6473315055281406,-1.5425244341252615,0.1763620569995047,0.12228951006147372
BAG,-0.0328045414768776,-1.8601801988007476,0.15666694028740777,-0.19486036179735558,-0.11191289487446386
BARC,-0.1982067085824016,-0.06011504060048027,0.2478155448356617,-0.10306260218504235,-0.5248695383968744
BATS,-0.0139863945578231,-0.6258720069529659,3.5297736818938694,-0.0879556555251698,-1.1629229924841826
BBY,-0.2092215223002363,6.424777671183419,5.4457805949689355,0.24557379809765376,-1.743023064594978
BDEV,-0.1377047325393906,1.3127693352688334,2.531822416982363,-1.0703129313954658,-0.49681263914646956
BISI,-0.0456372144233416,-1.698595060145625,-0.40167068275939033,0.2030853505785337,0.031152360147103354
BKG,-0.1526956949349546,-1.3735112285610314,-0.38065738873652954,-0.04211838885320044,-0.4060469005331316
BLND,-0.0620481191663877,-2.025929728449235,0.5764812652427449,-0.39572205142579614,-0.12487393093456632
BMS,-0.1061150240216427,-2.7313937617340005,-1.9817530496784495,0.3247374157341454,-0.3754453727776441
BMY,-0.1561428874756075,10.394314559239335,-0.8378587631122412,1.9917895585393994,1.377094865972251
BNZL,-0.1845420959241505,1.9834744463870655,1.5853752740409826,0.460823065509738,0.11277462596121243
BOOT,-0.0427322862579419,0.16801308344139096,1.3324990105785897,-0.43428149175412556,0.1462265794294041
BOY,-0.3444167917139406,-3.8688961742960934,-1.3290147225674083,-0.6703522160588227,-0.1057226963634255
BP,-0.1508074048844989,-1.609607063865463,-1.0314135468471206,-0.012181609232105416,0.05299219425420972
BT-A,-0.2681728216268404,-4.818980604258803,-3.59941160628137,-0.19010132786411674,0.22317746601290211
BWY,-0.0643465897069153,0.4188448750715371,2.2269493182708593,-0.255675140895024,-0.9071274294401868
CAL,0.0071563713204578,-0.7867475028159753,0.1945562480339168,-0.8024264166527908,-0.11291727732366101
CAR,-0.2278655429871503,-4.913651614718771,-4.087308794590574,0.5688882812339124,-0.2458844975144189
CARR,0.1242305540011192,2.4456812760046756,2.608778149824694,-0.3750833890300543,0.8223491448333448
CBG,0.0,-2.2230405798421113,-0.5540951534039698,-0.0681827977841904,0.2346518254068894
CCC,-0.067255449488062,-4.3475753353811175,-3.001757573122177,-0.5590823527596054,0.6813451338051233
CDFF,-0.0365387389074309,0.5955246727136929,0.11915825869737658,0.7636868778934629,0.2885715176717113
CFYN,-0.0279074403229289,0.31105368087761137,2.065070198727134,-0.7720073928038637,0.23348375840017668
CGS,-0.0135731933292156,-2.1710605074902687,0.43609561226347904,-0.865923070102122,0.3505620210178127
CHG,0.0364805677219051,2.6297581140410564,0.13307626407592207,1.2629116931509452,0.26199052251345406
CKN,0.0073030218662326,5.518748839393006,4.189986365244301,2.932633706345475,1.0994762093076003
CLI,-0.089080296934323,0.7670635082064339,0.3119863042564049,0.9434972565392923,0.08615838717382128
CNA,-0.2601726263871764,-0.012410096813936615,-1.0852614549190154,0.8716561834146038,0.39884852272506033
CNE,0.1369241610147098,-2.417946665680858,1.98089224718231,-0.44639418980936946,-2.7419333893570585
COA,0.0546692845747944,-4.104877456708514,-0.28568737346021705,-3.103876078403949,1.5365198856227318
COST,-0.0967734080116887,-1.9525429168086832,2.4857742472088113,-2.984001955270426,0.48811655427771716
CPI,-0.0925769122212815,-0.9634568106954947,-2.1590975761106064,1.513514952873685,0.4146811736232543
CRDA,-0.1209360842451626,-1.691154593093158,-0.3011416639643654,-0.640866752554265,0.16768277427704215
CRH,0.0,-1.1186822479832395,-0.14791412810002752,0.47742510413382444,0.5676313721459606
CRL,-0.1248016922263353,-4.071560720914288,-3.858250576613994,0.5911285354583602,0.22683666871972408
CTO,-0.186732877354071,13.18011477713998,5.532847703259419,-1.1709897472493975,-0.010820679111036789
CWK,0.0063047758499363,7.681023580274211,8.618816487122404,-0.95460189891073,-0.591869107915355
DGE,-0.1349759678867585,-1.000789825986505,1.5057146730189643,0.00837536741133262,-0.501575313154531
DIA,-0.0765812833766067,-2.878898618173186,-1.7279292942249944,0.4355767158064184,-0.10249546318243064
DLAR,-0.3907969039041963,1.7854259646700283,0.6780379817329873,-0.4391746893952039,-0.954048289335006
DLN,-0.1022276341793622,-0.381388291376525,0.2042355222937073,0.29916034514277345,-0.15805609096180004
DPLM,0.0063635311813028,-2.0958965474431683,-0.04796472623749001,-0.9751998812621029,0.19696975990075538
DSCV,-0.0726481898952393,0.615037074144273,-0.1648166715293397,0.0033449869533184735,0.10780499527564522
ECOR,0.1730678605089539,0.020333090079917165,0.523690487944803,-0.8538250005584948,-0.05182403964282971
ELM,-0.0985742379547688,-4.899949178758887,-3.639484405028205,0.22092263070872842,-0.06464100229190803
EMG,-0.0194211540678999,6.420942354892181,4.342853218449809,2.001700911698112,0.5397019223296604
FGP,-0.0828577913235197,-3.5481717556953183,-0.23871836038849167,0.07395704822315873,-0.8899358550688748
FOUR,-0.2777709314075863,-5.503732560717451,-4.356057421208407,0.7692416105993021,-0.12138134948747664
FSJ,-0.006681243926142,3.1018952556944606,3.9832159281652095,-0.6764825224312626,0.5616806953553876
FSTA,-0.0495081227108226,-2.2068482975179036,-0.23464298794472366,-1.0447450882765839,0.06452682076446166
GAW,0.0328037140632659,-1.543541418087222,4.61256784454073,-3.459182602039316,-0.5309685767825728
GDWN,-0.1057214324161732,0.9277971832187283,2.838894758786355,-0.2591488208402886,0.5022195013805162
GHT,0.1393327820995258,-1.8380644800020824,3.0209860736727774,-4.576668541237111,1.964415538503234
GLE,-0.0536644730911385,-1.173038991950498,1.301777336035807,-0.020976579303517453,-0.6094375528354681
GPE,-0.0230324095026037,-3.3028098543009166,-1.7703961244216906,-0.12448465919230924,0.1460051731903462
GRG,-0.2093031603669572,-0.4434530584741328,2.5535982028053414,0.00899773548493793,-0.41998561837847465
GRI,-0.1353210435478625,7.411180068232635,5.210645297452821,1.0501692075741906,-0.190776038559356
GSK,-0.1373059112276661,-3.436273751535035,-1.928376278590462,0.5112793166600528,-0.10774770554828467
HAS,-0.1858949346051014,-4.199898556184569,-3.6114733369997696,0.2662242333721433,0.13623234599230508
HCFT,-0.1402415918201822,-1.5212033491245343,-0.6789794466364294,0.1088194867199196,0.13378278079518033
HEAD,-0.0573113105301945,-2.475547008532614,-0.8396930525501786,-1.8533769897668997,0.48519739116780036
HILS,-0.1065928092563353,1.0344320748085127,0.7791084324537113,-0.5130699174278452,-0.06637203190816136
HLCL,0.0124614627321952,1.073214400123068,0.6392270665022352,0.2855672251450316,-0.08072521070275818
HLMA,-0.1658310481725534,-0.4705561386546543,1.446463349228028,-0.043858662054825547,-0.06241898627643215
HMSO,-0.0143773427738441,-0.6959560064310757,0.6208459632193707,-0.3038619604575714,-0.18688306434041602
HSBA,-0.0673724612458351,-0.5522196953126077,-1.2103372539400445,0.30815489582982947,-0.2955213197466255
HTG,-0.1050588545657826,-2.4913308437125625,-0.9218464133881892,0.9384394598186225,-0.5048468845464619
HWDN,-0.0079462519609848,6.661047422850223,4.911097323624368,2.6245320317517473,0.9386501976489581
HWG,-0.1377533538570993,1.9967409086660457,8.224170581852006,2.340114961054477,-2.428124690658703
ICP,-0.2036363080310722,0.8833158046392833,0.8402339389587161,0.7444865292213659,0.024993937771136367
III,-0.2302257092305354,-1.9158985119325191,-2.727325511255628,0.8561326287519213,0.29681462144424975
IMB,-0.1177744517384561,2.597060955842311,5.300902572715672,-0.7582597376075829,-0.9139032100332909
IMI,-0.1449054911490749,-0.9380528187127083,1.163149199156318,-0.667993612180789,0.4799307622475664
INCH,-0.0751934006196421,173.523290020429,-8.617887246548316,-1.4855634350165494,-0.2877020736491266
IQAI,-0.1481474642464755,-2.5852951836459273,0.9048366056149045,-1.1957211571668074,-0.28226821740453195
JD,-0.1465641518500721,9.351947885254756,2.772504707322266,1.0312046924776384,-2.0303203817348954
JDW,-0.040259360290511,-1.203171330237893,-1.8534373958636294,0.22110253758759416,0.10219050869019965
JEL,0.0,-1.8985629435871874,-0.9769788319383328,0.04765995007179516,0.28414451876499724
JMAT,-0.1369053530638593,2.9947979858174687,0.2257361699418489,0.9167448310048177,0.04943867202459349
KCT,-0.1006284033136339,-2.3797258578787592,-1.5811550533763314,-0.4360782486031653,0.005000563471456356
KGF,-0.2271479932496881,-4.475941498864115,-2.862754021241336,-0.19017170691434074,-0.12180986992879819
KIE,-0.0702352713612347,4.632886635878093,4.252046391281732,0.005548367104246327,0.1422821596204594
KLR,-0.2426240702679905,-0.17403924876536714,1.0778540686434128,-1.749182916332191,0.1761596425507012
LAND,-0.0995978786642578,-1.9558285646485791,-0.0032612956626778293,0.000188256020556423,-0.0640300878607587
LAS,-0.0851106159477957,-0.5071443486872536,1.0213080724488452,-0.6140614954136782,0.021303260451712103
LFI,0.0,-3.0016608120193893,-2.1352256786906945,0.5822375800853546,0.2874915230112668
LGEN,-0.152086619819303,-3.4802096152389557,-1.7640692072003947,0.1956841948719183,-0.04878884346747024
LLOY,-0.1187979873972223,-2.8403406098599646,-0.8332128821618109,-0.2803686022196864,-0.32778499921595683
LOOK,-0.0811320754716982,5.393987814167784,7.306926011961321,-0.9664442227726587,-0.15456219992645334
LWDB,-0.0703370316097968,-2.217801003251773,-0.7481457625712836,0.09548671610289182,-0.06854429798605345
MACF,0.0283836380994344,-1.8138894709189144,-0.21444197409017565,-0.311658454114198,-0.35647797954022115
MARS,-0.0833389175545579,-0.3608376102730846,1.5296689445973284,-1.1187382727598139,-0.39650639166894813
MCB,-0.0175585284280935,-4.257118129517309,-1.5667631999108143,-0.932982348442572,0.8729236335227354
MEGP,-0.0828928399807784,-5.63857840256654,-5.187906171830583,0.7632091700968469,-0.32637125950993173
MER,-0.1213894422310756,20.51767167460069,12.349976778975192,7.033932178973763,0.5791531022431569
MGAM,-0.1762157606405394,-4.5851371456131735,-3.4975467819654984,0.8797518693222889,-0.2853547319610478
MGNS,-0.1176479337245015,-0.07633019824442758,-0.33960702178072666,0.2406100303867876,-0.6396213483174301
MKS,-0.1413589976644385,-3.2047735678611584,0.4887156224795773,-1.1096585248833974,0.0029353247911240443
MSLH,-0.1336843573470952,2.0334234212402538,0.39352129684364756,-0.356648826600753,0.17200828459614673
MTO,-0.1863140790439249,0.4694031401533522,-1.5385789470934168,0.8672831931182896,0.17215765517847637
MTVW,-0.0165224222499488,-0.07060541914753644,0.8529083748134364,-0.3221740832703957,0.22665570616969355
NEX,-0.1189684595562988,-4.148219219279379,-1.766016879590571,0.17740123302968097,-0.5699109029393851
NG,-0.0795667825605366,-2.222271976441923,-1.092765416612482,0.4639105146053308,0.2542325636593283
NWG,-0.1658437348625024,1.0473596636813043,1.3122129101645539,-0.07190526577231074,-1.222145885614529
NXT,-0.1226201560342888,0.5721263066474715,1.4675089202519924,0.2016598824935325,-1.3005549611095917
OCN,-0.0613290828837664,-3.848122631541836,-1.5538295476889918,-0.5437566125936122,0.047386590506923384
OXB,-0.2676057048079493,-1.6887541912622728,-4.083376373501056,1.5152882555510152,-0.18312275903113104
OXIG,-0.0185998894020237,-2.154044074296771,0.2619980346349374,-0.8193789056707766,0.46308012679237043
PAG,-0.1522835719154737,2.7296729389563503,2.713707304545837,-0.18556639029526673,-1.4354002790983458
PDG,-0.0955253443774196,2.5475985444500657,5.148700922813976,-0.0162508007602534,-1.3875210562845919
PHAR,-0.1805434887537407,9.736737899845686,7.876481791011016,2.6233123616711898,4.701997161331506
PHP,-0.0305775764439411,2.524458716260279,2.2280203960372265,0.08487107749482746,0.18925486107231834
PNN,-0.0658291652126712,-3.283521131796118,0.1422504286739482,-0.7933630090527487,-0.6088582320577579
PRU,-0.2079860522345555,-3.507863558688726,-2.554860810867527,0.2588504250720693,0.10911295952038098
PRV,-0.0546894501554452,-3.452026962974246,-2.8820083075968173,1.542503270171574,0.03687879108143008
PSN,-0.1002558373004307,2.7170122022201824,2.898420531966882,-0.14136796935726947,-1.1081030827765215
PSON,-0.1443081202496929,-3.9677186394667685,-3.5096127629429814,0.6162011272104718,0.2054260280460662
PZC,-0.0908897855170949,3.737697544595407,5.538642336879406,-0.01225600986445835,1.1123011134954146
QRT,-0.0704269634660128,-0.14586663153942983,1.0632488181193982,-0.4423133417947245,1.5907305436792754
RAT,-0.1174403231284265,-1.6163876040033032,-2.035200849530949,0.4086825376541225,0.02642063091695728
