Momentum Index,0,1,2,3,4,5
ABF,0.222220267623638,-2.7430267712907184,0.5408321108346513,-0.12729939532193882,0.17995519720232567,0.008001231937751483
AEP,0.2471925805910944,-2.301612114972167,-0.6829631901584348,-0.32297762795437857,-0.6058198450253249,0.49652557609309883
AHT,0.2475233240357794,-6.303757577247468,-4.461430320989432,0.12179523696445908,0.8471435415420971,-0.6030087826334206
ANTO,-0.0685564476486974,5.435907657192516,1.16283476858666,-0.25504475115554476,0.23555127601532347,0.5375318632965774
APTD,-0.1428533948997796,-4.306060371922622,-4.395944524478613,0.6342411200500635,0.7165329261197138,0.16303381180712104
AV,-0.0688289375319685,-3.4574293413050485,-1.7884549508170682,0.07738848610353563,0.5699432179328159,-0.1167290695278926
AVON,-0.0413533834586465,-5.662192577099165,-2.913854992907462,-0.6243866312892067,-0.28331170262798233,-0.02934103358930791
AZN,-0.0845998140914608,-0.8392369241787516,0.2553177255448932,0.4179971855743579,0.2200337876257275,-0.2650788010413543
BA,0.0819301895694275,-3.7555852294061207,-1.5924146767787417,-0.21906388682131567,0.11599757406109225,0.0218316334712456
BAB,0.0046891865588449,-1.9245613759989681,-1.4177018482916777,0.060696822867027954,-0.42933841286188373,0.00041214286392564646
BAF,0.0052712960359855,-2.7406719670567017,-1.4147804285837913,0.011740876956608621,0.27744844503643445,0.0776175046940007
BAG,0.0048463829976435,-2.0946477195777873,0.058439441771565216,-0.1819587249052121,-0.2283461420750793,0.016087673241627364
BARC,0.0967749635959991,-0.4252585761320618,-0.08666513115184579,-0.07719425521913542,-0.12049201514057653,-0.5381104021793867
BATS,0.0651862405191512,-1.021354666269187,2.837551320452374,-0.06843360648328009,-0.30975377252736036,-1.2787773902470578
BBY,0.2932728571995713,4.893307098318246,4.248145180267047,-1.508624372298325,0.5465960510168931,-1.6223094852667048
BDEV,0.0411792112636504,2.1031936462243666,3.084104078741753,-0.5487075734674964,-1.3441556201001423,-0.4759216079023045
BISI,-0.0405222437137331,-1.22740495848116,0.18826301568840384,0.022160333589312162,0.0743039191236997,0.05644032189938385
BKG,0.0081234200297759,-1.0498385103739074,0.0856373698405566,-0.3500564591632099,-0.1302665875448919,-0.368842380650967
BLND,0.1111117458540178,-2.747136231896243,-0.06598724620655266,-0.4658805891567741,-0.006869294016374559,-0.21668437435545837
BMS,0.0627110250754063,-3.0534036303167915,-1.9575156057638667,-0.29357061822617436,0.5364147612783751,-0.47224319156946154
