Firm Name,Momentum_1,Cluster Index
54594,0.0618556701030927,13
10154,0.0249999999999999,16
10285,3.5,12
10867,0.0727272727272727,27
11010,0.75,12
11790,0.25,18
12117,0.2727272727272727,23
12320,0.0588235294117647,18
13056,0.055944055944056,6
13283,0.1352201257861636,27
50091,0.1331269349845201,9
14286,0.15625,22
14526,0.1864406779661016,15
15828,-0.0689655172413793,25
15991,0.08,4
16126,0.3235294117647058,8
17137,0.028169014084507,21
85885,0.2380952380952381,29
42438,0.0247933884297519,15
85914,0.0806451612903225,22
55044,-0.0382978723404255,11
18092,0.0693069306930693,20
18244,0.0,5
55108,0.625,16
20336,0.125,8
20670,0.0434782608695651,22
64899,0.2021276595744681,28
41419,0.064516129032258,22
22905,0.117117117117117,15
23115,-0.0869565217391304,13
47175,0.0869565217391303,29
23660,0.1262135922330096,6
23975,0.0416666666666667,21
24548,-0.0909090909090909,7
30680,0.1458333333333332,25
53401,0.0952380952380953,20
56274,0.0771704180064307,6
48637,0.0,22
26658,0.5,23
36150,0.1090909090909091,1
64565,0.1744186046511628,27
12044,0.1061946902654866,13
87207,0.2142857142857142,7
63554,0.1801242236024844,6
65218,0.0,30
55589,-0.2222222222222222,7
31318,0.0769230769230768,30
21872,1.3076923076923077,23
31536,0.0842105263157895,18
54391,0.1683673469387754,15
31748,0.2727272727272727,8
32046,0.0344827586206897,21
32054,0.1219512195121952,30
62172,0.5,12
47511,0.1096774193548386,8
33188,0.0909090909090908,27
33639,0.2727272727272727,23
48143,0.032846715328467,28
34041,0.2903225806451612,8
60628,-0.0350877192982456,25
63597,0.0762711864406779,27
57330,-0.1368421052631578,13
37875,0.0441176470588235,24
51051,0.1923076923076923,13
20765,0.1833333333333333,13
66923,0.125,5
17144,0.1432360742705569,8
88357,-0.063157894736842,20
38907,0.0625,8
32205,-0.0209205020920502,15
39328,0.0333333333333334,17
26657,0.1018276762402088,5
22250,0.1194029850746267,4
64979,0.0880829015544042,15
41452,0.0266666666666666,10
27879,0.0640394088669951,3
50382,0.0379746835443037,16
52716,0.0709677419354839,20
62287,0.1111111111111111,1
18278,0.3332859276114626,12
44821,0.0793650793650793,27
44856,0.0285714285714284,22
45103,0.0867579908675799,27
53129,0.1,15
51828,0.5192307692307692,19
46739,0.2372881355932203,30
46843,0.1971830985915492,10
47563,1.2608695652173911,29
89392,0.172093023255814,20
61137,0.1076923076923077,1
50462,0.1290322580645162,18
52708,0.0723684210526316,10
49227,0.0344827586206897,17
49585,0.2380952380952381,1
64020,0.1338028169014085,16
59926,0.1448275862068966,15
67328,0.144736842105263,3
45022,0.1111111111111111,6
67002,0.0555555555555555,16
52090,0.1499999999999999,5
59942,0.0444444444444445,3
53613,0.2525252525252526,10
54114,0.1641791044776119,18
55213,0.0923076923076922,18
64442,-0.0999999999999999,8
65373,0.3181818181818181,13
56363,0.0681818181818181,13
52337,-0.0084985835694051,27
51377,0.1702127659574468,16
22066,0.0,9
57665,0.0052356020942407,27
67010,0.0,30
59601,0.1166666666666667,22
25232,0.0,1
34948,0.046875,18
35107,0.1374999999999999,1
58675,0.4583333333333332,5
61621,0.1052631578947369,5
45823,-0.0769230769230768,30
51692,-0.1914893617021277,2
63096,0.2101910828025477,9
40571,0.1386138613861385,10
64064,-0.0702247191011236,15
64355,0.0666666666666666,23
65058,0.2285714285714286,10
79733,0.25,19
66588,0.3999999999999999,4
66852,0.1698113207547169,13
46922,0.0377358490566037,15
67732,0.2083333333333332,4
67970,-0.0789473684210526,1
68340,0.6599999999999999,22
91679,0.1481481481481481,2
69199,0.0833333333333332,28
69220,0.1644736842105263,19
69682,0.0338983050847456,16
70018,0.0076335877862594,27
70288,-0.1666666666666666,10
38850,-0.0583941605839416,20
71002,-0.0666666666666666,4
41216,0.1818181818181818,23
25283,0.0363636363636363,9
72013,0.125,7
72128,0.75,23
72291,-0.2272727272727273,4
72486,-0.0444444444444444,8
72710,0.326086956521739,13
27764,0.0869565217391303,24
73147,0.0,10
54471,0.0923076923076922,18
44951,0.0355329949238578,28
