Firm Name,Momentum_1,Long Short
MAWN_M5-L,-0.6269113149847094,1
QWMN_48-L^B16,-0.6,1
QFAJ_73-L,-0.5807357859531772,1
LRMN_M3-L,-0.5454545454545454,1
NEXM_Q2-L,-0.5,1
LUWP_T6-L^L19,-0.5,1
OTGG_53-L,-0.5,1
PPKR_M6-L^I20,-0.5,1
PPKW_F0-L^I16,-0.5,1
PPUK_G2-L,-0.5,1
QCBC_S1-L,-0.5,1
QFVY_B8-L^I17,-0.5,1
FSDV_69-L^F19,-0.4615384615384615,1
MOLX_03-L^G19,-0.4545454545454546,1
PPRX_V3-L^E21,-0.4539877300613496,1
PONJ_R6-L,-0.4399999999999999,1
FUQX_M5-L,-0.4343065693430658,1
NZXV_57-L^I21,-0.4285714285714286,1
QVVD_01-L^D16,-0.4285714285714286,1
QUZL_G9-L^E23,-0.4210526315789473,1
QFTE_C0-L,-0.4035087719298245,1
PLMW_S3-L,-0.4,1
PNFN_C2-L^B18,-0.4,1
PNFZ_86-L,-0.4,1
QEQV_N6-L^L16,-0.3888888888888888,1
FSJT_C4-L,-0.3783783783783785,1
NKTB_47-L,-0.375,1
PKHN_Y6-L,-0.375,1
MBOY_74-L^K21,-0.3714285714285713,1
NQCA_P1-L,-0.3634146341463414,1
OQCU_R5-L^G19,-0.3542857142857143,1
PRPU_60-L,-0.3424657534246575,1
FUUE_75-L^C21,-0.3365384615384615,1
QGCY_Q1-L^I16,-0.3333333333333332,1
OGVR_35-L^G16,-0.3333333333333332,1
OPYM_J3-L^J18,-0.3333333333333332,1
PLMC_N9-L^L16,-0.3333333333333332,1
QECR_68-L^J15,-0.3333333333333332,1
QJDD_M2-L^K17,-0.3333333333333332,1
NAFG_44-L,-0.3264295362449346,1
MSQY_X9-L,-0.3248745119910764,1
NEUH_08-L,-0.3239606346655955,1
PFOX_W6-L,-0.3208955223880597,1
NRYO_43-L^I22,-0.3207547169811321,1
QTHZ_ST-L,-0.3158878504672896,1
PLKO_95-L^I18,-0.3155893536121673,1
FSRS_45-L,-0.3103448275862069,1
LVKW_50-L^G17,-0.303030303030303,1
LODM_G0-L,-0.3017543859649123,1
OQDC_D8-L,-0.2999999999999999,1
NOLF_X9-L,-0.297253634894992,1
NEZQ_66-L,-0.2957746478873239,1
