Firm Name,Momentum_1,Long Short,Long,Short
22779.0,-0.683649289099526,1.0,1,0
49728.0,-0.6081081081081081,1.0,1,0
27940.0,-0.5614035087719298,1.0,1,0
18382.0,-0.5234159779614325,1.0,1,0
17830.0,-0.48,1.0,1,0
55597.0,-0.4199134199134199,1.0,1,0
30314.0,-0.4068877551020408,1.0,1,0
61663.0,-0.3666666666666667,1.0,1,0
59897.0,-0.3289473684210526,1.0,1,0
47810.0,-0.3147410358565737,1.0,1,0
57883.0,-0.2884615384615384,1.0,1,0
23229.0,-0.25,1.0,1,0
38797.0,-0.25,1.0,1,0
26403.0,-0.2435129740518962,1.0,1,0
34673.0,-0.2285714285714285,1.0,1,0
56741.0,-0.2237762237762237,1.0,1,0
51094.0,-0.2181818181818181,1.0,1,0
57146.0,-0.2149532710280374,1.0,1,0
19852.0,-0.2123893805309734,1.0,1,0
56864.0,-0.2111111111111111,1.0,1,0
34905.0,-0.2083333333333333,1.0,1,0
43481.0,-0.2066115702479338,1.0,1,0
41996.0,-0.2031872509960159,1.0,1,0
61380.0,-0.203125,1.0,1,0
53364.0,-0.1999999999999999,1.0,1,0
51211.0,-0.196078431372549,1.0,1,0
28142.0,-0.1949685534591194,1.0,1,0
59061.0,-0.188118811881188,1.0,1,0
17224.0,-0.1851851851851852,1.0,1,0
39116.0,-0.1851851851851852,1.0,1,0
37815.0,-0.183673469387755,1.0,1,0
27481.0,-0.1818181818181817,1.0,1,0
39490.0,-0.1775700934579439,1.0,1,0
60994.0,-0.176,1.0,1,0
47917.0,-0.1757575757575757,1.0,1,0
38295.0,-0.1724137931034483,1.0,1,0
58165.0,-0.1666666666666666,1.0,1,0
47351.0,-0.1578947368421053,1.0,1,0
41304.0,-0.1570680628272251,1.0,1,0
41937.0,-0.1555555555555555,1.0,1,0
38543.0,-0.1521739130434782,1.0,1,0
30779.0,-0.1517857142857143,1.0,1,0
61479.0,-0.1463414634146341,1.0,1,0
26243.0,-0.144927536231884,1.0,1,0
49349.0,-0.1444444444444445,1.0,1,0
58675.0,-0.1411764705882353,1.0,1,0
61022.0,-0.1397849462365591,1.0,1,0
32571.0,-0.1395348837209302,1.0,1,0
31042.0,-0.1388888888888888,1.0,1,0
33830.0,-0.1388888888888888,1.0,1,0
48725.0,-0.1364902506963788,1.0,1,0
52396.0,-0.1358024691358025,1.0,1,0
51262.0,-0.1326530612244898,1.0,1,0
49197.0,-0.1304347826086956,1.0,1,0
49285.0,-0.13,1.0,1,0
52804.0,-0.128440366972477,1.0,1,0
37954.0,-0.1282051282051282,1.0,1,0
57488.0,-0.125,1.0,1,0
12319.0,-0.125,1.0,1,0
49488.0,-0.125,1.0,1,0
60097.0,-0.125,1.0,1,0
21119.0,-0.1223021582733813,1.0,1,0
55351.0,-0.1219512195121951,1.0,1,0
57461.0,-0.1213872832369942,1.0,1,0
45495.0,-0.1212121212121212,1.0,1,0
38893.0,-0.120754716981132,1.0,1,0
46826.0,-0.1194029850746268,1.0,1,0
22699.0,-0.1171875,1.0,1,0
40459.0,-0.1171171171171171,1.0,1,0
52636.0,-0.1168831168831169,1.0,1,0
51270.0,-0.1159420289855072,1.0,1,0
58456.0,-0.113821138211382,1.0,1,0
50104.0,-0.1129943502824858,1.0,1,0
51836.0,-0.1126760563380281,1.0,1,0
34833.0,-0.1124031007751937,1.0,1,0
12888.0,-0.1123595505617978,1.0,1,0
32504.0,-0.1119402985074626,1.0,1,0
32651.0,-0.1118421052631578,1.0,1,0
36994.0,-0.1111111111111111,1.0,1,0
57162.0,-0.1111111111111111,1.0,1,0
32707.0,-0.1104972375690608,1.0,1,0
55191.0,-0.1098265895953757,1.0,1,0
42606.0,-0.1092436974789915,1.0,1,0
16707.0,-0.1081081081081081,1.0,1,0
18817.0,-0.1075268817204301,1.0,1,0
43238.0,-0.1073446327683615,1.0,1,0
40707.0,-0.1071428571428571,1.0,1,0
57701.0,-0.1071428571428571,1.0,1,0
51828.0,-0.1071428571428571,1.0,1,0
50163.0,-0.1066666666666666,1.0,1,0
61348.0,-0.106060606060606,1.0,1,0
45794.0,-0.1048951048951049,1.0,1,0
12570.0,-0.1035714285714285,1.0,1,0
47255.0,-0.1034482758620689,1.0,1,0
25582.0,-0.1026785714285714,1.0,1,0
44003.0,-0.1025641025641025,1.0,1,0
13303.0,-0.1008403361344537,1.0,1,0
61604.0,-0.1008403361344537,1.0,1,0
59707.0,-0.1005917159763313,1.0,1,0
10161.0,-0.1005586592178771,1.0,1,0
28484.0,-0.0999999999999999,1.0,1,0
60329.0,-0.0999999999999999,1.0,1,0
57728.0,-0.0999999999999999,1.0,1,0
48880.0,-0.099290780141844,1.0,1,0
45217.0,-0.0974358974358974,1.0,1,0
32459.0,-0.0957446808510638,1.0,1,0
28134.0,-0.0943396226415094,1.0,1,0
39300.0,-0.0940766550522648,1.0,1,0
58069.0,-0.09375,1.0,1,0
24272.0,-0.0931372549019607,1.0,1,0
48805.0,-0.0916666666666666,1.0,1,0
23819.0,-0.0912162162162162,1.0,1,0
35203.0,-0.0909090909090909,1.0,1,0
45671.0,-0.0909090909090909,1.0,1,0
20693.0,-0.0909090909090909,1.0,1,0
20458.0,-0.0902255639097744,1.0,1,0
19131.0,-0.0892018779342722,1.0,1,0
42518.0,-0.089108910891089,1.0,1,0
53997.0,-0.088235294117647,1.0,1,0
54500.0,-0.088235294117647,1.0,1,0
22461.0,-0.0879120879120879,1.0,1,0
45241.0,-0.0869565217391304,1.0,1,0
25507.0,-0.0865384615384615,1.0,1,0
19887.0,-0.086115992970123,0.0,0,0
17806.0,-0.086092715231788,0.0,0,0
27289.0,-0.0851063829787234,0.0,0,0
21207.0,-0.0835913312693498,0.0,0,0
24926.0,-0.0833333333333333,0.0,0,0
22605.0,-0.0833333333333333,0.0,0,0
36679.0,-0.0833333333333333,0.0,0,0
38850.0,-0.0833333333333333,0.0,0,0
24811.0,-0.0829694323144104,0.0,0,0
51721.0,-0.0828025477707006,0.0,0,0
25304.0,-0.0823529411764706,0.0,0,0
57744.0,-0.0821256038647343,0.0,0,0
42067.0,-0.081967213114754,0.0,0,0
46578.0,-0.0815450643776823,0.0,0,0
18542.0,-0.0797546012269938,0.0,0,0
27721.0,-0.0797101449275362,0.0,0,0
13928.0,-0.0779220779220779,0.0,0,0
40176.0,-0.0779220779220779,0.0,0,0
51924.0,-0.0769230769230768,0.0,0,0
45882.0,-0.0769230769230768,0.0,0,0
60695.0,-0.0760233918128655,0.0,0,0
19350.0,-0.0759493670886075,0.0,0,0
18251.0,-0.0753424657534246,0.0,0,0
10153.0,-0.0752688172043011,0.0,0,0
29073.0,-0.0752688172043011,0.0,0,0
48549.0,-0.0750853242320819,0.0,0,0
59045.0,-0.0749999999999999,0.0,0,0
48573.0,-0.074074074074074,0.0,0,0
44185.0,-0.0736842105263158,0.0,0,0
61209.0,-0.073170731707317,0.0,0,0
56485.0,-0.072992700729927,0.0,0,0
20095.0,-0.0724137931034483,0.0,0,0
58296.0,-0.0714285714285714,0.0,0,0
45655.0,-0.0714285714285714,0.0,0,0
49744.0,-0.0711297071129707,0.0,0,0
54770.0,-0.0710382513661201,0.0,0,0
13290.0,-0.0704225352112676,0.0,0,0
37284.0,-0.0699300699300699,0.0,0,0
11017.0,-0.0691823899371069,0.0,0,0
24715.0,-0.0691823899371069,0.0,0,0
51457.0,-0.0681818181818182,0.0,0,0
32475.0,-0.0677290836653387,0.0,0,0
19537.0,-0.0666666666666666,0.0,0,0
59985.0,-0.0666666666666666,0.0,0,0
61217.0,-0.0666666666666666,0.0,0,0
36927.0,-0.0666666666666666,0.0,0,0
43668.0,-0.0663716814159292,0.0,0,0
41136.0,-0.0661157024793388,0.0,0,0
17435.0,-0.0652173913043477,0.0,0,0
46076.0,-0.0652173913043477,0.0,0,0
21514.0,-0.0649819494584837,0.0,0,0
36396.0,-0.0649350649350649,0.0,0,0
14891.0,-0.0629370629370629,0.0,0,0
55079.0,-0.0625,0.0,0,0
28644.0,-0.0625,0.0,0,0
36708.0,-0.0619469026548672,0.0,0,0
52062.0,-0.0617283950617284,0.0,0,0
35211.0,-0.0615942028985507,0.0,0,0
10786.0,-0.0613496932515337,0.0,0,0
44193.0,-0.0613207547169811,0.0,0,0
13936.0,-0.0609756097560976,0.0,0,0
14541.0,-0.0604026845637584,0.0,0,0
53129.0,-0.06,0.0,0,0
19027.0,-0.0598911070780399,0.0,0,0
25371.0,-0.0591900311526479,0.0,0,0
42905.0,-0.0588235294117647,0.0,0,0
57971.0,-0.0588235294117647,0.0,0,0
14795.0,-0.0577777777777778,0.0,0,0
58026.0,-0.0573770491803278,0.0,0,0
42075.0,-0.0571428571428571,0.0,0,0
38287.0,-0.0571428571428571,0.0,0,0
30568.0,-0.0571428571428571,0.0,0,0
10372.0,-0.0568720379146919,0.0,0,0
16651.0,-0.0560747663551401,0.0,0,0
57509.0,-0.0555555555555555,0.0,0,0
18067.0,-0.0547263681592039,0.0,0,0
10604.0,-0.0545454545454545,0.0,0,0
27422.0,-0.0545454545454545,0.0,0,0
10364.0,-0.0544554455445545,0.0,0,0
60855.0,-0.054054054054054,0.0,0,0
26841.0,-0.053763440860215,0.0,0,0
19254.0,-0.0532544378698225,0.0,0,0
41523.0,-0.0531914893617021,0.0,0,0
29612.0,-0.0530303030303029,0.0,0,0
60046.0,-0.0526315789473684,0.0,0,0
29102.0,-0.0526315789473684,0.0,0,0
17961.0,-0.0526315789473684,0.0,0,0
30760.0,-0.0526315789473684,0.0,0,0
20976.0,-0.0526315789473684,0.0,0,0
36177.0,-0.0526315789473684,0.0,0,0
57226.0,-0.0520833333333333,0.0,0,0
49242.0,-0.0519480519480519,0.0,0,0
58739.0,-0.0515463917525773,0.0,0,0
18091.0,-0.0511945392491467,0.0,0,0
17750.0,-0.0501474926253687,0.0,0,0
54981.0,-0.05,0.0,0,0
47116.0,-0.0492957746478873,0.0,0,0
53508.0,-0.0490566037735848,0.0,0,0
21338.0,-0.0489510489510489,0.0,0,0
46295.0,-0.0486111111111111,0.0,0,0
43772.0,-0.0483870967741935,0.0,0,0
