Firm Name,Momentum_1,Long Short,Long,Short
61655.0,-0.4666666666666667,1.0,1,0
60142.0,-0.3852459016393442,1.0,1,0
13100.0,-0.3495934959349593,1.0,1,0
51625.0,-0.3240223463687151,1.0,1,0
47116.0,-0.3085714285714286,1.0,1,0
49031.0,-0.308108108108108,1.0,1,0
58085.0,-0.3050847457627118,1.0,1,0
50112.0,-0.3026315789473685,1.0,1,0
10153.0,-0.2771084337349397,1.0,1,0
61233.0,-0.275,1.0,1,0
60513.0,-0.2631578947368421,1.0,1,0
54682.0,-0.2631578947368421,1.0,1,0
44943.0,-0.2444444444444444,1.0,1,0
61479.0,-0.2432432432432432,1.0,1,0
41304.0,-0.2416666666666667,1.0,1,0
61487.0,-0.2380952380952381,1.0,1,0
45428.0,-0.2363636363636363,1.0,1,0
46228.0,-0.2352941176470588,1.0,1,0
56362.0,-0.2340425531914893,1.0,1,0
56434.0,-0.2325581395348837,1.0,1,0
61719.0,-0.2307692307692307,1.0,1,0
51094.0,-0.2307692307692307,1.0,1,0
27879.0,-0.2276785714285714,1.0,1,0
29380.0,-0.2272727272727273,1.0,1,0
38180.0,-0.2222222222222222,1.0,1,0
47829.0,-0.2222222222222222,1.0,1,0
61540.0,-0.21875,1.0,1,0
51211.0,-0.2162162162162162,1.0,1,0
50921.0,-0.2156862745098039,1.0,1,0
56063.0,-0.208955223880597,1.0,1,0
27481.0,-0.2077922077922077,1.0,1,0
57701.0,-0.2040816326530612,1.0,1,0
45647.0,-0.2021276595744681,1.0,1,0
29209.0,-0.2012987012987013,1.0,1,0
34673.0,-0.1999999999999999,1.0,1,0
45911.0,-0.1983471074380165,1.0,1,0
44708.0,-0.1962616822429906,1.0,1,0
40977.0,-0.1919191919191919,1.0,1,0
25507.0,-0.1894736842105263,1.0,1,0
58560.0,-0.1875,1.0,1,0
58675.0,-0.1875,1.0,1,0
45882.0,-0.1851851851851852,1.0,1,0
47140.0,-0.183673469387755,1.0,1,0
57461.0,-0.1830065359477124,1.0,1,0
61129.0,-0.1818181818181817,1.0,1,0
22605.0,-0.1818181818181817,1.0,1,0
58720.0,-0.1818181818181817,1.0,1,0
36396.0,-0.1796875,1.0,1,0
45495.0,-0.1789473684210526,1.0,1,0
48645.0,-0.1777777777777778,1.0,1,0
44185.0,-0.1777777777777778,1.0,1,0
47191.0,-0.1774193548387096,1.0,1,0
53102.0,-0.1764705882352941,1.0,1,0
47490.0,-0.1743119266055045,1.0,1,0
61786.0,-0.1739130434782608,1.0,1,0
44003.0,-0.1724137931034483,1.0,1,0
61866.0,-0.1702127659574468,1.0,1,0
49672.0,-0.1694915254237288,1.0,1,0
57883.0,-0.1666666666666666,1.0,1,0
54586.0,-0.1666666666666666,1.0,1,0
49568.0,-0.1666666666666666,1.0,1,0
51828.0,-0.1666666666666666,1.0,1,0
38295.0,-0.1655629139072847,1.0,1,0
21258.0,-0.1654135338345864,1.0,1,0
26286.0,-0.1632653061224489,1.0,1,0
25910.0,-0.1598173515981735,1.0,1,0
45794.0,-0.1583333333333333,1.0,1,0
11164.0,-0.1578947368421053,1.0,1,0
43027.0,-0.1578947368421053,1.0,1,0
49488.0,-0.1538461538461538,1.0,1,0
12503.0,-0.1525423728813559,1.0,1,0
32782.0,-0.1515151515151515,1.0,1,0
62033.0,-0.1515151515151515,1.0,1,0
31579.0,-0.15,1.0,1,0
41750.0,-0.15,1.0,1,0
60038.0,-0.1494252873563218,1.0,1,0
39490.0,-0.1489361702127659,1.0,1,0
49736.0,-0.1481481481481481,1.0,1,0
39570.0,-0.1471698113207546,1.0,1,0
31069.0,-0.1463414634146341,1.0,1,0
32707.0,-0.1451612903225806,1.0,1,0
60978.0,-0.14375,1.0,1,0
51270.0,-0.1428571428571429,1.0,1,0
48282.0,-0.1428571428571429,1.0,1,0
58886.0,-0.1428571428571429,1.0,1,0
61436.0,-0.1428571428571429,1.0,1,0
13303.0,-0.1428571428571429,1.0,1,0
60695.0,-0.1428571428571429,1.0,1,0
10786.0,-0.1419354838709677,1.0,1,0
57170.0,-0.140625,1.0,1,0
44492.0,-0.14,1.0,1,0
61014.0,-0.1392405063291139,1.0,1,0
61612.0,-0.1379310344827586,1.0,1,0
42075.0,-0.1379310344827586,1.0,1,0
43959.0,-0.1379310344827586,1.0,1,0
32803.0,-0.1358024691358025,1.0,1,0
59985.0,-0.1351351351351351,1.0,1,0
58616.0,-0.1349206349206348,1.0,1,0
31798.0,-0.1333333333333333,1.0,1,0
61639.0,-0.1333333333333333,1.0,1,0
45866.0,-0.1325301204819277,1.0,1,0
47060.0,-0.1319444444444444,1.0,1,0
33398.0,-0.131578947368421,1.0,1,0
56485.0,-0.1311475409836066,1.0,1,0
10460.0,-0.1308411214953271,1.0,1,0
49701.0,-0.1308411214953271,1.0,1,0
60046.0,-0.1274509803921568,1.0,1,0
61997.0,-0.1264367816091953,1.0,1,0
36679.0,-0.1260504201680672,1.0,1,0
61276.0,-0.125,1.0,1,0
17566.0,-0.125,1.0,1,0
58165.0,-0.125,1.0,1,0
32299.0,-0.125,1.0,1,0
61604.0,-0.125,1.0,1,0
37225.0,-0.125,1.0,1,0
21119.0,-0.123076923076923,1.0,1,0
51262.0,-0.1226415094339622,1.0,1,0
47028.0,-0.1224489795918367,1.0,1,0
10743.0,-0.1219512195121951,0.0,0,0
33814.0,-0.1209677419354838,0.0,0,0
33451.0,-0.12,0.0,0,0
62017.0,-0.1194029850746268,0.0,0,0
46324.0,-0.119047619047619,0.0,0,0
52396.0,-0.1184210526315789,0.0,0,0
50104.0,-0.1180555555555555,0.0,0,0
32600.0,-0.1176470588235294,0.0,0,0
48610.0,-0.1171171171171171,0.0,0,0
27940.0,-0.1162790697674418,0.0,0,0
50999.0,-0.1157894736842105,0.0,0,0
52388.0,-0.1156462585034013,0.0,0,0
42286.0,-0.1153846153846154,0.0,0,0
20618.0,-0.1149425287356321,0.0,0,0
48696.0,-0.1147540983606557,0.0,0,0
49584.0,-0.1142857142857143,0.0,0,0
18542.0,-0.1142857142857143,0.0,0,0
61313.0,-0.1137724550898203,0.0,0,0
46156.0,-0.1136363636363636,0.0,0,0
22568.0,-0.1133004926108374,0.0,0,0
44476.0,-0.1120689655172413,0.0,0,0
22023.0,-0.1119402985074626,0.0,0,0
61620.0,-0.1111111111111111,0.0,0,0
28134.0,-0.1111111111111111,0.0,0,0
13290.0,-0.1111111111111111,0.0,0,0
61815.0,-0.1111111111111111,0.0,0,0
37612.0,-0.1111111111111111,0.0,0,0
45399.0,-0.1105263157894737,0.0,0,0
58755.0,-0.1104651162790697,0.0,0,0
17806.0,-0.1102362204724409,0.0,0,0
29225.0,-0.1095890410958904,0.0,0,0
57832.0,-0.1095890410958904,0.0,0,0
12319.0,-0.1095890410958904,0.0,0,0
50788.0,-0.1091703056768559,0.0,0,0
39757.0,-0.1071428571428571,0.0,0,0
46893.0,-0.1066666666666666,0.0,0,0
36417.0,-0.1066666666666666,0.0,0,0
46877.0,-0.1065989847715735,0.0,0,0
59053.0,-0.1047619047619047,0.0,0,0
28695.0,-0.1034482758620689,0.0,0,0
28484.0,-0.1034482758620689,0.0,0,0
59061.0,-0.1034482758620689,0.0,0,0
48004.0,-0.1027397260273972,0.0,0,0
61292.0,-0.1022727272727272,0.0,0,0
38893.0,-0.1021276595744681,0.0,0,0
48127.0,-0.0999999999999999,0.0,0,0
21135.0,-0.0999999999999999,0.0,0,0
58421.0,-0.0999999999999999,0.0,0,0
59045.0,-0.0999999999999999,0.0,0,0
50577.0,-0.0999999999999999,0.0,0,0
14736.0,-0.0996677740863787,0.0,0,0
14541.0,-0.0996563573883161,0.0,0,0
35107.0,-0.0993377483443708,0.0,0,0
27764.0,-0.099290780141844,0.0,0,0
43721.0,-0.0983606557377049,0.0,0,0
41523.0,-0.0977011494252874,0.0,0,0
