Firm Name,Momentum_1,Long Short,Long,Short
10222.0,-0.6,1.0,1,0
44506.0,-0.5661605206073752,1.0,1,0
25953.0,-0.5203761755485894,1.0,1,0
59360.0,-0.5113122171945701,1.0,1,0
12253.0,-0.4935622317596566,1.0,1,0
60943.0,-0.4909560723514211,1.0,1,0
10299.0,-0.4876543209876542,1.0,1,0
21573.0,-0.4870229007633587,1.0,1,0
20618.0,-0.4868852459016394,1.0,1,0
76128.0,-0.4853723404255319,1.0,1,0
11752.0,-0.4571428571428572,1.0,1,0
76165.0,-0.4345549738219895,1.0,1,0
60097.0,-0.4270557029177718,1.0,1,0
75800.0,-0.3846153846153846,1.0,1,0
85885.0,-0.3846153846153846,1.0,1,0
75186.0,-0.3780160857908847,1.0,1,0
32540.0,-0.369047619047619,1.0,1,0
51510.0,-0.3333333333333333,1.0,1,0
10574.0,-0.3333333333333333,1.0,1,0
76678.0,-0.3333333333333333,1.0,1,0
76739.0,-0.3333333333333333,1.0,1,0
11964.0,-0.3229166666666666,1.0,1,0
63125.0,-0.3203883495145631,1.0,1,0
10857.0,-0.3195266272189349,1.0,1,0
32110.0,-0.3082706766917293,1.0,1,0
11338.0,-0.3076923076923077,1.0,1,0
76607.0,-0.2903225806451612,1.0,1,0
12062.0,-0.2882882882882883,1.0,1,0
58755.0,-0.2831541218637993,1.0,1,0
76080.0,-0.275,1.0,1,0
68102.0,-0.2692307692307693,1.0,1,0
11970.0,-0.2686567164179104,1.0,1,0
87549.0,-0.2666666666666667,1.0,1,0
20125.0,-0.265625,1.0,1,0
63240.0,-0.2616279069767442,1.0,1,0
75503.0,-0.2571428571428571,1.0,1,0
10141.0,-0.2555555555555555,1.0,1,0
75083.0,-0.2517006802721088,1.0,1,0
69033.0,-0.25,1.0,1,0
11571.0,-0.25,1.0,1,0
47423.0,-0.2459016393442623,1.0,1,0
76617.0,-0.2407407407407407,1.0,1,0
11757.0,-0.2380952380952381,1.0,1,0
42366.0,-0.2307692307692307,1.0,1,0
66384.0,-0.2303030303030303,1.0,1,0
40628.0,-0.2278481012658227,1.0,1,0
76222.0,-0.2272727272727273,1.0,1,0
75483.0,-0.2258064516129032,1.0,1,0
76785.0,-0.2222222222222222,1.0,1,0
13936.0,-0.2203389830508474,1.0,1,0
75295.0,-0.21875,1.0,1,0
75904.0,-0.21875,1.0,1,0
61031.0,-0.217391304347826,1.0,1,0
11036.0,-0.2142857142857143,1.0,1,0
53050.0,-0.2142857142857143,1.0,1,0
76230.0,-0.2140077821011673,1.0,1,0
31107.0,-0.2125,1.0,1,0
75055.0,-0.2115384615384615,1.0,1,0
76507.0,-0.2088353413654619,1.0,1,0
75822.0,-0.2083333333333333,1.0,1,0
10064.0,-0.2075471698113207,1.0,1,0
75422.0,-0.2048192771084337,1.0,1,0
88795.0,-0.2044728434504792,1.0,1,0
69200.0,-0.2032520325203252,1.0,1,0
76169.0,-0.2025316455696202,1.0,1,0
11638.0,-0.1999999999999999,1.0,1,0
11971.0,-0.1999999999999999,1.0,1,0
75818.0,-0.1999999999999999,1.0,1,0
76741.0,-0.1999999999999999,1.0,1,0
91003.0,-0.1955555555555556,1.0,1,0
28804.0,-0.1923076923076923,1.0,1,0
33508.0,-0.1910112359550562,1.0,1,0
62447.0,-0.1894273127753304,1.0,1,0
28952.0,-0.1886792452830188,1.0,1,0
10143.0,-0.1886792452830188,1.0,1,0
10791.0,-0.1863905325443786,1.0,1,0
55854.0,-0.1842105263157895,1.0,1,0
91636.0,-0.184,1.0,1,0
44090.0,-0.1818181818181817,1.0,1,0
18156.0,-0.180327868852459,1.0,1,0
47271.0,-0.1759656652360515,1.0,1,0
11198.0,-0.175,1.0,1,0
20240.0,-0.1739130434782608,1.0,1,0
75174.0,-0.1705426356589147,1.0,1,0
38907.0,-0.1702127659574468,1.0,1,0
12458.0,-0.1689497716894977,1.0,1,0
60003.0,-0.1666666666666666,1.0,1,0
23481.0,-0.1655172413793103,1.0,1,0
34067.0,-0.1638297872340425,1.0,1,0
11215.0,-0.1616161616161616,1.0,1,0
45671.0,-0.1614906832298136,1.0,1,0
31026.0,-0.1612903225806451,1.0,1,0
10421.0,-0.1602209944751381,1.0,1,0
70790.0,-0.1595744680851063,1.0,1,0
11283.0,-0.1587301587301587,1.0,1,0
76758.0,-0.158273381294964,1.0,1,0
35991.0,-0.1578947368421053,1.0,1,0
12214.0,-0.1578947368421053,1.0,1,0
54827.0,-0.1569767441860464,1.0,1,0
76630.0,-0.1568627450980392,1.0,1,0
10455.0,-0.1538461538461538,1.0,1,0
18542.0,-0.1527001862197392,1.0,1,0
43992.0,-0.1521739130434782,1.0,1,0
75900.0,-0.1518987341772152,1.0,1,0
44274.0,-0.1515151515151515,1.0,1,0
