Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-10-18 00:00:00+01:00,103.5,108.0,100.0,108.0,381800,0.0,0.0
2021-10-19 00:00:00+01:00,105.5,103.55,103.55,105.5,13750,0.0,0.0
2021-10-20 00:00:00+01:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2021-10-21 00:00:00+01:00,105.5,108.0,108.0,105.5,1000,0.0,0.0
2021-10-22 00:00:00+01:00,105.5,108.0,108.0,108.0,1000,0.0,0.0
2021-10-25 00:00:00+01:00,105.5,108.0,108.0,108.0,1200,0.0,0.0
2021-10-26 00:00:00+01:00,105.5,108.0,108.0,108.0,1000,0.0,0.0
2021-10-27 00:00:00+01:00,105.5,108.0,107.0,108.0,14989,0.0,0.0
2021-10-28 00:00:00+01:00,105.5,108.0,108.0,105.5,1004,0.0,0.0
2021-10-29 00:00:00+01:00,105.5,108.0,108.0,108.0,1000,0.0,0.0
2021-11-01 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2021-11-02 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2021-11-03 00:00:00+00:00,105.5,108.0,108.0,108.0,1000,0.0,0.0
2021-11-04 00:00:00+00:00,105.5,110.0,105.5,110.0,28500,0.0,0.0
2021-11-05 00:00:00+00:00,106.0,109.0,105.5,109.0,44432,0.0,0.0
2021-11-08 00:00:00+00:00,106.5,106.5,106.5,106.5,0,0.0,0.0
2021-11-09 00:00:00+00:00,106.5,109.0,106.0,109.0,23825,0.0,0.0
2021-11-10 00:00:00+00:00,106.5,106.0,106.0,106.5,5577,0.0,0.0
2021-11-11 00:00:00+00:00,106.0,109.0,108.0,109.0,1443,0.0,0.0
2021-11-12 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-11-15 00:00:00+00:00,106.0,109.0,109.0,109.0,1000,0.0,0.0
2021-11-16 00:00:00+00:00,106.0,108.0,105.5,108.0,36259,0.0,0.0
2021-11-17 00:00:00+00:00,106.0,108.0,108.0,108.0,1000,0.0,0.0
2021-11-18 00:00:00+00:00,106.0,108.0,108.0,108.0,1000,0.0,0.0
2021-11-19 00:00:00+00:00,106.0,108.9,105.5,108.0,76885,0.0,0.0
2021-11-22 00:00:00+00:00,106.0,108.9,108.9,106.0,910,0.0,0.0
2021-11-23 00:00:00+00:00,106.0,109.0,108.0,108.0,1003,0.0,0.0
2021-11-24 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-11-25 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-11-26 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-11-29 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-11-30 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-12-01 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-12-02 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-12-03 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-12-06 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-12-07 00:00:00+00:00,106.0,109.0,109.0,106.0,423,0.0,0.0
2021-12-08 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-12-09 00:00:00+00:00,106.0,103.51,103.0,106.0,7434,0.0,0.0
2021-12-10 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-12-13 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-12-14 00:00:00+00:00,106.0,106.0,106.0,106.0,0,0.0,0.0
2021-12-15 00:00:00+00:00,106.0,103.51,103.51,106.0,10000,0.0,0.0
2021-12-16 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2021-12-17 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2021-12-20 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2021-12-21 00:00:00+00:00,105.5,105.5,105.5,105.5,57000,0.0,0.0
2021-12-22 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2021-12-23 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2021-12-24 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2021-12-29 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2021-12-30 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2021-12-31 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-04 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-05 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-06 00:00:00+00:00,105.5,106.625,106.625,105.5,10000,0.0,0.0
2022-01-07 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-10 00:00:00+00:00,105.5,105.0,102.0,105.5,30000,0.0,0.0
2022-01-11 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-12 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-13 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-14 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-17 00:00:00+00:00,105.5,106.0,106.0,105.5,9358,0.0,0.0
2022-01-18 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-19 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-20 00:00:00+00:00,105.5,106.0,106.0,105.5,4707,0.0,0.0
2022-01-21 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-24 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-25 00:00:00+00:00,105.5,106.0,106.0,105.5,943,0.0,0.0
2022-01-26 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-27 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-28 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-01-31 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-01 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-02 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-03 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-04 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-07 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-08 00:00:00+00:00,105.5,108.0,108.0,105.5,1,0.0,0.0
2022-02-09 00:00:00+00:00,105.5,106.0,106.0,105.5,10000,0.0,0.0
2022-02-10 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-11 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-14 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-15 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-16 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-17 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-18 00:00:00+00:00,105.5,106.0,106.0,105.5,1886,0.0,0.0
2022-02-21 00:00:00+00:00,105.5,106.0,106.0,105.5,523,0.0,0.0
2022-02-22 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-23 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-24 00:00:00+00:00,105.5,105.5,105.5,105.5,0,0.0,0.0
2022-02-25 00:00:00+00:00,105.5,103.5,103.5,102.5,2000,0.0,0.0
2022-02-28 00:00:00+00:00,102.5,100.0,100.0,102.5,5683808,0.0,0.0
2022-03-01 00:00:00+00:00,102.5,102.5,102.5,102.5,0,0.0,0.0
