Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2011-02-15 00:00:00-05:00,16.771,17.083,16.771,16.979,120189,0.0,0.0,0.0
2011-02-16 00:00:00-05:00,16.875,17.0,16.875,16.948,123611,0.0,0.0,0.0
2011-02-17 00:00:00-05:00,16.969,16.969,16.812,16.875,29319,0.0,0.0,0.0
2011-02-18 00:00:00-05:00,16.875,16.875,16.667,16.833,25219,0.0,0.0,0.0
2011-02-22 00:00:00-05:00,16.958,16.958,16.667,16.833,27469,0.0,0.0,0.0
2011-02-23 00:00:00-05:00,16.875,16.875,16.75,16.792,14760,0.0,0.0,0.0
2011-02-24 00:00:00-05:00,16.792,16.854,16.667,16.667,24744,0.0,0.0,0.0
2011-02-25 00:00:00-05:00,16.667,16.771,16.667,16.667,26069,0.0,0.0,0.0
2011-02-28 00:00:00-05:00,16.667,16.781,16.562,16.667,80020,0.0,0.0,0.0
2011-03-01 00:00:00-05:00,16.792,16.792,16.667,16.792,42801,0.0,0.0,0.0
2011-03-02 00:00:00-05:00,16.771,16.792,16.667,16.667,24523,0.0,0.0,0.0
2011-03-03 00:00:00-05:00,16.667,16.792,16.604,16.771,26692,0.0,0.0,0.0
2011-03-04 00:00:00-05:00,16.792,16.792,16.667,16.75,39383,0.0,0.0,0.0
2011-03-07 00:00:00-05:00,16.792,16.792,16.708,16.75,36000,0.0,0.0,0.0
2011-03-08 00:00:00-05:00,16.771,16.812,16.667,16.771,30009,0.0,0.0,0.0
2011-03-09 00:00:00-05:00,16.792,17.125,16.792,17.083,39310,0.0,0.0,0.0
2011-03-10 00:00:00-05:00,16.979,17.187,16.979,17.146,20549,0.0,0.0,0.0
2011-03-11 00:00:00-05:00,17.083,17.125,16.708,17.083,756,0.0,0.0,0.0
2011-03-14 00:00:00-04:00,17.062,17.062,17.062,17.062,6060,0.0,0.0,0.0
2011-03-15 00:00:00-04:00,16.646,16.646,16.646,16.646,17221,0.0,0.0,0.0
2011-03-16 00:00:00-04:00,16.354,16.458,16.354,16.458,2155,0.0,0.0,0.0
2011-03-17 00:00:00-04:00,16.562,16.562,16.458,16.458,496,0.0,0.0,0.0
2011-03-18 00:00:00-04:00,16.458,16.458,16.458,16.458,751,0.0,0.0,0.0
2011-03-21 00:00:00-04:00,16.667,17.042,16.667,17.062,23819,0.0,0.0,0.0
2011-03-23 00:00:00-04:00,17.042,17.042,17.042,17.042,128,0.0,0.0,0.0
2011-03-24 00:00:00-04:00,16.667,17.062,16.646,16.729,83474,0.0,0.0,0.0
2011-03-25 00:00:00-04:00,16.875,16.875,16.833,16.833,1639,0.0,0.0,0.0
2011-03-28 00:00:00-04:00,16.667,16.708,16.625,16.708,9704,0.0,0.0,0.0
2011-03-29 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-03-30 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-03-31 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-01 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-04 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-05 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-06 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-07 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-08 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-11 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-12 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-13 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-14 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-15 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-18 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-19 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-20 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-21 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-25 00:00:00-04:00,16.708,16.708,16.708,16.708,0,0.0,0.0,0.0
2011-04-26 00:00:00-04:00,16.667,16.979,16.667,16.969,2733,0.0,0.0,0.0
2011-04-27 00:00:00-04:00,16.979,17.604,16.979,17.083,423917,0.0,0.0,0.0
2011-04-28 00:00:00-04:00,17.187,17.229,17.177,17.187,2071,0.0,0.0,0.0
2011-04-29 00:00:00-04:00,17.187,17.187,17.187,17.187,0,0.0,0.0,0.0
2011-05-02 00:00:00-04:00,17.187,17.187,17.187,17.187,0,0.0,0.0,0.0
2011-05-03 00:00:00-04:00,16.687,16.979,16.667,16.958,51104,0.0,0.0,0.0
2011-05-04 00:00:00-04:00,16.875,16.875,16.458,16.458,25796,0.0,0.0,0.0
2011-05-05 00:00:00-04:00,16.875,16.875,16.042,16.146,21905,0.0,0.0,0.0
2011-05-06 00:00:00-04:00,16.042,16.354,15.729,16.354,14968,0.0,0.0,0.0
2011-05-09 00:00:00-04:00,16.354,16.354,16.146,16.25,8382,0.0,0.0,0.0
2011-05-10 00:00:00-04:00,15.625,16.146,15.625,16.042,62825,0.0,0.0,0.0
2011-05-11 00:00:00-04:00,16.042,16.24,15.625,16.042,7829,0.0,0.0,0.0
2011-05-12 00:00:00-04:00,15.646,15.646,15.302,15.417,40753,0.0,0.0,0.0
2011-05-13 00:00:00-04:00,15.854,15.937,15.625,15.833,287691,0.0,0.0,0.0
2011-05-16 00:00:00-04:00,15.229,15.823,15.104,15.615,18151,0.0,0.0,0.0
2011-05-17 00:00:00-04:00,15.833,15.833,15.104,15.406,340,0.0,0.0,0.0
2011-05-18 00:00:00-04:00,16.25,16.25,15.583,15.583,1200,0.0,0.0,0.0
2011-05-19 00:00:00-04:00,15.417,15.833,15.417,15.729,93959,0.0,0.0,0.0
2011-05-20 00:00:00-04:00,15.729,16.354,15.729,16.354,113376,0.0,0.0,0.0
2011-05-23 00:00:00-04:00,15.625,16.25,15.625,16.25,499,0.0,0.0,0.0
2011-05-24 00:00:00-04:00,16.146,16.25,16.135,16.146,549,0.0,0.0,0.0
2011-05-25 00:00:00-04:00,16.125,16.25,16.125,16.25,4831,0.0,0.0,0.0
2011-05-26 00:00:00-04:00,16.25,16.25,16.229,16.25,1778,0.0,0.0,0.0
2011-05-31 00:00:00-04:00,15.833,16.667,15.833,16.625,43736,0.0,0.0,0.0
2011-06-01 00:00:00-04:00,16.562,16.562,16.25,16.25,430,0.0,0.0,0.0
2011-06-02 00:00:00-04:00,16.344,16.406,16.344,16.354,29584,0.0,0.0,0.0
2011-06-03 00:00:00-04:00,16.354,16.354,16.354,16.354,12980,0.0,0.0,0.0
2011-06-06 00:00:00-04:00,16.354,16.562,16.354,16.458,20272,0.0,0.0,0.0
2011-06-07 00:00:00-04:00,16.25,16.667,16.042,16.667,10100,0.0,0.0,0.0
2011-06-08 00:00:00-04:00,16.042,16.646,15.937,16.042,6413,0.0,0.0,0.0
2011-06-09 00:00:00-04:00,16.042,16.042,15.833,15.833,1253,0.0,0.0,0.0
2011-06-10 00:00:00-04:00,15.833,16.094,15.833,15.833,710,0.0,0.0,0.0
2011-06-13 00:00:00-04:00,15.833,15.833,15.833,15.833,487,0.0,0.0,0.0
2011-06-14 00:00:00-04:00,15.625,16.219,15.625,15.937,669,0.0,0.0,0.0
2011-06-15 00:00:00-04:00,15.625,15.625,15.417,15.521,33072,0.0,0.0,0.0
2011-06-16 00:00:00-04:00,15.479,15.479,15.479,15.479,4093,0.0,0.0,0.0
2011-06-17 00:00:00-04:00,15.479,15.479,15.021,15.469,7957,0.0,0.0,0.0
2011-06-20 00:00:00-04:00,14.583,15.427,14.167,15.042,18066,0.0,0.0,0.0
2011-06-21 00:00:00-04:00,15.031,15.031,14.583,14.792,20153,0.0,0.0,0.0
2011-06-22 00:00:00-04:00,14.792,14.792,14.792,14.792,3441,0.0,0.0,0.0
2011-06-23 00:00:00-04:00,14.583,14.583,14.375,14.375,143206,0.0,0.0,0.0
2011-06-24 00:00:00-04:00,14.333,14.333,14.271,14.271,1579,0.0,0.0,0.0
2011-06-27 00:00:00-04:00,14.167,14.167,13.75,14.167,6795,0.0,0.0,0.0
2011-06-28 00:00:00-04:00,14.167,14.167,13.958,14.167,2300,0.0,0.0,0.0
2011-06-29 00:00:00-04:00,13.958,14.167,13.948,14.062,37558,0.0,0.0,0.0
2011-06-30 00:00:00-04:00,14.062,14.583,14.062,14.583,8744,0.0,0.0,0.0
2011-07-01 00:00:00-04:00,14.583,14.583,14.583,14.583,6209,0.0,0.0,0.0
2011-07-05 00:00:00-04:00,13.542,13.562,13.125,13.542,100289,0.0,0.0,0.0
2011-07-06 00:00:00-04:00,13.542,13.854,13.542,13.542,25000,0.0,0.0,0.0
2011-07-07 00:00:00-04:00,13.646,14.062,13.542,14.062,253330,0.0,0.0,0.0
2011-07-08 00:00:00-04:00,15.0,15.0,14.062,14.062,25123,0.0,0.0,0.0
2011-07-11 00:00:00-04:00,14.562,14.583,14.344,14.479,83564,0.0,0.0,0.0
2011-07-12 00:00:00-04:00,14.271,14.271,13.958,14.271,6618,0.0,0.0,0.0
2011-07-13 00:00:00-04:00,13.854,14.552,13.854,14.552,348,0.0,0.0,0.0
2011-07-14 00:00:00-04:00,14.583,14.583,14.583,14.583,2032,0.0,0.0,0.0
2011-07-15 00:00:00-04:00,14.562,14.562,14.562,14.562,963,0.0,0.0,0.0
2011-07-18 00:00:00-04:00,13.958,14.479,13.958,13.958,702,0.0,0.0,0.0
2011-07-19 00:00:00-04:00,14.479,14.479,13.75,13.854,10326,0.0,0.0,0.0
2011-07-20 00:00:00-04:00,14.062,14.375,13.896,14.333,58220,0.0,0.0,0.0
2011-07-21 00:00:00-04:00,14.271,14.479,14.271,14.479,42303,0.0,0.0,0.0
2011-07-22 00:00:00-04:00,14.062,14.469,14.062,14.437,21805,0.0,0.0,0.0
2011-07-25 00:00:00-04:00,14.479,14.479,14.479,14.479,303,0.0,0.0,0.0
2011-07-26 00:00:00-04:00,14.062,14.458,14.062,14.458,1024,0.0,0.0,0.0
2011-07-27 00:00:00-04:00,14.458,14.792,14.375,14.583,110866,0.0,0.0,0.0
2011-07-28 00:00:00-04:00,15.104,15.104,14.537,15.083,54040,0.0,0.0,0.0
2011-07-29 00:00:00-04:00,14.583,15.625,14.583,15.625,38505,0.0,0.0,0.0
2011-08-01 00:00:00-04:00,14.792,14.792,14.583,14.583,36780,0.0,0.0,0.0
2011-08-02 00:00:00-04:00,14.583,14.583,14.375,14.479,20871,0.0,0.0,0.0
2011-08-03 00:00:00-04:00,14.479,14.479,14.187,14.375,2990,0.0,0.0,0.0
2011-08-04 00:00:00-04:00,14.375,14.375,14.062,14.167,25693,0.0,0.0,0.0
2011-08-05 00:00:00-04:00,13.958,13.958,12.708,12.812,13656,0.0,0.0,0.0
2011-08-08 00:00:00-04:00,12.5,12.708,12.5,12.5,10593,0.0,0.0,0.0
2011-08-09 00:00:00-04:00,11.667,12.5,11.458,12.5,2061,0.0,0.0,0.0
2011-08-10 00:00:00-04:00,11.479,12.5,11.479,12.5,12463,0.0,0.0,0.0
2011-08-11 00:00:00-04:00,12.479,12.479,12.292,12.396,9692,0.0,0.0,0.0
2011-08-12 00:00:00-04:00,12.479,12.479,11.875,12.479,51186,0.0,0.0,0.0
2011-08-15 00:00:00-04:00,12.5,12.5,11.875,12.396,87780,0.0,0.0,0.0
2011-08-16 00:00:00-04:00,12.396,12.396,11.979,11.979,41232,0.0,0.0,0.0
2011-08-17 00:00:00-04:00,11.979,12.292,11.979,12.083,25831,0.0,0.0,0.0
2011-08-18 00:00:00-04:00,12.5,12.5,12.5,12.5,0,0.0,0.0,0.0
2011-08-19 00:00:00-04:00,12.292,12.5,12.031,12.5,2503,0.0,0.0,0.0
2011-08-22 00:00:00-04:00,12.094,12.5,12.094,12.5,202,0.0,0.0,0.0
2011-08-23 00:00:00-04:00,12.104,12.49,12.083,12.083,953,0.0,0.0,0.0
2011-08-24 00:00:00-04:00,12.083,12.083,12.083,12.083,154,0.0,0.0,0.0
2011-08-25 00:00:00-04:00,12.187,12.187,11.979,11.979,4017,0.0,0.0,0.0
2011-08-26 00:00:00-04:00,12.385,12.385,11.354,11.979,1159,0.0,0.0,0.0
2011-08-29 00:00:00-04:00,11.979,11.979,11.979,11.979,0,0.0,0.0,0.0
2011-08-30 00:00:00-04:00,12.5,12.5,12.083,12.292,7709,0.0,0.0,0.0
2011-08-31 00:00:00-04:00,12.49,12.5,11.979,12.5,30397,0.0,0.0,0.0
2011-09-01 00:00:00-04:00,12.5,12.5,11.979,12.5,56314,0.0,0.0,0.0
