Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-10-12 00:00:00+01:00,91.599,92.967,90.969,91.144,892734,0.0,0.0,0.0
2020-10-13 00:00:00+01:00,91.162,91.503,90.688,90.961,332393,0.0,0.0,0.0
2020-10-14 00:00:00+01:00,90.916,91.144,90.46,90.802,386556,0.0,0.0,0.0
2020-10-15 00:00:00+01:00,91.599,91.599,90.232,90.861,149929,0.0,0.0,0.0
2020-10-16 00:00:00+01:00,91.144,91.144,90.67,90.87,218721,0.0,0.0,0.0
2020-10-19 00:00:00+01:00,91.326,91.326,90.961,91.144,737510,0.0,0.0,0.0
2020-10-20 00:00:00+01:00,91.508,91.508,91.053,91.189,597751,0.0,0.0,0.0
2020-10-21 00:00:00+01:00,91.691,91.691,90.779,90.961,178526,0.0,0.0,0.0
2020-10-22 00:00:00+01:00,91.144,91.144,90.779,90.779,83273,0.0,0.0,0.0
2020-10-23 00:00:00+01:00,90.779,91.144,90.779,91.007,271078,0.0,0.0,0.0
2020-10-26 00:00:00+00:00,91.144,91.144,90.415,90.87,179090,0.0,0.0,0.0
2020-10-27 00:00:00+00:00,91.053,91.053,90.688,90.734,380711,0.0,0.0,0.0
2020-10-28 00:00:00+00:00,91.053,91.144,90.336,90.779,177920,0.0,0.0,0.0
2020-10-29 00:00:00+00:00,91.144,91.144,90.334,90.551,171143,0.0,0.0,0.0
2020-10-30 00:00:00+00:00,90.232,90.841,90.232,90.551,147486,0.0,0.0,0.0
2020-11-02 00:00:00+00:00,90.232,91.144,90.232,90.597,516269,0.0,0.0,0.0
2020-11-03 00:00:00+00:00,90.506,91.348,90.506,90.779,620291,0.0,0.0,0.0
2020-11-04 00:00:00+00:00,91.144,91.326,90.785,91.007,2118154,0.0,0.0,0.0
2020-11-05 00:00:00+00:00,91.144,92.055,91.03,91.691,374339,0.0,0.0,0.0
2020-11-06 00:00:00+00:00,91.508,92.784,91.331,92.237,1875361,0.0,0.0,0.0
2020-11-09 00:00:00+00:00,92.967,94.323,92.379,93.513,553980,0.0,0.0,0.0
2020-11-10 00:00:00+00:00,94.243,94.243,92.784,93.878,597171,0.0,0.0,0.0
2020-11-11 00:00:00+00:00,93.513,93.513,92.824,93.331,919417,0.0,0.0,0.0
2020-11-12 00:00:00+00:00,93.513,93.513,92.327,92.967,271170,0.0,0.0,0.0
2020-11-13 00:00:00+00:00,93.331,93.331,92.784,93.149,838997,0.0,0.0,0.0
2020-11-16 00:00:00+00:00,93.331,94.06,92.237,94.06,1014379,0.0,0.0,0.0
2020-11-17 00:00:00+00:00,93.878,94.06,93.51,93.878,409840,0.0,0.0,0.0
2020-11-18 00:00:00+00:00,93.331,94.015,93.331,94.06,185346,0.0,0.0,0.0
2020-11-19 00:00:00+00:00,93.513,93.907,93.513,93.513,158955,0.0,0.0,0.0
2020-11-20 00:00:00+00:00,93.331,94.607,93.331,94.06,439607,0.0,0.0,0.0
2020-11-23 00:00:00+00:00,94.607,94.789,94.06,94.789,561713,0.0,0.0,0.0
2020-11-24 00:00:00+00:00,93.878,95.519,93.878,94.789,730743,0.0,0.0,0.0
2020-11-25 00:00:00+00:00,95.245,95.701,94.562,95.701,802438,0.0,0.0,0.0
2020-11-26 00:00:00+00:00,95.701,95.701,94.789,95.245,104081,0.0,0.0,0.0
2020-11-27 00:00:00+00:00,95.701,96.612,95.61,96.157,735687,0.0,0.0,0.0
2020-11-30 00:00:00+00:00,96.157,97.068,96.157,97.068,252006,0.0,0.0,0.0
2020-12-01 00:00:00+00:00,97.068,97.524,96.157,97.524,258654,0.0,0.0,0.0
2020-12-02 00:00:00+00:00,97.524,97.888,96.612,97.25,94753,0.0,0.0,0.0
2020-12-03 00:00:00+00:00,97.888,98.435,97.068,98.435,1550929,0.0,0.0,0.0
2020-12-04 00:00:00+00:00,98.435,98.435,97.079,98.435,637699,0.0,0.0,0.0
2020-12-07 00:00:00+00:00,98.435,98.891,97.961,98.891,2536875,0.0,0.0,0.0
2020-12-08 00:00:00+00:00,98.435,99.347,98.435,99.347,1378218,0.0,0.0,0.0
2020-12-09 00:00:00+00:00,98.891,100.258,97.98,99.347,574614,0.0,0.0,0.0
2020-12-10 00:00:00+00:00,99.347,99.802,98.444,99.802,729270,0.0,0.0,0.0
2020-12-11 00:00:00+00:00,99.802,100.258,98.665,100.258,687036,0.0,0.0,0.0
2020-12-14 00:00:00+00:00,99.347,100.076,98.435,98.891,335332,0.0,0.0,0.0
2020-12-15 00:00:00+00:00,100.258,100.258,98.435,98.435,619388,0.0,0.0,0.0
2020-12-16 00:00:00+00:00,98.891,98.891,97.98,98.891,2174734,0.0,0.0,0.0
2020-12-17 00:00:00+00:00,97.98,98.435,97.98,98.435,504852,0.0,0.0,0.0
2020-12-18 00:00:00+00:00,98.435,98.435,96.886,97.979,12183259,0.0,0.0,0.0
2020-12-21 00:00:00+00:00,97.98,98.435,96.612,97.068,127413,0.0,0.0,0.0
2020-12-22 00:00:00+00:00,96.612,97.524,96.612,97.068,195146,0.0,0.0,0.0
2020-12-23 00:00:00+00:00,97.98,97.98,96.612,97.068,311624,0.0,0.0,0.0
2020-12-24 00:00:00+00:00,97.524,97.966,96.612,96.612,10798,0.0,0.0,0.0
2020-12-29 00:00:00+00:00,97.98,98.891,96.612,98.435,129303,0.0,0.0,0.0
2020-12-30 00:00:00+00:00,98.891,98.891,97.843,98.891,61910,0.0,0.0,0.0
2020-12-31 00:00:00+00:00,98.435,98.891,97.98,98.435,252588,0.0,0.0,0.0
2021-01-04 00:00:00+00:00,98.891,98.891,97.524,98.891,104040,0.0,0.0,0.0
2021-01-05 00:00:00+00:00,97.068,98.435,97.068,97.524,181295,0.0,0.0,0.0
2021-01-06 00:00:00+00:00,96.612,98.891,96.612,98.891,372738,0.0,0.0,0.0
2021-01-07 00:00:00+00:00,98.435,99.347,98.435,98.891,1195400,0.0,0.0,0.0
2021-01-08 00:00:00+00:00,98.891,99.347,98.435,98.891,104585,0.0,0.0,0.0
2021-01-11 00:00:00+00:00,97.98,99.347,97.372,98.435,558762,0.0,0.0,0.0
2021-01-12 00:00:00+00:00,98.435,98.435,97.068,97.068,263519,0.0,0.0,0.0
2021-01-13 00:00:00+00:00,97.068,98.435,96.612,96.612,192553,0.0,0.0,0.0
2021-01-14 00:00:00+00:00,97.524,98.435,96.612,98.435,464789,0.0,0.0,0.0
2021-01-15 00:00:00+00:00,97.524,98.435,97.524,98.435,242917,0.0,0.0,0.0
2021-01-18 00:00:00+00:00,97.068,98.435,97.068,98.435,52223,0.0,0.0,0.0
2021-01-19 00:00:00+00:00,97.068,97.569,96.612,97.068,42936,0.0,0.0,0.0
2021-01-20 00:00:00+00:00,96.612,97.602,96.612,96.612,240318,0.0,0.0,0.0
2021-01-21 00:00:00+00:00,97.524,97.602,96.612,96.612,134923,0.0,0.0,0.0
2021-01-22 00:00:00+00:00,96.612,97.602,96.612,97.524,252431,0.0,0.0,0.0
2021-01-25 00:00:00+00:00,97.979,97.979,96.612,97.979,187970,0.0,0.0,0.0
2021-01-26 00:00:00+00:00,97.524,97.979,96.612,97.524,202131,0.0,0.0,0.0
2021-01-27 00:00:00+00:00,97.979,97.979,96.612,97.524,94431,0.0,0.0,0.0
2021-01-28 00:00:00+00:00,97.524,97.524,96.612,96.612,361733,0.0,0.0,0.0
2021-01-29 00:00:00+00:00,97.979,97.979,96.612,97.524,472523,0.0,0.0,0.0
2021-02-01 00:00:00+00:00,97.979,97.979,96.612,97.979,159242,0.0,0.0,0.0
2021-02-02 00:00:00+00:00,97.98,98.435,97.524,98.435,368445,0.0,0.0,0.0
2021-02-03 00:00:00+00:00,98.435,98.891,97.98,98.891,130105,0.0,0.0,0.0
2021-02-04 00:00:00+00:00,98.891,99.338,98.618,98.891,76400,0.0,0.0,0.0
2021-02-05 00:00:00+00:00,99.347,99.347,98.435,98.435,193822,0.0,0.0,0.0
2021-02-08 00:00:00+00:00,99.347,99.802,98.435,99.347,441072,0.0,0.0,0.0
2021-02-09 00:00:00+00:00,99.347,99.347,98.435,98.891,610808,0.0,0.0,0.0
2021-02-10 00:00:00+00:00,99.347,99.347,97.979,97.979,283437,0.0,0.0,0.0
2021-02-11 00:00:00+00:00,98.435,98.864,97.979,97.979,147825,0.0,0.0,0.0
2021-02-12 00:00:00+00:00,98.435,98.891,97.979,97.979,181043,0.0,0.0,0.0
2021-02-15 00:00:00+00:00,98.891,99.347,98.435,98.435,197970,0.0,0.0,0.0
2021-02-16 00:00:00+00:00,98.891,99.306,97.98,98.891,111571,0.0,0.0,0.0
2021-02-17 00:00:00+00:00,97.98,99.306,97.98,98.891,208860,0.0,0.0,0.0
2021-02-18 00:00:00+00:00,98.891,98.891,97.524,98.891,321272,0.0,0.0,0.0
2021-02-19 00:00:00+00:00,98.435,98.891,97.743,97.979,175888,0.0,0.0,0.0
2021-02-22 00:00:00+00:00,97.979,98.435,97.979,97.979,50332,0.0,0.0,0.0
2021-02-23 00:00:00+00:00,97.524,98.435,97.524,97.524,118365,0.0,0.0,0.0
2021-02-24 00:00:00+00:00,97.524,99.347,97.524,99.347,383874,0.0,0.0,0.0
2021-02-25 00:00:00+00:00,98.731,99.65,98.731,98.731,177752,0.83,0.0,0.0
2021-02-26 00:00:00+00:00,98.272,99.65,98.272,98.731,382181,0.0,0.0,0.0
