Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-03-14 00:00:00+00:00,297.255,299.143,297.255,299.143,2841973,0.0,0.0
2018-03-15 00:00:00+00:00,297.255,298.199,294.424,298.199,378468,0.0,0.0
2018-03-16 00:00:00+00:00,298.199,298.199,295.368,295.368,52855,0.0,0.0
2018-03-19 00:00:00+00:00,294.424,301.974,292.537,297.255,669824,0.0,0.0
2018-03-20 00:00:00+00:00,288.762,288.762,287.819,289.706,630664,0.0,0.0
2018-03-21 00:00:00+00:00,287.819,287.819,287.819,290.178,52709,0.0,0.0
2018-03-22 00:00:00+00:00,287.819,290.65,287.819,290.65,495937,0.0,0.0
2018-03-23 00:00:00+00:00,287.819,287.819,283.1,283.1,679436,0.0,0.0
2018-03-26 00:00:00+01:00,283.1,292.537,283.1,292.537,1229953,0.0,0.0
2018-03-27 00:00:00+01:00,284.044,292.537,284.044,292.537,269279,0.0,0.0
2018-03-28 00:00:00+01:00,291.593,291.593,286.875,287.819,89326,0.0,0.0
2018-03-29 00:00:00+01:00,292.537,292.537,292.537,288.762,1646,0.0,0.0
2018-04-03 00:00:00+01:00,291.593,291.593,283.1,283.1,15513,0.0,0.0
2018-04-04 00:00:00+01:00,287.819,292.537,278.382,278.382,30379,0.0,0.0
2018-04-05 00:00:00+01:00,279.326,291.593,279.326,291.593,34738,0.0,0.0
2018-04-06 00:00:00+01:00,290.65,292.537,287.819,292.537,14775,0.0,0.0
2018-04-09 00:00:00+01:00,292.537,292.537,278.382,278.382,3319,0.0,0.0
2018-04-10 00:00:00+01:00,292.537,292.537,278.382,280.741,13625,0.0,0.0
2018-04-11 00:00:00+01:00,279.326,292.537,279.326,292.065,160166,0.0,0.0
2018-04-12 00:00:00+01:00,281.213,292.537,281.213,287.819,18354,0.0,0.0
2018-04-13 00:00:00+01:00,292.537,292.537,283.1,283.1,1613,0.0,0.0
2018-04-16 00:00:00+01:00,283.1,289.14,283.1,286.875,37010,0.0,0.0
2018-04-17 00:00:00+01:00,284.044,287.819,282.157,282.157,25548,0.0,0.0
2018-04-18 00:00:00+01:00,292.537,292.537,292.537,286.875,459174,0.0,0.0
2018-04-19 00:00:00+01:00,292.537,292.537,281.213,286.875,2837,0.0,0.0
2018-04-20 00:00:00+01:00,292.537,292.537,292.537,290.65,500315,0.0,0.0
2018-04-23 00:00:00+01:00,284.988,284.988,284.988,288.762,2178,0.0,0.0
2018-04-24 00:00:00+01:00,291.593,292.537,291.593,292.537,156,0.0,0.0
2018-04-25 00:00:00+01:00,290.65,292.537,284.988,284.988,1242,0.0,0.0
2018-04-26 00:00:00+01:00,292.537,292.537,292.537,292.537,500,0.0,0.0
2018-04-27 00:00:00+01:00,292.537,292.537,284.988,292.537,1640,0.0,0.0
2018-04-30 00:00:00+01:00,291.593,292.537,284.988,289.234,3025,0.0,0.0
2018-05-01 00:00:00+01:00,288.762,296.312,288.762,294.424,737471,0.0,0.0
2018-05-02 00:00:00+01:00,293.481,301.974,292.537,296.784,14889,0.0,0.0
2018-05-03 00:00:00+01:00,296.312,306.692,296.312,298.199,190680,0.0,0.0
2018-05-04 00:00:00+01:00,299.143,301.974,298.199,300.086,1139,0.0,0.0
2018-05-08 00:00:00+01:00,298.199,305.748,298.199,302.917,62497,0.0,0.0
2018-05-09 00:00:00+01:00,301.03,306.692,294.424,306.692,157067,0.0,0.0
2018-05-10 00:00:00+01:00,301.03,301.974,298.199,301.03,234181,0.0,0.0
2018-05-11 00:00:00+01:00,300.086,305.748,300.086,304.805,12781,0.0,0.0
2018-05-14 00:00:00+01:00,305.748,318.016,302.917,315.185,117346,0.0,0.0
2018-05-15 00:00:00+01:00,316.129,316.129,311.41,311.41,30849,0.0,0.0
2018-05-16 00:00:00+01:00,308.579,315.185,308.579,312.354,6210,0.0,0.0
2018-05-17 00:00:00+01:00,311.41,314.241,311.41,315.185,45991,0.0,0.0
2018-05-18 00:00:00+01:00,318.96,321.791,317.072,318.96,201306,0.0,0.0
2018-05-21 00:00:00+01:00,325.565,335.002,325.565,332.171,167362,0.0,0.0
2018-05-22 00:00:00+01:00,330.284,339.721,330.284,339.721,54005,0.0,0.0
2018-05-23 00:00:00+01:00,344.439,358.594,344.439,351.516,178947,0.0,0.0
2018-05-24 00:00:00+01:00,352.932,358.594,349.157,351.044,160017,0.0,0.0
2018-05-25 00:00:00+01:00,352.932,372.749,352.932,363.312,116214,0.0,0.0
2018-05-29 00:00:00+01:00,363.312,377.467,363.312,367.087,154709,0.0,0.0
2018-05-30 00:00:00+01:00,370.862,370.862,360.481,363.312,502400,0.0,0.0
2018-05-31 00:00:00+01:00,362.368,363.312,358.594,359.537,204666,0.0,0.0
2018-06-01 00:00:00+01:00,360.481,364.256,358.594,363.312,121669,0.0,0.0
2018-06-04 00:00:00+01:00,366.143,370.862,362.368,370.862,195514,0.0,0.0
2018-06-05 00:00:00+01:00,369.918,372.749,364.256,368.031,85588,0.0,0.0
2018-06-06 00:00:00+01:00,368.03,375.58,364.256,375.58,1212078,0.0,0.0
2018-06-07 00:00:00+01:00,377.467,377.467,373.692,377.467,669429,0.0,0.0
2018-06-08 00:00:00+01:00,377.467,377.467,375.58,377.467,84778,0.0,0.0
2018-06-11 00:00:00+01:00,377.467,382.186,375.58,382.186,894762,0.0,0.0
2018-06-12 00:00:00+01:00,386.904,396.341,380.298,382.186,251652,0.0,0.0
2018-06-13 00:00:00+01:00,382.186,382.186,375.58,377.467,472074,0.0,0.0
2018-06-14 00:00:00+01:00,380.298,382.186,372.749,377.467,196517,0.0,0.0
2018-06-15 00:00:00+01:00,373.693,381.242,366.143,381.242,4558043,0.0,0.0
2018-06-18 00:00:00+01:00,382.186,386.904,378.411,384.073,156669,0.0,0.0
2018-06-19 00:00:00+01:00,386.904,386.904,378.411,385.017,74930,0.0,0.0
2018-06-20 00:00:00+01:00,373.693,382.186,368.974,373.693,68480,0.0,0.0
2018-06-21 00:00:00+01:00,373.693,377.467,361.425,370.862,121717,0.0,0.0
2018-06-22 00:00:00+01:00,358.594,372.749,358.594,368.031,71193,0.0,0.0
2018-06-25 00:00:00+01:00,377.467,377.467,362.368,375.58,6126,0.0,0.0
2018-06-26 00:00:00+01:00,359.538,368.031,355.763,368.031,93471,0.0,0.0
2018-06-27 00:00:00+01:00,370.862,371.805,355.763,371.805,29916,0.0,0.0
2018-06-28 00:00:00+01:00,354.819,372.749,354.819,368.031,48297,0.0,0.0
2018-06-29 00:00:00+01:00,372.749,372.749,362.368,362.368,20399,0.0,0.0
2018-07-02 00:00:00+01:00,372.749,372.749,364.256,371.805,18606,0.0,0.0
2018-07-03 00:00:00+01:00,372.749,373.693,363.312,372.749,33055,0.0,0.0
2018-07-04 00:00:00+01:00,368.974,377.467,368.974,377.467,31781,0.0,0.0
2018-07-05 00:00:00+01:00,376.523,377.467,371.805,377.467,31380,0.0,0.0
2018-07-06 00:00:00+01:00,377.467,377.467,371.805,377.467,111106,0.0,0.0
2018-07-09 00:00:00+01:00,365.2,377.467,365.2,373.221,69867,0.0,0.0
2018-07-10 00:00:00+01:00,370.862,382.186,370.862,381.242,18830,0.0,0.0
2018-07-11 00:00:00+01:00,381.242,381.242,381.242,381.242,557,0.0,0.0
2018-07-12 00:00:00+01:00,369.918,381.242,369.918,381.242,8611,0.0,0.0
2018-07-13 00:00:00+01:00,377.467,381.242,377.467,379.355,140330,0.0,0.0
2018-07-16 00:00:00+01:00,382.186,382.186,375.58,381.242,3608,0.0,0.0
2018-07-17 00:00:00+01:00,377.467,377.467,377.467,377.467,15884,0.0,0.0
2018-07-18 00:00:00+01:00,379.355,379.355,372.749,373.693,33006,0.0,0.0
2018-07-19 00:00:00+01:00,373.692,377.467,370.861,377.467,56929,0.0,0.0
2018-07-20 00:00:00+01:00,377.467,377.467,370.861,377.467,56537,0.0,0.0
2018-07-23 00:00:00+01:00,382.186,382.186,373.692,377.467,16944,0.0,0.0
2018-07-24 00:00:00+01:00,376.523,376.523,373.692,376.523,494026,0.0,0.0
2018-07-25 00:00:00+01:00,376.523,376.523,376.523,376.523,28830,0.0,0.0
2018-07-26 00:00:00+01:00,365.199,376.524,365.199,375.58,23115,0.0,0.0
2018-07-27 00:00:00+01:00,365.199,376.524,365.199,375.58,3391,0.0,0.0
2018-07-30 00:00:00+01:00,376.523,376.523,376.523,376.523,3982,0.0,0.0
2018-07-31 00:00:00+01:00,366.143,371.805,359.537,365.199,7786,0.0,0.0
2018-08-01 00:00:00+01:00,375.58,375.58,365.199,373.693,12291,0.0,0.0
2018-08-02 00:00:00+01:00,375.58,375.58,359.538,368.974,7048,0.0,0.0
2018-08-03 00:00:00+01:00,376.524,376.524,358.594,375.58,3732,0.0,0.0
2018-08-06 00:00:00+01:00,360.481,375.58,349.157,366.143,17794,0.0,0.0
2018-08-07 00:00:00+01:00,349.157,366.143,349.157,350.101,9770,0.0,0.0
2018-08-08 00:00:00+01:00,350.101,350.101,350.101,361.425,348,0.0,0.0
2018-08-09 00:00:00+01:00,366.143,366.143,350.101,360.481,4633,0.0,0.0
2018-08-10 00:00:00+01:00,351.045,366.143,350.101,366.143,30834,0.0,0.0
2018-08-13 00:00:00+01:00,364.256,366.143,350.101,360.009,208160,0.0,0.0
2018-08-14 00:00:00+01:00,358.122,358.122,358.122,358.122,0,0.0,0.0
2018-08-15 00:00:00+01:00,350.101,354.819,341.683,349.629,14667,0.0,0.0
2018-08-16 00:00:00+01:00,352.932,352.932,352.932,352.932,14926,0.0,0.0
2018-08-17 00:00:00+01:00,354.819,354.819,340.664,354.819,14055,0.0,0.0
2018-08-20 00:00:00+01:00,355.763,356.707,345.382,356.707,732,0.0,0.0
2018-08-21 00:00:00+01:00,356.707,368.031,341.608,368.031,22539,0.0,0.0
2018-08-22 00:00:00+01:00,358.594,368.03,351.044,352.932,56839,0.0,0.0
2018-08-23 00:00:00+01:00,361.425,361.425,361.425,361.425,101278,0.0,0.0
2018-08-24 00:00:00+01:00,368.031,377.467,351.988,368.031,84082,0.0,0.0
2018-08-28 00:00:00+01:00,367.851,367.889,358.594,360.953,98253,0.0,0.0
2018-08-29 00:00:00+01:00,363.312,367.087,358.594,361.425,46961,0.0,0.0
