firms,clusters,mom1
10074,6,0.0178571428571427
50906,6,-0.0035971223021582
18980,4,-0.0833333333333333
10568,10,-0.0294117647058823
10998,2,0.2142857142857142
11181,2,0.0256410256410255
39116,7,-0.1403508771929824
50032,10,0.0299401197604789
49330,4,-0.0211267605633802
69171,4,0.1111111111111111
68814,7,0.3958333333333332
47730,3,-0.5616438356164384
13232,1,0.1
13777,8,0.1428571428571428
44652,1,0.0955882352941177
38746,8,-0.0217391304347825
60871,3,0.0129870129870128
14198,5,0.069767441860465
45583,3,0.0294117647058822
14702,8,0.1
15537,6,-0.0806451612903226
68830,5,0.25
85631,6,0.1074918566775244
16185,7,0.020979020979021
16791,4,-0.1999999999999999
17057,6,-0.1666666666666666
17903,5,0.0576923076923077
49373,8,0.0073260073260073
18570,3,0.1094890510948904
18834,4,-0.0625
47642,9,0.1176470588235294
18973,3,0.0073529411764705
19271,10,-0.0606060606060605
29938,3,0.0501567398119122
10866,2,0.043956043956044
19880,1,0.1176470588235294
20240,7,-0.0808080808080807
20248,2,-0.0919540229885057
49402,5,0.1043478260869565
25320,2,0.0484429065743945
21726,3,0.0625
21742,9,-0.0333333333333333
11267,7,0.2079207920792078
50366,7,0.1200000000000001
22753,7,0.117391304347826
26841,8,0.1818181818181818
65533,10,0.0748502994011977
24572,9,-0.1956521739130434
24951,9,0.1176470588235294
25049,6,0.0
25217,8,0.036764705882353
25487,6,-0.3430962343096234
69307,10,0.0
27124,7,-0.0909090909090909
65541,4,0.05
27562,9,0.0806451612903225
27800,5,-0.0123456790123457
27909,9,-0.2380952380952381
28207,6,0.0102040816326529
19828,7,-0.0389610389610389
28311,8,0.032258064516129
28522,10,0.0136986301369863
10731,6,-0.0909090909090909
59707,10,-0.05
63546,6,0.1441441441441442
29023,1,0.125
49154,5,-0.0205223880597015
19350,2,-0.0146627565982404
49429,1,0.0203389830508473
43211,4,-0.3846153846153846
61313,6,-0.3005780346820809
19254,2,0.0119760479041917
12008,1,0.3571428571428572
31500,9,0.03125
87581,4,-0.0333333333333333
33209,7,0.1935483870967742
50788,2,0.0149253731343284
34113,4,-0.3333333333333333
44708,1,0.2432432432432432
58405,10,0.015625
37058,9,0.0
26382,5,-0.0062499999999999
37103,8,0.0384615384615385
31974,1,-0.0197368421052631
62228,4,0.3571428571428572
59010,10,0.0362318840579709
60935,2,0.1333333333333333
40838,6,0.0680628272251309
19174,3,0.171875
21055,8,0.175
38624,4,-0.131578947368421
59547,2,0.0952380952380953
47888,2,0.0370370370370369
62367,1,-0.0444444444444444
39670,1,0.0263157894736842
49189,10,0.0
32475,10,0.0055096418732782
40628,5,0.0892857142857141
40644,6,-0.0972222222222222
39765,1,0.1132075471698113
32600,4,0.1999999999999999
41420,2,0.263157894736842
32678,5,-0.0471698113207547
23077,8,0.0325732899022801
27828,9,0.0671506352087114
32803,10,-0.025
66181,6,-0.2527881040892193
32870,8,0.0249999999999999
42366,4,0.0085470085470085
32926,9,-0.0491803278688525
66587,2,-0.0425531914893616
42922,1,-0.1911764705882352
43474,7,0.2105263157894736
44135,2,0.0
44389,9,-0.0333333333333333
12503,2,0.0
45560,10,-0.04
45699,5,0.0579710144927536
12040,4,-0.125
