firms,absacc,acc,age,agr,chatoia,chpmia,currat,depr,egr,grcapx,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0518165574746873,-0.0518165574746873,5.0,-0.0259960809928151,1.0817045973255033,0.1392936367716496,1.5146831530139104,0.0908990256864481,0.7858488591166005,-0.6050354051927613,8.067234918211354e-06,-0.023514043109079,-0.2082423673979334,0.5395965767030281,0.0610415467901096,0.7035355843450447,0.1426813153699401,0.544135487635431,-5.633093525179856,0.7944358578052549,0.0728210359288224,0.0530303030303029,-0.1140939597315435,-0.1020408163265305,-0.1258278145695364,-0.1801242236024844,-0.2369942196531791,-0.2189349112426034,-0.175,-0.1645569620253164,-0.1258278145695364,-0.089655172413793,-0.043478260869565,0.0688259109311739,0.5348837209302326,0.7311475409836068,1.1728395061728394,0.8206896551724139,0.5348837209302326,0.4080000000000001,0.4545454545454546,0.8992805755395685,0.6869009584664538,0.8020477815699658,0.8206896551724139,0.7777777777777777,0.4707520891364904,0.5529411764705883,0.5714285714285716,1.0076045627376429,0.89247311827957,0.0581162324649298,-0.1813953488372093,-0.1901840490797545,-0.1901840490797545,0.0581162324649298,0.03125,-0.108108108108108,0.150326797385621,0.0864197530864196,-0.2142857142857142,-0.2510638297872339,-0.3213367609254498,-0.5779376498800959,-0.4672048435923309,-0.5056179775280898,-0.5517826825127334,-0.5865309318715739,-0.6148796498905909,-0.5950920245398772
BALZ_07-L^I10,0.123782957249007,-0.123782957249007,5.0,-0.1610848590473794,0.8431030593381558,-1.4295858570844495,2.080933240653993,0.1864704217378998,-0.1088143378892277,-1.0509451219512196,2.2595728407870083e-08,-0.0138437213647879,-0.5522321058739993,-0.0235363261897161,0.0802561532236115,-0.0768451492195616,-0.0185196227726503,-0.0297033755079065,-2.6909515717926933,1.436398803227659,-0.0899264238350441,0.0,0.0,0.0,0.0434782608695651,0.1999999999999999,0.4117647058823528,0.4117647058823528,0.846153846153846,0.714285714285714,0.714285714285714,0.846153846153846,0.846153846153846,2.428571428571428,1.4,1.6666666666666663,1.4,1.1818181818181817,1.1818181818181817,1.0,2.0,1.6666666666666663,1.4,1.6666666666666663,2.428571428571428,1.1818181818181817,0.714285714285714,0.714285714285714,0.846153846153846,0.846153846153846,0.714285714285714,0.714285714285714,0.6000000000000001,0.5,0.4117647058823528,0.5,0.4117647058823528,0.1428571428571428,0.0,-0.04,-0.1724137931034483,-0.1999999999999999,-0.2727272727272728,-0.3333333333333333,-0.2941176470588236,-0.368421052631579,-0.3333333333333333,-0.3513513513513513,-0.2941176470588236,-0.3142857142857143
BAMD_17-L^J98,0.0680238474602387,0.0680238474602387,5.0,0.1339936116089494,0.4592055317695906,3.164937057960368,1.3074417638287992,0.0554916886748485,0.0326165258015047,-5.69756975697568,4.848999968477472e-08,0.0248706423079146,0.5556637560020624,0.0155553291634754,0.0545495691693824,-0.0312887060005279,-13.107455441960903,-0.0284328806501611,1.6902558061258834,1.2471340226344994,0.3420321129439304,0.0761904761904761,0.0344827586206897,0.0714285714285714,0.1413043478260869,0.1413043478260869,0.0606060606060605,0.0396039603960396,0.160220994475138,0.2138728323699423,0.3548387096774195,0.3548387096774195,0.4189189189189191,0.6666666666666667,0.6153846153846154,1.0192307692307692,0.9444444444444444,0.6666666666666667,0.5555555555555556,0.3548387096774195,0.4189189189189191,0.6666666666666667,0.381578947368421,0.320754716981132,0.4383561643835618,0.5328467153284671,0.320754716981132,0.2068965517241379,0.1931818181818181,0.099476439790576,0.2962962962962963,0.0047846889952154,-0.0454545454545455,-0.0410958904109588,-0.0047393364928909,0.2068965517241379,0.2883435582822087,0.160220994475138,-0.0625,-0.0748898678414096,-0.2279411764705882,-0.3538461538461538,-0.435483870967742,-0.4642857142857143,-0.3597560975609756,-0.3597560975609756,-0.3354430379746835,-0.3114754098360655,-0.2953020134228188,-0.3203883495145631
BBEK_99-L^L95,0.1040153240088185,-0.1040153240088185,5.0,-0.231108553893364,0.8050398383052578,-6.340117435084683,1.5036918778686887,0.1199910952804986,-0.0530346544131723,2.191549295774648,3.948352667546257e-06,0.021544559519243,0.0151569147468125,0.2790221516200738,0.0940661761259783,0.0868836333859889,0.0403125442838882,0.4473868543802234,-6.31140350877193,0.9768509279584912,0.0313035352748793,-0.0289855072463767,-0.1320754716981133,-0.1686746987951807,-0.2290502793296089,-0.2023121387283237,-0.2203389830508475,-0.1481481481481482,-0.1585365853658537,-0.3168316831683169,-0.3973799126637555,-0.3698630136986301,-0.4367346938775511,-0.3698630136986301,-0.3893805309734512,-0.2698412698412699,-0.2023121387283237,-0.2417582417582418,-0.3551401869158879,-0.6198347107438017,-0.6461538461538462,-0.5766871165644172,-0.6488549618320612,-0.6434108527131783,-0.5766871165644172,-0.6387434554973822,-0.6986899563318778,-0.703862660944206,-0.7234468937875752,-0.7217741935483871,-0.7183673469387756,-0.7195121951219512,-0.7125,-0.703862660944206,-0.679814385150812,-0.6339522546419099,-0.6260162601626016,-0.639686684073107,-0.6011560693641619,-0.6112676056338029,-0.5905044510385757,-0.6358839050131926,-0.6270270270270271,-0.632,-0.5779816513761469,-0.5880597014925373,-0.5687500000000001,-0.5818181818181818,-0.5964912280701755,-0.5988372093023255
BBNH_32-L^L97,0.0941213096041093,-0.0941213096041093,7.0,0.0584214461176973,0.6515159184208402,-1.934834103445039,1.5184088023698687,0.082804923535994,-0.0117427275153456,-1.2661290322580645,0.0001484190513257,0.0290505179963686,-0.2484333651353925,0.0201809140922555,0.0603853800386032,0.0513799998694222,0.0551240028576519,0.0679817398072598,-2.196125907990315,0.9509098603470164,0.0261594843927713,0.1414868105515587,0.0220588235294116,0.002403846153846,-0.0835164835164834,-0.0023923444976076,-0.0302325581395348,0.0296296296296296,0.0170731707317073,-0.0347222222222223,-0.0814977973568282,-0.054421768707483,-0.1032258064516129,-0.0671140939597315,0.0121359223300969,0.0373134328358208,0.074742268041237,-0.0118483412322274,-0.0835164835164834,-0.185546875,-0.1402061855670102,-0.0586907449209931,-0.0895196506550218,-0.1089743589743589,-0.054421768707483,0.0145985401459853,-0.0211267605633802,0.002403846153846,-0.0071428571428572,0.0610687022900762,0.127027027027027,0.0859375,0.0270935960591134,0.0399002493765585,0.139344262295082,0.2598187311178248,0.2337278106508875,0.3853820598006645,0.5108695652173914,0.5444444444444443,0.4946236559139785,0.2674772036474164,0.2791411042944787,0.3113207547169809,0.5274725274725274,0.4280821917808219,0.4892857142857143,0.3717105263157894,0.3280254777070062,0.463157894736842
BBOU_00-L,0.0623692951162504,-0.0623692951162504,5.0,-0.0267022696929239,0.3472065997826553,-2.7117995621362923,1.4648602878916173,0.08,0.0442453094371324,-0.0446428571428571,2.662207756671185e-05,0.0033984706881903,-0.019415451573612,0.0149587681894751,0.0828346456692913,-0.0566603833357592,0.0751568911311976,0.1611255683605479,-1.170900692840647,0.6934801016088061,0.0817867253853413,0.0054545454545456,0.0956175298804782,0.1224489795918366,-0.0662139219015279,0.0204081632653061,-0.0018148820326678,0.0110294117647058,-0.0125673249551166,-0.0451388888888888,0.053639846743295,0.0338345864661653,-0.0787269681742043,-0.1486068111455109,-0.1100323624595468,-0.1157556270096462,-0.0894039735099337,-0.1269841269841269,-0.1283676703645007,-0.2120343839541547,-0.2176386913229019,-0.1392801251956181,-0.1947291361639824,-0.1691842900302115,-0.064625850340136,-0.0401396160558464,-0.0924092409240923,-0.0802675585284281,-0.0756302521008404,-0.0333919156414763,-0.0196078431372549,-0.0196078431372549,0.0476190476190476,0.0617760617760618,0.1802575107296136,0.2557077625570776,0.25,0.2850467289719625,0.3447432762836186,0.403061224489796,0.3349514563106797,0.1777301927194861,0.1982570806100219,0.2249443207126948,0.421188630490956,0.4175257731958763,0.4550264550264551,0.4285714285714286,0.3853904282115867,0.4627659574468086
BBQS_26-L^G99,0.1019565364565703,-0.1019565364565703,5.0,-0.0744361882414288,1.7461616196002578,-0.0657128791220469,1.816738019610551,0.1171183628318584,0.0015847860538827,-3.250569476082,4.7529968556034914e-05,-0.0365445617694346,0.0043013906941537,0.025850483753081,0.1145323901568079,0.045695334047718,0.1755020154803306,0.1335075005968153,-2.395546129374337,1.1847811075818258,0.0507889320832381,0.0324675324675325,-0.0609756097560975,-0.0253164556962025,-0.088757396449704,0.0405405405405405,0.0694444444444444,0.0266666666666666,-0.019108280254777,-0.0374999999999999,-0.0434782608695653,0.0620689655172415,0.1578947368421053,0.3162393162393164,0.4528301886792452,0.8117647058823529,0.54,0.2125984251968504,-0.0314465408805031,-0.1396648044692737,-0.2142857142857143,-0.0552147239263802,0.0,-0.0722891566265059,-0.0778443113772454,-0.0778443113772454,-0.2182741116751269,-0.2903225806451612,-0.3432835820895522,-0.3404710920770878,-0.2560386473429951,-0.351578947368421,-0.3739837398373983,-0.3739837398373983,-0.2984054669703871,-0.0694864048338368,-0.3609958506224067,-0.3688524590163934,-0.3864541832669321,-0.3636363636363636,-0.3960784313725489,-0.4430379746835443,-0.445045045045045,-0.4076923076923077,-0.3347732181425485,-0.3047404063205416,-0.3996101364522416,-0.4188679245283019,-0.4567901234567901,-0.4144486692015209
BBTU_63-L^C18,0.0756665564763413,-0.0756665564763413,5.0,-0.1071698276048071,0.838873153738771,0.3998348691416895,1.0427051057523913,0.0386104538610453,-0.1388092964024196,-1.0448979591836736,4.062253819987217e-05,-0.0570479211167928,-1.0505937558861242,-0.2786642388578921,0.2608089382980883,-0.2913626079774886,0.0785722427503697,0.1877490966134152,-12.864341085271317,0.7697696349184966,0.0195847833913357,0.0769230769230768,-0.1228915662650602,-0.198237885462555,-0.2525667351129363,-0.2052401746724891,-0.2017543859649121,-0.1574074074074074,-0.0737913486005089,-0.1435294117647059,-0.225531914893617,-0.2777777777777778,-0.1746031746031746,-0.2222222222222221,-0.1333333333333333,-0.1228915662650602,0.0550724637681159,-0.1475409836065572,-0.2676056338028169,-0.3580246913580246,-0.4013157894736842,-0.2876712328767123,-0.35,-0.282051282051282,-0.35,-0.3602811950790862,-0.396351575456053,-0.4175999999999999,-0.4591381872213967,-0.4194577352472088,-0.3417721518987342,-0.4061990212071777,-0.4442748091603052,-0.4559043348281016,-0.4129032258064515,-0.3132075471698112,-0.3580246913580246,-0.4022988505747126,-0.4061990212071777,-0.3476702508960573,-0.4399999999999999,-0.5081081081081081,-0.5272727272727273,-0.5047619047619047,-0.3993399339933993,-0.4686131386861313,-0.4607407407407407,-0.5047619047619047,-0.5368956743002544,-0.4873239436619717
BBVN_02-L^I99,0.0615,-0.0615,5.0,0.028397565922921,0.8542659134951979,1.266513951981168,1.2729234088457388,0.1258561643835616,0.0033698399326031,2.280701754385963,3.895509376931176e-07,0.0512170385395537,-0.2760370723726584,-0.0813618152494197,0.0654540939035868,-0.095024166180612,-0.0006246583034117,0.0458784900739628,-1.3155080213903745,0.8894282632146709,0.0449635769907057,-0.0542635658914729,-0.1103448275862069,-0.0652173913043477,-0.3582089552238805,-0.2543352601156069,-0.1835443037974683,-0.25,-0.271186440677966,-0.2543352601156069,-0.3350515463917525,-0.410958904109589,-0.4241071428571429,-0.3645320197044334,-0.3064516129032258,-0.2670454545454545,-0.2456140350877192,-0.2228915662650602,-0.3484848484848485,-0.4980544747081712,-0.5274725274725274,-0.4777327935222673,-0.4860557768924302,-0.5095057034220531,-0.5057471264367815,-0.4921259842519685,-0.5038461538461538,-0.4624999999999999,-0.484,-0.4756097560975609,-0.4055299539170506,-0.4292035398230087,-0.4082568807339449,-0.3857142857142857,-0.370731707317073,-0.3064516129032258,-0.42152466367713,-0.370731707317073,-0.3210526315789473,-0.2912087912087912,-0.2912087912087912,-0.3676470588235294,-0.370731707317073,-0.2989130434782608,-0.3316062176165802,-0.3484848484848485,-0.3138297872340425,-0.3064516129032258,-0.3484848484848485,-0.3582089552238805
BCPS_48-L^C06,0.0259555980708677,-0.0259555980708677,5.0,0.0568800419754705,0.6762171195746183,2.4518480040925685,1.5186807685086674,0.0438803930842398,0.1984865576236135,0.5991531404375461,7.432053651511546e-05,0.0084442841214666,-0.4187421046321589,0.2858855215332211,-0.1159215178167079,0.4173323524505438,0.2062359531384034,0.0289317894324944,-0.4036697247706422,1.2274860754740595,0.0393603936039361,0.0303030303030302,0.1097345132743361,0.1276978417266188,-0.0324074074074075,-0.0571428571428572,0.0145631067961164,0.0537815126050418,0.1097345132743361,0.0942408376963348,0.1156583629893237,0.1297297297297297,0.2440476190476188,0.2769857433808553,0.3871681415929204,0.6076923076923075,0.959375,0.8550295857988166,0.5,0.2342519685039368,0.2415841584158415,0.5108433734939757,0.7038043478260867,0.4380733944954127,0.4649532710280373,0.4893111638954868,0.2465208747514908,0.2057692307692307,0.1399999999999999,0.1216457960644006,0.196564885496183,0.1920152091254752,0.1176470588235292,0.0999999999999998,0.1077738515901058,0.3255813953488369,0.2415841584158415,0.2641129032258063,0.3902439024390243,0.405829596412556,0.2294117647058824,0.03125,0.0228384991843393,0.0555555555555553,0.1741573033707864,0.1276978417266188,0.1038732394366197,0.0717948717948717,0.0537815126050418,0.1568265682656826
