firms,absacc,acc,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.1114775529607511,-0.1114775529607511,9.0,-0.038750655556203,2.0780887762336384,0.909863609408974,0.0809958223207434,0.0179411442949348,-0.0610274237157165,5.5723136127471735e-06,0.066196608589243,0.012144494643547,0.1136925569102225,-0.2789975781603455,0.0274655057653525,0.1102965968820995,-2.2711864406779663,0.3447321605060289,0.1120633813343963,0.1369863013698631,-0.5959409594095941,-0.6294416243654822,-0.5739299610894941,-0.5852272727272727,-0.5584677419354839,-0.5705882352941176,-0.5369978858350952,-0.5860113421550095,-0.642156862745098,-0.6374172185430464,-0.652931854199683,-0.6294416243654822,-0.6507177033492824,-0.6374172185430464,-0.6300675675675675,-0.6230636833046471,-0.6427406199021207,-0.635,-0.6473429951690821,-0.6337792642140468,-0.6450567260940032,-0.6211072664359862,-0.5906542056074766,-0.5804597701149425,-0.5929368029739777,-0.5688976377952757,-0.4525,-0.5,-0.4748201438848921,-0.4441624365482234,-0.3558823529411764,-0.388268156424581,-0.288961038961039,-0.302547770700637,-0.1948529411764706,-0.2234042553191488,-0.1978021978021977,-0.2093862815884476,-0.1576923076923077,-0.0641025641025641,-0.14453125,-0.0309734513274335,-0.0436681222707423,-0.0394736842105262,0.0045871559633026,-0.0135135135135135,-0.0045454545454546,-0.0950413223140496
BALZ_07-L^I10,0.028211462184693,-0.028211462184693,10.0,0.0219924914304369,1.497734996350041,2.1582009157015887,0.2932646212847555,0.0675062019089265,-0.0113125702999283,1.5018343718298183e-08,-0.0196855106371401,-0.0096342587485635,-0.0319136558585792,0.0104336357594083,-0.0239793655479703,-0.0269268402687756,-0.3392880258899677,1.704713169943442,-0.0803568593834333,-0.0714285714285714,0.0769230769230768,0.0499999999999998,0.0499999999999998,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.3999999999999999,0.3999999999999999,0.3125,0.2352941176470586,0.024390243902439,0.0499999999999998,0.1052631578947367,0.1666666666666667,0.2727272727272727,0.2352941176470586,0.1666666666666667,0.3125,0.4482758620689655,0.4482758620689655,0.4999999999999998,0.3548387096774192,0.5555555555555554,0.6153846153846152,0.826086956521739,0.826086956521739,0.75,0.6799999999999999,0.6153846153846152,0.75,1.0999999999999996,1.0999999999999996,1.0999999999999996,1.0999999999999996,1.0,0.909090909090909,0.826086956521739,0.826086956521739,0.6153846153846152,0.5555555555555554,0.4482758620689655,0.3999999999999999,0.3125,0.2352941176470586,0.1999999999999999,0.2727272727272727,0.3125,0.3125
BAMD_17-L^J98,0.006616110691122,-0.006616110691122,9.0,0.2759953027639453,1.2515343461487598,1.4497230670615062,0.070531720444922,0.0885401189833655,0.010325235692532,7.633281052272752e-08,0.0991182176650628,0.1078766168920796,-0.0504828825837672,0.0684299553759657,-0.6329725441464642,-0.1050893585137857,-0.1388709469060845,1.269354424082983,0.1509468879156127,-0.0407407407407408,-0.028776978417266,0.1688311688311687,0.0714285714285714,0.0714285714285714,-0.0999999999999999,-0.0145985401459853,-0.1118421052631578,-0.1233766233766233,-0.1059602649006622,-0.0657439446366782,-0.150943396226415,-0.0391459074733095,0.1538461538461539,0.0887096774193549,0.0887096774193549,0.0887096774193549,0.2053571428571428,0.2217194570135747,0.2796208530805688,0.2272727272727273,0.2616822429906542,0.267605633802817,0.3500000000000001,0.2980769230769231,0.2796208530805688,0.330049261083744,0.3106796116504855,0.3235294117647058,0.3170731707317076,0.3366336633663367,0.6666666666666667,0.6265060240963858,0.7197452229299364,0.8620689655172415,0.8243243243243246,0.6666666666666667,0.5254237288135595,0.6363636363636365,0.7088607594936709,0.6071428571428572,0.4835164835164836,0.5254237288135595,0.6463414634146343,0.7532467532467533,0.330049261083744,0.2558139534883723,0.1894273127753305,0.1297071129707112
BBOU_00-L,0.0417289486796213,-0.0417289486796213,8.0,-0.0521654737352905,2.961254140340509,1.3946345256609642,0.0908571428571428,-0.0312645823611759,-0.018684603886395,2.502921827658701e-05,-0.0093412592502729,-0.0493759992445892,0.1117722007722007,-0.1013909384160723,0.373706969607158,0.2885935840626945,-0.4890510948905109,0.6687402799377916,0.3568559954102123,0.1542649727767695,-0.1496913580246914,-0.1295418641390205,-0.1309148264984226,-0.1908957415565345,-0.132283464566929,-0.1788375558867362,-0.2049062049062049,-0.1638846737481032,-0.0516351118760757,-0.0467128027681661,0.0415879017013232,0.0976095617529881,0.039622641509434,0.0719844357976653,0.0825147347740666,0.0299065420560749,-0.003616636528029,0.0279850746268655,0.0073126142595978,0.0279850746268655,-0.0143112701252235,0.0241635687732342,0.0376647834274952,0.0376647834274952,0.0036429872495444,0.0357142857142855,-0.0597269624573379,-0.0847176079734218,-0.0434027777777777,-0.0400696864111499,-0.0143112701252235,-0.0054151624548737,0.0166051660516604,0.0455407969639469,0.1314168377823408,0.1314168377823408,0.0575815738963532,0.0535372848948374,0.014732965009208,0.0515267175572518,-0.0230496453900709,0.0678294573643409,0.0867850098619329,0.0091575091575091,-0.0089928057553956,0.0184842883548983,-0.0847176079734218,-0.0981996726677578
BBQS_26-L^G99,0.0733771192912784,-0.0733771192912784,9.0,-0.0462548492987168,0.7653312245888299,1.770366683258669,0.1156758803483528,-0.0216284987277355,-0.0581029479150742,1.0710104193043009e-05,-0.0475678901820352,0.0360340054750595,-0.0058222356646134,0.0342610208663788,-0.0063231887698314,0.0629123880801611,-1.6844319775596075,1.0174216027874563,-0.0358355925337322,0.1522491349480967,-0.0269360269360269,-0.064724919093851,-0.1524926686217008,-0.142433234421365,-0.1080246913580247,-0.0911949685534591,-0.1189024390243901,-0.1766381766381766,-0.2060439560439561,-0.2454308093994778,-0.2608695652173913,-0.2231182795698925,-0.2774999999999999,-0.2038567493112947,-0.1789772727272727,-0.2016574585635359,-0.2252010723860589,-0.2016574585635359,-0.1742857142857142,-0.2060439560439561,-0.1927374301675977,-0.2189189189189189,-0.1623188405797101,-0.1882022471910112,-0.1449704142011834,-0.0677419354838709,-0.1295180722891565,-0.1742857142857142,-0.2473958333333332,-0.266497461928934,-0.1927374301675977,-0.2146739130434782,-0.2189189189189189,-0.2231182795698925,-0.1927374301675977,-0.1742857142857142,-0.1927374301675977,-0.1080246913580247,-0.1347305389221555,-0.1647398843930635,-0.1927374301675977,-0.1499999999999999,-0.0555555555555555,-0.1024844720496894,-0.1449704142011834,-0.1449704142011834,-0.1742857142857142,-0.1927374301675977
BBTU_63-L^C18,0.0705064089741025,-0.0705064089741025,9.0,0.1005559506108991,-3.913842923348381,0.4153820924893408,0.0233869283775318,-0.0284094196609384,0.0828165633126624,1.629248233068464e-05,0.0565324196780658,-0.5187220805816266,-0.1654510686266151,-0.5182737288964472,-0.0138922145434006,-0.1029475233117125,-1.5172185430463578,0.4011971138078058,-0.0021963081106521,0.06,0.0989010989010987,0.0558069381598793,0.0903426791277259,0.0494752623688155,0.1041009463722397,0.1986301369863015,0.1666666666666667,0.2131715771230504,0.2477718360071301,0.3108614232209739,0.2681159420289856,0.2477718360071301,0.2567324955116696,0.4227642276422765,0.4613778705636744,0.3861386138613862,0.3916500994035785,0.5217391304347827,0.6018306636155606,0.5118790496760259,0.502145922746781,0.5350877192982457,0.5590200445434297,0.7156862745098038,0.98300283286119,1.0289855072463765,0.7811704834605597,0.6949152542372883,0.75,0.6949152542372883,0.6949152542372883,0.6018306636155606,0.6317016317016317,0.6949152542372883,0.6470588235294117,0.7283950617283952,0.6949152542372883,0.8469656992084433,0.9337016574585636,0.9073569482288828,0.7369727047146402,0.6867469879518071,0.8766756032171581,0.7811704834605597,0.5590200445434297,0.4925373134328357,0.3725490196078431,0.4227642276422765
BBVN_02-L^I99,0.0355630821337849,-0.0355630821337849,10.0,-0.0498678996036988,0.6017332212389378,1.3557760453579024,0.2065404475043029,-0.0444203683640302,-0.0413209144792546,1.3300241249088548e-07,-0.0260898282694847,-0.0475896609903433,0.1264264742041395,-0.0794208475439237,-0.0294089333846746,-0.0313421285377357,-0.6034482758620691,0.9199149539333809,0.0165094339622642,0.1474358974358973,-0.0429447852760734,0.0263157894736842,0.0263157894736842,-0.0714285714285714,-0.0487804878048779,-0.0714285714285714,-0.1034482758620689,-0.1034482758620689,-0.1333333333333333,-0.1186440677966101,-0.0714285714285714,-0.0658682634730538,-0.0602409638554216,-0.0602409638554216,0.0,0.0129870129870131,-0.0126582278481012,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0684931506849315,0.248,0.3805309734513276,0.2580645161290322,0.21875,0.1908396946564885,0.1908396946564885,0.1641791044776119,0.2093023255813952,0.278688524590164,0.4181818181818182,0.3928571428571428,0.4311926605504586,0.56,0.6250000000000002,0.6956521739130435,0.7142857142857142,0.8795180722891567,0.8139534883720931,0.8139534883720931,0.642105263157895,0.8139534883720931,0.9259259259259258,0.7142857142857142,0.6956521739130435,0.21875,0.1555555555555554,0.0833333333333334
BCPS_48-L^C06,0.056855716097118,-0.056855716097118,9.0,0.0151417170076181,-2.3966317532583314,1.1090455678984357,0.0450979373408842,0.0821036548590729,-0.0437375745526743,3.9175650421283297e-05,-0.0438636614564439,-0.0373139657502982,-0.2159866155778414,0.1406080347883724,0.5035264181005197,-0.6838991502879308,-1.0906906906906908,1.0387667195647243,-0.1654538274947819,0.1542857142857143,0.0115606936416186,0.0819165378670789,0.0101010101010101,0.046337817638266,0.0687022900763358,0.1326860841423949,0.1437908496732025,0.0954616588419405,0.1475409836065575,0.1456628477905073,0.0638297872340425,0.0736196319018405,0.1864406779661016,0.1864406779661016,0.1666666666666667,0.109350237717908,0.3539651837524178,0.4285714285714284,0.4403292181069957,0.3384321223709368,0.3333333333333332,0.3182674199623352,0.3257575757575757,0.2939001848428835,0.4705882352941177,0.4462809917355372,0.4432989690721651,0.4344262295081966,0.2635379061371841,0.2110726643598615,0.2006861063464837,0.1200000000000001,0.2089810017271156,0.2110726643598615,0.2345679012345678,0.2089810017271156,0.1475409836065575,0.1532125205930807,0.0971786833855798,0.1419249592169658,0.0279001468428781,0.06544901065449,0.09375,0.1235955056179773,-0.0126939351198871,0.0101010101010101,0.0294117647058824,-0.0070921985815602
BCQE_67-L^A14,0.0786609245864169,-0.0786609245864169,10.0,0.2776649101644341,0.0140805523132519,1.3044273461150355,0.1345513721429099,-0.1041707652960849,0.0443199397917753,1.5069695119502683e-05,0.1278331534505746,-0.2336952962370319,-0.0054579341469494,-0.1990187219845675,0.0718516188273759,-0.1733429324994324,-0.911793214862682,0.9414732593340064,0.2212424716334474,0.1852791878172588,-0.0963302752293578,-0.0401948842874544,-0.0871705763104547,-0.1661375661375661,-0.0106716886377903,-0.0116023831922232,0.0559463986599664,0.1253123884327025,0.1769977595220313,0.0735694822888284,0.113780918727915,0.0454394693200663,-0.0018999366687776,0.1486880466472302,0.124910778015703,0.07247363048656,0.1796407185628743,0.2217054263565891,0.1635289774824657,0.2512901945216355,0.2587859424920127,0.2132409545804465,0.328276443320691,0.3568661213947481,0.3597929249352891,0.4172661870503598,0.4399269072635905,0.4917179365830573,0.6180698151950719,0.592723597776655,0.7084010840108401,0.7356828193832599,0.9254734270006106,0.97,1.0454250486696948,1.1297297297297295,0.9373079287031348,0.9349294045426644,1.0,1.0374919198448609,0.8874251497005989,0.7909090909090908,0.9278287461773698,0.973700688791484,0.7414364640883977,0.824074074074074,0.775774647887324,0.8336242001163465
BCUB_73-L^L00,0.0685468667521303,-0.0685468667521303,9.0,0.1094408653463772,1.7636278291750334,1.7457448675206175,0.1261061946902655,0.2098613251155624,-0.022622728301031,3.2498854636824044e-06,0.0450966356478168,-0.0478848145922213,0.0618327498858471,-0.0324982985778055,0.023510639213964,-0.0242739595463472,-0.6039867109634552,1.393226881909107,0.0978421900161031,0.2517162471395879,-0.0581896551724137,-0.1045081967213114,-0.1770244821092278,-0.3487332339791356,-0.2593220338983051,-0.1831775700934579,-0.1547388781431334,-0.2251773049645389,-0.1816479400749063,-0.1907407407407407,-0.1770244821092278,-0.2111913357400722,-0.2491408934707903,-0.2054545454545454,-0.2306338028169013,-0.2643097643097644,-0.2054545454545454,-0.1676190476190475,-0.1952117863720073,-0.1739130434782608,-0.1952117863720073,-0.1242484969939879,-0.1026694045174537,-0.0933609958506224,-0.0479302832244008,-0.01131221719457,0.0115740740740739,-0.0179775280898876,0.0186480186480186,0.0555555555555555,0.0979899497487437,0.1350649350649351,0.2038567493112948,0.1684491978609625,0.2740524781341107,0.2852941176470589,0.1439790575916231,0.1684491978609625,0.2240896358543418,0.2593659942363111,0.181081081081081,0.1291989664082686,0.2450142450142451,0.2071823204419889,0.0606796116504855,0.1091370558375635,0.0606796116504855,0.0404761904761905
