firms,age,cashdebt,chcsho,depr,grltnoa,herf,mve_ia,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,1.0,0.4711994578721482,0.0039706518436967,0.0720489296636085,0.8797847621376402,1.0387398210636792e-05,2.1355715377543434,0.9014015848319308,0.2623612512613522,-0.0720973782771535,-0.1587436332767401,-0.2239624119028973,-0.2771699489423779,-0.2400306748466256,-0.2400306748466256,-0.3663682864450128,-0.4420045045045045,-0.4271676300578034,-0.3497375328083989,-0.2906227630637079,-0.2976612331679659,-0.2976612331679659,-0.2697126013264554,-0.2626488095238095,-0.1183274021352313,-0.1291739894551845,-0.2839595375722543,-0.2159810126582279,-0.2475322703113135,-0.3410904255319148,-0.3552374756018217,-0.3715916296766011,-0.3920245398773007,-0.3767295597484277,-0.3871366728509586,-0.384472049689441,-0.332210242587601,-0.3467369808833224,-0.3894023413431916,-0.4862623120787972,-0.4966988318943626,-0.5285442435775451,-0.5373482726423904,-0.5373482726423904,-0.5301090564248458,-0.4933537832310838,-0.4643243243243243,-0.4420045045045045,-0.4773206751054852,-0.429476108232585,-0.4933537832310838,-0.4792433000525486,-0.5285442435775451,-0.4643243243243243,-0.5002521432173475,-0.482776617954071,-0.5256103398755385
BALZ_07-L^I10,2.0,0.0710217755443886,0.0001950705026146,0.1525129982668977,-0.0567253975075193,2.804409028004877e-07,0.1743802219574381,6.576014485835285,0.0588235294117645,-0.1052631578947368,-0.0555555555555554,-0.081081081081081,0.0,-0.0285714285714284,0.0303030303030302,-0.081081081081081,-0.0285714285714284,-0.1052631578947368,-0.15,-0.15,-0.276595744680851,-0.3928571428571429,-0.423728813559322,-0.46875,-0.4035087719298245,-0.4137931034482758,-0.4333333333333332,-0.3584905660377359,-0.3703703703703703,-0.442622950819672,-0.423728813559322,-0.2916666666666666,-0.3333333333333332,-0.2916666666666666,-0.3461538461538461,-0.4333333333333332,-0.4035087719298245,-0.3333333333333332,-0.4333333333333332,-0.6458333333333333,-0.6263736263736264,-0.6599999999999999,-0.6458333333333333,-0.6494845360824741,-0.5903614457831325,-0.4925373134328358,-0.5142857142857142,-0.3928571428571429,-0.3584905660377359,-0.3461538461538461,-0.3061224489795917,-0.3061224489795917,-0.3461538461538461,-0.2608695652173912,-0.276595744680851,-0.2916666666666666,-0.3818181818181818
BAMD_17-L^J98,1.0,0.313429316566039,0.0010385893049189,0.0440449291024003,0.427391177844117,1.1595718408641225e-07,1.2282847196298192,1.2332813188016762,0.1951219512195121,0.0,0.0379746835443037,0.0754098360655737,0.1006711409395972,0.0614886731391586,-0.0030395136778116,0.0789473684210526,-0.0060606060606061,0.0969899665551838,0.1927272727272726,0.2762645914396886,0.4841628959276016,0.4841628959276016,0.7634408602150535,0.9408284023668638,1.1025641025641022,1.1866666666666663,1.1721854304635762,1.342857142857143,1.5826771653543306,1.3941605839416056,1.4848484848484844,1.342857142857143,1.3262411347517729,1.4848484848484844,1.359712230215827,1.7563025210084031,2.184466019417476,2.8139534883720927,2.094339622641509,0.8324022346368714,0.9878787878787878,1.0628930817610065,1.2620689655172417,1.4296296296296291,1.9549549549549543,2.215686274509804,2.48936170212766,2.565217391304348,3.151898734177215,3.3157894736842106,3.555555555555556,4.377049180327869,3.8235294117647056,3.969696969696969,3.2051282051282044,3.2051282051282044,2.7701149425287355
BBEK_99-L^L95,1.0,0.5666887856668879,0.0058651026392961,0.1315612382234186,0.5540512820512682,3.013008588421289e-06,5.226866517738785,0.5129913525659486,0.146788990825688,-0.0238805970149253,0.0218749999999998,-0.009090909090909,-0.043859649122807,-0.0494186046511627,0.0155279503105589,0.0480769230769231,-0.0865921787709497,-0.0325443786982247,0.0973154362416106,0.1122448979591836,0.0863787375415283,0.11986301369863,0.1678571428571429,0.2386363636363635,0.4405286343612336,0.4342105263157896,0.3027888446215141,0.345679012345679,0.4533333333333333,0.3346938775510204,0.2976190476190476,0.3132530120481926,0.2976190476190476,0.427947598253275,0.379746835443038,0.2823529411764707,0.379746835443038,0.535211267605634,0.2433460076045628,-0.0410557184750733,-0.0630372492836677,-0.0030487804878047,-0.0549132947976878,-0.0410557184750733,0.0414012738853502,0.1122448979591836,0.0548387096774194,0.1237113402061855,0.27734375,0.2528735632183909,0.1762589928057554,0.2201492537313432,0.0827814569536424,0.1473684210526316,0.0936454849498327,0.2066420664206643,0.1847826086956523
BBNH_32-L^L97,3.0,0.1528004290671074,0.0004019752843847,0.0494920552227142,0.2741920836520837,0.0002715559068423,12.767330068099067,0.7743047946979886,0.1648351648351649,-0.0650684931506849,-0.0249999999999999,-0.1019736842105263,-0.1305732484076434,-0.0421052631578947,0.0581395348837208,-0.055363321799308,-0.1360759493670886,-0.0838926174496644,-0.0108695652173912,0.0186567164179103,-0.048780487804878,-0.0036496350364964,0.0581395348837208,0.06640625,0.2697674418604652,0.2187499999999997,0.2133333333333333,0.1234567901234566,0.1188524590163935,0.1052631578947367,0.074803149606299,0.074803149606299,0.1188524590163935,0.1617021276595744,0.1617021276595744,0.2026431718061674,0.2187499999999997,0.4521276595744681,0.3514851485148516,-0.0387323943661971,0.0224719101123596,-0.0179856115107912,0.0186567164179103,-0.0421052631578947,0.1008064516129032,0.1818181818181818,0.074803149606299,0.1052631578947367,0.1973684210526316,0.1617021276595744,0.2409090909090907,0.3062200956937799,0.3382352941176469,0.421875,0.3252427184466018,0.421875,0.3514851485148516
BBOU_00-L,1.0,0.2266808964781216,-0.0005116652546326,0.0591054313099041,0.0567414705345655,1.4197330441648983e-05,13.856864816365608,0.8726695540536169,0.1602067183462532,-0.0025773195876288,0.0238095238095239,0.0051948051948051,-0.0251889168765743,0.0292553191489362,0.1217391304347825,0.1798780487804878,0.125,0.2364217252396168,0.3253424657534247,0.3723404255319149,0.4386617100371748,0.5296442687747036,0.6826086956521742,0.72,1.005181347150259,1.0368421052631582,0.964467005076142,1.0806451612903225,1.1988636363636362,1.047619047619048,1.015625,1.0585106382978724,1.1263736263736264,1.263157894736842,1.2114285714285713,1.317365269461078,1.317365269461078,1.7253521126760565,1.614864864864865,0.7834101382488481,0.8878048780487806,0.8254716981132075,0.8605769230769231,0.8695652173913044,1.015625,1.138121546961326,1.0368421052631582,1.2899408284023668,1.317365269461078,1.317365269461078,0.9744897959183674,1.1032608695652173,0.9064039408866996,1.1741573033707864,1.015625,1.2241379310344829,1.1620111731843576
BBQS_26-L^G99,1.0,0.3373907360509762,-0.0003182081453076,0.0971845318860244,0.5195259593679172,4.272765883141495e-05,2.843530793237152,0.4772323154393558,0.1231101511879051,0.0451467268623024,-0.0974658869395711,-0.1264150943396226,-0.18342151675485,-0.1197718631178706,-0.1504587155963302,-0.2112436115843271,-0.240983606557377,-0.1657657657657657,-0.1329588014981273,-0.1329588014981273,-0.1264150943396226,-0.1329588014981273,-0.147329650092081,-0.1457564575645756,-0.0169851380042462,-0.0813492063492064,-0.1180952380952381,-0.1061776061776061,-0.092156862745098,-0.1566484517304189,-0.1891418563922942,-0.1425925925925927,-0.1535648994515539,-0.1361940298507463,-0.1805309734513275,-0.2085470085470084,-0.1687612208258528,0.0311804008908684,-0.0776892430278883,-0.3201174743024962,-0.2720125786163523,-0.274294670846395,-0.2192242833052275,-0.1891418563922942,-0.1027131782945737,-0.070281124497992,-0.2003454231433505,0.0220750551876378,0.0894117647058823,0.074245939675174,0.1129807692307691,0.064367816091954,0.0311804008908684,0.1183574879227054,0.064367816091954,0.1721518987341772,0.0220750551876378
BBTU_63-L^C18,1.0,0.2452513713223627,0.001012238544023,0.0294185884645724,1.222364928503891,4.206526926492437e-05,5.545448512166265,0.7773096794459091,0.2128712871287128,-0.1153284671532847,-0.1022222222222223,-0.1755102040816326,-0.2290076335877863,-0.1464788732394366,-0.0676923076923077,-0.2036793692509856,-0.2109375,-0.2005277044854881,-0.0968703427719821,-0.092814371257485,-0.0633693972179288,-0.0380952380952381,-0.0146341463414635,0.0557491289198606,0.2119999999999999,0.2367346938775507,0.1520912547528516,0.1744186046511626,0.2342158859470466,0.2023809523809523,0.221774193548387,0.2757894736842103,0.2948717948717949,0.3289473684210526,0.4292452830188678,0.4532374100719423,0.6334231805929917,0.7982195845697329,0.4926108374384237,0.1976284584980236,0.2317073170731707,0.1976284584980236,0.286624203821656,0.2572614107883815,0.2367346938775507,0.2784810126582278,0.2572614107883815,0.4093023255813952,0.4816625916870416,0.5863874345549738,0.5498721227621481,0.6074270557029176,0.5740259740259739,0.6512261580381471,0.629032258064516,0.6378378378378378,0.6557377049180326
BBVN_02-L^I99,2.0,0.1572159672466734,0.0018085148132735,0.1352757544224766,-0.0246312908620952,3.876470379480206e-07,0.5784370356136082,0.7958132612173772,-0.0466321243523315,-0.0252525252525253,0.0265957446808511,0.0376344086021505,-0.0252525252525253,-0.0398009950248755,0.0489130434782607,-0.1105990783410137,-0.1064814814814816,-0.080952380952381,0.0211640211640211,0.0376344086021505,0.0376344086021505,0.0320855614973261,-0.0203045685279188,-0.0252525252525253,0.1091954022988506,0.0903954802259887,0.0211640211640211,0.0432432432432432,-0.035,-0.2024793388429752,-0.1535087719298244,-0.1572052401746725,-0.1890756302521008,-0.1383928571428572,-0.1890756302521008,-0.2090163934426229,-0.1383928571428572,-0.1460176991150441,-0.1023255813953488,-0.3814102564102565,-0.2904411764705883,-0.2904411764705883,-0.2904411764705883,-0.2548262548262547,-0.2576923076923078,-0.1497797356828194,-0.347972972972973,-0.2401574803149606,-0.0765550239234449,-0.0585365853658536,-0.0585365853658536,0.0320855614973261,-0.0051546391752577,0.1840490797546012,0.0604395604395604,0.0782122905027933,0.0320855614973261
BCPS_48-L^C06,1.0,0.2712681638044914,-0.0007766840978005,0.0483557112278653,1.1086995840114002,6.583982447236458e-05,5.248665507421268,0.760163142399308,0.1123595505617978,-0.0395683453237409,-0.0598591549295774,-0.0871794871794872,-0.1025210084033614,-0.014760147601476,-0.0074349442379182,-0.1590551181102362,-0.1708074534161491,-0.1822358346094946,-0.1055276381909547,-0.1158940397350993,-0.1590551181102362,-0.1469648562300319,-0.1669266770670827,-0.1173553719008264,0.068,0.0249520153550864,-0.0183823529411765,0.0037593984962405,0.0229885057471264,-0.0201834862385321,-0.0255474452554745,-0.0290909090909091,-0.0201834862385321,-0.0308529945553538,0.028901734104046,0.0308880308880308,0.1313559322033899,0.1762114537444934,0.0766129032258065,-0.2327586206896551,-0.1909090909090909,-0.2053571428571428,-0.2371428571428572,-0.1859756097560975,-0.097972972972973,-0.0933786078098471,-0.1070234113712375,-0.0055865921787709,0.0809716599190282,0.0987654320987654,0.1078838174273857,0.1218487394957983,0.0987654320987654,0.1558441558441559,0.0897959183673469,0.0744466800804828,0.0018761726078799
