firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.1507274028142141,0.1507274028142141,3.0,0.0429989646141664,5.288018917030552e-07,0.5422016741903156,0.0205538571659491,1.0,1.301546778795615,-0.1009240804493567,8.387083610848538e-08,1.962979945438713e-06,0.0239965893172543,1.934751934608527,3.4355406407879574,0.1800733585578785,0.2404996890889816,0.3095189035153451,-0.0012081490443203,3.2121982210927573,3.0,0.8990839465385194,5.545497406883546,0.3655308527311778,0.0936170212765956,-0.1312384473197781,-0.1637010676156584,-0.1797556719022688,-0.2114093959731543,-0.175438596491228,-0.1231343283582089,-0.1181988742964352,-0.1710758377425043,-0.1952054794520548,-0.1546762589928056,-0.0562248995983936,-0.0748031496062991,-0.0021231422505307,0.0042735042735044,-0.0105263157894736,-0.1181988742964352,-0.2813455657492354,-0.2563291139240506,-0.266770670826833,-0.1637010676156584,-0.2033898305084746,-0.214046822742475,-0.2644757433489827,-0.3217893217893217,-0.3168604651162791,-0.3078055964653903,-0.245585874799358,-0.2867981790591805,-0.2586750788643532,-0.237012987012987,-0.2047377326565144,-0.168141592920354,-0.1312384473197781,-0.1247672253258845,-0.1423357664233576,-0.0208333333333332,-0.0505050505050505,-0.1391941391941391,-0.1098484848484848,-0.0802348336594912,-0.1360294117647059,-0.1296296296296296,-0.1296296296296296,-0.1607142857142856,-0.08203125,-0.0524193548387096,-0.0187891440501043,0.0829493087557604
BACQ-L^J02,0.0498582156991057,-0.0498582156991057,1.0,0.0051862034491376,1.1559457727875245e-06,1.185237313089197,0.0554821561296567,1.0,0.8417645287563986,-0.3346440677966102,-3.1566483300087274e-08,9.787799800217409e-07,0.2118220444888777,0.8752661372935543,-0.7600154685553818,-0.1485523936200248,-0.0715733601650049,-0.7883916826115575,-0.0119963774679931,-5.970149253731352,1.0,0.4929238181270702,12.063180827886711,-0.0778326764003775,0.0,0.0,-0.1739130434782608,-0.1363636363636363,-0.1363636363636363,0.1176470588235294,-0.0952380952380952,-0.4933333333333333,-0.6082474226804124,-0.6122448979591837,-0.6122448979591837,-0.4933333333333333,-0.5064935064935066,-0.5730337078651686,-0.4492753623188406,-0.4794520547945206,-0.6237623762376238,-0.6415094339622642,-0.6752136752136753,-0.7978723404255319,-0.7449664429530201,-0.7625,-0.7853107344632768,-0.8020833333333333,-0.8155339805825242,-0.8061224489795918,-0.8061224489795918,-0.8382978723404255,-0.8576779026217228,-0.8538461538461538,-0.8340611353711791,-0.819047619047619,-0.8207547169811321,-0.8207547169811321,-0.8137254901960784,-0.8118811881188119,-0.7751479289940828,-0.7777777777777778,-0.8173076923076923,-0.8,-0.8080808080808081,-0.831858407079646,-0.8354978354978355,-0.8396624472573839,-0.8448979591836735,-0.8410041841004184,-0.8436213991769548,-0.8429752066115702,-0.8295964125560538
BALZ-L^I10,0.057648401826484,-0.057648401826484,3.0,-0.3456090651558074,2.826139921239519e-06,2.8977539998147863,0.0146334910865869,1.0,2.148373983739837,-0.0146571335716607,-1.0253484327858675e-07,1.6488875325850722e-08,-0.3663833805476864,0.0442397575925452,-13.070561098060727,0.5795129220205545,0.8485382703567967,0.2874065367159695,-0.0069539091509325,-4.59090909090909,5.0,1.6686991869918697,6.056179775280898,-0.2784471218206158,0.2857142857142856,-0.3636363636363635,-0.5,-0.5,-0.4615384615384614,-0.4615384615384614,-0.5,-0.5,-0.5333333333333332,-0.5625,-0.588235294117647,-0.5625,-0.588235294117647,-0.6666666666666666,-0.7083333333333333,-0.72,-0.7586206896551724,-0.7666666666666666,-0.7878787878787878,-0.8055555555555556,-0.7941176470588235,-0.8157894736842105,-0.8055555555555556,-0.8108108108108107,-0.7941176470588235,-0.7999999999999999,-0.7878787878787878,-0.8108108108108107,-0.7999999999999999,-0.8157894736842105,-0.825,-0.825,-0.851063829787234,-0.875,-0.8813559322033898,-0.890625,-0.8771929824561403,-0.8793103448275862,-0.8833333333333333,-0.8679245283018868,-0.8703703703703703,-0.8852459016393442,-0.8813559322033898,-0.8541666666666666,-0.8627450980392157,-0.8541666666666666,-0.8653846153846154,-0.8833333333333333,-0.8771929824561403
BBEK-L^L95,0.0818751003371326,0.0818751003371326,3.0,0.1508977900552485,1.6698498296071604e-07,0.1712163642878633,0.0329815179956507,1.0,1.1534737351730815,0.0752351097178683,5.3701831254915183e-08,5.325720718815941e-07,0.0776933701657458,5.505814630687724,0.9122357612572376,-0.0477785481850653,-0.0264468769016489,-0.1300932967782724,-0.0482182584959831,0.7112970711297063,2.0,0.8585088356330185,3.145020533880903,0.0526632302405497,0.1871165644171779,-0.1465968586387435,-0.2882096069868995,-0.3004291845493563,-0.3466933867735472,-0.342741935483871,-0.3346938775510205,-0.3373983739837398,-0.3208333333333333,-0.3004291845493563,-0.2436194895591646,-0.1352785145888594,-0.1165311653116532,-0.1488250652741515,-0.0578034682080925,-0.0816901408450704,-0.0326409495548962,-0.1398416886543536,-0.118918918918919,-0.1306666666666667,-0.0030581039755351,-0.0268656716417911,0.0187499999999998,-0.012121212121212,-0.0467836257309941,-0.0685714285714286,-0.0030581039755351,0.028391167192429,-0.1043956043956044,-0.0523255813953489,0.0759075907590758,0.0903010033444815,0.065359477124183,0.0976430976430975,0.1438596491228068,0.216417910447761,0.4112554112554112,0.4051724137931034,0.2734375,0.314516129032258,0.4235807860262008,0.2784313725490195,0.2395437262357413,0.2538461538461536,0.2395437262357413,0.3640167364016735,0.3198380566801617,0.2255639097744359,0.3198380566801617
BBIO-L^E18,0.0180239324400942,0.0180239324400942,3.0,-0.0069584869751397,7.972853397182937e-07,0.8174884636104938,0.0239606872007205,1.0,1.3763379204892965,-0.0258785472724599,4.4166599196470016e-08,1.3150293811716155e-06,-0.0113001070536457,1.7133008640049427,5.727367089341585,0.046633943134332,0.1434944809870935,-0.0797753595434988,-0.0562689932359572,0.8228882833787451,3.0,0.8205275229357798,6.141626794258373,-0.0562689932359572,0.0810810810810811,0.034965034965035,-0.1111111111111111,-0.2064343163538874,-0.2311688311688312,-0.1370262390670554,-0.1420289855072464,-0.1518624641833811,-0.1934604904632152,-0.2106666666666666,-0.1868131868131868,-0.0603174603174603,-0.1003039513677811,-0.097560975609756,0.0102389078498292,-0.0543130990415334,-0.1420289855072464,-0.2127659574468084,-0.2762836185819071,-0.2390745501285347,-0.2331606217616579,-0.2448979591836735,-0.2251308900523559,-0.3100233100233101,-0.3287981859410431,-0.2618453865336658,-0.2291666666666666,-0.3148148148148149,-0.3508771929824561,-0.3195402298850573,-0.250632911392405,-0.241025641025641,-0.2311688311688312,-0.1890410958904109,-0.1685393258426966,-0.1614730878186968,-0.0033670033670034,-0.0420711974110031,-0.108433734939759,-0.0326797385620915,-0.0326797385620915,-0.1164179104477611,-0.0543130990415334,-0.0662460567823344,-0.0420711974110031,0.0136986301369863,-0.0835913312693498,-0.0573248407643313,0.060931899641577
BBNH-L^L97,0.0379427097328962,0.0379427097328962,3.0,-0.0247346072186836,3.599677823556672e-07,0.3690893268540292,-0.006967969766947,1.0,1.356020942408377,0.006196518146946,6.946005888270645e-08,2.714632660923268e-05,-0.1126326963906581,19.532250085581754,-39.54624455992406,0.103254829939021,0.1358179943496192,-0.020924161020593,-0.0687672982754949,0.5364741641337386,5.0,0.7949389179755671,7.205930807248764,-0.0687672982754949,0.0623582766439907,0.0742996345919608,0.0352112676056339,0.0600961538461537,0.05,0.1221374045801526,0.1918918918918919,0.1484375,0.0862068965517242,0.0983810709838108,0.2049180327868851,0.3323262839879155,0.3066666666666666,0.4651162790697676,0.597826086956522,0.6303142329020333,0.5806451612903225,0.3404255319148936,0.3527607361963192,0.3889763779527559,0.6153846153846154,0.5102739726027399,0.5750000000000002,0.450657894736842,0.4044585987261146,0.5473684210526315,0.7126213592233008,0.5259515570934257,0.3933649289099525,0.4823529411764706,0.5949367088607596,0.6455223880597014,0.5365853658536586,0.6094890510948905,0.7093023255813953,0.726027397260274,1.0511627906976746,0.9643652561247216,0.96,0.8148148148148147,0.807377049180328,0.7854251012145748,0.7328094302554029,0.7328094302554029,0.8036809815950923,0.880597014925373,0.880597014925373,0.9427312775330396,0.9643652561247216
BBOU-L,0.0362195812110922,-0.0362195812110922,3.0,0.1466970387243735,3.109595322710077e-07,0.3188392130364304,0.0049306457253095,1.0,1.562439024390244,0.0202762268586541,5.696148114180901e-08,3.0702861818908227e-06,0.1138952164009111,23.021699026351325,-22.480971347649795,0.0064791261409546,0.008009228740936,-0.1320960067478173,0.1707122960604854,-0.4025157232704403,7.0,0.7521951219512195,2.7572633552015,0.1707122960604854,0.1259842519685039,0.0262626262626262,-0.0305343511450382,-0.5082284607938045,-0.5058365758754864,-0.4832146490335707,-0.4757481940144479,-0.4757481940144479,-0.4405286343612334,-0.4324022346368714,-0.368944099378882,-0.328042328042328,-0.3324572930354796,-0.3135135135135135,-0.2814710042432815,-0.2496307237813884,-0.2865168539325843,-0.3705080545229244,-0.3602015113350126,-0.345360824742268,-0.2406576980568012,-0.2417910447761194,-0.2232415902140673,-0.2360902255639098,-0.2594752186588921,-0.2184615384615384,-0.1490787269681741,-0.1040564373897706,-0.1447811447811448,-0.0609981515711645,0.0079365079365079,0.0409836065573769,0.0924731182795697,0.1598173515981735,0.2795969773299747,0.3059125964010283,0.5209580838323353,0.5487804878048781,0.4941176470588235,0.5825545171339563,0.6710526315789473,0.5535168195718654,0.5347432024169185,0.5679012345679011,0.6126984126984127,0.7220338983050847,0.6821192052980132,0.7638888888888891,0.7638888888888891
BBQS-L^G99,0.0273847558192606,0.0273847558192606,3.0,0.0644492603410912,7.119547002063892e-07,0.7299955549635908,0.0053067306024565,1.0,1.9102374882597613,0.5096315691041705,1.0892765792305387e-07,7.691860316382402e-06,-0.0281729953830208,2.337708314414533,4.31987762428249,0.4550423174351988,0.7559829327762504,0.1889453053993007,-0.016628473466662,0.4858299595141711,4.0,1.1642291694619618,9.937259923175416,0.1047162649459101,-0.0059880239520958,0.0,-0.1522842639593908,-0.2304147465437788,-0.2983193277310925,-0.2953586497890296,-0.2047619047619048,-0.3070539419087137,-0.3320000000000001,-0.3320000000000001,-0.2511210762331839,-0.0059523809523809,-0.3183673469387755,-0.3266129032258065,-0.3450980392156862,-0.3211382113821138,-0.3552123552123551,-0.4056939501779359,-0.4078014184397163,-0.3674242424242424,-0.2893617021276596,-0.2577777777777778,-0.3576923076923077,-0.379182156133829,-0.4201388888888888,-0.3745318352059925,-0.3971119133574007,-0.4395973154362416,-0.4612903225806452,-0.4078014184397163,-0.3837638376383764,-0.3837638376383764,-0.379182156133829,-0.3837638376383764,-0.394927536231884,-0.3927272727272727,-0.3012552301255231,-0.34765625,-0.3721804511278196,-0.3650190114068441,-0.3552123552123551,-0.4014336917562724,-0.4241379310344827,-0.3905109489051095,-0.3992805755395683,-0.3860294117647059,-0.4181184668989547,-0.4377104377104377,-0.4098939929328622
BBTK-L^C11,0.1154611811546117,0.1154611811546117,3.0,0.9314679036360916,7.924215642951834e-07,0.8125014406465574,0.1477023030045613,1.0,1.6416831683168316,0.6767180925666197,9.887317719840918e-09,2.7929866163962758e-08,0.3823632101351688,3.73281159697302,-17.01686048778131,-0.4067210398397732,-0.4026693086471938,-0.1874237118870867,-0.3406803494445538,18.955307262569832,2.0,1.6147524752475246,2.1485451761102605,-0.2164199944149678,0.1121076233183857,-0.1920289855072463,-0.292063492063492,-0.2591362126245846,-0.3159509202453987,-0.3221884498480243,-0.3441176470588235,-0.3074534161490684,-0.3591954022988506,-0.3700564971751412,-0.4005376344086022,-0.3517441860465116,-0.4084880636604774,-0.4715639810426539,-0.4931818181818183,-0.5077262693156733,-0.554,-0.4977477477477477,-0.4600484261501211,-0.4547677261613692,-0.3822714681440443,-0.623946037099494,-0.6368078175895766,-0.6488188976377953,-0.6188034188034188,-0.5952813067150635,-0.5703275529865126,-0.5584158415841585,-0.5776515151515151,-0.5694980694980695,-0.5439672801635991,-0.5173160173160174,-0.5224839400428265,-0.5044444444444445,-0.4920273348519361,-0.5494949494949495,-0.5392561983471074,-0.5193965517241379,-0.5557768924302788,-0.6010733452593917,-0.4162303664921466,-0.5224839400428265,-0.5066371681415929,-0.4587378640776699,-0.448019801980198,-0.3402366863905325,-0.2389078498293515,-0.2852564102564102,-0.1771217712177122
BBTU-L^C18,0.0208163391741613,0.0208163391741613,3.0,0.0639998295042837,1.256728778467909e-06,1.2885741491845604,0.0177474594501602,1.0,1.7808687164470474,0.1444101247543022,6.766221752345713e-08,5.083770203896325e-06,0.0032181066450705,4.680653781644086,4.265281327636272,0.2509604387640133,0.343948334361398,-0.1990026179961254,-0.0375642581141858,0.6562500000000003,3.0,1.4649422482511794,17.607906976744186,-0.0038942244441521,-0.0948275862068964,-0.0169491525423729,-0.072,-0.1042471042471042,-0.2054794520547945,-0.1470588235294119,-0.0333333333333333,-0.1278195488721806,-0.1830985915492957,-0.2,-0.137546468401487,0.0086956521739129,-0.0569105691056911,-0.1212121212121213,-0.1278195488721806,-0.0413223140495868,-0.1773049645390071,-0.2772585669781932,-0.3053892215568862,-0.2727272727272728,-0.11787072243346,-0.2188552188552189,-0.2081911262798635,-0.2727272727272728,-0.3196480938416423,-0.2467532467532468,-0.1773049645390071,-0.296969696969697,-0.3033033033033033,-0.2948328267477204,-0.2027491408934708,-0.6000000000000001,-0.5864527629233511,-0.5758683729433273,-0.5655430711610487,-0.534136546184739,-0.4654377880184331,-0.4553990610328638,-0.4912280701754385,-0.4821428571428572,-0.4553990610328638,-0.4691075514874142,-0.4604651162790698,-0.4368932038834952,-0.4285714285714286,-0.4141414141414141,-0.3695652173913044,-0.3591160220994476,-0.2795031055900622
