firms,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,quick,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,10.0,-0.4536251212415131,0.3947648856284759,0.9669117647058824,0.1193317422434367,-0.4106394411606663,-0.4808498961150912,4.998113991162884e-06,-0.5613482056256063,-0.3938606441845971,0.0626996779593871,0.4733073734455469,0.3214552644973751,0.3997882557447076,-0.5253770534709686,0.455548128342246,25.20048309178744,-0.0650595931535085,-0.1239669421487602,-0.1357142857142856,0.1523809523809522,0.095022624434389,0.4404761904761904,0.3672316384180789,-0.1597222222222222,-0.0509803921568626,0.0168067226890755,-0.2389937106918239,-0.3314917127071823,-0.4168674698795181,-0.4784482758620689,-0.493723849372385,-0.4784482758620689,-0.5140562248995985,-0.4474885844748858,-0.7767527675276753,-0.7952622673434856,-0.7645914396887159,-0.7708333333333334,-0.7560483870967742,-0.7627450980392156,-0.7441860465116279,-0.7712665406427222,-0.8022875816993464,-0.7996688741721855,-0.8082408874801902,-0.7952622673434856,-0.8070175438596491,-0.7996688741721855,-0.7956081081081081,-0.7917383820998278,-0.802610114192496,-0.7983333333333333,-0.8051529790660226,-0.7976588628762542,-0.8038897893030794,-0.7906574394463668,-0.7738317757009345,-0.7681992337164751,-0.775092936802974,-0.7618110236220472,-0.6975,-0.7237442922374429,-0.709832134292566,-0.6928934010152284,-0.6441176470588235,-0.6620111731843575
BALZ_07-L^I10,11.0,0.210049405852038,0.2180916231083521,1.6808607958876958,0.2315650865312265,0.152726628197806,0.1426967753747124,1.7300662597153545e-08,0.0956705992589121,1.7826738888394036,-0.2211750149585674,-0.2103886056327937,-0.2850068579349428,-0.200166231279162,-0.1625536222800183,1.218858225697545,3.2198442048941693,0.0595439480770558,0.0675675675675675,0.1212121212121211,0.0882352941176469,0.2758620689655173,0.2542372881355932,0.2333333333333334,0.48,0.6086956521739129,0.7619047619047619,0.6086956521739129,0.5416666666666667,0.5416666666666667,0.4509803921568627,0.7619047619047619,0.7209302325581395,0.8974358974358974,0.7619047619047619,0.8974358974358974,0.8499999999999999,0.8499999999999999,1.0555555555555558,1.0555555555555558,1.0555555555555558,1.4666666666666668,1.4666666666666668,1.3125,1.176470588235294,0.8048780487804879,0.8499999999999999,0.9473684210526316,1.0555555555555558,1.2424242424242422,1.176470588235294,1.0555555555555558,1.3125,1.5517241379310347,1.5517241379310347,1.6428571428571428,1.3870967741935485,1.7407407407407405,1.8461538461538456,2.2173913043478257,2.2173913043478257,2.083333333333333,1.96,1.8461538461538456,2.083333333333333,2.7,2.7
BBOU_00-L,11.0,-0.0565665932537382,-0.2283016583501181,0.881807180314643,0.1384518565135305,-0.1100795755968169,0.0250506978408684,0.0001597068857581,0.0203431088443259,-0.2967700257068691,-0.1212823941965475,-0.2554807143476336,-0.2002948254829059,-0.1940856879743525,-0.3192303353030578,0.5857200484066156,5.900450225112556,-0.2092914124824026,0.0178571428571427,-0.064066852367688,-0.0059171597633136,-0.0260869565217392,-0.0440967283072546,-0.0175438596491228,0.0599369085173502,-0.0044444444444444,0.2467532467532467,0.058267716535433,-0.0561797752808989,-0.0718232044198895,-0.0495049504950495,-0.0794520547945205,-0.0881953867028494,0.0566037735849056,0.219600725952813,0.0370370370370369,0.0616113744075828,0.0599369085173502,-0.0132158590308369,0.058267716535433,0.0014903129657226,-0.0303030303030302,0.0197268588770864,0.1566265060240963,0.1626297577854669,0.270321361058601,0.3386454183266933,0.2679245283018867,0.3073929961089494,0.3202357563850688,0.2560747663551401,0.2151898734177213,0.2537313432835819,0.2285191956124315,0.2537313432835819,0.2021466905187834,0.2490706319702602,0.2655367231638419,0.2655367231638419,0.2240437158469943,0.263157894736842,0.1467576791808873,0.1162790697674418,0.1666666666666667,0.1707317073170731,0.2021466905187834,0.2129963898916966
BBQS_26-L^G99,10.0,-0.3223404255319148,0.3380894469943263,1.5693548387096774,0.1381396521300731,-0.4893182240386401,-0.1171994479465826,7.606980844501556e-06,-0.2627659574468085,-0.2569479332706081,-0.1135424917616469,0.1941958143224978,0.0052971718957136,0.3092733011002657,0.073960217578311,1.0228110599078342,7.609222583505764,-0.1680294754532821,-0.0135135135135134,0.8048780487804879,0.8048780487804879,1.1142857142857143,1.3125,0.9473684210526316,0.9473684210526316,0.7831325301204819,-0.3018867924528302,-0.4695340501792114,-0.565982404692082,-0.5542168674698795,-0.5900277008310248,-0.5877437325905293,-0.5922865013774105,-0.5555555555555556,-0.4878892733564014,-0.5016835016835017,-0.5210355987055015,-0.565982404692082,-0.5608308605341247,-0.5432098765432098,-0.5345911949685536,-0.5487804878048781,-0.5783475783475783,-0.5934065934065934,-0.6135770234986946,-0.6214833759590793,-0.6021505376344086,-0.63,-0.5922865013774105,-0.5795454545454546,-0.5911602209944751,-0.6032171581769437,-0.5911602209944751,-0.5771428571428572,-0.5934065934065934,-0.5865921787709497,-0.6000000000000001,-0.5710144927536231,-0.5842696629213483,-0.5621301775147929,-0.5225806451612903,-0.5542168674698795,-0.5771428571428572,-0.6145833333333333,-0.6243654822335025,-0.5865921787709497,-0.5978260869565217
BBTU_63-L^C18,10.0,-0.0463743428588211,0.1394125186086005,0.5111956062526405,0.0325913355959273,-0.1286326822296331,-0.0610351929523847,2.514850946700596e-05,0.0407647801697553,0.8069982567429684,0.2306635637302018,0.3935705907937143,0.2307378750205819,0.2727246151408675,0.3123911139585765,0.4937684833122095,20.55555555555556,0.2264818405743934,-0.0775075987841944,-0.0986301369863013,-0.0309278350515463,-0.0436046511627906,0.2415094339622641,0.1286449399656946,0.1646017699115043,0.205128205128205,0.3107569721115539,0.1584507042253522,-0.0030303030303029,-0.1421121251629725,-0.184634448574969,-0.197560975609756,-0.1926380368098159,-0.1132075471698113,-0.0599999999999999,0.0329670329670328,-0.0075414781297133,0.0249221183800623,-0.0134932533733133,0.0378548895899053,0.1267123287671232,0.0966666666666666,0.1403812824956674,0.1729055258467022,0.2322097378277154,0.1920289855072465,0.1729055258467022,0.1813285457809694,0.3373983739837398,0.3736951983298537,0.302970297029703,0.3081510934393638,0.4304347826086958,0.505720823798627,0.4211663066954645,0.4120171673819741,0.442982456140351,0.465478841870824,0.6127450980392157,0.8640226628895185,0.907246376811594,0.6743002544529262,0.5932203389830508,0.645,0.5932203389830508,0.5932203389830508,0.505720823798627
BBVN_02-L^I99,11.0,-0.0799443865137295,0.0291402783368715,1.4460377358490566,0.1620294599018003,-0.3310657596371882,-0.120926864590874,1.284458257001484e-07,0.0281543274244004,-0.8063665555635219,0.0665756640266693,-0.2155073649754501,0.0969020554118089,0.0286641955746703,-0.1081575715246409,1.0090566037735849,2.891097666378565,-0.0298723897911833,-0.0444444444444445,0.0,0.1688311688311687,0.1180124223602483,0.0112359550561798,0.4634146341463414,-0.0322580645161291,-0.1428571428571429,0.1842105263157893,-0.0322580645161291,-0.2035398230088494,-0.1549295774647886,-0.1780821917808218,-0.1089108910891089,-0.027027027027027,0.0055865921787709,0.1538461538461537,0.1042944785276074,0.1842105263157893,0.1842105263157893,0.0714285714285714,0.0975609756097561,0.0714285714285714,0.0344827586206897,0.0344827586206897,0.0,0.0169491525423728,0.0714285714285714,0.0778443113772455,0.0843373493975905,0.0843373493975905,0.1538461538461537,0.1688311688311687,0.139240506329114,0.1842105263157893,0.1842105263157893,0.1842105263157893,0.2328767123287671,0.4399999999999999,0.5929203539823011,0.4516129032258065,0.40625,0.3740458015267176,0.3740458015267176,0.3432835820895521,0.3953488372093023,0.4754098360655738,0.6363636363636362,0.607142857142857
BCPS_48-L^C06,10.0,0.0010099283727723,-0.2382954385365895,0.9184633269921793,0.0405561993047508,0.0631293426968378,-0.0314938619581029,4.011922402771831e-05,-0.0257454048259038,0.7252039074558565,-0.1718434719209929,-0.1007083317758754,-0.1794022445083696,-0.0090615419503112,0.1963131694064867,0.8524096385542168,6.390336179872446,-0.0009970258212789,0.1102449888641425,-0.0066371681415927,0.0022321428571427,0.2267759562841529,0.352409638554217,0.2647887323943663,0.2773826458036985,0.364741641337386,0.7369439071566732,0.3167155425219941,-0.053740779768177,0.0158371040723983,0.078031212484994,0.0158371040723983,0.0078563411896745,0.1113861386138614,0.2828571428571429,0.2976878612716764,0.3879443585780526,0.295815295815296,0.3423019431988041,0.3709923664122139,0.4530744336569581,0.4673202614379086,0.4053208137715181,0.4721311475409837,0.4697217675941081,0.364741641337386,0.3773006134969328,0.5220338983050847,0.5220338983050847,0.4966666666666668,0.423137876386688,0.7369439071566732,0.8326530612244898,0.8477366255144032,0.7170172084130018,0.7104761904761905,0.6911487758945387,0.7007575757575757,0.6598890942698707,0.8865546218487397,0.8553719008264464,0.8515463917525776,0.8401639344262297,0.6209386281588449,0.5536332179930796,0.5403087478559176,0.4368000000000001
BCQE_67-L^A14,11.0,1.1289969937141298,-2.217110934798557,1.1105374325275756,0.1345565749235474,1.34435049961568,0.1474364573324992,0.0001017363467824,1.0798529156003875,2.105132383030292,-0.148639871867851,3.8667614863856845e-05,-0.1392499534022404,0.3425675436716437,0.2260538278768,0.8103731518422905,3.774659182036888,1.5649828347229036,0.0675878642234906,-0.1017269293038316,0.0258859784283511,0.0907601572739187,0.2417008578888475,0.2022390754785119,0.3571137382796574,0.1261840324763192,0.5319834330418776,0.3571137382796574,0.0461973601508485,-0.0534546488484504,-0.2411670845680419,-0.1656641604010025,-0.1165074309978768,-0.1089400428265524,0.0561548223350254,-0.0455848623853212,0.013702801461632,-0.0359108022009847,-0.1193121693121692,0.0448838669177651,0.0439009093759799,0.1152428810720267,0.1885041056765439,0.2430918595967139,0.1338555858310626,0.1763250883392224,0.1041459369817578,0.0541481950601647,0.2131924198250727,0.18807994289793,0.1326981966655325,0.2458832335329341,0.2903100775193798,0.2288667404946474,0.3215561730845573,0.3294728434504792,0.2813702848344881,0.4028655710071638,0.4330606973740851,0.4361518550474546,0.4968525179856116,0.5207857469164001,0.5754850922858494,0.7089322381930183,0.6821627084386055,0.8043360433604336,0.8331497797356828
BCUB_73-L^L00,10.0,0.5054842641049536,-0.439895716260468,1.5787178368948975,0.1445279866332497,0.5308201732042791,0.2824115139202444,5.05914075219736e-06,0.2560757043515664,9.785905236036298,-0.0956766556976559,0.1460815782145421,-0.1836400566393613,-0.2795051638665666,-0.2535944667183736,1.1373746184038378,5.010262529832936,0.2316944379253696,-0.0711297071129707,-0.0736434108527132,0.2040302267002518,0.2578947368421054,0.2918918918918918,0.4753086419753085,0.4484848484848487,0.3131868131868132,0.3935860058309037,0.2415584415584415,0.1408114558472553,0.0148619957537154,-0.2033333333333332,-0.1082089552238806,-0.1098696461824952,-0.1261425959780621,0.0938215102974828,0.0301724137931036,-0.0204918032786884,-0.0998116760828624,-0.2876304023845006,-0.1898305084745762,-0.1065420560747663,-0.0754352030947774,-0.152482269503546,-0.1048689138576778,-0.1148148148148148,-0.0998116760828624,-0.1371841155234656,-0.1786941580756014,-0.1309090909090908,-0.158450704225352,-0.1952861952861952,-0.1309090909090908,-0.0895238095238094,-0.1197053406998157,-0.0964083175803401,-0.1197053406998157,-0.0420841683366733,-0.0184804928131416,-0.0082987551867219,0.0413943355119825,0.0814479638009051,0.1064814814814814,0.0741573033707865,0.1142191142191142,0.1545893719806765,0.2010050251256281,0.2415584415584415
BCZR_85-L^G00,10.0,-0.0678061981638556,5.898236998126261,1.9407717618905167,0.1717734447539461,0.1335012594458438,-0.0072675766666504,1.2726295467417551e-06,-0.0201080677541709,-0.1541554736601309,-0.0146905009327838,0.0180849076271542,0.0101535942903777,0.1071352489644004,-0.0111152174030838,1.5605743344301524,3.207127627170271,-0.0799658165663823,0.005181347150259,-0.1002331002331002,-0.0469135802469136,-0.0301507537688442,-0.0301507537688442,0.1123919308357348,0.269736842105263,0.3591549295774647,0.1732522796352582,0.2292993630573248,-0.035,0.1386430678466075,0.0131233595800523,0.1626506024096385,0.1352941176470588,0.321917808219178,0.4566037735849055,0.4566037735849055,0.7788018433179724,0.7387387387387385,0.5196850393700787,0.663793103448276,0.7788018433179724,0.5950413223140496,0.6495726495726497,0.6355932203389831,0.3402777777777777,0.3356401384083043,0.4402985074626864,0.4961240310077519,0.7155555555555555,0.4036363636363635,0.269736842105263,0.3129251700680271,0.3264604810996563,0.2655737704918033,0.2062499999999998,0.1352941176470588,0.1696969696969696,0.2655737704918033,0.273927392739274,0.3543859649122807,0.5256916996047432,0.5256916996047432,0.4243542435424354,0.4191176470588234,0.4621212121212119,0.5019455252918288,0.4191176470588234
