firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,11.0,-0.0198263957388044,2.806018794451984e-07,0.0059226081817935,0.1322821189995339,1.6503898065981706,-0.0098382882404038,1.0,-0.3393808678000507,3.9339230265987086e-08,-0.0353175591531741,7.241234848267633e-07,7.533732042719171e-07,0.1879673691366417,4.0,1.8835117019887044,-0.0337745249882488,-0.0124969432075174,0.0375735786542596,1.5115423220448854,0.0711340206185568,-0.1415929203539824,-0.1896407685881371,-0.060077519379845,-0.1181818181818182,-0.2171105730427764,-0.2567049808429119,-0.1923397169025812,-0.1051660516605166,-0.0866290018832391,0.0543478260869565,0.129220023282887,0.2325285895806861,0.127906976744186,0.1136624569460389,0.0543478260869565,0.2109862671660423,0.0178384050367261,-0.0926099158091674,-0.0849056603773584,-0.2049180327868852,8.797979797979798,7.434782608695652,9.543478260869565,-0.0892018779342723,8.797979797979798,-0.028056112224449,-0.0536585365853659,10.27906976744186,-0.0761904761904762,-0.0673076923076924,10.27906976744186,-0.060077519379845,-0.0452755905511811,-0.0348258706467663,-0.0573372206025266,9.210526315789473,-0.1189827429609446,-0.0708812260536398,11.124999999999998,11.435897435897434,10.975308641975309,-0.0182186234817814,-0.0518084066471163,11.435897435897434,10.686746987951809,10.411764705882351,11.124999999999998,-0.0102040816326531
BACQ-L^J02,9.0,0.2935759458559859,5.450730328058594e-06,0.1150474832939059,0.2118723360016633,1.4134258627387413,-0.0166607063444553,1.0,0.0154996353026987,2.867775159133001e-07,0.0950077399380786,1.9367924685049685e-07,5.960665774443677e-06,0.725701331822046,4.0,0.103703602286281,-0.5821567311866757,0.1546079746956772,-0.2703920253043227,0.8719679060949127,0.0188679245283018,-0.4044943820224719,-0.4044943820224719,-0.6558441558441559,-0.691860465116279,-0.7695652173913043,-0.7782426778242678,-0.75,-0.78099173553719,-0.8107142857142857,-0.7476190476190476,-0.7601809954751131,-0.6845238095238095,-0.7005649717514124,-0.8159722222222222,-0.792156862745098,-0.7773109243697479,-0.8333333333333334,-0.8535911602209945,-0.8722891566265061,-0.8857758620689655,-0.8891213389121339,-0.8857758620689655,-0.893574297188755,-0.8789954337899544,-0.6102941176470589,-0.6418918918918919,-0.5859375,-0.5984848484848485,-0.5725806451612903,-0.5826771653543307,-0.5508474576271186,-0.5984848484848485,-0.6535947712418301,-0.6490066225165563,-0.6645569620253164,-0.6418918918918919,-0.6624203821656052,-0.6490066225165563,-0.6418918918918919,-0.6344827586206896,-0.6535947712418301,-0.6466666666666667,-0.6580645161290323,-0.6466666666666667,-0.6558441558441559,-0.6319444444444444,-0.6044776119402986,-0.5923076923076923
BALZ-L^I10,11.0,0.210049405852038,1.543978199946628e-07,0.0032588441451621,0.2402035623409669,1.207190193524868,0.0045010814539895,1.0,0.152726628197806,2.46321130853236e-08,0.1426967753747124,1.259390818653434e-09,1.4537378284913996e-07,0.2775215002665799,4.0,0.3847897727637813,-0.200166231279162,0.0018689706063438,0.0595439480770558,0.4081798905378396,0.375,0.142857142857143,0.142857142857143,0.3827160493827162,0.4000000000000001,0.3176470588235296,0.4358974358974359,0.4177215189873418,0.5135135135135136,0.696969696969697,0.6470588235294119,0.931034482758621,0.898305084745763,0.8666666666666669,1.2400000000000002,1.4347826086956523,1.666666666666667,1.4347826086956523,1.3333333333333337,1.3333333333333337,1.1960784313725492,1.666666666666667,1.604651162790698,1.871794871794872,1.666666666666667,1.871794871794872,1.8000000000000005,1.8000000000000005,2.111111111111112,2.111111111111112,2.111111111111112,2.733333333333334,2.733333333333334,2.5000000000000004,2.294117647058824,1.731707317073171,0.696969696969697,1.947368421052632,2.111111111111112,2.393939393939394,2.294117647058824,2.111111111111112,2.5000000000000004,2.862068965517242,2.862068965517242,3.0,2.612903225806452,3.148148148148148,3.3076923076923084
BAOH-L,18.0,2.1981046779079376,1.272436277772564e-06,0.0268570599899297,0.8603948264431488,0.6491734931431382,-0.1993347782157179,1.0,2.117893155538177,5.468300100019953e-08,1.0224895497772488,3.033766608677034e-08,1.059979416838632e-07,2.7362448299096886,2.0,1.3433604405122193,-4.003646893398351,1.5710382560295897,1.5710382560295897,0.3544797127427591,0.1633466135458168,-0.1548821548821549,-0.1161971830985916,-0.1003584229390681,-0.1223776223776224,0.1409090909090906,0.3072916666666665,0.1255605381165918,0.0120967741935482,-0.003968253968254,0.0244897959183671,0.0913043478260868,-0.0839416058394162,0.0680851063829786,-0.2031746031746032,-0.2929577464788733,-0.2056962025316456,0.1620370370370367,-0.1223776223776224,-0.2131661442006269,-0.351421188630491,-0.3787128712871287,-0.3446475195822455,-0.3661616161616162,-0.380246913580247,-0.3756218905472637,-0.3740648379052369,-0.4216589861751152,-0.4334085778781038,-0.4409799554565702,-0.4176334106728538,-0.3892944038929441,-0.5145067698259188,-0.5154440154440154,-0.5477477477477477,-0.639367816091954,-0.5604203152364273,-0.5898692810457518,-0.628698224852071,-0.68625,-0.68625,-0.68625,-0.70260663507109,-0.70260663507109,-0.7374476987447699,-0.763653483992467,-0.7551219512195122,-0.744138634046891,-0.7390852390852392
BBIO-L^E18,11.0,0.2963105303612606,2.3163235804819802e-07,0.0048890182120548,0.2832353764343688,1.4115427135723306,-0.0451593452319134,1.0,0.3339901477832512,6.124400604228572e-08,0.1275313807531368,1.1489602080073705e-06,3.4146099458212937e-07,0.2656943563728599,4.0,5.933224161737002,0.022063288365833,0.2476446837146702,0.2476446837146702,0.5362016746418166,0.0613577023498694,-0.2143589743589743,-0.2270433905146316,-0.2231237322515212,-0.2135523613963039,-0.2270433905146316,-0.2907407407407407,-0.3074141048824593,-0.240832507433102,-0.278719397363465,-0.1859723698193411,-0.0870083432657926,0.0,-0.0401002506265664,0.1839258114374033,0.0638888888888888,0.3206896551724139,0.1432835820895521,0.0172642762284196,-0.0543209876543209,-0.161925601750547,-0.5592635212888377,-0.5197492163009404,-0.4785568413886998,-0.3772357723577236,-0.3857257417802726,-0.4066615027110767,-0.4266467065868263,-0.4493170381020848,-0.3658940397350994,-0.2718631178707223,-0.2490196078431371,-0.2800751879699248,-0.1970649895178196,-0.2262626262626262,-0.1902748414376321,-0.2270433905146316,-0.2347652347652347,-0.3080397470641373,-0.3327526132404181,-0.3333333333333333,-0.2718631178707223,-0.2385685884691849,-0.2246963562753037,-0.2207527975584944,-0.2183673469387755,-0.2078593588417786,-0.0945626477541371,-0.0848267622461169
BBOU-L,11.0,-0.0565665932537382,2.4620269343055875e-07,0.0051965513893723,0.1162565720294426,0.2339909040106286,-0.004711801148842,1.0,-0.1100795755968169,5.7606293395823735e-08,0.0250506978408684,1.1625761988598565e-05,7.14574881454565e-07,-0.0334987593052109,3.0,16.597867428607948,-0.1940856879743525,-0.2092914124824026,-0.2092914124824026,0.6450571093920707,0.0622222222222221,-0.0963855421686747,-0.2035398230088496,-0.2574257425742574,-0.2549668874172185,-0.2913385826771653,-0.28,-0.3421052631578947,-0.3303571428571428,-0.3732590529247911,-0.3343195266272188,-0.3478260869565217,-0.3598862019914651,-0.3421052631578947,-0.2902208201892744,-0.3333333333333333,-0.1651205936920222,-0.2913385826771653,-0.3679775280898876,-0.12109375,-0.12109375,-0.0945674044265593,-0.127906976744186,-0.1295938104448742,-0.1176470588235293,-0.1964285714285714,-0.1758241758241758,-0.1788321167883212,-0.2346938775510204,-0.1788321167883212,-0.2241379310344827,-0.2487479131886477,-0.2091388400702988,-0.1035856573705178,-0.0999999999999999,-0.0153172866520788,0.0368663594470046,-0.0174672489082969,0.0135135135135133,0.0250569476082005,-0.0259740259740259,-0.0585774058577406,-0.0280777537796975,-0.0486257928118394,-0.0280777537796975,-0.0683229813664596,-0.0322580645161291,-0.0196078431372548,-0.0196078431372548
BBTK-L^C11,11.0,0.1364296081277213,0.0014066176642417,29.6891998847795,0.1818181818181818,0.2503047911726178,0.5233860046739511,1.0,0.8411764705882353,0.0001662774874662,0.1253396739130146,2.9484816347441483e-08,0.0018694982374586,-0.108730583824317,3.0,0.0009034405563145,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.5318749452042052,0.0,-0.2727272727272727,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-0.5555555555555556,-0.5294117647058824,-0.4482758620689654,-0.4482758620689654,-0.4285714285714286,-0.4482758620689654,-0.3846153846153846,-0.2727272727272727,-0.2727272727272727,-0.3043478260869565,-0.3043478260869565,-0.3846153846153846,-0.4285714285714286,-0.4838709677419355,-0.5294117647058824,-0.5897435897435898,-0.5897435897435898,-0.5897435897435898,-0.5789473684210527,-0.5897435897435898,-0.9407407407407408,-0.6000000000000001,-0.6000000000000001,-0.6521739130434783,-0.6190476190476191,-0.6097560975609756,-0.6190476190476191,-0.6190476190476191,-0.6190476190476191,-0.6190476190476191,-0.6190476190476191,-0.6190476190476191,-0.6363636363636364,-0.6363636363636364,-0.6363636363636364,-0.6799999999999999,-0.627906976744186,-0.6097560975609756,-0.6097560975609756,-0.6097560975609756,-0.6097560975609756,-0.6097560975609756,-0.5897435897435898,-0.5897435897435898
BBTU-L^C18,11.0,0.422913458577148,6.183609585877765e-07,0.0130516220343025,0.099917195694176,0.8402980484345176,-0.0111389755683201,1.0,0.6470749043193001,2.463180581926413e-08,0.3101484645107941,1.5446896666620583e-06,5.659927130907785e-07,0.2396875351241991,4.0,3.955909079672599,-0.4268774703557312,-0.1663811421713809,-0.0814229249011858,0.965267490101228,0.5294117647058825,-0.1414141414141414,-0.1826923076923077,-0.1191709844559585,-0.1904761904761905,-0.2975206611570248,-0.3117408906882591,-0.3253968253968254,-0.3772893772893773,-0.4389438943894389,-0.3971631205673759,-0.4035087719298246,-0.2272727272727274,-0.2975206611570248,-0.2735042735042735,-0.2477876106194689,-0.1826923076923077,-0.2796610169491526,-0.3795620437956205,-0.4654088050314465,-0.4910179640718562,-0.5,-0.4970414201183432,-0.448051948051948,-0.4137931034482759,-0.3560606060606061,-0.3818181818181818,-0.3609022556390978,-0.3840579710144927,-0.3536121673003802,-0.2975206611570248,-0.3145161290322581,-0.2887029288702929,-0.2703862660944206,-0.2342342342342342,-0.2576419213973799,-0.2703862660944206,-0.2640692640692641,-0.1666666666666667,-0.1414141414141414,-0.1904761904761905,-0.1826923076923077,-0.1052631578947368,-0.0607734806629834,-0.1145833333333333,-0.1191709844559585,-0.1005291005291004,-0.0860215053763441,0.0059171597633136
BBXK-L,11.0,0.0204625985538892,6.533645484949832e-07,0.0137904358597354,0.2224618871787372,1.0701385736223474,-0.0265057667272183,1.0,-0.0359074578546331,4.977926421404682e-08,-0.0002717971616609,5.651864487100337e-06,3.8894983277591974e-07,0.134285268414482,4.0,7.587217214181935,-0.0313296999931603,0.9976587046449844,-0.0023412953550155,0.6535759733455994,-0.0812720848056537,-0.0406779661016949,0.1504065040650406,0.0,-0.1015873015873015,-0.2995049504950495,-0.2591623036649214,-0.226775956284153,-0.2743589743589743,-0.3325471698113208,-0.3029556650246304,-0.3114355231143553,-0.2138888888888889,-0.3131067961165048,-0.3180722891566265,-0.3697104677060133,-0.3697104677060133,-0.4768946395563771,-0.4504854368932038,-0.4863883847549909,-0.4845173041894354,-0.5086805555555556,-0.5203389830508475,-0.5069686411149825,-0.5078260869565216,-0.5275459098497496,-0.5507936507936508,-0.5360655737704918,-0.5646153846153846,-0.5283333333333333,-0.5235690235690236,-0.4429133858267716,-0.437375745526839,-0.4259634888438133,-0.4152892561983471,-0.4305835010060361,-0.4224489795918368,-0.4236252545824847,-0.435129740518962,-0.4461839530332681,-0.4429133858267716,-0.4247967479674797,-0.4164948453608247,-0.4054621848739496,-0.3874458874458875,-0.3538812785388128,-0.3309692671394799,-0.338785046728972,-0.3449074074074074
BCPS-L^C06,11.0,-0.0135038648992642,4.607156017679618e-05,0.9724232773871258,0.1842079922965816,1.0789662778813878,0.0093441423152787,1.0,0.1642317908569831,5.5599553273909705e-06,-0.0167992373927488,3.146887146335248e-06,3.8944582614098254e-05,-0.1755094869992971,4.0,0.0733881722395648,0.1740432024629126,0.0295534794959779,0.0380432024629126,0.3761702610622043,-0.1688311688311689,-0.125,-0.0253164556962025,-0.0064516129032258,-0.0374999999999999,-0.1149425287356321,-0.1098265895953757,-0.0941176470588235,-0.0666666666666665,-0.8296460176991151,-0.828125,0.1323529411764705,0.2222222222222223,-0.7830985915492957,0.1578947368421053,0.2941176470588236,0.3050847457627119,0.203125,-0.0833333333333332,0.0065359477124182,-0.019108280254777,-0.0493827160493827,-0.019108280254777,0.1,-0.78,-0.9794666666666668,0.2727272727272727,0.3508771929824563,0.2833333333333334,-0.7648854961832061,0.375,0.3999999999999999,0.3050847457627119,0.3275862068965518,0.3508771929824563,0.2520325203252034,0.5098039215686274,-0.7389830508474576,-0.7389830508474576,0.2419354838709677,0.2833333333333334,0.5247524752475248,0.5555555555555556,-0.0253164556962025,0.4807692307692308,-0.1098265895953757,0.4528301886792452,0.4807692307692308,0.4807692307692308
