firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,herf,invest,mve_ia,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0676604245790432,-0.0676604245790432,8.0,-0.0204684716005388,3.417068889863976e-07,0.0345239306548158,0.1421694251802695,1.0,1.4640008740303727,0.0557830814856658,1.2729519228544644e-06,-0.0094737299552387,3.8033546914641,-0.993552546744036,7.0,1.148585163334426,0.0036083319665409,0.0157480314960629,0.0109452736318407,-0.0126336248785227,9.694736842105264,-0.0772025431425975,-0.0268199233716474,11.7,12.025641025641026,11.543209876543209,0.0283400809716598,-0.0068426197458455,12.025641025641026,11.240963855421688,10.952941176470588,11.7,0.036734693877551,11.7,11.860759493670884,10.952941176470588,0.0399181166837256,0.0649895178197066,0.0561330561330561,0.112814895947426,0.0901287553648069,0.1651376146788989,0.1624713958810069,0.2037914691943128,0.2435740514075888,0.2466257668711655,0.2420537897310513,0.1813953488372093,0.2080856123662307,0.125138427464009,0.1800232288037166,0.1938895417156287,0.1759259259259258,0.2124105011933172,0.2420537897310513,0.221153846153846,0.2052194543297747,0.2167664670658684,0.3109677419354839,0.3160621761658031,0.3059125964010283,0.2731829573934836,0.3674293405114401,0.4150417827298052,0.4350282485875707,0.3879781420765027
BACQ-L^J02,0.0902061855670103,-0.0902061855670103,6.0,0.1121119823731449,4.7366621067031466e-07,0.0478562766446371,0.3498047876122886,1.0,0.8989463601532568,0.0657572577824413,5.477249851823122e-07,0.1725746873177371,3.3548458835084283,-1.3279132791327912,6.0,0.4781289910600255,0.0681818181818182,-0.1372549019607842,0.0132450331125828,-0.0316455696202532,0.0337837837837837,-0.0254777070063694,0.0132450331125828,0.0337837837837837,0.0551724137931035,0.0,0.02,-0.0129032258064516,0.02,-0.0064935064935065,0.0625,0.1417910447761192,0.1769230769230769,0.1417910447761192,0.2047244094488189,0.53,0.3909090909090909,0.471153846153846,0.5612244897959184,0.8,0.7,0.9870129870129868,0.9615384615384616,1.25,1.185714285714286,1.25,1.2173913043478262,1.353846153846154,1.637931034482759,1.390625,1.7321428571428568,1.6842105263157898,1.6842105263157898,1.7818181818181815,1.7321428571428568,1.7818181818181815,1.5500000000000005,1.185714285714286,1.318181818181818,1.0675675675675675,1.0675675675675675,1.013157894736842,0.9125,0.7790697674418605,0.8214285714285716,0.9125
BALZ-L^I10,0.0399728572919929,0.0399728572919929,9.0,-0.0781461604052766,6.520767355391909e-07,0.0658817621914256,0.8488368288664846,1.0,2.179195852407479,0.1988909892879648,2.1585864666227823e-09,-0.1352058985805286,0.1268087425037697,0.3810708598726114,7.0,1.687110473774199,-0.0158417697787775,-0.0625,-0.0588235294117647,-0.2195121951219512,-0.5151515151515151,-0.1578947368421053,-0.111111111111111,-0.0303030303030302,-0.0588235294117647,-0.111111111111111,0.0,0.1034482758620691,0.1034482758620691,0.1428571428571428,0.032258064516129,0.1851851851851851,0.2307692307692308,0.3913043478260869,0.3913043478260869,0.3333333333333335,0.28,0.2307692307692308,0.3333333333333335,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.523809523809524,0.4545454545454546,0.3913043478260869,0.3913043478260869,0.2307692307692308,0.1851851851851851,0.1034482758620691,0.0666666666666666,0.0,-0.0588235294117647,-0.0857142857142856,-0.0303030303030302,0.0,0.0,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3913043478260869,0.5999999999999999,0.8823529411764706,0.8823529411764706,1.4615384615384617
BAMD-L^J98,0.1365149081328005,-0.1365149081328005,8.0,0.0378543010413991,3.20203271608774e-07,0.0323513394103872,0.5809664462482911,1.0,1.3085600372435031,0.0024438432779111,7.004655313391452e-09,0.0250391312143517,0.8952374879293808,-2.5336746403036456,7.0,1.188055817506834,0.1828653032293035,0.0198675496688742,0.0449826989619377,-0.050314465408805,0.0747330960854093,0.2905982905982907,0.217741935483871,0.217741935483871,0.217741935483871,0.3482142857142856,0.3665158371040724,0.4312796208530807,0.3727272727272726,0.4112149532710278,0.4178403755868545,0.51,0.4519230769230768,0.4312796208530807,0.4876847290640396,0.4660194174757281,0.4803921568627451,0.4731707317073172,0.495049504950495,0.8641975308641974,0.8192771084337351,0.9235668789808916,1.0827586206896551,1.0405405405405408,0.8641975308641974,0.7062146892655368,0.8303030303030303,0.9113924050632912,0.7976190476190477,0.6593406593406592,0.7062146892655368,0.8414634146341464,0.9610389610389608,0.4876847290640396,0.4046511627906977,0.330396475770925,0.2635983263598325,0.336283185840708,0.4380952380952381,0.4876847290640396,0.5408163265306123,0.6413043478260869,0.6413043478260869,0.5252525252525253,0.495049504950495,0.6685082872928176
BBIO-L^E18,0.1267289946085657,-0.1267289946085657,8.0,0.0209345031626199,1.9308185477858957e-07,0.0195077851220746,-1.7605163861189133,1.0,1.6393342804952304,-0.2170157633340531,1.1224896321597245e-06,-0.0560293817588247,6.529314736344452,-7.4714285714285715,4.0,1.3061700832149383,-0.0071191595244677,0.1153039832285116,-0.0363636363636364,0.0084566596194501,-0.0373360242179617,-0.046953046953047,-0.1382113821138212,-0.1689895470383275,-0.1697127937336815,-0.0931558935361217,-0.0516898608349901,-0.0344129554655872,-0.029501525940997,-0.0265306122448981,-0.0134436401240952,0.1276595744680848,0.1397849462365592,0.2246469833119382,0.1792336217552532,0.1836228287841188,0.1535671100362756,0.2168367346938775,0.3213296398891965,0.4744976816074187,0.5118858954041203,0.4699537750385205,0.5288461538461537,0.6678321678321677,0.7345454545454544,0.6224489795918366,0.523961661341853,0.5794701986754964,0.5562805872756933,0.5191082802547768,0.5337620578778135,0.712746858168761,0.6279863481228667,0.5337620578778135,0.7732342007434942,0.7765363128491618,0.5794701986754964,0.8068181818181817,0.9469387755102036,0.9958158995815898,1.0649350649350646,0.9390243902439024,0.9469387755102036,1.11529933481153,1.0560344827586206,0.9792531120331948
BBNH-L^L97,0.0959706632082643,-0.0959706632082643,8.0,0.0067306829399623,2.674284070997686e-07,0.0270192965943036,-1.517568472880556,1.0,1.847747093023256,0.0349401488191523,1.095174231709709e-05,0.0015256214663914,20.79495442430383,-18.5,5.0,1.4269622093023255,0.1182554517133956,0.109375,4.069306930693069,0.1277533039647578,4.12,0.1154684095860567,8.142857142857142,0.1130434782608695,8.142857142857142,0.0940170940170941,0.1662870159453304,8.481481481481481,8.481481481481481,0.1797235023041474,8.142857142857142,8.142857142857142,0.17162471395881,0.1034482758620691,8.309090909090909,0.1743119266055044,0.1505617977528088,0.2518337408312958,0.3438320209973753,0.3229974160206719,0.2832080200501252,0.2864321608040201,0.2962025316455696,0.3509234828496042,0.4027397260273972,0.2579852579852579,0.3544973544973546,0.2278177458033574,0.2736318407960201,0.1505617977528088,0.233734939759036,0.2427184466019416,0.2047058823529413,0.0756302521008405,0.1327433628318586,0.0940170940170941,0.0688935281837161,0.0756302521008405,0.2278177458033574,0.2549019607843137,0.2307692307692308,0.1252747252747252,0.2248803827751198,0.1906976744186046,0.2641975308641975,0.2487804878048782
BBOU-L,0.0417289486796213,-0.0417289486796213,8.0,-0.0521654737352905,3.856771829960207e-07,0.0389664146379834,-0.5735678654339856,1.0,1.3946345256609642,-0.0312645823611759,3.0425194822308083e-06,-0.0093412592502729,18.71477752663035,-0.4890510948905109,7.0,0.6687402799377916,0.3568559954102123,0.1334661354581674,0.004,0.0984682713347919,0.1566820276497695,0.0960698689956329,0.1306306306306304,0.143507972665148,0.0865800865800865,0.0502092050209204,0.0842332613390928,0.0613107822410146,0.0842332613390928,0.0393374741200827,0.079569892473118,0.093681917211329,0.093681917211329,0.0590717299578058,0.0913043478260868,-0.0079051383399209,-0.0308880308880309,0.0080321285140561,0.0120967741935482,0.0393374741200827,0.0480167014613777,0.0726495726495726,0.1032967032967031,0.1923990498812351,0.1923990498812351,0.1155555555555554,0.1106194690265487,0.0703624733475478,0.1081677704194259,0.0308008213552359,0.1255605381165918,0.1461187214611872,0.0635593220338983,0.0458333333333333,0.0749464668094217,-0.0346153846153847,-0.0492424242424244,0.0502092050209204,0.0568421052631578,0.1566820276497695,0.1867612293144205,-0.0137524557956778,0.0772532188841199,0.0546218487394958,0.0680851063829786,0.0436590436590436
BBQS-L^G99,0.0552963647180386,-0.0552963647180386,8.0,0.1036095376103279,4.409841111068365e-07,0.0445542813517408,0.952155083992464,1.0,1.708792060784618,-0.1617915904936013,1.400482180840522e-06,0.0957713081280463,2.1689468735240536,-0.9255765199161424,6.0,0.9837184059544116,-0.0706880574539557,-0.0329670329670329,-0.0520833333333332,-0.0714285714285714,-0.021505376344086,-0.0899999999999999,0.0,0.0340909090909091,0.0055248618784531,-0.021505376344086,0.0055248618784531,0.04,0.0,0.0167597765363127,-0.0162162162162162,0.058139534883721,0.0224719101123596,0.0769230769230771,0.1741935483870968,0.0963855421686747,0.0282485875706215,-0.0520833333333332,-0.0761421319796954,0.0167597765363127,-0.0108695652173913,-0.0162162162162162,-0.021505376344086,0.0167597765363127,0.04,0.0167597765363127,0.1234567901234566,0.0898203592814372,0.0520231213872832,0.0167597765363127,0.0705882352941176,0.1895424836601307,0.1304347826086955,0.0769230769230771,0.0769230769230771,0.04,0.0167597765363127,0.1446540880503144,0.1818181818181818,0.1097560975609757,0.1518987341772151,0.0769230769230771,0.2297297297297298,0.263888888888889,0.2133333333333333,0.1592356687898088
BBTK-L^C11,0.1419922949917446,-0.1419922949917446,8.0,-0.1351351351351351,0.0004767905303408,48.17193839781294,0.8001118807243307,1.0,2.2118959107806693,0.0324374420759962,7.629124843229826e-08,-0.0195005131713992,0.0040617093244151,-5.776119402985074,6.0,2.159851301115242,0.1758241758241758,0.0,0.0,0.0,0.0,-0.0454545454545455,-0.0454545454545455,-0.0454545454545455,-0.16,-0.0232558139534884,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439,0.0769230769230768,0.0769230769230768,0.0499999999999998,0.0499999999999998,-0.7254901960784315,-0.7469879518072289,-0.7613636363636364,-0.76,-0.7558139534883721,-0.7469879518072289,-0.7586206896551724,-0.7423312883435582,-0.7272727272727273,-0.7123287671232876,-0.7142857142857143,-0.7142857142857143,-0.7142857142857143,-0.72,-0.7181208053691275,-0.7218543046357616,-0.6911764705882353,-0.7103448275862069,-0.72,-0.6528925619834711,-0.6744186046511629,-0.671875,-0.6379310344827587,-0.631578947368421,-0.7062937062937062,-0.7123287671232876,-0.7142857142857143,-0.6865671641791045,-0.7358490566037736,-0.7290322580645161,-0.7236842105263158
BBTU-L^C18,0.0763284287565754,-0.0763284287565754,8.0,-0.1070511155366986,6.154366598415383e-07,0.0621798777011093,-0.2258119291117137,1.0,0.863081549619671,-0.0351699882766705,1.9892214231011894e-06,-0.0386469246976651,4.881879302098901,-12.150485436893202,5.0,0.8328321245356448,-0.0059777523651107,0.0257510729613734,0.0495495495495494,0.0174672489082969,0.0,0.0086580086580085,0.1421568627450979,0.1767676767676769,0.1095238095238095,0.1201923076923077,0.2263157894736842,0.2872928176795579,0.2135416666666667,0.2072538860103627,0.232804232804233,0.2526881720430107,0.3786982248520711,0.5958904109589043,0.6293706293706296,0.4294478527607364,0.3786982248520711,0.4036144578313254,0.3625730994152047,0.3625730994152047,0.2872928176795579,0.3089887640449438,0.3625730994152047,0.3238636363636364,0.3869047619047621,0.3625730994152047,0.484076433121019,0.5533333333333335,0.5328947368421053,0.3952095808383233,0.3546511627906976,0.5129870129870131,0.4294478527607364,0.2526881720430107,0.2010309278350517,0.0990566037735849,0.1421568627450979,0.4382716049382715,0.5430463576158941,0.3546511627906976,0.2393617021276597,0.1534653465346533,0.2263157894736842,0.232804232804233,0.3016759776536313,0.4294478527607364
