firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,invest,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,3.0,0.0429989646141664,4.055246812683885e-07,0.3227166165903334,0.1290380716377562,1.5464495078149256,0.0193902655578085,1.0,-0.1009240804493567,6.431840470742073e-08,-0.0507989506320019,1.9448657122065747e-06,0.0239965893172543,9.57584177835894e-07,0.1182477572055736,2.847361122271127,0.4018487240005055,-0.0012081490443203,0.3655308527311778,0.4720354982224307,0.0423197492163009,0.0159235668789807,0.1663619744058502,0.1925233644859814,0.0777027027027026,0.0126984126984126,0.0777027027027026,0.1858736059479553,0.2198852772466537,0.2412451361867704,0.3574468085106381,0.1792975970425139,0.1352313167259786,0.1134380453752179,0.070469798657718,0.119298245614035,0.1902985074626864,0.1969981238273921,0.1252204585537919,0.0924657534246575,0.1474820143884891,0.2811244979919678,0.2559055118110236,0.3545647558386411,0.3632478632478633,0.3431578947368421,0.1969981238273921,-0.0244648318042813,0.0094936708860757,-0.0046801872074883,0.1352313167259786,0.0813559322033896,0.0668896321070233,-0.0015649452269169,-0.0793650793650793,-0.0726744186046511,-0.0603829160530191,0.0240770465489565,-0.0318664643399089,0.0063091482649841,0.0357142857142855,0.0795262267343486,0.1292035398230087,0.1792975970425139,0.1880819366852886,0.1642335766423357,0.3291666666666666,0.2888888888888887,0.1684981684981685
BALZ-L^I10,4.0,-0.1968686868686869,3.182987808275826e-06,2.533022288365284,0.0060456469779576,0.520299981917467,0.0136974423209904,1.0,-0.124014644282463,-1.7353689319565485e-07,-0.015789431564458,4.2595431472239584e-09,-0.0338816738816738,3.30930540870968e-06,-0.2414010989010988,0.0388337939589693,-0.4625564447658877,-0.0862935925358285,-0.4893784786641929,0.4805846534295641,-0.2999999999999999,0.1111111111111111,0.0,-0.0909090909090908,-0.0909090909090908,-0.1666666666666666,0.25,0.1111111111111111,0.0,0.1111111111111111,0.4285714285714286,-0.0909090909090908,-0.2857142857142857,-0.2857142857142857,-0.2307692307692307,-0.2307692307692307,-0.2857142857142857,-0.2857142857142857,-0.3333333333333332,-0.375,-0.4117647058823529,-0.375,-0.4117647058823529,-0.5238095238095237,-0.5833333333333333,-0.6,-0.6551724137931034,-0.6666666666666666,-0.696969696969697,-0.7222222222222222,-0.7058823529411764,-0.736842105263158,-0.7222222222222222,-0.7297297297297297,-0.7058823529411764,-0.7142857142857142,-0.696969696969697,-0.7297297297297297,-0.7142857142857142,-0.736842105263158,-0.75,-0.75,-0.7872340425531914,-0.8214285714285714,-0.8305084745762712,-0.84375,-0.8245614035087719,-0.8275862068965517,-0.8333333333333333
BAMD-L^J98,3.0,-0.1491727718526375,6.66543411461284e-07,0.5304353705046163,0.0602559454633548,0.2512981623364082,0.0959364654485023,1.0,-0.0123654155017548,1.844693077757712e-08,-0.022427116293795,3.704278584724774e-09,0.0101218418347638,6.296244588686195e-07,-0.260530549940179,0.4637185479044661,0.6119220613567142,-0.2257807538648355,-0.3880779386432858,0.3120662589054324,-0.0307692307692307,0.25,0.2037037037037037,0.0317460317460318,-0.037037037037037,-0.1612903225806451,-0.1216216216216216,0.0317460317460318,-0.1447368421052631,-0.1823899371069182,-0.1095890410958904,-0.0510948905109489,-0.1823899371069182,-0.2528735632183908,-0.2613636363636363,-0.319371727748691,-0.1975308641975308,-0.3779904306220095,-0.4090909090909091,-0.4063926940639268,-0.3838862559241706,-0.2528735632183908,-0.2024539877300613,-0.2817679558011049,-0.4196428571428572,-0.4273127753303964,-0.5220588235294118,-0.6,-0.6505376344086022,-0.6683673469387754,-0.6036585365853658,-0.6036585365853658,-0.5886075949367089,-0.5737704918032787,-0.5637583892617449,-0.5792880258899675,-0.6048632218844985,-0.5723684210526316,-0.606060606060606,-0.5652173913043479,-0.5272727272727273,-0.4941634241245135,-0.8527746319365799,-0.8531073446327684,-0.8252688172043011,-0.8074074074074074,-0.792332268370607,-0.782608695652174,-0.7847682119205298
BAOH-L,29.0,-0.0895902163237326,4.895943278843266e-07,0.3896192569647294,1.0811403168053064,0.5716172055632265,-0.0109844523549234,1.0,-0.0310016875349358,1.119607843137255e-07,-0.0212884267159077,4.3686440147668964e-08,-0.024620810770309,8.320633286137214e-08,-0.3284925544457776,2.1694490250661373,0.1535886119268336,-0.07098394984402,-0.07098394984402,0.3378105106573404,-0.0338266384778013,-0.0307377049180326,-0.0797665369649803,-0.1175373134328358,-0.1553571428571427,-0.216887417218543,-0.2129783693843593,-0.2778625954198472,-0.2346278317152103,-0.6197749196141479,-0.5865384615384615,-0.6446280991735537,-0.598471986417657,-0.6058333333333332,-0.5587686567164178,-0.6327639751552795,-0.6225059856344772,-0.5994919559695173,-0.5178389398572885,-0.4886486486486486,-0.5575304022450889,-0.548233046800382,-0.5599999999999999,-0.5723327305605787,-0.574640287769784,-0.6068162926018287,-0.6298904538341157,-0.5994919559695173,-0.5495238095238095,-0.5711695376246599,-0.5953806672369546,-0.3309759547383309,-0.3735099337748343,-0.5153688524590163,-0.4594285714285714,-0.477924944812362,-0.3841145833333332,-0.3520547945205479,-0.2689335394126738,-0.2723076923076922,-0.2723076923076922,-0.1701754385964912,-0.173076923076923,-0.1914529914529913,-0.1415607985480942,-0.0247422680412369,0.0172043010752689,-0.0425101214574898,-0.0247422680412369
BBEK-L^L95,3.0,0.1508977900552485,2.946560143792664e-07,0.2344873109105184,0.2303381166471639,0.857493276926199,0.0311143736804196,1.0,0.0752351097178683,9.476042265527429e-08,-0.0065018462032424,5.276575363330251e-07,0.0776933701657458,5.837612090214037e-07,0.1933000135080373,3.521480150965735,-0.060630511193895,-0.0482182584959831,0.0526632302405497,0.153157033903285,-0.0309734513274335,0.1957671957671958,0.3063583815028901,0.2417582417582415,0.0560747663551399,-0.3774104683195592,-0.4205128205128206,-0.3067484662576687,-0.4249363867684479,-0.4160206718346254,-0.3067484662576687,-0.4083769633507853,-0.5065502183406114,-0.5150214592274679,-0.5470941883767535,-0.5443548387096775,-0.5387755102040817,-0.5406504065040652,-0.5291666666666667,-0.5150214592274679,-0.4756380510440835,-0.4005305039787799,-0.3875338753387534,-0.4099216710182768,-0.3468208092485549,-0.3633802816901409,-0.3293768545994066,-0.4036939313984169,-0.3891891891891893,-0.3973333333333334,-0.3088685015290521,-0.3253731343283582,-0.29375,-0.3151515151515152,-0.3391812865497077,-0.3542857142857143,-0.3088685015290521,-0.2870662460567824,-0.3791208791208792,-0.3430232558139535,-0.2541254125412542,-0.2441471571906356,-0.2614379084967321,-0.2390572390572392,-0.2070175438596492,-0.1567164179104478,-0.0216450216450218,-0.0258620689655172,-0.1171875000000001
BBIO-L^E18,3.0,-0.0069584869751397,6.267059353679998e-07,0.4987326996385381,0.1329018837397434,1.0898774878271624,0.0226042286865382,1.0,-0.0258785472724599,3.47171438913292e-08,-0.066784041061143,1.3028943876516831e-06,-0.0113001070536457,8.192110792885854e-07,0.001619245894055,2.4599436419162344,0.0579558011594128,-0.0562689932359572,-0.0562689932359572,0.5408214219793186,0.0049751243781095,0.044155844155844,0.1823529411764703,0.0229007633587785,0.1388101983002831,-0.062937062937063,0.0177215189873416,0.1893491124260353,0.2035928143712573,0.2562499999999998,0.3581081081081079,0.4055944055944054,0.2072072072072071,0.0777479892761392,0.044155844155844,0.1720116618075799,0.1652173913043475,0.1518624641833807,0.0953678474114441,0.0719999999999998,0.1043956043956042,0.2761904761904761,0.221884498480243,0.2256097560975609,0.3720136518771328,0.2843450479233225,0.1652173913043475,0.0691489361702126,-0.0171149144254278,0.0334190231362465,0.0414507772020724,0.0255102040816326,0.0523560209424083,-0.062937062937063,-0.0884353741496599,0.0024937655860348,0.046875,-0.0694444444444446,-0.1184210526315789,-0.0758620689655172,0.0177215189873416,0.0307692307692306,0.044155844155844,0.1013698630136985,0.1292134831460671,0.1388101983002831,0.3535353535353533,0.3009708737864076,0.2108433734939758
BBNH-L^L97,4.0,0.0191575051703494,4.075133852975435e-07,0.324299227625699,0.1467857458661243,0.7499411104688496,-0.0030968185582649,1.0,0.0988269794721407,6.786451892865417e-08,-0.031805929919109,2.200643076547382e-05,-0.0018504408403178,6.064303806829737e-07,-0.0273853130995988,21.396606385622206,-0.169322861444091,-0.0954503886602652,-0.0954503886602652,0.2271994755796817,0.0849514563106794,0.0248756218905474,0.0618556701030927,-0.0236966824644548,-0.0945054945054943,-0.1953125,-0.1505154639175256,-0.5355129650507328,-0.5502183406113537,-0.5602988260405549,-0.5328798185941044,-0.4981729598051158,-0.516431924882629,-0.5048076923076923,-0.5095238095238095,-0.4758269720101781,-0.4432432432432432,-0.4635416666666666,-0.4926108374384236,-0.4869240348692403,-0.4371584699453552,-0.377643504531722,-0.3896296296296296,-0.3156146179401993,-0.253623188405797,-0.2384473197781885,-0.2616487455197133,-0.3738601823708206,-0.3680981595092024,-0.3511811023622047,-0.2454212454212454,-0.2945205479452054,-0.2642857142857142,-0.3223684210526315,-0.3439490445859873,-0.2771929824561403,-0.2,-0.28719723183391,-0.34913112164297,-0.307563025210084,-0.2549728752260398,-0.2313432835820895,-0.2822299651567944,-0.2481751824817518,-0.2015503875968992,-0.1937377690802348,-0.041860465116279,-0.0824053452115812,-0.0844444444444444
BBOU-L,3.0,0.1466970387243735,3.108003108003108e-07,0.2473349449976351,0.2224831229820957,0.430057026471975,0.0046515128140334,1.0,0.0202762268586541,5.693231499683113e-08,0.0249009620826208,3.0419538088997413e-06,0.1138952164009111,3.515301902398677e-07,0.3602355386214063,25.99569031927944,0.0164384948096168,0.1707122960604854,0.1707122960604854,0.2168676030413284,0.0449438202247192,-0.0055865921787709,0.0229885057471264,-0.0183823529411765,-0.0201834862385321,-0.1144278606965174,-0.1202635914332784,-0.0326086956521738,-0.0949152542372882,-0.0664335664335664,0.0511811023622046,0.0787878787878786,0.0190839694656488,-0.4830590513068732,-0.480544747081712,-0.45676500508647,-0.4489164086687306,-0.4489164086687306,-0.4118942731277533,-0.4033519553072625,-0.3366459627329193,-0.2936507936507936,-0.2982917214191853,-0.2783783783783784,-0.2446958981612447,-0.2112259970457902,-0.25,-0.3382899628252789,-0.327455919395466,-0.3118556701030928,-0.2017937219730942,-0.2029850746268657,-0.1834862385321101,-0.1969924812030076,-0.2215743440233236,-0.1784615384615384,-0.1055276381909547,-0.0582010582010582,-0.1010101010101011,-0.0129390018484288,0.0595238095238095,0.0942622950819671,0.1483870967741933,0.2191780821917808,0.3450881612090679,0.3727506426735218,0.5988023952095809,0.628048780487805,0.5705882352941176
BBQS-L^G99,3.0,0.0644492603410912,1.0087944581291562e-06,0.8027988169407084,0.1536506037608882,2.042248285448457,0.0050063068354805,1.0,0.5096315691041705,1.543435525011779e-07,-0.0663167503422983,7.620880400319716e-06,-0.0281729953830208,1.5531835388539583e-06,-0.1321835067383562,1.8620080236023464,0.2101064499821129,-0.016628473466662,0.1047162649459101,0.1490396131688445,0.1037735849056602,0.2470588235294117,0.06,-0.1653543307086613,-0.3333333333333333,-0.4078212290502793,-0.4591836734693877,-0.3496932515337423,-0.3116883116883117,-0.36144578313253,-0.3652694610778443,-0.3652694610778443,-0.4619289340101522,-0.5115207373271888,-0.5546218487394958,-0.5527426160337553,-0.4952380952380952,-0.5601659751037344,-0.576,-0.576,-0.5246636771300448,-0.3690476190476189,-0.5673469387755102,-0.5725806451612903,-0.584313725490196,-0.5691056910569106,-0.5907335907335907,-0.6227758007117438,-0.624113475177305,-0.5984848484848485,-0.548936170212766,-0.5288888888888889,-0.5923076923076923,-0.6059479553903345,-0.6319444444444444,-0.6029962546816479,-0.6173285198555957,-0.6442953020134228,-0.6580645161290323,-0.624113475177305,-0.6088560885608856,-0.6088560885608856,-0.6059479553903345,-0.6088560885608856,-0.6159420289855072,-0.6145454545454545,-0.5564853556485356,-0.5859375,-0.6015037593984962
BBTK-L^C11,3.0,0.9314679036360916,1.105664739884393e-06,0.8798882051338587,0.0611072423398328,-0.0073570791382353,0.1393406043272025,1.0,0.6767180925666197,1.3795761078998073e-08,0.3036087999591375,2.7672131432127093e-08,0.3823632101351688,1.8326011560693644e-06,1.2251544076361598,3.019329074981029,-0.4641264164333164,-0.3406803494445538,-0.2164199944149678,0.2926465208034776,-0.0057471264367816,0.0740740740740739,0.3282442748091603,0.2608695652173913,0.0419161676646706,-0.1428571428571428,-0.1981566820276498,-0.0594594594594595,-0.1634615384615385,-0.2983870967741935,-0.2197309417040358,-0.3695652173913043,-0.4476190476190476,-0.4219269102990033,-0.4662576687116564,-0.4711246200607902,-0.4882352941176471,-0.4596273291925467,-0.5,-0.5084745762711864,-0.532258064516129,-0.4941860465116279,-0.5384615384615385,-0.5876777251184834,-0.6045454545454545,-0.6158940397350994,-0.652,-0.6081081081081081,-0.5786924939467313,-0.5745721271393642,-0.5180055401662049,-0.7065767284991569,-0.7166123778501629,-0.7259842519685039,-0.7025641025641025,-0.6842105263157894,-0.6647398843930636,-0.6554455445544554,-0.6704545454545454,-0.6640926640926641,-0.6441717791411044,-0.6233766233766234,-0.6274089935760172,-0.6133333333333333,-0.6036446469248291,-0.6484848484848484,-0.640495867768595,-0.625,-0.6533864541832669
