firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0481325730343349,-0.0481325730343349,16.0,-0.1126112171305359,0.0988162853654652,0.0196976386267745,1.3925693126303016,0.3484698370761779,-0.2276462205512265,-0.1112807230062656,1.7941117692522934e-08,0.0177947408857716,-0.030361642288833,0.1258139239187222,3.2227917738661893,0.0378124690246668,-2.462546187437017,0.986853159909139,0.0713731140752759,0.0172413793103447,0.1372549019607842,0.1599999999999999,0.2608695652173911,0.2340425531914893,0.1153846153846152,0.4146341463414633,0.3809523809523809,0.5263157894736841,0.7058823529411762,1.0,0.8124999999999998,1.0,0.8709677419354838,0.487179487179487,0.7058823529411762,1.2307692307692304,0.7058823529411762,0.7575757575757573,0.6111111111111112,0.2340425531914893,0.1599999999999999,0.1599999999999999,0.1372549019607842,0.0357142857142855,-0.1830985915492957,-0.2368421052631579,0.0545454545454544,0.0943396226415094,-0.1944444444444444,-0.1944444444444444,-0.4313725490196078,-0.4313725490196078,-0.4956521739130435,-0.4368932038834952,-0.618421052631579,-0.6881720430107527,-0.6463414634146342,-0.6847826086956522,-0.7128712871287128,-0.6947368421052631,-0.7128712871287128,-0.6914893617021276,-0.6963350785340314,-0.6375000000000001,-0.5503875968992249,-0.5433070866141733,-0.6233766233766234,-0.4821428571428572
BBOU_00-L,0.1091957336408186,-0.1091957336408186,15.0,-0.1241550857081057,0.0310803055052757,-0.5499662219026827,0.9427402862985684,0.1398176291793313,-0.1744709215130811,-0.1122513692706832,6.814600304122356e-05,-0.0620234683393716,-0.1024545530702856,19.821270334982223,-0.4852222556707546,-0.0636926527632136,-24.92105263157895,0.6224072451066316,-0.1632689239496543,0.0472222222222222,-0.020408163265306,-0.0217391304347825,0.0315186246418337,0.1009174311926606,0.0650887573964498,0.1356466876971609,0.1180124223602483,0.0942249240121579,0.0541727672035139,0.0975609756097561,0.1356466876971609,0.1180124223602483,0.0666666666666666,0.095890410958904,-0.0136986301369862,-0.0977443609022556,-0.0816326530612244,-0.0230664857530529,-0.153936545240893,-0.1627906976744185,-0.2044198895027624,-0.2156862745098039,-0.1724137931034481,-0.150943396226415,-0.0828025477707006,-0.0335570469798657,0.0285714285714286,0.0285714285714286,0.0480349344978165,-0.0230664857530529,-0.0977443609022556,-0.0612777053455019,-0.0068965517241379,0.0055865921787709,0.0055865921787709,0.1009174311926606,-0.0399999999999999,-0.0041493775933609,0.0942249240121579,0.1861614497528829,0.2478336221837089,0.2371134020618557,0.1960132890365449,0.2521739130434783,0.3846153846153846,0.4257425742574259,0.506276150627615,0.6000000000000001
BBTU_63-L^C18,0.0753488192324044,-0.0753488192324044,15.0,0.0400149809781001,0.1179786665684125,-0.0212116882604556,0.8406364110589463,0.0810558280775519,-0.0107679229243413,-0.0330073822131131,6.098849960910262e-05,0.0389505430604562,0.0882930019620667,3.106967262210972,0.0118814707509457,0.7366897530466435,-3.48125,0.825943314206225,0.6299507209344771,0.0109890109890109,0.0073800738007379,0.05,0.1543340380549682,0.2437357630979499,0.1422594142259414,0.1470588235294119,0.2297297297297296,0.2494279176201372,0.471698113207547,0.6396396396396395,0.4918032786885244,0.4072164948453609,0.3548387096774192,0.2551724137931035,0.2938388625592418,0.4368421052631579,0.1666666666666667,0.1947483588621443,0.026315789473684,-0.0777027027027027,-0.107843137254902,-0.0915141430948418,0.009242144177449,0.0769230769230768,0.0726915520628683,0.0985915492957747,0.2757009345794392,0.2297297297297296,-0.0586206896551724,-0.0854271356783918,-0.0792580101180437,-0.0650684931506849,0.0186567164179103,0.0985915492957747,-0.0162162162162161,-0.0602409638554216,0.0833333333333332,0.1691648822269806,0.1818181818181818,0.1691648822269806,0.0419847328244273,0.024390243902439,0.0148698884758364,-0.0945273631840796,-0.16,-0.1946902654867257,-0.1305732484076434,0.3317073170731708
BCPS_48-L^C06,0.0538839778252993,-0.0538839778252993,15.0,0.0501815135437028,0.0781949707199449,0.3617300594477127,1.4671602906897026,0.0784266984505363,0.0153945875871009,0.0147377310432137,4.013715430511305e-06,0.0907846970120078,0.0711673949879603,1.4622046391572043,1.5600577265471387,-0.052994350666336,-3.956,1.3847525023995613,-0.1439034415754269,-0.0128205128205127,0.0173913043478262,-0.0564516129032258,-0.1702127659574468,-0.0677290836653385,-0.0965250965250965,0.0218340611353711,0.0,-0.0168067226890756,0.1699999999999999,0.352601156069364,0.471698113207547,0.4268292682926828,0.4268292682926828,0.2648648648648648,0.2717391304347825,0.368421052631579,0.0353982300884956,0.1090047393364928,-0.040983606557377,-0.1301115241635688,-0.1612903225806452,-0.0564516129032258,0.125,0.0353982300884956,-0.0168067226890756,-0.048780487804878,0.125,0.2999999999999998,0.0173913043478262,-0.1068702290076336,-0.1,-0.2147651006711409,-0.1,-0.0859375000000001,-0.2121212121212122,-0.22,-0.2618296529968454,-0.2547770700636943,-0.1731448763250884,-0.6112956810631229,-0.6053962900505903,-0.5617977528089888,-0.5887521968365554,-0.6776859504132231,-0.6309148264984228,-0.6432926829268293,-0.6727272727272728,-0.7240566037735849
BCQE_67-L^A14,0.033033033033033,-0.033033033033033,16.0,-0.2252906976744186,-0.0463760434609778,0.8255842997524302,1.819234194122885,0.2318181818181818,3.5533980582524274,-0.2705432705431982,1.1577608543137776e-05,-0.1087693798449612,-0.1342398022249691,0.6605073781446615,-0.130776314079317,-0.1265341164038877,-0.3689024390243902,1.4844167408726625,-0.2245914707054603,-0.1375838926174497,0.3990610328638497,0.2163265306122448,-0.1902173913043479,-0.0716510903426791,-0.2766990291262136,-0.0387096774193548,0.2735042735042736,0.3796296296296295,0.8170731707317074,1.5470085470085473,0.6741573033707864,-0.5138662316476346,-0.5162337662337663,-0.6149870801033592,-0.5917808219178082,-0.5712230215827339,-0.657471264367816,-0.617948717948718,-0.7164605137963844,-0.7592891760904685,-0.7644268774703558,-0.7943409247757074,-0.744206008583691,-0.7800738007380074,-0.786073223259153,-0.7529021558872305,-0.6000000000000001,-0.3464912280701754,-0.7084148727984345,-0.7134615384615385,-0.8117498420720152,-0.8264414676761794,-0.8276460381723539,-0.8121059268600253,-0.8395261173936457,-0.8606173994387278,-0.8369803063457331,-0.8499496475327291,-0.8429926238145417,-0.8264414676761794,-0.9026461940542306,-0.8963117606123869,-0.8979801437863746,-0.891911498005078,-0.9170378619153676,-0.903183885640026,-0.9091463414634148,-0.9112038140643623
BDAJ_H9-L,0.0995056109236443,-0.0995056109236443,9.0,0.1080231596360629,0.1565847636493967,-0.1647749745474006,1.388252929953666,0.118152390438247,-0.2505688282138794,-0.0093123021789724,2.836376418621112e-06,0.0343534601599117,0.4034264931087289,1.6161457722468802,-0.0770903632613446,0.2577405495858088,-1.870206489675516,1.2925865358408286,0.3149665437662162,0.0091324200913243,0.1288659793814432,0.076167076167076,0.1060606060606059,0.1934604904632153,0.1060606060606059,0.0868486352357318,0.2586206896551724,0.2478632478632478,0.3035714285714286,0.3232628398791539,0.3435582822085889,0.3353658536585366,0.1837837837837836,0.1259640102827763,0.0554216867469878,0.2920353982300885,0.1934604904632153,0.3644859813084111,0.1902173913043476,0.1032745591939545,0.1465968586387434,0.076167076167076,0.2586206896551724,0.2514285714285713,0.3730407523510972,0.394904458598726,0.6528301886792454,0.7312252964426877,0.4038461538461537,0.331306990881459,0.4948805460750851,0.4313725490196078,0.6911196911196911,0.659090909090909,0.7109375,0.8638297872340424,0.8024691358024689,0.7312252964426877,0.825,0.8717948717948718,0.8798283261802573,0.8961038961038961,1.0758293838862558,1.201005025125628,1.1470588235294117,1.115942028985507,1.0277777777777777,1.0660377358490565
BLNT_37-L^D19,0.0135785896561866,-0.0135785896561866,7.0,0.042168209718145,0.0367000066080464,-0.0166111303655255,1.0447513582828762,0.4166199551569506,0.2141545992249644,0.0267450367480353,1.407693688472631e-07,0.0040371153490854,0.0302403693469479,0.925879775880905,-0.363045955122552,0.1315471152540642,-0.4638481402120762,1.0447513582828762,0.1053835689847067,-0.0973154362416107,0.1287878787878786,0.1037037037037036,0.0511463844797177,0.0604982206405693,0.0401396160558462,0.0567375886524823,0.0,-0.0324675324675325,0.0456140350877192,0.0604982206405693,-0.0197368421052631,-0.0099667774086378,-0.1077844311377245,-0.0996978851963746,-0.1222385861561119,-0.0066666666666667,-0.0324675324675325,-0.029315960912052,-0.0628930817610063,-0.1183431952662721,-0.1051051051051051,-0.0116086235489221,-0.0033444816053512,-0.0448717948717949,-0.0324675324675325,-0.053968253968254,0.0016806722689075,0.2213114754098359,0.2521008403361344,0.19438877755511,0.2263374485596707,0.2573839662447257,0.1686274509803922,0.2390852390852391,0.2956521739130435,0.3990610328638497,0.231404958677686,0.2928416485900216,0.6108108108108108,0.5767195767195767,0.722543352601156,0.904153354632588,1.041095890410959,1.1285714285714286,1.6026200873362444,1.504201680672269,1.328125,1.2406015037593985
BPVK_29-L,0.0500351223265826,-0.0500351223265826,8.0,-0.0175290242870172,0.3964131549512891,0.0085777237495451,1.680701742793256,0.1711783471457766,0.0607044363945084,-0.0585209781501425,8.47564755622869e-05,0.037430448052047,-0.1037136337942827,37.560711609698025,-0.1953173166868903,-0.0640711058855196,-0.3919630738855483,1.2879791940398737,-0.04995336089642,-0.0125427594070695,-0.0182835820895522,-0.0116453794139745,-0.0494942196531792,0.0209545983701979,0.0515587529976018,0.0827160493827159,0.1101265822784809,0.0461232604373758,0.069512195121951,0.1872743682310469,0.2606612362242453,0.2594542843465772,0.1851351351351351,0.0827160493827159,0.1646746347941565,0.3154999999999999,0.3935381355932204,0.1714158504007121,-0.0182835820895522,-0.1247504990019959,-0.1757518796992482,-0.2454832234012044,-0.2742068965517241,-0.2101471029720805,-0.1507424144609426,-0.1432758059264084,-0.1729016032694121,-0.1553772070626002,-0.2041742286751362,-0.2439655172413792,-0.1978658536585366,-0.2215976331360946,-0.1892141756548537,-0.2096725743466506,-0.1775554860894029,-0.1267839362761367,-0.2204444444444444,-0.2395953757225434,-0.1726415094339622,-0.2318248175182482,-0.1739403453689169,-0.0998973657201506,-0.1512903225806452,-0.0911917098445596,-0.0215693566381555,-0.0146067415730337,0.2214484679665738,0.1585204755614266
BUBP_92-L^K18,0.2239678220750029,-0.2239678220750029,7.0,-0.0803470045873642,0.1768654622374754,2.267628090246708,1.082286432160804,0.633737723859041,-0.6484868639840373,-0.1651011475215649,7.76225565891437e-06,0.0212108824998864,-0.1486173273657289,12.08039691697979,-0.0332928711667124,0.1896907690702157,-2.487125591171834,0.6945142378559463,0.1476531825222434,-0.0371352785145888,0.0725462304409672,0.118694362017804,0.1355421686746989,0.228013029315961,0.1220238095238095,0.0710227272727272,0.1511450381679389,0.1253731343283581,0.1762870514820593,0.1911532385466035,0.170807453416149,0.2380952380952381,0.1799687010954618,0.172628304821151,0.311304347826087,0.4444444444444444,0.2566666666666666,0.3585585585585586,0.1599999999999999,0.0258503401360545,-0.0245795601552393,-0.09375,0.0501392757660168,0.1744548286604361,-0.0026455026455025,-0.1313364055299538,0.0093708165997323,0.2608695652173911,-0.013089005235602,-0.0656753407682776,0.0740740740740741,0.053072625698324,-0.1470588235294118,-0.0816077953714983,-0.1935828877005347,-0.3505598621877691,-0.3273862622658341,-0.262952101661779,-0.275,-0.2679611650485437,-0.3674496644295302,-0.3768595041322313,-0.4244274809160305,-0.4309433962264151,-0.5212698412698413,-0.5084745762711864,-0.5674125071715432,-0.4540188269370022
BWQW_65-L^I10,0.0708489043185989,-0.0708489043185989,2.0,-0.059764887592243,0.2341518275538894,-0.0066568221745369,2.336651403543699,0.1770190248204611,0.2873417721518987,0.0098180129580078,7.589755705162457e-06,0.0140295177621417,0.1283810739647332,1.7782323524354653,0.4665407447237057,0.5127318180461019,-0.9324796274738066,1.5922755325502689,0.502193400724776,0.0229007633587785,-0.0223880597014926,-0.0437956204379562,-0.060931899641577,0.048,-0.0187265917602995,0.0396825396825397,0.1592920353982303,0.0826446280991737,0.2476190476190476,0.4802259887005651,0.3645833333333335,0.3645833333333335,0.3789473684210527,0.201834862385321,0.3232323232323233,0.1592920353982303,0.0781893004115226,0.1801801801801801,0.048,0.0,-0.0075757575757575,0.0115830115830117,0.0737704918032786,0.3034825870646769,0.2358490566037736,0.3299492385786802,0.5502958579881658,0.7466666666666668,0.423913043478261,0.2843137254901962,0.423913043478261,0.3575129533678758,0.6687898089171975,0.7583892617449666,0.5321637426900585,0.5057471264367817,0.7823129251700682,0.7466666666666668,0.6073619631901843,0.5321637426900585,0.207373271889401,0.1491228070175441,0.1963470319634703,0.3789473684210527,0.3299492385786802,0.3299492385786802,0.5232558139534884,0.423913043478261
