firms,absacc,acc,age,agr,chpmia,currat,depr,egr,herf,invest,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.1764841917473322,-0.1764841917473322,6.0,0.0298417381974248,0.1371808804970099,1.4365733113673806,0.0888360531719442,-0.0172312741765327,7.856393893562548e-06,0.0129425965665234,-0.0515684362707191,-0.0226952104153464,-0.0404549296561423,-0.0159622487175585,0.0293202584748197,-8.844370860927153,0.7622970110614262,0.0087158628704241,-0.0131004366812228,0.0043859649122808,0.0504587155963303,0.0315315315315314,0.0409090909090907,-0.0537190082644627,-0.1762589928057553,-0.1325757575757575,-0.2315436241610737,-0.2210884353741496,-0.2417218543046357,-0.2888198757763975,-0.338150289017341,-0.3224852071005917,-0.284375,-0.2753164556962025,-0.2417218543046357,-0.2103448275862068,-0.1702898550724636,-0.0728744939271255,0.3313953488372094,0.5016393442622953,0.8847736625514402,0.5793103448275863,0.3313953488372094,0.2213333333333333,0.2617079889807163,0.6474820143884894,0.4632587859424921,0.5631399317406143,0.5793103448275863,0.542087542087542,0.275766016713092,0.3470588235294118,0.3630952380952381,0.7414448669201521,0.6415770609318996,-0.0821643286573146,-0.289922480620155,-0.2975460122699386,-0.2975460122699386,-0.0821643286573146,-0.10546875,-0.2263513513513513,-0.0021786492374726,-0.0576131687242799,-0.3184523809523809,-0.3503546099290779,-0.4113110539845758
BALZ_07-L^I10,0.0668336944745395,-0.0668336944745395,6.0,-0.1022670079136459,0.5858518325706307,2.3278688524590168,0.2589292880648527,-0.0356373315306941,2.2154256324293413e-08,-0.0727220157844575,0.1186658019492333,0.3885810181134252,0.1460388588031494,0.1269110353010389,0.0812437596989196,-5.403284671532846,1.6461688452372356,0.0121269587783212,-0.0625,-0.0588235294117647,-0.0857142857142856,-0.0303030303030302,0.0,0.0,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3913043478260869,0.5999999999999999,0.8823529411764706,0.8823529411764706,1.4615384615384617,1.2857142857142856,1.2857142857142856,1.4615384615384617,1.4615384615384617,3.571428571428571,2.2,2.555555555555556,2.2,1.9090909090909087,1.9090909090909087,1.666666666666667,3.0,2.555555555555556,2.2,2.555555555555556,3.571428571428571,1.9090909090909087,1.2857142857142856,1.2857142857142856,1.4615384615384617,1.4615384615384617,1.2857142857142856,1.2857142857142856,1.1333333333333333,1.0,0.8823529411764706,1.0,0.8823529411764706,0.523809523809524,0.3333333333333335,0.28,0.1034482758620691,0.0666666666666666,-0.0303030303030302
BAMD_17-L^J98,0.0680238474602387,0.0680238474602387,5.0,0.1339936116089494,0.7414776081524074,1.3074417638287992,0.0554916886748485,0.0326165258015047,4.64101557486106e-08,0.0248706423079146,0.0155553291634754,0.0545495691693824,-0.0312887060005279,-13.107455441960903,-0.0284328806501611,1.6902558061258834,1.2471340226344994,0.3420321129439304,0.0792682926829269,0.0649350649350648,-0.1921182266009852,-0.2372093023255814,-0.2775330396475771,-0.3138075313807532,-0.2743362831858407,-0.2190476190476191,-0.1921182266009852,-0.163265306122449,-0.108695652173913,-0.108695652173913,-0.1717171717171717,-0.1881188118811881,-0.0939226519337017,-0.0520231213872832,0.058064516129032,0.058064516129032,0.1081081081081081,0.3015873015873014,0.2615384615384615,0.5769230769230769,0.5185185185185184,0.3015873015873014,0.2148148148148145,0.058064516129032,0.1081081081081081,0.3015873015873014,0.0789473684210526,0.0314465408805031,0.1232876712328767,0.1970802919708028,0.0314465408805031,-0.0574712643678161,-0.0681818181818182,-0.1413612565445026,0.0123456790123455,-0.215311004784689,-0.2545454545454546,-0.2511415525114155,-0.2227488151658767,-0.0574712643678161,0.0061349693251533,-0.0939226519337017,-0.267857142857143,-0.2775330396475771,-0.3970588235294118,-0.4953846153846154,-0.5591397849462366
BBEK_99-L^L95,0.1040153240088185,-0.1040153240088185,5.0,-0.231108553893364,-1.4853550086716558,1.5036918778686887,0.1199910952804986,-0.0530346544131723,3.778999039853577e-06,0.021544559519243,0.2790221516200738,0.0940661761259783,0.0868836333859889,0.0403125442838882,0.4473868543802234,-6.31140350877193,0.9768509279584912,0.0313035352748793,0.0303030303030302,-0.043478260869565,-0.1428571428571428,0.03125,0.0393700787401574,-0.0503597122302157,-0.0149253731343284,-0.043478260869565,-0.1698113207547169,-0.2048192771084336,-0.2625698324022346,-0.2369942196531791,-0.2542372881355932,-0.1851851851851852,-0.1951219512195121,-0.3465346534653465,-0.4235807860262008,-0.3972602739726026,-0.4612244897959183,-0.3972602739726026,-0.4159292035398229,-0.3015873015873015,-0.2369942196531791,-0.2747252747252747,-0.383177570093458,-0.6363636363636364,-0.6615384615384615,-0.5950920245398772,-0.6641221374045801,-0.6589147286821706,-0.5950920245398772,-0.6544502617801047,-0.7117903930131004,-0.7167381974248928,-0.7354709418837675,-0.7338709677419355,-0.7306122448979592,-0.7317073170731707,-0.725,-0.7167381974248928,-0.6937354988399071,-0.649867374005305,-0.6422764227642277,-0.6553524804177546,-0.6184971098265896,-0.628169014084507,-0.6083086053412463,-0.6517150395778364,-0.6432432432432432
BBNH_32-L^L97,0.0941213096041093,-0.0941213096041093,7.0,0.0584214461176973,-0.4532905826944568,1.5184088023698687,0.082804923535994,-0.0117427275153456,0.0001420530281061,0.0290505179963686,0.0201809140922555,0.0603853800386032,0.0513799998694222,0.0551240028576519,0.0679817398072598,-2.196125907990315,0.9509098603470164,0.0261594843927713,0.0072815533980583,-0.0305882352941175,-0.134453781512605,-0.0884955752212388,-0.1196581196581195,-0.1398747390396659,-0.134453781512605,-0.0119904076738608,0.0098039215686274,-0.0096153846153845,-0.0945054945054943,-0.0143540669856457,-0.041860465116279,0.0172839506172839,0.0048780487804878,-0.0462962962962962,-0.0925110132158589,-0.0657596371882086,-0.1139784946236559,-0.0782997762863534,0.0,0.0248756218905474,0.0618556701030927,-0.0236966824644548,-0.0945054945054943,-0.1953125,-0.1505154639175256,-0.0699774266365688,-0.1004366812227074,-0.1196581196581195,-0.0657596371882086,0.0024330900243307,-0.0328638497652581,-0.0096153846153845,-0.019047619047619,0.0483460559796438,0.1135135135135134,0.0729166666666667,0.0147783251231528,0.0274314214463842,0.1256830601092895,0.2447129909365559,0.2189349112426035,0.3687707641196014,0.492753623188406,0.5259259259259259,0.4767025089605734,0.2522796352583587,0.2638036809815951
BBOU_00-L,0.0623692951162504,-0.0623692951162504,5.0,-0.0267022696929239,-0.6353171062483551,1.4648602878916173,0.08,0.0442453094371324,2.548019744802416e-05,0.0033984706881903,0.0149587681894751,0.0828346456692913,-0.0566603833357592,0.0751568911311976,0.1611255683605479,-1.170900692840647,0.6934801016088061,0.0817867253853413,0.0177514792899406,-0.0714285714285714,-0.0881294964028776,-0.0628465804066543,-0.1578073089700995,-0.1702127659574468,-0.0831826401446654,-0.0781818181818181,0.00996015936255,0.0346938775510203,-0.1392190152801357,-0.059369202226345,-0.0798548094373864,-0.0680147058823529,-0.0897666068222621,-0.1197916666666666,-0.0287356321839079,-0.0469924812030074,-0.1507537688442209,-0.2151702786377708,-0.1796116504854368,-0.1848874598070738,-0.1605960264900662,-0.1952380952380952,-0.1965134706814578,-0.2736389684813753,-0.278805120910384,-0.2065727699530515,-0.2576866764275256,-0.2341389728096676,-0.1377551020408163,-0.1151832460732984,-0.1633663366336633,-0.1521739130434782,-0.1478991596638655,-0.1089630931458699,-0.0962566844919786,-0.0962566844919786,-0.0342857142857142,-0.021235521235521,0.0879828326180258,0.1575342465753426,0.1522727272727273,0.1845794392523365,0.2396088019559903,0.2933673469387756,0.2305825242718446,0.0856531049250535,0.1045751633986928
BBQS_26-L^G99,0.1019565364565703,-0.1019565364565703,5.0,-0.0744361882414288,-0.0153951334715086,1.816738019610551,0.1171183628318584,0.0015847860538827,4.549130249024858e-05,-0.0365445617694346,0.025850483753081,0.1145323901568079,0.045695334047718,0.1755020154803306,0.1335075005968153,-2.395546129374337,1.1847811075818258,0.0507889320832381,0.1111111111111111,-0.0496894409937889,-0.0946745562130176,-0.0946745562130176,-0.1257142857142856,-0.1452513966480446,-0.0377358490566037,-0.0064935064935065,-0.0670731707317072,-0.0316455696202532,-0.0946745562130176,0.0337837837837837,0.0625,0.02,-0.0254777070063694,-0.04375,-0.0496894409937889,0.0551724137931035,0.150375939849624,0.3076923076923077,0.4433962264150943,0.8,0.53,0.2047244094488189,-0.0377358490566037,-0.1452513966480446,-0.2193877551020407,-0.0613496932515336,-0.0064935064935065,-0.0783132530120481,-0.0838323353293413,-0.0838323353293413,-0.2233502538071066,-0.2949308755760368,-0.347547974413646,-0.3447537473233404,-0.2608695652173912,-0.3557894736842105,-0.3780487804878049,-0.3780487804878049,-0.3029612756264236,-0.0755287009063444,-0.3651452282157676,-0.3729508196721312,-0.3904382470119522,-0.3677685950413223,-0.3999999999999999,-0.4466546112115732,-0.4486486486486486
BBTU_63-L^C18,0.0756665564763413,-0.0756665564763413,5.0,-0.1071698276048071,0.0936728272941291,1.0427051057523913,0.0386104538610453,-0.1388092964024196,3.888014718531567e-05,-0.0570479211167928,-0.2786642388578921,0.2608089382980883,-0.2913626079774886,0.0785722427503697,0.1877490966134152,-12.864341085271317,0.7697696349184966,0.0195847833913357,0.1126005361930295,-0.0508905852417302,-0.1692650334075723,-0.2046908315565032,-0.2686274509803921,-0.2418699186991869,-0.048469387755102,0.0247252747252746,-0.1012048192771085,-0.1784140969162996,-0.2340862422997947,-0.185589519650655,-0.182017543859649,-0.1365740740740741,-0.0508905852417302,-0.1223529411764705,-0.2063829787234042,-0.2599206349206349,-0.1541950113378685,-0.2029914529914529,-0.1119047619047619,-0.1012048192771085,0.0811594202898551,-0.1264637002341919,-0.249496981891348,-0.3421516754850088,-0.3865131578947368,-0.2700587084148729,-0.3339285714285713,-0.2642998027613412,-0.3339285714285713,-0.3444639718804921,-0.3814262023217247,-0.4032,-0.4457652303120357,-0.4051036682615629,-0.325497287522604,-0.3915171288743883,-0.4305343511450381,-0.4424514200298953,-0.3983870967741936,-0.2962264150943395,-0.3421516754850088,-0.3875205254515599,-0.3915171288743883,-0.3315412186379928,-0.4261538461538461,-0.495945945945946,-0.5155844155844156
BBVN_02-L^I99,0.5245763898613639,-0.5245763898613639,6.0,-0.2393984220907298,-7.819298056960535,0.9021636876763875,0.2511415525114155,-1.0881612090680102,3.388783759850037e-07,-0.2583826429980275,-0.291266323325414,0.9954648526077096,-0.3162074908422503,0.0743217840527967,0.036698717948718,-1.0782959124928038,0.6081843838193792,-0.0466346153846153,0.0617283950617282,-0.1098901098901098,-0.1195652173913043,-0.3671875,-0.4,-0.4374999999999999,-0.3360655737704917,-0.3720930232558139,-0.4413793103448276,-0.4130434782608695,-0.5970149253731343,-0.5317919075144508,-0.4873417721518988,-0.5290697674418604,-0.5423728813559322,-0.5317919075144508,-0.5824742268041236,-0.6301369863013698,-0.6383928571428572,-0.6009852216748768,-0.564516129032258,-0.5397727272727273,-0.5263157894736842,-0.5120481927710843,-0.5909090909090908,-0.6848249027237354,-0.7032967032967032,-0.6720647773279352,-0.6772908366533864,-0.6920152091254752,-0.6896551724137931,-0.6811023622047243,-0.6884615384615385,-0.6625,-0.6759999999999999,-0.6707317073170731,-0.6267281105990783,-0.6415929203539823,-0.6284403669724771,-0.6142857142857143,-0.6048780487804877,-0.564516129032258,-0.6367713004484304,-0.6048780487804877,-0.5736842105263158,-0.554945054945055,-0.554945054945055,-0.6029411764705882,-0.6048780487804877
BCPS_48-L^C06,0.0259555980708677,-0.0259555980708677,5.0,0.0568800419754705,0.5744159711028847,1.5186807685086674,0.0438803930842398,0.1984865576236135,7.113276340296256e-05,0.0084442841214666,0.2858855215332211,-0.1159215178167079,0.4173323524505438,0.2062359531384034,0.0289317894324944,-0.4036697247706422,1.2274860754740595,0.0393603936039361,0.0265625,0.0272873194221507,-0.0973201692524682,-0.0764790764790763,-0.0588235294117646,-0.0921985815602836,-0.0092879256965943,0.0207336523125998,0.1327433628318584,0.1510791366906476,-0.0123456790123457,-0.037593984962406,0.0355987055016182,0.0756302521008402,0.1327433628318584,0.1169284467713787,0.1387900355871887,0.1531531531531531,0.26984126984127,0.3034623217922607,0.4159292035398232,0.6410256410256412,1.0,0.8934911242603552,0.5311004784688997,0.2598425196850393,0.2673267326732673,0.542168674698795,0.7391304347826086,0.4678899082568808,0.4953271028037382,0.5201900237529693,0.2723658051689861,0.2307692307692308,0.1636363636363638,0.1449016100178892,0.2213740458015267,0.2167300380228138,0.1408199643493761,0.1228070175438595,0.1307420494699647,0.3530655391120507,0.2673267326732673,0.2903225806451615,0.419068736141907,0.4349775784753364,0.2549019607843139,0.0526315789473683,0.0440456769983688
