firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,ps,quick,roic,salerec,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0384875324582933,-0.0384875324582933,2.0,0.4040533606977937,5.96932594964091e-07,0.5411636195622619,-0.0046413787486303,1.0,1.1029371770465053,-0.0580303806110257,1.0480661071212252e-07,1.288721462368283e-06,0.4485206088592441,2.2965275344905365,-0.1773507241730069,-0.1748476712829036,-0.445430094070902,-0.3420575088326967,-0.558307533539732,2.0,0.7247756323089475,0.1146785928843201,4.288523773960668,0.1213304693093797,0.978866005669164,0.078556263269639,0.0064102564102563,-0.0084210526315789,-0.1163227016885554,-0.2798165137614679,-0.254746835443038,-0.2652106084243369,-0.1619217081850533,-0.2016949152542373,-0.2123745819397994,-0.2629107981220657,-0.3203463203463204,-0.315406976744186,-0.3063328424153166,-0.2439807383627609,-0.2852807283763278,-0.2570977917981072,-0.2353896103896103,-0.2030456852791878,-0.1663716814159292,-0.1293900184842884,-0.1229050279329608,-0.1405109489051095,-0.0187499999999999,-0.0484848484848485,-0.1373626373626373,-0.1079545454545455,-0.0782778864970646,-0.1341911764705883,-0.1277777777777778,-0.1277777777777778,-0.1589285714285714,-0.080078125,-0.0504032258064516,-0.0167014613778705,0.0852534562211981,0.2297650130548303,0.2265625,-0.1879310344827586,-0.1962457337883959,-0.2016949152542373,-0.1634103019538187,-0.0617529880478087,0.0261437908496733,0.0374449339207048,0.0085653104925054,0.1459854014598538,0.2170542635658914,0.3305084745762712
BACQ-L^J02,0.0364670251560665,0.0364670251560665,13.0,-0.0214014919897272,1.71376841471884e-06,1.5536580281003372,-0.022651249742612,1.0,0.9886275120735316,-0.0005420788724759,2.2377748927108377e-07,1.4090027862855125e-06,0.0710529534058945,1.0689230613492875,-0.0239324690231623,-0.0490482891448421,-0.0490903334662364,-0.037555407369483,0.6126687435098657,3.0,0.5309238199096433,0.0589946553007238,22.376397515527948,-0.0094583447896618,0.5893773466953347,-0.1348314606741573,0.2898550724637683,0.2191780821917808,-0.1188118811881188,-0.1603773584905661,-0.2393162393162392,-0.526595744680851,-0.4026845637583892,-0.44375,-0.4971751412429378,-0.5364583333333333,-0.5679611650485437,-0.5459183673469388,-0.5459183673469388,-0.6212765957446809,-0.6666666666666666,-0.6576923076923077,-0.611353711790393,-0.5761904761904761,-0.5801886792452831,-0.5801886792452831,-0.5637254901960784,-0.5594059405940595,-0.4733727810650887,-0.47953216374269,-0.5721153846153846,-0.531578947368421,-0.5505050505050505,-0.6061946902654867,-0.6147186147186148,-0.6244725738396625,-0.6367346938775511,-0.6276150627615062,-0.6337448559670782,-0.6322314049586777,-0.600896860986547,-0.6096491228070176,-0.6352459016393442,-0.693103448275862,-0.6993243243243243,-0.7183544303797469,-0.7236024844720497,-0.7236024844720497,-0.7192429022082019,-0.6972789115646258,-0.6798561151079137,-0.6666666666666666,-0.6877192982456141,-0.6590038314176245
BALZ-L^I10,0.0803609798023206,-0.0803609798023206,2.0,-0.1648264984227128,1.51844781546198e-06,1.3765854350460562,-4.5187371565979895e-05,1.0,1.3601496725912068,-0.0581573308846036,4.4413488265056295e-08,3.877045878222428e-08,-0.0481072555205047,0.100668634408198,0.0812569324248937,-0.0169722940626205,-0.1068325062656209,-0.3196366065195883,-10.388888888888898,4.0,0.902712815715622,0.1074914993967313,3.6439024390243904,-0.1346655082536924,5.569455769383224,-0.1904761904761903,-0.125,-0.16,-0.2758620689655172,-0.3,-0.3636363636363636,-0.4166666666666666,-0.3823529411764707,-0.4473684210526316,-0.4166666666666666,-0.4324324324324324,-0.3823529411764707,-0.4,-0.3636363636363636,-0.4324324324324324,-0.4,-0.4473684210526316,-0.4750000000000001,-0.4750000000000001,-0.553191489361702,-0.625,-0.6440677966101696,-0.671875,-0.631578947368421,-0.6379310344827587,-0.65,-0.6037735849056605,-0.6111111111111112,-0.6557377049180328,-0.6440677966101696,-0.5625,-0.5882352941176471,-0.5625,-0.5961538461538463,-0.65,-0.631578947368421,-0.5882352941176471,-0.65,-0.78125,-0.7692307692307693,-0.79,-0.78125,-0.7835051546391752,-0.7469879518072289,-0.6865671641791045,-0.7,-0.625,-0.6037735849056605,-0.5961538461538463
BBEK-L^L95,0.0715290147182902,0.0715290147182902,2.0,0.1881025641025642,1.6358780763935737e-07,0.1483044666101624,0.0150213190921558,1.0,1.2113502935420746,0.1189962223421477,7.053170968390908e-08,5.883634887855811e-07,0.1209230769230769,6.296796525654955,-0.1305661043733276,-0.1374161694793008,-0.0775669951964783,-0.1312287939240664,0.4267337807606272,5.0,0.8818304982688546,0.2149340825588934,3.533697632058288,0.1884827445374719,0.437333104038817,-0.0365535248041776,0.106936416184971,0.0788732394366198,0.1364985163204748,0.0105540897097624,0.035135135135135,0.0213333333333334,0.1712538226299693,0.1432835820895521,0.1968749999999999,0.1606060606060606,0.1198830409356725,0.0942857142857143,0.1712538226299693,0.2082018927444795,0.0521978021978022,0.1133720930232558,0.2640264026402641,0.2809364548494983,0.2516339869281045,0.2895622895622896,0.343859649122807,0.4291044776119401,0.6580086580086579,0.6508620689655173,0.49609375,0.5443548387096775,0.6724890829694323,0.5019607843137257,0.4562737642585552,0.4730769230769229,0.4562737642585552,0.602510460251046,0.5506072874493926,0.4398496240601504,0.5506072874493926,0.7252252252252251,0.3978102189781021,0.0758426966292133,0.0521978021978022,0.1198830409356725,0.0609418282548477,0.0758426966292133,-0.4143730886850153,-0.3762214983713354,-0.4080370942812983,-0.3700657894736842,-0.2827715355805242,-0.2972477064220183
BBIO-L^E18,0.0188766916419817,0.0188766916419817,2.0,-0.0457434733257661,7.98136390841558e-07,0.7235697661947247,-0.0116916156086958,1.0,1.3150136487716106,0.02255299954894,1.0925819436457737e-07,1.807528860570452e-06,-0.0199205448354143,2.11656796466939,0.0520743925854686,0.0674068232221226,0.1075902599495932,0.1444704701694206,0.3490870032223412,5.0,0.7175614194722475,0.0418392990558989,6.660790075089781,-0.0352295833924432,0.9972836935807092,0.0030487804878049,0.1194539249146755,0.0479233226837061,-0.0492753623188406,-0.127659574468085,-0.198044009779951,-0.1568123393316196,-0.1502590673575129,-0.163265306122449,-0.1413612565445026,-0.2354312354312354,-0.2562358276643991,-0.1820448877805486,-0.1458333333333333,-0.2407407407407408,-0.2807017543859649,-0.2459770114942528,-0.1696202531645571,-0.1589743589743589,-0.1480519480519481,-0.1013698630136986,-0.0786516853932585,-0.0708215297450425,0.1043771043771042,0.0614886731391586,-0.0120481927710843,0.0718954248366012,0.0718954248366012,-0.0208955223880598,0.0479233226837061,0.0347003154574132,0.0614886731391586,0.1232876712328767,0.0154798761609906,0.0445859872611464,0.1756272401433691,0.3015873015873014,0.2148148148148145,-0.2038834951456311,-0.163265306122449,-0.1921182266009852,-0.098901098901099,-0.0208955223880598,-0.0060606060606061,0.0614886731391586,-0.0601719197707737,0.0123456790123455,0.2014652014652014,0.1970802919708028
BBNH-L^L97,0.0380200105318588,0.0380200105318588,2.0,-0.0156739811912225,5.061230585424133e-07,0.4588380474033443,0.0100893311607416,1.0,1.229109454688113,0.2112223016440314,9.468339307048984e-08,3.832135577095551e-05,0.0096133751306165,16.632288192165607,0.1214838567818624,0.1250208989048739,-0.0527169641369446,-0.1341994359513619,0.5694006309148265,6.0,0.6998823067869753,0.0920231972863551,7.367843137254902,0.0103248010324801,0.6787140711924909,0.1212624584717609,0.0905797101449275,0.1127541589648797,0.0788530465949819,-0.0851063829787235,-0.0766871165644171,-0.0519685039370079,0.1025641025641024,0.0308219178082191,0.0749999999999999,-0.0098684210526316,-0.0414012738853504,0.0561403508771929,0.1689320388349513,0.0415224913494809,-0.0489731437598737,0.0117647058823529,0.0886075949367086,0.1231343283582087,0.0487804878048778,0.0985401459854014,0.1666666666666665,0.1780821917808217,0.3999999999999999,0.3407572383073496,0.3377777777777777,0.2386831275720162,0.2336065573770491,0.2186234817813763,0.1827111984282907,0.1827111984282907,0.231083844580777,0.2835820895522385,0.2835820895522385,0.3259911894273126,0.3407572383073496,0.5968169761273208,0.4937965260545904,0.0579964850615113,0.1273408239700373,0.0807899461400358,0.125233644859813,0.0561403508771929,0.216161616161616,0.303030303030303,0.1827111984282907,0.2186234817813763,0.3172866520787745,0.2835820895522385
BBOU-L,0.0082929119073697,0.0082929119073697,2.0,0.0626109407777957,4.968608555993576e-07,0.4504411742688059,0.0052507187641895,1.0,1.5523809523809524,0.1128188358404185,8.132574098408529e-08,2.742361675811685e-06,0.0164595772147813,17.012327035266164,0.1863064098878988,0.3256023457090976,0.1657890470951523,0.2128012157174904,0.0951526032315978,5.0,0.746218487394958,0.1028215336679937,3.068376068376069,0.1820319849482596,0.7448502923726991,0.0283783783783784,0.0466760961810466,0.0930576070901034,0.0393258426966292,-0.0830235439900867,-0.0680100755667506,-0.0463917525773195,0.1061285500747384,0.1044776119402985,0.1314984709480122,0.1127819548872179,0.0787172011661807,0.1384615384615384,0.2395309882747069,0.3051146384479719,0.2457912457912456,0.3678373382624769,0.4682539682539683,0.5163934426229508,0.5913978494623655,0.6894977168949772,0.8639798488664987,0.9023136246786632,1.2155688622754497,1.25609756097561,1.1764705882352944,1.3052959501557635,1.4342105263157894,1.2629969418960243,1.2356495468277946,1.2839506172839503,1.3492063492063493,1.5084745762711864,1.4503311258278146,1.5694444444444446,1.5694444444444446,2.008130081300813,1.890625,0.9733333333333334,1.0903954802259888,1.0218579234972678,1.0612813370473535,1.0728291316526612,1.2289156626506026,1.3717948717948718,1.249240121580547,1.534246575342466,1.5605536332179932,1.5605536332179932
BBQS-L^G99,0.0908950855030041,0.0908950855030041,2.0,0.1978555304740406,4.110073407894231e-07,0.3726086028551419,-0.0063158454669276,1.0,1.3128398159765788,0.0400700252869092,1.0500019216726241e-07,7.715714068036396e-06,0.1992099322799096,3.2314479276579817,-0.0938294733828112,-0.1440016843354568,-0.0882925358991724,-0.0910158972965051,1.2957540263543186,3.0,0.6630071099958176,0.1253616200578592,8.237639241743208,0.1428881297109701,0.4696934880182631,-0.0120967741935482,-0.0274509803921567,0.0081300813008129,-0.0424710424710423,-0.1174377224199288,-0.1205673758865247,-0.0606060606060606,0.0553191489361701,0.1022222222222222,-0.0461538461538462,-0.0780669144981413,-0.1388888888888888,-0.0711610486891385,-0.1046931407942238,-0.1677852348993288,-0.2,-0.1205673758865247,-0.084870848708487,-0.084870848708487,-0.0780669144981413,-0.084870848708487,-0.1014492753623187,-0.0981818181818181,0.0376569037656904,-0.03125,-0.0676691729323308,-0.0570342205323193,-0.0424710424710423,-0.1111111111111111,-0.1448275862068965,-0.0948905109489052,-0.1079136690647482,-0.088235294117647,-0.1358885017421602,-0.164983164983165,-0.1236749116607773,0.087719298245614,-0.0274509803921567,-0.2832369942196532,-0.2321981424148607,-0.2345679012345679,-0.176079734219269,-0.1448275862068965,-0.0534351145038168,-0.0197628458498022,-0.1564625850340135,0.0782608695652173,0.1481481481481481,0.1324200913242008
BBTK-L^C11,0.078929135604024,0.078929135604024,2.0,0.2504053885493326,6.321715936546405e-07,0.5731103824664968,0.0001407120605364,1.0,2.7671353251318105,0.0462215700660309,6.02173736358733e-08,5.5686304252243094e-08,0.1534863415242608,3.36180373475548,0.0495322586491923,0.055220714303352,0.2181679765610405,-0.2007955928805357,1.7472392638036818,5.0,2.703280609256005,-0.0214343928280358,2.6624535315985134,0.3595292331055431,0.52230403515424,-0.1066350710900473,-0.040909090909091,-0.0684326710816778,-0.156,-0.0495495495495497,0.0217917675544794,0.0317848410757946,0.1689750692520775,-0.2883642495784149,-0.3127035830618893,-0.3354330708661417,-0.2786324786324786,-0.234119782214156,-0.1868978805394991,-0.1643564356435644,-0.2007575757575758,-0.1853281853281853,-0.1370143149284253,-0.0865800865800866,-0.0963597430406852,-0.0622222222222222,-0.0387243735763097,-0.1474747474747475,-0.128099173553719,-0.0905172413793103,-0.1593625498007967,-0.2450805008944544,0.1047120418848166,-0.0963597430406852,-0.0663716814159292,0.0242718446601941,0.0445544554455445,0.2485207100591715,0.440273037542662,0.3525641025641024,0.5571955719557196,1.0288461538461535,0.75103734439834,0.1134564643799471,0.1467391304347824,0.0876288659793813,0.3482428115015974,0.6293436293436294,0.7224489795918365,0.7224489795918365,1.3060109289617483,1.24468085106383,1.62111801242236,1.9305555555555556
BBTU-L^C18,0.0138618936756444,0.0138618936756444,2.0,0.0044096241116532,1.1783418415579504e-06,1.068254173819276,0.0028748876926189,1.0,1.4236011477761834,0.0242409301943383,1.0824352429570809e-07,6.272219200892207e-06,0.0457444986728315,5.2549684736179145,-0.0050267590210379,-0.0850543795483027,-0.1819425871397172,0.3305408730889111,0.2834061135371173,3.0,1.090028694404591,0.0574990736502539,21.12562534741523,0.0385298538051646,0.5132056119103816,-0.0681818181818182,-0.0075187969924812,0.090909090909091,-0.0638297872340424,-0.1775700934579438,-0.2095808383233531,-0.1724137931034481,0.0038022813688214,-0.1111111111111111,-0.0989761092150171,-0.1724137931034481,-0.2258064516129032,-0.1428571428571428,-0.0638297872340424,-0.1999999999999999,-0.2072072072072072,-0.1975683890577507,-0.0927835051546391,-0.5448275862068965,-0.5294117647058824,-0.5173674588665447,-0.5056179775280898,-0.4698795180722892,-0.3917050691244239,-0.380281690140845,-0.4210526315789473,-0.4107142857142857,-0.380281690140845,-0.3958810068649885,-0.3860465116279069,-0.3592233009708737,-0.3497536945812807,-0.3333333333333332,-0.2826086956521739,-0.2707182320441988,-0.1801242236024844,-0.095890410958904,-0.25,-0.4197802197802197,-0.4040632054176072,-0.4197802197802197,-0.3773584905660377,-0.3917050691244239,-0.4013605442176871,-0.380281690140845,-0.4146341463414633,-0.3432835820895521,-0.3107049608355091,-0.2605042016806722
