firms,age,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,depr,ep,herf,invest,lev,ms,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,tb,agr,egr,grltnoa,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
FUYP-L,18.0,1.1420341193667047e-06,0.4189622777946534,0.0800014005869228,0.6041535693121018,1.139474047834471,0.1163025050693907,1.0,0.0508390812007133,3.583075527169581e-07,5.0780255992832484e-08,0.0741549909068699,7.618755903740363e-07,3.0,0.5607669112460292,-0.1997336115354719,0.180397870060262,-0.2818321453264316,0.5780941320974444,0.0437550871652136,0.0742005050708741,1.0410418838831743,0.0164149523702364,-0.1088482088791767,-0.0110257150730115,0.2814363178066325,0.266930508207518,0.0130624092888245,-0.0199146514935989,-0.0733019502353732,-0.061307901907357,-0.0476848652384244,-0.0776439089692101,-0.0739247311827957,-0.0529209621993128,-0.061307901907357,-0.0213068181818182,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302,-0.3581741965533302
FVBT-L,24.0,8.522143594621011e-07,0.3126401069414168,0.1715963838077506,0.1628107309869554,1.915872257138958,0.0370997205226683,1.0,0.5929721815519766,4.267334132515456e-08,7.100837591946027e-11,0.0963243203145283,7.014113635981553e-07,3.0,0.0204405520032429,0.1915296583775981,-0.09874532584658,0.4467892076843957,-0.0497490128669828,0.011928715148031,0.0219375528615731,0.2150836285574661,0.9323838136567636,0.5896095227500276,0.1678472046546923,1.618390292775242,0.8550128918949219,0.0192307692307691,-0.1148936170212766,-0.1843137254901959,-0.1333333333333333,-0.140495867768595,-0.0956521739130433,0.0,-0.1612903225806451,-0.140495867768595,-0.2238805970149253,-0.3157894736842105,-0.1072961373390557,-0.1612903225806451,-0.1679999999999999,-0.3734939759036144,-0.4597402597402598,-0.3459119496855346,-0.282758620689655,-0.3246753246753247,-0.3290322580645161,-0.2571428571428571,-0.1072961373390557,-0.1937984496124031,-0.1843137254901959,-0.251798561151079,-0.3066666666666666,-0.3696969696969696,-0.3066666666666666,-0.2701754385964912,-0.2949152542372881,-0.3020134228187919,-0.2238805970149253,-0.063063063063063,-0.063063063063063,-0.0956521739130433,0.1555555555555556,0.2235294117647059,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.6640000000000001,0.9259259259259258,1.8888888888888893,1.8888888888888893,1.8888888888888893,2.2,2.0588235294117645,1.1224489795918369
FVHT-L,17.0,2.78662607363542e-07,0.1022291004597725,0.055492313710286,0.2653756525793319,0.921866851638216,-0.0341866900040407,1.0,0.1590505556616265,1.3480984828807694e-07,5.1060116526448175e-08,0.1090171832565594,4.99467165228148e-07,3.0,0.6301558425287915,-0.1244023428779742,0.2006153242103529,-0.2421558709878616,-69.88981375238238,0.0191481413202065,0.0471239929217966,0.6302089682712266,-0.2193105917615224,-0.167096202295958,-0.0629252471154189,-0.2506414194341053,-0.3865014018505303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FVIX-L,5.0,2.345032763059801e-07,0.0860289768277187,0.0644204466739434,0.22392863361963,1.9451528689517292,-0.0026824442500857,1.0,0.0972070371715299,5.1289795090663577e-08,2.7266321721647802e-08,0.090828087878441,3.4493381742398137e-07,4.0,0.7483440841282211,-0.1752256105676082,0.0489879077538451,0.1129394398922334,-0.0750908908138176,0.024949229314586,0.070851711970006,0.4468275324534042,0.3244655979336335,0.300502088081111,0.1576631339398669,0.3417776907497675,0.1503793800237061,0.0219435736677116,-0.0294117647058822,-0.0468127490039839,-0.0062305295950155,0.0825791855203621,0.1420047732696896,0.1628189550425274,0.226923076923077,0.1670731707317074,0.2022613065326632,0.1406436233611441,0.226923076923077,0.1656516443361753,0.2862903225806452,0.1844059405940594,0.1756756756756756,0.1447368421052632,0.1102088167053365,0.2509803921568627,0.2880215343203232,0.3632478632478633,0.3690987124463518,0.463302752293578,0.4500000000000002,0.5435483870967741,0.4768518518518518,0.4976525821596245,0.4478063540090771,0.5287539936102237,0.4115044247787611,0.4837209302325582,0.5047169811320755,0.600334448160535,0.595,0.7089285714285716,0.8838582677165354,0.7689463955637708,0.898809523809524,0.9294354838709676,1.002092050209205,1.0361702127659576,0.9610655737704918,0.898809523809524,1.1505617977528089,1.089519650655022,0.8125,0.8950495049504952,0.6789473684210525,0.7089285714285716
FVKF-L^J22,14.0,5.970576713658841e-06,2.190342983000681,0.0190529238496495,0.053920707350888,0.2925576307570812,-0.2585098140468633,1.0,0.0461017313653166,-1.350924820130807e-07,1.0715512374579196e-08,0.033877342907638,2.8179020646845403e-06,3.0,0.179695176713621,0.1979659736079689,-0.6540549571639559,-0.1130390872455562,-14.74475758621254,-0.0010302104869544,-0.0014576171179794,1.7291273734030002,0.0092501896989875,-0.0487307091632329,0.0123202460551674,0.1589163178848117,-0.0669192954710427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FVNI-L^A23,8.0,9.146232827982624e-07,0.335535206336634,0.0302109249973186,0.0546685283403061,1.2581100764741056,0.0433885744613137,1.0,0.1076962007369795,-1.0356974970703417e-07,2.3253817167332282e-07,0.0566930420450214,1.8608523617930364e-06,4.0,0.7096874337221659,0.1133887246076061,-0.200702461156226,0.1351364539687782,0.1162075194576263,-0.0085496679516548,-0.0321136567313626,1.7291273734030002,-0.0424252147506816,-0.0907079834932162,-0.116042092145941,-0.0167640658156876,0.0871731642100528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FVSF-L^A11,17.0,3.553179182242502e-07,0.1303505752026363,0.0122350460548218,0.0995586308275393,2.285496803215695,-0.1252986851587565,1.0,0.6188050930460333,9.35811104187038e-08,2.751860258868666e-09,0.0016002172988804,1.1828776510967835e-06,2.0,0.0667709683944647,-0.6540715611034493,0.0345441591610301,0.7927246889100372,-0.0112580951845218,0.0120889605271734,0.052412517342377,0.6401364142097733,-0.003560631111531,0.3199715128700783,0.014498626150174,-0.073246790401602,-0.2072753110899627,0.2019230769230768,-0.1544715447154471,-0.1875,-0.0714285714285715,-0.0714285714285715,-0.140495867768595,-0.1937984496124031,-0.1034482758620688,-0.251798561151079,-0.2624113475177304,-0.3734939759036144,-0.3375796178343949,-0.2463768115942027,-0.2676056338028169,-0.3333333333333333,-0.1937984496124031,-0.2571428571428571,-0.3112582781456954,-0.2238805970149253,-0.11864406779661,-0.111111111111111,0.04,-0.2352941176470588,-0.2571428571428571,-0.2180451127819549,-0.5162790697674418,-0.4408602150537635,-0.48,-0.5398230088495575,-0.4951456310679611,-0.675,-0.654485049833887,-0.6729559748427674,-0.6895522388059702,-0.688622754491018,-0.6285714285714286,-0.5702479338842975,-0.4926829268292683,-0.4408602150537635,-0.48,-0.4747474747474747,-0.5185185185185186,-0.5438596491228069,-0.4157303370786517,-0.5094339622641509,-0.6119402985074627,-0.6413793103448275,-0.7739130434782608,-0.8206896551724138
FVSW-L,17.0,2.4003124284339776e-07,0.0880569455309422,0.1388752254467945,0.1086468975828557,1.4104633215066196,-0.0083898954116869,1.0,0.4229249011857707,4.639851873999874e-08,2.017207514002483e-08,-0.0159662323362084,6.088219009136006e-07,3.0,0.4322165749430359,0.128792517953571,-0.1100953645581837,0.0960784376194724,0.2383684579611722,0.016769051967458,0.0593419506462984,0.4309679167752158,0.1053404294365938,-0.0212765957446809,0.11018131101813,0.1639255864114317,0.100921052631579,0.1006493506493506,-0.0374999999999999,-0.019108280254777,0.2622950819672132,0.2520325203252034,0.3275862068965518,0.3999999999999999,0.6739130434782608,0.7206703910614525,0.6830601092896174,0.7401129943502824,0.8224852071005919,1.0810810810810811,1.2000000000000002,1.0810810810810811,1.0810810810810811,1.1388888888888888,1.2647058823529411,1.3692307692307693,1.6551724137931036,1.5245901639344264,1.701754385964913,1.7747747747747744,1.425196850393701,1.75,1.9056603773584904,1.701754385964913,1.3333333333333337,1.2647058823529411,1.5666666666666669,1.3692307692307693,1.9902912621359223,2.019607843137255,1.7747747747747744,1.75,1.7256637168141595,1.851851851851852,1.9902912621359223,2.5,2.276595744680851,2.08,1.851851851851852,1.75,1.878504672897196,2.142857142857143,1.9056603773584904,1.851851851851852,1.5666666666666669,1.610169491525424
FVSZ-L,17.0,3.300998388758527e-07,0.1210991668723232,0.1508030933967876,0.1152446895904236,1.3326579069586837,-0.0092387312336763,1.0,0.1497844827586207,4.5477551187593007e-08,1.2396135107775353e-08,0.0033328043167751,5.40045920352667e-07,3.0,0.4717970572364341,-0.4703846779440468,-0.0337932737013597,0.1325803630100348,0.0238344494058939,0.0190794357832219,0.0502935420743639,0.7663178132126931,0.068877955880019,0.3035714285714285,-0.016416078551702,-0.0370882285187745,0.0678931943992183,0.0526315789473685,-0.126112759643917,-0.1235119047619047,-0.1274074074074074,-0.1426491994177584,-0.0709779179810725,-0.0530546623794212,0.0593525179856115,0.0261324041811845,0.0461811722912965,0.0315236427320488,0.1851106639839035,0.2020408163265303,0.24,0.1617357001972386,0.2973568281938326,0.2776572668112798,0.5418848167539267,0.4365853658536585,0.4192771084337348,0.5025510204081631,0.3858823529411763,0.4507389162561577,0.2020408163265303,0.2945054945054945,0.2169421487603304,0.2639484978540771,0.2020408163265303,0.2478813559322032,0.3826291079812207,0.369767441860465,0.3059866962305986,0.3891509433962263,0.2169421487603304,0.3118040089086857,0.4615384615384614,0.4436274509803921,0.7272727272727271,0.8878205128205126,0.9503311258278144,0.956810631229236,1.0594405594405596,0.8179012345679011,1.1111111111111112,1.1035714285714286,0.6544943820224718,0.5833333333333333,0.5418848167539267,0.3059866962305986
FVTE-L,7.0,1.7811101757873598e-07,0.0653411280448354,0.1031973486577911,0.2949989723077969,1.8963322757786656,-0.0113584489499458,1.0,0.1296671438527427,4.7654590377256094e-08,2.1040404257385683e-08,0.0801610259863841,2.3654391092123438e-07,4.0,0.9790649634889138,-0.1703377184351467,0.0330714020789007,0.2010601213296448,0.0061296720485941,0.0328838512039664,0.0734059406930225,0.3668221762619704,0.3189288081990541,0.3379048905342296,0.1532331761211455,0.307899539889444,0.2602612083378069,0.0161117078410311,0.0332963374028858,0.0484234234234233,0.1409313725490195,0.185987261146497,0.2649456521739131,0.2948539638386649,0.4084720121028744,0.2823691460055098,0.3112676056338028,0.2446524064171122,0.4042232277526396,0.4777777777777778,0.5833333333333335,0.4501557632398754,0.6362038664323375,0.79383429672447,0.8508946322067594,0.9724576271186444,1.1550925925925926,1.2707317073170734,1.7874251497005993,1.909375,1.80421686746988,1.9649681528662424,2.0930232558139537,2.2326388888888893,2.2439024390243905,1.891304347826087,2.166666666666667,2.325,2.6225680933852145,3.0303030303030303,3.231818181818181,3.563725490196078,4.059782608695652,4.289772727272728,4.967948717948718,5.947761194029851,7.463636363636363,7.166666666666668,8.03883495145631,6.631147540983607,7.3125,8.127450980392156,6.388888888888889,6.053030303030303,5.206666666666667,4.541666666666667
FVTG-L,18.0,2.1373469738184587e-08,0.0078409895238949,0.0954619417826794,0.3075052503592351,4.854897889565684,0.0033898809961248,1.0,0.3333333333333333,6.535444326410254e-08,9.613863372766465e-08,-0.0033080365829927,2.516442233839839e-07,2.0,1.2348735864771927,-0.7031963470319635,-0.9073045207061832,1.1135089002682272,1.0448436850613942,0.0676435166599759,-1.6201923076923077,0.7848984527305158,0.0762794317960693,-0.6361344537815127,0.0494845360824724,0.290959736642188,0.1135089002682271,-0.1481481481481482,-0.0414201183431951,-0.0299401197604789,0.1020408163265307,0.2461538461538461,0.296,0.3388429752066118,0.3846153846153848,0.3170731707317074,0.2272727272727273,0.2461538461538461,0.2461538461538461,0.2755905511811025,0.2461538461538461,0.2089552238805969,0.2558139534883721,0.306451612903226,0.306451612903226,0.3278688524590165,0.3500000000000001,0.1911764705882352,0.3613445378151261,0.3170731707317074,0.306451612903226,0.3278688524590165,0.3728813559322035,0.3170731707317074,0.1571428571428572,0.2272727272727273,0.3500000000000001,0.2755905511811025,0.3170731707317074,0.514018691588785,0.3846153846153848,0.5576923076923077,0.705263157894737,0.9518072289156628,0.9518072289156628,1.1315789473684212,1.2191780821917808,1.076923076923077,0.7419354838709677,0.6200000000000001,0.8,0.4210526315789475,0.2366412213740458,0.2755905511811025,0.0384615384615385,-0.0240963855421685
FVTN-L^K22,17.0,-1.404413613982359e-07,-0.0515217817665688,0.2123151308304892,0.1573151444703565,1.4664256653870409,-0.0237619469590743,1.0,0.6701851686197334,6.72640061760483e-08,1.1099442918855128e-09,0.0356340585284795,5.915058734023243e-07,2.0,0.2246122048747333,-0.3895247279712516,0.0530154052419213,0.1237417980693256,-0.0246081903108741,0.0806082283580964,-0.2440372768914863,0.1575231828106178,0.2935117087731174,-0.1805067300079176,0.3425228676177047,0.1328756016174804,0.1237417980693256,0.047979797979798,-0.1835051546391751,-0.247148288973384,-0.2158415841584158,-0.2653061224489795,-0.1818181818181817,-0.1060948081264108,-0.0198019801980198,-0.0480769230769231,-0.0124688279301745,-0.0075187969924812,-0.0294117647058823,-0.068235294117647,0.056,-0.1296703296703296,-0.1140939597315435,-0.1,-0.0526315789473683,-0.068235294117647,0.076086956521739,0.0421052631578948,0.1511627906976744,0.161290322580645,0.0588235294117647,0.0476190476190476,-0.068235294117647,-0.0457831325301205,-0.0616113744075829,-0.0294117647058823,0.0102040816326529,0.0448548812664908,0.0702702702702702,0.084931506849315,0.1578947368421053,0.3894736842105262,0.4142857142857143,0.6363636363636365,0.7217391304347827,0.6638655462184875,0.6363636363636365,0.6363636363636365,0.523076923076923,0.596774193548387,1.262857142857143,0.98,0.4776119402985073,0.4558823529411764,0.2774193548387096,0.1478260869565217
FVTW-L^H21,17.0,3.1611836935776026e-07,0.1159699783333111,0.0676790794903255,0.1516215460761789,2.784216826753214,-0.0055618280574757,1.0,0.1935673607736114,5.6363023574784624e-08,2.3586892021148077e-08,-0.0323159361785229,4.852419249147505e-07,4.0,0.3128634134939857,0.1110106749156363,0.0355467413024181,0.1712775219864895,-0.0359103263179523,0.0183492732283339,0.0439411426882781,0.4490863453809425,0.11331514229422,0.2066915709082958,0.0188976728911773,0.0598844364553704,0.0519933807452801,-0.0609756097560975,-0.0428015564202334,-0.0955882352941177,-0.057471264367816,-0.0352941176470588,-0.0610687022900764,0.0207468879668049,0.1031390134529148,0.0837004405286343,0.0165289256198346,0.0379746835443037,0.0250000000000001,0.0468085106382978,0.055793991416309,0.0379746835443037,-0.0238095238095238,-0.088888888888889,0.004081632653061,0.0336134453781513,0.1388888888888888,0.0982142857142855,0.2551020408163265,0.28125,0.28125,0.3977272727272727,0.3666666666666667,0.4470588235294117,0.455621301775148,0.4137931034482758,0.4909090909090909,0.4819277108433735,0.618421052631579,0.7826086956521741,0.7826086956521741,0.7571428571428573,-0.7461300309597523,-0.7616279069767442,-0.7178899082568808,-0.7178899082568808,-0.7129521586931156,-0.713953488372093,-0.6905660377358491,-0.6866242038216561,-0.6771653543307087,-0.6970443349753694,-0.7099056603773586,-0.7105882352941176,-0.7266666666666667,-0.7410526315789474
FVUA-L,5.0,1.7527688053408226e-07,0.0643014073467631,0.033181613341949,0.1300536234666877,2.4313181864141398,-0.0009502858033519,1.0,0.0808156023861668,9.154560718120049e-08,4.5575690162148256e-08,-0.0020998958340484,1.2459049090657045e-06,3.0,0.2806277083771736,-0.1212510068414162,0.0235263853889742,-0.0872655578029516,0.0167813104211315,0.0132556910331149,0.0751327148647154,0.0185236393575566,0.1028083281188961,-0.4849989086634254,-0.1397584754865896,0.6017539004654227,-0.0373664341830517,-0.0125786163522012,-0.1067415730337077,-0.1117318435754189,-0.1263736263736263,-0.086206896551724,-0.042168674698795,-0.0185185185185184,-0.059171597633136,-0.064705882352941,-0.096590909090909,-0.2128712871287128,-0.1451612903225806,-0.1358695652173913,-0.1311475409836066,-0.1405405405405405,-0.2128712871287128,-0.2128712871287128,-0.2049999999999999,-0.1542553191489361,-0.0914285714285714,-0.096590909090909,-0.0535714285714284,-0.0535714285714284,-0.1016949152542372,0.0743243243243243,-0.1215469613259668,-0.064705882352941,-0.0185185185185184,-0.0185185185185184,0.0743243243243243,0.1691176470588236,0.1865671641791044,0.1865671641791044,0.2421875,0.3250000000000002,0.5142857142857142,0.5588235294117647,0.5900000000000001,0.8705882352941179,0.7666666666666666,0.6914893617021278,0.6562500000000002,0.5900000000000001,0.5900000000000001,0.6562500000000002,0.6224489795918369,0.9390243902439026,0.6562500000000002,0.7282608695652173
FVUB-L^G10,11.0,1.8294509803271118e-07,0.0671145403481063,0.0973319894548588,0.1447874397404255,1.6891565055135944,-0.0097419512232278,1.0,0.1774606958026545,4.8857703022016234e-08,1.44844591914359e-08,-0.1230394045356598,5.743205569129888e-07,5.0,0.5195894365650877,0.195306396749784,0.0357707377799126,0.0985140580644244,-0.0649216875545584,0.0154939790397451,0.0641251723364006,0.7284862989826167,0.1896973461800071,0.0193016628320435,-0.1046137217119394,0.2681955713057083,0.1775964044227196,0.0166320166320166,0.0456521739130435,0.0665188470066517,0.0857787810383747,0.108294930875576,0.1344339622641508,0.2270408163265305,0.3250688705234159,0.2792553191489362,0.3901734104046241,0.414705882352941,0.3473389355742295,0.4230769230769229,0.5667752442996743,0.5269841269841269,0.5221518987341771,0.4575757575757575,0.5516129032258064,0.6360544217687074,0.749090909090909,0.8288973384030418,0.8358778625954195,0.8358778625954195,0.8150943396226413,0.8219696969696968,0.7881040892193307,0.7619047619047619,0.7947761194029848,0.7683823529411762,1.0041666666666664,1.1096491228070176,1.0210084033613445,0.987603305785124,1.0041666666666664,1.0210084033613445,0.971311475409836,1.0822510822510822,1.1569506726457397,1.3930348258706466,1.5585106382978724,1.2796208530805688,1.176470588235294,1.1096491228070176,1.6141304347826084,1.429292929292929,1.100436681222707,1.216589861751152,-0.6476190476190476,-0.676747311827957
FVUG-L^I06,10.0,7.575968293307298e-07,0.2779290810001552,0.1161140705363703,0.0128362742262076,0.7472558525836145,0.03496840215513,1.0,2.1065456282847586,-1.70485570141925e-07,1.171094913805976e-11,0.0309459206586826,1.2075290234472705e-06,4.0,0.0144945839395149,2.1988285466546325,-2.1301179695475567,2.295343276784698,2.295343276784698,-0.0259046844571893,-0.0671940049958367,1.7291273734030002,0.0930248877245508,0.1152036647270026,-0.050602921290553,0.0795548537484021,1.295343276784698,-0.0238095238095238,0.0,0.0,0.0,0.0499999999999998,0.0499999999999998,0.0,0.1052631578947367,0.1052631578947367,0.1052631578947367,-0.0454545454545455,0.1666666666666667,0.1999999999999999,0.1052631578947367,-0.0232558139534884,-0.0454545454545455,0.0499999999999998,0.0499999999999998,-0.0454545454545455,-0.125,-0.16,-0.125,0.0499999999999998,0.0499999999999998,0.1052631578947367,-0.0454545454545455,0.0,-0.1923076923076924,-0.1923076923076924,-0.0666666666666667,0.2727272727272727,0.1999999999999999,0.6153846153846152,1.0,1.0999999999999996,1.625,1.625,1.625,1.625,1.3333333333333337,1.3333333333333337,1.0999999999999996,1.625,1.625,1.625,0.909090909090909,0.909090909090909,0.909090909090909,0.75
FVUH-L,17.0,4.614552906545285e-07,0.1692877265175091,0.063626382454543,0.1085934337405673,0.4583281352601424,-0.0217984763408583,1.0,0.0517490553882049,5.4968756675204594e-08,1.5176667484501274e-07,0.0438171636143484,1.2719220363743334e-06,5.0,2.505012818948519,-0.1960425164332724,-0.7253507591773977,0.2784867704529439,0.1027291946953681,0.0079075511149155,0.0297141953174435,0.3268425800987521,0.0785681852580596,-0.1372549019607842,-0.0172575747646119,0.186090310869072,0.1027291946953681,0.0217013888888888,-0.0043215211754538,0.0230905861456482,-0.005181347150259,0.0034843205574912,0.0627306273062731,0.1338582677165354,0.2012513034410843,0.1485543369890329,0.1755102040816325,0.1851851851851851,0.1184466019417473,0.1372161895360315,0.1888544891640866,0.2549019607843137,0.2549019607843137,0.2373791621911922,0.1913133402275078,0.2743362831858407,0.2387096774193546,0.2972972972972971,0.3226176808266359,0.4600760456273765,0.4527112232030263,0.4187192118226601,0.4712643678160919,0.5,0.5238095238095237,0.6225352112676057,0.5380507343124163,0.5780821917808219,0.6134453781512605,0.7168405365126675,0.7777777777777777,0.7271364317841078,0.6941176470588235,0.5567567567567566,0.5999999999999999,0.5652173913043477,0.6134453781512605,0.6551724137931034,0.6599423631123917,0.8701298701298701,0.7454545454545456,0.8343949044585985,0.7194029850746269,0.8916256157635467,0.5999999999999999,0.480719794344473
FVUV-L^B09,18.0,-7.441470060853381e-06,-2.729949301834094,0.0984985109016162,-0.069484824888381,3.3541401034727163,0.0170447389201592,1.0,0.5906457538505016,-1.218703260425446e-06,1.1293549674062972e-08,-0.1655779518632942,1.3644558134971254e-05,3.0,0.0234481470729994,0.0015575069615376,-0.0875832711555986,0.0386301560743324,0.1144906936865194,-0.0265921853212008,0.02219868494185,1.7291273734030002,-0.1644583308550055,3.969239315349096,-0.0915599540999339,0.5291242053989175,-0.0631008536161959,-0.0625,-0.0588235294117647,-0.2,-0.2727272727272727,-0.238095238095238,-0.3333333333333332,-0.2727272727272727,-0.4666666666666667,-0.5789473684210527,-0.4838709677419355,-0.4482758620689654,-0.2727272727272727,-0.111111111111111,0.0,-0.238095238095238,-0.3333333333333332,-0.5555555555555556,-0.5789473684210527,-0.6097560975609756,-0.6595744680851063,-0.6923076923076923,-0.6923076923076923,-0.7241379310344827,-0.75,-0.6981132075471699,-0.7142857142857143,-0.7241379310344827,-0.7575757575757576,-0.7090909090909091,-0.7377049180327868,-0.6521739130434783,-0.6521739130434783,-0.5789473684210527,-0.6190476190476191,-0.7090909090909091,-0.7241379310344827,-0.7714285714285714,-0.7333333333333334,-0.7192982456140351,-0.7611940298507462,-0.7647058823529411,-0.7714285714285714,-0.746031746031746,-0.5428571428571428,-0.5294117647058824,-0.6521739130434783,-0.6363636363636364,-0.7241379310344827,-0.7647058823529411
FVVQ-L,17.0,5.37258952499351e-07,0.197096768553218,0.053415268258095,0.2351694915254237,1.6550426351503158,-0.0003899016078232,1.0,0.3152542372881356,6.567694609711507e-08,9.208078438809834e-09,-0.0510152284263958,9.959209039316627e-07,5.0,0.1698430479478579,0.3161864406779662,0.0453646414798853,0.0034960733459447,0.0020924004017409,0.0129310344827586,0.0370741482965931,0.8031465942035793,0.0893401015228426,-0.2385554425228891,-0.1929057337220542,0.4267352185089974,-0.0537328423167057,0.0344827586206897,-0.0386740331491712,-0.0386740331491712,-0.0333333333333333,0.0295857988165679,0.183673469387755,0.2340425531914893,0.183673469387755,0.0674846625766871,0.1756756756756756,0.10828025477707,-0.0333333333333333,0.0481927710843375,-0.09375,-0.1470588235294118,-0.0842105263157894,-0.1030927835051546,-0.0984455958549223,-0.0744680851063829,0.0057803468208093,0.0357142857142858,0.0175438596491228,0.0674846625766871,0.0357142857142858,0.2083333333333334,0.0740740740740739,0.0609756097560976,0.0674846625766871,0.0740740740740739,0.2253521126760564,0.4621848739495799,0.5,0.3809523809523809,0.2794117647058822,0.2608695652173913,0.3700787401574803,0.5535714285714284,0.7227722772277227,1.0714285714285716,1.0232558139534884,0.74,0.641509433962264,0.3809523809523809,0.5,0.4262295081967213,0.2608695652173913,0.2428571428571428,0.1677852348993289,-0.043956043956044
FVVT-L,18.0,4.242740684389307e-07,0.1556475652592147,0.0278133294304365,0.3061235894680279,0.206764046237169,-0.0171331348749299,1.0,2.7358069910024687,5.377325332499697e-08,4.000531740865849e-09,-0.916403631246978,8.518862804059442e-07,4.0,0.460156086189705,11.049528599612705,0.2192203766662653,0.3220034710061538,-0.2537002521124705,0.0134481191000024,0.0430737393713336,0.6588693455140564,0.3084590561148265,0.4845445401832685,0.0725649731740891,0.2366627117438131,-0.1869172338396612,0.0309178743961353,-0.059090909090909,-0.0840707964601771,-0.0675675675675675,-0.0599455040871934,0.0626283367556468,0.0433467741935482,0.0391566265060239,-0.0725806451612903,0.0247524752475247,0.0402010050251255,0.1177105831533478,0.1655405405405403,0.2746305418719212,0.1398678414096916,0.115301724137931,0.1010638297872339,0.2119437939110071,0.3101265822784809,0.3726790450928381,0.4455307262569832,0.513157894736842,0.504360465116279,0.5175953079178885,0.6480891719745221,0.658653846153846,0.8094405594405594,0.7424242424242422,0.8318584070796458,0.9903846153846152,0.8581687612208257,0.7692307692307694,0.9827586206896552,0.8818181818181818,1.0136186770428015,0.9827586206896552,1.1384297520661155,1.4879807692307692,1.7308707124010554,1.723684210526316,1.6136363636363638,1.5810473815461346,1.5,1.6269035532994924,1.524390243902439,28.571428571428573,30.36363636363636,30.36363636363636,32.387096774193544
