firms,age,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,depr,ep,herf,invest,lev,ms,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,tb,agr,egr,grltnoa,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BDLO-L,18.0,6.006018509479495e-07,0.2203345024931257,0.0246741479054854,0.0897900839134923,0.4460174863666954,0.0384313502039477,1.0,0.0418363154159351,2.2410226478332505e-08,7.229718600536892e-08,-0.2500845451471086,7.183333532455782e-07,5.0,1.5667001083580925,0.0521101922992027,0.0617517099192619,0.067192539440458,-0.0989189612608043,0.0229099796813804,0.0503983934702338,1.3268651025071634,-0.1796946712401565,-0.29914646327068,-0.2971190466711759,-0.0440613026819924,-0.1719378953421507,0.1068052930056711,-0.0553571428571427,-0.1011045029736618,-0.0293577981651376,-0.0130597014925373,0.1148577449947312,0.1183932346723044,0.1207627118644067,0.1020833333333333,0.081799591002045,0.0806945863125638,0.0986500519210797,0.1562841530054644,0.2461719670200235,0.124335812964931,0.1600877192982457,0.1914414414414413,0.2505910165484633,0.3241551939924905,0.2965686274509804,0.2610250297973777,0.2965686274509804,0.3061728395061729,0.2762364294330519,0.3159203980099503,0.4201342281879194,0.4653739612188365,0.427800269905533,0.4297297297297298,0.4714881780250346,0.4653739612188365,0.3848167539267015,0.500709219858156,0.395778364116095,0.4593103448275861,0.5604719764011798,0.6635220125786163,0.7203252032520324,0.977570093457944,0.9812734082397006,1.1460446247464504,0.955637707948244,0.9063063063063064,0.9377289377289376,1.050387596899225,0.9028776978417268,1.050387596899225,0.7811447811447811,0.6661417322834646
BFQQ-L,7.0,1.4959022664414508e-06,0.5487809954872759,0.0423384611506819,0.2474269477837958,0.8066193534109998,-0.0204320805871364,1.0,0.5359281163208627,1.6153217804389698e-07,3.5605462266963815e-07,-0.1791654730530291,8.305220607064002e-07,2.0,1.3926180841969351,-0.2229044206513167,-0.3623088130327843,0.9926926387039392,0.0182470498121315,0.0180705512268546,0.0288965218906117,0.3735172410565213,0.0070833424593725,0.0674442018822197,-0.0206752137700893,-0.0877452323029203,0.0182470498121315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2324492979719189,0.0144329896907215,0.0242886884108257,-0.2251968503937008,-0.2251968503937008,-0.4492537313432836,-0.5260115606936416
BKJO-L,4.0,5.591413649172073e-07,0.2051244668459021,0.0028400208906315,0.0071027338057955,0.1289678400427564,0.0026147400499879,1.0,0.0718102595268611,6.419239669396494e-08,1.616266870539101e-06,0.0034317621020205,1.1895793543546492e-05,2.0,5.156654354413633,-0.6167979934435116,-0.5721864232304438,0.5721864232304438,0.5721864232304438,0.0012078247794294,0.0258002449140467,0.616081788170444,0.1540794048509243,0.1087009437260271,0.0139123382445526,0.1566820368871522,0.5721864232304438,0.0283018867924527,-0.0245398773006133,-0.0363636363636362,0.0671140939597316,0.1521739130434785,0.1777777777777778,0.1357142857142859,0.2045454545454545,0.2325581395348837,0.452054794520548,0.4324324324324324,0.5900000000000001,0.5979899497487438,0.7282608695652173,0.7569060773480663,0.8171428571428572,0.8381502890173411,0.7096774193548387,0.8596491228070178,0.9509202453987732,0.9272727272727276,0.9272727272727276,0.9390243902439026,0.8275862068965518,0.9041916167664672,0.8171428571428572,0.9751552795031057,0.8488372093023258,0.8171428571428572,0.7966101694915255,0.6562500000000002,0.776536312849162,0.892857142857143,0.91566265060241,0.8816568047337279,0.9390243902439026,0.7666666666666666,0.7569060773480663,1.148648648648649,1.12,1.2083333333333337,1.1780821917808222,1.0921052631578947,1.2714285714285718,1.4651162790697674,0.7282608695652173,0.7569060773480663,0.4260089686098656,0.4070796460176993
BLNT-L^D19,9.0,1.7592683916942012e-07,0.0645398486907787,0.5536277141437259,0.0454600878326013,0.5839099143945529,0.0043508188977053,1.0,0.5417427969079409,5.986306501137148e-08,7.195702384747668e-09,-0.007020509318207,8.406965112416973e-07,1.0,0.5149551470080178,0.0119058354168121,-0.6876233731830494,0.0675785956606821,0.0675785956606821,0.0178736237234368,0.1037207737594617,0.7745224208510106,-0.6177644900768441,1.8328409415801008,0.0633397897501642,-0.6761406644718242,0.0675785956606821,0.1299435028248587,-0.0732984293193717,-0.0301369863013698,-0.2563025210084033,-0.2219780219780219,-0.2905811623246493,-0.264033264033264,-0.2435897435897435,-0.1786542923433873,-0.1194029850746267,-0.1302211302211302,-0.0659630606860158,-0.0028169014084505,0.0350877192982457,-0.0805194805194805,-0.0483870967741936,-0.0805194805194805,-0.0483870967741936,-0.0166666666666667,-0.2452025586353945,-0.1728971962616823,-0.1650943396226415,-0.2150776053215077,-0.1510791366906474,-0.2403433476394849,-0.2976190476190476,-0.30859375,-0.3420074349442379,-0.4060402684563758,-0.3295454545454546,-0.3444444444444444,-0.3756613756613757,-0.3701067615658363,-0.3821989528795811,-0.3723404255319148,-0.4060402684563758,-0.4253246753246753,-0.3789473684210527,-0.3701067615658363,-0.4177631578947368,-0.4119601328903653,-0.4700598802395209,-0.4652567975830816,-0.4786450662739322,-0.41,-0.4253246753246753,-0.4234527687296416,-0.4433962264150943,-0.4763313609467455
BPVK-L,14.0,1.996918779179003e-07,0.0732582000929792,0.2493411558364433,0.5640792719789613,1.5257811566129094,-0.0127273697410443,1.0,0.1770937657369288,6.91145093052359e-08,5.608326120043388e-06,-0.0248487269300211,1.637394097808739e-07,4.0,24.176750197577803,0.1666249993270282,0.0197806789506622,0.4331850323647569,0.0099767243263857,0.0597135966114403,0.1102759035356062,0.7139172395963427,0.0844873144496398,0.0546838069963324,-0.0684855073353541,0.1236072528518005,0.250111124988107,0.0128051220488194,-0.0196155355041193,-0.0730712166172107,-0.0608793686583991,-0.0465471194200687,-0.0764966740576497,-0.0730712166172107,-0.0519726858877086,-0.0598194130925507,-0.02,-0.0516129032258065,-0.050531914893617,-0.0272479564032698,0.0142045454545454,0.0121506682867555,0.0288184438040346,0.0072551390568318,0.0195838433292532,0.0330715171558493,-0.0176886792452831,-0.0373651771956857,-0.0388461538461538,-0.0211515863689777,-0.0272479564032698,-0.0157542339503742,-0.0490867579908677,-0.004778972520908,0.0004003202562048,-0.0257309941520468,-0.0406909788867563,-0.0775193798449612,-0.098159509202454,-0.1065427243475152,-0.1580188679245283,-0.1385729058945192,-0.1113086770981508,-0.125,-0.1367875647668394,-0.1568825910931175,-0.1531684174855981,-0.1216168717047452,-0.1373835001725923,-0.1667222407469156,-0.1616907078161691,-0.1591520861372812,-0.1694915254237289,-0.1667222407469156,-0.180655737704918,-0.2168599185208399
BQMM-L^C11,8.0,2.9534358240483485e-06,1.0834861929079596,0.2869007692466617,-0.1905285782680887,0.2825494472141985,2.5128295389069257,1.0,0.84,-4.891959468959669e-07,4.29156245502221e-14,-0.0004938568502239,2.139411078534085e-06,1.0,0.0023567318447165,0.1108695652173912,1.406989928633362,-1.406989928633362,-1.406989928633362,-0.0311557163154289,-0.0506194071716958,1.7291273734030002,-0.1544011234169741,-0.0423595910802491,-0.0124439232330001,-0.2719919733147922,-1.406989928633362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.4,-0.4,-0.4,-0.4,-0.5,-0.5,-0.5,-0.5,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715,-0.625,-0.625,-0.5384615384615385,-0.5,-0.5714285714285715,-0.4,-0.3333333333333333,0.5,0.5,0.0,-0.3333333333333333,-0.4545454545454546,-0.25,-0.76,2.0,-0.7272727272727273,-0.8888888888888888
BRIO-L^L15,8.0,2.819023290631727e-07,0.1034176123962203,0.1625267440365882,0.2591341076731632,0.3981343111194587,0.1050516105546966,1.0,0.0608938620501459,2.357393919144671e-07,2.2017840221326904e-08,0.2070795970686164,1.333077772185733e-06,3.0,0.9007898025235228,0.0069025833612468,-0.0574043857861629,0.0422878895477993,-0.0153862768115138,0.014097270960466,0.0818981629996473,-5.509395886599324e-05,0.1774144609346877,-0.1287082762711311,0.0880291780426367,0.2232063823847611,-0.0955997819031331,0.1126760563380282,-0.0405405405405405,-0.1234567901234567,-0.2111111111111111,-0.2111111111111111,-0.2111111111111111,-0.2604166666666666,-0.2322664359861591,-0.303921568627451,-0.303921568627451,-0.2680412371134021,-0.2282608695652174,-0.2755102040816326,-0.1986455981941308,-0.330188679245283,-0.3771929824561403,-0.3603603603603603,-0.2755102040816326,-0.4365079365079365,-0.3545454545454545,-0.330188679245283,-0.1931818181818182,-0.1547619047619047,-0.0657894736842105,-0.1547619047619047,0.2033898305084744,0.109375,0.0142857142857142,0.0757575757575756,0.109375,0.4791666666666667,0.392156862745098,0.4199999999999999,0.6136363636363635,0.9189189189189187,1.052023121387283,1.2903225806451617,1.6296296296296298,1.6691729323308269,1.6296296296296298,1.9583333333333333,2.0869565217391304,3.1764705882352944,3.733333333333333,4.916666666666667,2.9444444444444446,2.736842105263158,1.84,1.1385542168674698
BSCI-L^L07,17.0,5.115626336260926e-07,0.1876699150962932,0.2401162131696734,0.075269504492849,0.6778499117108865,-0.1519341671577065,1.0,0.3833335081824623,3.0008643753580765e-08,8.16616089906821e-08,-0.0129390069106731,5.606805748420413e-07,2.0,2.5084448300482185,-0.7218952979852724,-0.4388568376068377,1.4388568376068376,0.4388568376068377,0.013733675977444,0.0303376973499576,1.198970785383062,0.1298395700025594,0.1294001072961372,-0.0884870737243795,0.1299381978452497,0.4388568376068377,-0.0366088631984586,-0.1349999999999999,-0.0597826086956519,-0.0371057513914655,-0.0057471264367814,0.1742081447963801,0.2910447761194032,0.4537815126050422,0.4027027027027028,0.4258241758241758,0.2154566744730681,0.5355029585798818,0.5679758308157101,0.7128712871287131,0.5264705882352942,0.4537815126050422,0.4416666666666666,0.6168224299065421,0.6168224299065421,0.7300000000000002,0.6850649350649352,0.7416107382550337,0.8404255319148939,0.3914209115281502,0.4337016574585637,0.3951612903225807,0.2597087378640776,0.2183098591549297,0.2846534653465347,0.2783251231527095,0.2416267942583734,0.1137339055793991,0.1113490364025697,0.0097276264591441,0.0767634854771783,0.2720588235294119,0.3073047858942066,0.626959247648903,0.8146853146853148,0.7593220338983051,0.457865168539326,0.3040201005025127,0.0635245901639345,0.3273657289002558,0.7357859531772575,0.2475961538461539,0.2069767441860466,-0.0262664165103189,-0.2390029325513196
BUBP-L^K18,17.0,1.195525425635254e-08,0.004385858942317,0.3863216266173752,0.2301032301032301,1.3032682096748966,-0.0191240011667049,1.0,0.2697495183044316,5.44408685557872e-08,4.957794652166078e-07,-0.0896551724137931,3.608313102826404e-07,3.0,6.1693042543792,-0.3178449681339854,-0.1268273711396366,0.0717623808416647,0.2802676401979015,0.0331666227954724,0.875,0.775126063939276,0.6262931034482758,-4.5588235294117645,0.0692598063351205,0.5514018691588785,0.0247035573122529,0.048148148148148,0.0266159695817491,0.0093457943925234,0.0609037328094304,0.0756972111553786,0.0887096774193549,0.0735586481113319,0.0344827586206897,-0.0270270270270269,-0.0492957746478872,-0.0018484288354897,0.0188679245283018,0.007462686567164,0.0,-0.0559440559440558,-0.0575916230366492,-0.0559440559440558,-0.0391459074733095,-0.0391459074733095,0.0567514677103717,0.115702479338843,0.1134020618556703,-0.1059602649006622,-0.1262135922330096,-0.0999999999999999,-0.1891891891891891,-0.1952309985096869,-0.2561983471074379,-0.2838196286472147,-0.2318634423897582,-0.1988130563798219,-0.1867469879518071,-0.1205211726384364,-0.1964285714285714,-0.2329545454545454,-0.1755725190839694,-0.1940298507462686,-0.157566302652106,-0.1469194312796208,-0.1614906832298136,-0.1133004926108374,-0.1549295774647886,-0.1601866251944012,-0.0608695652173912,0.0344827586206897,-0.0999999999999999,-0.0270270270270269,-0.1692307692307691,-0.2653061224489795
BWQW-L^I10,4.0,2.6866967625956004e-07,0.0985631318987885,0.0551322627280897,0.2137933423395337,1.7272648896923943,-0.0011644509527204,1.0,0.1429602019959119,7.669922887349669e-08,2.918237075775391e-07,0.1095686893541947,6.310199604789998e-07,5.0,1.5075994448666443,-0.1361198688729522,-0.0388456068686457,-0.1289049346539584,0.105129078504879,0.0188320334791706,0.0483965584669534,0.5377886928348815,0.1970379311945773,0.4819357716324711,0.0701153797388099,0.1768209923088523,0.0678119652383987,0.0284697508896798,-0.1710914454277285,-0.1783625730994151,-0.1611940298507462,-0.132716049382716,-0.0633333333333333,-0.0243055555555554,0.0330882352941175,-0.0343642611683848,-0.0174825174825173,0.0255474452554744,0.0563909774436088,0.0369003690036899,0.146938775510204,0.060377358490566,0.0035714285714285,0.0181159420289855,0.1062992125984252,0.1285140562248994,0.1062992125984252,0.0485074626865671,0.0766283524904214,0.1150793650793651,0.0330882352941175,0.0766283524904214,0.0407407407407407,0.060377358490566,0.0485074626865671,0.0725190839694656,0.0485074626865671,0.0255474452554744,0.007168458781362,0.1240000000000001,0.052434456928839,0.1150793650793651,0.2433628318584071,0.1611570247933884,0.338095238095238,0.5875706214689265,0.4635416666666667,0.4635416666666667,0.4789473684210528,0.2889908256880733,0.4191919191919193,0.2433628318584071,0.1563786008230452,0.2657657657657657,0.1240000000000001,0.0725190839694656
