firms,age,agr,cashdebt,egr,invest,lgr,mve_ia,pchsale_pchinvt,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BUBP_92-L^K18,13.0,0.1193042626163645,0.1218056962737813,-0.6190476190476191,0.0622243998040176,0.0901176470588235,4.14786088280498,-0.1485802162296508,0.0821890145395799,0.0278293135435994,-0.0409252669039146,-0.0128205128205128,-0.0018518518518519,-0.0593368237347295,-0.0091911764705883,0.0169811320754715,0.1666666666666665,0.1977777777777776,0.1045081967213115,0.2448036951501153,0.1717391304347826,0.1205821205821207,0.1229166666666665,0.3019323671497584,0.382051282051282,0.2956730769230768,0.1541755888650964,0.2085201793721973,0.1820175438596492,0.0093632958801497,-0.0164233576642337,-0.0576923076923077,-0.0288288288288288,-0.0305755395683453,-0.1292407108239096,-0.1163934426229508,-0.218840579710145,-0.2119883040935672,-0.1979166666666666,-0.1770992366412214,-0.1525157232704403,-0.1808510638297873,-0.0770547945205479,-0.0409252669039146,-0.02,-0.0493827160493827,0.0325670498084291,0.0266666666666666,-0.0055350553505535,-0.0128205128205128,-0.051056338028169,-0.0305755395683453,-0.0477031802120142,-0.0018518518518519,0.0247148288973384,0.0074766355140187,0.0589390962671905,0.0737051792828684
BUNQ_03-L^K12,21.0,-0.0079844626672421,-1.0463761360988115,1.9678714859437747,-0.2557186016400518,-0.7338447919740336,0.0024791792351774,-0.3871171168763845,-0.9310910582444626,-0.1666666666666666,0.0,-0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.142857142857143,-0.3333333333333333,-0.5,-0.5714285714285715,-0.5714285714285715,-0.6666666666666667,-0.7,-0.7142857142857143,-0.7272727272727273,-0.7391304347826086,-0.7142857142857143,-0.7692307692307693,-0.7692307692307693,-0.7931034482758621,-0.7692307692307693,-0.8125,-0.8378378378378378,-0.7692307692307693,-0.7,-0.6842105263157895,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,-0.6470588235294118,-0.6470588235294118,-0.6470588235294118,-0.625,-0.625,-0.625,-0.625,-0.625,-0.6,-0.6,-0.6,-0.6
BWQW_65-L^I10,8.0,-0.1309041838451157,0.0869691321398487,-0.1490246526122009,-0.1210995689661595,-0.1236535329342761,0.7765093462309746,-0.0062991442547681,-0.3239667301027945,0.095744680851064,-0.0259067357512953,0.0561797752808987,0.1325301204819278,0.016216216216216,0.0994152046783625,0.0444444444444442,0.2533333333333332,0.261744966442953,0.0804597701149425,0.4803149606299211,0.6785714285714284,0.6785714285714284,0.5284552845528454,0.7735849056603772,0.5798319327731092,0.323943661971831,0.2533333333333332,0.4920634920634918,0.3055555555555556,0.0804597701149425,0.0502793296089385,0.0329670329670328,0.119047619047619,0.0,0.0621468926553672,-0.0157068062827224,-0.1415525114155251,-0.1644444444444445,-0.2166666666666666,-0.175438596491228,-0.2796934865900383,-0.3037037037037038,-0.2958801498127341,-0.3011152416356877,-0.2598425196850394,-0.3188405797101449,-0.2357723577235773,-0.2166666666666666,-0.2199170124481329,-0.2067510548523207,-0.3426573426573427,-0.3380281690140845,-0.3494809688581315,-0.3309608540925267,-0.4454277286135694,-0.4502923976608187,-0.4388059701492538,-0.4197530864197532
CWI_80-L,21.0,-0.0340096548219665,0.1648137711972949,0.0963421658986175,0.0026133352691372,-0.0803501180173092,19.513325760666515,0.1456437767805716,0.1720838145520541,0.1074540174249758,0.0248015873015872,0.0873684210526315,0.0671487603305784,0.0589441312147616,0.0942796610169491,0.1332967635765221,0.2195985832349467,0.2160094173042968,0.2856253889234599,0.2856253889234599,0.1907780979827089,0.0925436277102063,0.1477777777777777,0.29125,0.1928406466512702,0.0931216931216931,0.0862250262881179,0.140176600441501,0.2181603773584906,0.1059957173447538,0.0726895119418482,0.0749219562955256,0.0902374670184698,0.1389195148842337,0.0513994910941477,0.098936170212766,0.130815544608648,0.1990713871154961,0.2612942612942615,0.3100824350031705,0.2408408408408409,0.2039627039627038,0.3424301494476933,0.3109137055837563,0.3134138588684043,0.3303283966516421,0.4457662701189644,0.4427374301675977,0.4447552447552447,0.4437456324248776,0.4297577854671282,0.4387186629526463,0.5003631082062454,0.5258493353028066,0.4736091298145506,0.4916967509025272,0.4949348769898698,0.6203921568627451
DLY_Y2-L^F16,21.0,-0.1551819949986107,0.0553467714383327,0.0671573137074517,-0.0469574881911642,-0.2514934289127837,1.0546765028826168,0.3501198397997921,0.0537029016890428,-0.0613333333333333,0.0330578512396695,0.0416666666666667,0.0744985673352434,0.1398176291793313,0.1503067484662577,0.2583892617449663,0.1609907120743035,0.0445682451253481,0.0775862068965518,0.2626262626262625,0.3157894736842104,0.1160714285714286,-0.040920716112532,0.0330578512396695,-0.1176470588235294,-0.1629464285714286,-0.1830065359477124,-0.1071428571428572,-0.0831295843520781,-0.2331288343558282,-0.2788461538461538,-0.2236024844720496,-0.2315573770491803,-0.2171189979123173,-0.1952789699570816,-0.2937853107344632,-0.3729096989966556,-0.4038155802861685,-0.3600682593856655,-0.3267504488330341,-0.3231046931407942,-0.3822075782537067,-0.357876712328767,-0.3941841680129241,-0.3327402135231316,-0.3811881188118812,-0.3589743589743589,-0.371859296482412,-0.4248466257668711,-0.4094488188976377,-0.3882544861337683,-0.3315508021390374,-0.3633276740237691,-0.2990654205607476,-0.3822075782537067,-0.4,-0.3478260869565217,-0.3374558303886926
DOQX_41-L^J16,22.0,-0.0602110490378647,0.1197982345523329,0.1812499999999999,-0.0438650941444238,-0.053589691143383,0.2904266632195194,0.086988815759335,-0.0113127797115863,0.0333333333333334,0.0465116279069768,0.139240506329114,0.2413793103448276,0.2328767123287671,0.0975609756097561,0.2328767123287671,0.40625,0.2949640287769786,0.1538461538461537,0.4285714285714286,0.5789473684210529,0.3740458015267176,0.2949640287769786,0.4516129032258065,0.3740458015267176,0.1111111111111111,-0.0816326530612244,0.0344827586206897,0.0465116279069768,0.090909090909091,0.0344827586206897,-0.0217391304347825,0.2328767123287671,0.1999999999999999,0.2244897959183673,0.2857142857142858,0.125,0.1180124223602483,-0.0217391304347825,-0.0425531914893616,-0.1089108910891089,-0.1588785046728972,-0.1705069124423962,-0.1089108910891089,0.0112359550561798,-0.0721649484536082,-0.0909090909090908,-0.0425531914893616,-0.0374331550802139,0.0,-0.0624999999999998,0.0169491525423728,-0.005524861878453,-0.0476190476190475,-0.1044776119402983,-0.150943396226415,-0.1176470588235294,-0.1428571428571429
DOS_59-L,16.0,-0.0777196946480664,0.2002692094024755,-0.0071762923493623,-0.0327160141397037,-0.1228341401955486,47.78216861797945,-0.6077790734349026,-0.4089687361805154,0.0016806722689075,-0.0083333333333333,0.0136286201022146,0.0170940170940172,0.0998151571164509,0.1442307692307691,0.162109375,0.2142857142857142,0.1333333333333333,0.2242798353909465,0.2906724511930585,0.4066193853427895,0.2268041237113403,0.1311787072243346,0.1995967741935485,0.1712598425196849,0.2823275862068966,0.1420345489443377,0.1420345489443377,0.0438596491228069,-0.0149006622516556,-0.0165289256198346,0.162109375,0.1018518518518518,0.0977859778597787,-0.0325203252032521,0.0119047619047618,-0.0372168284789643,0.0512367491166076,0.0818181818181817,0.0365853658536585,-0.0149006622516556,0.0475352112676057,0.0568383658969804,0.0857664233576642,0.1486486486486486,0.1059479553903346,0.0475352112676057,0.0475352112676057,0.0153583617747439,0.02233676975945,-0.0016778523489932,-0.0732087227414329,-0.067398119122257,-0.0600315955766193,-0.1198224852071005,-0.1172106824925816,-0.067398119122257,-0.1198224852071005
DPCZ_02-L^F20,14.0,-0.1253455827368871,0.0234948551742894,-0.1312136242438144,0.0006089093045614,-0.1218606868604313,0.0283101488014113,0.8058649487691478,-0.1941350512308521,0.0526315789473683,0.0555555555555555,0.0555555555555555,-0.2692307692307693,-0.3448275862068964,-0.3214285714285715,-0.2083333333333332,0.0,-0.40625,-0.40625,-0.3666666666666666,-0.3214285714285715,-0.2962962962962963,-0.1363636363636363,-0.2692307692307693,-0.3214285714285715,-0.4411764705882353,-0.4411764705882353,-0.24,-0.3448275862068964,-0.4242424242424243,-0.4864864864864865,-0.4864864864864865,-0.5,-0.3448275862068964,-0.4411764705882353,-0.40625,-0.525,-0.525,-0.62,-0.6041666666666666,-0.6122448979591837,-0.6545454545454545,-0.6041666666666666,-0.5869565217391304,-0.6041666666666666,-0.5957446808510638,-0.5476190476190477,-0.525,-0.6041666666666666,-0.6666666666666666,-0.6724137931034482,-0.6666666666666666,-0.6607142857142858,-0.6666666666666666,-0.6984126984126984,-0.6833333333333333,-0.6724137931034482,-0.6481481481481481
DPDP_V5-L,7.0,0.0698333472317985,0.120764290849128,-0.0676812882322063,-0.1519332765191192,0.5540328463797257,0.0536130557482528,151.1408040736398,150.69230769230714,0.0142857142857142,0.2727272727272725,0.4583333333333332,0.346153846153846,0.296296296296296,0.2068965517241379,0.2068965517241379,0.2499999999999997,0.0769230769230768,0.1864406779661016,0.5909090909090908,1.3333333333333337,1.258064516129032,1.258064516129032,0.7499999999999998,0.5217391304347825,0.2727272727272725,0.0144927536231884,-0.0140845070422535,-0.1954022988505748,-0.3,-0.2307692307692308,-0.1463414634146341,-0.0666666666666667,-0.0666666666666667,-0.2473118279569893,-0.4017094017094017,-0.3137254901960785,-0.2857142857142857,-0.3,-0.2929292929292929,-0.3333333333333333,-0.3333333333333333,-0.3693693693693695,-0.3577981651376147,-0.44,-0.3577981651376147,-0.3913043478260869,-0.396551724137931,-0.3518518518518519,-0.3750000000000001,-0.435483870967742,-0.3137254901960785,-0.3,-0.2631578947368421,-0.2783505154639175,-0.2631578947368421,-0.3,-0.339622641509434
DPXL_94-L,21.0,-0.0104381694255111,0.0274919367224696,-0.3565109206524744,0.0054138266796494,0.1247688458609811,5.7119436823006655,0.2642388788850104,0.2221222482154639,0.0767045454545454,-0.0222222222222222,0.0507462686567163,0.1034482758620689,0.0538922155688623,0.1246006389776357,0.1246006389776357,0.0445103857566764,0.0507462686567163,-0.0222222222222222,0.0383480825958701,-0.0140056022408963,-0.12,-0.06631299734748,0.0352941176470589,-0.0303030303030302,-0.1658767772511847,-0.2772073921971253,-0.2347826086956521,-0.1851851851851852,-0.2212389380530972,-0.2558139534883721,-0.2860040567951318,-0.2786885245901639,-0.2697095435684647,-0.2931726907630523,-0.2478632478632477,-0.2874493927125506,-0.2786885245901639,-0.2413793103448275,-0.169811320754717,-0.1243781094527362,-0.224669603524229,-0.224669603524229,-0.233115468409586,-0.1832946635730857,-0.1658767772511847,-0.1737089201877933,-0.0997442455242967,-0.1538461538461538,-0.1155778894472361,-0.0537634408602151,0.0,-0.0167597765363128,-0.0833333333333332,-0.1578947368421052,-0.169811320754717,-0.1658767772511847,-0.1851851851851852
DRNQ_D0-L^A11,15.0,-0.0482754199256314,-0.2812700262161375,-0.1911795126391129,0.0241697653545326,0.4434163701067615,0.0420278932401538,0.4448079486247426,0.5019508057675999,0.0775862068965518,0.0086956521739129,-0.0169491525423729,-0.0413223140495868,0.1958762886597937,0.247311827956989,0.3647058823529412,0.1897435897435897,0.2888888888888887,0.3488372093023255,0.8412698412698412,1.3673469387755102,0.8124999999999998,0.7575757575757573,0.966101694915254,0.8559999999999999,0.681159420289855,0.3647058823529412,0.3181818181818181,0.7185185185185183,0.3410404624277456,0.6223776223776223,0.6111111111111112,0.5263157894736841,0.5675675675675675,0.8861788617886177,0.6338028169014085,0.3647058823529412,0.2888888888888887,0.3181818181818181,0.247311827956989,0.2608695652173911,0.2146596858638743,0.2747252747252746,0.3033707865168538,0.6338028169014085,0.6690647482014389,1.0,0.7846153846153845,0.8412698412698412,0.1897435897435897,0.3033707865168538,0.2608695652173911,0.247311827956989,0.1658291457286431,0.1047619047619046,0.1372549019607842,0.1897435897435897,0.1100478468899521
DVX_M7-L^C10,21.0,-0.0861157953906689,0.0979133226324237,-0.0056785917092561,0.023946037099494,-0.140645401977243,5.11149230963447,0.1345415262954991,0.1097696879643387,0.033653846153846,0.0426065162907267,0.032258064516129,0.0653008962868118,0.0348258706467663,0.4419410745233969,0.4149659863945578,0.5551401869158881,0.5407407407407407,0.6345776031434185,0.5639097744360901,0.5639097744360901,0.5182481751824817,0.3729372937293731,0.5787476280834916,0.4419410745233969,0.4937163375224416,0.3123028391167193,0.3866666666666667,0.3311999999999999,0.2307692307692308,-0.0734966592427617,-0.0703910614525138,-0.0425776754890677,-0.0609480812641082,-0.1422680412371133,-0.1484135107471852,-0.1475409836065573,-0.0662177328843995,-0.0897155361050328,-0.0641169853768279,-0.2053486150907354,-0.2630646589902567,-0.196135265700483,-0.1937984496124031,-0.0188679245283018,-0.0776053215077604,-0.0257611241217797,0.0284301606922126,0.0036188178528349,-0.0545454545454545,-0.0469644902634593,0.0221130221130221,0.0121654501216543,0.0426065162907267,-0.0211764705882352,-0.0703910614525138,-0.0887185104052574,-0.0325581395348836
FRZJ_44-L,22.0,0.0780962398106757,0.2186957599801637,-0.0513595166163141,0.0370759926373914,0.2195927352779307,0.2439697150026906,0.0889042801108402,0.0591487009397456,-0.0096899224806201,-0.04089219330855,0.0177514792899406,0.1569506726457399,0.1291028446389497,0.1700680272108843,0.2344497607655504,0.3543307086614173,0.4742857142857144,0.72,0.6538461538461537,0.7551020408163267,0.7029702970297032,0.9619771863117872,1.224137931034483,1.1589958158995817,0.8970588235294117,0.5975232198142415,0.7373737373737372,1.0476190476190474,0.6807817589576548,0.6591639871382637,0.6226415094339621,0.6024844720496894,0.6433121019108281,0.911111111111111,0.8297872340425534,0.6277602523659307,0.7432432432432432,0.6433121019108281,0.6433121019108281,0.72,0.5779816513761469,0.5495495495495495,0.6918032786885246,0.8362989323843417,0.7671232876712331,0.6862745098039216,0.7610921501706485,0.8832116788321167,0.9545454545454546,0.9325842696629214,0.9325842696629214,1.015625,0.904059040590406,0.8832116788321167,1.072289156626506,0.7793103448275862,0.7671232876712331
FSAJ_L2-L,21.0,-0.1371222932307501,0.1740309533828961,-0.1162687886825817,-0.0840727182478128,-0.1402608695652173,0.78317679786354,0.1933364196386814,-0.0573382430299842,0.0380952380952381,0.0623946037099494,0.0994764397905758,0.290983606557377,0.267605633802817,0.2401574803149606,0.5479115479115477,0.7796610169491525,0.5403422982885087,0.5789473684210524,0.926605504587156,1.1,1.0655737704918034,1.0257234726688105,1.195121951219512,0.8862275449101797,0.4617169373549885,0.0975609756097559,0.2524850894632207,0.2804878048780488,0.0918544194107453,0.2068965517241379,0.1623616236162361,0.4093959731543624,0.4031180400890868,0.3999999999999999,0.2524850894632207,-0.0171606864274571,0.05,-0.0337423312883434,-0.0638930163447252,-0.0869565217391304,-0.1114245416078985,-0.0352220520673813,-0.0638930163447252,0.0956521739130433,0.024390243902439,0.088082901554404,0.0714285714285714,0.0396039603960396,0.0862068965517242,0.0918544194107453,0.0994764397905758,0.0899653979238752,0.0975609756097559,-0.0202177293934681,-0.0352220520673813,0.0310965630114565,0.05
FSAL_64-L,22.0,-0.1589519312640296,-0.3442906963662954,-0.3212336892052194,-0.1258611347627524,0.0534559231195712,0.0041559669263305,-0.1915262095009969,-0.4046003857710829,0.0,0.0,-0.0555555555555554,-0.15,-0.1904761904761903,0.0625,0.0625,0.0625,-0.1052631578947368,0.0625,0.0625,0.5454545454545456,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,-0.2272727272727271,-0.3461538461538461,-0.3703703703703703,-0.4137931034482758,-0.5405405405405406,-0.5641025641025641,-0.5405405405405406,-0.6304347826086956,-0.5952380952380951,-0.6382978723404256,-0.6666666666666666,-0.6964285714285714,-0.6458333333333333,-0.6458333333333333,-0.6530612244897959,-0.6730769230769231,-0.6909090909090909,-0.6964285714285714,-0.6730769230769231,-0.6851851851851851,-0.6909090909090909,-0.679245283018868,-0.6851851851851851,-0.6909090909090909,-0.6964285714285714,-0.6458333333333333,-0.6599999999999999,-0.7017543859649122,-0.7068965517241379,-0.6964285714285714,-0.6964285714285714,-0.6730769230769231,-0.6730769230769231
