firms,absacc,acc,age,agr,chpmia,currat,depr,egr,herf,invest,pchcurrat,pchdepr,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.1764841917473322,-0.1764841917473322,6.0,0.0298417381974248,0.1851840792126236,1.4365733113673806,0.0888360531719442,-0.0172312741765327,7.911189583546325e-06,0.0129425965665234,-0.0515684362707191,-0.0226952104153464,-0.0404549296561423,0.0293202584748197,0.049995532633066,-8.844370860927153,0.7622970110614262,0.0087158628704241,-0.0144404332129963,0.0653846153846153,0.1837606837606837,0.08203125,0.2256637168141593,0.2096069868995633,0.2149122807017545,0.2706422018348622,0.2477477477477476,0.259090909090909,0.1446280991735538,-0.0035971223021582,0.0492424242424243,-0.070469798657718,-0.0578231292517006,-0.0827814569536423,-0.1397515527950311,-0.1994219653179191,-0.180473372781065,-0.134375,-0.1234177215189873,-0.0827814569536423,-0.0448275862068965,0.0036231884057971,0.1214574898785423,0.6104651162790697,0.8163934426229509,1.279835390946502,0.9103448275862068,0.6104651162790697,0.4773333333333334,0.5261707988980717,0.9928057553956836,0.769968051118211,0.8907849829351535,0.9103448275862068,0.8653198653198653,0.5431754874651811,0.6294117647058823,0.648809523809524,1.1064638783269962,0.985663082437276,0.1102204408817635,-0.1410852713178294,-0.1503067484662575,-0.1503067484662575,0.1102204408817635,0.08203125,-0.0641891891891891
BALZ_07-L^I10,0.0668336944745395,-0.0668336944745395,6.0,-0.1022670079136459,0.7908567999895952,2.3278688524590168,0.2589292880648527,-0.0356373315306941,2.2308774768482148e-08,-0.0727220157844575,0.1186658019492333,0.3885810181134252,0.1460388588031494,0.0812437596989196,0.0630532158414783,-5.403284671532846,1.6461688452372356,0.0121269587783212,0.0,-0.1153846153846154,-0.1481481481481481,-0.2068965517241378,-0.2333333333333332,-0.28125,-0.3235294117647059,-0.3428571428571427,-0.303030303030303,-0.28125,-0.28125,-0.0416666666666666,-0.0416666666666666,-0.0416666666666666,-0.0416666666666666,0.0,0.1499999999999999,0.3529411764705881,0.3529411764705881,0.7692307692307692,0.6428571428571428,0.6428571428571428,0.7692307692307692,0.7692307692307692,2.2857142857142856,1.2999999999999998,1.5555555555555558,1.2999999999999998,1.0909090909090908,1.0909090909090908,0.9166666666666669,1.875,1.5555555555555558,1.2999999999999998,1.5555555555555558,2.2857142857142856,1.0909090909090908,0.6428571428571428,0.6428571428571428,0.7692307692307692,0.7692307692307692,0.6428571428571428,0.6428571428571428,0.5333333333333334,0.4375,0.3529411764705881,0.4375,0.3529411764705881,0.0952380952380953
BAMD_17-L^J98,0.0129616455864089,-0.0129616455864089,6.0,0.114155527586152,-0.4247297600419079,1.292787692435543,0.0570751182864121,0.0406553481882606,6.114342004685013e-08,0.0357863208373827,-0.0112082020007852,0.0285345364211516,-0.0286331922898863,0.1153326855082581,-0.0012169074092176,-0.4162230181008616,1.2114245943531463,0.1438236696872656,0.0727272727272727,0.0443037974683542,-0.0178571428571429,-0.0934065934065935,-0.0677966101694915,0.0060975609756097,0.0714285714285714,-0.1871921182266009,-0.2325581395348837,-0.2731277533039647,-0.3096234309623431,-0.2699115044247787,-0.2142857142857144,-0.1871921182266009,-0.1581632653061224,-0.1032608695652175,-0.1032608695652175,-0.1666666666666667,-0.1831683168316832,-0.0883977900552487,-0.046242774566474,0.064516129032258,0.064516129032258,0.1148648648648649,0.3095238095238095,0.2692307692307691,0.5865384615384615,0.5277777777777777,0.3095238095238095,0.2222222222222221,0.064516129032258,0.1148648648648649,0.3095238095238095,0.0855263157894736,0.0377358490566037,0.1301369863013699,0.2043795620437953,0.0377358490566037,-0.0517241379310344,-0.0625,-0.1361256544502618,0.0185185185185183,-0.2105263157894736,-0.2500000000000001,-0.2465753424657534,-0.2180094786729858,-0.0517241379310344,0.0122699386503066,-0.0883977900552487
BBEK_99-L^L95,0.5759162303664921,-0.5759162303664921,6.0,-0.2054543942795377,-7.808794990747058,1.296165803108808,0.1680799515445185,-0.5946219167003639,3.6046476118666674e-06,-0.0096449654943045,-0.1380110365788668,0.4007702084192525,-0.1659781420186613,0.1317504472951228,-0.1077162242499198,-1.287549202403149,0.8147150259067357,-0.0267290848686198,-0.0677966101694914,0.0172413793103447,0.0630630630630628,-0.2185430463576159,-0.1323529411764706,-0.1060606060606061,-0.144927536231884,-0.2337662337662338,-0.0781250000000001,-0.0708661417322835,-0.1510791366906474,-0.1194029850746269,-0.144927536231884,-0.2578616352201258,-0.2891566265060241,-0.3407821229050279,-0.3179190751445087,-0.3333333333333333,-0.271604938271605,-0.2804878048780488,-0.4158415841584159,-0.4847161572052402,-0.4611872146118722,-0.5183673469387755,-0.4611872146118722,-0.4778761061946902,-0.3756613756613757,-0.3179190751445087,-0.3516483516483517,-0.4485981308411215,-0.6749311294765841,-0.6974358974358974,-0.6380368098159509,-0.6997455470737914,-0.6950904392764858,-0.6380368098159509,-0.6910994764397906,-0.74235807860262,-0.7467811158798283,-0.7635270541082164,-0.7620967741935484,-0.7591836734693878,-0.7601626016260162,-0.7541666666666667,-0.7467811158798283,-0.7262180974477959,-0.6870026525198939,-0.6802168021680217,-0.6919060052219321
BBNH_32-L^L97,0.0756767738331047,-0.0756767738331047,8.0,-0.0132189707366296,0.1525328859501161,1.2995363214837712,0.1142061281337047,-0.0472589792060491,0.000131315555151,-0.1063572149344097,-0.1441459510406489,0.3792190519210018,-0.0348461180251325,-0.0597986553989456,-0.041871921182266,-1.6555555555555554,0.917774343122102,-0.041871921182266,0.0767195767195767,-0.0935251798561151,-0.0597014925373133,-0.1505617977528091,-0.0891566265060241,-0.0825242718446602,-0.1105882352941176,-0.2058823529411765,-0.1637168141592919,-0.1923076923076923,-0.2108559498956159,-0.2058823529411765,-0.0935251798561151,-0.0735294117647059,-0.0913461538461539,-0.1692307692307693,-0.0956937799043061,-0.1209302325581395,-0.0666666666666666,-0.0780487804878048,-0.1250000000000001,-0.1674008810572688,-0.1428571428571429,-0.1870967741935485,-0.1543624161073825,-0.0825242718446602,-0.0597014925373133,-0.0257731958762886,-0.1042654028436018,-0.1692307692307693,-0.26171875,-0.2206185567010309,-0.1467268623024831,-0.1746724890829695,-0.1923076923076923,-0.1428571428571429,-0.0802919708029198,-0.1126760563380281,-0.0913461538461539,-0.1,-0.0381679389312977,0.0216216216216216,-0.015625,-0.0689655172413792,-0.0573566084788029,0.0327868852459014,0.1419939577039273,0.1183431952662721,0.2558139534883721
BBOU_00-L,0.041506339494102,-0.041506339494102,6.0,-0.0230702082553934,1.2972675064211217,1.6250563316809374,0.0790358744394618,0.0584607133279699,2.597222626149353e-05,0.0225713929417633,0.1093592645752526,-0.0120515695067264,0.1359262138892603,-0.0351862128515293,0.0061064262867112,-0.5132605304212169,0.7877422262280307,0.0061064262867112,-0.0038240917782027,-0.0368324125230201,-0.0019083969465648,-0.0726950354609927,0.0135658914728682,0.0315581854043391,-0.042124542124542,-0.0593525179856113,-0.0332717190388169,-0.1312292358803986,-0.144026186579378,-0.054249547920434,-0.0490909090909089,0.0418326693227093,0.0673469387755101,-0.1120543293718164,-0.0296846011131723,-0.0508166969147004,-0.0386029411764705,-0.0610412926391382,-0.0920138888888887,0.0019157088122607,-0.0169172932330826,-0.1239530988274706,-0.1904024767801857,-0.1537216828478963,-0.1591639871382635,-0.1341059602649006,-0.1698412698412698,-0.1711568938193343,-0.2507163323782234,-0.2560455192034139,-0.1815336463223785,-0.2342606149341141,-0.2099697885196374,-0.1105442176870747,-0.0872600349040139,-0.1369636963696368,-0.1254180602006689,-0.1210084033613444,-0.0808435852372583,-0.0677361853832442,-0.0677361853832442,-0.0038095238095237,0.0096525096525097,0.1223175965665237,0.1940639269406394,0.1886363636363637,0.22196261682243
BBQS_26-L^G99,0.0816537710778203,-0.0816537710778203,6.0,-0.0037089201877934,0.0715178360795979,1.6966885710604305,0.1034904250984653,0.0352848101265822,3.9400555746965824e-05,0.038356807511737,-0.0660796698556764,-0.116360384519361,-0.0935375873031865,-0.1131317253978738,-0.1042139590081546,-1.7120315581854042,1.0739595412962246,-0.0725773106134795,0.1049382716049383,-0.0299401197604789,-0.0635838150289016,-0.0949720670391061,-0.0470588235294117,0.0588235294117647,0.0062111801242235,-0.0414201183431951,-0.0414201183431951,-0.0742857142857141,-0.0949720670391061,0.0188679245283018,0.0519480519480519,-0.0121951219512194,0.0253164556962024,-0.0414201183431951,0.0945945945945947,0.1250000000000002,0.08,0.0318471337579617,0.0124999999999999,0.0062111801242235,0.1172413793103448,0.2180451127819549,0.3846153846153848,0.5283018867924529,0.9058823529411766,0.6200000000000001,0.2755905511811025,0.0188679245283018,-0.0949720670391061,-0.173469387755102,-0.0061349693251532,0.0519480519480519,-0.0240963855421685,-0.0299401197604789,-0.0299401197604789,-0.1776649746192893,-0.2534562211981566,-0.3091684434968017,-0.3062098501070663,-0.2173913043478259,-0.3178947368421052,-0.3414634146341463,-0.3414634146341463,-0.2619589977220955,-0.0211480362537763,-0.3278008298755186,-0.3360655737704917
BBTU_63-L^C18,0.1884177083205554,-0.1884177083205554,6.0,-0.0299420009666505,-1.6565038663685068,1.080961235874696,0.0335692519414135,-0.1200092421441774,4.1254316844530256e-05,0.0537699371677139,0.0366893092891302,-0.1305657254839466,0.0339202555893781,-0.3011689297456924,-0.1266190326263506,-2.526315789473684,0.7958804176798743,0.0265059673736492,0.0897097625329814,0.0469613259668508,0.0326975476839237,-0.0595533498759305,-0.0867469879518073,0.0160857908847185,-0.0356234096692111,-0.155902004454343,-0.1918976545842218,-0.2568627450980392,-0.2296747967479674,-0.0331632653061224,0.0412087912087912,-0.0867469879518073,-0.1651982378854625,-0.2217659137577001,-0.1724890829694323,-0.1688596491228069,-0.1226851851851852,-0.0356234096692111,-0.1082352941176471,-0.1936170212765957,-0.248015873015873,-0.1405895691609977,-0.1901709401709401,-0.0976190476190476,-0.0867469879518073,0.0985507246376811,-0.1124121779859483,-0.2374245472837022,-0.3315696649029982,-0.3766447368421053,-0.2583170254403131,-0.3232142857142857,-0.252465483234714,-0.3232142857142857,-0.3339191564147628,-0.3714759535655058,-0.3935999999999999,-0.4368499257057949,-0.3955342902711323,-0.3146473779385171,-0.3817292006525286,-0.4213740458015267,-0.4334828101644246,-0.3887096774193548,-0.2849056603773584,-0.3315696649029982,-0.3776683087027914
BBVN_02-L^I99,0.5245763898613639,-0.5245763898613639,6.0,-0.2393984220907298,-10.555476138665364,0.9021636876763875,0.2511415525114155,-1.0881612090680102,3.412419380319495e-07,-0.2583826429980275,-0.291266323325414,0.9954648526077096,-0.3162074908422503,0.036698717948718,-0.130995420056906,-1.0782959124928038,0.6081843838193792,-0.0466346153846153,0.0963855421686747,-0.0348837209302326,-0.0348837209302326,-0.1263157894736841,-0.0348837209302326,0.0246913580246912,-0.0879120879120879,-0.0978260869565218,-0.3515625,-0.3851851851851853,-0.4236111111111111,-0.319672131147541,-0.3565891472868218,-0.4275862068965517,-0.3985507246376811,-0.5870646766169154,-0.5202312138728324,-0.4746835443037975,-0.5174418604651163,-0.5310734463276836,-0.5202312138728324,-0.5721649484536082,-0.6210045662100456,-0.6294642857142858,-0.5911330049261083,-0.5537634408602151,-0.5284090909090909,-0.5146198830409356,-0.5,-0.5808080808080809,-0.6770428015564203,-0.6959706959706959,-0.6639676113360324,-0.6693227091633466,-0.6844106463878328,-0.6819923371647509,-0.6732283464566929,-0.6807692307692308,-0.6541666666666667,-0.668,-0.6626016260162602,-0.6175115207373272,-0.6327433628318584,-0.6192660550458716,-0.6047619047619048,-0.5951219512195122,-0.5537634408602151,-0.6278026905829597,-0.5951219512195122
BCPS_48-L^C06,0.0577339279250136,-0.0577339279250136,6.0,0.0143196239353367,-0.663056036390871,1.154070766059773,0.0447022572889189,-0.0090591787913251,7.783100176520476e-05,0.0961726422266006,-0.240083373681579,0.018729645450107,-0.2753951650456231,-0.0228202163486581,0.0827279795770098,-1.5701717637201509,0.8894423451276767,0.0423947093630352,0.0049423393739702,-0.0485893416927899,-0.0097879282218595,-0.1086637298091042,-0.076103500761035,-0.0515624999999999,-0.0256821829855538,-0.1438645980253877,-0.124098124098124,-0.1073529411764705,-0.1390070921985815,-0.0603715170278637,-0.0318979266347686,0.0743362831858407,0.091726618705036,-0.0632716049382716,-0.0872180451127819,-0.017799352750809,0.0201680672268906,0.0743362831858407,0.0593368237347293,0.0800711743772242,0.0936936936936938,0.2043650793650793,0.2362525458248472,0.3429203539823011,0.5564102564102564,0.8968750000000001,0.7958579881656807,0.4521531100478471,0.1948818897637796,0.2019801980198021,0.4626506024096384,0.6494565217391304,0.3922018348623852,0.4182242990654206,0.4418052256532068,0.2067594433399602,0.1673076923076923,0.1036363636363637,0.0858676207513418,0.1583969465648855,0.1539923954372624,0.0819964349376114,0.0649122807017543,0.0724381625441696,0.2832980972515855,0.2019801980198021,0.2237903225806452
