firms,absacc,acc,age,agr,chpmia,currat,depr,egr,herf,invest,pchcurrat,pchdepr,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCQE_67-L^A14,0.0862529125185342,-0.0862529125185342,6.0,0.2041178393015546,0.0682914925900234,1.888632350943909,0.1147500916534278,0.1713722105782271,7.533829272608455e-06,0.0944955413417993,-0.1141319523522022,0.059300846086938,-0.0390936971531901,0.0187095744849443,0.1513035956999877,-1.5981161695447408,1.240391144913758,0.1513035956999877,-0.0012277470841006,0.0336294416243654,0.0530058177116998,-0.0245508982035927,-0.0744318181818183,-0.0036697247706423,0.0200375704445834,-0.1,-0.0572916666666667,-0.0822535211267606,-0.0523560209424085,-0.0210336538461539,-0.0378027170702894,0.0213166144200627,0.0557355800388852,0.0903614457831325,0.0823920265780728,0.1553191489361702,0.2303625377643503,0.2093541202672604,0.2627906976744185,0.1916605705925382,0.2303625377643503,0.2857142857142856,0.5125348189415042,0.6454545454545453,0.5769603097773475,0.9697702539298668,0.7960308710033075,0.5877192982456141,0.5618408437200384,0.6339017051153459,0.7764449291166848,0.9555822328931572,1.011111111111111,1.2163265306122448,1.4459459459459456,1.1865771812080537,1.0725190839694654,1.1983805668016192,1.3338108882521489,1.5216718266253868,1.893428063943161,1.705980066445183,1.6881188118811885,1.7798634812286689,2.851063829787233,2.400835073068893,2.797202797202797
BCUB_73-L^L00,0.0720656155438764,-0.0720656155438764,6.0,-0.0355103637074697,0.2930874383979577,1.9148215092634435,0.1307797537619699,0.1869158878504673,4.375785216435661e-06,-0.0360578803285099,0.1240350902687393,0.0475102066887744,0.1535187404005396,-0.0216963337372083,0.0196726019529006,-0.8627264061010486,1.4534568459105286,0.0196726019529006,0.0213903743315506,0.0476190476190476,0.0778097982708934,0.0108108108108109,-0.0335917312661498,0.0655270655270656,0.0331491712707183,-0.0922330097087378,-0.0507614213197968,-0.0922330097087378,-0.1095238095238094,-0.0673316708229425,-0.0260416666666666,0.0935672514619883,0.0809248554913295,0.0388888888888889,0.0594900849858357,0.0685714285714287,0.1507692307692307,0.1873015873015873,0.2262295081967213,0.2550335570469799,0.2343234323432343,0.1835443037974684,0.2592592592592593,0.2384105960264901,0.3262411347517733,0.4496124031007753,0.1910828025477706,0.1097922848664689,0.0935672514619883,0.1,0.1948881789137382,0.2222222222222223,0.2896551724137932,0.4384615384615384,0.3955223880597014,0.2142857142857144,0.1798107255520504,0.2025723472668812,0.3357142857142858,0.4666666666666668,0.5327868852459017,0.4841269841269842,0.3955223880597014,0.4900398406374504,0.9893617021276596,0.8514851485148516,0.8514851485148516
BCYO_38-L^K98,0.0041568459395757,-0.0041568459395757,6.0,-0.0657327586206898,-1.451638512913456,1.1241727425687045,0.1337668369716674,-0.1836956521739131,9.776654649332042e-07,0.0029426392572944,-0.0215552819982556,0.0759930973925366,-0.0215552819982556,-0.0069701142708042,-0.0513001695873375,-97.0,1.1241727425687045,-0.0513001695873375,-0.0352112676056336,-0.0138888888888889,-0.0273972602739726,-0.0657894736842106,-0.0069930069930069,-0.0405405405405405,-0.1069182389937107,-0.3826086956521739,-0.3716814159292035,-0.3456221198156682,-0.3545454545454546,-0.3716814159292035,-0.3879310344827585,-0.3270142180094787,-0.3545454545454546,-0.3799126637554585,-0.3931623931623932,-0.3744493392070485,-0.2755102040816326,-0.2197802197802199,-0.2717948717948718,-0.2324324324324325,-0.3073170731707316,-0.2486772486772487,-0.2067039106145252,-0.3456221198156682,-0.2791878172588833,-0.0838709677419355,-0.3486238532110093,-0.3395348837209302,-0.4600760456273765,-0.4701492537313433,-0.3905579399141631,-0.4204081632653061,-0.4251012145748989,-0.4274193548387097,-0.4227642276422764,-0.521885521885522,-0.5344262295081967,-0.540453074433657,-0.5463258785942492,-0.5448717948717949,-0.5086505190311419,-0.5492063492063493,-0.5434083601286174,-0.5086505190311419,-0.4538461538461539,-0.4910394265232976,-0.4538461538461539
BCZR_85-L^G00,0.068160624009572,-0.068160624009572,5.0,0.0085747229129841,-0.4481831734414445,1.6715290454805076,0.2486200827950322,0.0247113181816425,1.820682479779163e-06,0.0052459178796915,0.0405195134685268,-0.2158215968125015,0.0425328477429121,-0.2715487207206429,-0.0678607833997185,-4.878472903183631,1.2350031544799216,-0.2805899518765627,-0.0088888888888889,-0.1035856573705178,-0.0384615384615384,-0.1379310344827585,-0.1176470588235293,0.0135135135135133,-0.0088105726872246,-0.0585774058577406,0.0765550239234451,0.0044642857142855,0.0135135135135133,0.1658031088082903,0.1904761904761904,0.0765550239234451,0.0,-0.1176470588235293,-0.0853658536585365,0.0227272727272727,0.1138613861386139,0.0869565217391306,0.0714285714285714,0.1780104712041885,0.3235294117647058,0.40625,0.4610389610389609,0.4423076923076923,-0.3181818181818181,-0.3098159509202454,-0.3055555555555556,-0.2788461538461538,-0.2857142857142857,-0.2549668874172185,-0.1906474820143884,-0.1964285714285714,-0.0425531914893617,-0.150943396226415,-0.1666666666666667,-0.2105263157894736,-0.2294520547945205,-0.8043478260869565,-0.7926267281105991,-0.7857142857142857,-0.804006968641115,-0.7991071428571428,-0.7897196261682242,-0.7897196261682242,-0.7575431034482758,-0.7383720930232558,-0.7580645161290323
BDAJ_H9-L,0.0559361301398403,-0.0559361301398403,35.0,0.0215984904643169,-0.0744634210933544,1.1376869872929063,0.0723527858463163,0.0507603638636206,1.0494588674721828e-05,0.0065031336343419,-0.2173563326851932,0.0009130619666159,-0.1767297511619368,0.0287925645182806,0.0070489300485367,-0.9982153480071384,0.909441852983754,0.043952914372508,0.0122591943957968,0.0196428571428572,0.0344202898550725,-0.0155172413793103,0.0088339222614841,0.115234375,0.1488933601609658,-0.0403361344537815,0.0672897196261683,-0.0370994940978076,-0.0499168053244591,0.0477064220183485,0.1797520661157026,0.2174840085287845,0.2688888888888889,0.3156682027649771,0.4168734491315136,0.3156682027649771,0.4566326530612246,0.4419191919191918,0.5601092896174862,0.5474254742547426,0.4529262086513994,0.4986876640419948,0.5817174515235457,0.7623456790123455,0.801261829652997,1.1070110701107012,0.7843749999999998,0.5905292479108635,0.369304556354916,0.4168734491315136,0.5949720670391061,0.5474254742547426,0.5516304347826086,0.7569230769230768,0.6647230320699709,0.5817174515235457,0.4869791666666667,0.4168734491315136,0.5186170212765959,0.612994350282486,0.4792746113989639,0.4529262086513994,0.4133663366336633,0.4098765432098765,0.6794117647058824,0.6550724637681158,0.6744868035190614
BDFF_05-L^C99,0.0050784732164564,-0.0050784732164564,7.0,0.0410762529635551,0.0505660064793511,1.768582243633861,0.0639214747426382,0.0551669175595501,9.969766708041555e-06,0.0277884986491702,-0.1409426480436343,0.0650578115569164,-0.1650989532658642,0.0471553592758383,0.0372820009268703,-0.0820960698689956,1.2272883688919478,0.0635015131219922,0.0476190476190476,-0.0186915887850466,0.0344827586206897,-0.1213389121338911,-0.0948275862068965,-0.0707964601769912,-0.1101694915254237,-0.1322314049586777,-0.0829694323144104,-0.1393442622950819,-0.1633466135458168,-0.1764705882352941,-0.1532258064516128,-0.0829694323144104,-0.0624999999999998,-0.0789473684210526,0.0194174757281553,0.0606060606060605,0.05,0.0096153846153845,0.05,0.05,0.0194174757281553,0.0396039603960396,0.1413043478260871,0.1666666666666667,0.3461538461538462,0.590909090909091,0.381578947368421,0.2962962962962963,0.1229946524064171,0.0,0.1170212765957445,0.0396039603960396,0.0714285714285714,0.1052631578947369,0.0824742268041238,0.024390243902439,0.1170212765957445,0.1797752808988764,0.2727272727272727,0.4583333333333332,0.25,0.1666666666666667,0.1931818181818181,0.1538461538461539,0.2574850299401199,0.2352941176470588,0.2352941176470588
BFSV_71-L^I00,0.0228732210646019,0.0228732210646019,6.0,-0.1116935611204093,-4.686202737265306,1.0047484490047125,0.3191311612364244,-2.673942701227831,3.53673669224613e-10,0.0001105251523668,-0.0015205792349758,0.9147869674185464,-0.0015205792349758,-0.0624312664795987,-0.1673405504108516,5.347996089931574,1.0047484490047125,-0.1673405504108516,-0.0277777777777777,0.161290322580645,-0.0769230769230769,-0.1818181818181818,-0.0526315789473684,-0.3454545454545455,-0.4,-0.4929577464788732,-0.5068493150684932,-0.5555555555555556,-0.5609756097560976,-0.5263157894736843,-0.4461538461538462,-0.4857142857142856,-0.4461538461538462,-0.4929577464788732,-0.4545454545454546,-0.4193548387096775,-0.3898305084745762,-0.3898305084745762,-0.4461538461538462,-0.3898305084745762,-0.4285714285714286,-0.3207547169811321,-0.1,-0.1818181818181818,-0.2653061224489795,0.125,-0.0769230769230769,-0.1627906976744186,-0.2941176470588236,-0.3333333333333333,-0.2653061224489795,-0.4461538461538462,-0.4285714285714286,-0.55,-0.5609756097560976,-0.5714285714285714,-0.5662650602409638,-0.52,-0.5443037974683544,-0.5555555555555556,-0.5862068965517242,-0.6129032258064516,-0.6210526315789473,-0.5862068965517242,-0.5609756097560976,-0.6043956043956045,-0.5764705882352941
BKEO_50-L^A00,0.1901475109104464,-0.1901475109104464,6.0,-0.0479266139054221,0.3932938125579782,1.3205128205128205,0.2177177177177177,0.0157926424502523,1.2454623615690657e-07,0.0338192491333639,0.0673795983850673,0.4926930986225155,0.011714527347886,0.1760447251741478,0.0257927872453881,-1.1265508684863526,0.9628205128205128,0.1957579538365564,-0.0635838150289016,0.0,0.138157894736842,0.3307692307692307,0.3839999999999999,0.3007518796992481,0.2097902097902098,0.2269503546099291,0.2446043165467626,0.1610738255033557,0.0116959064327486,0.2627737226277371,0.373015873015873,0.5309734513274338,0.6476190476190475,0.544642857142857,0.6018518518518516,-0.2276785714285715,-0.2027649769585253,-0.1682692307692308,-0.2412280701754385,-0.1877934272300468,-0.2100456621004566,-0.1953488372093023,-0.2027649769585253,-0.1036269430051813,-0.1036269430051813,0.0484848484848485,0.0116959064327486,-0.1560975609756096,-0.3268482490272373,-0.2171945701357466,-0.332046332046332,-0.409556313993174,-0.3639705882352941,-0.2242152466367712,-0.1722488038277511,-0.2242152466367712,-0.0114285714285714,0.0548780487804878,0.067901234567901,0.2627737226277371,0.1849315068493151,0.5043478260869567,0.4537815126050419,0.696078431372549,1.1358024691358022,1.2467532467532467,1.276315789473684
BKLI_06-L^K01,0.2719594594594594,-0.2719594594594594,9.0,0.0204778156996587,4.948319573870818,0.8479166666666667,0.5392670157068062,-0.4216027874564459,3.694689985380401e-12,-0.0017064846416381,0.873469506517691,-0.4940210716825027,1.3821369636963698,-0.3989839202919996,0.0908013061083994,-1.1258741258741258,0.6083333333333333,-0.5871559633027523,-0.0384615384615385,-0.1034482758620689,-0.1612903225806451,-0.1875,0.0833333333333334,0.0,0.015625,-0.0972222222222222,-0.0972222222222222,-0.1666666666666666,-0.1875,0.015625,-0.0151515151515151,-0.0151515151515151,-0.0714285714285712,-0.0151515151515151,-0.2613636363636363,-0.4298245614035086,-0.35,-0.35,-0.0151515151515151,-0.2934782608695652,-0.5094339622641508,-0.5094339622641508,-0.516728624535316,-0.5563139931740615,-0.4605809128630705,-0.6187683284457478,-0.6187683284457478,-0.631728045325779,-0.6096096096096095,-0.4090909090909091,-0.4420600858369099,-0.4420600858369099,-0.4605809128630705,-0.5238095238095237,-0.5563139931740615,-0.5563139931740615,-0.5681063122923588,-0.631728045325779,-0.6623376623376623,-0.7597042513863217,-0.7731239092495636,-0.78369384359401,-0.8071216617210683,-0.8071216617210683,-0.7879282218597063,-0.8199445983379501,-0.8199445983379501
BUNQ_03-L^K12,0.0156239425317361,0.0156239425317361,6.0,0.2816332833318626,0.5173704935090956,2.191791418300951,0.1128902316213494,0.138656195462478,1.3055375024409928e-08,0.2278743492455661,-0.1980878926306501,0.165334509513908,-0.133905185646471,-0.1153408813547112,-0.0549322678430397,0.1607320469464889,0.4714929244209853,0.2295962846137995,-0.1267605633802816,-0.1012658227848102,0.0142857142857142,-0.2365591397849463,-0.1647058823529411,-0.2446808510638297,-0.297029702970297,-0.3106796116504855,-0.2755102040816326,-0.3545454545454546,-0.4180327868852459,-0.2680412371134021,-0.144578313253012,-0.202247191011236,-0.1647058823529411,-0.0405405405405405,-0.0273972602739726,-0.1341463414634146,-0.0405405405405405,-0.0138888888888889,0.1269841269841269,0.2678571428571425,0.5106382978723405,1.4482758620689655,1.4482758620689655,1.5357142857142851,1.290322580645161,1.3666666666666667,0.7749999999999999,0.6511627906976745,0.543478260869565,0.5106382978723405,0.7317073170731707,0.6904761904761905,0.5777777777777777,0.4489795918367347,0.392156862745098,0.3396226415094339,0.2678571428571425,0.2678571428571425,0.4199999999999999,0.3653846153846152,0.1269841269841269,0.0142857142857142,0.4791666666666667,0.4791666666666667,0.4199999999999999,0.2909090909090908,0.2678571428571425
