firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,15.0,-0.0453556049779965,4.616714811959243e-07,0.0392356731020899,0.0690934923185192,0.0782982849524271,1.048994371163203,1.0039882347679032,1.0,-0.0103374292958844,1.4600022888552468e-08,8.703053155824902e-10,6.694383457437095e-07,-0.0656279001611878,5.0,0.1131299498520038,-0.0119100378814222,0.2032410433224542,-0.0361363743620513,0.1372549019607842,0.02,0.108695652173913,0.0851063829787235,-0.0192307692307692,0.2439024390243902,0.2142857142857144,0.3421052631578947,0.5,0.7586206896551726,0.59375,0.7586206896551726,0.6451612903225807,0.3076923076923077,0.5,0.9615384615384616,0.5,0.5454545454545454,0.4166666666666667,0.0851063829787235,0.02,0.02,0.0,-0.0892857142857143,-0.2816901408450704,-0.3289473684210526,-0.0727272727272727,-0.0377358490566037,-0.2916666666666666,-0.2916666666666666,-0.5,-0.5,-0.5565217391304347,-0.5048543689320388,-0.6644736842105263,-0.7258064516129032,-0.6890243902439024,-0.7228260869565217,-0.7475247524752475,-0.7315789473684211,-0.7475247524752475,-0.7287234042553191,-0.7329842931937173,-0.68125,-0.6046511627906976,-0.5984251968503937,-0.6688311688311688,-0.5446428571428572,-0.4795918367346938
BAOH-L,22.0,0.1959692863476836,8.740930994063105e-07,0.0742857908837219,0.0752016938460332,0.6080551500126475,1.016906433619853,-0.2292359151003485,1.0,0.2905643296226703,2.285154917638788e-07,5.3483083492547984e-08,5.613603508749464e-07,0.0560487972747959,3.0,0.8254353159188521,0.3694991004798192,-0.0995035045318643,0.405811102904874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2123287671232877,-0.0836653386454183,-0.2255892255892256
BBIO-L^E18,15.0,-0.0216463414634146,4.88909112185947e-07,0.0415504939847477,0.0408226861950763,0.1369086548942664,1.1854830049543712,0.0002577690448551,1.0,-0.0252631578947368,5.332593988205253e-08,4.732942397218402e-07,1.1969297595308226e-06,-0.0228448275862068,4.0,1.499683738111139,0.0108237642915602,0.0087745839636913,0.0087745839636913,-0.0337078651685393,-0.0037313432835821,-0.0290909090909091,0.0942622950819671,0.0037593984962405,0.1508620689655173,0.2361111111111109,0.2654028436018958,0.3349999999999999,0.66875,0.5614035087719298,0.3762886597938144,0.3283582089552239,0.1265822784810126,0.241860465116279,0.117154811715481,-0.014760147601476,0.0511811023622046,-0.1469648562300319,-0.2005988023952095,-0.1859756097560975,-0.2260869565217391,-0.1010101010101011,-0.0255474452554745,0.0075471698113207,-0.0664335664335664,-0.0255474452554745,0.0348837209302324,-0.1217105263157894,-0.620199146514936,-0.6152737752161384,-0.6514360313315928,-0.6477572559366755,-0.6301939058171745,-0.667910447761194,-0.6787003610108304,-0.6223479490806223,-0.6468253968253967,-0.6683229813664597,-0.5966767371601209,-0.6993243243243243,-0.6851415094339623,-0.6913294797687861,-0.7113513513513514,-0.6993243243243243,-0.6607369758576874,-0.6715867158671587,-0.6514360313315928,-0.7261538461538461
BBOU-L,15.0,-0.1241550857081057,2.245932505386863e-07,0.0190873114714487,0.0850952753850169,0.0310803055052757,0.5173520453600613,-0.948701772130312,1.0,-0.1744709215130811,3.4455161568308756e-09,3.7944079055403234e-06,4.857271066353421e-07,-0.1024545530702856,4.0,17.465303168653588,-0.1101601156594988,-0.1632689239496543,-0.1632689239496543,-0.020408163265306,-0.001358695652174,0.0530085959885384,0.1238532110091743,0.0872781065088756,0.1593059936908516,0.1413043478260869,0.1170212765957445,0.076134699853587,0.1204268292682926,0.1593059936908516,0.1413043478260869,0.0888888888888888,0.1187214611872145,0.0068493150684931,-0.0789473684210527,-0.0625,-0.0027137042062416,-0.136310223266745,-0.1453488372093023,-0.1878453038674034,-0.1993464052287582,-0.1551724137931034,-0.1332547169811321,-0.0636942675159235,-0.0134228187919464,0.05,0.05,0.0698689956331877,-0.0027137042062416,-0.0789473684210527,-0.0417209908735333,0.0137931034482758,0.026536312849162,0.026536312849162,0.1238532110091743,-0.02,0.0165975103734439,0.1170212765957445,0.2108731466227347,0.2738301559792029,0.2628865979381443,0.2209302325581394,0.2782608695652173,0.4134615384615383,0.4554455445544554,0.5376569037656902,0.6333333333333333,0.475903614457831
BBTK-L^C11,11.0,0.1364296081277213,0.000643025217939,54.64822557828844,0.1020806241872561,0.1818181818181818,0.2586957388566019,7.659289934868262,1.0,0.8411764705882353,7.601256569886749e-05,1.502356214718321e-08,0.0008546277656953,-0.108730583824317,3.0,0.0015416761390464,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.0,-0.1250000000000001,-0.1250000000000001,-0.2222222222222223,0.0,0.0,-0.1250000000000001,-0.1250000000000001,-0.1250000000000001,-0.3,-0.3636363636363637,-0.3,-0.1666666666666667,-0.054054054054054,-0.054054054054054,-0.1250000000000001,0.346153846153846,0.346153846153846,0.0294117647058822,0.0294117647058822,0.0294117647058822,0.0294117647058822,0.0294117647058822,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1250000000000001,-0.1250000000000001,0.4583333333333332,-0.1250000000000001,-0.1250000000000001,-0.0789473684210526,0.0,0.1666666666666667,0.3999999999999999,0.2499999999999997,0.2499999999999997,0.2499999999999997,0.3999999999999999,0.3999999999999999,0.7499999999999998,0.296296296296296,0.5909090909090908,0.09375,1.1875,1.1875,0.5909090909090908
BBTU-L^C18,15.0,0.0400149809781001,6.834791095901427e-07,0.058086245324315,0.1138340819923807,0.1179786665684125,2.6438249652926022,-0.0365905494576555,1.0,-0.0107679229243413,3.1325310092931204e-08,3.395874075311973e-06,7.911878320614626e-07,0.0882930019620667,4.0,2.8309974032341656,0.7588167003159204,0.0473176677131886,0.6299507209344771,0.0044444444444442,0.0465116279069768,0.1479591836734695,0.2362637362637363,0.1363636363636364,0.1363636363636364,0.2228260869565217,0.2430939226519337,0.4610389610389609,0.6304347826086958,0.4802631578947367,0.3975155279503104,0.3473053892215569,0.25,0.2857142857142858,0.4240506329113924,0.1597938144329898,0.1842105263157896,0.0227272727272727,-0.0853658536585365,-0.1141732283464567,-0.0963855421686747,0.0044642857142855,0.0714285714285714,0.0663507109004739,0.0922330097087378,0.2640449438202248,0.2228260869565217,-0.0625,-0.0890688259109312,-0.0853658536585365,-0.0702479338842975,0.0135135135135133,0.0922330097087378,-0.0217391304347824,-0.066390041493776,0.0765550239234451,0.1597938144329898,0.171875,0.1597938144329898,0.0368663594470046,0.0180995475113121,0.0089686098654708,-0.0999999999999999,-0.1666666666666667,-0.199288256227758,-0.1346153846153847,0.3235294117647058,0.1363636363636364
BBXK-L,15.0,-0.0606907483106698,1.10109935866931e-05,0.9357817463135802,0.1168570941336971,0.1827750951687488,1.3643239275399264,0.2853069279367369,1.0,-0.0139226949664103,1.7413054299651244e-06,2.7779325789050817e-06,1.3471289645805116e-05,-0.0957454571991533,3.0,0.2184918615419308,-0.1193580391801135,0.9928460800944022,-0.0071539199055977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0144927536231884,0.0,0.0144927536231884,0.0144927536231884,-0.8153034300791557,-0.8209718670076727,-0.8181818181818182,-0.8186528497409327,-0.8128342245989305,-0.8060941828254847,-0.7965116279069767,-0.7619047619047619,-0.7254901960784313,-0.7426470588235294,-0.717741935483871,-0.7307692307692308,-0.7188755020080322,-0.7348484848484849,-0.7407407407407407,-0.7021276595744681,-0.6875,-0.6236559139784947,-0.6428571428571428,-0.6391752577319587,-0.6517412935323383,-0.6682464454976303,-0.6818181818181819,-0.7071129707112971,-0.7318007662835249,-0.7021276595744681,-0.7318007662835249,-0.7307692307692308,-0.7526501766784452,-0.7627118644067796
BCPS-L^C06,15.0,0.0501815135437028,1.2132899570426763e-05,1.0311281955138332,0.0170181083308958,0.0781949707199449,0.5840326127831285,0.6239909557419571,1.0,0.0153945875871009,4.840767463464236e-07,2.234859401938569e-07,2.3256983201467577e-05,0.0711673949879603,4.0,0.0817848027547883,-0.1389365541582084,0.1260058326181215,-0.1439034415754269,-0.9794184039304208,0.0272814077206384,25.70567375886525,0.0125033611185803,46.66455696202532,0.0100590128755364,-0.0152981171548117,-0.0975434391851408,-0.062375498007968,42.03428571428572,46.36477987421384,-0.0367101560501407,-0.0112905343311014,-0.0891388485728108,-0.1077014218009478,-0.1273464658169176,-0.1318731988472622,-0.081921248323784,-0.0711642821904291,-0.024987053340238,-0.0303849620187974,-0.0316317346020315,-0.0910078455039227,32.323008849557525,30.642857142857142,-0.1202102803738317,43.82738095238096,-0.1230787144853282,-0.1737794843664289,-0.1447876447876448,53.572463768115945,-0.1019556403529692,-0.113374146456322,59.248000000000005,-0.1990002127206976,-0.1992557150451886,22.75709779179811,-0.2011244298292138,49.88513513513514,-0.1437180216031836,-0.167016922906758,-0.177479248580166,-0.1808788340221883,55.20149253731344,63.36752136752138,-0.166555998229305,57.8359375,47.9025974025974,41.78977272727273
BCQE-L^A14,15.0,-0.3612873278663159,-1.1321916151867569e-07,-0.0096220585225065,0.1242954612874518,-0.2294919944653093,1.0400179805089111,-1.1412073856263087,1.0,-1.7152777777777777,-1.5850682612614594e-06,1.0721642987116078e-06,4.446325323718865e-06,-0.3339370986332949,3.0,0.720334337539486,0.1262894852642191,-0.0041225284052262,-0.2802639127940333,0.4444444444444446,-0.1428571428571429,-0.4375,-0.3571428571428572,-0.4857142857142856,-0.3076923076923077,-0.1,0.0,0.2857142857142856,0.7999999999999998,0.1999999999999999,-0.6538461538461539,-0.6603773584905661,-0.7272727272727273,-0.7096774193548387,-0.7,-0.7567567567567568,-0.7313432835820896,-0.8,-0.8301886792452831,-0.8333333333333334,-0.8548387096774194,-0.8200000000000001,-0.8448275862068966,-0.8487394957983193,-0.825242718446602,-0.71875,-0.5384615384615385,-0.7954545454545454,-0.797752808988764,-0.8676470588235294,-0.8775510204081632,-0.8783783783783784,-0.8676470588235294,-0.8867924528301887,-0.9016393442622952,-0.8846153846153846,-0.8941176470588236,-0.8888888888888888,-0.8775510204081632,-0.931297709923664,-0.926829268292683,-0.928,-0.923728813559322,-0.9415584415584416,-0.931818181818182,-0.9359430604982206,-0.9372822299651568,-0.9465875370919882
BCYN-L,15.0,0.0671268644874642,3.6907711981384773e-07,0.0313664365513007,0.0259540714555548,0.1904346713513109,0.4018508448386111,0.6053393446800631,1.0,0.2040399054982817,5.5451659895046493e-08,1.1311366179387103e-06,4.795391805665698e-07,-0.0240054669703872,5.0,12.02689603971774,-0.1471815728049571,-0.0843568129330254,-0.0843568129330254,-0.0771224886584575,0.0678200692041521,0.06121045392022,0.1961240310077519,0.1053008595988538,0.1924265842349304,0.3594713656387664,0.2595918367346939,0.3010118043844856,0.2647540983606558,0.1887519260400616,0.3176771989752347,0.2443548387096774,0.1654078549848943,0.3464223385689353,0.4865125240847783,0.3594713656387664,0.4908212560386473,0.2689144736842104,0.1850998463901689,-0.6936060365369341,-0.7165166268601875,-0.7297723292469351,-0.7272887946270767,-0.7057589626239511,-0.7068212046361391,-0.6555803571428571,-0.6325315551321744,-0.6820523387595302,-0.673093220338983,-0.7019509368360055,-0.7176061493411421,-0.7285839929639402,-0.6739222316145392,-0.6975102920995884,-0.6811324653854103,-0.6685284640171858,-0.6284613532386227,-0.6475559616263133,-0.6098609355246523,-0.667026327147173,-0.640995812005584,-0.6427413753183607,-0.6122141241517969,-0.6175012394645514,-0.6390643274853801,-0.6054717463564305,-0.6578713968957872,-0.7398415107064575
