firms,age,agr,bm,bm_ia,cashdebt,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ-L^J02,11.0,-0.1213491985445963,7.923866019834136e-07,0.0241880274165252,0.0375211167422423,0.0180196959614976,1.0,-0.0377122877122876,-1.3676021030858293e-07,-0.1292922948073685,1.9179324781145105e-07,1.0451359229898025e-06,-0.175669099756691,2.0,0.4849823112509334,0.2415120103933437,-0.4902448695045968,-0.0283804627249357,-0.0115384615384616,0.0077519379844961,0.0483870967741935,0.4207650273224044,0.0526315789473683,0.0317460317460318,-0.087719298245614,-0.0579710144927535,0.0655737704918033,0.5116279069767442,0.5028901734104048,0.7687074829931975,2.25,1.7956989247311823,4.416666666666667,4.909090909090909,4.909090909090909,5.341463414634147,5.046511627906977,4.306122448979592,5.5,4.098039215686274,3.814814814814815,3.9056603773584895,1.9213483146067416,1.9213483146067416,0.6883116883116884,0.5116279069767442,0.1304347826086958,0.0878661087866108,0.2264150943396226,0.0743801652892561,-0.0714285714285712,0.2380952380952381,0.1764705882352941,0.5476190476190477,0.4689265536723164,-0.0972222222222222,0.019607843137255,0.092436974789916,-0.1823899371069182,-0.2817679558011049,-0.3734939759036144,-0.439655172413793,-0.4560669456066946,-0.439655172413793,-0.4779116465863454,-0.4063926940639268,0.9117647058823528
BALZ-L^I10,13.0,0.3810514346866431,6.409295032361517e-07,0.0195647179767187,0.2638355745871871,0.0174776036991344,1.0,0.3857652798777919,1.4717421490267602e-07,-0.0075844614049231,1.9743221147916124e-09,8.476900258771748e-07,0.3775085816043206,4.0,0.1383440215859811,0.128902244914345,-0.1120005865381156,0.2654303062302005,-0.2112676056338027,-0.0657894736842106,0.2909090909090908,0.3396226415094339,-0.0138888888888889,-0.0138888888888889,-0.303921568627451,-0.303921568627451,-0.3826086956521739,-0.3106796116504855,-0.5328947368421053,-0.6182795698924732,-0.5670731707317074,-0.6141304347826088,-0.6485148514851485,-0.6263157894736842,-0.6485148514851485,-0.6223404255319149,-0.6282722513089005,-0.55625,-0.4496124031007752,-0.4409448818897638,-0.538961038961039,-0.3660714285714287,-0.2755102040816326,-0.2755102040816326,-0.1234567901234569,-0.1125,-0.1647058823529411,-0.0897435897435898,-0.1012658227848102,-0.0405405405405405,0.0757575757575756,0.0441176470588233,0.2241379310344828,0.2033898305084744,0.1833333333333333,0.4199999999999999,0.543478260869565,0.6904761904761905,0.543478260869565,0.4791666666666667,0.4791666666666667,0.392156862745098,0.6904761904761905,0.6511627906976745,0.8205128205128203,0.6904761904761905,0.8205128205128203
BAOH-L,20.0,-0.1742644710198214,5.986751535653635e-07,0.018274881215539,-0.0524838024433443,-0.0879447215155357,1.0,-0.2201806628252014,-7.666619830912745e-08,-0.2388505371297575,2.4712144529908675e-08,4.378461841363074e-07,-0.126163669894225,3.0,1.039753120535003,-0.2061103672253601,-0.0145463716077,-0.0145463716077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2123287671232877,-0.0836653386454183,-0.2255892255892256,-0.1901408450704225,-0.1756272401433692,-0.1958041958041958,0.0454545454545451,0.1979166666666665,0.0313901345291478,-0.0725806451612903,-0.0873015873015873,-0.0612244897959185,0.0,-0.1605839416058395,-0.0212765957446809,-0.2698412698412699,-0.352112676056338,-0.2721518987341773,0.0648148148148146,-0.1958041958041958,-0.2789968652037617,-0.4056847545219638,-0.4306930693069307,-0.3994778067885118,-0.4191919191919192,-0.4320987654320988,-0.4278606965174129
BBIO-L^E18,13.0,-0.1343742001535705,5.236872434640192e-07,0.0159858349079675,0.1026288117770767,-0.0281341223402358,1.0,-0.2889498970487302,1.7692136603514165e-08,-0.0740842365207599,6.325519262238048e-07,1.1747578704733405e-06,-0.044014808720691,3.0,1.973112163925264,-0.0033464268796865,-0.1677982541222114,-0.1677982541222114,0.0339622641509436,-0.0734265734265734,-0.0328467153284672,0.0271317829457364,-0.1282894736842106,-0.6230440967283073,-0.6181556195965419,-0.6540469973890339,-0.6503957783641161,-0.6329639889196677,-0.6703980099502487,-0.6811070998796631,-0.6251768033946252,-0.6494708994708995,-0.6708074534161491,-0.5996978851963746,-0.7015765765765767,-0.6875,-0.6936416184971099,-0.7135135135135136,-0.7015765765765767,-0.6632782719186785,-0.6740467404674046,-0.6540469973890339,-0.7282051282051283,-0.7325933400605449,-0.7312373225152129,-0.7279260780287474,-0.7325933400605449,-0.7546296296296297,-0.7603978300180831,-0.7373637264618433,-0.7504708097928436,-0.718384697130712,-0.6841477949940405,-0.6540469973890339,-0.6679197994987469,-0.5904173106646059,-0.6319444444444444,-0.5431034482758621,-0.6044776119402986,-0.6480743691899071,-0.6728395061728395,-0.7100656455142232,-0.8475258918296893,-0.8338557993730408,-0.8196051735874745,-0.7845528455284553,-0.7874899759422614
BBOU-L,13.0,0.0927119484382746,1.803611089401378e-07,0.0055056199044747,0.1508153371529308,0.0056140389161638,1.0,0.101040118870728,4.263017535388643e-08,0.0055081734186211,8.827656478672343e-06,4.116628434051073e-07,0.0910515159893097,4.0,28.68384484463033,0.0366396835280758,0.0801179443976411,0.0801179443976411,0.0802547770700639,0.0536912751677851,0.1214285714285714,0.1214285714285714,0.1426491994177583,0.0651289009497964,-0.0162907268170426,0.0234680573663623,0.0827586206896551,0.0963687150837988,0.0963687150837988,0.2003058103975534,0.0466666666666666,0.0857538035961271,0.1930091185410334,0.2932454695222404,0.3604852686308493,0.3487972508591064,0.3039867109634551,0.3652173913043477,0.5096153846153846,0.5544554455445545,0.6422594142259412,0.7444444444444445,0.576305220883534,0.3893805309734512,0.2953795379537953,0.2996688741721853,0.2362204724409449,0.256,0.1476608187134502,0.1681547619047618,0.0933147632311977,0.1612426035502958,0.1376811594202898,0.1166429587482218,0.1476608187134502,0.2381703470031546,0.1629629629629629,0.4564007421150278,0.2362204724409449,0.1025280898876404,0.533203125,0.533203125,0.579476861167002,0.5213178294573642,0.5183752417794971,0.5392156862745099,0.4017857142857144
BBTK-L^C11,11.0,0.1364296081277213,0.0005358543482825,16.35724232979153,0.1818181818181818,0.4575489034549025,1.0,0.8411764705882353,6.334380474905625e-05,0.1253396739130146,1.8948485955668706e-08,0.0007121898047461,-0.108730583824317,3.0,0.0023303523057675,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.0,0.0,0.0,0.0,0.0499999999999998,0.0499999999999998,0.75,0.0499999999999998,0.0499999999999998,0.1052631578947367,0.1999999999999999,0.3999999999999999,0.6799999999999999,0.4999999999999998,0.4999999999999998,0.4999999999999998,0.6799999999999999,0.6799999999999999,1.0999999999999996,0.5555555555555554,0.909090909090909,0.3125,1.625,1.625,0.909090909090909,0.0499999999999998,0.0499999999999998,0.0499999999999998,0.1666666666666667,0.2352941176470586,0.4482758620689655,0.4482758620689655,0.4999999999999998,0.4482758620689655,0.6153846153846152,0.909090909090909,0.909090909090909,0.826086956521739,0.826086956521739,0.6153846153846152,0.4999999999999998,0.3548387096774192,0.2352941176470586,0.0769230769230768,0.0769230769230768,0.0769230769230768,0.1052631578947367,0.0769230769230768,-0.8444444444444444
BBTU-L^C18,13.0,0.0745087220406604,8.116722378905958e-07,0.0247767318303813,0.1377533193570929,-0.0003319566418571,1.0,0.0755260420833665,4.32010329696289e-08,0.0276405298961602,9.301736570905095e-07,7.155793741992411e-07,0.0730680429172891,4.0,3.3037678002291684,0.062030868777317,-0.1057039092888807,0.0532202960900924,-0.0047393364928909,0.0242718446601941,0.1853932584269662,0.1467391304347824,-0.1208333333333333,-0.1457489878542511,-0.1422764227642277,-0.128099173553719,-0.0495495495495497,0.0242718446601941,-0.0826086956521738,-0.1244813278008299,0.0095693779904306,0.0876288659793813,0.0989583333333332,0.0876288659793813,-0.0276497695852534,-0.0452488687782806,-0.0538116591928251,-0.156,-0.2185185185185186,-0.2491103202846976,-0.1884615384615385,0.2411764705882353,0.0656565656565655,0.0144230769230768,0.0932642487046631,0.0047619047619047,-0.128099173553719,-0.1457489878542511,-0.1626984126984128,-0.2271062271062272,-0.3036303630363036,-0.25177304964539,-0.2596491228070176,-0.040909090909091,-0.128099173553719,-0.0982905982905982,-0.0663716814159292,0.0144230769230768,-0.1059322033898305,-0.2299270072992701,-0.3364779874213837,-0.3682634730538922,-0.3794117647058823,-0.3757396449704142,-0.3149350649350649,-0.2724137931034482,-0.2007575757575758
BBXK-L,13.0,-0.0401846422556297,4.320297605208091e-07,0.0131879409193379,0.0904980330063172,-0.0131571660579593,1.0,-0.0529835076345994,1.2090211578702627e-10,-0.0790379975682138,3.502369631958154e-06,2.8201813531736804e-07,-0.0198144616478649,3.0,10.724411378877813,-0.0106127190270069,0.9853822219510708,-0.0146177780489293,0.03601108033241,0.0494186046511628,0.2278911564625849,0.415686274509804,0.3272058823529411,0.4556451612903225,0.3884615384615384,0.4497991967871484,0.3674242424242422,0.3370370370370368,0.5361702127659573,0.6116071428571426,0.9408602150537632,0.8418367346938775,0.8608247422680413,0.7960199004975126,0.7109004739336493,0.6409090909090907,0.510460251046025,0.3831417624521074,0.5361702127659573,0.3831417624521074,0.3884615384615384,0.2756183745583038,0.2237288135593218,0.467479674796748,0.2756183745583038,0.1460317460317459,-0.1064356435643564,-0.0549738219895288,-0.0136612021857924,-0.0743589743589743,-0.1485849056603774,-0.1108374384236452,-0.121654501216545,0.0027777777777777,-0.1237864077669903,-0.1301204819277109,-0.1959910913140312,-0.1959910913140312,-0.33271719038817,-0.2990291262135923,-0.3448275862068966,-0.3424408014571949,-0.3732638888888888,-0.3881355932203391,-0.3710801393728223,-0.3721739130434782,-0.3973288814691152
BCPS-L^C06,13.0,-0.0099882949668357,1.0200450949470202e-06,0.0311374254195013,0.1109114127607245,0.0129419153951926,1.0,-0.017326888065792,7.774316733353319e-08,-0.0191357540585025,3.2923265550045813e-07,1.380218176130958e-06,0.0035061120060646,2.0,1.5305313403713698,-0.2816279001455417,0.0263958006576339,-0.3722427868769332,-0.0504201680672269,-0.972196261682243,0.4166666666666667,-0.972286911970191,-0.9738891936368624,-0.972972972972973,0.7246376811594204,-0.9716193656093488,-0.9719802213327056,0.904,-0.9746862369708572,-0.9746943115364168,-0.2492113564668769,-0.9747533679855732,0.6081081081081081,-0.9729391699829448,-0.9736754783762858,-0.9740061162079512,-0.9741135523167282,0.7761194029850744,1.034188034188034,-0.9736609119079238,0.8593749999999998,0.5454545454545454,0.3522727272727273,0.5063291139240504,0.5354838709677419,0.4874999999999998,0.367816091954023,0.375722543352601,0.3999999999999999,0.4424242424242424,-0.7367256637168141,-0.734375,0.7499999999999998,0.8888888888888888,-0.6647887323943662,0.7894736842105261,1.0,1.0169491525423728,0.8593749999999998,0.4166666666666667,0.5555555555555554,0.5159235668789808,0.4691358024691356,0.5159235668789808,0.7,-0.66,-0.9682666666666668
BCQE-L^A14,13.0,0.1092367256637168,2.0326004474184745e-07,0.0062046222419632,0.0683085501858736,0.0151931232039371,1.0,-0.1943359375,1.9217313321047397e-08,0.043398452864819,3.320306499566012e-06,1.7088626307023682e-06,0.1606425702811245,5.0,4.048237143087135,-0.2761242656915086,-0.0690786326579754,-0.1296214301527562,-0.0252100840336134,0.1553398058252426,0.8593749999999998,2.051282051282051,0.3522727272727273,0.3370786516853932,-0.1250000000000001,-0.1904761904761904,-0.1959459459459459,-0.1250000000000001,-0.2515723270440252,-0.3497267759562842,-0.2371794871794872,-0.3,-0.2654320987654321,-0.1904761904761904,-0.5458015267175573,-0.5162601626016261,-0.524,-0.4957627118644068,-0.6136363636363636,-0.5492424242424243,-0.5765124555160143,-0.5853658536585367,-0.6468842729970327,-0.6006711409395973,-0.6006711409395973,-0.5765124555160143,-0.6447761194029851,-0.6393939393939394,-0.6085526315789473,-0.5824561403508772,-0.6246056782334385,-0.5719424460431655,-0.5440613026819923,-0.4826086956521739,-0.4978902953586498,-0.4333333333333333,-0.5296442687747036,-0.3602150537634409,-0.4333333333333333,-0.8908256880733945,-0.9012448132780084,-0.9208250166334,-0.9129480614484272,-0.9078233927188226,-0.90703125,-0.8898148148148148,-0.900418410041841
BCYN-L,13.0,0.0392066420664206,3.283445348880819e-07,0.0100228936128647,0.1798969072164948,-0.0246263338235411,1.0,0.0065133319763891,4.98658737514559e-08,-0.0632586895875744,1.7216360751096845e-06,5.313935920544628e-07,0.0646534521750698,5.0,15.021057804709692,0.0246144241729292,0.0892651019622931,0.0892651019622931,0.0789473684210526,-0.0036101083032491,0.1705357142857142,0.2488687782805427,0.0805687203791467,0.1110169491525423,0.0129418582190456,-0.0402635431918009,-0.0775725593667546,0.1081994928148772,0.0280337188786512,0.0836949783013019,0.1265306122448979,0.2627016614495545,0.1978072179077203,0.3259165613147914,0.131635735865343,0.2201023731968356,0.2141699467469322,0.3179190751445087,0.2999504214179473,0.2266666666666665,0.3408335464075684,0.1627494456762748,-0.1158320687910976,0.0446215139442229,0.2539454806312768,0.2554464926981086,0.1731543624161071,0.1084337349397588,0.1986285714285713,0.4371060564538227,0.1958950969213226,0.519119351100811,0.6716608224418232,0.7776271186440677,0.8782234957020056,0.8615548455804045,0.7650622685964321,0.8530035335689046,1.3410714285714285,0.8863309352517985,0.9020674646354732,0.7341269841269842,0.5235328297501451,0.6372151108335933,0.5501034584688147,5.740359897172236,69.86486486486486
BCZB-L,13.0,-0.0175322213798332,6.521340758977301e-07,0.0199067435865035,0.1230741669652454,-0.0026207450642542,1.0,0.0356389708983551,3.4791107286745125e-08,-0.0783976289497586,1.596899748817111e-05,7.174669949247476e-07,-0.0621419892379795,4.0,7.510987751170424,0.2859659721379878,-0.1149576380158158,0.0597996435375822,0.0683060109289617,0.011049723756906,-0.0291777188328912,0.0166666666666666,-0.026595744680851,-0.094059405940594,-0.1681818181818182,-0.1605504587155963,-0.0757575757575756,-0.0757575757575756,-0.0393700787401574,0.0027397260273973,-0.0780856423173803,-0.0663265306122448,-0.0710659898477157,-0.0187667560321715,0.011049723756906,0.1366459627329193,0.161904761904762,0.3455882352941175,0.0892857142857144,0.2199999999999999,0.3707865168539326,0.1090909090909091,0.0487106017191976,0.1124620060790273,0.0,-0.0134770889487869,-0.1488372093023254,-0.0213903743315507,-0.1094890510948906,-0.0368421052631577,-0.0734177215189874,-0.0493506493506493,0.011049723756906,-0.1448598130841122,-0.2406639004149378,-0.2635814889336015,-0.3197026022304832,-0.3556338028169014,-0.3120300751879699,-0.3133208255159474,-0.328440366972477,-0.2606060606060606,-0.2343096234309624,-0.3094339622641509,-0.2145922746781116,-0.2530612244897959,-0.2809430255402749
BDAJ-L,7.0,-0.0363123115416694,3.612668599594667e-07,0.0110278653014939,0.2190345119627355,0.113557941628365,1.0,0.0546095126247797,8.468449222880597e-08,-0.0914793518034479,1.003402344019238e-07,6.052627960011333e-07,-0.0849467815509376,5.0,1.4875222697326749,-0.3022336159647405,-0.022528402600113,-0.23781643805063,0.0956521739130435,0.0176991150442478,0.2041884816753927,1.2549019607843137,0.0222222222222221,1.233009708737864,0.0900473933649288,0.0454545454545451,1.2115384615384612,0.2105263157894736,0.2499999999999997,0.3529411764705881,0.3142857142857143,0.2637362637362637,1.277227722772277,1.277227722772277,1.3711340206185567,0.3855421686746987,1.4468085106382975,0.6083916083916083,0.564625850340136,1.5274725274725274,0.4743589743589742,1.3469387755102038,0.1734693877551019,1.233009708737864,1.2115384615384612,1.2115384615384612,1.1698113207547167,-0.2041522491349482,1.129629629629629,-0.0376569037656905,-0.1050583657587548,0.0222222222222221,1.0909090909090904,0.9658119658119656,-0.0086206896551723,1.1100917431192658,1.0353982300884956,1.1100917431192658,1.0535714285714284,0.9166666666666664,-0.2923076923076924,-0.3611111111111111,0.7692307692307689,0.7424242424242422,0.9827586206896552,1.0175438596491229,-0.3215339233038349
BDBL-L^I07,13.0,-0.0085940026798504,-3.107166503767696e-07,-0.0094847929524198,0.0687199956847726,-0.0149534705336019,1.0,0.0835623969213853,3.231705394583346e-08,-0.0280278422273758,3.836207159539788e-07,1.105873821609862e-06,0.018253075443626,5.0,2.530731686241284,-0.0354638954394157,-0.0151447100845254,0.1199245757385291,-0.0980392156862743,0.1369426751592355,0.2750000000000001,0.4571428571428571,-0.1313868613138686,-0.1830663615560641,-0.15,-0.1904761904761905,-0.1977528089887641,-0.1995515695067264,-0.25625,-0.280241935483871,-0.3509090909090909,-0.3624999999999999,-0.3054474708171206,-0.3108108108108108,-0.4473684210526316,-0.4333333333333333,-0.475,-0.4137931034482759,-0.4195121951219512,-0.4590909090909091,-0.4742268041237113,-0.5227272727272727,-0.4128289473684211,-0.3238636363636364,-0.2699386503067484,-0.1793103448275861,-0.3264150943396227,-0.333955223880597,-0.3134615384615385,-0.1886363636363637,-0.3264150943396227,-0.2239130434782608,-0.1941309255079006,-0.0822622107969152,-0.1119402985074626,-0.0219178082191781,-0.0351351351351352,0.02,-0.1774193548387097,-0.2654320987654321,-0.3121387283236995,-0.297244094488189,-0.405,-0.2816901408450704,-0.3108108108108108,-0.2272727272727273,-0.297244094488189
