firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0481325730343349,-0.0481325730343349,16.0,-0.1126112171305359,0.0988162853654652,0.0196211740546078,1.3925693126303016,0.3484698370761779,-0.2276462205512265,-0.1112807230062656,1.8184879892633457e-08,0.0177947408857716,-0.030361642288833,0.1051121492690877,3.192262328243564,0.0378124690246668,-2.462546187437017,0.986853159909139,0.0713731140752759,-0.1864406779661016,0.0172413793103447,0.1568627450980391,0.1799999999999999,0.2826086956521738,0.2553191489361701,0.1346153846153845,0.4390243902439024,0.4047619047619046,0.5526315789473684,0.7352941176470587,1.0344827586206895,0.8437499999999998,1.0344827586206895,0.9032258064516128,0.5128205128205128,0.7352941176470587,1.2692307692307692,0.7352941176470587,0.7878787878787876,0.6388888888888888,0.2553191489361701,0.1799999999999999,0.1799999999999999,0.1568627450980391,0.0535714285714283,-0.1690140845070422,-0.2236842105263158,0.0727272727272725,0.1132075471698113,-0.1805555555555555,-0.1805555555555555,-0.4215686274509804,-0.4215686274509804,-0.4869565217391304,-0.4271844660194175,-0.611842105263158,-0.6827956989247312,-0.6402439024390244,-0.6793478260869565,-0.7079207920792079,-0.6894736842105262,-0.7079207920792079,-0.6861702127659575,-0.6910994764397906,-0.6312500000000001,-0.5426356589147288,-0.5354330708661418,-0.6168831168831169
BBOU_00-L,0.1091957336408186,-0.1091957336408186,15.0,-0.1241550857081057,0.0310803055052757,-0.5478312994045738,0.9427402862985684,0.1398176291793313,-0.1744709215130811,-0.1122513692706832,6.907188848017755e-05,-0.0620234683393716,-0.1024545530702856,19.05835776461484,-0.4806257544045195,-0.0636926527632136,-24.92105263157895,0.6224072451066316,-0.1632689239496543,-0.0636604774535809,0.0472222222222222,0.0258503401360545,0.0244565217391303,0.0802292263610313,0.1529051987767584,0.1153846153846154,0.1892744479495267,0.170807453416149,0.1458966565349544,0.1039531478770132,0.149390243902439,0.1892744479495267,0.170807453416149,0.117037037037037,0.1476407914764079,0.0328767123287672,-0.0551378446115288,-0.0382653061224489,0.0230664857530529,-0.1139835487661574,-0.1232558139534882,-0.1668508287292818,-0.1786492374727668,-0.1333333333333333,-0.1108490566037736,-0.0394904458598726,0.0120805369127516,0.0771428571428571,0.0771428571428571,0.0975254730713246,0.0230664857530529,-0.0551378446115288,-0.0169491525423728,0.04,0.053072625698324,0.053072625698324,0.1529051987767584,0.0053333333333334,0.0428769017980634,0.1458966565349544,0.2421746293245468,0.3067590987868285,0.2955326460481098,0.2524916943521595,0.311304347826087,0.4499999999999999,0.493069306930693,0.5774058577405856
BBTU_63-L^C18,0.0753488192324044,-0.0753488192324044,15.0,0.0400149809781001,0.1179786665684125,-0.0211293462752816,0.8406364110589463,0.0810558280775519,-0.0107679229243413,-0.0330073822131131,6.181713755133907e-05,0.0389505430604562,0.0882930019620667,3.1732546641386308,0.0117689178028622,0.7366897530466435,-3.48125,0.825943314206225,0.6299507209344771,-0.0054347826086955,0.0109890109890109,0.0184501845018449,0.0615384615384613,0.1670190274841436,0.2574031890660593,0.1548117154811714,0.1596638655462183,0.2432432432432429,0.263157894736842,0.4878706199460916,0.6576576576576576,0.5081967213114753,0.4226804123711338,0.3697270471464018,0.2689655172413794,0.3080568720379146,0.4526315789473683,0.1794871794871795,0.2078774617067831,0.0375939849624058,-0.0675675675675676,-0.0980392156862746,-0.0815307820299501,0.0203327171903879,0.0887573964497039,0.0844793713163063,0.1106639839034204,0.2897196261682242,0.2432432432432429,-0.0482758620689656,-0.0753768844221105,-0.0691399662731871,-0.0547945205479452,0.0298507462686565,0.1106639839034204,-0.0054054054054054,-0.0499139414802065,0.0952380952380951,0.1820128479657385,0.1948051948051947,0.1820128479657385,0.0534351145038167,0.0356472795497184,0.0260223048327137,-0.0845771144278607,-0.1507692307692308,-0.1858407079646018,-0.1210191082802548
BCPS_48-L^C06,0.0538839778252993,-0.0538839778252993,15.0,0.0501815135437028,0.0781949707199449,0.3603258538594396,1.4671602906897026,0.0784266984505363,0.0153945875871009,0.0147377310432137,4.068248939556104e-06,0.0907846970120078,0.0711673949879603,1.456059690623032,1.5452793291598192,-0.052994350666336,-3.956,1.3847525023995613,-0.1439034415754269,-0.0303030303030302,-0.0128205128205127,0.0043478260869567,-0.0685483870967741,-0.1808510638297872,-0.0796812749003983,-0.108108108108108,0.0087336244541484,-0.0128205128205127,-0.0294117647058822,0.155,0.3352601156069363,0.4528301886792452,0.4085365853658538,0.4085365853658538,0.2486486486486485,0.2554347826086955,0.3508771929824561,0.0221238938053098,0.09478672985782,-0.0532786885245901,-0.1412639405204461,-0.1720430107526881,-0.0685483870967741,0.1105769230769231,0.0221238938053098,-0.0294117647058822,-0.0609756097560975,0.1105769230769231,0.2833333333333334,0.0043478260869567,-0.1183206106870229,-0.1115384615384615,-0.2248322147651006,-0.1115384615384615,-0.09765625,-0.2222222222222222,-0.2299999999999999,-0.2712933753943217,-0.2643312101910828,-0.1837455830388692,-0.6162790697674418,-0.6104553119730185,-0.5674157303370786,-0.5940246045694201,-0.6818181818181819,-0.6356466876971609,-0.6478658536585366,-0.676923076923077
BCQE_67-L^A14,0.033033033033033,-0.033033033033033,16.0,-0.2252906976744186,-0.0463760434609778,0.82237945111731,1.819234194122885,0.2318181818181818,3.5533980582524274,-0.2705432705431982,1.173491108018483e-05,-0.1087693798449612,-0.1342398022249691,0.9651889049234657,-0.1295374725252993,-0.1265341164038877,-0.3689024390243902,1.4844167408726625,-0.2245914707054603,-0.1245136186770426,-0.1375838926174497,0.2065727699530517,0.0489795918367346,-0.3016304347826087,-0.1993769470404984,-0.3762135922330097,-0.1709677419354839,0.0982905982905983,0.1898148148148146,0.5670731707317074,1.1965811965811968,0.443820224719101,-0.5807504078303426,-0.5827922077922079,-0.6679586563307494,-0.6479452054794521,-0.6302158273381295,-0.7045977011494253,-0.6705128205128206,-0.7554709800190296,-0.7924071082390953,-0.7968379446640317,-0.8226363008971704,-0.7793991416309013,-0.8103321033210332,-0.8155061019382628,-0.7868988391376451,-0.6550335570469799,-0.4364035087719298,-0.7485322896281801,-0.7528846153846154,-0.837650031585597,-0.8503203261502621,-0.8513591671486408,-0.8379571248423707,-0.8616047388260636,-0.8797942001870908,-0.8594091903719913,-0.8705941591137966,-0.8645943097997892,-0.8503203261502621,-0.9160405096373734,-0.9105775922059848,-0.9120164327285176,-0.9067827348567284,-0.9284521158129176,-0.9165042235217674,-0.9216463414634146
BDAJ_H9-L,0.0995056109236443,-0.0995056109236443,9.0,0.1080231596360629,0.1565847636493967,-0.1641353319906822,1.388252929953666,0.118152390438247,-0.2505688282138794,-0.0093123021789724,2.87491366964382e-06,0.0343534601599117,0.4034264931087289,1.7553628002250614,-0.0763600877057532,0.2577405495858088,-1.870206489675516,1.2925865358408286,0.3149665437662162,0.0520361990950226,0.0091324200913243,0.1391752577319587,0.0859950859950859,0.1161616161616161,0.2043596730245231,0.1161616161616161,0.096774193548387,0.2701149425287357,0.2592592592592593,0.3154761904761904,0.3353474320241691,0.3558282208588958,0.3475609756097562,0.1945945945945946,0.1362467866323906,0.0650602409638552,0.303834808259587,0.2043596730245231,0.3769470404984423,0.201086956521739,0.1133501259445843,0.1570680628272251,0.0859950859950859,0.2701149425287357,0.2628571428571429,0.3855799373040751,0.4076433121019107,0.6679245283018869,0.7470355731225298,0.4166666666666665,0.3434650455927051,0.5085324232081909,0.4444444444444444,0.7065637065637067,0.6742424242424241,0.7265625,0.8808510638297871,0.8189300411522633,0.7470355731225298,0.8416666666666668,0.8888888888888891,0.8969957081545064,0.9134199134199132,1.09478672985782,1.221105527638191,1.1666666666666663,1.135265700483092,1.0462962962962965
BLNT_37-L^D19,0.0135785896561866,-0.0135785896561866,7.0,0.042168209718145,0.0367000066080464,-0.0165466473581625,1.0447513582828762,0.4166199551569506,0.2141545992249644,0.0267450367480353,1.4268197271322396e-07,0.0040371153490854,0.0302403693469479,0.9048514076206188,-0.3596068276445356,0.1315471152540642,-0.4638481402120762,1.0447513582828762,0.1053835689847067,-0.0483271375464683,-0.0973154362416107,0.0189393939393938,-0.0037037037037037,-0.0511463844797178,-0.0427046263345196,-0.0610820244328098,-0.0460992907801418,-0.0973154362416107,-0.1266233766233766,-0.056140350877193,-0.0427046263345196,-0.1151315789473684,-0.1063122923588039,-0.1946107784431138,-0.1873111782477341,-0.2076583210603829,-0.1033333333333333,-0.1266233766233766,-0.1237785016286644,-0.1540880503144654,-0.2041420118343195,-0.1921921921921922,-0.1077943615257048,-0.1003344481605351,-0.1378205128205128,-0.1266233766233766,-0.146031746031746,-0.095798319327731,0.1024590163934426,0.1302521008403361,0.0781563126252504,0.1069958847736625,0.1350210970464134,0.0549019607843137,0.1185031185031186,0.1695652173913044,0.2629107981220657,0.1115702479338842,0.1670281995661604,0.4540540540540538,0.4232804232804232,0.5549132947976878,0.7188498402555912,0.8424657534246576,0.9214285714285716,1.3493449781659388,1.2605042016806722,1.1015625
BPVK_29-L,0.0500351223265826,-0.0500351223265826,8.0,-0.0175290242870172,0.3964131549512891,0.0085444257492568,1.680701742793256,0.1711783471457766,0.0607044363945084,-0.0585209781501425,8.59080440047194e-05,0.037430448052047,-0.1037136337942827,37.73832268204045,-0.1934670794338033,-0.0640711058855196,-0.3919630738855483,1.2879791940398737,-0.04995336089642,-0.0192455735180908,-0.0125427594070695,-0.0305970149253731,-0.0240420736288504,-0.0614161849710982,0.0081490104772992,0.0383693045563549,0.0691358024691357,0.0962025316455696,0.0330019880715706,0.0560975609756098,0.1723826714801444,0.2448490656444657,0.2436572522738151,0.1702702702702703,0.0691358024691357,0.1500664010624171,0.2989999999999999,0.3760593220338983,0.1567230632235083,-0.0305970149253731,-0.1357285429141715,-0.1860902255639097,-0.2549469457986807,-0.2833103448275862,-0.2200540378264786,-0.1613944480309876,-0.1540214913708889,-0.1832756994655768,-0.1659711075441412,-0.2141560798548094,-0.2534482758620688,-0.2079268292682926,-0.231360946745562,-0.1993836671802774,-0.2195854610994292,-0.1878712097530478,-0.1377364752738133,-0.2302222222222222,-0.2491329479768786,-0.1830188679245282,-0.2414598540145985,-0.1843014128728415,-0.1111871365035922,-0.1619354838709676,-0.1025906735751295,-0.0338415767943472,-0.0269662921348313,0.2061281337047353
BUBP_92-L^K18,0.2239678220750029,-0.2239678220750029,7.0,-0.0803470045873642,0.1768654622374754,2.2588253492157,1.082286432160804,0.633737723859041,-0.6484868639840373,-0.1651011475215649,7.867719797195224e-06,0.0212108824998864,-0.1486173273657289,11.465739923171464,-0.0329774884267702,0.1896907690702157,-2.487125591171834,0.6945142378559463,0.1476531825222434,-0.0757575757575756,-0.0371352785145888,0.0327169274537695,0.0771513353115727,0.0933734939759036,0.1824104234527688,0.0803571428571428,0.03125,0.1083969465648855,0.0835820895522387,0.1326053042121684,0.1469194312796207,0.1273291925465838,0.1921182266009853,0.136150234741784,0.1290824261275271,0.2626086956521738,0.3908045977011494,0.2099999999999999,0.308108108108108,0.1169230769230769,-0.0122448979591837,-0.0608020698576973,-0.1274038461538462,0.0111420612813371,0.1308411214953271,-0.0396825396825396,-0.1635944700460829,-0.0281124497991968,0.2140468227424747,-0.0497382198952879,-0.100371747211896,0.0341880341880342,0.0139664804469272,-0.1787330316742081,-0.1157125456760049,-0.2235294117647058,-0.3746770025839793,-0.3523639607493311,-0.2903225806451613,-0.3019230769230769,-0.2951456310679612,-0.3909395973154362,-0.4,-0.4458015267175572,-0.4520754716981132,-0.539047619047619,-0.5267275097783573,-0.5834767641996558
BWQW_65-L^I10,0.0708489043185989,-0.0708489043185989,2.0,-0.059764887592243,0.2341518275538894,-0.0066309809521848,2.336651403543699,0.1770190248204611,0.2873417721518987,0.0098180129580078,7.692876122780743e-06,0.0140295177621417,0.1283810739647332,1.8056541502671053,0.4621212130579367,0.5127318180461019,-0.9324796274738066,1.5922755325502689,0.502193400724776,-0.0111940298507463,0.0229007633587785,0.0,-0.021897810218978,-0.0394265232974909,0.072,0.0037453183520599,0.0634920634920634,0.185840707964602,0.1074380165289257,0.2761904761904763,0.5141242937853108,0.3958333333333335,0.3958333333333335,0.4105263157894738,0.2293577981651375,0.3535353535353536,0.185840707964602,0.102880658436214,0.2072072072072071,0.072,0.0229007633587785,0.0151515151515151,0.0347490347490349,0.098360655737705,0.3333333333333335,0.2641509433962263,0.3604060913705584,0.5857988165680474,0.7866666666666668,0.4565217391304348,0.3137254901960784,0.4565217391304348,0.3886010362694301,0.7070063694267517,0.7986577181208054,0.5672514619883042,0.5402298850574714,0.8231292517006805,0.7866666666666668,0.6441717791411046,0.5672514619883042,0.2350230414746545,0.1754385964912281,0.223744292237443,0.4105263157894738,0.3604060913705584,0.3604060913705584,0.558139534883721
