firms,absacc,acc,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0853032263122819,-0.0853032263122819,10.0,-0.4536251212415131,0.1955003053207227,0.9669117647058824,0.1193317422434367,-0.4106394411606663,-0.4808498961150912,5.07951605703911e-06,-0.5613482056256063,-0.0185540144310885,0.0626996779593871,0.4733073734455469,0.3214552644973751,0.3997882557447076,-0.5253770534709686,-0.9653948535936112,0.455548128342246,-0.0650595931535085,0.0714285714285714,-0.2515723270440252,-0.3425414364640884,-0.4265060240963856,-0.4870689655172413,-0.502092050209205,-0.4870689655172413,-0.5220883534136547,-0.45662100456621,-0.7804428044280443,-0.7986463620981388,-0.7684824902723735,-0.7746212121212122,-0.7600806451612904,-0.7666666666666666,-0.7484143763213531,-0.7750472589792061,-0.8055555555555556,-0.8029801324503312,-0.8114104595879557,-0.7986463620981388,-0.8102073365231259,-0.8029801324503312,-0.7989864864864865,-0.7951807228915663,-0.8058727569331159,-0.8016666666666666,-0.8083735909822867,-0.8010033444816054,-0.807131280388979,-0.7941176470588236,-0.7775700934579439,-0.7720306513409961,-0.7788104089219331,-0.765748031496063,-0.7025,-0.728310502283105,-0.7146282973621103,-0.6979695431472082,-0.65,-0.6675977653631285,-0.6136363636363636,-0.6210191082802548,-0.5625,-0.5780141843971631,-0.5641025641025641,-0.5703971119133574,-0.5423076923076924,-0.4914529914529915
BALZ_07-L^I10,0.028211462184693,-0.028211462184693,10.0,0.0219924914304369,-0.1504201922372501,2.1582009157015887,0.2932646212847555,0.0675062019089265,-0.0113125702999283,1.5661774504420484e-08,-0.0196855106371401,-0.0097530506166518,-0.0096342587485635,-0.0319136558585792,0.0104336357594083,-0.0239793655479703,-0.0269268402687756,-0.3392880258899677,1.704713169943442,-0.0803568593834333,0.0952380952380953,-0.0869565217391304,-0.125,-0.125,-0.1764705882352941,0.0,-0.0232558139534884,0.0769230769230768,0.0,0.0769230769230768,0.0499999999999998,0.0499999999999998,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.3999999999999999,0.3999999999999999,0.3125,0.2352941176470586,0.024390243902439,0.0499999999999998,0.1052631578947367,0.1666666666666667,0.2727272727272727,0.2352941176470586,0.1666666666666667,0.3125,0.4482758620689655,0.4482758620689655,0.4999999999999998,0.3548387096774192,0.5555555555555554,0.6153846153846152,0.826086956521739,0.826086956521739,0.75,0.6799999999999999,0.6153846153846152,0.75,1.0999999999999996,1.0999999999999996,1.0999999999999996,1.0999999999999996,1.0,0.909090909090909,0.826086956521739,0.826086956521739,0.6153846153846152,0.5555555555555554
BBOU_00-L,0.1381098655602984,-0.1381098655602984,10.0,1.2083706642774863,-0.6338959384639037,1.0035160038797284,0.1859614105123087,0.0895953757225433,0.2798101089081262,0.0002596013286622,0.3203634967362089,0.204044849136173,-0.2804451736886921,1.04674508425497,0.0952233663411003,1.956056510597436,1.659093979454879,-1.2937219730941705,0.7324199806013579,2.1536997885835096,0.2523191094619668,-0.1511811023622047,-0.2429775280898877,-0.2555248618784531,-0.2376237623762377,-0.2616438356164383,-0.2686567164179105,-0.1525157232704403,-0.0217785843920145,-0.1682098765432099,-0.1484992101105845,-0.1498422712933754,-0.2085168869309838,-0.1511811023622047,-0.1967213114754098,-0.2222222222222222,-0.1820940819423369,-0.072289156626506,-0.0674740484429067,0.0189035916824196,0.0737051792828684,0.0169811320754715,0.0486381322957198,0.0589390962671905,0.0074766355140187,-0.0253164556962026,0.005597014925373,-0.0146252285191956,0.005597014925373,-0.035778175313059,0.0018587360594795,0.015065913370998,0.015065913370998,-0.0182149362477231,0.013157894736842,-0.0802047781569966,-0.1046511627906976,-0.0642361111111111,-0.0609756097560976,-0.035778175313059,-0.0270758122743682,-0.0055350553505535,0.0227703984819733,0.1067761806981517,0.1067761806981517,0.0345489443378117,0.0305927342256213,-0.007366482504604,0.0286259541984732
BBQS_26-L^G99,0.0733771192912784,-0.0733771192912784,9.0,-0.0462548492987168,-0.0768635774742332,1.770366683258669,0.1156758803483528,-0.0216284987277355,-0.0581029479150742,1.1168957105830272e-05,-0.0475678901820352,-0.0113983417691688,0.0360340054750595,-0.0058222356646134,0.0342610208663788,-0.0063231887698314,0.0629123880801611,-1.6844319775596075,1.0174216027874563,-0.0358355925337322,-0.6084905660377359,-0.2401433691756271,-0.3782991202346041,-0.36144578313253,-0.4127423822714681,-0.4094707520891364,-0.4159779614325068,-0.3633633633633634,-0.2664359861591695,-0.2861952861952862,-0.3139158576051779,-0.3782991202346041,-0.370919881305638,-0.345679012345679,-0.3333333333333333,-0.3536585365853658,-0.3960113960113959,-0.4175824175824175,-0.4464751958224543,-0.4578005115089514,-0.4301075268817204,-0.47,-0.4159779614325068,-0.3977272727272727,-0.4143646408839778,-0.4316353887399463,-0.4143646408839778,-0.3942857142857142,-0.4175824175824175,-0.4078212290502793,-0.427027027027027,-0.3855072463768115,-0.4044943820224719,-0.3727810650887573,-0.3161290322580645,-0.36144578313253,-0.3942857142857142,-0.4479166666666666,-0.4619289340101522,-0.4078212290502793,-0.4239130434782608,-0.427027027027027,-0.4301075268817204,-0.4078212290502793,-0.3942857142857142,-0.4078212290502793,-0.345679012345679,-0.3652694610778443,-0.3872832369942196
BBTU_63-L^C18,0.0705064089741025,-0.0705064089741025,9.0,0.1005559506108991,0.3930742129623527,0.4153820924893408,0.0233869283775318,-0.0284094196609384,0.0828165633126624,1.6990501027722703e-05,0.0565324196780658,0.0561410863257567,-0.5187220805816266,-0.1654510686266151,-0.5182737288964472,-0.0138922145434006,-0.1029475233117125,-1.5172185430463578,0.4011971138078058,-0.0021963081106521,0.0876494023904383,-0.1161971830985916,-0.2393939393939393,-0.3455019556714472,-0.3779429987608427,-0.3878048780487805,-0.3840490797546013,-0.3234501347708896,-0.2828571428571429,-0.2119309262166405,-0.2428355957767722,-0.2180685358255452,-0.247376311844078,-0.2082018927444795,-0.1404109589041096,-0.1633333333333334,-0.1299826689774696,-0.1051693404634582,-0.0599250936329588,-0.0905797101449275,-0.1051693404634582,-0.0987432675044884,0.0203252032520324,0.0480167014613777,-0.0059405940594059,-0.0019880715705766,0.0913043478260868,0.1487414187643019,0.0842332613390928,0.0772532188841199,0.1008771929824561,0.1180400890868595,0.2303921568627449,0.4220963172804532,0.4550724637681158,0.2773536895674298,0.2154963680387409,0.2549999999999999,0.2154963680387409,0.2154963680387409,0.1487414187643019,0.17016317016317,0.2154963680387409,0.1811764705882352,0.239506172839506,0.2154963680387409,0.3245382585751977,0.3867403314917126,0.3678474114441417
BBVN_02-L^I99,0.0355630821337849,-0.0355630821337849,10.0,-0.0498678996036988,-0.0604331387294009,1.3557760453579024,0.2065404475043029,-0.0444203683640302,-0.0413209144792546,1.3870063384141342e-07,-0.0260898282694847,0.0312828940916783,-0.0475896609903433,0.1264264742041395,-0.0794208475439237,-0.0294089333846746,-0.0313421285377357,-0.6034482758620691,0.9199149539333809,0.0165094339622642,0.381578947368421,-0.1827956989247312,-0.327433628318584,-0.2863849765258215,-0.3059360730593606,-0.2475247524752475,-0.1783783783783784,-0.1508379888268156,-0.0256410256410256,-0.067484662576687,0.0,0.0,-0.0952380952380952,-0.073170731707317,-0.0952380952380952,-0.1264367816091953,-0.1264367816091953,-0.1555555555555555,-0.1412429378531073,-0.0952380952380952,-0.089820359281437,-0.0843373493975903,-0.0843373493975903,-0.0256410256410256,-0.0129870129870129,-0.0379746835443037,0.0,0.0,0.0,0.0410958904109588,0.2159999999999999,0.3451327433628319,0.2258064516129032,0.1875,0.1603053435114503,0.1603053435114503,0.1343283582089551,0.1782945736434107,0.2459016393442623,0.3818181818181816,0.357142857142857,0.3944954128440365,0.52,0.5833333333333335,0.6521739130434783,0.6703296703296704,0.8313253012048194,0.7674418604651163,0.7674418604651163
BCPS_48-L^C06,0.056855716097118,-0.056855716097118,9.0,0.0151417170076181,0.2406979939211902,1.1090455678984357,0.0450979373408842,0.0821036548590729,-0.0437375745526743,4.0854052515430825e-05,-0.0438636614564439,0.0904537001918458,-0.0373139657502982,-0.2159866155778414,0.1406080347883724,0.5035264181005197,-0.6838991502879308,-1.0906906906906908,1.0387667195647243,-0.1654538274947819,0.2727272727272727,-0.2419354838709677,-0.4552160168598524,-0.4151583710407239,-0.3793517406962785,-0.4151583710407239,-0.419753086419753,-0.3601485148514851,-0.2614285714285714,-0.2528901734104046,-0.2009273570324574,-0.2539682539682539,-0.2272047832585949,-0.2106870229007633,-0.1634304207119741,-0.1552287581699346,-0.190923317683881,-0.1524590163934426,-0.1538461538461538,-0.2142857142857143,-0.2070552147239263,-0.123728813559322,-0.123728813559322,-0.1383333333333333,-0.1806656101426307,0.0,0.0551020408163265,0.0637860082304526,-0.0114722753346081,-0.0152380952380952,-0.0263653483992466,-0.0208333333333333,-0.044362292051756,0.0861344537815127,0.0681818181818181,0.0659793814432989,0.0594262295081966,-0.0667870036101083,-0.1055363321799308,-0.1132075471698113,-0.1728,-0.1070811744386873,-0.1055363321799308,-0.0881834215167548,-0.1070811744386873,-0.1524590163934426,-0.1482701812191104,-0.1896551724137931,-0.1566068515497553
BCQE_67-L^A14,0.0786609245864169,-0.0786609245864169,10.0,0.2776649101644341,-0.0014141349377076,1.3044273461150355,0.1345513721429099,-0.1041707652960849,0.0443199397917753,1.571532595331769e-05,0.1278331534505746,0.019362519470894,-0.2336952962370319,-0.0054579341469494,-0.1990187219845675,0.0718516188273759,-0.1733429324994324,-0.911793214862682,0.9414732593340064,0.2212424716334474,0.3603313391624481,-0.1141459437423563,-0.3170961659333752,-0.3821438726187092,-0.5046728971962616,-0.4553884711779448,-0.4233014861995753,-0.4183618843683083,-0.3105964467005075,-0.3770068807339449,-0.3383069427527406,-0.3706921517520997,-0.425132275132275,-0.3179535467671061,-0.3185951708999687,-0.2720268006700167,-0.2242056408425562,-0.1885735623599701,-0.2598773841961852,-0.2321554770318021,-0.2792703150912106,-0.3119062697910069,-0.2080903790087463,-0.2244825124910777,-0.2606328683225587,-0.1867514970059879,-0.1577519379844961,-0.1978589885566629,-0.1373560936879714,-0.1321884984025558,-0.1635873749037721,-0.0842815002107038,-0.0645716745587602,-0.0625539257981018,-0.0229316546762589,-0.0073092736409319,0.0283956460009466,0.1155030800821355,0.0980293077311773,0.1777777777777778,0.1965859030837005,0.3274282223579718,0.358125,0.4101232965606749,0.4682432432432433,0.3355869698832208,0.3339472068753837,0.3788071065989848,0.4046541693600516
BCUB_73-L^L00,0.0685468667521303,-0.0685468667521303,9.0,0.1094408653463772,-0.1771242828310542,1.7457448675206175,0.1261061946902655,0.2098613251155624,-0.022622728301031,3.3891202819771068e-06,0.0450966356478168,0.0521381568194644,-0.0478848145922213,0.0618327498858471,-0.0324982985778055,0.023510639213964,-0.0242739595463472,-0.6039867109634552,1.393226881909107,0.0978421900161031,0.0612244897959184,-0.109090909090909,-0.1813842482100238,-0.2717622080679405,-0.4283333333333333,-0.3600746268656716,-0.361266294227188,-0.3729433272394881,-0.2151029748283752,-0.2607758620689654,-0.2971311475409836,-0.3540489642184556,-0.4888226527570789,-0.4186440677966102,-0.3588785046728971,-0.3365570599613152,-0.3918439716312056,-0.3576779026217228,-0.3648148148148148,-0.3540489642184556,-0.3808664259927797,-0.4106529209621993,-0.3763636363636363,-0.3961267605633802,-0.4225589225589226,-0.3763636363636363,-0.3466666666666667,-0.3683241252302025,-0.3516068052930057,-0.3683241252302025,-0.312625250501002,-0.2956878850102669,-0.2883817427385892,-0.2527233115468409,-0.2239819004524886,-0.2060185185185185,-0.2292134831460673,-0.2004662004662004,-0.1714975845410626,-0.1381909547738693,-0.109090909090909,-0.0550964187327822,-0.0828877005347593,0.0,0.0088235294117646,-0.1020942408376962,-0.0828877005347593,-0.0392156862745096,-0.0115273775216138
BCYO_38-L^K98,0.0036333008538257,-0.0036333008538257,8.0,0.2611374584562529,0.4089440633829726,1.0664445250899013,0.1854655563966692,0.2595356550580432,0.0001321200310482,5.482250169873608e-07,-0.0029500728182531,0.0272722666440272,-0.0331709827098538,0.0930306151574193,-0.0331709827098538,0.0283528352835283,-0.4540154454015898,-0.2029520295202952,1.0664445250899013,0.0283528352835283,0.0,0.0,-0.0384615384615385,0.2987012987012987,0.2820512820512819,0.2048192771084338,0.2195121951219512,0.4492753623188408,0.4492753623188408,0.3513513513513513,0.6129032258064517,0.5873015873015872,0.5384615384615383,0.6129032258064517,0.5625,0.5151515151515151,0.5151515151515151,0.36986301369863,0.3605442176870748,0.3071895424836601,0.4492753623188408,0.4285714285714286,0.5873015873015872,0.6129032258064517,0.6000000000000001,0.5267175572519083,0.4388489208633095,0.3333333333333332,0.1976047904191618,0.2903225806451612,0.2121212121212121,0.3157894736842106,0.2987012987012987,0.4184397163120568,0.5037593984962405,0.5873015873015872,0.6528925619834711,0.5267175572519083,0.36986301369863,0.3513513513513513,0.2048192771084338,0.2903225806451612,0.4184397163120568,0.4285714285714286,0.4285714285714286,0.4598540145985401,0.4084507042253522,0.3888888888888888,0.36986301369863
