firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,herf,lev,lgr,ms,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BDLO-L,18.0,-0.1796946712401565,5.35705964000859e-07,0.1911141898334656,0.0176094702435289,0.0897900839134923,0.4338534582928717,-0.0563158612303336,1.0,-0.29914646327068,1.998876953193592e-08,7.23865291639171e-08,6.407164094932862e-07,-0.0440613026819924,5.0,1.7139482876686625,0.0617517099192619,0.067192539440458,-0.0989189612608043,-0.1719378953421507,-0.048428207306712,0.0798165137614679,0.0979477611940298,0.2402528977871443,0.2441860465116276,0.2468220338983051,0.2260416666666667,0.203476482617587,0.202247191011236,0.2222222222222221,0.2863387978142075,0.3863368669022378,0.2507970244420827,0.2905701754385965,0.3254504504504503,0.3912529550827421,0.4730913642052565,0.4424019607843137,0.402860548271752,0.4424019607843137,0.4530864197530864,0.41978287092883,0.4639303482587065,0.5798657718120805,0.6301939058171746,0.5883940620782726,0.5905405405405404,0.6369958275382475,0.6301939058171746,0.5405759162303665,0.6695035460992909,0.5527704485488125,0.623448275862069,0.7359882005899703,0.8506289308176098,0.913821138211382,1.2000000000000002,1.204119850187266,1.3874239350912778,1.175600739371534,1.1207207207207208,1.1556776556776556,1.2810077519379846,1.1169064748201438,1.2810077519379846,0.9814814814814812,0.8535433070866143,0.7437037037037035,0.8107692307692307
BFQK-L,17.0,0.2197053157457538,1.928682170542636e-05,6.880612784607988,0.0047866533999246,0.0033650082630251,0.0985238121914393,0.0266980542324319,1.0,-0.3237660360948032,2.604651162790697e-06,3.290712221690698e-06,0.0012626294573643,0.2391527951066614,2.0,0.0959093648704556,-0.7085266357382819,1.708526635738282,0.7085266357382819,0.7085266357382819,-0.0373134328358208,-0.0289855072463767,-0.1728395061728395,0.0151515151515151,-0.1298701298701298,-0.1298701298701298,-0.1241830065359477,0.0307692307692308,0.0387596899224806,0.0634920634920634,-0.0758620689655171,-0.0694444444444443,0.098360655737705,0.072,-0.0694444444444443,0.1166666666666667,0.1551724137931036,-0.7883096366508688,-0.7653239929947461,0.2181818181818182,-0.7697594501718212,0.1964285714285714,-0.7008928571428572,-0.7041942604856513,-0.706140350877193,-0.7148936170212765,-0.0428571428571427,0.1551724137931036,-0.7523105360443623,0.1754385964912281,-0.7413127413127413,0.1355932203389831,-0.7527675276752768,-0.7148936170212765,0.1964285714285714,0.1166666666666667,-0.6023738872403561,-0.6641604010025063,-0.6794258373205742,-0.7413127413127413,-0.790625,-0.7919254658385093,0.0,-0.814404432132964,-0.8181818181818181,-0.021897810218978,0.1355932203389831,0.1166666666666667,-0.0629370629370628
BFQQ-L,7.0,0.0070833424593725,1.4959022664414508e-06,0.5336661693774692,0.0423384672567423,0.2474269477837958,0.784620797839315,0.0299404056554321,1.0,0.0674442018822197,1.6153217804389698e-07,3.5649462658075335e-07,8.305220607064002e-07,-0.0877452323029203,2.0,1.3588880723802328,-0.3623088130327843,0.9926926387039392,0.0182470498121315,0.0182470498121315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2324492979719189,0.0144329896907215,0.0242886884108257,-0.2251968503937008,-0.2251968503937008,-0.4492537313432836,-0.5260115606936416,-0.3973050224581461,-0.4
BFRL-L,5.0,0.0404684144723286,3.045030068486206e-07,0.1086320656598757,0.0267812978491585,0.1514081784636808,0.3668740915659691,0.0611427555062189,1.0,0.2421522876246233,1.0328591801422341e-07,2.525282230690542e-09,6.90026285943357e-07,-0.0195272629422199,2.0,0.6391454844240456,-0.130744558711794,0.4171312825566686,0.130744558711794,0.130744558711794,0.0312735493594575,0.0258987243911865,0.0219484020023104,0.0306796116504854,0.0215550423402617,1.4506001846722063,1.4506001846722063,1.3802690582959638,1.3802690582959638,1.3802690582959638,1.3802690582959638,1.3802690582959638,1.3802690582959638,1.443830570902394,1.443830570902394,1.443830570902394,1.443830570902394,1.443830570902394,1.443830570902394,1.443830570902394,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353,14.611764705882353
BIIM-L,18.0,0.1683475246387976,1.054506214662312e-06,0.3761972321241866,0.0085194401737173,0.9085682817545412,0.4724658575563808,0.1032750138387342,1.0,0.2393131112726993,2.230874548211119e-07,4.25934527693073e-10,2.3805337356066082e-07,-0.0591569367297695,2.0,0.2903207847964822,-4.35858875413451,4.35858875413451,4.35858875413451,4.35858875413451,-0.0041753653444677,0.0301075268817203,0.0458515283842795,0.1087962962962962,0.1486810551558752,0.2095959595959595,0.1459330143540671,0.191542288557214,0.2095959595959595,0.1975,0.2605263157894737,0.4088235294117648,0.2981029810298103,0.2773333333333334,0.2473958333333334,0.2945945945945944,0.3569405099150142,0.4427710843373496,0.4171597633136095,0.4968749999999999,0.565359477124183,0.5062893081761006,0.5015673981191222,0.4129793510324484,0.4603658536585366,0.4298507462686567,0.4968749999999999,0.4693251533742333,0.4515151515151516,0.4603658536585366,0.5401929260450162,0.4559270516717324,0.5254777070063694,0.5551948051948052,0.5966666666666667,0.7355072463768118,0.916,0.908366533864542,0.7873134328358209,0.6517241379310346,0.4783950617283949,0.4783950617283949,0.6460481099656357,0.4088235294117648,0.4255952380952381,0.2409326424870466,0.1191588785046728,0.0886363636363636,0.1011494252873563
BIIO-L,18.0,0.0779697501345362,8.488639728881951e-07,0.3028339450353481,0.0069192751235584,0.0518201710761885,0.0272818912901137,0.0033474829717669,1.0,0.0989500541678902,6.1119144537693425e-09,8.588080805743744e-13,1.1458959766683097e-07,-0.0553191489361702,2.0,0.1521048292104837,-0.1268071045022719,0.1268071045022719,0.1268071045022719,0.1268071045022719,0.02,0.0288065843621398,0.0729613733905578,0.1682242990654205,0.256281407035176,0.3586956521739131,0.3020833333333335,0.3089005235602096,0.3440860215053762,0.4044943820224718,0.4705882352941177,0.5151515151515151,0.3966480446927374,0.3586956521739131,0.4044943820224718,0.4880952380952381,0.5822784810126582,0.6778523489932886,0.6778523489932886,0.7361111111111112,0.773049645390071,0.6778523489932886,0.8518518518518516,0.7123287671232876,0.6891891891891893,0.6233766233766234,0.8115942028985508,1.0161290322580645,0.9379844961240308,0.9379844961240308,1.0833333333333337,0.8939393939393938,1.0833333333333337,1.450980392156863,1.5,1.8735632183908044,2.571428571428572,2.4246575342465757,2.3783783783783785,2.125,1.8409090909090908,2.205128205128205,2.048780487804878,1.525252525252525,1.577319587628866,1.0833333333333337,0.6666666666666667,0.6025641025641024,0.4880952380952381
BIIP-L,17.0,0.0333355974468869,0.0012253191771731,437.1351031523848,0.0561775888393258,1.5211886422679002,0.4200598006768298,0.1457789382459321,1.0,0.0596800110182718,0.0002214757796947,2.083526823782144e-09,0.0001341481973014,-0.145768307661104,2.0,0.0006722577342315,-6.1871840817309,6.1871840817309,6.1871840817309,6.1871840817309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197,0.0784313725490197
BJFH-L^E20,16.0,0.4866222790190475,1.06985305243086e-06,0.3816722476434034,0.0319140960455828,0.3485521418011523,0.4355297900119999,0.2699038497961899,1.0,0.3024660397439416,1.61435142222033e-07,1.6101734084641615e-09,6.146162868886823e-07,0.9718062079764208,2.0,0.4143442250782235,-1.2516035568941033,2.2516035568941035,1.2516035568941033,1.2516035568941033,0.0030502111684655,0.0928205128205128,0.1251319957761349,0.1320053120849933,0.1855354659248955,0.2684523809523809,0.2676977989292088,0.336888331242158,0.3937213865271418,0.4891684136967154,0.5286944045911046,0.5430847212165095,0.4671256454388983,0.4447457627118643,0.4747404844290657,0.5526411657559198,0.5640366972477062,0.5640366972477062,0.631699846860643,0.7395918367346939,0.8044030482641826,0.9372727272727271,1.066925315227934,0.8627622377622377,0.8434256055363321,0.8229255774165953,0.9934518241347052,1.222106360792492,1.2646121147715197,1.418842224744608,1.5674698795180717,1.518912529550827,1.598780487804878,2.018413597733711,2.122344322344322,2.4096,2.5966244725738394,2.369169960474308,2.2410646387832696,2.044285714285714,2.044285714285714,1.850836120401338,1.6805031446540877,1.6838790931989922,1.6439205955334986,1.7856209150326796,1.6637499999999998,1.6554517133956383,1.939310344827586
BJJT-L,9.0,0.3660096032347739,1.6896394614488297e-07,0.060278230687185,0.0084639150463434,0.010298819310012,0.1946352115062275,0.0052733606552029,1.0,0.2767441860465116,2.9299394668475162e-08,1.1301257314990501e-07,6.4853225245067455e-06,0.3685024029094688,2.0,0.9662946980082808,-0.0062023385866802,0.0062023385866802,0.0062023385866802,0.0062023385866802,0.1,0.0344827586206897,0.1148648648648649,0.2313432835820894,0.2595419847328244,0.3306451612903225,0.2890625,0.3199999999999998,0.3692946058091284,0.4102564102564103,0.4999999999999998,0.542056074766355,0.4102564102564103,0.3524590163934427,0.4732142857142856,0.5566037735849054,0.6417910447761195,0.875,0.8857142857142857,1.0,0.7553191489361701,0.813186813186813,0.9642857142857142,0.8333333333333333,0.813186813186813,0.8333333333333333,0.9879518072289156,1.0886075949367084,1.0624999999999996,1.156862745098039,1.6829268292682924,1.578125,1.8448275862068968,1.8947368421052635,1.8448275862068968,2.4375,2.6666666666666665,2.5106382978723403,1.619047619047619,1.5581395348837206,1.1710526315789471,1.6399999999999997,1.323943661971831,1.2147651006711406,1.2916666666666663,0.80327868852459,0.3095238095238095,0.4163090128755364,0.1538461538461537
BJZW-L,17.0,0.0793043121530889,1.1108962108694067e-06,0.3963144777104497,0.0029138080593013,2.8653658970693754,0.5384537386808917,0.2331870652103619,1.0,0.1427418408077014,2.37074080857862e-07,8.653433782696454e-09,5.623461053745654e-08,-0.4852242999709331,2.0,1.29248422732056,-8.180501542175136,8.180501542175136,8.180501542175136,8.180501542175136,-0.007246376811594,0.0375939849624058,0.0454545454545454,0.069767441860465,0.121951219512195,0.2212389380530974,0.1794871794871795,0.248868778280543,0.248868778280543,0.314285714285714,0.3463414634146342,0.4680851063829787,0.3799999999999999,0.3529411764705881,0.3939393939393938,0.4226804123711338,0.4526315789473683,0.4999999999999998,0.5164835164835164,0.6046511627906976,0.6331360946745561,0.6046511627906976,0.6046511627906976,0.5081967213114753,0.4999999999999998,0.4603174603174602,0.4838709677419353,0.4680851063829787,0.5081967213114753,0.4680851063829787,0.586206896551724,0.4999999999999998,0.5953757225433525,0.6428571428571428,0.5593220338983049,0.6932515337423313,0.8278145695364236,0.9034482758620688,0.8648648648648647,0.6932515337423313,0.6626506024096386,0.7037037037037035,0.6829268292682926,0.4999999999999998,0.5081967213114753,0.314285714285714,0.1948051948051947,0.2158590308370043,0.1744680851063829
BKJO-L,4.0,0.1540794048509243,5.60856522478303e-07,0.2000867026115167,0.0029442114811738,0.0071027338057955,0.1254505599475748,-0.0038315421401299,1.0,0.1087009437260271,6.43893058862777e-08,1.618264215045152e-06,1.1932283707790502e-05,0.1566820368871522,2.0,5.0163695801918005,-0.5721864232304438,0.5721864232304438,0.5721864232304438,0.5721864232304438,-0.012121212121212,0.1073825503355703,0.1956521739130434,0.2222222222222221,0.1785714285714286,0.2499999999999997,0.2790697674418603,0.5068493150684932,0.4864864864864862,0.6499999999999999,0.658291457286432,0.793478260869565,0.8232044198895025,0.8857142857142857,0.9075144508670518,0.7741935483870965,0.9298245614035088,1.0245398773006134,1.0,1.0,1.0121951219512195,0.896551724137931,0.9760479041916168,0.8857142857142857,1.0496894409937885,0.9186046511627906,0.8857142857142857,0.8644067796610169,0.71875,0.8435754189944134,0.9642857142857142,0.9879518072289156,0.9526627218934912,1.0121951219512195,0.8333333333333333,0.8232044198895025,1.2297297297297298,1.1999999999999995,1.2916666666666663,1.26027397260274,1.1710526315789471,1.3571428571428572,1.5581395348837206,0.793478260869565,0.8232044198895025,0.4798206278026904,0.4601769911504425,0.4666666666666665,0.5942028985507246
BLNT-L^D19,9.0,-0.6177644900768441,1.842165855177174e-07,0.0657196407375622,0.5536277141437259,0.0454600878326013,0.5679852100760325,-0.0063755270627031,1.0,1.8328409415801008,6.26838377082424e-08,7.204594664164716e-09,8.803104829755993e-07,-0.6761406644718242,1.0,0.4798709181970532,-0.6876233731830494,0.0675785956606821,0.0675785956606821,0.0675785956606821,0.0465753424657533,-0.2331932773109243,-0.1978021978021977,-0.2685370741482966,-0.241164241164241,-0.22008547008547,-0.1531322505800463,-0.0920398009950248,-0.1031941031941032,-0.0369393139841689,0.028169014084507,0.067251461988304,-0.0519480519480519,-0.0188172043010753,-0.0519480519480519,-0.0188172043010753,0.0138888888888888,-0.2217484008528785,-0.1471962616822431,-0.1391509433962264,-0.1906873614190687,-0.1247002398081534,-0.2167381974248927,-0.2757936507936508,-0.287109375,-0.3215613382899628,-0.3875838926174496,-0.3087121212121212,-0.3240740740740742,-0.3562610229276896,-0.3505338078291815,-0.3630017452006981,-0.3528368794326241,-0.3875838926174496,-0.4074675324675325,-0.3596491228070175,-0.3505338078291815,-0.399671052631579,-0.393687707641196,-0.4535928143712574,-0.4486404833836858,-0.4624447717231222,-0.3916666666666667,-0.4074675324675325,-0.4055374592833876,-0.4261006289308177,-0.4600591715976331,-0.4519519519519519,-0.39469320066335
