firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,herf,lev,lgr,ms,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
FZBQ-L,17.0,0.0522549532604546,7.025176296488914e-07,0.250624590085503,0.0018901452129525,0.2256632507185529,2.1247532899553945,-0.0263477396210172,1.0,-0.0065932951260333,6.466734498682551e-08,4.1615499331622167e-10,6.313225770704951e-07,0.1265640500496016,5.0,0.033166678684301,-0.0025305497199229,-0.0012785871465133,-0.0502759819352299,0.0415481476342444,0.0,-0.0813953488372092,0.0,0.0,0.0128205128205127,0.0259740259740259,-0.1022727272727271,-0.0919540229885057,-0.1173184357541898,0.0394736842105263,0.0,-0.0124999999999999,-0.0705882352941176,-0.1173184357541898,-0.1855670103092782,-0.0246913580246913,-0.0062893081761006,0.0259740259740259,-0.0919540229885057,0.0972222222222223,0.104895104895105,0.1126760563380282,0.1285714285714287,0.0533333333333334,0.0675675675675675,0.0463576158940397,0.0259740259740259,-0.0062893081761006,-0.0062893081761006,-0.0124999999999999,-0.0424242424242423,0.0259740259740259,0.1791044776119403,0.1617647058823528,0.1791044776119403,0.3739130434782609,0.3739130434782609,0.3166666666666669,0.2950819672131148,0.2845528455284554,0.2950819672131148,0.2440944881889764,0.1449275362318842,0.196969696969697,0.3620689655172415,0.3389830508474578,0.2061068702290076,0.1791044776119403,0.196969696969697
FZCR-L^C08,10.0,0.307251291989664,3.817875220283114e-07,0.1362034732935139,0.0419549835210321,0.2652555342400793,1.6575012650154382,0.0202270997589489,1.0,0.0556766575840144,5.3333534652554e-08,1.5893677878048346e-10,3.2723862659841533e-07,0.8106749060947535,5.0,0.0543224131198218,-0.0630824146880476,0.0500907119371554,0.1219328844572951,0.1705066944221033,0.0149572649572651,-0.078740157480315,0.0934579439252334,0.1470588235294117,0.2999999999999998,0.2315789473684211,0.248,0.2717391304347825,0.2928176795580108,0.3183098591549296,0.5194805194805194,0.5496688741721854,0.5704697986577181,0.7999999999999998,0.8719999999999999,0.8719999999999999,0.857142857142857,1.108108108108108,1.1566820276497696,1.1566820276497696,1.08,1.127272727272727,1.1566820276497696,1.2285714285714282,1.2285714285714282,1.34,1.4631578947368422,1.4893617021276595,1.8363636363636364,1.4502617801047122,1.2392344497607657,2.2275862068965515,2.162162162162162,2.4666666666666663,2.366906474820144,3.68,3.727272727272727,3.824742268041237,4.08695652173913,2.4925373134328352,2.4666666666666663,2.391304347826087,2.342857142857143,1.8363636363636364,1.8363636363636364,1.7209302325581397,1.6145251396648042,1.5714285714285712,1.4
FZCS-L^L08,10.0,0.4889202505632721,1.1645518579044241e-07,0.0415456238680412,0.4230078488758813,-0.326202880784554,0.2572587055783145,-0.4010071332890171,1.0,0.0445536705248136,-4.192952348131898e-08,9.047643389890087e-12,1.49298800726484e-07,1.2283490534925134,3.0,0.1345910065214515,-0.1437233397161345,0.086269616048504,-0.3801655701782855,-0.0599819523329263,-0.0224719101123596,-0.0430107526881721,-0.053191489361702,0.0348837209302326,0.7115384615384615,0.78,0.6181818181818182,0.4833333333333334,0.5344827586206897,0.5344827586206897,0.8936170212765959,0.8936170212765959,0.78,0.5892857142857142,0.4126984126984128,0.3484848484848484,0.6481481481481481,0.5344827586206897,0.78,0.8163265306122449,0.8541666666666667,0.6481481481481481,0.7115384615384615,0.6181818181818182,0.6481481481481481,0.4833333333333334,0.435483870967742,0.6792452830188678,1.0697674418604652,1.225,1.0697674418604652,1.0697674418604652,2.0689655172413794,3.045454545454546,3.9444444444444446,3.9444444444444446,3.684210526315789,3.45,3.9444444444444446,3.684210526315789,3.045454545454546,4.235294117647059,5.357142857142857,3.045454545454546,3.045454545454546,2.423076923076923,2.0689655172413794,2.1785714285714284,1.6176470588235294
FZCT-L^F12,17.0,-0.1554252199413489,9.41218769286938e-07,0.335781706077919,0.0203993055555555,0.0181818181818181,2.367521503454169,-0.021536057054395,1.0,-0.0173076923076922,1.105149239867246e-08,9.658379312768098e-09,1.1806677712581744e-06,-0.2405213270142181,2.0,0.064583504645001,-0.0559708614991471,0.0650190831333017,-0.1452741594180053,-0.1294011435449894,-0.1239669421487602,-0.1003717472118959,-0.5051124744376279,-0.3995037220843673,-0.2985507246376812,-0.3387978142076503,-0.3459459459459459,-0.3919597989949749,-0.4054054054054055,-0.3597883597883597,-0.4739130434782608,-0.5291828793774319,-0.5510204081632653,-0.5884353741496599,-0.6058631921824105,-0.621875,-0.6492753623188405,-0.6794701986754967,-0.672972972972973,-0.6881443298969072,-0.65625,-0.6955974842767296,-0.675603217158177,-0.6881443298969072,-0.7152941176470589,-0.7119047619047619,-0.6936708860759494,-0.6188976377952755,-0.6071428571428572,-0.6206896551724138,-0.6096774193548387,-0.563963963963964,-0.5716814159292036,-0.5188866799204772,-0.4610244988864143,-0.4474885844748858,-0.4111922141119222,-0.3995037220843673,-0.3995037220843673,-0.4305882352941177,-0.4872881355932204,-0.4097560975609755,-0.3351648351648352,-0.3369863013698629,-0.2553846153846154,-0.3494623655913978,-0.395,-0.395,-0.3631578947368421
FZCU-L^F06,17.0,-0.0364006296967356,4.138542719689218e-07,0.1476433514119555,0.0025152967649461,0.0476599641755666,0.7102235281653642,-0.0426385863956336,1.0,-0.2245160499877481,1.6509709087945764e-09,1.0157767014670211e-09,6.467392475886874e-07,0.1406619385342788,3.0,0.181933740708377,-0.0166968701515463,0.0893846849126003,0.0194815150280866,-0.0253935770715061,0.0148698884758364,-0.0218181818181818,0.0247619047619047,0.1161825726141077,0.0912778904665314,0.0549019607843137,-0.03584229390681,-0.0787671232876712,-0.0323741007194243,0.0549019607843137,0.0653465346534654,0.1092783505154639,0.1350210970464134,0.1824175824175824,0.1645021645021644,0.23963133640553,0.4462365591397847,0.5027932960893855,0.5154929577464789,0.6402439024390245,0.5154929577464789,0.5284090909090908,0.4861878453038672,0.4462365591397847,0.4780219780219779,0.4346666666666665,0.4780219780219779,0.5284090909090908,0.6204819277108433,0.5964391691394657,0.5870206489675516,0.4540540540540538,0.5284090909090908,0.4462365591397847,0.4083769633507854,0.5415472779369626,0.67601246105919,0.6352583586626139,0.6865203761755485,0.4579945799457994,0.3585858585858585,0.3090024330900243,0.2748815165876777,0.3974025974025974,0.3058252427184464,0.1569892473118279,-0.0218181818181818,-0.0528169014084506,0.0386100386100387
FZCX-L^B23,18.0,-0.3188151230409795,-1.204135366055542e-06,-0.4295777355451645,0.2529541357901061,0.0496824585736185,6.494729676808699,-0.00918724875901,1.0,12.125413755057002,5.577325039480529e-08,1.5718276433148123e-09,2.551870825081617e-06,0.2326347012614493,2.0,0.0176282089618186,-0.2778161821748305,-0.4344829449539498,0.1481822889142058,-0.0125851347349718,0.125,0.0,-0.111111111111111,0.1428571428571428,0.0,-0.111111111111111,-0.3333333333333332,-0.4074074074074074,-0.4285714285714286,-0.4285714285714286,-0.4285714285714286,-0.4285714285714286,-0.4482758620689654,-0.4482758620689654,-0.4666666666666667,-0.4838709677419355,-0.4666666666666667,-0.4666666666666667,-0.3846153846153846,-0.4482758620689654,-0.4666666666666667,-0.4482758620689654,-0.4666666666666667,-0.4838709677419355,-0.4482758620689654,-0.5151515151515151,-0.5151515151515151,-0.3846153846153846,-0.4838709677419355,-0.3333333333333332,-0.3846153846153846,-0.4074074074074074,-0.3333333333333332,-0.3043478260869565,-0.2727272727272727,-0.111111111111111,0.0,-0.2,-0.2,-0.3043478260869565,-0.3333333333333332,-0.0588235294117647,0.0,-0.2,-0.2,-0.2727272727272727,-0.238095238095238,-0.238095238095238,-0.2727272727272727
FZDC-L,9.0,-0.0364708274039438,2.718173899780334e-07,0.0969714055082196,0.3999562628602101,0.3685719056099733,1.4780863952615362,-0.0892054454548277,1.0,-0.1547662082514735,4.8143490638193474e-08,3.641805481739896e-10,1.886163401727523e-07,0.0799305455071625,4.0,0.117676217559096,-0.0138438946790657,0.15974871558066,-0.0257856097339002,0.0730638090599122,0.0865921787709498,0.081570996978852,-0.4696296296296296,3.773333333333333,-0.4848920863309353,-0.4885714285714285,-0.4335443037974683,-0.4335443037974683,-0.4111842105263158,-0.374125874125874,-0.3467153284671533,-0.30078125,-0.3607142857142856,-0.374125874125874,-0.3827586206896551,-0.3193916349809885,-0.4225806451612903,-0.3537906137184116,-0.3180952380952381,-0.2738336713995942,-0.2767676767676768,-0.2603305785123966,-0.195505617977528,-0.2301075268817204,-0.2097130242825607,-0.1203931203931204,-0.0376344086021506,-0.0820512820512819,0.0783132530120482,0.0056179775280897,0.0686567164179103,0.185430463576159,0.2344827586206896,0.2344827586206896,0.2877697841726621,0.335820895522388,0.3259259259259259,0.3560606060606059,0.3664122137404579,0.226027397260274,0.3458646616541352,0.4094488188976377,0.3822393822393823,0.3664122137404579,0.3984375,0.3875968992248062,0.3408239700374533,0.3560606060606059,0.3875968992248062
FZEO-L,7.0,-0.2494707520891364,8.82832619559603e-08,0.0314952328672262,0.1402909738717339,-0.1002294630564479,2.452707612467336,-0.0925885458820337,1.0,-0.8555133079847909,-1.7525969931059884e-07,5.80832589933085e-08,8.898023507666524e-07,0.2855045101741136,3.0,0.4096250426082106,0.0247757119493683,0.2090465442844015,-0.0865657719218101,-0.0631849993397595,0.0185185185185186,0.1612903225806452,0.5428571428571431,0.3500000000000001,0.4210526315789473,0.3333333333333332,0.08,-0.0689655172413792,-0.0689655172413792,-0.0526315789473682,0.0,0.0693069306930693,-0.0769230769230767,-0.1940298507462686,-0.1999999999999999,-0.129032258064516,-0.0999999999999998,0.0384615384615385,-0.0091743119266055,-0.129032258064516,-0.1879699248120301,-0.2894736842105263,-0.2702702702702702,-0.3121019108280254,-0.2702702702702702,-0.2653061224489795,-0.2173913043478259,-0.2847682119205298,-0.2551724137931034,-0.3414634146341463,-0.4065934065934066,-0.4,-0.3966480446927374,-0.3207547169811321,-0.2799999999999999,-0.1496062992125983,-0.0608695652173911,-0.027027027027027,0.0384615384615385,-0.0181818181818181,-0.121951219512195,-0.1818181818181817,-0.0847457627118642,-0.2058823529411765,-0.1359999999999999,-0.1428571428571428,-0.2602739726027396,-0.2653061224489795,-0.3720930232558139
FZEU-L^J18,3.0,0.8524864648085022,3.367523303645625e-07,0.1201370772718365,0.3194493292468472,-0.296060856482953,0.0191928949781185,-0.404837938542299,1.0,-5.399957519116396,-1.334979549579429e-07,5.7609378707880495e-12,4.1416147393750257e-07,0.1731652564323951,2.0,0.1463509719085988,0.0310851019143525,-14.41696180940292,0.2233657199305016,-0.0700230338927278,-0.0365853658536584,0.0249999999999999,0.0123456790123455,0.3442622950819671,0.28125,0.3225806451612902,0.1388888888888888,0.28125,0.3442622950819671,0.28125,0.2424242424242422,0.2424242424242422,0.1714285714285714,0.0649350649350648,-0.0352941176470588,-0.0681818181818182,-0.0465116279069768,-0.0238095238095238,-0.0681818181818182,0.0249999999999999,0.0789473684210526,0.4642857142857139,0.5769230769230769,0.28125,0.2058823529411764,0.1884057971014492,0.3666666666666667,0.1714285714285714,0.0512820512820511,0.0512820512820511,0.0,0.2424242424242422,0.3225806451612902,0.3015873015873014,0.1884057971014492,0.3666666666666667,26.33333333333333,19.5,19.5,19.5,19.5,19.5,19.5,12.666666666666666,12.666666666666666,9.25,5.833333333333333,5.833333333333333,5.833333333333333
FZEX-L,17.0,0.2474272435542767,1.3074549041134834e-07,0.0466437190426797,0.0001617468661544,0.2335009428032683,1.6935263833172287,0.0161617011743268,1.0,0.1032759578012215,3.5367740863663684e-08,5.9450264674662376e-08,2.400729349601432e-07,0.3435831338611674,3.0,1.807850176995456,0.0521066029596575,0.117033693875963,-0.0730986767618229,0.117033693875963,0.0108459869848156,-0.049484536082474,0.0745920745920747,0.105515587529976,0.182051282051282,0.194300518134715,0.2036553524804178,0.232620320855615,0.263013698630137,0.2561307901907357,0.1881443298969074,0.2260638297872341,0.2195767195767197,0.2005208333333334,0.287709497206704,0.2595628415300546,0.2949438202247192,0.287709497206704,0.3843843843843844,0.4681528662420382,0.5016286644951142,0.449685534591195,0.5065359477124183,0.4870967741935483,0.5164473684210527,0.6289752650176679,0.7868217054263567,0.8971193415637859,0.8440000000000001,0.8816326530612244,0.8971193415637859,0.8663967611336032,0.8971193415637859,1.0954545454545452,0.9533898305084748,0.8739837398373986,0.9369747899159666,0.8971193415637859,1.1952380952380954,0.8588709677419357,0.7396226415094342,1.1848341232227493,1.4263157894736844,0.6289752650176679,0.6232394366197185,0.4728434504792334,0.2131578947368422,0.2099737532808399,0.110843373493976
FZFD-L^A23,19.0,0.4240710852561941,2.111703466797937e-07,0.0753354497328241,0.0425464608548149,0.2713732018186787,1.6910153697455017,0.1708281444253034,1.0,0.2547276345917482,3.617246007275761e-08,3.8858129744189134e-09,2.1038177465986163e-07,0.6472203495733101,3.0,0.5664477620728384,-0.0701199757912351,-1.5690019031805431,-3.1307147699463536,0.3065648474491794,-0.0013531799729363,-0.0489060489060488,0.029965156794425,0.2204789430222955,0.2536047497879559,0.4794794794794794,0.349771689497717,0.3877934272300469,0.4089609151572926,0.4809619238476952,0.5909580193756729,0.7106481481481479,0.6550951847704367,0.7743097238895558,0.802439024390244,0.9396325459317584,1.1799410029498525,1.1896296296296294,1.199404761904762,1.3202511773940344,1.4470198675496686,1.2462006079027352,1.2059701492537314,1.3386075949367084,1.3129890453834117,1.471571906354515,1.7269372693726934,1.6970802919708028,1.6678700361010828,1.706959706959707,1.7472118959107807,1.815238095238095,1.9325396825396823,2.158119658119658,2.587378640776699,2.7417721518987337,2.7897435897435896,2.437209302325581,2.552884615384615,2.22707423580786,2.1050420168067228,2.234135667396061,2.5190476190476185,1.6970802919708028,1.658273381294964,1.4633333333333334,1.471571906354515,1.5093378607809846,1.5704347826086955
FZFU-L^A07,17.0,0.170674207322043,5.04802090740522e-07,0.1800891703306849,0.1335661015055445,0.3739516835649018,1.3093803555896166,-0.018835883155661,1.0,0.0495928616169052,7.753257816826287e-08,1.1510748924228655e-09,4.819915517238743e-07,0.3297658277682191,5.0,0.1125400697230695,0.0542249951034666,-0.185075452279952,-0.0979276515698376,0.0053198717593828,0.0202898550724637,0.0582822085889571,0.1057692307692308,0.1655405405405405,-0.0281690140845068,0.0147058823529413,-0.0469613259668507,-0.0254237288135592,-0.0725806451612903,0.0391566265060241,-0.0254237288135592,-0.0625,-0.1243654822335025,-0.226457399103139,-0.2247191011235955,-0.205069124423963,-0.1746411483253587,-0.1062176165803108,-0.0944881889763779,0.002906976744186,0.0087719298245614,-0.0725806451612903,-0.0198863636363635,-0.0254237288135592,0.0422960725075529,0.0714285714285714,0.0391566265060241,0.0917721518987342,0.3372093023255813,0.2969924812030076,0.2683823529411764,0.2062937062937064,0.1896551724137931,0.2683823529411764,0.2591240875912408,0.402439024390244,0.5131578947368423,0.2500000000000002,0.4081632653061224,0.1694915254237288,0.1655405405405405,0.0849056603773585,0.1274509803921568,-0.0198863636363635,-0.0469613259668507,-0.1015624999999998,-0.2141230068337128,-0.2281879194630871,-0.1785714285714286
FZGP-L^F08,17.0,0.0002407069908187,6.346030373549007e-07,0.226395921456913,0.0834348135376602,0.2406926696923515,0.5710910964623077,-0.2518182734312161,1.0,-0.112373592041437,6.336507977516005e-09,9.528283690566734e-11,3.912764286004921e-07,0.2593839866807931,5.0,0.0505941228476957,0.0603496914066881,-0.662916086151898,0.0679580371862634,-0.2051094082823868,0.0,0.0641025641025641,0.2205882352941175,0.5370370370370368,0.296875,-0.0119047619047618,-0.0459770114942529,-0.0777777777777778,-0.1530612244897959,-0.0978260869565218,-0.0777777777777778,-0.3412698412698413,-0.3252032520325203,-0.3360000000000001,-0.2589285714285715,-0.2522522522522523,-0.3565891472868218,-0.2966101694915254,-0.319672131147541,-0.3615384615384616,-0.461038961038961,-0.4939024390243902,-0.366412213740458,-0.4746835443037975,-0.461038961038961,-0.5363128491620113,-0.4969696969696969,-0.5088757396449703,-0.4154929577464789,-0.4195804195804196,-0.3025210084033614,-0.2169811320754717,0.0921052631578946,0.2575757575757573,0.0921052631578946,0.2769230769230768,0.5090909090909088,0.7291666666666667,0.5370370370370368,0.360655737704918,0.482142857142857,0.4310344827586208,0.482142857142857,0.0121951219512195,0.0121951219512195,-0.0879120879120879,-0.2589285714285715,-0.4154929577464789,-0.4391891891891892
FZGS-L,10.0,0.0697590912058497,1.5685943528693071e-06,0.5595992187338914,0.3484036854510392,-0.0176282838202798,0.458426891454153,0.0888625429105845,1.0,0.0555706644909799,-9.254760566997717e-08,5.7462707081839855e-12,2.846074621527813e-06,0.0777432025710349,2.0,0.0044152250120028,-0.2251552850060753,-0.2234683141213641,0.1743247597766277,-0.1453917887852731,0.0,0.0499999999999998,-0.0454545454545455,-0.0454545454545455,0.2352941176470586,0.2352941176470586,0.6153846153846152,0.4999999999999998,0.4999999999999998,0.4999999999999998,0.4999999999999998,0.4999999999999998,0.75,0.4999999999999998,0.4999999999999998,0.4999999999999998,0.4999999999999998,0.4999999999999998,0.3125,0.2352941176470586,0.0499999999999998,0.0,0.0499999999999998,-0.125,0.1052631578947367,0.1666666666666667,0.0499999999999998,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.0499999999999998,0.0,-0.125,-0.4,-0.3823529411764707,-0.3,-0.2222222222222223,-0.125,-0.0869565217391304,-0.0869565217391304,0.1666666666666667,0.1052631578947367,0.4999999999999998,0.0,-0.125,-0.1923076923076924,-0.16,-0.2500000000000001,-0.2500000000000001
FZHF-L,15.0,0.4716699801192842,2.259115498735111e-07,0.0805944038883789,0.0628806879254747,0.1025342750311591,1.1630881034522986,0.0105679213199693,1.0,0.1737481031866462,4.5050881148014345e-08,1.4167294144011313e-07,1.0691735051059545e-06,0.5533043386018881,4.0,0.8145976746321079,-0.5222248261854543,-0.2816818854738628,-0.1344426216701819,-0.1344426216701819,-0.044776119402985,0.0492170022371365,0.0695553021664767,0.0906976744186047,0.0173535791757049,0.1328502415458938,0.1061320754716981,0.1301204819277108,0.0781609195402299,0.0151515151515151,0.0610859728506787,0.1166666666666667,0.0376106194690266,0.0492170022371365,0.0195652173913045,0.1355932203389831,0.2407407407407409,0.3477011494252875,0.3693430656934309,0.4147812971342384,0.3673469387755101,0.3855243722304284,0.3477011494252875,0.4000000000000001,0.3875739644970415,0.3400000000000001,0.4298780487804881,0.53518821603928,0.53518821603928,0.4771653543307088,0.5898305084745763,0.6341463414634148,0.5764705882352943,0.6720142602495545,0.6870503597122304,0.8911290322580647,1.1318181818181818,1.4684210526315793,1.5840220385674932,1.333333333333334,1.0215517241379315,1.5283018867924532,1.3103448275862073,0.7765151515151516,0.8356164383561644,0.6172413793103451,0.4841772151898735,0.4190620272314675,0.4212121212121213
GFNF-L^I16,8.0,0.1729369358514814,3.96264831778846e-07,0.1413682829276607,0.2490252492547631,0.5871709316554219,0.3570086812503587,-0.0823471149522397,1.0,0.2074586760825701,1.5730214445190844e-08,1.5587102649632107e-09,3.76183831134358e-08,-0.0985492873580754,5.0,1.1210046183509306,-0.0614663272980553,-0.1408599557870833,-0.5359081989029886,0.5202325748706647,0.0303030303030302,-0.0364963503649635,-0.0503597122302157,0.090909090909091,0.0731707317073171,0.2110091743119266,0.1186440677966103,0.1578947368421053,0.1186440677966103,0.1578947368421053,0.2110091743119266,0.3750000000000002,0.2692307692307691,0.1999999999999999,0.2941176470588236,0.1999999999999999,0.2941176470588236,0.3469387755102042,0.5,0.6097560975609757,0.2692307692307691,0.1186440677966103,0.1282051282051284,0.1379310344827586,0.0731707317073171,0.1,0.0476190476190476,0.03125,0.0,0.1379310344827586,0.306930693069307,0.1681415929203542,0.4193548387096775,1.0,0.5714285714285716,1.0952380952380951,1.5384615384615383,1.4444444444444442,1.8085106382978728,1.7500000000000004,0.8333333333333335,1.3571428571428572,0.0476190476190476,-0.1428571428571428,-0.12,-0.095890410958904,-0.2941176470588235,-0.4080717488789237,-0.5352112676056338
GHH-L^L13,8.0,-0.1669102714802751,2.841720947651049e-09,0.0010137897151397,0.4825159903450534,-0.1105637511136035,0.3045171125729288,0.0102129491974184,1.0,-0.9639441961857652,-6.460271325773033e-08,2.353327428319067e-09,3.907774325018213e-07,-0.0073390733576635,4.0,2.060504305568298,0.2929162849248509,0.206079639314785,-0.3262289314189067,0.1817565674842653,-0.0382775119617225,0.1312584573748307,-0.0423825887743414,0.0843060959792476,0.4074074074074072,0.7863247863247864,0.7201646090534977,0.6991869918699185,0.9262672811059908,1.1942257217847767,0.92183908045977,1.9128919860627172,3.6703910614525137,0.9904761904761904,-0.4309053778080327,-0.3915574963609899,-0.3866471019809245,-0.4162011173184358,-0.3524399690162665,-0.3406940063091482,-0.2482014388489208,-0.3875457875457876,-0.3422501966955155,-0.3559322033898305,-0.2595217006200176,0.0555555555555555,0.7863247863247864,1.2116402116402116,1.662420382165605,1.7682119205298013,1.6967741935483869,1.9964157706093189,1.6794871794871793,1.4161849710982657,1.1218274111675126,2.7999999999999994,3.644444444444444,2.87037037037037,1.9027777777777777,4.805555555555555,4.32484076433121,5.333333333333333,8.835294117647058,3.354166666666667,4.5,1.548780487804878,0.2080924855491328,0.0515723270440251,-0.0962162162162162
GKHK-L^F16,10.0,-0.0167039326581611,1.032217815899942e-07,0.0368245800633032,0.1354838709677419,-0.3027159160354163,0.4251264136523368,-0.4423499648861577,1.0,-0.488970411547026,-1.647018395903042e-07,1.0840975122674008e-10,5.015478415814765e-07,0.2257615537911619,4.0,0.1838148626793326,0.0488735375457535,-1.3653664779391734,-1.816026091354045,-0.0139621670312701,0.0789473684210526,-0.05,-0.1363636363636363,-0.24,-0.2830188679245283,0.0270270270270269,-0.0952380952380952,-0.3666666666666666,-0.3559322033898304,-0.3214285714285715,-0.2962962962962963,-0.3090909090909092,-0.2962962962962963,-0.3559322033898304,-0.4153846153846153,-0.4153846153846153,-0.4571428571428571,-0.2830188679245283,-0.3559322033898304,-0.3214285714285715,-0.3214285714285715,-0.3870967741935484,-0.3666666666666666,-0.3559322033898304,-0.40625,-0.3968253968253968,-0.4571428571428571,-0.4933333333333333,-0.5,-0.4153846153846153,-0.3333333333333332,-0.4242424242424243,-0.4242424242424243,-0.4153846153846153,-0.3559322033898304,-0.24,-0.2244897959183673,-0.1739130434782608,-0.1739130434782608,-0.0952380952380952,-0.1555555555555555,-0.24,-0.2083333333333332,-0.2962962962962963,-0.24,-0.4242424242424243,-0.5189873417721519,-0.4864864864864865,-0.4328358208955224
GOT-L,17.0,0.0652732570605928,2.61201725655067e-07,0.0931842457172853,0.3083464628510908,0.2541952357431479,0.9859609467374304,0.0161065714545662,1.0,0.2644265707639184,6.067349896700788e-08,3.566902970254782e-06,2.57770671963919e-07,-0.0786075642621625,3.0,17.45728159642626,-0.0212583202415415,-0.2066346876160822,0.1084748359061042,0.0741533085312672,-0.1,0.1340206185567012,0.1055276381909549,0.1055276381909549,0.1398963730569948,0.2087912087912089,0.06280193236715,0.1282051282051284,0.1398963730569948,0.2359550561797754,0.2865497076023393,0.4285714285714286,0.4285714285714286,0.4193548387096775,0.4102564102564103,0.3333333333333335,0.2571428571428573,0.3664596273291927,0.2429378531073447,0.4379084967320261,0.517241379310345,0.3333333333333335,0.4666666666666668,0.4473684210526316,0.375,0.4102564102564103,0.788617886178862,1.2222222222222223,1.291666666666667,1.2222222222222223,1.4719101123595508,1.2222222222222223,1.528735632183908,2.4375,2.4375,2.859649122807018,4.365853658536586,4.238095238095239,3.782608695652174,4.116279069767442,2.4375,3.313725490196079,8.166666666666668,4.0,2.283582089552239,1.0560747663551404,0.4193548387096775,1.2000000000000002,-0.261744966442953
GVDY-L,8.0,2.1361799090098774,1.684320509549175e-07,0.0600884759987223,0.2156686874106387,0.3800451017494832,1.0848151949625222,0.1725480851522378,1.0,1.0290865640564553,6.949084267430897e-08,1.9920695641752598e-10,3.027217506823484e-07,3.483380311188293,2.0,0.3028325751656069,-3.733745777291656,3.733745777291656,3.733745777291656,3.733745777291656,-0.0744288872512896,-0.5859017393957888,-0.7417697431018078,-0.4684684684684684,-0.214699074074074,-0.1427668982943777,0.1205615194054501,0.8045212765957448,0.7155499367888749,1.0044313146233383,1.7358870967741935,1.7031872509960162,1.5652173913043477,3.3354632587859427,3.631399317406143,5.461904761904762,6.375,8.977941176470587,8.556338028169014,8.556338028169014,8.358620689655172,8.48951048951049,8.423611111111112,8.423611111111112,9.28030303030303,10.214876033057852,9.943548387096774,13.135416666666668,9.051851851851852,7.376543209876543,11.80188679245283,16.397435897435898,16.855263157894736,17.33783783783784,18.38571428571429,18.38571428571429,18.95588235294117,13.135416666666668,13.135416666666668,12.846938775510203,12.435643564356436,10.308333333333334,12.57,13.75,14.420454545454543,12.1747572815534,11.225225225225223,11.564814814814817,12.1747572815534
HCJT-L^C08,8.0,1.2174065012233484,1.5270178292980892e-08,0.0054476670957333,0.5152900378310215,0.6222551928783383,2.8372772856973407,0.3207224064761432,1.0,-11.87044534412956,1.08284616274993e-08,3.687783026050534e-12,2.04227971136292e-08,0.1403620196887901,3.0,0.1045830911053906,0.0116971631376364,1.5775080228826566,0.305819146080916,0.5775080228826566,-0.0433612152677627,-0.1332499999999999,-0.1368464730290456,-0.1314405010438413,0.1556666666666666,0.6001538461538463,0.460814606741573,0.5747161241483727,1.60025,1.986218776916452,2.6843783209351755,5.089578454332553,5.684447300771208,7.456097560975609,11.561594202898553,10.81931818181818,14.34070796460177,29.235465116279077,28.88793103448276,32.44372990353698,29.772189349112427,32.01904761904762,25.13316582914573,21.51298701298701,19.5960396039604,15.748792270531403,19.5960396039604,73.29285714285714,62.80981595092025,60.18235294117648,68.34,64.00625,85.67500000000001,82.208,62.036363636363646,73.29285714285714,10400.0,10400.0,10400.0,10400.0,10400.0,10400.0,10400.0,10400.0,10400.0,10400.0,10400.0,10400.0,10400.0
HRG-L,11.0,0.2046239702365134,8.077205200649627e-08,0.0288155934743025,0.2065551504753735,0.3106877013665148,1.1036350659713874,0.005109283902615,1.0,0.2339240506329113,5.180415153309548e-08,1.3535188342474227e-05,2.168504769229256e-07,0.1985832926233512,3.0,53.83651753541941,-0.0122530986129707,0.0707460078811609,0.0389772942625071,0.0639029421877302,0.0216677609980302,0.0374659400544958,0.0539792387543254,0.0367597004765147,0.0503448275862068,0.0360544217687075,0.0438656614119259,0.1331845238095239,0.1399700598802395,0.1256467110125647,0.1076363636363637,0.1608231707317073,0.2545304777594728,0.1945098039215687,0.2917726887192537,0.246317512274959,0.3671454219030521,0.3095442820292347,0.2534979423868313,0.337137840210711,0.3646953405017921,0.3820326678765882,0.3312937062937064,0.3050556983718937,0.4273664479850048,0.3634735899731425,0.2950680272108843,0.1898437499999998,0.1468373493975905,0.1935736677115989,0.2106518282988871,0.2322006472491911,0.3151986183074267,0.2712854757929883,0.2302100161550888,0.1945098039215687,0.3465959328028294,0.357397504456328,0.2939677145284622,0.2776845637583893,0.2744769874476989,0.2755443886097153,0.2058590657165477,0.2712854757929883,0.2723475355054301,0.0878571428571428,0.0847578347578348,-0.0696395846059866,-0.0792019347037483
