firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,che,chpmia,chtx,convind,egr,ep,herf,lev,lgr,ms,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,15.0,0.0606637795711725,6.898406741808605e-07,0.1195695392354232,0.1033712789163825,0.0840825791760406,0.9638179139236884,596.4921000000002,-0.0015336331379038,0.0031991255931326,1.0,-0.0022353437874177,1.1058786102924497e-07,0.0001053742287804,2.02289150681006e-06,0.0929217175180102,4.0,21.306928494116697,-0.0018761640449469,0.0545490566338407,0.02094836165879,0.0151207157417366,0.0633050944193286,0.058866841221563,0.2873250176235946,0.021656050955414,-0.0334496203570694,-0.0292662819455894,-0.1442587209302325,-0.1634103019538187,-0.1383095499451151,-0.1849801003633846,-0.1287458379578246,-0.0623133585506668,-0.1023441966838193,-0.0706393054459352,-0.0793588741204064,-0.0278637770897832,0.0450410472598181,0.0161812297734627,0.1757363954068895,0.1243733587968489,0.3215488215488216,0.3160100586756078,0.198778315092899,0.2543275632490014,0.405550581915846,0.522301228183581,0.604770017035775,0.5616710875331565,0.5412303664921467,0.4886219974715551,0.6202270381836945,0.6451274886482712,0.386517515454813,0.2288025045656145,0.2411067193675888,0.2904109589041097,0.6004077471967382,0.6303219106957425,0.577361018084394,0.6857551896921976,0.4595599628137587,0.1004672897196263,0.0115979381443298,0.1002102312543797,0.014648858250754,0.0529845741113348,0.074361313868613,0.0299584517822,0.0579514824797844,0.092553931802366,0.1363088057901085,0.1902956785443517
BAOH-L,12.0,-0.3695290844819091,1.4361589939419552e-06,0.248928304174519,0.0636265108381358,-0.0035923745292832,0.3548021767150081,5.9771,0.0994067293438444,-8.182769176629121e-05,1.0,-0.3840284930013006,-2.170807307731362e-07,2.823578491508303e-08,1.2122046459039422e-06,-0.362599516076749,2.0,0.6610271094994365,-0.1481432769183445,-0.1398064844018653,-0.5432787928440275,0.0027730697996362,0.0052128086053174,-0.2335790408911193,1.3853966101857609,-0.1416666666666666,0.1009174311926603,0.095890410958904,0.0300429184549355,0.0212765957446807,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651,0.0434782608695651
BBIO-L^E18,25.0,-0.0049441786283891,3.419526945450578e-07,0.0592703904790982,0.0482035928143712,0.1618299761010583,1.5263749196074978,-132.0,0.0060411615846039,-0.0035087719298245,1.0,0.127700127064803,7.609651512411146e-08,5.567714832697963e-07,8.561339574975983e-07,0.0232558139534883,4.0,2.1483733756827563,0.085466751799826,0.0441823530943268,-0.0539009991171634,-0.0011176752355101,-0.0041543026706231,0.0961597542242703,0.2700646556564647,0.0128205128205127,-0.1186440677966101,-0.0930232558139534,-0.1544715447154471,-0.2040816326530612,-0.1937984496124031,-0.2199999999999999,-0.2061068702290076,-0.2061068702290076,-0.163538873994638,-0.1702127659574467,-0.1567567567567568,-0.1085714285714285,-0.0714285714285714,-0.1161473087818696,0.0229508196721313,0.0469798657718121,0.1263537906137184,0.1818181818181818,0.1598513011152416,0.2530120481927711,0.3624454148471616,0.411764705882353,0.471698113207547,0.4377880184331797,0.4511627906976745,0.471698113207547,0.7142857142857142,0.7727272727272727,0.5145631067961165,0.4786729857819907,0.4054054054054052,0.4511627906976745,0.7049180327868851,0.6335078534031415,0.6956521739130435,0.8571428571428572,0.5522388059701495,0.3684210526315792,0.3333333333333335,0.4246575342465755,0.3991031390134529,0.5219512195121954,0.5445544554455446,0.5294117647058825,0.4054054054054052,0.6000000000000001,0.752808988764045,0.8461538461538463
BBOU-L,26.0,-0.0842604777285959,1.4966349768338926e-07,0.0259410558526634,0.0287352203511286,0.1654093494929507,0.5000414215063244,-105.0,-0.0032487607059025,-0.00150054019447,1.0,-0.0302728823194997,5.1130824138938933e-08,1.1505160728504775e-06,3.37230926774795e-07,-0.0940483205657041,4.0,18.86847997104271,0.0038655717630729,-0.1702821572569832,-0.0229735684453524,0.0285446786274168,0.0960721090429429,-0.1027726755882095,0.2656680758271278,0.030681818181818,-0.0084507042253519,-0.0101237345331833,-0.0746582544689798,-0.0770844257996853,-0.0356164383561643,-0.0496760259179264,-0.0445168295331162,-0.0178571428571429,-0.1199999999999998,-0.0861889927310488,-0.111111111111111,-0.1006642820643841,-0.1173520561685055,-0.1526239768897447,-0.0899689762150981,-0.092783505154639,-0.1070522577371891,-0.1518072289156625,-0.1075050709939147,-0.0766002098635885,-0.0151091214325684,-0.053763440860215,-0.0249307479224376,-0.0067720090293452,0.005139920045688,0.0126582278481013,0.0615199034981908,0.1609498680738788,0.1210191082802549,0.1376858435681964,0.1586570111915735,0.2290502793296089,0.2517780938833571,0.3017751479289943,0.3569776407093292,0.4262560777957862,0.402390438247012,0.4227970897332258,0.372854914196568,0.3580246913580247,0.4449917898193762,0.4678899082568808,0.4521452145214524,0.4666666666666668,0.4852320675105486,0.5357766143106457,0.5198618307426599,0.5942028985507248
BBTU-L^C18,25.0,0.1025592773805043,3.921368751340407e-07,0.0679687748662716,0.0181209206458261,0.1904624277456647,1.3016771924833257,-29.700000000000003,0.037978088254524,-0.0104955264969029,1.0,0.014251781472684,6.152967361587992e-08,1.36589653274846e-08,6.82795706468757e-07,0.1608118657298985,4.0,0.4506793152819511,-0.2843628007334214,1.0307082257469569,0.2343906193027681,0.0073523161920951,0.0213897131552917,0.0307082257469567,0.0124065368076336,-0.0634920634920636,-0.0597014925373134,-0.0381679389312977,-0.093525179856115,-0.1818181818181818,-0.1818181818181818,-0.0735294117647059,-0.2173913043478261,-0.16,-0.2960893854748603,-0.2758620689655172,-0.3403141361256544,-0.25,-0.3333333333333332,-0.4193548387096774,-0.3823529411764705,-0.3823529411764705,-0.3368421052631578,-0.4424778761061946,-0.4638297872340425,-0.4193548387096774,-0.3636363636363636,-0.3538461538461538,-0.3152173913043479,-0.263157894736842,-0.2716763005780347,-0.1870967741935484,-0.2025316455696203,-0.2317073170731707,-0.3038674033149171,-0.2317073170731707,-0.1818181818181818,-0.125,-0.0307692307692307,-0.0381679389312977,-0.0735294117647059,0.05,-0.0078740157480314,-0.1486486486486486,-0.1764705882352941,-0.1543624161073825,-0.1710526315789473,-0.0381679389312977,-0.0597014925373134,-0.0597014925373134,0.024390243902439,0.0,-0.0597014925373134,-0.0597014925373134
BBXK-L,26.0,0.0443067246323189,4.098222581064093e-07,0.0710341683293623,0.0256982822070582,0.1934887522378765,1.7669085278070746,4.150000000000006,-0.0014325109207231,-0.0008803395219887,1.0,0.0805859343817354,7.944251507193277e-08,1.1621424276710342e-06,7.86598973072188e-07,0.0226320036211205,3.0,2.7341244325355785,-0.0070838920005872,-0.0737014232327841,-0.0170031228798825,0.0144438820700999,0.0421637794112215,0.0282143854470021,0.1964053121147496,0.0125313283208019,-0.0952380952380952,-0.0677570093457944,-0.0655737704918031,-0.1133333333333332,-0.1013513513513514,-0.1326086956521738,-0.2019999999999999,-0.1474358974358973,-0.0785219399538106,-0.1687499999999999,-0.1939393939393939,-0.2035928143712574,-0.1721991701244813,-0.1773195876288659,-0.0972850678733031,-0.145610278372591,-0.0338983050847456,0.0230769230769232,0.0783783783783784,0.0445026178010472,0.0445026178010472,0.0230769230769232,0.0075757575757575,0.1145251396648046,0.1145251396648046,0.1875,0.2164634146341464,0.2127659574468086,0.1145251396648046,0.0390625,0.1052631578947369,0.1981981981981981,0.2829581993569132,0.2276923076923078,0.2788461538461539,0.2547169811320755,0.2391304347826086,0.1769911504424779,0.0842391304347827,0.033678756476684,0.0283505154639176,0.1769911504424779,0.1735294117647059,0.1145251396648046,0.08130081300813,0.0363636363636363,-0.05,0.017857142857143
BCIP-L,15.0,-0.0712230071918743,1.916069219054022e-06,0.3321107644711029,0.0767472474901685,0.0685622619177649,0.3791964007404327,-104.8423,-0.0038954963396049,-0.0012456734789902,1.0,-0.0968581718633383,-1.1399157692496584e-07,4.147576559944336e-06,5.619166948603076e-06,-0.0590064871955355,4.0,3.0664686137064363,0.0144865174438401,-0.0449081625022394,-0.0882264719507475,0.0043819077964707,0.0175968390088559,-0.1861581819414569,1.3853966101857609,0.0,0.0,0.0,-0.0517241379310343,-0.0517241379310343,-0.0677966101694914,-0.0350877192982455,0.0784313725490197,0.1,0.1458333333333334,0.1956521739130434,0.1458333333333334,0.3414634146341464,0.5277777777777779,0.5714285714285716,0.4864864864864866,0.375,0.2222222222222223,0.3414634146341464,0.3095238095238097,0.0185185185185186,0.1458333333333334,0.1,0.1224489795918368,0.0185185185185186,0.1,0.2222222222222223,0.1,0.2222222222222223,-0.0517241379310343,-0.1129032258064515,-0.0677966101694914,0.0185185185185186,-0.0178571428571429,-0.1129032258064515,-0.1129032258064515,-0.1269841269841268,-0.1791044776119402,-0.140625,-0.2465753424657533,-0.2666666666666666,-0.2857142857142857,-0.3373493975903613,-0.3292682926829268,-0.2666666666666666,-0.2253521126760562,-0.1911764705882352,-0.2763157894736842,-0.236111111111111
BCYN-L,25.0,-0.0733681669069467,6.599817947822994e-07,0.1143941232511288,0.1166683676938468,0.1418819732279398,0.6271052375467815,54.85110000000009,-0.0427790629549142,0.0015519770818724,1.0,-0.0392163308834929,5.2713971286769104e-08,1.0437333182137774e-05,8.273576419707132e-07,-0.0521508837842353,5.0,17.374523341379785,0.1822898016312378,0.0677366214488397,0.9852101251398262,0.00995257353454,0.0228776506205347,-0.0147898748601738,0.9170455880521468,-0.016887417218543,-0.0653048591767255,-0.099582587954681,-0.0568394753279202,-0.032051282051282,-0.05625,-0.1051851851851851,-0.0987764846314532,-0.0618204411307858,-0.1143695014662756,-0.0653048591767255,-0.0515075376884421,0.008010680907877,-0.0049423393739703,-0.0059249506254114,0.1046086320409656,0.0486111111111111,0.0388716890264877,-0.0210696920583468,-0.1226031377106334,-0.1791247621636313,-0.1400911161731206,-0.032051282051282,-0.0461149715729627,0.0279101429543906,0.0801144492131615,0.0053262316910784,-0.0130718954248366,0.0894660894660894,-0.1386195094124359,-0.1507311586051744,-0.1597106288258207,-0.2280163599182003,-0.0336,-0.085956416464891,-0.0713407134071342,0.0709219858156029,-0.1985138004246285,-0.2947220924801494,-0.3336275375110327,-0.2902467685076381,-0.3073394495412844,-0.3165874632269744,-0.2966930600838379,-0.3047882136279926,-0.3267944716897013,-0.2821487996196815,-0.2598039215686274,-0.1953104183320011
BCZB-L,26.0,0.3028751476959432,1.280127501548734e-06,0.2218834888280966,0.0859256564186526,0.1448331047096479,1.9023416802815487,-327.5,-0.0011662947120282,-0.0012622278321236,1.0,0.0470957613814756,1.526855390819413e-07,6.271076066950571e-06,2.2465672545087308e-06,0.5134319781640568,3.0,1.940852583573884,0.0519883923634886,0.0094846704971782,-0.1086418837995888,-0.0103990326481257,-0.0286523404964184,0.0277217525640475,0.3521538869466598,0.047008547008547,-0.1931034482758621,-0.247588424437299,-0.2547770700636943,-0.3097345132743363,-0.28,-0.2451612903225807,-0.3056379821958458,-0.323699421965318,-0.358904109589041,-0.4105793450881613,-0.4060913705583756,-0.4,-0.3953488372093023,-0.4075949367088608,-0.3481894150417827,-0.370967741935484,-0.3874345549738219,-0.3809523809523809,-0.3177842565597668,-0.2972972972972973,-0.3217391304347826,-0.3056379821958458,-0.3389830508474577,-0.323699421965318,-0.2887537993920973,-0.2755417956656347,-0.2302631578947369,-0.1846689895470383,-0.2427184466019417,-0.2547770700636943,-0.2121212121212122,-0.2040816326530612,-0.2277227722772277,-0.2277227722772277,-0.1931034482758621,-0.1672597864768683,-0.2251655629139073,-0.2251655629139073,-0.2887537993920973,-0.3157894736842105,-0.3275862068965517,-0.2994011976047904,-0.3692722371967655,-0.3953488372093023,-0.377659574468085,-0.3426966292134832,-0.3984575835475579,-0.3984575835475579
BCZN-L,25.0,-0.1029993979425667,3.726743771674185e-07,0.0645953554647515,0.0476631846142075,0.134469948563323,1.0540462151737822,-28.62469999999999,0.0081698131965471,-0.0003164017362949,1.0,-0.0777951401053786,5.575101927267561e-08,7.371683357276798e-07,6.703022923224537e-07,-0.1164753871763334,4.0,3.4991978806246475,-0.0566517224842868,-0.027664622170644,-0.0639900128398083,0.0143692740404903,0.0446576946381367,-0.1188491306555199,0.4822495816217524,-0.0189228529839883,-0.0852197070572569,-0.0876494023904382,-0.1336696090794451,-0.18698224852071,-0.1792114695340501,-0.2002328288707799,-0.1528976572133168,-0.1580882352941176,-0.1946072684642438,-0.18698224852071,-0.1722891566265061,-0.1955503512880561,-0.2011627906976744,-0.1539408866995073,-0.13801756587202,-0.2644539614561028,-0.2483588621444201,-0.326470588235294,-0.3603351955307262,-0.3375120540019286,-0.2982635342185903,-0.2652406417112298,-0.2121559633027523,-0.2011627906976744,-0.1772455089820358,-0.2246049661399548,-0.1528976572133168,-0.1181001283697047,-0.2953846153846153,-0.2417218543046357,-0.2783613445378151,-0.2707006369426751,-0.1158301158301158,-0.1549815498154982,-0.1390977443609022,-0.0405027932960894,-0.1570552147239263,-0.2939362795477903,-0.3871543264942017,-0.4087779690189328,-0.4530254777070064,-0.4173027989821882,-0.4212299915754001,-0.4364232977850697,-0.4611764705882353,-0.3925729442970822,-0.2946611909650923,-0.2902892561983471
