firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roic,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0384875324582933,-0.0384875324582933,2.0,0.4040533606977937,5.310208244880216e-07,0.5025428370538141,-0.0045156966699339,1.0,1.1029371770465053,-0.0580303806110257,9.323413280103153e-08,1.237456114876952e-06,0.4485206088592441,2.135550070549401,0.8582899604837085,-0.1773507241730069,-0.1748476712829036,-0.445430094070902,-0.3420575088326967,0.744984786630636,-0.558307533539732,2.0,0.7247756323089475,0.1146785928843201,4.288523773960668,0.1213304693093797,0.0634328358208955,0.0056285178236397,-0.0546737213403879,-0.0821917808219176,-0.0359712230215826,0.0763052208835342,0.0551181102362206,0.138004246284501,0.1452991452991454,0.128421052631579,0.0056285178236397,-0.1804281345565749,-0.1518987341772152,-0.1638065522620904,-0.0462633451957295,-0.0915254237288135,-0.1036789297658863,-0.1611893583724568,-0.2265512265512265,-0.2209302325581394,-0.2106038291605301,-0.1396468699839486,-0.1866464339908952,-0.1545741324921135,-0.1298701298701298,-0.0930626057529611,-0.0513274336283186,-0.0092421441774491,-0.0018621973929235,-0.021897810218978,0.1166666666666667,0.0828282828282829,-0.0183150183150182,0.0151515151515151,0.0489236790606653,-0.0147058823529412,-0.0074074074074074,-0.0074074074074074,-0.0428571428571427,0.046875,0.0806451612903227,0.1189979123173279,0.2350230414746545,0.3994778067885118,0.3958333333333335,-0.0758620689655171,-0.0853242320819113,-0.0915254237288135,-0.0479573712255771
BACQ-L^J02,0.0364670251560665,0.0364670251560665,13.0,-0.0214014919897272,1.941726721872137e-06,1.837594328873326,-0.0220378854155654,1.0,0.9886275120735316,-0.0005420788724759,2.535434350051347e-07,1.3529526470083732e-06,0.0710529534058945,0.7804315793224987,-1.1812627679749308,-0.0239324690231623,-0.0490482891448421,-0.0490903334662364,-0.037555407369483,-0.1135840815283652,0.6126687435098657,3.0,0.5309238199096433,0.0589946553007238,22.376397515527948,-0.0094583447896618,-0.1904761904761903,-0.44,-0.5670103092783505,-0.5714285714285714,-0.5714285714285714,-0.44,-0.4545454545454546,-0.5280898876404494,-0.3913043478260869,-0.4246575342465754,-0.5841584158415842,-0.6037735849056605,-0.641025641025641,-0.776595744680851,-0.7181208053691275,-0.7375,-0.7627118644067796,-0.78125,-0.7961165048543689,-0.7857142857142857,-0.7857142857142857,-0.8212765957446808,-0.8426966292134832,-0.8384615384615385,-0.8165938864628821,-0.8,-0.8018867924528302,-0.8018867924528302,-0.7941176470588236,-0.7920792079207921,-0.7514792899408285,-0.7543859649122807,-0.7980769230769231,-0.7789473684210526,-0.7878787878787878,-0.8141592920353982,-0.8181818181818182,-0.8227848101265823,-0.8285714285714286,-0.8242677824267782,-0.8271604938271605,-0.8264462809917356,-0.8116591928251121,-0.8157894736842105,-0.8278688524590164,-0.8551724137931034,-0.8581081081081081,-0.8670886075949367,-0.8695652173913043
BALZ-L^I10,0.057648401826484,-0.057648401826484,3.0,-0.3456090651558074,1.9565584070119745e-06,1.8516306091560228,-0.0123923971196411,1.0,2.148373983739837,-0.0146571335716607,-7.098566073132927e-08,1.9382420515290405e-08,-0.3663833805476864,0.0636814537034421,4.905962033992851,0.5795129220205545,0.8485382703567967,0.2389352912673187,0.2874065367159695,-0.0069539091509325,-4.59090909090909,5.0,1.6686991869918697,0.1367515993649695,6.056179775280898,-0.2784471218206158,-0.0714285714285715,0.0,-0.0666666666666665,-0.1249999999999998,-0.176470588235294,-0.1249999999999998,-0.176470588235294,-0.3333333333333332,-0.4166666666666666,-0.4399999999999999,-0.5172413793103448,-0.5333333333333332,-0.5757575757575757,-0.611111111111111,-0.588235294117647,-0.631578947368421,-0.611111111111111,-0.6216216216216216,-0.588235294117647,-0.5999999999999999,-0.5757575757575757,-0.6216216216216216,-0.5999999999999999,-0.631578947368421,-0.6499999999999999,-0.6499999999999999,-0.7021276595744681,-0.75,-0.7627118644067796,-0.78125,-0.7543859649122806,-0.7586206896551724,-0.7666666666666666,-0.7358490566037736,-0.7407407407407407,-0.7704918032786885,-0.7627118644067796,-0.7083333333333333,-0.7254901960784313,-0.7083333333333333,-0.7307692307692307,-0.7666666666666666,-0.7543859649122806,-0.7254901960784313,-0.7666666666666666,-0.8541666666666666,-0.8461538461538461,-0.86,-0.8541666666666666
BBEK-L^L95,0.0715290147182902,0.0715290147182902,2.0,0.1881025641025642,1.2117227676484337e-07,0.1146739580248758,0.0146145626711633,1.0,1.2113502935420746,0.1189962223421477,5.224403927068724e-08,5.649583856779052e-07,0.1209230769230769,7.03220761768667,-1.1387257609550216,-0.1305661043733276,-0.1374161694793008,-0.0775669951964783,-0.1312287939240664,-0.2711312654696758,0.4267337807606272,5.0,0.8818304982688546,0.2149340825588934,3.533697632058288,0.1884827445374719,0.0122448979591835,-0.0040650406504064,0.0208333333333334,0.0515021459227469,0.1368909512761023,0.29973474801061,0.3279132791327914,0.2793733681462143,0.4161849710982659,0.3802816901408452,0.4540059347181009,0.2928759894459103,0.3243243243243243,0.3066666666666668,0.4984709480122324,0.4626865671641791,0.53125,0.4848484848484851,0.432748538011696,0.4000000000000001,0.4984709480122324,0.5457413249211358,0.3461538461538462,0.4244186046511629,0.6171617161716174,0.6387959866220736,0.6013071895424837,0.6498316498316499,0.7192982456140351,0.8283582089552239,1.121212121212121,1.1120689655172415,0.9140625,0.9758064516129036,1.139737991266376,0.9215686274509808,0.8631178707224336,0.8846153846153846,0.8631178707224336,1.0502092050209204,0.9838056680161944,0.8421052631578947,0.9838056680161944,1.207207207207207,0.7883211678832116,0.3764044943820226,0.3461538461538462,0.432748538011696,0.3573407202216068
BBIO-L^E18,0.0188766916419817,0.0188766916419817,2.0,-0.0457434733257661,7.653623750643008e-07,0.7243169412610019,-0.0113750229252279,1.0,1.3150136487716106,0.02255299954894,1.0477170580574388e-07,1.7356253516714334e-06,-0.0199205448354143,1.8258562533432885,-0.9054897921533724,0.0520743925854686,0.0674068232221226,0.1075902599495932,0.1444704701694206,-0.0352295833924432,0.3490870032223412,5.0,0.7175614194722475,0.0418392990558989,6.660790075089781,-0.0352295833924432,-0.0057971014492753,-0.0114613180515759,-0.0599455040871933,-0.0799999999999999,-0.0521978021978022,0.0952380952380953,0.0486322188449848,0.051829268292683,0.1774744027303754,0.1022364217252396,0.0,-0.0824468085106382,-0.1564792176039119,-0.1131105398457583,-0.1062176165803108,-0.1198979591836734,-0.0968586387434554,-0.1958041958041957,-0.217687074829932,-0.139650872817955,-0.1015624999999998,-0.2013888888888889,-0.2434210526315788,-0.2068965517241378,-0.1265822784810126,-0.1153846153846153,-0.1038961038961038,-0.054794520547945,-0.0308988764044944,-0.0226628895184134,0.1616161616161615,0.1165048543689322,0.0391566265060241,0.1274509803921568,0.1274509803921568,0.0298507462686568,0.1022364217252396,0.0883280757097793,0.1165048543689322,0.1815068493150686,0.0681114551083592,0.0987261146496816,0.2365591397849462,0.369047619047619,0.2777777777777777,-0.1626213592233009,-0.1198979591836734,-0.150246305418719,-0.0521978021978022
BBNH-L^L97,0.0380200105318588,0.0380200105318588,2.0,-0.0156739811912225,4.324678871219256e-07,0.4092751713427834,0.009816126110774,1.0,1.229109454688113,0.2112223016440314,8.090429047958124e-08,3.67969320088753e-05,0.0096133751306165,16.10195547551197,-1.5563684692520086,0.1214838567818624,0.1250208989048739,-0.0527169641369446,-0.1341994359513619,0.0103248010324801,0.5694006309148265,6.0,0.6998823067869753,0.0920231972863551,7.367843137254902,0.0103248010324801,0.0621621621621621,-0.0364583333333332,-0.0886699507389161,-0.0784557907845577,0.0109289617486338,0.1178247734138973,0.0962962962962963,0.2292358803986711,0.3405797101449277,0.3678373382624769,0.3261648745519714,0.1246200607902736,0.1349693251533743,0.1653543307086615,0.3553113553113554,0.267123287671233,0.3214285714285716,0.2171052631578947,0.1783439490445859,0.2982456140350877,0.4368932038834952,0.2802768166089966,0.1690363349131123,0.2436974789915966,0.3381555153707052,0.380597014925373,0.289198606271777,0.3503649635036496,0.434108527131783,0.4481409001956946,0.7209302325581397,0.6481069042316259,0.6444444444444446,0.522633744855967,0.5163934426229508,0.4979757085020242,0.4538310412573674,0.4538310412573674,0.5132924335378324,0.5778251599147122,0.5778251599147122,0.6299559471365639,0.6481069042316259,0.9628647214854112,0.8362282878411911,0.3005272407732864,0.3857677902621723,0.3285457809694794,0.3831775700934581
BBOU-L,0.0082929119073697,0.0082929119073697,2.0,0.0626109407777957,3.5469789703650586e-07,0.3356758892565204,0.0051085366056815,1.0,1.5523809523809524,0.1128188358404185,5.8056634924870336e-08,2.6332705119235354e-06,0.0164595772147813,19.713523393143795,-1.2287904297555328,0.1863064098878988,0.3256023457090976,0.1657890470951523,0.2128012157174904,0.1820319849482596,0.0951526032315978,5.0,0.746218487394958,0.1028215336679937,3.068376068376069,0.1820319849482596,0.0144478844169246,0.0,0.0671806167400881,0.08268156424581,0.2037267080745339,0.2817460317460318,0.2733245729303546,0.3094594594594593,0.3705799151343705,0.431314623338257,0.3609550561797752,0.2007434944237918,0.2204030226700251,0.2487113402061855,0.4484304932735423,0.4462686567164178,0.4816513761467889,0.4571428571428571,0.412536443148688,0.4907692307692306,0.6231155778894473,0.7089947089947088,0.631313131313131,0.7911275415896486,0.9226190476190474,0.985655737704918,1.0838709677419351,1.2123287671232874,1.4408060453400502,1.491002570694087,1.9011976047904195,1.954268292682927,1.85,2.0186915887850465,2.1875,1.9633027522935775,1.927492447129909,1.9907407407407405,2.076190476190476,2.284745762711864,2.2086092715231787,2.364583333333333,2.364583333333333,2.9390243902439024,2.78515625,1.584,1.7372881355932202,1.647540983606557,1.6991643454038998
BBQS-L^G99,0.0908950855030041,0.0908950855030041,2.0,0.1978555304740406,4.1935281476950105e-07,0.3968634440352752,-0.0061448211592814,1.0,1.3128398159765788,0.0400700252869092,1.0713221338603678e-07,7.408782916199493e-06,0.1992099322799096,2.6199411655585454,-0.8413428705561646,-0.0938294733828112,-0.1440016843354568,-0.0882925358991724,-0.0910158972965051,-0.0763696922633203,1.2957540263543186,3.0,0.6630071099958176,0.1253616200578592,8.237639241743208,0.1428881297109701,0.1285714285714285,-0.1286307053941908,-0.1599999999999999,-0.1599999999999999,-0.0582959641255604,0.25,-0.1428571428571429,-0.1532258064516128,-0.176470588235294,-0.146341463414634,-0.1891891891891891,-0.2526690391459074,-0.2553191489361701,-0.2045454545454545,-0.1063829787234043,-0.0666666666666666,-0.1923076923076923,-0.2193308550185873,-0.2708333333333332,-0.2134831460674157,-0.2418772563176895,-0.2953020134228188,-0.3225806451612902,-0.2553191489361701,-0.2250922509225091,-0.2250922509225091,-0.2193308550185873,-0.2250922509225091,-0.2391304347826086,-0.2363636363636363,-0.1213389121338912,-0.1796875,-0.2105263157894736,-0.2015209125475284,-0.1891891891891891,-0.2473118279569892,-0.2758620689655172,-0.2335766423357664,-0.2446043165467625,-0.2279411764705882,-0.2682926829268293,-0.2929292929292929,-0.2579505300353356,-0.0789473684210525,-0.176470588235294,-0.3930635838150288,-0.34984520123839,-0.3518518518518518,-0.3023255813953487
BBTK-L^C11,0.078929135604024,0.078929135604024,2.0,0.2504053885493326,7.244033155252262e-07,0.6855544652250231,0.0001369017737178,1.0,2.7671353251318105,0.0462215700660309,6.900288711466334e-08,5.3471102735576344e-08,0.1534863415242608,2.426896546086344,-1.1101681002112027,0.0495322586491923,0.055220714303352,0.2181679765610405,-0.2007955928805357,0.2549540697068504,1.7472392638036818,5.0,2.703280609256005,-0.0214343928280358,2.6624535315985134,0.3595292331055431,-0.0323529411764705,0.0559006211180124,-0.0229885057471264,-0.0395480225988701,-0.0860215053763441,-0.0116279069767442,-0.0981432360742705,-0.1943127962085308,-0.2272727272727274,-0.2494481236203091,-0.32,-0.2342342342342342,-0.1767554479418885,-0.1687041564792175,-0.0581717451523545,-0.4266441821247891,-0.4462540716612377,-0.4645669291338582,-0.4188034188034187,-0.3829401088929219,-0.3448940269749518,-0.3267326732673267,-0.3560606060606061,-0.3436293436293436,-0.3047034764826175,-0.2640692640692641,-0.271948608137045,-0.2444444444444444,-0.2255125284738041,-0.3131313131313131,-0.2975206611570248,-0.2672413793103447,-0.3227091633466135,-0.3917710196779964,-0.1099476439790575,-0.271948608137045,-0.2477876106194689,-0.1747572815533981,-0.1584158415841584,0.0059171597633136,0.1604095563139931,0.0897435897435896,0.2546125461254611,0.6346153846153846,0.4107883817427384,-0.1029023746701847,-0.0760869565217392,-0.1237113402061855,0.0862619808306708
BBTU-L^C18,0.0138618936756444,0.0138618936756444,2.0,0.0044096241116532,1.0620015677186287e-06,1.0050477423582789,0.0027970397338989,1.0,1.4236011477761834,0.0242409301943383,9.755640378978938e-08,6.022710283515579e-06,0.0457444986728315,4.823259371626047,-1.270316241222409,-0.0050267590210379,-0.0850543795483027,-0.1819425871397172,0.3305408730889111,0.0534552269394929,0.2834061135371173,3.0,1.090028694404591,0.0574990736502539,21.12562534741523,0.0385298538051646,0.1333333333333335,-0.0977443609022556,-0.1549295774647887,-0.1724137931034483,-0.1078066914498141,0.0434782608695651,-0.024390243902439,-0.0909090909090909,-0.0977443609022556,-0.0082644628099173,-0.1489361702127659,-0.2523364485981308,-0.281437125748503,-0.2476489028213165,-0.0874524714828897,-0.191919191919192,-0.1808873720136519,-0.2476489028213165,-0.2961876832844575,-0.2207792207792208,-0.1489361702127659,-0.2727272727272727,-0.2792792792792793,-0.270516717325228,-0.1752577319587629,-0.5862068965517242,-0.572192513368984,-0.5612431444241317,-0.550561797752809,-0.5180722891566265,-0.4470046082949308,-0.4366197183098591,-0.4736842105263158,-0.4642857142857143,-0.4366197183098591,-0.4508009153318077,-0.4418604651162791,-0.4174757281553398,-0.4088669950738915,-0.3939393939393939,-0.3478260869565218,-0.3370165745856354,-0.2546583850931677,-0.1780821917808219,-0.3181818181818182,-0.4725274725274725,-0.4582392776523701,-0.4725274725274725,-0.4339622641509434
