firms,age,bm,bm_ia,cashdebt,convind,ep,grltnoa,herf,lev,mve_ia,secured,securedind,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,1.0,6.777327935222672e-07,0.4411562084591403,0.2258853364731455,1.0,1.1046847888953155e-07,0.0691982320231894,1.1241600786729594e-06,6.727588201272412e-07,2.2390534418679926,1.0,1.0,1.0803240826206637,-0.1088180112570356,-0.1850152905198776,-0.1566455696202532,-0.1684867394695788,-0.0516014234875444,-0.0966101694915254,-0.108695652173913,-0.1658841940532081,-0.2308802308802308,-0.2252906976744185,-0.2150220913107511,-0.14446227929374,-0.1911987860394537,-0.1593059936908517,-0.1347402597402597,-0.0981387478849408,-0.0566371681415929,-0.0147874306839186,-0.0074487895716945,-0.0273722627737227,0.1104166666666668,0.0767676767676768,-0.0238095238095238,0.009469696969697,0.0430528375733854,-0.0202205882352941,-0.012962962962963,-0.012962962962963,-0.0482142857142856,0.041015625,0.0745967741935484,0.1127348643006262,0.2281105990783409,0.3916449086161879,0.3880208333333335,-0.0810344827586206,-0.0904436860068259,-0.0966101694915254,-0.0532859680284191,0.0617529880478089,0.1612200435729847,0.1740088105726871,0.1413276231263383,0.2968369829683697,0.3772609819121446,0.5056497175141244,0.5316091954022988,0.497191011235955,0.3063725490196078
BACQ-L^J02,13.0,1.807287965300071e-06,1.176416891710314,0.1929733770340981,1.0,2.359889234690127e-07,0.0270103220223738,1.5454259322575926e-06,2.092043031832774e-06,1.0569005645148315,1.0,1.0,0.6739428878703588,-0.2772277227722772,-0.0471698113207547,-0.1367521367521367,-0.4627659574468085,-0.3221476510067114,-0.36875,-0.4293785310734463,-0.4739583333333332,-0.5097087378640777,-0.4846938775510204,-0.4846938775510204,-0.5702127659574467,-0.6217228464419475,-0.6115384615384616,-0.5589519650655022,-0.5190476190476191,-0.5235849056603774,-0.5235849056603774,-0.5049019607843137,-0.5,-0.4023668639053254,-0.4093567251461988,-0.5144230769230769,-0.4684210526315789,-0.4898989898989899,-0.5530973451327433,-0.5627705627705628,-0.5738396624472575,-0.5877551020408164,-0.5774058577405858,-0.5843621399176955,-0.5826446280991735,-0.547085201793722,-0.5570175438596491,-0.5860655737704918,-0.6517241379310345,-0.6587837837837838,-0.6803797468354431,-0.6863354037267081,-0.6863354037267081,-0.6813880126182965,-0.6564625850340136,-0.6366906474820144,-0.6217228464419475,-0.6456140350877193,-0.6130268199233716,-0.6564625850340136,-0.6468531468531469,-0.6803797468354431
BALZ-L^I10,2.0,1.0325445145141464e-06,0.6721135932068166,0.0710217755443886,1.0,3.020117202023827e-08,-0.0567253975075193,4.252431080390518e-08,2.16106164233705e-06,0.1543647628193046,1.0,1.0,6.368577153720579,-0.1379310344827585,-0.0333333333333333,-0.1212121212121213,-0.1944444444444444,-0.1470588235294119,-0.2368421052631579,-0.1944444444444444,-0.2162162162162162,-0.1470588235294119,-0.1714285714285714,-0.1212121212121213,-0.2162162162162162,-0.1714285714285714,-0.2368421052631579,-0.2750000000000001,-0.2750000000000001,-0.3829787234042553,-0.4821428571428572,-0.5084745762711864,-0.546875,-0.4912280701754385,-0.5,-0.5166666666666666,-0.4528301886792453,-0.462962962962963,-0.5245901639344263,-0.5084745762711864,-0.3958333333333333,-0.4313725490196078,-0.3958333333333333,-0.4423076923076924,-0.5166666666666666,-0.4912280701754385,-0.4313725490196078,-0.5166666666666666,-0.6979166666666667,-0.6813186813186813,-0.71,-0.6979166666666667,-0.7010309278350515,-0.6506024096385542,-0.5671641791044777,-0.5857142857142857,-0.4821428571428572,-0.4528301886792453,-0.4423076923076924,-0.4081632653061224,-0.4081632653061224,-0.4423076923076924
BBEK-L^L95,1.0,1.5195686491584148e-07,0.0989131926569639,0.5666887856668879,1.0,5.4000861061565895e-08,0.5540512820512682,4.568738453962775e-07,2.471656723455727e-07,6.316617104337484,1.0,1.0,0.4968092778756617,0.0534124629080117,-0.1108179419525066,-0.0891891891891891,-0.1013333333333332,0.0305810397553516,0.0059701492537314,0.0531249999999998,0.0212121212121212,-0.0146198830409356,-0.0371428571428571,0.0305810397553516,0.0630914826498423,-0.0741758241758241,-0.0203488372093022,0.1122112211221122,0.1270903010033444,0.1013071895424837,0.1346801346801347,0.1824561403508771,0.2574626865671641,0.4588744588744589,0.4525862068965518,0.31640625,0.3588709677419355,0.4716157205240174,0.3215686274509806,0.2813688212927758,0.2961538461538462,0.2813688212927758,0.4100418410041841,0.3643724696356274,0.2669172932330828,0.3643724696356274,0.5180180180180178,0.22992700729927,-0.0533707865168538,-0.0741758241758241,-0.0146198830409356,-0.0664819944598337,-0.0533707865168538,-0.4847094801223242,-0.4511400651465798,-0.4791344667697063,-0.4457236842105263,-0.3689138576779026,-0.381651376146789,-0.4189655172413793,-0.3982142857142856,-0.4650793650793651
BBIO-L^E18,1.0,8.236124526339253e-07,0.5361135691182664,0.2164405426975259,1.0,1.5850608019416994e-07,0.0106842121148098,2.129970693489896e-06,1.2546746910369766e-06,2.091527144529877,1.0,1.0,0.9672276552213128,-0.0927536231884058,-0.0824468085106382,-0.1564792176039119,-0.1131105398457583,-0.1062176165803108,-0.1198979591836734,-0.0968586387434554,-0.1958041958041957,-0.217687074829932,-0.139650872817955,-0.1015624999999998,-0.2013888888888889,-0.2434210526315788,-0.2068965517241378,-0.1265822784810126,-0.1153846153846153,-0.1038961038961038,-0.054794520547945,-0.0308988764044944,-0.0226628895184134,0.1616161616161615,0.1165048543689322,0.0391566265060241,0.1274509803921568,0.1274509803921568,0.0298507462686568,0.1022364217252396,0.0883280757097793,0.1165048543689322,0.1815068493150686,0.0681114551083592,0.0987261146496816,0.2365591397849462,0.369047619047619,0.2777777777777777,-0.1626213592233009,-0.1198979591836734,-0.150246305418719,-0.0521978021978022,0.0298507462686568,0.0454545454545456,0.1165048543689322,-0.0114613180515759,0.0648148148148148,0.2637362637362639,0.2591240875912408,0.3855421686746987,0.3582677165354331,0.2234042553191491
BBNH-L^L97,2.0,6.340410246432233e-07,0.4127159510541859,0.1336372926656709,1.0,1.1861375320855817e-07,-0.0634017904160018,4.203172452471163e-05,1.1212180173168596e-06,13.84374756629239,1.0,1.0,0.7760979001694915,-0.0304659498207885,-0.1519756838905774,-0.1441717791411042,-0.121259842519685,0.0219780219780219,-0.0445205479452054,-0.0035714285714284,-0.0822368421052631,-0.1114649681528662,-0.0210526315789474,0.0834951456310679,-0.0346020761245674,-0.1184834123222748,-0.0621848739495798,0.0090415913200723,0.0410447761194028,-0.0278745644599303,0.0182481751824816,0.0813953488372092,0.0919765166340509,0.2976744186046511,0.2427616926503339,0.24,0.1481481481481481,0.1434426229508196,0.1295546558704452,0.0962671905697445,0.0962671905697445,0.1411042944785276,0.1897654584221748,0.1897654584221748,0.2290748898678414,0.2427616926503339,0.4801061007957559,0.3846153846153846,-0.0193321616871705,0.0449438202247192,0.0017953321364452,0.0429906542056075,-0.0210526315789474,0.1272727272727272,0.2077922077922078,0.0962671905697445,0.1295546558704452,0.2210065645514223,0.1897654584221748,0.2653061224489796,0.3349282296650719,0.3676470588235294
BBOU-L,1.0,5.018874117840144e-07,0.3266932776047416,0.2266808964781216,1.0,7.500410306909568e-08,0.0567414705345655,2.1527947109624548e-06,4.5954373871656e-07,15.780859018278404,1.0,1.0,0.8451415970364087,-0.0491573033707866,-0.117719950433705,-0.1032745591939546,-0.0824742268041236,0.0642750373692078,0.0626865671641792,0.0886850152905198,0.0706766917293233,0.0379008746355684,0.0953846153846154,0.1926298157453936,0.255731922398589,0.1986531986531985,0.3160813308687615,0.4126984126984128,0.459016393442623,0.5311827956989246,0.6255707762557079,0.7934508816120907,0.8303341902313623,1.1317365269461075,1.170731707317073,1.0941176470588236,1.2180685358255454,1.3421052631578947,1.1773700305810395,1.151057401812689,1.1975308641975309,1.2603174603174605,1.413559322033898,1.3576158940397351,1.4722222222222223,1.4722222222222223,1.894308943089431,1.78125,0.8986666666666667,1.0112994350282487,0.9453551912568304,0.9832869080779943,0.9943977591036416,1.144578313253012,1.282051282051282,1.1641337386018238,1.4383561643835616,1.4636678200692042,1.4636678200692042,1.100294985250737,1.2389937106918238,1.0342857142857145
BBQS-L^G99,1.0,3.943089430894309e-07,0.2566672882845369,0.3373907360509762,1.0,1.1443472925295289e-07,0.5195259593679172,6.478955908093565e-06,9.388709924835096e-07,3.376839650095418,1.0,1.0,0.4621782430179978,-0.0501930501930502,-0.0782918149466193,-0.0815602836879432,-0.018939393939394,0.102127659574468,0.1511111111111109,-0.0038461538461539,-0.037174721189591,-0.1006944444444444,-0.0299625468164794,-0.0649819494584837,-0.1308724832214766,-0.1645161290322581,-0.0815602836879432,-0.0442804428044281,-0.0442804428044281,-0.037174721189591,-0.0442804428044281,-0.0615942028985506,-0.0581818181818182,0.0836820083682006,0.01171875,-0.0263157894736842,-0.0152091254752851,0.0,-0.07168458781362,-0.1068965517241379,-0.0547445255474453,-0.0683453237410072,-0.0477941176470589,-0.0975609756097561,-0.127946127946128,-0.0848056537102474,0.1359649122807018,0.0156862745098038,-0.2514450867052024,-0.1981424148606811,-0.2006172839506174,-0.1395348837209302,-0.1068965517241379,-0.0114503816793893,0.0237154150197629,-0.119047619047619,0.126086956521739,0.1990740740740739,0.182648401826484,0.2274881516587676,-0.1308724832214766,-0.1563517915309445
BBTK-L^C11,1.0,5.042731880572718e-07,0.3282462495503251,0.4000562271577172,1.0,3.693563703183001e-08,1.0227017587625835,3.304514323333256e-08,4.386646441476439e-07,4.2003036770561,1.0,1.0,0.5652960740531223,-0.0939999999999999,0.1261261261261259,0.2106537530266343,0.2224938875305624,0.3850415512465375,-0.1568296795952781,-0.1856677524429967,-0.2125984251968503,-0.1452991452991452,-0.0925589836660616,-0.0366088631984586,-0.0099009900990099,-0.053030303030303,-0.0347490347490346,0.0224948875255623,0.0822510822510822,0.0706638115631692,0.1111111111111111,0.1389521640091116,0.0101010101010101,0.0330578512396695,0.0775862068965518,-0.0039840637450198,-0.1055456171735241,0.3089005235602096,0.0706638115631692,0.1061946902654868,0.2135922330097086,0.2376237623762376,0.4792899408284023,0.7064846416382251,0.6025641025641024,0.845018450184502,1.4038461538461535,1.0746887966804977,0.3192612137203166,0.3586956521739131,0.2886597938144331,0.5974440894568691,0.9305019305019306,1.0408163265306123,1.0408163265306123,1.73224043715847,1.6595744680851063,2.105590062111801,2.4722222222222223,2.676470588235294,3.3478260869565224,2.846153846153846
BBTU-L^C18,1.0,1.169469536805689e-06,0.7612421173901983,0.2452513713223627,1.0,9.950989813569094e-08,1.222364928503891,6.378515282216859e-06,1.0599173553719008e-06,5.390304248948139,1.0,1.0,0.7527898055194581,-0.1418439716312056,-0.1214953271028037,-0.155688622754491,-0.115987460815047,0.0722433460076046,-0.0505050505050506,-0.037542662116041,-0.115987460815047,-0.1730205278592376,-0.0844155844155845,0.0,-0.1454545454545455,-0.1531531531531532,-0.1428571428571429,-0.0309278350515465,-0.5137931034482759,-0.4973262032085562,-0.4844606946983546,-0.4719101123595506,-0.4337349397590362,-0.3502304147465438,-0.3380281690140845,-0.381578947368421,-0.3705357142857144,-0.3380281690140845,-0.3546910755148742,-0.3441860465116279,-0.3155339805825243,-0.3054187192118226,-0.2878787878787879,-0.233695652173913,-0.2209944751381216,-0.1242236024844721,-0.0342465753424657,-0.1988636363636364,-0.3802197802197802,-0.363431151241535,-0.3802197802197802,-0.3349056603773586,-0.3502304147465438,-0.3605442176870749,-0.3380281690140845,-0.3747228381374723,-0.2985074626865671,-0.2637075718015667,-0.2100840336134454,-0.2295081967213115,-0.2011331444759206,-0.2166666666666667
