firms,absacc,acc,age,agr,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,cinvest,convind,currat,depr,egr,ep,gma,grcapx,grltnoa,herf,hire,invest,lev,lgr,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,salecash,salerec,secured,securedind,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.0654308399460634,-0.0654308399460634,22.0,-0.0009605788744303,7.872993050135957e-07,0.139939150658771,0.1062883883550615,0.0453526619978294,0.7964911520069192,2802.7803,0.0924045576727446,-0.005935520172274,0.0050647880887615,0.0026029573360364,-0.0495080716825017,1.0,1.1548457552629487,0.0794584410187473,0.0461758829412135,4.705037936920671e-08,0.2049181641180482,-0.2399677541392452,-0.0214010483975333,0.0001852444899064,0.0214096088354054,0.0137948216980864,2.899156949929198e-06,-0.0136585630639089,3.0,10.06714977726818,0.7749572306882496,-0.0831025945008518,-0.0439359108213828,0.1819409751181598,0.0870144791622084,-0.039674746349236,0.0048762021025292,0.0553173405850214,0.0304540099126821,-5.157154696445417,6.0,0.8898997078549628,0.011271837387452,0.0530685109942562,0.0321121185138053,5.423675797032348,2.736217747775115,1.0,1.0,-0.0554210278391284,1.0020697854519187,0.0074906367041198,0.1171548117154812,0.241860465116279,0.2389791183294662,0.2406582768635043,0.5500725689404933,0.5052854122621564,0.6872037914691944,0.8220073926642024,0.9919179359651848,1.1503355704697986,1.2304211625478594,1.846734784540204,0.97655768044417,0.8106809833286239,0.5411255411255411,0.4992980814225549,0.4077328646748681,0.5900744416873449,0.6545313710302092,0.5021097046413503,0.4593486677294467,0.5508228460793805,0.2780215396888712,0.3789541639767593,0.3979057591623034,0.3780645161290321,0.5337482048827189,0.3849146315106979,0.3882149046793761,0.3174342105263157,0.294022617124394,0.2356344003085229,0.3045602605863193,0.1807628524046434,0.1092262419941145,0.0907234042553191,0.0462040816326529,0.0142450142450141,0.0198949546395035,0.0623342175066312,0.0017195560418945,0.0719304115088657,0.132155477031802,0.2011246485473288,0.1438771867190287,0.1381882770870337,0.108075393394432,0.0811540408300994
BAOH-L,0.0739074533919239,-0.0739074533919239,7.0,0.1048022413612585,7.54736869137178e-07,0.1341513142020274,0.0940080658651634,0.3736302501871069,1.0000388659938892,78.15709999999999,-0.1225659996012998,0.012769450201393,0.0682418822812728,0.006785350207659,-0.1477308519895061,1.0,1.9201310628484944,0.1386024435413029,0.2800588001155667,1.489083663792994e-07,0.3348943018261451,-0.3307778112412708,-0.0974449044984561,7.875548457960269e-08,-0.0283978428561677,0.0859336640568842,7.506382707036698e-07,-0.0320814019770856,4.0,0.5183418623205915,0.7236725072212467,-0.0400691955826996,1.38521072915088,0.0581729178237888,0.2798870445320165,1.7043916365127685,0.0614114207208124,-0.1151007909004447,-0.8839260405846538,-0.7276626609680337,7.0,1.351009338861073,0.0256892464792934,0.0523865738235348,0.2517828812868438,4.388431787645581,29.132470823880475,1.0,1.0,0.2724563717072337,0.933119896551246,0.0257731958762887,-0.0202020202020202,-0.0582524271844661,-0.0695443645083933,-0.0695443645083933,-0.0892018779342722,-0.0892018779342722,-0.0628019323671497,-0.0761904761904762,-0.0955710955710955,-0.0783847980997625,-0.0761904761904762,-0.0783847980997625,-0.0605326876513316,-0.0348258706467661,-0.0127226463104326,0.3906810035842294,0.3807829181494662,0.3197278911564625,0.297658862876254,0.3063973063973062,0.3519163763066202,0.3661971830985915,0.4370370370370369,0.4212454212454213,0.4317343173431733,0.4109090909090909,0.3519163763066202,0.3807829181494662,0.4109090909090909,0.3906810035842294,0.3519163763066202,0.4109090909090909,0.4160583941605837,0.4264705882352939,0.4370370370370369,0.3152542372881355,0.2597402597402596,0.2805280528052805,0.2721311475409835,0.2847682119205297,0.2847682119205297,1.0103626943005182,0.94,0.979591836734694,0.9303482587064678,0.94,0.39568345323741,0.3614035087719298
BBOU-L,0.0282025880750417,-0.0282025880750417,32.0,0.0642893660531697,8.902244579585892e-08,0.0158233665073841,0.0875974086940193,0.0821161537123978,0.4826552007241526,-52.0,-0.0555027921158724,0.009287350628444,-0.0653302669831268,0.0005112474437627,-0.0290269222172513,1.0,1.7658559113300492,0.0974421437271619,-0.1900490371965076,1.852224248764992e-08,0.2418519938650306,0.1986301369863013,-0.0263141601139248,1.3384204603173736e-06,-0.0128596802841917,0.0366820040899795,3.269064060914677e-07,0.1763481551561021,3.0,11.087729970508736,0.6060279870828849,0.0229163004433933,0.3193522828384011,0.1607078885147237,-0.0095830198506186,0.5749284082141375,-0.1414803475230393,0.0807228546571684,0.0130985136347691,-0.6465578424414479,4.0,0.8773091133004927,0.01646140714547,0.0792021120563215,0.1518552612944342,3.4605418138987045,5.481343283582089,1.0,1.0,-0.0866557861195305,0.6520695101143242,0.0811439973395409,0.046276965901183,0.0220938137321549,0.0448227936066711,0.027682843472317,0.1994415636218587,0.1262172284644194,0.2323770491803278,0.0437348143005902,0.1149425287356322,0.0547176429323044,0.0871294287780188,0.2208688591149006,0.0693456614509246,-0.0293737895416397,-0.0606060606060605,-0.0374519846350831,-0.0466074825618262,-0.0937311633514165,-0.1626287942077414,-0.147192285876347,-0.108244365361803,-0.1055919095776323,-0.0693283813060972,-0.03125,0.0234853641933288,0.0361819434872501,0.0758497316636852,0.064801699716714,0.1245325355272999,0.0942503639010188,0.1075506445672191,0.0720142602495543,0.1116451016635859,0.1071428571428572,0.1538756715272449,0.2466832504145937,0.2374485596707818,0.1932539682539682,0.10348623853211,0.1723196881091617,0.1819968553459119,0.2193836171938361,0.1614522981846273,0.2323770491803278,0.3229212494500659,0.283397353819889,0.3388245770258236,0.3194383501535762
BBXK-L,0.1135840776141924,-0.1135840776141924,33.0,-0.1518573434538831,7.38526492291302e-07,0.1312699876808115,0.080209322249751,0.0328058002650658,1.2221234267937306,-56.7,-0.3388575316372682,0.0064288864212355,-0.0124499031648531,0.0006527596455654,-0.0513162206444565,1.0,0.6948340447774196,0.0807337998655754,-0.3833896016205266,-6.405091785969242e-08,0.2303832519957973,-0.2704315886134068,-0.2452540472760691,8.123666935507768e-07,-0.0785113568637838,-0.0224668349060771,2.05467580746274e-06,-0.0191185100534328,3.0,0.4505728776494405,0.0944767049291021,-0.1945606185920195,0.0576346357295143,-0.1251131297407405,-0.3153490853260535,0.201220726618003,-0.2080371776091703,0.0772778260220779,0.2951026487163348,-5.398484848484849,4.0,0.4227720184685077,-0.0072892480800142,-0.0240897185228907,0.0425722128484726,13.215502309468825,47.9105180533752,1.0,1.0,-0.1007866901069543,1.559874261037492,0.0394736842105263,0.0482758620689656,0.0857142857142858,0.1176470588235294,0.1428571428571428,0.6703296703296704,0.52,0.4339622641509433,0.5670103092783505,0.52,0.52,0.6344086021505375,0.52,-0.0318471337579617,-0.1460674157303371,-0.2863849765258215,-0.2041884816753926,-0.1555555555555555,-0.1914893617021276,-0.1999999999999999,-0.2692307692307693,-0.2796208530805687,-0.3303964757709251,-0.4758620689655172,-0.4609929078014184,-0.4551971326164874,-0.4776632302405498,-0.3846153846153847,-0.4776632302405498,-0.4933333333333333,-0.4647887323943661,-0.5,-0.4899328859060402,-0.4899328859060402,-0.4666666666666667,-0.4666666666666667,-0.4370370370370371,-0.4776632302405498,-0.495016611295681,-0.5174603174603174,-0.5080906148867314,-0.5379939209726443,-0.5681818181818181,-0.525,-0.5308641975308642,-0.5489614243323442,-0.5946666666666667,-0.5858310626702997,-0.5489614243323442
BCIP-L,0.0096466402008831,0.0096466402008831,22.0,0.1046443073682482,9.06191662578775e-06,1.6107176875145788,0.0994628763160302,0.2651933630390999,0.3088672311926537,-688.5205,0.0114060628608338,-5.559604550057346e-05,0.2115382556957039,-0.0018164408629354,-0.0438773084220983,1.0,0.9682099000398376,0.2545635013412927,0.3668926675954709,2.4971690135974603e-06,0.1245768001774313,2.923037837087718,0.0220003976304298,1.943353410035956e-06,0.0026427196921102,0.0587863774650743,1.5345974687969935e-05,-0.0112548568096087,3.0,0.3777912584479279,0.3365220420798098,0.0040238494787523,-0.1814000748707177,0.0077656112522254,-0.0379428420604481,-0.1846969863367628,-0.0543980210109028,0.0445122108977377,-0.1046883078666493,0.0931616889775685,4.0,0.946538910147294,-0.0029605210128052,-0.0082704862028348,0.0311739832937878,2.604647342563684,4.414804455383886,1.0,1.0,-0.0701727589156661,-1.2858598022214047,0.048780487804878,0.0789473684210526,0.1714285714285714,0.0789473684210526,0.0789473684210526,0.4642857142857139,0.3225806451612902,0.1714285714285714,0.3225806451612902,0.3225806451612902,0.28125,0.28125,0.28125,-0.0465116279069768,0.0249999999999999,-0.108695652173913,-0.127659574468085,-0.088888888888889,-0.088888888888889,-0.0238095238095238,-0.0681818181818182,0.0,0.1081081081081081,0.0249999999999999,-0.0238095238095238,0.0,0.1081081081081081,0.0789473684210526,-0.0681818181818182,0.0249999999999999,0.0512820512820511,-0.0465116279069768,-0.18,-0.163265306122449,-0.2407407407407408,-0.3387096774193548,-0.3050847457627118,-0.2545454545454546,-0.2407407407407408,-0.2264150943396227,-0.1960784313725491,-0.2407407407407408,-0.267857142857143,-0.3050847457627118,-0.3387096774193548,-0.2931034482758621,-0.3050847457627118,-0.2545454545454546,-0.2931034482758621
BCQF-L,0.0350495182967635,-0.0350495182967635,32.0,-0.1553912988514887,3.18351029688757e-07,0.0565855608182208,0.1795485275557829,0.0782587365105375,0.3871205425494982,348.42430000000013,-0.9517303597978856,-0.0492300036719768,0.0065305547862748,0.0010166215709165,-0.0303323103831762,1.0,1.55261460744485,0.2917077001423219,-0.2255118577457766,3.604304026745413e-08,0.1578004491303081,-0.3911076655179614,-0.1000330067738672,2.6086931254620063e-05,-0.2205104946469814,-0.0847333422355302,7.355054825205817e-07,-0.1325009174765529,4.0,15.128482597983856,0.2479468788575183,-0.2068782273589355,0.1191313163521091,0.0858909281247409,0.1390151554833459,0.2087649838118148,0.1346228068317418,-0.024500380942063,-0.1530543894123393,-1.1509708828306873,6.0,1.3241294403637336,0.0108927216652397,0.0356869249070032,0.0257875562361398,3.735307587396186,2.1937725599007347,1.0,1.0,-0.326137523527659,0.5232393811130429,0.0165667665667665,0.0615996464869641,0.0415329922830141,0.1442179462754811,0.1848490826593016,0.2874598070739551,0.2366930917327294,0.1548889529852899,0.1909577632361689,0.278280302224114,0.3656207366984993,0.5413832926985755,0.8397916985755858,0.5013123359580052,0.2701702442635085,0.223841059602649,0.1962951897221392,0.3264134275618375,0.3905996758508916,0.4598930481283423,0.387066974595843,0.2693648948536407,0.321742957746479,0.3094952578218686,0.434268656716418,0.4402877697841727,0.4328999164976739,0.3554502369668246,0.296212366461638,0.3457315706923594,0.2268409764069043,0.1954617834394905,0.1270407205854757,0.2072361809045226,0.2138237671786582,0.292585817281825,0.3213067869321309,0.2678910702976569,0.1754574811625404,0.1642919453329456,0.2071148628278565,0.0911072758652011,0.1344918775972801,0.1829820760291509,0.151457055214724,0.1149062558010025,0.088142041851617,0.0807989922620118,0.0984910836762689
BCYN-L,0.0649908079380568,-0.0649908079380568,32.0,0.0759721706818696,4.428825446958938e-07,0.0787205155036537,0.1637648519249667,0.3111636643944814,0.7513921615468449,3137.2772000000004,0.0072321778802328,0.0036939797180354,0.0173674483525821,0.0158144369012314,-0.2024365048148061,1.0,1.796760563163251,0.0657421847398498,0.1261327688912098,9.194796597032656e-08,0.2453888266938703,0.063977412198392,-0.0182159153687843,1.0346578049723006e-05,0.0016756543545419,0.064412402575045,4.281335977725333e-07,0.0367564751972835,3.0,11.3424038644488,0.5086911201361992,0.0498156447223502,0.1552309534713484,-0.11148159441116,0.0844163488831472,0.1730217676155972,-0.09467700130816,-0.1390200218076102,0.0268396598037721,-0.625038377661909,7.0,1.4592917992380174,0.0626504908023591,0.1296708314042433,0.2240479097637135,3.4163731214146824,12.964545210276832,1.0,1.0,0.0025390433978924,0.7969426106919707,0.1095890410958904,-0.1195175438596491,-0.0154142581888246,0.0195900598585161,0.1445734066381592,0.2801184240491916,0.2072594501718212,0.3505526189332053,0.3117852975495916,0.2535682426404995,0.2535682426404995,0.2608793180798565,0.2468944099378882,0.284212931231437,0.3078175895765473,0.3342036553524803,0.3005552984729291,0.3011574074074072,0.2318650010957703,0.2132527519965465,0.2206297502714442,0.2722951561792666,0.2699954812471759,0.3160852259424023,0.3191739028397089,0.3300993847610034,0.3173189594562924,0.2757603268270538,0.2821624087591239,0.3050847457627119,0.3117852975495916,0.2957584140156752,0.3191739028397089,0.2468944099378882,0.2665615141955835,0.3909923286315269,0.5740688882665921,0.4098319538500126,0.4248415716096323,0.4259259259259258,0.6050828098229581,0.5391566265060239,0.5824887387387385,0.4949468085106383,0.6050828098229581,0.6659751037344397,0.7884187082405345,0.8357282821685172,0.7642812303829254
BCZB-L,0.098796587506356,-0.098796587506356,33.0,-0.0993306367899201,1.242331337304502e-06,0.2208191866448618,0.0213814482155631,0.0500490677134445,1.6756438490203054,-88.0,0.0222475878290966,-0.0040302077251925,-0.0077348821227028,-0.001168174673973,-0.0259298618490967,1.0,0.6036528121532816,0.0936703164841757,-0.1503923838929628,-5.2673042768815964e-08,0.1241364498693489,-0.1150627615062761,-0.0932974255635699,8.177140752088829e-06,0.0051546391752576,-0.0092350646096574,3.491094027513166e-06,-0.0796468954572505,3.0,0.7748093223212486,0.2081564389553583,-0.0980782944230699,-0.0413649580792798,0.0244817974069448,-0.0249956011723082,-0.0431433902465615,0.063675300616084,0.2574618983252383,-0.1023929312053899,-9.367857142857142,3.0,0.4649654348382692,-0.0019079643342904,-0.0070265757617921,0.0584869675778766,18.53733248245054,8.194076163610719,1.0,1.0,0.0018970096230124,1.559874261037492,-0.0041841004184101,0.0669642857142855,-0.0123966942148759,0.0575221238938055,0.1064814814814814,0.1545893719806765,0.2578947368421054,0.3351955307262571,0.2780748663101604,0.1773399014778327,0.231958762886598,0.2256410256410257,0.1220657276995307,0.1715686274509804,0.1890547263681594,0.0391304347826089,0.1220657276995307,0.1658536585365855,0.0863636363636364,0.2131979695431471,0.2193877551020409,0.2131979695431471,0.195,0.0346320346320345,0.0170212765957447,0.0301724137931036,-0.1672473867595818,-0.0981132075471697,-0.218954248366013,-0.2388535031847133,-0.2460567823343847,-0.2668711656441717,-0.2691131498470948,-0.2460567823343847,-0.2436708860759493,-0.2388535031847133,0.0,-0.06640625,-0.0590551181102362,-0.0082987551867219,0.0257510729613734,0.0127118644067798,-0.0041666666666665,0.0127118644067798,-0.0362903225806451,-0.0401606425702811,-0.1433691756272401,-0.1309090909090908,-0.0912547528517109
BCZN-L,0.0576526644902366,-0.0576526644902366,32.0,0.0915604555818691,2.507913752566142e-07,0.0445771154914834,0.1857558095060011,0.2603397038863815,1.084530740247737,90.8461,0.3330818235899097,-0.0043603397904712,0.0087150607630571,0.0022487926663045,-0.0139245276427289,1.0,2.2890828886984265,0.1926970974307011,0.1611813028804392,3.3783869910431386e-08,0.3427207364119234,-0.1809013294095505,-0.0393868583727051,5.754512632137073e-07,0.0771731582602108,0.0391274931451051,2.0826770813563493e-07,0.0182837093585345,4.0,3.3732828255524008,0.3619982391934131,-0.077947535175777,0.0355181962748485,0.0443044066665082,-0.0498096718599081,0.0974088419550224,-0.053847578359153,0.0303788385900534,-0.0979570683971635,-0.7505417430909292,6.0,1.5207356755448138,0.022560987977875,0.0412969281982806,0.1390615993204438,3.6377567904427215,5.067386093839516,1.0,1.0,-0.0764983943302171,0.4478388798185944,-0.0788816774837743,0.0224604389994895,0.0897714907508162,0.1127777777777778,0.1803182086034178,0.4246088193456614,0.2989623865110247,0.3653715064758009,0.3616587355540448,0.3203691496374423,0.4958924570575056,0.6179321486268174,0.886064030131827,0.55030959752322,0.4215755855216467,0.3625850340136056,0.4410071942446043,0.4441240086517666,0.6153225806451614,0.6931530008453086,0.5672926447574336,0.3663028649386084,0.636437908496732,0.423596304193319,0.5648437500000001,0.5896825396825398,0.6324368378158112,0.7820284697508897,0.6888701517706579,0.6418032786885248,0.4804138950480414,0.4652523774689101,0.448300795372379,0.5255140898705255,0.5139833711262283,0.6114239742558327,0.5407692307692309,0.4870081662954715,0.4631117604090577,0.5372217958557177,0.5934765314240256,0.4493487698986975,0.5395849346656418,0.5563325563325565,0.662240663900415,0.6351020408163266,0.6608623548922057,0.6127214170692432,0.6974576271186441
BDAJ-L,0.1619408457589831,-0.1619408457589831,32.0,0.3070633018468914,4.007936590480525e-07,0.0712393925403464,0.0728353338771704,0.2175358166189111,0.9268753105002916,-33.1,0.0513813337957711,-0.0008555365436323,-0.012655148369185,-0.0033131256168053,-0.2669896870554764,1.0,0.4916175804259176,0.2937521574042112,-0.0801507537688441,1.0728702154249973e-08,0.504300014098407,0.2874015748031498,0.1966511855292027,3.945903778529001e-09,0.0119047619047618,0.2615254476244184,6.143824131597025e-07,0.8027626084163187,5.0,0.1331386349899572,0.8640703517587941,0.2269131282271737,0.1824388174924562,0.0495790579818608,0.0698512501464566,0.1956174347854231,0.1772566697037996,-2.6391454466983166,0.9179974104445404,-13.520408163265303,5.0,0.4825555052106933,-0.0262721238938053,-0.0615444415651723,-0.004919761040178,8.66983695652174,25.626506024096383,1.0,1.0,-0.0820025895554596,0.9550250577780562,0.0051546391752577,0.1411764705882352,0.552,0.39568345323741,0.2679738562091502,1.1797752808988764,1.086021505376344,0.39568345323741,0.4264705882352939,0.3108108108108107,0.2356687898089171,0.2049689440993787,0.4809160305343509,-0.2421875,-0.3169014084507042,-0.2996389891696751,-0.2301587301587302,-0.2113821138211382,0.0264550264550265,0.1829268292682926,0.2679738562091502,0.1829268292682926,0.2847682119205297,0.2201257861635219,0.2201257861635219,0.1547619047619048,0.1829268292682926,0.4057971014492754,0.2435897435897436,0.2049689440993787,0.1022727272727272,0.1345029239766082,0.0319148936170212,0.0210526315789474,0.0374331550802138,0.1149425287356322,-0.0582524271844661,-0.1300448430493274,-0.1491228070175437,-0.1983471074380165,-0.1848739495798319,-0.1814345991561181,-0.1141552511415525,-0.1528384279475982,-0.1882845188284519,-0.1528384279475982,-0.1181818181818182,-0.0934579439252337,-0.0717703349282296
