firms,age,agr,cashdebt,chatoia,chcsho,chempia,convind,egr,grltnoa,herf,hire,invest,lgr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
0BVH.L^E08,9.0,0.4567416978077565,1.3422925556881078,1.4603808806776837,-0.0345197382165662,0.9294116874370808,2.0,0.6157737626866367,0.0717713748443746,8.862471511431043e-05,0.301274421906202,0.1711991471989834,0.206589068983958,0.2331094833614209,0.2456965815179004,1.4829098157500695,0.4829098157500698,0.0406212837463182,-0.0381746518349829,0.0257161236070133,-0.2835933656616768,-0.2079382390240789,-0.2556201752555811,-0.186668110437035,-0.2168830064229723,-0.2837335943185526,-0.2837335943185526,-0.3559730859138785,-0.2707047788415595,-0.3968182519405154,-0.3694132566267669,-0.3694132566267669,-0.3711152582630288,-0.4322273278828749,-0.3594821550393163,-0.3594821550393163,-0.3321689038842652,-0.2624429244393222,-0.2936458441603436,-0.2808352062567401,-0.3085701688937122,-0.2658028902299116,-0.1682354381097809,-0.1257772060400012,-0.0698739193200963,-0.0514479604926455,-0.1038011328669572,-0.0277744661573204,0.1863691720666536,0.1863691720666536,0.2893746583727474,0.4769651903483034,0.572381613450563,0.8897937564140763,0.9003502090601614,1.086836679485867,0.6200484723270692,0.6200484723270692,0.3429995106527139,0.3466428878100331,0.4650703213222462,0.6017025718149729,0.5668143317468943,0.5668143317468943,0.5152037967023049,0.777053487488871,0.4597578875767789
0C1B.L^E09,23.0,0.2301821644492668,0.454979989545465,1.1070766425121177,0.0002633888982056,-0.0193711589565572,2.0,0.2938794306306326,0.0447760362180395,9.363534334587508e-08,-0.0062792783813416,0.1699111926099418,0.1267303482939417,-0.0485689811163326,-0.1421343162984616,0.206620191748819,0.256466464282001,0.2019116101709617,0.1020761245674739,-0.1093990755007704,-0.2262382864792502,-0.2252010723860589,-0.2655654383735705,-0.2178619756427604,-0.1229135053110773,-0.1904761904761903,-0.1904761904761903,-0.1916083916083916,-0.1537335285505123,-0.3027744270205065,-0.2551546391752577,-0.2551546391752577,-0.1635311143270622,-0.2819875776397516,-0.2252010723860589,-0.2252010723860589,-0.1499999999999999,-0.1623188405797101,-0.2464146023468056,-0.2738693467336683,-0.2354497354497353,-0.28992628992629,-0.3584905660377357,-0.2819875776397516,-0.2855377008652657,-0.266497461928934,-0.2512953367875646,-0.1916083916083916,-0.1134969325153373,-0.1134969325153373,-0.0414593698175788,-0.0462046204620461,0.0490018148820328,-0.0034482758620688,0.0414414414414414,0.3166287015945332,0.2350427350427351,0.2350427350427351,0.1422924901185771,0.12890625,0.0926275992438563,0.2324093816631129,0.5792349726775956,0.5792349726775956,0.3600000000000001,0.5706521739130435,0.3348729792147806
0DFN.L^E09,22.0,0.1281147930149708,0.1591958692697082,0.791083653831978,0.0052606906609719,0.0880715253761976,2.0,0.3199036609951267,-0.0015541849842469,1.1455240795928425e-08,0.0285489178291698,0.0173389948076962,0.0069643784581604,0.0304638156109715,-0.004333577780679,0.04752184906874,0.0433294757424077,0.4394217455591195,-0.0471698113207548,0.0529801324503311,0.0291262135922332,0.0392156862745098,0.1041666666666667,0.0965517241379312,0.2569169960474309,0.3826086956521741,0.3826086956521741,0.282258064516129,0.1080139372822299,-0.064705882352941,0.003154574132492,0.003154574132492,0.0063291139240506,0.1118881118881121,0.0564784053156146,0.0564784053156146,0.0460526315789473,0.003154574132492,-0.0062499999999999,0.0495049504950495,-0.0245398773006133,-0.0914285714285714,-0.1092436974789915,0.0564784053156146,0.06,0.0743243243243243,0.227799227799228,0.1734317343173432,0.5665024630541875,0.5665024630541875,0.6142131979695433,0.5215311004784691,0.5,0.485981308411215,0.528846153846154,0.452054794520548,0.2325581395348837,0.2325581395348837,0.089041095890411,-0.059171597633136,-0.0185185185185184,0.003154574132492,0.0127388535031847,0.0127388535031847,-0.1782945736434108,-0.1474530831099195,-0.2224938875305623
0DKE.L^E08,22.0,0.0741355554039721,0.1677710591639613,0.8881423301475612,6.62621377879631e-05,0.3302910252875602,2.0,0.185421572120972,0.0128247349902217,6.838960882653013e-08,0.1070658342792283,0.0624700977538844,0.0344739939779242,-0.004644129515497,-0.1383001455932523,-0.1852395859412871,0.148785536942383,0.4742265523966017,-0.0509575923392612,0.0480286738351254,0.2102649006622516,0.2858399296394018,0.2229192806357172,0.2400339270568279,0.3315118397085608,0.3315118397085608,0.3315118397085608,0.0849721706864563,0.1130567186905213,0.0922674635786326,-0.172374752335126,-0.172374752335126,-0.0833855799373041,-0.0761453396524486,-0.2024004364429895,-0.2024004364429895,-0.2280887011615628,-0.1621776504297994,-0.2343545430741032,-0.19159524467791,-0.1795735129068463,-0.1240263630916718,-0.0466253668079558,0.0605730866884293,-0.0054421768707483,-0.012829169480081,-0.0353018805674695,0.0058479532163742,0.0416815105094405,0.0416815105094405,0.1852452371301174,0.1071563801590305,0.3593677359367735,0.3296953160527514,0.6030701754385965,0.8094059405940592,0.3177106804867056,0.3177106804867056,0.3562152133580705,0.3388278388278387,0.4708249496981891,0.4511166253101737,0.4518371400198608,0.4518371400198608,0.5865436787845903,0.6585365853658536,0.9850644942294636
0DKM.L^D10,23.0,0.1687825699189655,0.1037262873119988,1.4166587145782,1.0,0.4512776139665439,2.0,0.2398254401707641,-0.0110299157028692,8.675266343987221e-07,0.1462843690312263,0.0796486227953968,0.1514675249152867,-0.021444430590298,-0.0921094591039939,0.0740421280028671,0.2329227824775755,0.4400758034088947,-0.1630329924754002,-0.0479426891991182,-0.0055640828856484,0.0441176470588233,0.0927682901117437,0.1631508078994612,0.2719018404907976,0.3582285115303985,0.3582285115303985,0.353617132410551,0.5811470408785844,0.3981656325869975,0.4732802728823195,0.4732802728823195,0.6151449049548143,0.3042274786109711,0.4227285204501783,0.4227285204501783,0.2270359848484846,0.3029160382101556,0.2498191463708705,0.2816518298714145,0.260150741551179,0.2635299853729886,0.3272727272727274,0.5706060606060606,0.4885123492245835,0.4906528616623524,0.5527261833433192,0.5763381995133818,1.1382013201320134,1.1382013201320134,1.1189697465249386,0.9433820772403448,0.7647259107933264,0.7207835325365204,0.9441110277569392,1.1137846655791193,0.7224991691591891,0.7224991691591891,0.6026592455163882,0.7242182302062541,0.4902242668200114,0.5749012458219387,0.7780445969125214,0.7780445969125214,0.7635250085062946,0.8617097701149425,0.4157334061731768
0DOH.L^E09,20.0,0.011798574241204,0.0538797299506968,0.1837995947166923,-0.0163966644115793,0.1933511332726567,2.0,0.2567605455853283,0.0020841809489796,3.481716138729446e-08,0.0626759397251201,0.00274576566321,-0.0220464988083265,0.0733024014785599,-0.0733024014785599,-0.0733024014785599,-0.0733024014785599,0.4278216304216476,-0.0864406779661015,0.0219399538106235,-0.1224590976698067,-0.1353199804592085,-0.0549919914575547,0.0714285714285714,0.2553191489361701,0.3238593866866117,0.3238593866866117,0.2394957983193277,0.2482369534555712,0.0510688836104513,-0.0139275766016713,-0.0139275766016713,0.0417892878163626,-0.1078629032258065,-0.1563393708293613,-0.1563393708293613,-0.17096018735363,-0.125925925925926,-0.1327780499755022,-0.0659630606860158,0.0062535531552017,0.0062535531552017,0.0120068610634649,0.0714285714285714,0.0460992907801416,0.1132075471698113,0.112507856693903,0.0939431396786154,0.2752161383285301,0.2752161383285301,0.2403644008409249,0.1935266351989211,0.2835387962291515,0.3150074294205049,0.2948061448427213,0.5846016114592658,-0.0629962943356273,-0.0629962943356273,-0.0343698854337152,-0.0909090909090909,0.1014312383322961,0.1598951507208388,0.1338885329916719,0.1338885329916719,0.1621799080761654,0.3480578827113478,0.1404639175257731
0DTX.L^E09,22.0,0.1105388646292027,0.0060672121475377,0.0314085351202384,0.471324814926179,0.2487204318127199,2.0,0.0938193057972042,0.0021648846112806,2.4059639328595082e-08,0.0806242328598982,0.003372449336954,0.1138467027252664,-0.1103683183384318,0.1103683183384318,0.1103683183384318,0.1103683183384318,0.5319280127443885,-0.1452054794520547,0.0610465116279068,-0.1431924882629107,-0.1053921568627451,0.0928143712574851,0.1265432098765431,0.1550632911392404,0.3369963369963369,0.3369963369963369,0.3369963369963369,0.2762237762237762,0.1370716510903427,0.1514195583596214,0.1514195583596214,0.2289562289562288,0.1477987421383646,0.25,0.25,0.1335403726708073,0.140625,0.0960960960960961,0.1514195583596214,0.1514195583596214,0.0138888888888888,0.2046204620462046,0.4897959183673468,0.7548076923076923,0.9836956521739127,0.8622448979591837,0.7892156862745097,1.2530864197530862,1.2530864197530862,1.0738636363636362,1.2392638036809815,1.225609756097561,1.874015748031496,1.92,2.0672268907563027,1.2392638036809815,1.2392638036809815,1.0505617977528088,1.0391061452513966,1.354838709677419,1.4172185430463575,1.1220930232558135,1.1220930232558135,1.085714285714286,0.9945355191256828,0.7548076923076923
0DW3.L^D10,23.0,0.0643890064455225,0.022968604642873,-0.0726613202495956,0.000669399848143,-0.1890604759467582,2.0,0.0777148114368325,0.0575097554213288,7.404128771321993e-10,-0.0612850971922246,0.0003956480852696,0.0529199151541017,0.7258720297055377,-0.7648957936343033,-0.7258720297055377,-0.7258720297055377,0.594473629362588,-0.0444057466260339,0.0639184807781378,-0.036493288590604,-0.0928120063191153,-0.0789895749799519,-0.1570642201834863,-0.1772922636103152,-0.1564450973191333,-0.1564450973191333,-0.1286039453717754,-0.1161985378991919,-0.1299242424242424,-0.0527835051546392,-0.0527835051546392,-0.0760257441673371,-0.1457791000371886,-0.2618894601542417,-0.2618894601542417,-0.2684713375796178,-0.2721799746514576,-0.2779000314366551,-0.2640179429669977,-0.2399073461283918,-0.2549464807006163,-0.2742496050552923,-0.2532509752925879,-0.2828598189197627,-0.2733312242961089,-0.183724235963042,-0.1205972434915774,-0.0204690831556503,-0.0204690831556503,-0.0133161512027492,-0.026282323018228,-0.1457791000371886,-0.124952380952381,-0.1051811453058045,-0.1305828917486753,-0.3175876411170528,-0.3175876411170528,-0.2668368975422918,-0.279711508309815,-0.2317725752508361,-0.2114658427737727,-0.2149692412850308,-0.2149692412850308,-0.2171097477845944,-0.222673434856176,-0.1489440533530936
0E16.L^G09,23.0,0.1175197553220135,0.1001431733256457,1.7674104324004467,0.0174546347294916,0.3122624328777303,2.0,0.1486204028546155,-0.007402202978287,2.3651854301919467e-05,0.1012217569672333,0.1419346890551917,0.1013140518160743,-0.1147276253844074,-0.1905894926794052,0.0812411218907956,0.2325735221733754,8.700824376148452,-0.0206409560021726,-0.0904150197628459,-0.1020972199642334,-0.0371338912133891,0.0564269319051262,0.1301411909146714,0.1996090356211988,0.1317622950819672,0.1317622950819672,-0.0444636678200691,-0.0408127822160472,-0.1003420752565564,-0.0125156445556946,-0.0125156445556946,-0.0411458333333334,-0.2360995850622407,-0.3374520153550864,-0.3374520153550864,-0.3631961259079903,-0.3087609511889863,-0.4289111777479061,-0.4421212121212121,-0.4879948085658664,-0.4908269567622384,-0.4364860728497093,-0.430853256389118,-0.46064453125,-0.4620105201636469,-0.4901218611521418,-0.4823319898772144,-0.3500823723228996,-0.3500823723228996,-0.3154437283093704,-0.2823544698544699,-0.2925579608044063,-0.3018581721653394,-0.2324902723735408,0.0348510399100618,-0.3650994367168639,-0.3650994367168639,-0.4310291542186051,-0.4577319587628866,-0.4794042793854275,-0.4741502427877749,-0.5131776112825033,-0.5131776112825033,-0.5199895706587867,-0.4895563770794825,-0.5638818698673405
0E3I.L^E08,36.0,0.0092838245984335,-0.0001010654697773,0.0341277129690836,-0.0376905670209909,0.0620150306484088,2.0,-0.0114998224898759,-0.0585337449295463,1.915279016470187e-06,0.0201025474078295,-0.0004403758206135,0.0117062837572505,-0.1221484058697972,0.1221484058697972,0.1221484058697972,0.1221484058697972,1.3033629008225092,-0.0118906064209274,0.0262355094569859,-0.1275933609958506,-0.0203843913803145,0.0108173076923077,0.1326599326599327,0.2057347670250897,0.4845542806707854,0.4845542806707854,0.4702797202797204,0.4425385934819896,0.3028659953524399,0.2781155015197569,0.2781155015197569,0.3434504792332269,0.1672449687716863,0.3120124804992199,0.3120124804992199,0.3477564102564101,0.3708231458842705,0.3674796747967479,0.3150899139953089,0.2918586789554531,0.2703927492447129,0.2277372262773722,0.2197244379985496,0.2431633407243163,0.3466773418734987,0.391232423490488,0.3456000000000001,0.6157540826128722,0.6157540826128722,0.475438596491228,0.371941272430669,0.5502304147465438,0.6887550200803212,0.7970085470085471,0.902714932126697,0.3244094488188977,0.3244094488188977,0.4170176916596462,0.5912961210974457,0.5763823805060919,0.4575389948006934,0.3753066230580539,0.3753066230580539,0.334920634920635,0.2928516525749425,0.2277372262773722
