firms,age,agr,cashdebt,chatoia,chcsho,chempia,convind,egr,grltnoa,herf,hire,invest,lgr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
0E3T.L^E09,23.0,0.1970553116047249,0.2140881821393966,3.149239661380646,-0.0273451571948485,0.4713912420368013,2.0,0.3468365458455563,0.15824710481057,4.172340535473357e-07,0.1528043232680976,0.3269017099974058,0.1372898947669998,-0.063443137098447,0.1065042923758102,-0.0458112351380096,0.495539054317526,0.4766932273748869,-0.1384297520661157,0.0232558139534881,-0.1037037037037037,-0.1655172413793103,-0.0241935483870967,0.1100917431192658,0.237851662404092,0.0341880341880342,0.0341880341880342,-0.0692307692307693,0.0041493775933609,-0.2377952755905511,-0.4002478314745973,-0.4002478314745973,-0.3631578947368421,-0.4915966386554622,-0.400990099009901,-0.400990099009901,-0.4365541327124563,-0.4196642685851319,-0.4299175500588928,-0.3606340819022458,-0.3589403973509933,-0.3494623655913978,-0.2142857142857143,-0.2231139646869985,-0.169811320754717,-0.0142566191446028,-0.0867924528301886,0.526813880126183,1.1043478260869568,1.1043478260869568,1.190045248868778,1.1704035874439462,1.1511111111111112,0.9516129032258064,1.1415929203539823,1.3842364532019706,0.663230240549828,0.663230240549828,0.5765472312703583,0.7728937728937728,0.7163120567375887,0.6923076923076923,0.5921052631578947,0.5921052631578947,0.6026490066225165,0.7794117647058822,0.4491017964071857
0E4K.L^A08,23.0,0.2077422131796956,0.2134525714003682,2.1653484816877,0.0437310444112842,0.4635506704338311,2.0,0.2003597295533064,0.0233783639567847,5.8111077395786294e-08,0.150262754543464,0.1629434998878247,0.2139326840148925,0.057058810747656,0.0047642507838897,0.054617104465295,0.275523455806934,-0.0715064956166344,-0.0825335892514395,-0.0019157088122604,0.0019230769230769,0.1681614349775784,0.4352617079889807,0.3893333333333333,0.5598802395209581,0.6645367412140575,0.6645367412140575,0.5368731563421829,0.6180124223602483,0.3567708333333335,0.3123425692695214,0.3123425692695214,0.252403846153846,0.0235756385068761,0.011650485436893,0.011650485436893,-0.1730158730158729,-0.1730158730158729,-0.2165413533834587,-0.1472995090016366,-0.1243697478991596,-0.1596774193548387,-0.1139455782312924,-0.0351851851851852,-0.0261682242990654,0.0945378151260505,0.1400437636761486,0.1867881548974943,0.1400437636761486,0.1400437636761486,0.3156565656565657,0.3290816326530612,0.3674540682414697,0.6281249999999998,0.6915584415584415,0.7842465753424659,0.2707317073170732,0.2707317073170732,0.1061571125265392,0.1061571125265392,0.1552106430155211,0.1552106430155211,-0.0297951582867784,-0.0297951582867784,-0.3396704689480354,-0.2070015220700152,-0.309933774834437
0E8F.L^E08,22.0,0.110493190519553,0.2716514841788396,2.253909795209625,-0.0432999350102049,-0.0414290361507888,2.0,0.1487207657453881,0.0219302636844231,1.5997098955200086e-08,-0.0134294727354663,0.1134764154344868,0.0769871522343947,-0.0019594247714185,0.1928456168088975,0.2247293105474622,0.3528521764830098,0.3194394559515757,-0.2264150943396226,-0.0338541666666666,0.0220385674931129,0.1242424242424242,0.2325581395348837,0.2881944444444444,0.3345323741007195,0.4435797665369649,0.4435797665369649,0.2244224422442244,0.1630094043887147,0.2662116040955631,0.4435797665369649,0.4435797665369649,0.3639705882352939,0.5081300813008129,0.4959677419354837,0.4959677419354837,0.2408026755852841,0.24496644295302,0.2705479452054795,0.2284768211920529,0.2926829268292683,0.2006472491909385,0.592274678111588,0.7255813953488373,0.6863636363636363,0.962962962962963,0.9123711340206186,0.8009708737864076,1.1569767441860463,1.1569767441860463,1.016304347826087,1.3782051282051282,1.2901234567901234,1.1569767441860463,0.6415929203539825,0.8186274509803921,0.6940639269406392,0.6940639269406392,0.6940639269406392,0.8186274509803921,0.864321608040201,1.049723756906077,1.3187499999999996,1.3187499999999996,1.0054054054054054,0.9322916666666669,0.416030534351145
0E8P.L^G09,22.0,0.2180524610641234,0.0549050619484536,0.6139632107793691,0.0550575327010189,0.4309277969628979,2.0,0.0062888798312493,0.0970111158760405,6.494546303634754e-06,0.1396878527225313,0.1633133405010848,0.2833004118054648,-0.1886691481154552,-0.8483950887360614,0.2267325485900652,0.4555523506892076,0.7649136013896279,-0.1093394077448746,0.0091954022988505,0.0502392344497608,0.0893300248138957,0.0578313253012046,0.1030150753768843,0.14025974025974,0.0681265206812651,0.0681265206812651,0.0603864734299517,0.0947630922693265,0.1085858585858585,0.1864864864864863,0.1864864864864863,0.2578796561604584,0.1675531914893617,0.0707317073170732,0.0707317073170732,0.0329411764705882,0.1314432989690721,0.0629539951573849,0.1675531914893617,0.1170483460559794,0.0866336633663364,0.0786240786240783,0.0527577937649879,0.0527577937649879,-0.0497835497835499,-0.0599571734475374,0.1085858585858585,0.1285347043701799,0.1285347043701799,0.1492146596858639,0.1170483460559794,0.1343669250645993,0.158311345646438,0.2988165680473371,0.3936507936507936,0.1432291666666665,0.1432291666666665,0.354938271604938,0.4253246753246751,0.3676012461059188,0.3761755485893416,0.439344262295082,0.439344262295082,0.4682274247491635,0.508591065292096,0.5137931034482759
0E94.L^D10,21.0,0.105000511432528,0.0203178269115726,0.0914674278763963,0.0004086249294251,0.0072319487887043,2.0,0.2627321438911988,-0.0022504943472681,2.328252501241749e-07,0.0023442799569051,0.0015069228988593,0.0929822758193778,-0.7192053823170371,0.7192053823170371,0.7192053823170371,0.7192053823170371,0.3910089254877811,0.0775862068965518,0.0841121495327101,0.0,0.0943396226415094,0.2888888888888887,0.4320987654320984,0.4320987654320984,0.4499999999999997,0.4499999999999997,0.6338028169014085,0.5466666666666666,0.3181818181818181,0.2747252747252746,0.2747252747252746,0.2340425531914893,0.3975903614457832,0.4683544303797466,0.4683544303797466,0.5064935064935063,0.681159420289855,0.7846153846153845,0.7846153846153845,0.681159420289855,0.6338028169014085,0.7058823529411762,0.7846153846153845,1.3673469387755102,1.2745098039215683,1.2307692307692304,1.4166666666666663,2.135135135135135,2.135135135135135,2.2222222222222223,2.5151515151515147,2.135135135135135,2.314285714285714,2.625,2.314285714285714,0.657142857142857,0.657142857142857,0.5064935064935063,0.4146341463414633,0.5263157894736841,0.5675675675675675,0.487179487179487,0.487179487179487,0.5064935064935063,0.5263157894736841,0.8124999999999998
0EB8.L^E09,22.0,0.0164032563143167,0.0068490277498183,0.0394222249447309,0.0268597172194585,0.1876770399010963,2.0,-0.0196824909760088,-0.0110178366387889,4.599039829614209e-08,0.0608366480275166,5.279012661843288e-05,0.0183579483624242,-0.1835953820172771,0.1835953820172771,0.1835953820172771,0.1835953820172771,0.5946074922911201,-0.0875202593192868,0.0317725752508359,-0.1513067400275103,-0.1260623229461756,0.0439932318104907,0.0824561403508772,0.191119691119691,0.2591836734693877,0.2591836734693877,0.329741379310345,0.3711111111111111,0.1730038022813689,0.2121807465618861,0.2121807465618861,0.2121807465618861,0.1934235976789169,0.2540650406504066,0.2540650406504066,0.0978647686832741,0.1752380952380952,0.2617586912065439,0.3383947939262473,0.4118993135011441,0.3072033898305084,0.3772321428571428,0.4586288416075648,0.4831730769230768,0.6067708333333335,0.550251256281407,0.4620853080568721,0.723463687150838,0.723463687150838,0.6497326203208555,0.594315245478036,0.578005115089514,0.5861182519280206,0.7186629526462396,0.8696969696969699,0.5234567901234568,0.5234567901234568,0.3865168539325843,0.3471615720524017,0.3711111111111111,0.3834080717488788,0.5012165450121653,0.5012165450121653,0.6067708333333335,0.582051282051282,0.4054669703872438
0EBF.L^E09,21.0,0.1796341882196484,0.0125106530329564,0.0477329085779315,0.0018305192046874,0.6996966252230595,2.0,0.2522243055565925,-0.0009513711271905,3.355957082646909e-07,0.2268108945940799,0.0058402971465412,0.1758897365978027,-0.3650013616184112,0.3650013616184112,0.3650013616184112,0.3650013616184112,-0.0771641894585153,-0.0625,0.1200000000000001,-0.0588235294117646,-0.0303030303030302,0.2947976878612719,0.3413173652694612,0.3742331288343561,0.7500000000000002,0.7500000000000002,0.9649122807017548,0.7099236641221376,0.3742331288343561,0.6470588235294119,0.6470588235294119,0.5664335664335667,0.4000000000000001,0.523809523809524,0.523809523809524,0.4000000000000001,0.3254437869822486,0.408805031446541,0.5886524822695038,0.408805031446541,0.2727272727272729,0.3575757575757579,0.3827160493827162,0.3913043478260869,0.6470588235294119,0.6842105263157896,0.6716417910447763,0.258426966292135,0.258426966292135,0.1256281407035178,0.197860962566845,0.142857142857143,0.142857142857143,0.108910891089109,-0.0705394190871369,-0.36,-0.36,-0.4026666666666666,-0.3929539295392953,-0.3507246376811593,-0.2911392405063291,-0.2888888888888887,-0.2888888888888887,-0.2978056426332287,-0.2483221476510066,-0.3896457765667575
0EBT.L^E09,21.0,0.1656179030006852,0.3637943890623153,1.033242378138646,-0.015982578988902,0.2162306571722609,2.0,0.4438021726488516,0.0457985439278234,1.5514714844304504e-08,0.0700924758301807,0.1889147541852435,0.0290175691672774,0.1103938388164963,-0.3522912681801935,0.1226027075813263,0.2929882353756746,0.024583902623191,-0.2051282051282051,0.0,-0.0850439882697947,0.1345454545454545,0.2283464566929134,0.1863117870722435,0.0576271186440677,0.0434782608695651,0.0434782608695651,0.1773584905660379,0.1182795698924732,0.0129870129870131,0.1386861313868612,0.1386861313868612,0.2580645161290322,0.5445544554455446,0.642105263157895,0.642105263157895,0.6250000000000002,0.5145631067961165,0.4181818181818182,0.3866666666666667,0.04,0.0297029702970297,-0.0157728706624604,-0.1235955056179775,-0.1679999999999999,0.0612244897959184,0.0263157894736842,0.1598513011152416,0.5219512195121954,0.5219512195121954,0.2946058091286307,0.3991031390134529,0.2046332046332046,0.2380952380952381,0.2235294117647059,0.3684210526315792,0.0,0.0,0.0032154340836012,0.0684931506849315,-0.025,0.0505050505050503,0.0263157894736842,0.0263157894736842,-0.1498637602179836,-0.0487804878048779,-0.2334152334152334
0EF4.L^E09,21.0,0.1941300758015804,0.9807000646672231,0.8979184732106464,0.0350155321485349,0.4329937700514367,2.0,0.1831091431301532,0.0893687919725517,2.9316944416029757e-09,0.1403575503993915,0.0319420762312446,0.2566107100908983,0.0155326529176283,0.0323170362537127,0.2613264979979824,0.1625681733791261,0.1734759685987832,0.0071174377224199,0.0107913669064749,-0.0756578947368421,-0.0876623376623376,-0.1050955414012738,-0.1079365079365078,-0.1380368098159509,-0.1759530791788857,-0.1759530791788857,-0.1636904761904761,-0.1586826347305389,-0.1759530791788857,-0.0935483870967741,-0.0935483870967741,0.0035714285714285,-0.0209059233449477,-0.0070671378091873,-0.0070671378091873,-0.0602006688963211,-0.0209059233449477,-0.0243055555555554,0.0,-0.0343642611683848,-0.0409556313993174,-0.0602006688963211,-0.0964630225080385,-0.121875,-0.132716049382716,-0.0964630225080385,-0.1586826347305389,-0.0906148867313915,-0.0906148867313915,-0.0474576271186441,-0.132716049382716,-0.132716049382716,-0.1432926829268291,-0.2039660056657223,-0.0756578947368421,-0.3293556085918855,-0.3293556085918855,-0.3372641509433962,-0.376940133037694,-0.3741648106904232,-0.3179611650485436,-0.3261390887290167,-0.3261390887290167,-0.2425876010781671,-0.1878612716763005,-0.1925287356321838
0EK1.L^E09,23.0,0.09233563453175,0.042438380402493,1.6186339349076568,0.0029939990393277,0.1614950398846034,2.0,0.1518856071569169,0.0311909882772621,1.720849143091727e-05,0.0523495943074706,0.096628236629234,0.0961226508454188,-0.0513485151004186,-0.0340400092137527,0.0483936083436937,0.1618195368361431,1.3033629008225092,-0.3095238095238095,-0.0597014925373134,-0.4545454545454546,-0.5039370078740157,-0.4615384615384614,-0.5135135135135135,-0.4497816593886463,-0.5245283018867924,-0.5245283018867924,-0.496,-0.5058823529411764,-0.6204819277108433,-0.5670103092783505,-0.5670103092783505,-0.5058823529411764,-0.6612903225806452,-0.6873449131513647,-0.6873449131513647,-0.7358490566037735,-0.7407407407407407,-0.7543859649122807,-0.7444219066937119,-0.7990430622009569,-0.7831325301204819,-0.7984,-0.7964458804523424,-0.7957860615883307,-0.7823834196891192,-0.7572254335260116,-0.724288840262582,-0.597444089456869,-0.597444089456869,-0.6538461538461539,-0.7649253731343284,-0.8003169572107766,-0.8487394957983193,-0.812220566318927,-0.774597495527728,-0.8308724832214766,-0.8308724832214766,-0.8494623655913979,-0.7804878048780488,-0.8225352112676056,-0.8012618296529969,-0.6744186046511629,-0.6744186046511629,-0.7996820349761526,-0.6460674157303371,-0.8573046432616082
0EK6.L^F09,20.0,0.1621408678201951,0.103931738293885,1.6685753239578678,1.928994998119828e-05,0.1437258659306256,2.0,-0.0827242493166919,-0.0559621217133638,8.238762790365444e-09,0.0465896090575565,0.9225029228870052,0.2135272612336932,-0.0299893782938647,0.0005311923125816,0.2023863026769019,0.2756275768161532,1.3033629008225092,-0.1538461538461538,-0.0421052631578946,-0.1165048543689319,0.0705882352941176,0.263888888888889,0.2816901408450705,0.318840579710145,0.3787878787878787,0.3787878787878787,0.318840579710145,0.3999999999999999,0.3,0.2297297297297298,0.2297297297297298,0.3787878787878787,0.058139534883721,0.0,0.0,-0.0319148936170211,-0.0108695652173913,-0.0520833333333332,-0.0899999999999999,-0.0421052631578946,-0.125,0.1818181818181818,0.318840579710145,0.318840579710145,0.318840579710145,0.2816901408450705,0.318840579710145,0.6851851851851851,0.6851851851851851,0.5689655172413794,0.5689655172413794,0.421875,0.4918032786885247,0.421875,0.467741935483871,-0.0319148936170211,-0.0319148936170211,-0.0899999999999999,-0.0990099009900989,-0.1574074074074074,-0.1801801801801802,-0.2086956521739129,-0.2086956521739129,-0.2155172413793102,-0.1651376146788991,-0.3680555555555554
