firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.039346365980632,0.039346365980632,17.0,7.896164668302892e-07,0.0942171223482225,0.105323335065196,0.0796568890683079,1.185894791020157,-347.64920000000006,-0.2238062037843048,0.0085557035955668,-0.0001767392218304,-3.886998351234652e-05,1.0,1.1915647191528986,0.0653610262361704,1.2418978556614466e-07,-0.0966348899473692,0.0001648322560756,-0.0369131269325054,2.39625548115488e-06,5.0,19.53148567509148,0.8062695606502003,-0.0021633300083751,0.034465687711048,-0.0050402700017573,-0.0066577430699176,0.0511417649058214,0.0114643484376437,-0.0929028909516775,0.0982258005530458,0.9736467257006244,4.0,0.8833175503840915,0.0067018721775852,0.0271731068301058,0.0610241429579152,0.7700010065141715,0.0872069045755145,0.1645391075857934,0.0254727730894696,0.0432754465124859,0.0638581806350923,0.0926187647148537,-0.0270720533111205,-0.0884586180713742,-0.0485436893203882,-0.0062086092715231,-0.1593137254901959,-0.1932123655913978,-0.1572481572481571,-0.0157819225251075,-0.0646669263731982,-0.1658850095535868,-0.1900826446280991,-0.2182972489011883,-0.2475712942651206,-0.2663101604278074,-0.2395882818685668,-0.210846343467543,-0.1042715911210594,-0.1051062243756987,-0.0020781379883623,0.0195329087048832,-0.0145700800328338,-0.0103050288540808,-0.1275436046511627,-0.1470692717584368,-0.1214782290523233,-0.1690603910711194,-0.1117277099519052,-0.0439976109894484,-0.0848103678292356,-0.0524861878453037,-0.0613760750586394,-0.008875128998968,0.0654537386287996,0.0360302049622438,0.1987019470793809,0.1463356409644307,0.3473625140291807,0.3417155630064266,0.2221939424790024,0.2788282290279629,0.4330050731125039,0.5520361990950227,0.6361158432708689,0.5921750663129974,0.5713350785340316,0.5176991150442478,0.6518747850017201,0.6772616136919316,0.4136002355019135
BBIO-L^E18,0.0814715624779759,-0.0814715624779759,27.0,3.937928655676118e-07,0.0469874073725657,0.0271599157106064,0.0931309016848731,1.550127340080525,-10.0,0.554403576921437,0.0280498978081612,-0.0001950363993239,-0.0017563467986587,1.0,1.250891265597148,0.1390909090909091,4.16410061818677e-08,0.2116788321167883,7.105129389541755e-07,0.0914396887159533,1.1885653693433609e-06,5.0,1.8486711396970397,1.3164300202839756,0.0036879511940037,-0.0602291083058084,-0.0187422166874221,0.0027984046889804,-0.112114496326802,-0.1692802235909847,-0.0333310474410745,-0.0073814856500141,-2.934010152284264,6.0,0.7295008912655971,0.0108536422959115,0.0437466451959205,0.0924533556112503,0.3510618611396248,0.1241017964071856,0.2596348884381338,0.00676580449644,0.0754491017964071,0.0857308360687391,0.035663133772558,-0.0107526881720431,-0.0244755244755243,-0.0106382978723403,0.0035971223021582,-0.0941558441558442,-0.0730897009966776,-0.0445205479452054,0.0333333333333332,-0.0035714285714284,-0.1170886075949367,-0.1794117647058822,-0.2397820163487738,-0.2005730659025788,-0.2228412256267409,-0.2314049586776859,-0.25,-0.188953488372093,-0.188953488372093,-0.1170886075949367,-0.1057692307692308,-0.211864406779661,-0.188953488372093,-0.2439024390243902,-0.2882653061224489,-0.2790697674418605,-0.3025,-0.2900763358778626,-0.2900763358778626,-0.2520107238605897,-0.2579787234042553,-0.245945945945946,-0.2028571428571428,-0.1696428571428571,-0.2096317280453257,-0.0852459016393442,-0.0637583892617449,0.0072202166064982,0.0568181818181818,0.0371747211895912,0.1204819277108433,0.2183406113537118,0.2624434389140271,0.3160377358490565,0.2857142857142858,0.2976744186046511,0.3160377358490565,0.5329670329670328,0.5852272727272727,0.354368932038835
BBOU-L,0.0069717847769028,-0.0069717847769028,27.0,1.6562531332767554e-07,0.0197624303256965,0.0434172194728159,0.172420274418896,0.7443800865406436,99.0,1.3274042807085231,0.0144356955380577,0.0004518140585618,0.0030700226441386,1.0,1.449905482041588,0.1005420054200542,5.0746862827589174e-08,-0.0077760497667185,1.5887943036474922e-06,0.2189333533925078,3.526917623145508e-07,3.0,18.33432165100462,0.6388685329034149,-0.0025199085001603,-0.0583088106327831,0.0033741412995526,-0.0536492927586521,-0.1256319778676026,-0.0292686952328641,0.0829543472098269,0.0504655450327576,-0.0713985720285594,4.0,0.5852551984877127,0.0156360786655222,0.0514805258631281,0.107511540075535,0.3147805883431804,0.1236718341752308,0.1389418144511212,0.1345964566929134,0.0303083086570283,0.0763626902562768,0.0541041138623513,0.0097508125677139,-0.0212089077412512,-0.0186071238702816,-0.0335078534031414,-0.0059235325794291,-0.0345188284518828,-0.0123060460139111,0.0453001132502832,0.0916617386162035,0.0272676683361159,-0.014941302027748,0.0154015401540155,0.0170798898071626,-0.0117773019271948,-0.037037037037037,-0.0533333333333333,-0.001082251082251,-0.0591233435270132,0.0176405733186328,0.0488636363636363,0.04,0.0382452193475815,-0.0294426919032596,-0.0319874147876244,0.0115068493150685,-0.0032397408207343,0.002171552660152,0.0301339285714286,-0.0769999999999999,-0.0415368639667705,-0.0676767676767676,-0.0567194685743485,-0.074222668004012,-0.1112181030332208,-0.045501551189245,-0.0484536082474226,-0.0634195839675292,-0.1103614457831324,-0.0638945233265718,-0.0314795383001048,0.0330162283156127,-0.0075268817204301,0.0227146814404433,0.0417607223476299,0.0542547115933751,0.0621403912543154,0.1133896260554887,0.2176781002638523,0.1757961783439492
BBTU-L^C18,0.1136540962288686,-0.1136540962288686,27.0,3.295134272396628e-07,0.0393175778289512,0.0828004590916543,0.1131066630106937,1.7388779342202438,-1.5,0.1677180756155033,-0.0136974425661031,0.001967475595591,0.0002124946876328,1.0,0.6490218642117376,0.4350758853288364,3.6821176137648555e-09,-0.3634311512415349,1.955130598760765e-08,0.0276623190483015,4.953531166282486e-07,5.0,0.5412366155186058,0.3386108273748723,0.1629854251558958,0.0972031210530749,0.0493336024533327,-0.1505751647620546,0.0972031210530749,1.0211987059424483,-1.5028012940575517,-0.2385100319216289,-25.705882352941178,7.0,0.6490218642117376,0.0090582881148258,0.0226774758983347,0.1600251301382157,-15.23205068367371,-0.0187220886293371,0.1654749744637383,-0.1255309926311121,-0.0014599793885262,-0.1120745438074285,0.0211987059424485,0.1623931623931624,0.0,-0.1333333333333334,-0.078740157480315,-0.025,0.0,0.1142857142857141,0.2061855670103092,0.193877551020408,0.0540540540540539,-0.1136363636363637,-0.0168067226890756,0.1470588235294117,0.125,0.0,0.0086206896551723,0.0636363636363634,0.0446428571428569,-0.0084745762711864,-0.0714285714285715,-0.1268656716417912,-0.1068702290076336,-0.158273381294964,-0.2402597402597402,-0.2402597402597402,-0.1397058823529412,-0.2732919254658386,-0.22,-0.3463687150837989,-0.3275862068965517,-0.3874345549738219,-0.3035714285714286,-0.3809523809523809,-0.4608294930875576,-0.4264705882352941,-0.4264705882352941,-0.3842105263157894,-0.4823008849557522,-0.5021276595744681,-0.4608294930875576,-0.4090909090909091,-0.4,-0.3641304347826087,-0.3157894736842105,-0.323699421965318,-0.2451612903225807,-0.259493670886076,-0.2865853658536585,-0.3535911602209945
BBXK-L,0.0965781976308292,-0.0965781976308292,28.0,5.718554515639955e-07,0.0682338544202156,0.0316525883629842,0.190343259922435,2.025767435305291,-20.5,-0.1779336360066634,0.0002519118308592,0.000554022591207,0.0002151081867645,1.0,0.6943177499049791,0.108949493743908,6.7539760606464e-08,-0.1745057941376959,1.5139957618203154e-06,-0.0293472065582518,8.354082455943311e-07,4.0,2.354197114218493,0.3726090761345166,-0.1228527832746359,0.007643546872408,0.0575647269438079,0.0167333326242319,0.009794758316093,0.0210308914715148,0.0756405312577631,-0.0079432665544511,-1.9786188252641927,6.0,0.3142816419612315,0.0143343289428585,0.0382180156657963,0.1266641493806257,0.3336077861994728,0.0341991922987761,0.0767595949493686,-0.0315129704603238,0.0595527140957284,0.0071438576831488,0.0236631301278196,-0.125,0.0417690417690417,-0.0162412993039441,-0.0023529411764705,-0.0619469026548671,-0.1653543307086613,-0.1846153846153846,-0.153692614770459,-0.1620553359683793,-0.2205882352941176,-0.2220183486238531,-0.2714776632302406,-0.2262773722627737,-0.1999999999999999,-0.168627450980392,-0.1129707112970711,-0.1148225469728601,-0.1346938775510204,0.0495049504950495,0.0626566416040099,-0.0385487528344671,-0.0093457943925233,-0.0070257611241216,-0.0577777777777777,-0.045045045045045,-0.0782608695652172,-0.1519999999999999,-0.0940170940170939,-0.020785219399538,-0.1166666666666665,-0.1434343434343434,-0.153692614770459,-0.1203319502074689,-0.1257731958762885,-0.0407239819004524,-0.0920770877944324,0.026634382566586,0.0871794871794873,0.145945945945946,0.1099476439790576,0.1099476439790576,0.0871794871794873,0.0707070707070707,0.1843575418994414,0.1843575418994414,0.2619047619047621,0.2926829268292683,0.2887537993920972,0.1843575418994414
BCIP-L,0.0782274071133456,-0.0782274071133456,17.0,3.98653432607916e-06,0.4756737075827927,0.0512704518410648,0.0674158123489604,0.3952510565376293,368.8993,-0.3201760736929226,-0.0010326155390916,0.0046301608590938,0.0022504654335362,1.0,0.9282092996286104,0.2781327757177045,-1.546168779335806e-07,-0.3007849524894872,2.868648218763956e-06,-0.0528077410238746,1.1296086138901472e-05,4.0,1.2719400608527671,0.3598163781834095,0.1906500221755559,-0.1615655953928624,-0.1308675301011371,0.0073394980862995,-0.1596707769226502,0.0973219951474555,0.0002309134184472,-0.0439214336666518,-8.395314051388185,4.0,0.912311446915522,0.0058291114349651,0.0235786069005475,0.0873230385042892,1.6083531777792115,-0.0548553149902383,-0.0786147668519312,-0.0856231725598135,-0.0314544121346331,-0.049727587989053,-0.1322568668620366,-0.0181818181818181,-0.0677966101694914,-0.0178571428571429,-0.0983606557377048,-0.2142857142857142,-0.2763157894736842,-0.236111111111111,-0.1538461538461538,-0.140625,-0.1911764705882352,-0.1666666666666666,-0.1538461538461538,-0.140625,-0.1269841269841268,-0.140625,-0.0983606557377048,0.0185185185185186,0.0,0.0,0.0,0.0,0.0,-0.0517241379310343,-0.0517241379310343,-0.0677966101694914,-0.0350877192982455,0.0784313725490197,0.1,0.1458333333333334,0.1956521739130434,0.1458333333333334,0.3414634146341464,0.5277777777777779,0.5714285714285716,0.4864864864864866,0.375,0.2222222222222223,0.3414634146341464,0.3095238095238097,0.0185185185185186,0.1458333333333334,0.1,0.1224489795918368,0.0185185185185186,0.1,0.2222222222222223,0.1,0.2222222222222223,-0.0517241379310343
BCYN-L,0.1059369619499014,-0.1059369619499014,27.0,9.86826120064531e-07,0.1177481995325773,0.0927556756820195,0.0737748119709476,0.4388525937649063,324.26650000000006,-0.1956056999834554,-0.0097578748655903,0.0103850865925432,-0.0028496440984171,1.0,1.5313576847556762,0.0732430351876441,-2.2881241189928685e-08,-0.5950996633408226,7.586864187250702e-06,-0.0322619208499225,1.2533423614374334e-06,3.0,10.033570549206113,0.2242587852211793,-0.1588585195412848,-0.0880719687608242,0.0534514018086647,-0.1305980789767673,-0.0854999461803482,0.0025847341062928,0.0997096264461405,0.7730057304144082,-11.834872182421954,2.0,1.2194545680460191,0.0095896253220591,0.0235097178824224,0.1032596427209927,1.6083531777792115,-0.1016833894904709,-0.1463675711525249,-0.1036293433128639,-0.0327519825085142,-0.057330806290735,-0.2269942695855917,-0.1878260869565217,0.1837364899639733,0.1855670103092783,0.3561320754716981,0.1616161616161615,0.038843721770551,-0.0094745908699396,0.0360360360360361,0.0127697049757815,-0.0542763157894736,-0.122472338801984,-0.1884262526464361,-0.2325658992325658,-0.167270094134685,-0.2707672796448953,-0.2232353934481593,-0.2333333333333332,-0.2219215155615697,-0.2253283933984506,-0.23841059602649,-0.2881460848034665,-0.3142516398330351,-0.2816989381636477,-0.2628205128205128,-0.28125,-0.3185185185185185,-0.313637720083557,-0.2854923889406647,-0.3255131964809384,-0.2881460848034665,-0.2776381909547738,-0.2323097463284379,-0.242174629324547,-0.2429229756418696,-0.1587417702999268,-0.2013888888888889,-0.2088063295493636,-0.2544570502431118,-0.3317838466008135,-0.3748301168795868,-0.3451025056947607,-0.2628205128205128,-0.273531269740998,-0.2171545268890401,-0.1773962804005723,-0.2343541944074567,-0.2483660130718954,-0.1702741702741702,-0.3439817455790074
BCZB-L,0.0047150104446433,0.0047150104446433,28.0,1.286244878638008e-06,0.1534748782366239,0.0368231897719908,0.0976580579468666,2.214962612029087,-84.5,3.122697532134467,-0.0017308266189197,-0.0017342206213909,-0.0026299879081015,1.0,0.6609161213563355,0.0598115526423596,9.518010021029093e-08,-0.2947598253275109,7.508146390572173e-06,0.5150372439478584,2.143674104099291e-06,4.0,1.9337013459842196,0.1870373713666726,-0.1297116938528929,0.0156542304439312,-0.0033473922392291,-0.0122546176804851,0.0202035018792772,0.0177728558968176,-0.0523954869696194,-0.0536360503867245,0.167728237791932,5.0,0.5169541939321832,0.0060997171145685,0.0166639832555144,0.0437206944620453,0.2629367190849241,0.026365120638568,0.149124390684239,-0.0066248880931065,0.0227368930277559,-0.0354609929078014,-0.0113144058885383,-0.110726643598616,0.0433212996389891,0.115830115830116,0.1795918367346938,0.115830115830116,0.1422924901185771,0.0823970037453183,0.12890625,0.2142857142857144,0.0988593155893537,0.090566037735849,0.1653225806451612,0.0625,0.1201550387596899,0.0625,0.0823970037453183,0.1700404858299595,0.2456896551724139,0.1795918367346938,0.2350427350427351,-0.0034482758620688,-0.0707395498392282,-0.0796178343949044,-0.1474926253687315,-0.1107692307692307,-0.0677419354838709,-0.142433234421365,-0.1647398843930635,-0.2082191780821917,-0.2720403022670025,-0.266497461928934,-0.2589743589743589,-0.2532299741602067,-0.2683544303797468,-0.1949860724233982,-0.2231182795698925,-0.2434554973821988,-0.2354497354497353,-0.1574344023323615,-0.1321321321321321,-0.1623188405797101,-0.142433234421365,-0.1836158192090394,-0.1647398843930635,-0.121580547112462,-0.1052631578947368,-0.0493421052631578,0.0069686411149825,-0.064724919093851
BCZN-L,0.0807704491612655,-0.0807704491612655,27.0,3.2107741744502165e-07,0.0383109922265219,0.0702087670681285,0.1124596081274374,1.3119196590930238,80.5958,-1.0411122342782242,-0.0281432405481676,0.0017160826966749,0.0039740865676268,1.0,1.7863054285267377,0.1619763813150013,3.303471134199057e-08,-0.3322074464570523,6.486426331393457e-07,-0.1717142215232531,6.348221774053726e-07,3.0,3.328247358571092,0.3754628521740429,-0.1279258251335312,-0.1554232144250091,0.0788917852019977,0.0360761519876398,-0.1232817844498008,0.0706213817432461,0.1509720450083471,-0.1065209316231302,-2.4187646761743338,6.0,0.9982424238508784,0.0153745425407003,0.0458091588917918,0.1053753209293122,0.858003215644657,-0.0638007352422282,-0.0890501600512504,-0.1159866208279431,-0.0696803544534953,-0.0516492747244929,-0.0497939032982954,-0.0355113636363636,-0.0235783633841886,0.0847457627118644,0.2286212914485164,0.1831932773109243,0.0337738619676946,0.1522094926350246,0.1993185689948893,0.1391585760517799,0.0864197530864196,-0.0153846153846154,-0.1088607594936709,-0.1487303506650543,-0.0369357045143637,-0.0249307479224376,0.0042796005706133,0.1228070175438598,0.0586466165413532,0.0445103857566764,0.024745269286754,-0.0625832223701731,-0.0650730411686587,-0.1122320302648171,-0.1668639053254437,-0.158900836320191,-0.1804423748544819,-0.1319358816276201,-0.1372549019607842,-0.1746776084407971,-0.1668639053254437,-0.1518072289156626,-0.1756440281030443,-0.1813953488372093,-0.1330049261083743,-0.1166875784190715,-0.2462526766595288,-0.2297592997811817,-0.3098039215686273,-0.3445065176908752,-0.3211186113789778,-0.2808988764044943,-0.2470588235294117,-0.1926605504587156,-0.1813953488372093,-0.1568862275449101,-0.2054176072234762,-0.1319358816276201,-0.0962772785622593,-0.2779487179487179
BDAJ-L,0.1088140801787959,-0.1088140801787959,27.0,3.014204430700828e-07,0.0359655199149907,0.0853624405261684,0.2263434253156072,1.6434472124289867,7.150000000000002,1.4306077478579933,-0.0004190529403547,-0.0037583974585088,0.0056332002281802,1.0,0.4007756948933419,0.2079646017699115,6.040695020765927e-08,-0.33125,6.6717459869328875e-09,0.2359550561797752,4.4660189289120283e-07,4.0,0.3816627295093643,1.4746182418489475,-0.1234346089023367,-0.2321885435717999,0.0374380936916456,0.0383126284251093,-0.2220914490614822,0.1294934271519244,0.5711807720650758,1.0327192336035371,-1.3203389830508476,6.0,0.3917259211376859,0.023330990864371,0.0514091049860638,0.1316692667706708,0.4225334619589455,0.0419281232173416,0.2150226991333056,-0.0622992037994092,-0.0075584711922418,-0.0494661146219219,0.0327192336035372,0.0373443983402488,-0.039840637450199,-0.0359999999999999,-0.1392857142857142,-0.1543859649122806,-0.1453900709219857,-0.1362007168458781,-0.1040892193308549,-0.073076923076923,0.0,0.0954545454545454,0.1699029126213593,0.229591836734694,0.2956989247311827,0.3097826086956521,0.3615819209039548,0.4876543209876542,0.4968944099378882,0.4968944099378882,0.4968944099378882,0.4968944099378882,0.4876543209876542,0.3930635838150289,0.4785276073619633,0.5157232704402517,0.5350318471337581,0.8396946564885497,0.7214285714285715,0.7851851851851852,0.7338129496402881,0.6736111111111114,0.5751633986928104,0.5350318471337581,0.5062500000000001,0.5855263157894737,0.6066666666666667,0.4176470588235295,0.4606060606060607,0.4785276073619633,0.5855263157894737,0.6620689655172416,0.7338129496402881,0.6174496644295302,0.5960264900662253,0.8538461538461539,1.05982905982906,1.0423728813559323,1.0083333333333335,1.1140350877192984
BDIM-L^C23,0.139210559434064,-0.139210559434064,4.0,5.660594948130431e-07,0.0675422802329123,0.0665949191633555,0.1505021288830367,0.7071029165915823,22.1244,-0.312637675705807,-0.024301896952335,-0.0012089947384961,-0.0036900823851691,1.0,1.9094767987804369,0.1914736182512148,7.221332533195221e-09,-0.5045972745283377,1.008210929794734e-07,-0.051564407116856,1.1221023058867785e-06,4.0,1.138050042523209,0.402325149173486,-0.1242749930386703,0.1394331151208905,0.1668373482105534,0.0398809970545483,0.2875489991399837,0.0444035036064549,0.1102090432793785,-0.0829096592496899,-35.74195005515615,6.0,0.9957568813077612,0.0036593405521558,0.0109689863726576,0.0498590393185942,10.947182274783218,-0.1563911488505489,-0.09644168845713,-0.2287771572306201,-0.2062953724247371,-0.186370981095971,-0.1860201255484519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571847507331377,-0.2378435517970402,-0.2605128205128205,-0.279,-0.279,-0.279,-0.3445454545454546,-0.3445454545454546,-0.279,-0.139618138424821,-0.1260606060606061,-0.2466039707419017,-0.2657841140529532,-0.2410526315789474,-0.2410526315789474,-0.279,-0.279,-0.4051155115511551,-0.4453846153846154,-0.5695522388059702,-0.5820289855072464,-0.6102702702702703,-0.6349367088607595,-0.6349367088607595,-0.6439506172839506,-0.6607058823529413,-0.667741935483871,-0.6491484184914842,-0.6652739090064995,-0.6450024618414574,-0.6619784341303329
BDLO-L,0.0445995257460898,-0.0445995257460898,28.0,3.158608233421864e-07,0.0376885476531446,0.0159082018516103,0.3134832956209237,1.132037272315286,6.25,0.6736724315310129,0.0018921010922583,0.0005143697360898,0.001384369469658,1.0,0.3572563176895307,0.0515792221352127,5.14295988060698e-08,1.376178833391547,1.1600487423289713e-07,0.1111111111111111,2.630113889862557e-07,3.0,2.9723528240664674,0.4289046653144017,0.1262087788810317,0.2608665568728393,0.0041408660812436,0.0433211343239058,0.3308890313438375,-0.0872680394098788,-0.0222548062501418,1.1202791304014417,-0.4639570552147241,5.0,0.2925631768953068,0.0230290786098563,0.0422250894863897,0.1301856837164354,0.4127777583052987,0.1798435909796989,0.2183569979716023,0.1622292391050557,0.1762011891370721,0.1393587334130644,0.1202791304014417,0.0754132231404958,-0.0142566191446028,-0.0422953252535246,-0.0441866205875092,-0.1201999545557828,-0.1682062298603651,-0.2063947530231604,-0.1738852144228717,-0.1763454584131035,-0.2525096525096525,-0.2332673267326732,-0.245224171539961,-0.2582375478927203,-0.2589473684210527,-0.2755846585594014,-0.2229580573951435,-0.1882599580712789,-0.1577115510115292,-0.1167883211678832,-0.0649601545520405,-0.1183970856102004,-0.0938450737186987,-0.117995444191344,-0.0776560266793711,-0.0484148439420004,-0.0854983467170525,-0.1155778894472362,0.0425417339795368,0.032258064516129,0.0827740492170021,0.1236215902495647,0.2936852656197795,0.2350877192982454,0.1924853711117955,0.2253164556962024,0.3505406348099056,0.5184313725490195,0.5077881619937694,0.5160532498042287,0.465001891789633,0.5823457294646506,0.6106489184692179,0.6187290969899664,0.6842105263157896,0.8212605832549387,0.8411792677127912,0.8552946813608049,1.1043478260869568,0.9897225077081192
BDRV-L,0.184677223295218,0.184677223295218,27.0,4.043209718943166e-08,0.0048243622159802,0.0736805980026011,0.388125278235185,0.7403313571077327,-54.04329999999999,-0.0488652662672839,5.105163386996358e-05,-0.0299942847185464,0.0015709364863251,1.0,1.1731189784975815,0.2242990235784856,1.5989654513778318e-07,-0.6749306531365198,2.033161021571085e-08,-0.0080595164290143,4.514264396330471e-07,3.0,2.0260458719259686,-0.9834542131427702,-0.1755952500944344,0.3024886724496365,0.7313075986883629,0.0748796121324114,0.3042447394048882,-0.0313482037992095,-0.0394731283359099,-0.067315671411108,0.4860883102145309,6.0,1.170927574490563,0.0272002471032517,0.3317726738461773,-0.0602593351787753,0.2474389653508536,0.4148726232295194,-1.450871293866337,0.0932678522041431,-0.1286999621297049,0.032432998952071,0.0265550136237333,-0.0381091975082447,-0.0478018143754361,-0.0083575581395348,0.1637526652452026,0.0267118133935289,0.0496153846153846,0.0528549382716048,0.1844618055555555,0.1418410041841005,0.0255543028936489,0.0333207118515712,-0.0130198915009041,-0.0312389066382677,0.0329295987887963,0.0152529761904762,0.0471987720644666,0.0516377649325625,0.0463957055214723,0.1347193347193347,0.1692373607540702,0.1824090121317159,0.1490526315789473,0.1295529801324502,0.1637526652452026,0.3483201581027668,0.4016435541859271,0.4378292939936774,0.3873919674631416,0.3556880278191754,0.4295442640125719,0.5119113573407201,0.4994505494505494,0.4831521739130435,0.431043523859465,0.4562433297758805,0.4462109167991519,0.4273012552301254,0.3597409068261086,0.3973374295954939,0.4393459915611812,0.5987111892208552,0.6331538001196886,0.761781794706262,0.6680929095354524,0.6887376237623761,0.725031605562579,0.7595099935525467,0.8414304993252362,0.8389487870619945
