firms,absacc,acc,age,bm,bm_ia,convind,currat,ep,herf,mve_ia,pctacc,ps,quick,roic,salerec,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0642555011643933,0.0642555011643933,1.0,5.121861668648157e-07,0.4732715187697371,1.0,1.340713727533212,8.348485908105462e-08,1.1357729743842345e-06,2.503549842072616,0.7078534031413619,4.0,0.878353737952592,0.0961640916355887,5.5967213114754095,1.086843687294671,-0.0140405616224649,0.1405693950177935,0.0864406779661015,0.07190635451505,0.0031298904538341,-0.075036075036075,-0.0683139534883721,-0.0559646539027982,0.028892455858748,-0.0273141122913505,0.0110410094637225,0.0405844155844155,0.0846023688663282,0.1345132743362831,0.1848428835489832,0.1936685288640596,0.1697080291970802,0.3354166666666667,0.2949494949494948,0.173992673992674,0.2140151515151513,0.2544031311154597,0.1783088235294117,0.1870370370370369,0.1870370370370369,0.1446428571428573,0.251953125,0.2923387096774195,0.3382045929018789,0.4769585253456221,0.6736292428198434,0.6692708333333335,0.1051724137931036,0.0938566552901023,0.0864406779661015,0.13854351687389,0.2768924302788846,0.3965141612200435,0.4118942731277533,0.372591006423983,0.559610705596107,0.6563307493540051,0.8107344632768361,0.8419540229885059,0.800561797752809,0.571078431372549,0.6957671957671958,0.5408653846153846,0.8210227272727273
BACQ-L^J02,0.3001100648159471,0.3001100648159471,12.0,1.1282357078421478e-06,1.0425151273592173,1.0,1.0128679427376548,2.288885830925187e-07,1.5913513619158544e-06,1.4313909217521794,1.6392785571142283,5.0,0.5583078655299983,0.1044618730639952,23.22477650063857,0.8782355246475976,-0.377659574468085,0.261744966442953,0.1749999999999998,0.0621468926553672,-0.0208333333333333,-0.0873786407766991,-0.0408163265306122,-0.0408163265306122,-0.2,-0.2958801498127341,-0.2769230769230769,-0.1790393013100437,-0.1047619047619048,-0.1132075471698114,-0.1132075471698114,-0.0784313725490196,-0.0693069306930693,0.1124260355029584,0.0994152046783625,-0.0961538461538462,-0.0105263157894737,-0.0505050505050505,-0.1681415929203539,-0.1861471861471861,-0.2067510548523207,-0.2326530612244899,-0.2133891213389122,-0.2263374485596708,-0.2231404958677686,-0.1569506726457399,-0.175438596491228,-0.2295081967213115,-0.3517241379310345,-0.3648648648648649,-0.4050632911392405,-0.4161490683229815,-0.4161490683229815,-0.4069400630914827,-0.3605442176870749,-0.3237410071942446,-0.2958801498127341,-0.3403508771929825,-0.2796934865900383,-0.3605442176870749,-0.3426573426573427,-0.4050632911392405,-0.3237410071942446,-0.3691275167785235,-0.3472222222222222
BALZ-L^I10,0.0803609798023206,-0.0803609798023206,2.0,7.822306928137472e-07,0.7227987243044321,1.0,1.3601496725912068,2.2879675772907783e-08,4.296359911873535e-08,0.1721802080127656,-10.388888888888898,4.0,0.902712815715622,0.1074914993967313,3.6439024390243904,6.407010625718585,-0.0833333333333332,0.0588235294117645,-0.0526315789473684,0.0,-0.027027027027027,0.0588235294117645,0.0285714285714286,0.0909090909090908,-0.027027027027027,0.0285714285714286,-0.0526315789473684,-0.1,-0.1,-0.2340425531914893,-0.3571428571428572,-0.3898305084745762,-0.4375,-0.3684210526315788,-0.3793103448275862,-0.4,-0.3207547169811321,-0.3333333333333333,-0.4098360655737705,-0.3898305084745762,-0.25,-0.2941176470588236,-0.25,-0.3076923076923077,-0.4,-0.3684210526315788,-0.2941176470588236,-0.4,-0.625,-0.6043956043956045,-0.64,-0.625,-0.6288659793814433,-0.5662650602409638,-0.4626865671641791,-0.4857142857142856,-0.3571428571428572,-0.3207547169811321,-0.3076923076923077,-0.2653061224489795,-0.2653061224489795,-0.3076923076923077,-0.2173913043478261,-0.2340425531914893,-0.25
BAMD-L^J98,0.025770612210967,0.025770612210967,1.0,2.247576081085716e-07,0.2076810765814225,1.0,1.1318914622663463,6.943066324829973e-08,1.7764662437883683e-08,1.2555398019747006,0.1323090055484427,5.0,1.1294461768696766,0.158713508164275,0.7532086714492924,1.2015859349280165,-0.0510204081632652,0.1951219512195121,0.1951219512195121,0.240506329113924,0.2852459016393442,0.3154362416107381,0.2686084142394822,0.1914893617021276,0.2894736842105263,0.1878787878787879,0.3110367892976586,0.4254545454545455,0.5252918287937745,-0.5560588901472254,-0.5570621468926553,-0.4731182795698925,-0.4192592592592592,-0.3738019169329073,-0.3444816053511706,-0.3509933774834437,-0.302491103202847,-0.2283464566929134,-0.2859744990892532,-0.260377358490566,-0.2999999999999999,-0.3049645390070922,-0.2589792060491493,-0.2962298025134651,-0.1781970649895177,-0.0531400966183573,0.136231884057971,-0.0732860520094563,-0.4517482517482518,-0.4051593323216995,-0.3836477987421384,-0.3229706390328152,-0.2727272727272727,-0.1171171171171172,-0.0392156862745098,0.0481283422459892,0.062330623306233,0.2365930599369086,0.2810457516339868,0.3611111111111111,0.5999999999999999,0.4518518518518517,0.479245283018868,0.2523961661341853,0.2523961661341853
BAOH-L,0.0382838664455814,0.0382838664455814,27.0,2.027631185807657e-07,0.1873576743952459,1.0,0.8949834773108243,4.942282913165266e-08,6.439611080755497e-08,4.687918527274236,0.2019351297942544,3.0,0.7813743881996701,0.3447165252512542,52.32489415264904,1.4577915057213544,-0.0480507706255666,-0.0564585115483319,0.5601131541725599,0.4609271523178808,0.1301229508196721,0.2605714285714284,0.2174392935982338,0.4361979166666667,0.510958904109589,0.704791344667697,0.6969230769230768,0.6969230769230768,0.9350877192982454,0.9283216783216784,0.8854700854700854,1.0018148820326678,1.2742268041237113,1.3720430107526878,1.232793522267206,1.2742268041237113,1.1459143968871597,1.1049618320610683,1.0388170055452863,0.8537815126050419,0.8537815126050419,0.9556737588652482,0.6969230769230768,0.8022875816993462,0.8383333333333332,0.634074074074074,0.634074074074074,-0.1176,-0.3212307692307693,-0.3653624856156502,-0.3946212952799122,-0.2455540355677155,-0.1901615271659325,-0.2996825396825398,-0.2522033898305085,-0.0408695652173913,-0.0408695652173913,0.1029999999999999,-0.0195555555555556,0.1610526315789473,0.0027272727272726,0.1860215053763438,0.5213793103448274,0.3369696969696969,0.2255555555555555
BBEK-L^L95,0.4834871794871794,0.4834871794871794,1.0,1.4600898274367665e-07,0.1349155785290129,1.0,1.3932632482299934,5.1887164132062084e-08,4.615934831244373e-07,5.555030254868098,1.789673500379651,5.0,1.0223128084102124,0.1805998723675813,3.923878205128205,0.4998074523514831,-0.0133333333333333,0.146788990825688,0.1194029850746267,0.171875,0.1363636363636364,0.0964912280701755,0.0714285714285714,0.146788990825688,0.1829652996845425,0.0302197802197801,0.0901162790697673,0.2376237623762376,0.2541806020066888,0.2254901960784314,0.2626262626262625,0.3157894736842104,0.3992537313432835,0.6233766233766234,0.6163793103448276,0.46484375,0.5120967741935485,0.6375545851528384,0.4705882352941177,0.4258555133079849,0.4423076923076923,0.4258555133079849,0.5690376569037656,0.5182186234817812,0.4097744360902255,0.5182186234817812,0.689189189189189,0.3686131386861313,0.053370786516854,0.0302197802197801,0.0964912280701755,0.0387811634349031,0.053370786516854,-0.4266055045871559,-0.3892508143322475,-0.4204018547140649,-0.3832236842105263,-0.297752808988764,-0.3119266055045872,-0.3534482758620689,-0.3303571428571428,-0.4047619047619047,-0.3697478991596639,-0.3980738362760835,-0.336283185840708
BBIO-L^E18,0.063743096007002,0.063743096007002,1.0,6.302951043384319e-07,0.5824068290038606,1.0,1.2499245852187029,1.213017190728e-07,2.151973901040878e-06,2.309423617343753,0.8249999999999997,3.0,0.6722473604826547,0.0729307588242528,5.66336368505624,0.9730647387810102,0.0514138817480718,0.0077720207253886,-0.0076530612244897,0.018324607329843,-0.0932400932400931,-0.1179138321995464,-0.0299251870324188,0.0130208333333334,-0.099537037037037,-0.1469298245614033,-0.1057471264367815,-0.0151898734177214,-0.0025641025641025,0.0103896103896103,0.0657534246575342,0.0926966292134832,0.1019830028328612,0.3097643097643097,0.2588996763754045,0.1716867469879519,0.2712418300653594,0.2712418300653594,0.1611940298507463,0.2428115015974441,0.2271293375394323,0.2588996763754045,0.3321917808219179,0.2043343653250775,0.2388535031847134,0.3942652329749103,0.5436507936507937,0.4407407407407406,-0.0558252427184465,-0.0076530612244897,-0.0418719211822659,0.0686813186813186,0.1611940298507463,0.1787878787878789,0.2588996763754045,0.1146131805157593,0.2006172839506173,0.4249084249084249,0.4197080291970803,0.5622489959839356,0.5314960629921259,0.3794326241134753,0.1341107871720117,0.0570652173913044,0.1543026706231454
BBNH-L^L97,0.0535281067967462,0.0535281067967462,1.0,4.343533444276098e-07,0.4013522431858768,1.0,1.09596713965646,7.886043565733589e-08,4.160241606482377e-05,14.098247456701252,0.8122047244094487,2.0,0.6221060492905153,0.0791536891848351,8.346499102333931,0.7544051275830969,0.0267716535433071,0.1630036630036628,0.0873287671232876,0.1339285714285714,0.044407894736842,0.0111464968152865,0.1140350877192981,0.2330097087378639,0.0986159169550171,0.0031595576619272,0.0672268907563025,0.1482820976491861,0.1847014925373133,0.1062717770034842,0.1587591240875911,0.2306201550387596,0.2426614481408999,0.4767441860465116,0.4142538975501111,0.411111111111111,0.3065843621399176,0.3012295081967213,0.2854251012145747,0.2475442043222002,0.2475442043222002,0.2985685071574642,0.3539445628997866,0.3539445628997866,0.3986784140969162,0.4142538975501111,0.6843501326259946,0.5756823821339949,0.1159929701230226,0.1891385767790261,0.1400359066427288,0.1869158878504673,0.1140350877192981,0.2828282828282826,0.3744588744588744,0.2475442043222002,0.2854251012145747,0.3894967177242887,0.3539445628997866,0.4399092970521541,0.5191387559808613,0.5563725490196076,0.6493506493506491,0.5375302663438257,0.6493506493506491
BBOU-L,0.0702426564495529,0.0702426564495529,1.0,4.293629197801797e-07,0.3967409787570611,1.0,1.3085834649815693,6.416574700442842e-08,2.175033697153552e-06,15.587394760309063,0.8424507658643327,4.0,0.5629278567667193,0.087149449769258,2.515976331360947,0.8502419083178812,0.0231958762886599,0.1599402092675634,0.1582089552238805,0.1865443425076451,0.1669172932330827,0.1311953352769679,0.1938461538461537,0.2998324958123952,0.3686067019400352,0.3063973063973062,0.4343807763401108,0.5396825396825395,0.5901639344262295,0.6688172043010752,0.7716894977168949,0.9546599496221662,0.9948586118251928,1.3233532934131738,1.3658536585365852,1.2823529411764705,1.4174454828660434,1.552631578947368,1.3730886850152904,1.3444108761329303,1.3950617283950617,1.4634920634920636,1.630508474576271,1.5695364238410594,1.6944444444444446,1.6944444444444446,2.154471544715447,2.03125,1.0693333333333332,1.1920903954802258,1.1202185792349724,1.1615598885793874,1.173669467787115,1.3373493975903616,1.4871794871794872,1.358662613981763,1.6575342465753424,1.6851211072664358,1.6851211072664358,1.2890855457227135,1.440251572327044,1.217142857142857,1.5194805194805192,1.3373493975903616,1.5866666666666664
BBQS-L^G99,0.4327313769751692,0.4327313769751692,1.0,3.4397163120567375e-07,0.3178375107451501,1.0,1.4487778816615466,9.98260404121504e-08,6.54588537899904e-06,3.271037829535048,2.56970509383378,5.0,0.7745425404033659,0.1293710691823899,8.89365806607186,0.4649674240442091,0.0681818181818181,0.123404255319149,0.1733333333333333,0.0153846153846153,-0.0185873605947954,-0.0833333333333332,-0.0112359550561796,-0.0469314079422382,-0.1140939597315435,-0.1483870967741934,-0.0638297872340424,-0.025830258302583,-0.025830258302583,-0.0185873605947954,-0.025830258302583,-0.043478260869565,-0.0399999999999999,0.104602510460251,0.03125,-0.0075187969924812,0.0038022813688214,0.0193050193050194,-0.053763440860215,-0.089655172413793,-0.0364963503649635,-0.0503597122302157,-0.0294117647058823,-0.0801393728222996,-0.1111111111111111,-0.0671378091872791,0.1578947368421053,0.0352941176470589,-0.2369942196531791,-0.1826625386996904,-0.1851851851851852,-0.122923588039867,-0.089655172413793,0.0076335877862594,0.0434782608695654,-0.1020408163265305,0.1478260869565217,0.2222222222222221,0.2054794520547946,0.2511848341232228,-0.1140939597315435,-0.1400651465798045,-0.0671378091872791,-0.1140939597315435,-0.0222222222222222
