firms,age,agr,bm,bm_ia,cashdebt,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBVN-L^I99,10.0,-0.0498678996036988,1.577385796016475e-07,0.0320206014664926,0.144223693892568,-0.0140530952807606,1.0,-0.0444203683640302,3.111849529556311e-08,-0.0413209144792546,1.1333249965909513e-08,3.541070154322699e-07,-0.0557939914163089,0.5850606935198381,-0.0294089333846746,0.0057132126397269,0.0165094339622642,0.8576856003281705,-0.0955056179775281,0.4471544715447155,-0.0430107526881721,-0.1523809523809524,0.1710526315789473,-0.0430107526881721,-0.2123893805309733,-0.164319248826291,-0.187214611872146,-0.1188118811881188,-0.0378378378378378,-0.0055865921787709,0.1410256410256409,0.0920245398773007,0.1710526315789473,0.1710526315789473,0.0595238095238095,0.0853658536585366,0.0595238095238095,0.0229885057471264,0.0229885057471264,-0.011111111111111,0.0056497175141243,0.0595238095238095,0.0658682634730538,0.072289156626506,0.072289156626506,0.1410256410256409,0.1558441558441559,0.1265822784810126,0.1710526315789473,0.1710526315789473,0.1710526315789473,0.2191780821917808,0.4239999999999999,0.5752212389380533,0.435483870967742,0.390625,0.3587786259541985,0.3587786259541985,0.3484848484848484,0.3798449612403101,0.459016393442623,0.6181818181818182,0.5892857142857142,0.6330275229357798,0.78,0.8541666666666667,0.934782608695652
BBXK-L,10.0,0.1163968645539872,4.300609715720682e-07,0.087301476986661,0.4091329456010193,0.0115726390838922,1.0,0.1184509747643123,7.036944595840486e-08,0.0541975887659317,6.477719890835668e-06,2.176028035717015e-07,0.1131280670517219,12.325038092884215,-0.0726058315186976,1.051186574682156,0.051186574682156,0.5978472725797753,0.1416666666666668,-0.1262135922330097,-0.1325301204819278,-0.1982182628062361,-0.1982182628062361,-0.3345656192236599,-0.3009708737864077,-0.3466424682395643,-0.3442622950819672,-0.375,-0.3898305084745763,-0.372822299651568,-0.3739130434782608,-0.3989983305509181,-0.4285714285714285,-0.4098360655737704,-0.4461538461538461,-0.4,-0.3939393939393939,-0.2913385826771654,-0.2842942345924453,-0.2697768762677484,-0.2561983471074379,-0.2756539235412474,-0.2653061224489796,-0.2668024439918534,-0.281437125748503,-0.2954990215264188,-0.2913385826771654,-0.2682926829268293,-0.2577319587628865,-0.2436974789915965,-0.2207792207792207,-0.1780821917808218,-0.148936170212766,-0.1588785046728972,-0.1666666666666667,-0.1999999999999999,-0.1799544419134395,-0.1366906474820143,-0.1705069124423962,-0.1743119266055046,-0.1799544419134395,-0.1089108910891089,-0.1387559808612439,-0.148936170212766,-0.1387559808612439,-0.0476190476190475,-0.0697674418604651
BCHQ-L^B00,11.0,-0.1054443469298738,4.181694578513764e-07,0.0848875245937511,0.1204586354965459,-0.1239614825634208,1.0,-0.1465469069603876,2.7037346538389567e-08,-0.1072348989410078,6.72810047768275e-08,6.152386734041072e-07,-0.080561496568212,1.4892834820283325,0.3272870059857771,0.2740263886013859,0.2740263886013859,2.484910503522052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034482758620689,0.0434782608695651,0.0491803278688522,-0.0495049504950495,-0.0204081632653061,-0.0153846153846154,0.0434782608695651,0.0666666666666666,0.0726256983240223,0.0909090909090908,0.0666666666666666,0.0666666666666666,0.136094674556213,0.2549019607843137,0.2972972972972973,0.2549019607843137,0.3913043478260869,0.3150684931506848,0.352112676056338
BCPS-L^C06,10.0,0.0010099283727723,3.7192807287314375e-05,7.550062023981352,0.1217125469636148,-0.0274423623117064,1.0,0.0631293426968378,3.535734510747068e-06,-0.0314938619581029,3.331537661398512e-06,4.439426654817421e-05,-0.047337443164384,0.0804932603735621,-0.0090615419503112,0.0711422776613079,-0.0009970258212789,0.4889586961559451,0.0793650793650795,-0.8225352112676056,-0.0526315789473684,0.0588235294117647,0.0677966101694915,-0.015625,-0.25,-0.1764705882352941,-0.1974522292993631,-0.2222222222222223,-0.1974522292993631,-0.0999999999999999,-0.8200000000000001,-0.9832,0.0413223140495868,0.1052631578947369,0.05,-0.8076335877862595,0.125,0.1454545454545452,0.0677966101694915,0.0862068965517242,0.1052631578947369,0.024390243902439,0.2352941176470588,-0.7864406779661017,-0.7864406779661017,0.0161290322580645,0.05,0.2475247524752475,0.2727272727272727,-0.2025316455696203,0.2115384615384614,-0.2716763005780347,0.1886792452830188,0.2115384615384614,0.2115384615384614,-0.7352941176470589,-0.7396694214876033,-0.7402061855670103,-0.7364016736401674,-0.9762264150943396,-0.7820069204152249,-0.7838765008576329,-0.7984,-0.7823834196891192,-0.7820069204152249,-0.7777777777777778,-0.7823834196891192
BCUB-L^L00,10.0,0.5054842641049536,3.287422463871173e-07,0.0667339878636226,0.1729190146514249,-0.0506588699268526,1.0,0.5308201732042791,7.96420483759805e-08,0.2824115139202444,4.2011575145662347e-07,8.169326871533437e-07,0.5072156625290141,1.9128865599918048,-0.2795051638665666,0.2316944379253696,0.2316944379253696,0.8109411806916683,0.0270270270270269,0.1419753086419752,0.1212121212121213,0.0164835164835164,0.0787172011661807,-0.0389610389610389,-0.116945107398568,-0.2144373673036093,-0.3833333333333333,-0.3097014925373135,-0.3109869646182495,-0.3235831809872028,-0.1533180778032036,-0.2025862068965516,-0.2418032786885245,-0.303201506591337,-0.4485842026825632,-0.3728813559322034,-0.3084112149532709,-0.2843326885880076,-0.3439716312056736,-0.3071161048689138,-0.3148148148148149,-0.303201506591337,-0.3321299638989169,-0.3642611683848797,-0.3272727272727272,-0.3485915492957746,-0.3771043771043771,-0.3272727272727272,-0.2952380952380952,-0.3186003683241252,-0.3005671077504726,-0.3186003683241252,-0.2585170340681363,-0.2402464065708418,-0.2323651452282158,-0.1938997821350762,-0.1628959276018099,-0.1435185185185185,-0.17960088691796,-0.1375291375291375,-0.1062801932367148,-0.0703517587939698,-0.0389610389610389,0.0192837465564739,-0.0106951871657754,0.0787172011661807,0.0882352941176471
BCYN-L,10.0,-0.0416337805840568,4.835273989229394e-07,0.0981550498181331,0.1653490808648442,-0.1503859509062522,1.0,-0.0959766239604405,5.0853329125908345e-08,-0.039294710327418,2.949048550274125e-06,6.328414291224149e-07,0.0055396370582617,8.703446023309915,0.0595499806026121,-0.0110241820768136,-0.0110241820768136,1.300542871085853,0.0633898305084745,0.0565902578796559,0.0472133475328362,-0.0070683271625715,0.0424028268551237,0.3169642857142858,0.0611510791366907,0.0700036271309394,-0.0244708994708994,-0.1429401510749565,-0.0789884483296909,-0.1279929057049955,2.7917737789203083,38.86486486486486,3.068965517241379,2.6875,1.947052947052947,2.041237113402062,1.9559118236472943,1.8041825095057036,1.8365384615384608,1.9949238578680208,2.121693121693122,2.172043010752688,48.16666666666667,2.1382978723404253,1.9949238578680208,2.025641025641025,2.016359918200409,2.082549634273772,2.1618435155412645,50.75438596491229,50.75438596491229,1.8175740210124165,2.111814345991561,2.231106243154436,2.213507625272331,2.151709401709402,2.1550802139037435,2.3408833522083805,2.213507625272331,2.398617511520737,2.2887402452619843,2.541416566626651,2.6330049261083746,2.7060301507537687,2.696741854636591,2.970390309555855,2.841145833333333
BCZB-L,10.0,0.2522646170738402,5.937854690067667e-07,0.1205372072429992,0.1938490214352283,0.0093602238517445,1.0,0.1201307545627894,7.032430043927419e-08,-0.0120658135283334,2.0042687624592844e-05,7.182609248150919e-07,0.3778393351800554,7.245924471953992,0.0838375537333381,-0.1614089713125574,0.0824934677118327,0.7090228588774005,-0.1542056074766356,-0.1120331950207469,-0.1388329979879274,-0.2044609665427509,-0.2464788732394365,-0.1954887218045112,-0.1969981238273921,-0.2146788990825687,-0.1353535353535353,-0.104602510460251,-0.1924528301886792,-0.0815450643776823,-0.1265306122448979,-0.1591355599214144,-0.1388329979879274,-0.1422845691382765,-0.0675381263616556,-0.0115473441108544,0.0046948356807512,0.1630434782608696,0.2298850574712645,0.2814371257485031,0.2700296735905045,0.3896103896103897,0.3209876543209877,0.1030927835051547,0.1443850267379678,0.1758241758241758,0.1505376344086022,0.1030927835051547,0.1204188481675394,0.1263157894736843,0.0862944162436549,0.1662125340599456,0.1598915989159892,0.1382978723404255,0.0946291560102301,0.0890585241730279,0.1088082901554405,0.0620347394540943,-0.018348623853211,-0.0912951167728237,-0.0775862068965516,-0.0316742081447962,-0.0488888888888888,-0.0228310502283104,-0.0069605568445474,0.0288461538461539,0.0046948356807512
BCZR-L^G00,9.0,-0.0965949233837245,2.805755769540568e-07,0.0569562547955342,-0.1637813287418345,-0.5825741535477207,1.0,-0.2753659496796821,-1.893576812015957e-07,-0.1297666120014541,1.2484934764033128e-07,7.674333404353723e-07,-0.0069540795398764,1.2080949339744544,0.1794702049512588,-0.0409440492201971,-0.034246529102208,1.4631107299715849,0.0,0.1469740634005762,0.3092105263157894,0.4014084507042255,0.2097264437689969,0.2675159235668789,-0.005,0.1740412979351031,0.0446194225721785,0.1987951807228916,0.1705882352941177,0.3630136986301371,0.5018867924528303,0.5018867924528303,0.8341013824884793,0.7927927927927927,0.5669291338582676,0.7155172413793105,0.8341013824884793,0.6446280991735538,0.700854700854701,0.6864406779661019,0.3819444444444444,0.3771626297577855,0.4850746268656716,0.5426356589147285,0.768888888888889,0.4472727272727272,0.3092105263157894,0.3537414965986394,0.3676975945017182,0.3049180327868852,0.2437499999999999,0.1705882352941177,0.206060606060606,0.3049180327868852,0.3135313531353136,0.3964912280701753,0.5731225296442688,0.5731225296442688,0.4525547445255473,0.4632352941176469,0.5075757575757576,0.5486381322957199,0.4632352941176469,0.6446280991735538,0.6936170212765957,0.7379912663755459,0.8009049773755657
BDAJ-L,4.0,-0.0566900335263639,5.078615402082834e-06,1.0309482956063554,0.0154153582643448,-0.398208488107039,1.0,-0.1371350984385607,-4.355382209496688e-07,-0.034504391467997,4.033560141206699e-07,7.060514095578574e-06,0.0178571428571428,0.26186079823058,0.303615805168986,0.0325352966944098,0.022365805168986,1.4631107299715849,-0.0598290598290597,-0.4956896551724138,0.0733944954128438,0.0353982300884956,0.0733944954128438,0.0446428571428569,-0.025,-0.64,-0.675,-0.1,-0.1136363636363637,0.0086206896551723,0.0263157894736842,-0.6548672566371682,-0.0084745762711864,0.0263157894736842,-0.040983606557377,0.0,-0.025,-0.0084745762711864,-0.1521739130434782,-0.1521739130434782,-0.1397058823529412,-0.1333333333333334,-0.1459854014598541,-0.7316513761467891,-0.1642857142857142,-0.7160194174757282,-0.7266355140186916,-0.1986301369863014,-0.2094594594594595,-0.2641509433962264,-0.2909090909090909,-0.3117647058823529,-0.2641509433962264,-0.2402597402597402,-0.2302631578947369,-0.7489270386266095,-0.7167070217917675,-0.7214285714285715,-0.7247058823529412,-0.7370786516853933,-0.7227488151658767,-0.708955223880597,-0.7346938775510204,-0.7194244604316546,-0.7139364303178484,-0.6871657754010696,-0.688
BDBL-L^I07,10.0,-0.061781034865645,-1.8742209892072906e-07,-0.0380462937520425,0.1335837684988338,0.080863039837665,1.0,-187.45714285714288,6.568102056875685e-08,-0.033914617658516,1.0440432225632548e-06,7.607453230633146e-07,0.2062386156648452,3.643313428743485,0.5084558707569249,0.007910639245322,-0.170160481444333,0.8092851217376715,0.1388174807197941,-0.0323383084577113,0.0657534246575342,0.0513513513513512,0.1114285714285714,-0.1036866359447004,-0.1995884773662551,-0.2504816955684008,-0.234251968503937,-0.3516666666666667,-0.2173038229376257,-0.2490347490347489,-0.158008658008658,-0.234251968503937,-0.1355555555555555,-0.2125506072874494,-0.3601973684210526,2.3826086956521744,2.3826086956521744,-0.639481000926784,-0.6652323580034423,-0.6839967506092608,-0.659965034965035,-0.6652323580034423,-0.6779801324503312,-0.7181159420289855,-0.717296511627907,-0.6808859721082854,-0.7109955423476969,-0.7326460481099657,-0.781214848143982,-0.7828029034059185,-0.7864983534577388,-0.7855567805953694,-0.7715795654726952,-0.7604679802955665,-0.7674835624626419,-0.7435728411338167,-0.7550377833753148,-0.7319090282563749,-0.7360922659430122,-0.7397993311036789,-0.7189306358381502,-0.7023718439173681,-0.6867954911433172,-0.6587719298245613,-0.6476449275362318,-0.6284622731614136,-0.6259615384615385
BDCK-L^L08,10.0,-0.1866388834823626,0.0002685073408363,54.50642812596524,0.1632958002027856,-0.1315271291501832,1.0,-0.2832493697786606,-5.855969943426289e-06,-0.1793914047090448,2.0976375624254328e-08,0.0002570830106125,-0.0505004599413028,0.0007057786536348,0.3821837478353748,-0.1134225790539046,-0.1134225790539046,1.4631107299715849,-0.853448275862069,-0.0169491525423729,-0.0866141732283465,-0.0491803278688525,0.0497737556561086,5.628571428571428,5.444444444444445,-0.1888111888111888,5.444444444444445,5.444444444444445,0.1485148514851484,-0.0127659574468086,0.183673469387755,1.829268292682927,0.1958762886597937,0.1717171717171717,0.1717171717171717,0.4320987654320984,0.406060606060606,0.3333333333333332,0.3033707865168538,0.2210526315789474,0.2340425531914893,0.1317073170731708,2.36231884057971,0.2340425531914893,0.3488372093023255,0.1958762886597937,0.2406417112299463,0.183673469387755,0.1428571428571428,0.1599999999999999,0.183673469387755,0.0943396226415094,2.6825396825396823,0.0841121495327101,0.1262135922330096,0.2406417112299463,0.2083333333333332,0.1958762886597937,0.0995260663507109,0.0545454545454544,-0.0127659574468086,-0.0042918454935623,-0.0085470085470085,0.0357142857142855,0.1047619047619046,0.2406417112299463,0.1658291457286431
