firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,ps,quick,roic,salerec,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0384875324582933,-0.0384875324582933,2.0,0.4040533606977937,5.45398845758558e-07,0.2860543647278069,-0.0046745831930119,1.0,1.1029371770465053,-0.0580303806110257,9.575855798877382e-08,1.2803798153254582e-06,0.4485206088592441,2.239966735942653,-0.1773507241730069,-0.1748476712829036,-0.445430094070902,-0.3420575088326967,-0.558307533539732,2.0,0.7247756323089475,0.1146785928843201,4.288523773960668,0.1213304693093797,0.9846568042677524,0.1164658634538151,-0.0196850393700787,0.0573248407643314,0.0641025641025643,0.0484210526315791,-0.0656660412757973,-0.238532110091743,-0.2120253164556962,-0.2230889235569422,-0.1138790035587188,-0.1559322033898305,-0.1672240802675585,-0.220657276995305,-0.2813852813852813,-0.2761627906976743,-0.2665684830633283,-0.2006420545746388,-0.2443095599393019,-0.2145110410094636,-0.1915584415584414,-0.1573604060913704,-0.1185840707964601,-0.0794824399260627,-0.0726256983240223,-0.0912408759124087,0.0375,0.0060606060606061,-0.0879120879120878,-0.0568181818181817,-0.0254403131115459,-0.0845588235294118,-0.0777777777777777,-0.0777777777777777,-0.1107142857142855,-0.0273437499999998,0.0040322580645162,0.0396659707724427,0.1474654377880184,0.3002610966057442,0.2968750000000002,-0.1413793103448275,-0.1501706484641638,-0.1559322033898305,-0.1154529307282414,-0.0079681274900397,0.084967320261438,0.0969162995594714,0.0663811563169165,0.2116788321167884
BACQ-L^J02,0.0364670251560665,0.0364670251560665,13.0,-0.0214014919897272,1.3473301540386185e-06,0.7066565583872758,-0.0228132968848484,1.0,0.9886275120735316,-0.0005420788724759,1.7592934757141557e-07,1.399882581284851e-06,0.0710529534058945,1.2116672914895357,-0.0239324690231623,-0.0490482891448421,-0.0490903334662364,-0.037555407369483,0.6126687435098657,3.0,0.5309238199096433,0.0589946553007238,22.376397515527948,-0.0094583447896618,0.5928639991007881,0.3066666666666666,-0.0259740259740259,-0.1573033707865169,0.0869565217391306,0.0273972602739727,-0.2574257425742574,-0.2924528301886793,-0.3589743589743589,-0.6010638297872339,-0.4966442953020133,-0.53125,-0.576271186440678,-0.609375,-0.6359223300970873,-0.6173469387755102,-0.6173469387755102,-0.6808510638297873,-0.7191011235955056,-0.7115384615384616,-0.6724890829694323,-0.6428571428571428,-0.6462264150943396,-0.6462264150943396,-0.6323529411764706,-0.6287128712871287,-0.5562130177514792,-0.5614035087719298,-0.6394230769230769,-0.6052631578947368,-0.6212121212121212,-0.668141592920354,-0.6753246753246753,-0.6835443037974684,-0.6938775510204083,-0.6861924686192469,-0.691358024691358,-0.6900826446280992,-0.663677130044843,-0.6710526315789473,-0.6926229508196722,-0.7413793103448276,-0.7466216216216216,-0.7626582278481013,-0.7670807453416149,-0.7670807453416149,-0.7634069400630915,-0.7448979591836735,-0.7302158273381294,-0.7191011235955056
BALZ-L^I10,0.0803609798023206,-0.0803609798023206,2.0,-0.1648264984227128,1.51844781546198e-06,0.7964054720727969,-4.551064222480216e-05,1.0,1.3601496725912068,-0.0581573308846036,4.4413488265056295e-08,3.851950503287383e-08,-0.0481072555205047,0.089712510536291,0.0812569324248937,-0.0169722940626205,-0.1068325062656209,-0.3196366065195883,-10.388888888888898,4.0,0.902712815715622,0.1074914993967313,3.6439024390243904,-0.1346655082536924,5.602403687154867,0.0625,-0.0588235294117647,-0.238095238095238,-0.3333333333333332,-0.36,-0.4482758620689654,-0.4666666666666667,-0.5151515151515151,-0.5555555555555556,-0.5294117647058824,-0.5789473684210527,-0.5555555555555556,-0.5675675675675675,-0.5294117647058824,-0.5428571428571428,-0.5151515151515151,-0.5675675675675675,-0.5428571428571428,-0.5789473684210527,-0.6000000000000001,-0.6000000000000001,-0.6595744680851063,-0.7142857142857143,-0.728813559322034,-0.75,-0.7192982456140351,-0.7241379310344827,-0.7333333333333334,-0.6981132075471699,-0.7037037037037037,-0.7377049180327868,-0.728813559322034,-0.6666666666666666,-0.6862745098039216,-0.6666666666666666,-0.6923076923076923,-0.7333333333333334,-0.7192982456140351,-0.6862745098039216,-0.7333333333333334,-0.8333333333333333,-0.8241758241758241,-0.84,-0.8333333333333333,-0.8350515463917526,-0.8072289156626506,-0.7611940298507462,-0.7714285714285714,-0.7142857142857143
BBEK-L^L95,0.0715290147182902,0.0715290147182902,2.0,0.1881025641025642,1.4005545480028506e-07,0.0734572037713759,0.015128781676303,1.0,1.2113502935420746,0.1189962223421477,6.038561687555095e-08,5.845551246823596e-07,0.1209230769230769,6.554346495893071,-0.1305661043733276,-0.1374161694793008,-0.0775669951964783,-0.1312287939240664,0.4267337807606272,5.0,0.8818304982688546,0.2149340825588934,3.533697632058288,0.1884827445374719,0.439920289528268,0.1432360742705569,0.0216802168021681,-0.0156657963446474,0.0895953757225433,0.0619718309859156,0.118694362017804,-0.0052770448548812,0.0189189189189189,0.0053333333333334,0.1529051987767584,0.1253731343283581,0.1781249999999998,0.1424242424242425,0.1023391812865497,0.0771428571428571,0.1529051987767584,0.1892744479495267,0.0357142857142855,0.0959302325581394,0.2442244224422443,0.2608695652173911,0.2320261437908497,0.2693602693602692,0.3228070175438595,0.4067164179104476,0.632034632034632,0.6250000000000002,0.47265625,0.5201612903225807,0.6462882096069869,0.4784313725490197,0.4334600760456275,0.4499999999999999,0.4334600760456275,0.5774058577405856,0.5263157894736841,0.4172932330827066,0.5263157894736841,0.698198198198198,0.3759124087591239,0.0589887640449438,0.0357142857142855,0.1023391812865497,0.0443213296398892,0.0589887640449438,-0.4235474006116208,-0.3859934853420195,-0.4173106646058732,-0.3799342105263158
BBIO-L^E18,0.0188766916419817,0.0188766916419817,2.0,-0.0457434733257661,7.213925071067929e-07,0.3783606748430592,-0.0117752574791906,1.0,1.3150136487716106,0.02255299954894,9.875259875259877e-08,1.7958290726683482e-06,-0.0199205448354143,2.086875484205565,0.0520743925854686,0.0674068232221226,0.1075902599495932,0.1444704701694206,0.3490870032223412,5.0,0.7175614194722475,0.0418392990558989,6.660790075089781,-0.0352295833924432,1.003183447971745,0.1555555555555556,-0.0425531914893617,-0.0396341463414633,0.0750853242320819,0.0063897763578275,-0.0869565217391304,-0.1622340425531915,-0.2298288508557456,-0.1902313624678664,-0.1839378238341968,-0.1964285714285714,-0.175392670157068,-0.2657342657342657,-0.2857142857142858,-0.2144638403990024,-0.1796875,-0.2708333333333333,-0.3092105263157894,-0.2758620689655172,-0.2025316455696203,-0.1923076923076923,-0.1818181818181818,-0.136986301369863,-0.1151685393258427,-0.1076487252124646,0.0606060606060605,0.0194174757281553,-0.0512048192771084,0.0294117647058822,0.0294117647058822,-0.0597014925373134,0.0063897763578275,-0.0063091482649841,0.0194174757281553,0.0787671232876712,-0.0247678018575852,0.003184713375796,0.129032258064516,0.25,0.1666666666666665,-0.2354368932038835,-0.1964285714285714,-0.2241379310344826,-0.1346153846153847,-0.0597014925373134,-0.0454545454545454,0.0194174757281553,-0.0974212034383954,-0.0277777777777779
BBNH-L^L97,0.0380200105318588,0.0380200105318588,2.0,-0.0156739811912225,4.662418349209494e-07,0.2445375763719178,0.0101615102811104,1.0,1.229109454688113,0.2112223016440314,8.722257991734492e-08,3.807330897932655e-05,0.0096133751306165,16.089987955125423,0.1214838567818624,0.1250208989048739,-0.0527169641369446,-0.1341994359513619,0.5694006309148265,6.0,0.6998823067869753,0.0920231972863551,7.367843137254902,0.0103248010324801,0.6827292238993385,0.1057401812688823,-0.0192592592592591,0.0996677740863787,0.1992753623188408,0.2236598890942698,0.1863799283154121,0.006079027355623,0.0153374233128835,0.04251968503937,0.2124542124542126,0.1335616438356164,0.1821428571428571,0.0888157894736842,0.0541401273885349,0.1614035087719298,0.2854368932038833,0.1453287197231834,0.0458135860979462,0.1126050420168067,0.1971066907775769,0.2350746268656716,0.1533101045296168,0.2080291970802918,0.2829457364341086,0.2954990215264188,0.5395348837209304,0.4743875278396436,0.471111111111111,0.3621399176954731,0.3565573770491803,0.3400809716599189,0.300589390962672,0.300589390962672,0.3537832310838447,0.4115138592750531,0.4115138592750531,0.4581497797356828,0.4743875278396436,0.7559681697612732,0.6426799007444168,0.1634446397188049,0.2397003745318353,0.1885098743267503,0.2373831775700936,0.1614035087719298,0.3373737373737373,0.4329004329004329,0.300589390962672,0.3400809716599189
BBOU-L,0.0082929119073697,0.0082929119073697,2.0,0.0626109407777957,4.6918193036033113e-07,0.2460796169165429,0.0052882824297749,1.0,1.5523809523809524,0.1128188358404185,7.679527922735951e-08,2.724610894256956e-06,0.0164595772147813,16.055212599937605,0.1863064098878988,0.3256023457090976,0.1657890470951523,0.2128012157174904,0.0951526032315978,5.0,0.746218487394958,0.1028215336679937,3.068376068376069,0.1820319849482596,0.7492566952963365,0.0648148148148148,-0.0065703022339028,0.0216216216216216,0.0693069306930691,0.1166912850812407,0.0617977528089888,-0.0631970260223049,-0.0478589420654912,-0.0257731958762886,0.1300448430493272,0.1283582089552237,0.1559633027522935,0.1368421052631578,0.1020408163265305,0.1630769230769231,0.2663316582914572,0.3333333333333332,0.2727272727272725,0.3974121996303141,0.5,0.5491803278688525,0.6258064516129029,0.726027397260274,0.9042821158690176,0.9434447300771208,1.2634730538922154,1.3048780487804876,1.223529411764706,1.3551401869158877,1.4868421052631575,1.311926605504587,1.2839879154078546,1.333333333333333,1.4,1.5627118644067792,1.5033112582781456,1.625,1.625,2.073170731707317,1.953125,1.016,1.1355932203389831,1.065573770491803,1.105849582172702,1.1176470588235294,1.2771084337349397,1.423076923076923,1.2978723404255317,1.589041095890411
BBQS-L^G99,0.0908950855030041,0.0908950855030041,2.0,0.1978555304740406,4.515551501946578e-07,0.236834607614267,-0.006361029053721,1.0,1.3128398159765788,0.0400700252869092,1.1535895552008649e-07,7.665771729588303e-06,0.1992099322799096,2.621167494497365,-0.0938294733828112,-0.1440016843354568,-0.0882925358991724,-0.0910158972965051,1.2957540263543186,3.0,0.6630071099958176,0.1253616200578592,8.237639241743208,0.1428881297109701,0.4724721118303372,0.3273809523809523,-0.3142857142857144,-0.3225806451612903,-0.3411764705882353,-0.3170731707317074,-0.3513513513513513,-0.402135231316726,-0.4042553191489362,-0.3636363636363636,-0.2851063829787235,-0.2533333333333334,-0.3538461538461539,-0.3754646840148699,-0.4166666666666666,-0.3707865168539326,-0.3935018050541516,-0.436241610738255,-0.4580645161290323,-0.4042553191489362,-0.3800738007380074,-0.3800738007380074,-0.3754646840148699,-0.3800738007380074,-0.3913043478260869,-0.3890909090909091,-0.297071129707113,-0.34375,-0.368421052631579,-0.3612167300380228,-0.3513513513513513,-0.3978494623655914,-0.4206896551724137,-0.3868613138686132,-0.39568345323741,-0.3823529411764707,-0.4146341463414634,-0.4343434343434343,-0.4063604240282685,-0.263157894736842,-0.3411764705882353,-0.5144508670520231,-0.479876160990712,-0.4814814814814815,-0.4418604651162791,-0.4206896551724137,-0.3587786259541985,-0.3359683794466402,-0.4285714285714286,-0.2695652173913043
BBTK-L^C11,0.078929135604024,0.078929135604024,2.0,0.2504053885493326,6.406685236768802e-07,0.3360220304217911,0.0001417187152485,1.0,2.7671353251318105,0.0462215700660309,6.102674693743075e-08,5.5325857477081976e-08,0.1534863415242608,2.9561929564755065,0.0495322586491923,0.055220714303352,0.2181679765610405,-0.2007955928805357,1.7472392638036818,5.0,2.703280609256005,-0.0214343928280358,2.6624535315985134,0.3595292331055431,0.5253938936816495,0.0813953488372094,-0.0875331564986737,-0.1848341232227487,-0.2181818181818182,-0.2406181015452538,-0.312,-0.2252252252252252,-0.1670702179176755,-0.1589242053789731,-0.0470914127423822,-0.4198988195615514,-0.4397394136807817,-0.4582677165354331,-0.4119658119658119,-0.3756805807622504,-0.3371868978805395,-0.3188118811881187,-0.3484848484848485,-0.3359073359073359,-0.296523517382413,-0.2554112554112554,-0.2633832976445396,-0.2355555555555555,-0.2164009111617312,-0.3050505050505051,-0.2892561983471075,-0.2586206896551724,-0.3147410358565736,-0.3846153846153846,-0.0994764397905758,-0.2633832976445396,-0.238938053097345,-0.1650485436893204,-0.1485148514851485,0.0177514792899409,0.1740614334470989,0.1025641025641024,0.2693726937269372,0.6538461538461537,0.4273858921161824,-0.0923482849604221,-0.0652173913043479,-0.1134020618556701,0.0990415335463259,0.3281853281853282,0.4040816326530612,0.4040816326530612,0.8797814207650272,0.8297872340425532
BBTU-L^C18,0.0138618936756444,0.0138618936756444,2.0,0.0044096241116532,1.0775914238782745e-06,0.5651822195643066,0.0028954546520641,1.0,1.4236011477761834,0.0242409301943383,9.898850177228323e-08,6.231620328073776e-06,0.0457444986728315,5.120897943443882,-0.0050267590210379,-0.0850543795483027,-0.1819425871397172,0.3305408730889111,0.2834061135371173,3.0,1.090028694404591,0.0574990736502539,21.12562534741523,0.0385298538051646,0.5162416457710188,0.1695652173913044,-0.065040650406504,-0.1287878787878789,-0.1353383458646617,-0.0495867768595041,-0.1843971631205674,-0.2834890965732087,-0.311377245508982,-0.2789968652037617,-0.1254752851711027,-0.2255892255892256,-0.2150170648464164,-0.2789968652037617,-0.3255131964809384,-0.2532467532467533,-0.1843971631205674,-0.3030303030303031,-0.3093093093093093,-0.3009118541033435,-0.2096219931271479,-0.603448275862069,-0.590017825311943,-0.5795246800731262,-0.5692883895131087,-0.5381526104417671,-0.4700460829493088,-0.460093896713615,-0.4956140350877193,-0.4866071428571429,-0.460093896713615,-0.4736842105263158,-0.4651162790697675,-0.441747572815534,-0.4334975369458128,-0.4191919191919192,-0.3750000000000001,-0.3646408839779006,-0.2857142857142858,-0.2123287671232877,-0.3465909090909091,-0.4945054945054945,-0.4808126410835214,-0.4945054945054945,-0.4575471698113208,-0.4700460829493088,-0.4784580498866213,-0.460093896713615,-0.4900221729490022,-0.4278606965174129
