firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,herf,invest,mve_ia,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0676604245790432,-0.0676604245790432,8.0,-0.0204684716005388,3.525500459786377e-07,0.0311143732255639,0.1595871291825643,1.0,1.4640008740303727,0.0557830814856658,1.2757758007458962e-06,-0.0094737299552387,2.760266573942276,-0.993552546744036,7.0,1.148585163334426,0.0036083319665409,-0.0233236151603497,9.83157894736842,-0.0653950953678474,-0.014367816091954,11.8625,12.192307692307692,11.703703703703702,0.0414979757085018,0.0058651026392959,12.192307692307692,11.397590361445785,11.105882352941176,11.8625,0.0499999999999998,11.8625,12.0253164556962,11.105882352941176,0.0532241555783008,0.0786163522012579,0.0696465696465695,0.1270536692223436,0.104077253218884,0.1800458715596329,0.1773455377574369,0.2191943127962086,0.259485924112607,0.2625766871165642,0.2579462102689487,0.1965116279069767,0.2235434007134362,0.1395348837209302,0.1951219512195121,0.2091656874265568,0.1909722222222221,0.2279236276849638,0.2579462102689487,0.236778846153846,0.2206405693950177,0.2323353293413173,0.3277419354838708,0.3329015544041449,0.3226221079691516,0.2894736842105261,0.3849259757738896,0.4331476323119776,0.4533898305084745,0.4057377049180326,0.3719999999999999,0.4351464435146441
BACQ-L^J02,0.0902061855670103,-0.0902061855670103,6.0,0.1121119823731449,4.169175195665262e-07,0.0367951371898424,0.3926606705947993,1.0,0.8989463601532568,0.0657572577824413,5.489400416573227e-07,0.1725746873177371,2.8539481119048915,-1.3279132791327912,6.0,0.4781289910600255,0.0681818181818182,-0.0443037974683544,0.0675675675675675,0.0063694267515923,0.0463576158940397,0.0675675675675675,0.0896551724137932,0.0326797385620916,0.0533333333333334,0.0193548387096773,0.0533333333333334,0.0259740259740259,0.0972222222222223,0.1791044776119403,0.2153846153846155,0.1791044776119403,0.2440944881889764,0.5800000000000001,0.4363636363636363,0.5192307692307692,0.6122448979591837,0.8588235294117648,0.7555555555555555,1.051948051948052,1.0256410256410255,1.3235294117647056,1.2571428571428576,1.3235294117647056,1.2898550724637683,1.430769230769231,1.724137931034483,1.46875,1.8214285714285712,1.7719298245614037,1.7719298245614037,1.8727272727272728,1.8214285714285712,1.8727272727272728,1.6333333333333335,1.2571428571428576,1.393939393939394,1.135135135135135,1.135135135135135,1.0789473684210529,0.975,0.8372093023255816,0.8809523809523812,0.975,1.0,1.0789473684210529
BALZ-L^I10,0.0399728572919929,0.0399728572919929,9.0,-0.0781461604052766,5.7654739861278e-07,0.0508833033700781,0.9528309795968262,1.0,2.179195852407479,0.1988909892879648,2.1633750092930914e-09,-0.1352058985805286,0.1073900695910231,0.3810708598726114,7.0,1.687110473774199,-0.0158417697787775,-0.1707317073170731,-0.3787878787878789,0.0789473684210526,0.1388888888888888,0.2424242424242422,0.2058823529411764,0.1388888888888888,0.28125,0.4137931034482758,0.4137931034482758,0.4642857142857139,0.3225806451612902,0.5185185185185184,0.5769230769230769,0.7826086956521738,0.7826086956521738,0.7083333333333333,0.6399999999999999,0.5769230769230769,0.7083333333333333,1.0499999999999998,1.0499999999999998,1.0499999999999998,1.0499999999999998,0.9523809523809524,0.8636363636363635,0.7826086956521738,0.7826086956521738,0.5769230769230769,0.5185185185185184,0.4137931034482758,0.3666666666666667,0.28125,0.2058823529411764,0.1714285714285714,0.2424242424242422,0.28125,0.28125,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.7826086956521738,1.0499999999999998,1.4117647058823528,1.4117647058823528,2.1538461538461537,1.928571428571428,1.928571428571428
BAMD-L^J98,0.1365149081328005,-0.1365149081328005,8.0,0.0378543010413991,3.418680974663153e-07,0.0301716357714641,0.652142802087016,1.0,1.3085600372435031,0.0024438432779111,7.020194228036584e-09,0.0250391312143517,0.6278511421762708,-2.5336746403036456,7.0,1.188055817506834,0.1828653032293035,-0.0911949685534591,0.1316725978647688,0.358974358974359,0.282258064516129,0.282258064516129,0.282258064516129,0.419642857142857,0.4389140271493212,0.5071090047393367,0.4454545454545453,0.485981308411215,0.4929577464788734,0.5900000000000001,0.528846153846154,0.5071090047393367,0.5665024630541875,0.5436893203883495,0.5588235294117647,0.5512195121951222,0.5742574257425743,0.962962962962963,0.91566265060241,1.0254777070063694,1.1931034482758625,1.148648648648649,0.962962962962963,0.7966101694915255,0.9272727272727276,1.0126582278481011,0.892857142857143,0.7472527472527473,0.7966101694915255,0.9390243902439026,1.064935064935065,0.5665024630541875,0.4790697674418607,0.4008810572687225,0.3305439330543933,0.4070796460176993,0.5142857142857142,0.5665024630541875,0.6224489795918369,0.7282608695652173,0.7282608695652173,0.6060606060606062,0.5742574257425743,0.7569060773480663,0.8381502890173411,1.0516129032258066
BBIO-L^E18,0.1267289946085657,-0.1267289946085657,8.0,0.0209345031626199,2.075142358428477e-07,0.018314209449921,-1.9762037835021908,1.0,1.6393342804952304,-0.2170157633340531,1.12497972907439e-06,-0.0560293817588247,4.548963050131367,-7.4714285714285715,4.0,1.3061700832149383,-0.0071191595244677,0.0465116279069766,-0.0454086781029262,-0.0549450549450548,-0.1454381210478771,-0.1759581881533101,-0.176675369886858,-0.1007604562737641,-0.0596421471172962,-0.0425101214574898,-0.0376398779247201,-0.0346938775510203,-0.0217166494312305,0.1182033096926713,0.1302270011947432,0.2143774069319641,0.1693448702101361,0.1736972704714641,0.1438935912938332,0.2066326530612245,0.3102493074792245,0.4621329211746523,0.4992076069730589,0.4576271186440679,0.5160256410256412,0.653846153846154,0.7200000000000002,0.6088435374149661,0.5111821086261983,0.566225165562914,0.5432300163132138,0.5063694267515924,0.5209003215434085,0.6983842010771995,0.6143344709897611,0.5209003215434085,0.7583643122676582,0.7616387337057728,0.566225165562914,0.7916666666666667,0.9306122448979592,0.9790794979079498,1.047619047619048,0.9227642276422768,0.9306122448979592,1.0975609756097562,1.0387931034482762,0.9626556016597512,1.047619047619048,1.0213675213675215
BBNH-L^L97,0.0959706632082643,-0.0959706632082643,8.0,0.0067306829399623,0.0004092464830557,36.11812836302601,-1.703491419606491,1.0,1.847747093023256,0.0349401488191523,1.0976037329694707e-05,0.0015256214663914,0.0101749385113079,-18.5,5.0,1.4269622093023255,0.1182554517133956,-0.777533039647577,3.54,-0.0108932461873637,7.107142857142856,-0.0130434782608694,7.107142857142856,-0.0299145299145298,0.0341685649202734,7.4074074074074066,7.4074074074074066,0.0460829493087557,7.107142857142856,7.107142857142856,0.0389016018306636,-0.0215517241379309,7.254545454545454,0.0412844036697246,0.0202247191011235,0.1100244498777507,0.1916010498687663,0.17312661498708,0.1378446115288221,0.1407035175879396,0.1493670886075948,0.1978891820580475,0.2438356164383561,0.1154791154791154,0.2010582010582011,0.0887290167865708,0.1293532338308458,0.0202247191011235,0.0939759036144578,0.1019417475728154,0.0682352941176471,-0.0462184873949579,0.004424778761062,-0.0299145299145298,-0.0521920668058455,-0.0462184873949579,0.0887290167865708,0.1127450980392157,0.0913461538461537,-0.0021978021978021,0.0861244019138756,0.0558139534883721,0.1209876543209877,0.1073170731707318,0.0509259259259258,0.0
BBOU-L,0.0417289486796213,-0.0417289486796213,8.0,-0.0521654737352905,4.400635930047695e-07,0.0388378984258102,-0.6438377936741095,1.0,1.3946345256609642,-0.0312645823611759,3.049268915061592e-06,-0.0093412592502729,12.2813020797177,-0.4890510948905109,7.0,0.6687402799377916,0.3568559954102123,0.0940919037199123,0.0529953917050691,-0.002183406113537,0.0292792792792793,0.0410022779043282,-0.0108225108225107,-0.0439330543933054,-0.0129589632829373,-0.0338266384778013,-0.0129589632829373,-0.0538302277432711,-0.0172043010752688,-0.0043572984749454,-0.0043572984749454,-0.0358649789029535,-0.0065217391304346,-0.0968379446640315,-0.1177606177606176,-0.0823293172690763,-0.0786290322580645,-0.0538302277432711,-0.045929018789144,-0.0235042735042734,0.0043956043956046,0.0855106888361045,0.0855106888361045,0.0155555555555555,0.0110619469026549,-0.0255863539445628,0.0088300220750552,-0.0616016427104721,0.024663677130045,0.0433789954337899,-0.031779661016949,-0.0479166666666666,-0.0214132762312633,-0.1211538461538461,-0.1344696969696969,-0.0439330543933054,-0.0378947368421052,0.0529953917050691,0.0803782505910164,-0.1021611001964636,-0.0193133047210299,-0.0399159663865544,-0.027659574468085,-0.0498960498960497,-0.0823293172690763,0.0133037694013304
BBQS-L^G99,0.0552963647180386,-0.0552963647180386,8.0,0.1036095376103279,4.0452075098814233e-07,0.0357010579555934,1.0688071376687875,1.0,1.708792060784618,-0.1617915904936013,1.40358896798371e-06,0.0957713081280463,1.7704443916356414,-0.9255765199161424,6.0,0.9837184059544116,-0.0706880574539557,-0.0204081632653061,0.053763440860215,-0.02,0.0769230769230768,0.1136363636363635,0.0828729281767954,0.053763440860215,0.0828729281767954,0.1199999999999998,0.0769230769230768,0.0949720670391061,0.0594594594594592,0.1395348837209302,0.101123595505618,0.1597633136094673,0.2645161290322579,0.1807228915662651,0.1073446327683615,0.0208333333333332,-0.0050761421319797,0.0949720670391061,0.0652173913043476,0.0594594594594592,0.053763440860215,0.0949720670391061,0.1199999999999998,0.0949720670391061,0.2098765432098763,0.1736526946107783,0.1329479768786128,0.0949720670391061,0.1529411764705881,0.2810457516339868,0.2173913043478259,0.1597633136094673,0.1597633136094673,0.1199999999999998,0.0949720670391061,0.2327044025157232,0.2727272727272727,0.1951219512195121,0.240506329113924,0.1597633136094673,0.3243243243243243,0.3611111111111111,0.3066666666666666,0.2484076433121018,0.2249999999999998,0.2173913043478259
BBTK-L^C11,0.1419922949917446,-0.1419922949917446,8.0,-0.1351351351351351,0.0004767905303408,42.07924145991821,0.8981365571940071,1.0,2.2118959107806693,0.0324374420759962,7.64604906211742e-08,-0.0195005131713992,0.0030413057207958,-5.776119402985074,6.0,2.159851301115242,0.1758241758241758,0.0,0.0,-0.0454545454545455,-0.0454545454545455,-0.0454545454545455,-0.16,-0.0232558139534884,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439,0.0769230769230768,0.0769230769230768,0.0499999999999998,0.0499999999999998,-0.7254901960784315,-0.7469879518072289,-0.7613636363636364,-0.76,-0.7558139534883721,-0.7469879518072289,-0.7586206896551724,-0.7423312883435582,-0.7272727272727273,-0.7123287671232876,-0.7142857142857143,-0.7142857142857143,-0.7142857142857143,-0.72,-0.7181208053691275,-0.7218543046357616,-0.6911764705882353,-0.7103448275862069,-0.72,-0.6528925619834711,-0.6744186046511629,-0.671875,-0.6379310344827587,-0.631578947368421,-0.7062937062937062,-0.7123287671232876,-0.7142857142857143,-0.6865671641791045,-0.7358490566037736,-0.7290322580645161,-0.7236842105263158,-0.7341772151898734,-0.7666666666666667
BBTU-L^C18,0.0763284287565754,-0.0763284287565754,8.0,-0.1070511155366986,6.631290575072517e-07,0.058524584601096,-0.2534769867460667,1.0,0.863081549619671,-0.0351699882766705,1.993634251501859e-06,-0.0386469246976651,3.3925290921384894,-12.150485436893202,5.0,0.8328321245356448,-0.0059777523651107,-0.0305676855895196,-0.0171673819742489,-0.0086580086580086,0.1225490196078431,0.1565656565656565,0.0904761904761903,0.1009615384615385,0.2052631578947368,0.2651933701657458,0.1927083333333334,0.1865284974093264,0.2116402116402116,0.2311827956989247,0.3550295857988166,0.5684931506849316,0.6013986013986015,0.4049079754601228,0.3550295857988166,0.3795180722891567,0.3391812865497077,0.3391812865497077,0.2651933701657458,0.2865168539325842,0.3391812865497077,0.3011363636363637,0.3630952380952381,0.3391812865497077,0.4585987261146496,0.5266666666666666,0.506578947368421,0.3712574850299401,0.3313953488372094,0.4870129870129869,0.4049079754601228,0.2311827956989247,0.1804123711340206,0.080188679245283,0.1225490196078431,0.4135802469135801,0.5165562913907285,0.3313953488372094,0.2180851063829787,0.1336633663366335,0.2052631578947368,0.2116402116402116,0.2793296089385475,0.4049079754601228,0.3011363636363637,0.1743589743589744
