firms,absacc,acc,age,bm,bm_ia,convind,currat,ep,herf,mve_ia,pctacc,ps,quick,roic,salerec,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBTK-L^C11,0.1866034676312835,0.1866034676312835,1.0,4.568715083798883e-07,0.2321518845076249,1.0,2.6365414710485133,3.346368715083799e-08,3.333650816377334e-08,4.342166043898374,2.497495826377295,5.0,2.561815336463224,-0.0315310958506625,3.05568445475638,0.5681609571715893,0.1261261261261259,0.0750605326876514,0.0855745721271394,0.2299168975069254,-0.251264755480607,-0.276872964169381,-0.3007874015748031,-0.2410256410256409,-0.1941923774954627,-0.1445086705202312,-0.1207920792079206,-0.159090909090909,-0.1428571428571426,-0.0920245398773005,-0.0389610389610388,-0.0492505353319057,-0.0133333333333331,0.0113895216400912,-0.103030303030303,-0.0826446280991735,-0.0431034482758618,-0.1155378486055775,-0.2057245080500893,0.1623036649214662,-0.0492505353319057,-0.0176991150442475,0.0776699029126213,0.0990099009900991,0.3136094674556213,0.5153583617747441,0.4230769230769231,0.6383763837638379,1.1346153846153846,0.8423236514522823,0.1715039577836412,0.2065217391304348,0.1443298969072166,0.4185303514376999,0.7142857142857146,0.8122448979591836,0.8122448979591836,1.4262295081967211,1.3617021276595749,1.7577639751552794,2.083333333333334,2.264705882352941,2.860869565217392,2.415384615384616,3.53061224489796
BBTU-L^C18,0.1497131603733196,0.1497131603733196,1.0,1.004755653530825e-06,0.5105503717314741,1.0,1.4307934014139827,8.549443109669004e-08,6.434755790796162e-06,5.876187810848347,1.6885562530178655,5.0,1.1913589945011784,0.0618180188658107,14.40181031090122,0.7566048944694374,-0.1214953271028037,-0.0389221556886226,0.006269592476489,0.2205323193916351,0.0808080808080806,0.0955631399317404,0.006269592476489,-0.0586510263929619,0.0422077922077921,0.1382978723404255,-0.0272727272727272,-0.0360360360360361,-0.0243161094224924,0.1030927835051545,-0.446551724137931,-0.4278074866310161,-0.413162705667276,-0.398876404494382,-0.355421686746988,-0.2603686635944701,-0.2464788732394366,-0.2960526315789473,-0.2834821428571429,-0.2464788732394366,-0.2654462242562929,-0.2534883720930232,-0.220873786407767,-0.2093596059113299,-0.1893939393939394,-0.1277173913043479,-0.1132596685082872,-0.0031055900621118,0.0993150684931507,-0.0880681818181818,-0.2945054945054944,-0.2753950338600451,-0.2945054945054944,-0.2429245283018868,-0.2603686635944701,-0.272108843537415,-0.2464788732394366,-0.2882483370288248,-0.2014925373134327,-0.1618798955613577,-0.1008403361344537,-0.1229508196721311,-0.0906515580736543,-0.1083333333333333,-0.0641399416909621
BBVN-L^I99,0.0741979625969286,0.0741979625969286,2.0,3.090006594163473e-07,0.157013698779299,1.0,1.2955569864777847,9.011041043829185e-08,5.9298658152200244e-08,0.683773309699923,0.9606299212598424,6.0,0.9414037347070184,0.134154688569473,3.96054114994363,0.7746156061635048,-0.1054852320675105,-0.0042016806722687,0.1074766355140186,0.0533333333333334,0.0304347826086957,0.0821917808219179,0.0972222222222221,0.0304347826086957,0.0128205128205129,0.1074766355140186,-0.0632411067193674,-0.0557768924302787,-0.0286885245901639,0.0772727272727271,0.0972222222222221,0.0972222222222221,0.0871559633027523,0.0349344978165939,0.0259740259740259,0.1732673267326732,0.1504854368932038,0.0772727272727271,0.1023255813953489,0.017167381974249,-0.1595744680851063,-0.1090225563909774,-0.1090225563909774,-0.1444043321299638,-0.0919540229885056,-0.1444043321299638,-0.1654929577464787,-0.0919540229885056,-0.0988593155893535,-0.0519999999999999,-0.3489010989010989,-0.252365930599369,-0.25,-0.252365930599369,-0.2152317880794702,-0.2178217821782176,-0.1022727272727272,-0.311046511627907,-0.1993243243243242,-0.0246913580246913,-0.0042016806722687,-0.0083682008368201,0.0871559633027523,0.0486725663716816,0.2473684210526316
BBXK-L,0.0225754576942107,0.0225754576942107,2.0,3.442982143451252e-07,0.1749495817243427,1.0,0.9943013698630137,6.162893676617601e-08,1.5111934570424636e-05,15.311520560952632,0.1876606683804626,4.0,0.5841095890410959,0.1943261068509578,43.64280155642024,0.9774052680841666,-0.0450819672131147,0.0295358649789028,0.0892857142857141,0.3118279569892472,0.2448979591836735,0.1844660194174756,0.2079207920792078,0.2199999999999999,0.2079207920792078,0.2910052910052909,0.2385786802030456,0.1090909090909089,0.1563981042654028,0.2577319587628865,0.3631284916201116,0.4269005847953215,0.515527950310559,0.4969325153374233,0.3863636363636362,0.5844155844155843,0.6944444444444444,0.4104046242774566,0.4969325153374233,0.6266666666666667,0.4104046242774566,0.4022988505747127,0.3785310734463276,0.3555555555555554,0.3942857142857143,0.3785310734463276,0.3631284916201116,0.3406593406593405,0.4104046242774566,0.2199999999999999,0.0252100840336135,0.0338983050847458,-0.0505836575875485,0.0041152263374484,-0.0355731225296441,0.0472103004291843,0.1401869158878503,0.1348837209302325,0.2910052910052909,0.3631284916201116,0.326086956521739,0.2385786802030456,0.2385786802030456,0.1192660550458715,0.2448979591836735
BCPS-L^C06,0.1959365768372821,0.1959365768372821,1.0,7.886481586805062e-07,0.4007388355215881,1.0,1.0854046336556558,1.162377363856107e-07,1.0071567333144772e-05,5.459388386455823,1.8635321100917424,5.0,0.6922577714322798,0.0884467374296951,5.17555957494913,0.7399150806208468,-0.1612403100775193,-0.0076923076923076,0.0238095238095239,0.1395759717314488,0.0932203389830508,0.0696517412935322,0.038647342995169,0.0221870047543581,0.1217391304347825,0.1295971978984238,-0.0430267062314539,-0.055636896046852,-0.0692640692640692,0.0189573459715639,0.0062402496099844,-0.0430267062314539,-0.0286144578313252,-0.051470588235294,0.0046728971962617,0.2169811320754717,0.1663652802893309,0.1178509532062392,0.1436170212765959,0.164259927797834,0.1159169550173009,0.1101549053356283,0.1063464837049743,0.1159169550173009,0.1044520547945206,0.1705989110707804,0.174863387978142,0.2874251497005988,0.338174273858921,0.226235741444867,-0.1260162601626016,-0.0785714285714285,-0.0953716690042075,-0.1307277628032345,-0.0732758620689655,0.0270700636942675,0.032,0.0173501577287067,0.131578947368421,0.2309160305343511,0.2524271844660193,0.2622309197651662,0.2772277227722772,0.2524271844660193,0.3163265306122449
BCQE-L^A14,0.0608174301500842,0.0608174301500842,2.0,8.290551716667243e-07,0.4212710071278653,1.0,2.0339116719242907,1.505441830341182e-07,9.0500292980466e-07,1.7128632089417108,0.7300094073377239,4.0,1.114616193480547,0.1549017996548607,4.418544752092724,1.1889216776200542,-0.2379958246346555,-0.0283975659229208,-0.0264227642276422,0.0691964285714283,0.0620842572062085,0.1486810551558752,0.0788288288288288,0.0367965367965368,0.0691964285714283,0.0345572354211662,-0.0735009671179883,-0.1338155515370706,-0.1080074487895716,-0.0570866141732283,-0.0589390962671905,0.0020920502092049,0.0301075268817203,-0.0244399185336049,0.025695931477516,0.221938775510204,0.3087431693989071,0.2250639386189257,0.3159340659340659,0.3232044198895027,0.221938775510204,0.3195592286501378,0.3724928366762177,0.4171597633136095,0.4471299093655589,0.4088235294117648,0.4603658536585366,0.5913621262458473,0.87109375,0.6807017543859648,0.0861678004535146,-0.4957894736842105,-0.5385356454720617,-0.54293893129771,-0.5881341358555461,-0.5597426470588236,-0.5438095238095237,-0.4599774520856819,-0.4122699386503068,-0.3596256684491978,-0.3763020833333332,-0.3291316526610643,-0.3527027027027027,-0.4793478260869565,-0.4849462365591398
BCUB-L^L00,0.5119778869778869,0.5119778869778869,1.0,3.432274931392023e-07,0.1744055120216406,1.0,1.665185185185185,1.0447895718758113e-07,4.128139176526733e-07,1.7181310494896131,2.2527027027027025,5.0,1.1540740740740745,0.1582142857142857,4.807572614107883,0.8742952623255239,-0.1143984220907298,0.0039603960396039,0.0346938775510203,0.1393258426966293,0.1367713004484305,0.1736111111111111,0.1929411764705884,0.1901408450704227,0.2216867469879517,0.2014218009478674,0.1118421052631579,0.0696202531645568,0.0764331210191082,0.1342281879194631,0.1628440366972476,0.1367713004484305,0.1342281879194631,0.1522727272727273,0.1929411764705884,0.3702702702702702,0.4201680672268908,0.3307086614173229,0.4485714285714286,0.5000000000000002,0.4201680672268908,0.4911764705882353,0.6146496815286624,0.5893416927899688,0.56,0.5893416927899688,0.5000000000000002,0.7604166666666667,1.003952569169961,0.8988764044943822,0.0950323974082074,0.1682027649769586,0.316883116883117,0.4005524861878453,0.4610951008645534,0.5089285714285716,-0.228310502283105,-0.213953488372093,-0.1377551020408163,0.0346938775510203,0.1241685144124169,0.1709006928406466,0.2487684729064041,0.0696202531645568,0.0019762845849804
BCYN-L,0.0531567075282806,0.0531567075282806,1.0,3.442229339986052e-05,17.491132923104765,1.0,2.739383846794338,7.965489381785907e-06,1.1218696976250768e-05,0.1790681137327091,0.5350340136054419,3.0,2.0274771024146543,0.0655522163786626,6.108723135271807,1.2600736676103397,-0.1526032315978457,-0.0176366843033508,-0.032986111111111,0.0670498084291189,0.0469924812030075,0.0964566929133858,0.094302554027505,-0.0413080895008605,0.0145719489981785,0.0836575875486382,0.0295748613678372,-0.0245183887915936,0.0529300567107751,0.1484536082474228,0.1184738955823292,0.0549242424242424,0.0690978886756239,0.0773694390715669,0.1007905138339921,0.3389423076923077,0.2775229357798165,0.2687927107061505,0.2687927107061505,0.3454106280193239,0.2745995423340961,0.3585365853658537,0.3357314148681056,0.5054054054054054,0.577903682719547,0.5135869565217392,0.6239067055393586,0.5558659217877095,0.5472222222222223,0.7406250000000001,-0.5931336742147553,-0.5586370839936607,-0.6153314917127072,-0.4613152804642165,-0.4424424424424424,-0.419186652763295,-0.3345280764635602,-0.2411444141689372,-0.2690288713910761,-0.1939218523878436,-0.1483180428134556,-0.2121640735502121,-0.1296874999999999,-0.1088,0.0314814814814814
BCYO-L^K98,0.41244488811247,-0.41244488811247,1.0,3.77622778403203e-07,0.191882921196335,1.0,1.1501702610669693,7.099308233980218e-08,2.7171415706757342e-08,1.2847694708641917,-6.593085106382981,4.0,1.1501702610669693,-0.0823767724510465,0.4479186287436429,1.0984114626214427,-0.0785123966942148,-0.0358565737051792,-0.1683848797250859,-0.1167883211678832,-0.0546875,-0.0727969348659003,-0.12,-0.1508771929824561,-0.0970149253731343,-0.032,-0.0081967213114754,0.0755555555555556,0.0707964601769912,0.0125523012552299,0.0521739130434784,0.09009009009009,0.056768558951965,0.0083333333333333,-0.0763358778625954,0.0803571428571428,0.09009009009009,-0.0162601626016259,0.0341880341880342,0.0521739130434784,-0.0692307692307693,-0.0692307692307693,-0.047244094488189,0.0755555555555556,0.1523809523809522,0.0999999999999998,0.056768558951965,0.1523809523809522,0.1862745098039215,-0.1135531135531136,-0.4372093023255814,-0.3614775725593667,-0.4168674698795181,-0.395,-0.4610244988864143,-0.4097560975609755,-0.4265402843601895,-0.4524886877828055,-0.4750542299349241,-0.4305882352941177,-0.4692982456140351,-0.4851063829787234,-0.4573991031390134,-0.4154589371980676,-0.4196642685851319
BCZB-L,0.0001606941989393,0.0001606941989393,2.0,3.088332234673698e-07,0.1569286189037181,1.0,0.4431708940323892,6.892990551527138e-08,2.3078371985199955e-05,11.039775232280164,0.0015938795027092,6.0,0.2151149892775271,0.132537688442211,78.75454545454545,0.793887174501288,0.0033444816053511,0.0170068027210885,0.0170068027210885,0.1771653543307088,0.2056451612903227,0.1412213740458014,0.1198501872659176,0.1156716417910448,0.1240601503759397,0.1771653543307088,0.099264705882353,0.0310344827586208,0.07168458781362,0.2056451612903227,0.2458333333333335,0.2304526748971194,0.3348214285714286,0.3778801843317974,0.2723404255319148,0.5025125628140705,0.5025125628140705,0.4238095238095238,0.5492227979274613,0.4514563106796116,0.3778801843317974,0.3056768558951965,0.371559633027523,0.288793103448276,0.3000000000000002,0.3529411764705883,0.31140350877193,0.3778801843317974,0.4238095238095238,0.288793103448276,0.0602836879432624,0.16796875,0.049122807017544,-0.4809027777777777,-0.4523809523809523,-0.4137254901960783,-0.3885480572597136,-0.3809523809523809,-0.3204545454545454,-0.2863961813842482,-0.2760290556900725,-0.2468513853904281,-0.2562189054726367,-0.2777777777777777,-0.1962365591397848
BCZR-L^G00,0.693925546686588,0.693925546686588,1.0,3.473485974824066e-07,0.1764995846919196,1.0,1.2408744317029223,5.270006037178205e-08,1.8717439920865252e-06,5.384237378612263,5.844655131142496,5.0,0.8741214514993497,0.1302340542066438,14.00912794741848,0.8975916292872931,-0.1407035175879397,-0.0148514851485148,-0.0613207547169811,0.0756756756756755,0.0364583333333332,-0.091324200913242,-0.0871559633027523,-0.1844262295081967,-0.1844262295081967,-0.1116071428571429,-0.1233480176211453,-0.156779661016949,-0.5382830626450116,-0.5414746543778801,-0.6143410852713178,-0.5477272727272728,-0.4962025316455696,-0.4281609195402298,-0.4215116279069767,-0.2892857142857142,-0.2433460076045627,-0.3114186851211072,-0.3254237288135594,-0.3231292517006803,-0.3932926829268293,-0.4164222873900294,-0.3819875776397515,-0.3722397476340694,-0.0523809523809524,-0.1194690265486725,-0.0657276995305163,-0.1036036036036036,-0.1036036036036036,-0.0700934579439253,-0.4198250728862974,-0.3559870550161812,-0.2710622710622711,-0.2546816479400748,-0.1877551020408163,-0.1271929824561403,-0.1271929824561403,-0.2039999999999999,-0.0568720379146918,0.0473684210526317,0.1502890173410405,0.1371428571428572,0.2756410256410255,0.0815217391304348,0.0698924731182795
BDAJ-L,0.2321100917431192,0.2321100917431192,18.0,5.825557421302101e-07,0.2960162997378535,1.0,1.5387195121951218,9.575530852126597e-08,5.740224662904127e-07,4.565047728877916,1.2635960044395116,5.0,1.103658536585366,0.0001059097648803,8.10229799851742,1.0574276392744046,-0.189655172413793,-0.1313364055299538,-0.0610211706102116,0.0120805369127516,-0.0117955439056356,-0.0065876152832674,-0.0645161290322581,-0.1222351571594877,-0.1480225988700564,-0.1002386634844869,-0.1944444444444444,-0.2012711864406778,-0.2274590163934425,-0.2497512437810946,-0.2012711864406778,-0.2202688728024818,-0.1640798226164079,-0.1518560179977502,-0.091566265060241,0.0230664857530529,0.1007299270072994,0.0107238605898123,0.0756062767475036,0.1511450381679389,0.0501392757660168,0.0258503401360545,0.0486787204450624,0.0314637482900137,0.0927536231884058,0.1949286846275753,0.2300163132137032,0.3659420289855073,0.4755381604696671,0.493069306930693,0.0575035063113604,0.0911722141823443,0.0244565217391303,-0.0207792207792207,0.0414364640883977,0.053072625698324,0.1372549019607842,0.112094395280236,0.2360655737704919,0.4361904761904762,0.4784313725490197,0.5049900199600799,0.5807127882599583,0.487179487179487,0.5263157894736841
