firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,15.0,-0.0453556049779965,6.99393327172347e-07,0.0632374192376468,0.1032367592753228,0.0782982849524271,1.1033800450730369,-0.3370033409896247,1.0,-0.0103374292958844,2.2117802378362024e-08,-0.041529988500877,1.0402557022039675e-09,1.0141425906439082e-06,-0.0656279001611878,5.0,0.0762488152604998,-0.0119100378814222,0.2032410433224542,-0.0361363743620513,0.1176470588235294,0.1724137931034484,0.0625,0.1724137931034484,0.0967741935483872,-0.1282051282051282,0.0,0.3076923076923077,0.0,0.0303030303030302,-0.0555555555555554,-0.276595744680851,-0.3199999999999999,-0.3199999999999999,-0.3333333333333332,-0.3928571428571429,-0.5211267605633803,-0.5526315789473684,-0.3818181818181818,-0.3584905660377359,-0.5277777777777777,-0.5277777777777777,-0.6666666666666666,-0.6666666666666666,-0.7043478260869565,-0.6699029126213591,-0.7763157894736842,-0.8172043010752688,-0.7926829268292683,-0.8152173913043478,-0.8316831683168316,-0.8210526315789474,-0.8316831683168316,-0.8191489361702128,-0.8219895287958114,-0.7875,-0.7364341085271318,-0.7322834645669292,-0.7792207792207793,-0.6964285714285714,-0.6530612244897959,-0.6530612244897959,-0.5802469135802469,-0.575,-0.6,-0.5641025641025641,-0.5696202531645569,-0.5405405405405406,-0.4848484848484848
BBIO-L^E18,14.0,-0.0301596688350088,6.14852325600559e-07,0.0555934304384109,0.0320121951219512,0.1373815676141257,1.2231555650542827,-0.0472203021065198,1.0,-0.083011583011583,6.472129743163779e-08,-0.0924647253076932,5.559188810489595e-07,1.5015341004139966e-06,-0.0017211703958691,4.0,1.2491470152357438,-0.0071835884460138,-0.037004662004662,-0.037004662004662,0.0549999999999999,0.25,0.1695906432748537,0.0309278350515465,-0.0049751243781093,-0.1561181434599157,-0.0697674418604651,-0.1631799163179916,-0.2619926199261992,-0.2125984251968504,-0.3610223642172524,-0.4011976047904191,-0.3902439024390244,-0.4202898550724637,-0.3265993265993266,-0.2700729927007299,-0.2452830188679244,-0.3006993006993006,-0.2700729927007299,-0.2248062015503876,-0.3421052631578947,-0.7155049786628734,-0.7118155619596542,-0.7389033942558747,-0.7361477572559367,-0.7229916897506925,-0.7512437810945274,-0.7593261131167268,-0.7171145685997171,-0.7354497354497354,-0.7515527950310559,-0.6978851963746224,-0.7747747747747749,-0.7641509433962265,-0.7687861271676301,-0.7837837837837838,-0.7747747747747749,-0.7458703939008895,-0.7539975399753998,-0.7389033942558747,-0.7948717948717949,-0.798183652875883,-0.7971602434077079,-0.7946611909650925,-0.798183652875883,-0.8148148148148149,-0.8191681735985533,-0.8017839444995045,-0.8116760828625236
BBOU-L,14.0,0.04883166969147,2.901561865909e-07,0.0262352065754325,0.0796812749003984,0.1612550471063257,0.5746401131425626,-0.1122919080957091,1.0,0.1569307885097358,7.818406160931266e-08,-0.056636678200692,6.47799618128205e-06,5.771695382995457e-07,0.0082777261593039,4.0,16.720627092919468,-0.1576718471794846,-0.120037438577334,-0.120037438577334,-0.0366032210834553,0.0411585365853659,0.0772870662460567,0.06055900621118,0.0118518518518517,0.039573820395738,-0.0643835616438356,-0.144110275689223,-0.1288265306122449,-0.073270013568521,-0.1974148061104582,-0.205813953488372,-0.245303867403315,-0.25599128540305,-0.2149425287356321,-0.1945754716981133,-0.129936305732484,-0.0832214765100671,-0.0242857142857142,-0.0242857142857142,-0.0058224163027656,-0.073270013568521,-0.144110275689223,-0.1095176010430247,-0.0579310344827586,-0.0460893854748603,-0.0460893854748603,0.0443425076452599,-0.0893333333333333,-0.0553250345781466,0.0379939209726443,0.1252059308072486,0.1837088388214904,0.1735395189003437,0.1345514950166113,0.1878260869565218,0.3134615384615384,0.3524752475247525,0.4288702928870291,0.5177777777777779,0.3714859437751003,0.2088495575221238,0.1270627062706271,0.130794701986755,0.0755905511811023,0.0928,-0.0014619883040934,0.0163690476190476,-0.0487465181058495
BBTK-L^C11,11.0,0.1364296081277213,0.0005626470656966,50.87315962842354,0.1020806241872561,0.1818181818181818,0.2721079577226741,-2.5709527345761374,1.0,0.8411764705882353,6.651099498650905e-05,0.1253396739130146,1.7957314417369788e-08,0.0007477992949834,-0.108730583824317,3.0,0.0017989912040477,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.0,-0.1999999999999999,-0.2727272727272727,-0.1999999999999999,-0.0476190476190475,0.0810810810810811,0.0810810810810811,0.0,0.5384615384615385,0.5384615384615385,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,0.0,0.0,0.6666666666666667,0.0,0.0,0.0526315789473683,0.142857142857143,0.3333333333333335,0.6000000000000001,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.6000000000000001,0.6000000000000001,1.0,0.4814814814814814,0.8181818181818183,0.25,1.5,1.5,0.8181818181818183,0.0,0.0,0.0,0.1111111111111111,0.1764705882352941,0.3793103448275863,0.3793103448275863,0.4285714285714286
BBTU-L^C18,14.0,0.0019354966128809,8.652565901225663e-07,0.0782343662884761,0.0790246594784254,0.1224645846748229,1.5374645457587186,0.0391373733839127,1.0,-0.0811946738079296,3.408066478521867e-08,-0.0981216210883429,1.5278161544476238e-06,9.104406164051276e-07,0.0966122431759692,4.0,2.308158094506774,0.4542754470554941,0.5633331123156909,0.3164976692777163,0.1753246753246753,0.1159420289855073,0.013157894736842,-0.0434782608695653,-0.0778443113772454,-0.1444444444444445,-0.12,-0.0253164556962025,-0.2061855670103092,-0.1894736842105262,-0.3,-0.3739837398373983,-0.3937007874015747,-0.3815261044176707,-0.3125,-0.2666666666666667,-0.2701421800947866,-0.2524271844660194,-0.1348314606741573,-0.1630434782608696,-0.3583333333333333,-0.3765182186234818,-0.3739837398373983,-0.3636363636363636,-0.3063063063063064,-0.2524271844660194,-0.3304347826086956,-0.3609958506224067,-0.263157894736842,-0.2061855670103092,-0.1979166666666666,-0.2061855670103092,-0.2903225806451612,-0.3031674208144795,-0.3094170403587444,-0.384,-0.4296296296296297,-0.4519572953736654,-0.4076923076923077,-0.0941176470588235,-0.2222222222222222,-0.2596153846153846,-0.2020725388601035,-0.2666666666666667,-0.3636363636363636,-0.3765182186234818,-0.3888888888888888,-0.4358974358974359,-0.4917491749174917
BBXK-L,15.0,-0.0606907483106698,1.10109935866931e-05,0.99558687595709,0.06985212487233,0.1827750951687488,1.435058030858605,-0.095767444868907,1.0,-0.0139226949664103,1.7413054299651244e-06,-0.0333096738577023,3.3203982025665147e-06,1.3471289645805116e-05,-0.0957454571991533,3.0,0.2230895395118119,-0.1193580391801135,0.9928460800944022,-0.0071539199055977,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0144927536231884,0.0,0.0144927536231884,0.0144927536231884,-0.8153034300791557,-0.8209718670076727,-0.8181818181818182,-0.8186528497409327,-0.8128342245989305,-0.8060941828254847,-0.7965116279069767,-0.7619047619047619,-0.7254901960784313,-0.7426470588235294,-0.717741935483871,-0.7307692307692308,-0.7188755020080322,-0.7348484848484849,-0.7407407407407407,-0.7021276595744681,-0.6875,-0.6236559139784947,-0.6428571428571428,-0.6391752577319587,-0.6517412935323383,-0.6682464454976303,-0.6818181818181819,-0.7071129707112971,-0.7318007662835249,-0.7021276595744681,-0.7318007662835249,-0.7307692307692308,-0.7526501766784452,-0.7627118644067796,-0.7154471544715447,-0.7526501766784452,-0.7777777777777778,-0.8267326732673268,-0.8167539267015707,-0.8087431693989071,-0.8205128205128205,-0.8349056603773585
BCPS-L^C06,14.0,-0.0591419037860276,4.422755510706065e-06,0.3998946423279378,0.0184306059759843,-0.0251341558501123,0.9405641785428168,0.2715001808596642,1.0,-0.2115249472944483,-6.439549224387292e-07,0.031406099822658,3.644795556618042e-07,8.03635675604393e-06,0.0588290840415485,3.0,0.2256074200338823,0.0060827359016667,-0.3227922330995885,0.0808158319870759,0.0389691235059761,44.89714285714285,49.51572327044025,0.0273727295983625,0.0544833924117105,-0.0285437832607645,-0.0483412322274883,-0.0692931633835458,-0.074121037463977,-0.0208460319395343,-0.0093734583127775,0.0398757120662869,0.0341187073516155,0.0327889931850327,-0.0305371152685576,34.53982300884956,32.747899159663866,-0.0616822429906541,46.80952380952381,-0.0647414997671169,-0.1188151398793199,-0.0878946173063821,57.20289855072464,-0.0422132124970189,-0.0543913350600424,63.256,-0.1457136779408636,-0.145986177565125,24.33753943217665,-0.1479792086559881,53.27027027027027,-0.0867538374076181,-0.1116026988165026,-0.1227610310179118,-0.1263867739830324,58.94029850746268,67.64957264957265,-0.1111111111111111,61.74999999999999,51.15584415584415,44.63636363636363,49.83544303797468,50.81935483870967,49.2,45.16091954022989,45.42774566473988,46.24705882352941,47.67878787878788,7.88495575221239
BCQE-L^A14,15.0,-0.3612873278663159,-1.635387888603093e-07,-0.0147867738381037,0.0959302325581395,-0.2294919944653093,1.09393826864697,0.3830629567158312,1.0,-1.7152777777777777,-2.28954304404433e-06,-0.2994995751108946,1.2815330499133949e-06,6.4224699120383605e-06,-0.3339370986332949,3.0,0.5091868941582495,0.1262894852642191,-0.0041225284052262,-0.2802639127940333,0.2857142857142856,0.4000000000000001,-0.0666666666666665,-0.7307692307692307,-0.7358490566037736,-0.7878787878787878,-0.7741935483870968,-0.7666666666666666,-0.8108108108108107,-0.7910447761194029,-0.8444444444444444,-0.8679245283018868,-0.8703703703703703,-0.8870967741935484,-0.86,-0.8793103448275862,-0.8823529411764706,-0.8640776699029126,-0.78125,-0.641025641025641,-0.8409090909090908,-0.8426966292134831,-0.8970588235294118,-0.9047619047619048,-0.9054054054054054,-0.8970588235294118,-0.9119496855345912,-0.9234972677595628,-0.9102564102564102,-0.9176470588235294,-0.9135802469135802,-0.9047619047619048,-0.9465648854961832,-0.943089430894309,-0.944,-0.9406779661016949,-0.9545454545454546,-0.946969696969697,-0.9501779359430604,-0.951219512195122,-0.9584569732937686,-0.953020134228188,-0.953020134228188,-0.9501779359430604,-0.9582089552238806,-0.9575757575757576,-0.9539473684210528,-0.950877192982456,-0.9558359621451104
BCYN-L,14.0,-0.0676135523006361,3.570965722098534e-07,0.0322877911009814,0.0312599174865122,0.1383680331048752,0.5103482633545626,0.1307398415896671,1.0,-0.058442871587462,3.328606364670884e-08,-0.1009876732256335,1.6126161104674788e-06,5.723822419248574e-07,-0.0674746969886292,4.0,10.54115160725484,0.0764439528641032,-0.0058283292122924,-0.0058283292122924,0.0328836424957841,-0.0278688524590163,-0.086286594761171,0.0128095644748076,-0.0435483870967742,-0.1042296072507553,0.0349040139616054,0.1425818882466281,0.0449339207048458,0.1458937198067633,-0.0246710526315789,-0.0890937019969277,-0.7644956314535345,-0.7821054565496969,-0.7922942206654991,-0.7903852951572994,-0.7738367658276125,-0.7746532395971879,-0.7352678571428571,-0.7175517980471542,-0.7556150834535339,-0.7487288135593221,-0.7709097933165927,-0.7829428989751098,-0.7913808267370273,-0.7493660185967879,-0.7674965693001372,-0.7549080388510023,-0.745220193340494,-0.7144233084517218,-0.7291000456829603,-0.7001264222503161,-0.7440656020716444,-0.7240577012563983,-0.7253993980087983,-0.7019351595878361,-0.7059990084283589,-0.7225730994152046,-0.6967527486576324,-0.7370288248337029,-0.8000337211262856,-0.7637450199203187,-0.7164036346245816,-0.7160641608810151,-0.734675615212528,-0.7493130416402451,-0.7289142857142857,-0.6749794464236778,-0.7295324971493728
BCZB-L,15.0,0.086713034052931,9.620783816007076e-07,0.0869887538143017,0.0547751641592552,0.1318497065772426,1.662050599479736,-0.0113875430365774,1.0,0.0319719471947194,8.730433444867505e-08,0.0107350012985888,1.5461914631266615e-05,1.3382177608553517e-06,0.1293411230120091,4.0,4.204175299294606,-0.049630442632447,-0.1382302582628885,0.0156158955832653,0.1250000000000002,0.0909090909090908,0.0300429184549355,-0.024390243902439,-0.1397849462365592,-0.1946308724832215,-0.1335740072202166,-0.1111111111111111,-0.2356687898089172,-0.2052980132450331,-0.3424657534246575,-0.363395225464191,-0.4014962593516209,-0.4,-0.4188861985472155,-0.3861892583120205,-0.3442622950819672,-0.3370165745856354,-0.363395225464191,-0.3333333333333333,-0.3617021276595744,-0.4059405940594059,-0.4545454545454546,-0.4495412844036698,-0.3939393939393939,-0.3939393939393939,-0.3700787401574803,-0.3424657534246575,-0.3954659949622167,-0.3877551020408163,-0.3908629441624366,-0.35656836461126,-0.3370165745856354,-0.2546583850931677,-0.2380952380952381,-0.1176470588235295,-0.2857142857142857,-0.2,-0.101123595505618,-0.2727272727272727,-0.3123209169054441,-0.270516717325228,-0.3442622950819672,-0.3530997304582211,-0.4418604651162791,-0.358288770053476,-0.416058394160584,-0.368421052631579,-0.3924050632911393
