firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chpmia,chtx,cinvest,convind,depr,egr,ep,grltnoa,herf,hire,invest,lev,lgr,ms,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,secured,securedind,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,21.0,0.0129592921513562,1.6910757413842457e-06,0.1653431818363354,0.0836785224658382,0.0356092158786368,0.8034538064187706,-1722.6019,-0.3841699387417951,-0.0082903338197965,-0.0003127307196936,-0.0409475249958188,1.0,0.0672270804477387,-0.1052391688000174,6.552697921253963e-08,-0.0193012277113127,0.0001691772962617,-0.0568584210147727,0.0149362343794642,6.604992735834687e-06,0.0483799345538314,5.0,8.180207331546725,0.1341872621647794,-0.0375515414694012,0.0217656701401432,0.0308898651725268,0.0003237556164739,0.0015961789439695,1.0,1.0,-0.0264321678139799,0.7483377568486704,0.2763216348289647,-0.3056755089450956,-0.3639446171234811,-0.4586339586339586,-0.4733270940570894,-0.5054920913884007,-0.4414392059553349,-0.4187967983475341,-0.4723394280356304,-0.4873605101343656,-0.4552274927395934,-0.5510570402871958,-0.5156014633096622,-0.5089441535776614,-0.5159139784946236,-0.461225466730493,-0.5135076723578993,-0.5123483535528596,-0.5372121710526315,-0.5454361873990308,-0.565946779791747,-0.5417345276872964,-0.5852220379583564,-0.6103513934568114,-0.6168510638297873,-0.6324897959183673,-0.643716365938588,-0.6417316568518223,-0.6268236074270557,-0.6481163045177427,-0.6234526597524255,-0.6022968197879859,-0.5780693533270853,-0.5981792217065334,-0.600177619893428,-0.6107556631506138,-0.6202125864687025,-0.622252055714046,-0.6230743469524447,-0.6277492971721514,-0.5704198473282442,-0.6114946496375561,-0.5892335766423358,-0.5730273141122912,-0.5627428127428127,-0.5097996515679442,-0.5181934931506849,-0.5312369845897542,-0.5727031131359149
BAOH-L,6.0,0.0343670912042211,5.587267030781588e-07,0.0546289256022609,0.1389270460223473,0.2148400705516514,0.7709489324662986,35.3823,-0.1918730305158948,0.0531704429433267,0.0035804355519701,-0.3384859233516997,1.0,0.1309827923269376,0.0333590178351636,3.2513583084631607e-08,-0.0698948792969594,3.9634039166609526e-08,-0.0283978428561677,0.0518563013401321,7.348956044894396e-07,0.0346086361386889,3.0,0.9987761886653772,-0.1653472898332078,0.1604235589408139,0.0156962723163483,0.4112051281132552,0.0126055073749115,0.0297834040904071,1.0,1.0,0.1076527302446938,1.7242661747917474,-0.0023752969121139,0.0193704600484261,0.0472636815920399,0.0712468193384223,0.5089605734767024,0.4982206405693949,0.4319727891156462,0.4080267558528427,0.4175084175084174,0.4668989547038327,0.4823943661971832,0.5592592592592591,0.5421245421245422,0.5535055350553506,0.530909090909091,0.4668989547038327,0.4982206405693949,0.530909090909091,0.5089605734767024,0.4668989547038327,0.530909090909091,0.5364963503649633,0.5477941176470587,0.5592592592592591,0.4271186440677965,0.3668831168831168,0.3894389438943895,0.3803278688524591,0.3940397350993376,0.3940397350993376,1.1813471502590676,1.105,1.1479591836734695,1.09452736318408,1.105,0.5143884892086332,0.4771929824561403,0.4668989547038327,0.4823943661971832,0.4823943661971832,0.5089605734767024,0.412751677852349,0.4720279720279721,0.5364963503649633,0.5035714285714286,0.5253623188405798,0.4033333333333333,0.5253623188405798,0.4823943661971832
BBOU-L,31.0,0.0532054517920242,1.293309500126657e-07,0.0126451998935932,0.1019574876906448,0.1805732972254866,0.6577035376585683,-710.0,-0.2788981085181663,-0.0008048057313123,-0.0077401985529194,0.0890637814879906,1.0,0.0839506172839506,-0.1595295536791315,4.8880014596342975e-08,0.0093425775679795,1.3073652316255814e-06,-0.0412778421088481,0.0366818105334006,3.270011103059148e-07,0.1743139651149872,3.0,17.205474160299598,-0.0671900161030596,0.0026488578056553,-0.0332461630155164,-0.0171327494263842,-0.0071849494217376,-0.0303070583543799,1.0,1.0,0.0578804571240647,0.4509314053027531,0.1230207064555419,-0.1241109530583215,-0.2049709489993544,-0.2305529522024367,-0.2115877080665813,-0.2190868738110336,-0.2576853526220615,-0.3141186299081036,-0.3014747589336358,-0.2695729537366548,-0.2674003569303985,-0.2376973073351904,-0.2065077319587629,-0.1616746085772634,-0.1512749827705031,-0.118783542039356,-0.1278328611898016,-0.0789080029917725,-0.1037117903930131,-0.092817679558011,-0.1219251336898396,-0.089463955637708,-0.0931516936671575,-0.0548733691481196,0.0211442786069651,0.0135802469135801,-0.0226190476190476,-0.0961467889908257,-0.039766081871345,-0.0318396226415095,-0.0012165450121655,-0.0486674391657011,0.0094262295081968,0.0835899692036954,0.0512163892445582,0.0966162065894924,0.0807371654234312,0.0802631578947368,0.1256855575868372,0.1672985781990519,0.2527975584944049,0.1402777777777777,0.0971046770601335,0.1818618042226487,0.1429234338747098,0.1689606074988134,0.321351931330472,0.3342361863488623,0.3059384941675502
BBXK-L,32.0,0.4143912669092525,2.041569586412872e-06,0.1996123550808452,0.0260949782623629,0.0965374225763322,1.4372799258877045,-17.700000000000003,-0.2658043591619183,-0.0002526222560745,-4.04465296877528e-05,-0.0123126284654335,1.0,0.092279130719668,0.3810145468108915,1.30682509650196e-08,0.2712133501302196,8.186532379033619e-07,-0.039339923915671,0.1702036054554039,3.570554949320165e-06,0.4328325183103577,3.0,0.4826605126865871,-0.4062506339176128,-0.0613334205997602,0.1757735232763217,0.0531110677784236,-0.0048180472617771,-0.0151607618925256,1.0,1.0,-0.0188295606757055,2.6647468346027576,-0.0699999999999999,-0.3630573248407643,-0.4382022471910112,-0.5305164319248826,-0.4764397905759162,-0.4444444444444444,-0.4680851063829787,-0.4736842105263158,-0.5192307692307693,-0.5260663507109005,-0.5594713656387665,-0.6551724137931034,-0.6453900709219857,-0.6415770609318996,-0.6563573883161512,-0.5951417004048583,-0.6563573883161512,-0.6666666666666667,-0.647887323943662,-0.6710526315789473,-0.6644295302013423,-0.6644295302013423,-0.6491228070175439,-0.6491228070175439,-0.6296296296296297,-0.6563573883161512,-0.6677740863787376,-0.6825396825396826,-0.6763754045307443,-0.696048632218845,-0.7159090909090908,-0.6875,-0.691358024691358,-0.7032640949554896,-0.7333333333333334,-0.7275204359673024,-0.7032640949554896,-0.7041420118343196,-0.7050147492625369,-0.7142857142857143,-0.6932515337423313,-0.7076023391812866,-0.6932515337423313,-0.7109826589595376,-0.6875,-0.6875,-0.7304582210242587,-0.7641509433962265,-0.7542997542997543
BCIP-L,21.0,0.0076988860416825,8.908490589332821e-06,0.8710184549118043,0.06250459648577,0.1239912297923552,0.355083317466272,982.046,-0.6810891873678911,0.0349449632012579,-0.0006056541226937,-0.1872902398988112,1.0,0.2526018932368392,-0.0204473771125646,3.953472090608816e-07,-0.1273519904550491,1.831557609154904e-06,-0.1008034514381953,-0.0162154097558758,2.0855883469041552e-05,0.0207574779442111,4.0,0.5133565462078856,-0.0414782109796835,0.0732262297764814,0.2646858052561108,0.2663021945024878,0.0083209116795165,0.0287637669195316,1.0,1.0,-0.1048777573277726,0.9044740321444096,0.0,-0.2558139534883721,-0.2,-0.3043478260869565,-0.3191489361702126,-0.2888888888888888,-0.2888888888888888,-0.238095238095238,-0.2727272727272727,-0.2195121951219512,-0.1351351351351351,-0.2,-0.238095238095238,-0.2195121951219512,-0.1351351351351351,-0.1578947368421053,-0.2727272727272727,-0.2,-0.1794871794871795,-0.2558139534883721,-0.36,-0.346938775510204,-0.4074074074074074,-0.4838709677419355,-0.4576271186440678,-0.4181818181818182,-0.4074074074074074,-0.3962264150943396,-0.3725490196078431,-0.4074074074074074,-0.4285714285714286,-0.4576271186440678,-0.4838709677419355,-0.4482758620689654,-0.4576271186440678,-0.4181818181818182,-0.4482758620689654,-0.4181818181818182,-0.4181818181818182,-0.4576271186440678,-0.346938775510204,-0.4576271186440678,-0.3962264150943396,-0.4181818181818182,-0.3962264150943396,-0.346938775510204,-0.4074074074074074,-0.4181818181818182,-0.4576271186440678
BCQF-L,31.0,0.0765962456566649,6.44077371094723e-07,0.0629739989046334,0.0507997460332152,0.0882795144769916,0.9010130601619128,-724.0865000000001,0.0753247184484076,-0.0024948258377784,-0.0001390057714444,0.0542856249271856,1.0,0.2686344388621803,0.0534183741536014,6.920569591111178e-08,-0.0024236436379686,4.681163111346073e-05,0.0111483073568578,0.0189128072478065,1.3285057706388084e-06,0.0873728416612544,5.0,17.629276605935978,-0.0630270602402298,-0.0074067683160124,-0.0204169324004627,0.014533168213358,0.0064819950219054,0.0200546922991501,1.0,1.0,0.0409979311297269,0.5744504049795596,0.1935977944555063,-0.1839770028746407,-0.3096119276726233,-0.334793683138054,-0.3497659595657802,-0.2790415194346289,-0.2441537392915025,-0.2064900340301408,-0.2460739030023093,-0.3100496671245903,-0.2815801056338027,-0.2882372179221628,-0.2204179104477611,-0.217146282973621,-0.2211618752236668,-0.2632588580455879,-0.295456997949714,-0.2685413399058929,-0.3331631089776324,-0.3502189490445859,-0.3874085194220303,-0.3438190954773868,-0.3402384801940177,-0.2974281717421715,-0.2818171818281816,-0.3108507494194636,-0.361092083374107,-0.367160996413686,-0.3438850366797307,-0.4069397765464619,-0.3833585190782016,-0.3570021666338389,-0.3741372699386501,-0.3940040839056988,-0.4085514992300026,-0.412542738887889,-0.4029263831732966,-0.3912921872086519,-0.3722115384615384,-0.3376952728748223,-0.2665693102673555,-0.2933982683982683,-0.2773657996679578,-0.2707472355634982,-0.2016385424309121,-0.1554779459319621,-0.1320127625631479,-0.0923119699708049,-0.0991997792494481
BCYN-L,31.0,-0.0709755400020937,5.284979797056753e-07,0.0516733434346842,0.1059044818366601,0.2873516366435714,0.767391464415504,-253.92920000000004,-0.4543343197337355,-0.0423564283146386,-0.001976138769192,-0.2451343678481676,1.0,0.0739907967311955,-0.1071542831815065,1.044426326760582e-07,-0.0705025634200463,8.388174872980852e-06,-0.0672429813677941,0.0542340998613749,5.549411344136395e-07,-0.004122737579269,4.0,15.41155357028133,0.0745156767626577,0.1103371323125299,0.0582995024921036,0.9534166999669724,0.0200876871298935,0.0435147317493182,1.0,1.0,0.0250889234394559,0.8215287122100047,-0.0110913930789706,0.0299291752341785,0.0488599348534202,0.0700213624495607,0.0430356316520128,0.0435185185185185,-0.0120534735919352,-0.0269803582991582,-0.0210640608034744,0.0203712086917156,0.018526886579304,0.0554905174432216,0.0579676132363293,0.0667297681022243,0.0564799625029293,0.023150249659555,0.0282846715328466,0.0466682145344787,0.0520420070011666,0.0391885661595203,0.0579676132363293,0.0,0.0157728706624604,0.1155654540955208,0.2623914869784374,0.1306746927514421,0.1427122940430925,0.1435819381024858,0.2872644203312391,0.2343921139101861,0.269144144144144,0.1989361702127658,0.2872644203312391,0.3360995850622406,0.4342984409799555,0.4722403657740037,0.4149403640929063,0.3235466823253081,0.280681818181818,0.4274857504749842,0.4887714663143989,0.5850914205344584,0.7298541826554106,0.960852544584602,0.8133547868061142,0.9223880597014926,1.4132762312633833,0.96,1.3201235203293873
BCZB-L,32.0,0.1867380315194766,1.7966080583486598e-06,0.1756614949943101,0.0189354619322046,0.0798887911713807,1.5036865525965528,23.5,-0.2675883495837138,-0.0006472387308603,0.0002272623971637,-0.0120898100172711,1.0,0.0914318992502001,-0.080771050141911,3.51324359795441e-08,0.1489568359299118,6.637868434108804e-06,-0.0396039603960395,0.1670702179176755,4.6605949940232055e-06,0.3366920782234007,4.0,1.1514529967864564,0.1207334317183628,0.268792752874708,0.1016428114820356,0.2229521654609821,0.0032865149103992,0.0120161902352643,1.0,1.0,-0.0004826421208673,1.0752634055059496,-0.0845070422535211,0.0441176470588233,0.0597014925373133,-0.0739130434782608,0.0,0.0390243902439024,-0.0318181818181819,0.0812182741116751,0.086734693877551,0.0812182741116751,0.0649999999999999,-0.0779220779220779,-0.0936170212765958,-0.0818965517241379,-0.2578397212543555,-0.1962264150943397,-0.303921568627451,-0.321656050955414,-0.3280757097791799,-0.3466257668711656,-0.3486238532110092,-0.3280757097791799,-0.3259493670886076,-0.321656050955414,-0.1087866108786611,-0.1679687500000001,-0.1614173228346457,-0.116182572614108,-0.0858369098712447,-0.097457627118644,-0.1125,-0.097457627118644,-0.1411290322580645,-0.1445783132530121,-0.2365591397849462,-0.2254545454545454,-0.1901140684410646,-0.205223880597015,-0.1744186046511628,-0.1445783132530121,-0.0698689956331878,-0.1614173228346457,-0.1306122448979593,-0.1198347107438017,-0.049107142857143,-0.097457627118644,-0.1712062256809338,-0.2629757785467128,-0.2310469314079423
BCZN-L,31.0,-0.0685151856218231,3.218757723598178e-07,0.0314710707838766,0.1405198040790925,0.2269302019881312,1.1896066221560164,-111.10700000000004,-0.7402262370321036,-0.0134081915976398,-0.0042677812323102,-0.0327229513410145,1.0,0.1845219614133427,-0.0318153861852067,4.550937282779242e-08,-0.0598104765154592,5.498023169295072e-07,-0.1095559302979201,-0.0275315269771217,3.048097591592559e-07,-0.1039429993832165,4.0,4.132974315118881,0.1171750873673028,0.0134796454884952,0.0425778105002978,0.1283566729339965,0.0152929722067064,0.0297785655778217,1.0,1.0,-0.0555798026068313,0.6208178122231469,0.1657250470809794,-0.1780185758513932,-0.2462739531582682,-0.2775510204081632,-0.2359712230215828,-0.2343186733958183,-0.1435483870967743,-0.1022823330515638,-0.1690140845070422,-0.2755798090040928,-0.1323529411764706,-0.2452025586353945,-0.1703125000000001,-0.1571428571428571,-0.1344743276283618,-0.0551601423487545,-0.1045531197301855,-0.1295081967213115,-0.2150776053215077,-0.2231163130943673,-0.2321041214750543,-0.1911652703731913,-0.1972789115646259,-0.1456154465004022,-0.1830769230769231,-0.2115812917594656,-0.2242512783053324,-0.1849577897160399,-0.1551312649164679,-0.231548480463097,-0.1837048424289008,-0.1748251748251748,-0.1186721991701246,-0.1330612244897959,-0.1194029850746269,-0.1449275362318841,-0.1,-0.0526315789473685,-0.0184842883548984,0.054617676266137,0.1285866099893728,0.1431646932185146,0.2363213038416762,0.2982885085574571,0.3274999999999999,0.3882352941176468,0.564064801178203,0.5085227272727271,0.4729542302357834
BDAJ-L,31.0,-0.0152714146883243,6.327499258513628e-07,0.0618664696599167,0.0793873368568654,0.2292552353960006,1.5066839031965895,-27.9,-0.9319456313087968,-0.0034356142261816,-0.0079827849507149,0.5571192420663964,1.0,0.2798761609907121,0.0037831021437578,4.387914058667742e-08,-0.0839395635142681,3.8153721576922926e-09,-0.1379310344827585,0.024434263501319,4.94912190747561e-07,-0.0386040765904879,5.0,0.1674024690320105,0.11625026999784,0.0072171018053688,-0.0740665701881331,1.005933429811867,-0.0151142181961402,-0.0377892663712456,1.0,1.0,0.0059334298118668,0.4024483830935451,0.2290076335877862,-0.48828125,-0.5387323943661971,-0.5270758122743682,-0.4801587301587301,-0.4674796747967479,-0.3068783068783068,-0.2012195121951219,-0.1437908496732025,-0.2012195121951219,-0.1324503311258278,-0.1761006289308175,-0.1761006289308175,-0.2202380952380952,-0.2012195121951219,-0.0507246376811593,-0.1602564102564102,-0.1863354037267081,-0.2556818181818181,-0.2339181286549707,-0.303191489361702,-0.3105263157894736,-0.2994652406417112,-0.2471264367816091,-0.3640776699029125,-0.4125560538116591,-0.4254385964912279,-0.4586776859504131,-0.449579831932773,-0.4472573839662447,-0.4018264840182648,-0.4279475982532751,-0.4518828451882845,-0.4279475982532751,-0.4045454545454545,-0.3878504672897196,-0.3732057416267942,-0.3761904761904762,-0.3514851485148514,-0.3282051282051281,-0.3177083333333332,-0.324742268041237,-0.3906976744186046,-0.3990825688073395,-0.4304347826086956,-0.4045454545454545,-0.476,-0.4564315352697096,-0.4780876494023903
