firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chpmia,chtx,cinvest,convind,depr,egr,ep,grltnoa,herf,hire,invest,lev,lgr,ms,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,18.0,0.2962824011327534,7.801812309704921e-07,0.0868281836123374,0.0904961130315881,0.0785055512812908,0.9972466329837288,1114.5177,0.0451777380057214,5.932085173210797e-05,0.0019790465719149,0.1578134404042949,1.0,0.0572535213396223,0.2534626415017965,1.1478559394245237e-07,0.1092437388993802,0.000173132181444,0.1522996853987561,0.0575998012424608,2.475241074041004e-06,0.3104379960307393,5.0,20.03742517718556,-0.1240418849491906,0.0119319569475163,-0.0497780644017575,0.0568492534082064,0.0105429538502907,0.0442072695333466,0.1879357925825092,0.6277979607019148,-0.0053700285282766,-0.0021768251841928,-0.0145526707458243,0.1372137404580153,0.0284777355885399,0.0874087591240877,0.1303110773899849,0.1575369075369077,0.297691637630662,0.275470890410959,0.2409412744689711,0.131169324221716,0.1807014067763028,0.2332367549668874,0.0432422969187675,0.0011760752688172,0.0458055458055459,0.2213568354170938,0.1606934164394233,0.0350877192982457,0.0050598751897454,-0.0299527917955395,-0.0662801629583201,-0.0895339954163483,-0.0563737133808391,-0.0207066557107641,0.1115463532922962,0.11051062243757,0.2383624272651705,0.2651804670912951,0.2228606607839114,0.2281533388293486,0.0826671511627907,0.0584369449378332,0.0901939260885476,0.0311472573109534,0.1022937476877543,0.186342823014135,0.1356965885267773,0.1758089976322021,0.1647771696638,0.2299277605779153,0.3221655203017528,0.2856526429341963,0.4875187219171244,0.4225352112676057,0.6719977553310887,0.6649902207320482,0.5166709086281498
BAOH-L,3.0,0.2851757284258882,1.059718323737894e-06,0.1179385167679744,0.0735895916075525,0.292721846827175,0.7960568167838549,-16.7484,0.0536507847534094,-0.0125461235070783,0.0005124903011078,0.3511516062902756,1.0,0.149346933785452,0.3769343440952372,5.625112665280312e-08,0.0535698874887257,5.0040906163062744e-08,0.1808633632411132,0.4854124732344249,1.0867036563295685e-06,0.2060347873857983,3.0,0.7398759481194198,0.0559826073810499,0.201024240951865,-0.0291487497890748,-0.7876892388601678,0.0041894164067253,0.0086529822696424,0.2880761949235543,1.666474687021899,-0.0069686411149826,0.0105633802816902,0.0105633802816902,0.028673835125448,-0.0369127516778523,0.0034965034965035,0.0474452554744524,0.0250000000000001,0.0398550724637682,-0.0433333333333333,0.0398550724637682,0.0105633802816902,0.028673835125448,0.5026178010471205,0.5185185185185186,0.5944444444444446,0.6214689265536724,-0.003472222222222,-0.0069204152249134,0.0177304964539009,-0.003472222222222,-0.0304054054054053,-0.0465116279069766,-0.0336700336700337,-0.0801282051282051,-0.2115384615384615,0.0070175438596491,0.2424242424242424,0.3932038834951457,0.1958333333333335,0.3165137614678899,0.3105022831050228,0.2317596566523605,0.2212765957446809,0.2478260869565218,0.2478260869565218,0.2478260869565218,0.2478260869565218,0.2478260869565218,0.2478260869565218,0.2478260869565218,0.2478260869565218,0.2478260869565218,0.2478260869565218,0.2478260869565218,0.2478260869565218,0.2478260869565218,0.2478260869565218,0.2478260869565218
BBIO-L^E18,28.0,0.1936343055000665,3.412071757902221e-07,0.0379737401174177,0.070096463022508,0.0996458467482292,1.5836335679856766,131.0,-0.0324714522521585,-1.5252240078509916e-05,0.0065545959284392,0.0539443155452436,1.0,0.1411985018726591,0.1417069243156199,3.8820938665366126e-08,-0.0471102476930323,7.8715278705861e-07,-0.1094652406417111,0.1935011319749633,1.0909967101783264e-06,0.2094967099413124,5.0,1.96987434906265,0.0151526278426475,0.0188515675304009,-0.0030520302543536,-0.0029242767798462,0.0237085797166127,0.0999059708509638,0.2200248928225694,0.2801250103184346,-0.0215633423180593,0.0691642651296828,0.1174698795180724,0.2124183006535946,0.1777777777777778,0.1450617283950617,0.138036809815951,0.2837370242214532,0.3442028985507248,0.3442028985507248,0.3297491039426523,0.2972027972027973,0.3156028368794326,0.3345323741007195,0.2045454545454545,0.2325581395348837,0.2705479452054795,0.374074074074074,0.3250000000000002,0.1740506329113924,0.0911764705882354,0.0108991825613078,0.0630372492836675,0.033426183844011,0.0220385674931129,-0.0026881720430108,0.0784883720930231,0.0784883720930231,0.1740506329113924,0.1891025641025641,0.0480225988700564,0.0784883720930231,0.005420054200542,-0.0535714285714286,-0.041343669250646,-0.0725,-0.0559796437659033,-0.0559796437659033,-0.0053619302949061,-0.0132978723404254,0.0027027027027026,0.06,0.1041666666666667,0.0509915014164306,0.2163934426229508,0.24496644295302,0.3393501805054151,0.4053030303030303,0.3791821561338291
BBOU-L,28.0,0.1041311424585335,1.4869146971326304e-07,0.016548219466638,0.0421173044925124,0.1486560142287501,0.4639245122935614,39.0,-0.0084573015660955,0.0005022466255709,0.0020539451247868,0.0345740538856875,1.0,0.0894099458902344,0.0976708274353365,3.911648980498973e-08,0.0049359977898517,1.1118899382212808e-06,-0.0285105989077108,0.0144551232367074,3.191898595450832e-07,0.1065385545080976,3.0,18.128094988717983,-0.110720484272331,0.0276061713808454,-0.0314269925053775,0.0119622151136751,0.0189877605028117,0.060586869326578,-0.0303338573938777,0.3121654526751183,-0.0004385964912281,0.0420475319926874,0.0805687203791469,0.1597151576805697,0.0555555555555555,0.0155902004454344,0.0940499040307101,0.0580046403712297,0.0821072615092548,0.2231759656652361,0.2351029252437702,0.2089077412513256,0.2121212121212121,0.1937172774869109,0.2277867528271406,0.1924686192468618,0.2199036918138042,0.291053227633069,0.348314606741573,0.2687813021702838,0.216648879402348,0.2541254125412542,0.256198347107438,0.2205567451820129,0.1893583724569638,0.1692307692307693,0.2337662337662338,0.1620795107033639,0.2568908489525909,0.2954545454545454,0.2845070422535212,0.2823397075365579,0.1987381703470032,0.1955951756685894,0.2493150684931506,0.2311015118790498,0.2377850162866448,0.2723214285714284,0.1400000000000001,0.1838006230529594,0.1515151515151516,0.1650485436893203,0.1434302908726177,0.097737120847376,0.1789038262668045,0.1752577319587629,0.156773211567732,0.0987951807228915,0.1561866125760649
BBTU-L^C18,28.0,1.969018029056538,5.765873494870803e-07,0.064169747056769,0.0164009250243427,-0.0736957590890175,0.4091167440757419,30.4,0.2441153761813022,0.0113603743313939,0.0061689481268011,0.129299137217823,1.0,0.4682435392028033,2.144390885188431,-8.20826391890534e-08,0.8772657111355695,2.2996937929446828e-08,0.8229428172942816,0.0692280763171713,7.863540940813279e-07,1.852645386969829,3.0,0.7865136170184477,0.0762341811909393,4.076098540356326,1.1558413051851777,-5.984704047367202,0.0028593326258695,0.0067591108633544,0.2571071279699876,1.4122969270221075,0.0655737704918033,-0.008130081300813,0.0517241379310344,-0.0161290322580645,-0.1094890510948906,-0.1408450704225351,-0.2129032258064516,-0.1094890510948906,0.0608695652173914,-0.1029411764705883,0.0427350427350428,0.0427350427350428,-0.0962962962962963,-0.0393700787401575,0.0166666666666666,0.0427350427350428,0.1619047619047617,0.2577319587628865,0.2448979591836735,0.0990990990990989,-0.0757575757575758,0.0252100840336135,0.196078431372549,0.1730769230769229,0.0427350427350428,0.0517241379310344,0.1090909090909089,0.0892857142857141,0.0338983050847458,-0.0317460317460317,-0.0895522388059701,-0.0687022900763358,-0.1223021582733812,-0.2077922077922078,-0.2077922077922078,-0.1029411764705883,-0.2422360248447205,-0.1866666666666666,-0.3184357541899442,-0.2988505747126436,-0.3612565445026178,-0.2738095238095238,-0.3544973544973545,-0.4377880184331797,-0.4019607843137255,-0.4019607843137255,-0.3578947368421052,-0.4601769911504424,-0.4808510638297872
BBXK-L,29.0,-0.0216955311217025,5.764581061362496e-07,0.064155363263682,0.0583418751884232,0.127979086200627,1.787353200624458,-79.0,0.0191529412010016,0.0022376907170729,-0.0007930601139566,-0.0242322895362794,1.0,0.1103807515812972,-0.0838557993730406,2.1386827687024307e-08,-0.1126847914889536,1.1411363107726357e-06,0.0645669094589024,0.0321480817328112,9.391392540516456e-07,0.0216769322471687,4.0,1.730213578177228,0.0131368929602694,-0.0172128573197476,0.0580660362259931,-0.0135168380837295,0.0060697843469832,0.0160355919726018,0.0063095666672982,0.7320787657578304,-0.0029585798816567,-0.0029498525073746,-0.0342857142857143,0.0368098159509202,-0.0116959064327485,0.0368098159509202,-0.0231213872832369,0.0562499999999999,0.0562499999999999,-0.0889487870619946,-0.2028301886792453,-0.1695331695331696,-0.2157772621809744,-0.2047058823529411,-0.2522123893805309,-0.3346456692913386,-0.3500000000000001,-0.3253493013972055,-0.3320158102766798,-0.3786764705882354,-0.3798165137614679,-0.4192439862542956,-0.3832116788321168,-0.3622641509433962,-0.3372549019607843,-0.292887029288703,-0.2943632567849686,-0.3102040816326531,-0.1633663366336634,-0.1528822055137845,-0.2335600907029479,-0.2102803738317757,-0.208430913348946,-0.2488888888888889,-0.2387387387387388,-0.2652173913043477,-0.324,-0.2777777777777778,-0.2193995381062355,-0.2958333333333333,-0.3171717171717172,-0.3253493013972055,-0.2987551867219917,-0.3030927835051545,-0.2352941176470588,-0.2762312633832976,-0.1815980629539951,-0.1333333333333333,-0.0864864864864866
BCIP-L,18.0,0.1457446315027689,5.178306899690295e-06,0.5763058177239697,0.0784497307310387,0.1345426661236176,0.434043658882046,-134.90359999999998,0.022820072590527,-0.0103411152046236,0.0008328614627823,0.1179339260979842,1.0,0.2622860617083066,0.3951680165329152,4.299994423157517e-07,0.0624126161285012,2.667864836007346e-06,0.0769292582969491,0.2405557294013931,1.1450292160217325e-05,0.0887365587191828,5.0,1.104779026440467,-0.0569753563509602,0.0421619438946073,-0.1136951671671039,0.0745800172873533,0.002844395519879,0.0094485918539638,0.1178111390737396,0.7057474609208034,0.0545454545454544,0.0,-0.0677966101694914,0.1224489795918368,-0.0677966101694914,0.0377358490566037,0.0,0.0377358490566037,0.1224489795918368,0.0185185185185186,0.0,-0.0677966101694914,-0.0178571428571429,-0.0983606557377048,-0.2142857142857142,-0.2763157894736842,-0.236111111111111,-0.1538461538461538,-0.140625,-0.1911764705882352,-0.1666666666666666,-0.1538461538461538,-0.140625,-0.1269841269841268,-0.140625,-0.0983606557377048,0.0185185185185186,0.0,0.0,0.0,0.0,0.0,-0.0517241379310343,-0.0517241379310343,-0.0677966101694914,-0.0350877192982455,0.0784313725490197,0.1,0.1458333333333334,0.1956521739130434,0.1458333333333334,0.3414634146341464,0.5277777777777779,0.5714285714285716,0.4864864864864866,0.375,0.2222222222222223,0.3414634146341464,0.3095238095238097
BCQF-L,28.0,0.2267595539603774,3.1850812985825333e-07,0.0354475105059283,0.0849154271650074,0.0958357230897747,1.046209480282975,117.44260000000008,0.0547271314563953,0.0002728025499908,0.0023741647238985,0.0093414565228323,1.0,0.2565022393535844,0.1654091105578637,4.89897920869308e-08,0.0014634795955346,4.80414371959652e-05,0.1844918597414023,0.074494883637262,8.462981952177304e-07,0.2515828060023505,5.0,29.371552602758104,0.0976564378366667,0.043242939504325,0.0004933171975714,0.0354678216254021,0.0110641128814083,0.0361697606359247,0.2365988191726422,0.5389380989012321,0.0194853626701472,0.0313461538461539,0.0880503144654087,0.2048977757807235,0.1608225108225107,0.1871610403984505,0.1980341784876578,0.3115676204450965,0.3874013711033501,0.4259505450678011,0.491171972751286,0.4798565121412803,0.5850450716713462,0.6202416918429003,0.6207313387730431,0.572266197596013,0.6268769907477627,0.8313129588526551,0.6939355653821857,0.5464244521337949,0.6440833844267322,0.5578794480755267,0.4878623942294353,0.4633015006821284,0.4924168637818282,0.5001398601398601,0.5697351090297089,0.5388809182209469,0.5628733789887805,0.478836343581966,0.4236793204141227,0.4982539460818549,0.3928061290741462,0.3496917075626022,0.3754808925365478,0.3227278332716734,0.3942545170934615,0.3899183620577946,0.293848009650181,0.3302740915292077,0.3439418619220649,0.3995302713987474,0.5457558726041216,0.4609098338327431,0.5738811445341159,0.542643463253272,0.5949442379182157,0.5126216330559865,0.5520185211980901
BCYN-L,28.0,0.162493676895124,7.211857747041986e-07,0.0802624420824991,0.0891459645433681,0.2210460800096883,0.6398444676239137,725.6639,0.0321512071747924,-0.0131327090263122,0.0086395844445584,0.2234536134372033,1.0,0.0780052671532597,0.2544314342471881,8.47471295146483e-08,0.0220159041078751,7.553751983432206e-06,0.1083856552820551,0.2441634427813158,7.990679626833387e-07,0.0943453903421777,4.0,13.92741326475594,0.0650195879159703,0.0664681982998928,0.0510692184777343,1.1565791915441992,0.0182980646038761,0.0415713957563287,0.1565791915441991,0.4793305834554666,-0.0645918966529653,-0.0323863636363636,0.0785307156428121,0.1248348745046235,0.1976090014064697,0.3069838833461245,0.4815137016093955,0.3700724054706357,0.452452025586354,0.8233404710920773,0.4808695652173913,0.75295934122491,0.7556701030927837,1.0082547169811322,0.7202020202020203,0.5383920505871727,0.4668389319552111,0.5342342342342343,0.4997798326728313,0.4004934210526316,0.2995040061045402,0.2018348623853212,0.1364698031364699,0.2331643736422881,0.0798985415345594,0.1502870651806822,0.1353333333333333,0.1522327469553452,0.1471876052542944,0.1278145695364239,0.0541627978953884,0.0155038759689922,0.0637101811367895,0.0916666666666667,0.064375,0.0091851851851851,0.0164130110414801,0.0580925753339547,-0.0011730205278591,0.0541627978953884,0.0697236180904523,0.136849132176235,0.1222405271828666,0.121132323897301,0.2457937088514996,0.182638888888889,0.1716546267629859,0.1040518638573744,-0.0104590354445089
BCZB-L,29.0,0.1628468744476521,1.193857750987339e-06,0.1328672055860589,0.0369863707757004,0.0856302986409917,2.0509936814295653,-50.0,-0.0802414174781663,0.0004602492817531,0.0003930579911713,0.006474203045783,1.0,0.0627623425944433,0.0796543597800471,6.549539757308305e-08,-0.0178697902478888,6.955411083458714e-06,-0.2705036413360784,0.0634537206150945,2.235008726200832e-06,0.2127639517345399,4.0,1.818945801060782,0.0493347826920287,-0.0013443376159278,-0.7180476340487711,-0.2776414098152951,0.001964141821112,0.006005543578688,0.1156300519016421,0.4720143575723755,-0.0186567164179105,0.0387596899224806,0.0763052208835342,0.1703056768558952,0.0551181102362206,0.0938775510204081,0.1074380165289257,0.1964285714285714,0.1355932203389831,0.0428015564202335,-0.0726643598615917,-0.0324909747292417,0.0347490347490349,0.0938775510204081,0.0347490347490349,0.0592885375494072,0.0037453183520599,0.046875,0.1260504201680674,0.0190114068441065,0.0113207547169811,0.0806451612903227,-0.0147058823529412,0.0387596899224806,-0.0147058823529412,0.0037453183520599,0.0850202429149797,0.1551724137931036,0.0938775510204081,0.1452991452991454,-0.0758620689655171,-0.1382636655948552,-0.1464968152866241,-0.2094395280235987,-0.1753846153846153,-0.1354838709677419,-0.2047477744807121,-0.2254335260115606,-0.2657534246575341,-0.3249370277078085,-0.3197969543147207,-0.3128205128205128,-0.3074935400516796,-0.3215189873417721,-0.2534818941504178,-0.2795698924731182,-0.2984293193717277,-0.2910052910052909,-0.2186588921282798
