firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,gma,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.0223725654570698,0.0223725654570698,18.0,7.759916355029546e-07,0.0838298856452561,0.0760531382691012,0.0785055512812908,1.0193621388415577,503.0412000000001,0.2679764690046751,0.0226523780473278,7.819986503191317e-05,0.0019475496716684,1.0,1.2083308666507695,0.0572535213396223,1.1416919202834621e-07,0.2880022951328987,0.337158556715399,0.0001773194504876,0.1522996853987561,2.4619489588590418e-06,5.0,20.440657795466898,0.849672466254632,0.1130827932507274,0.0140706981571176,-0.1240418849491906,0.0119319569475163,0.0276888014394935,-0.0497780644017575,-0.0762276843179489,0.0568492534082064,0.5647431379192842,4.0,0.9077755546446964,0.0090168083852818,0.039485462250245,0.0569435599158398,0.7797660137071761,0.2962824011327534,0.2534626415017965,0.1092437388993802,0.0575998012424608,0.3104379960307393,0.1879357925825092,-0.0021768251841928,-0.0124028443856457,0.1396946564885497,0.030721435968243,0.0897810218978103,0.1327769347496206,0.1600621600621601,0.3005226480836236,0.2782534246575343,0.243648479800083,0.1336370539104023,0.1832771943728948,0.2359271523178807,0.0455182072829132,0.0033602150537632,0.0480870480870481,0.2240213158434105,0.1632255551227113,0.0373458398471426,0.0072524877719681,-0.02783656194042,-0.064243183954873,-0.0875477463712758,-0.0543151227236737,-0.0185702547247329,0.1139712740160416,0.112933283637719,0.2410640066500415,0.2679405520169851,0.2255284219166837,0.2308326463314096,0.0850290697674418,0.0607460035523979,0.0925722649103548,0.0333967814500779,0.1046984831668516,0.1889309177782201,0.1381741947779684,0.1783741120757696,0.1673182173573104,0.2326109391124871,0.3250499223430219,0.2884573894282631,0.4907638542186718,0.4256385772260682,0.675645342312009,0.668622520257055,0.5199796385848816,0.5904127829560586
BAOH-L,0.1409654301445557,-0.1409654301445557,3.0,1.052333527056794e-06,0.1136829254308427,0.0831925719184743,0.292721846827175,0.8137106233874164,194.018,0.3182352302748704,0.0140856808114541,-0.0165389595105258,-0.008868626442753,1.0,1.224924315125238,0.149346933785452,5.585913273884629e-08,0.2509406696504611,0.7547430099742456,5.12511649118669e-08,0.1808633632411132,1.0791308085502683e-06,3.0,0.7559802366219172,0.5056092024750282,0.1946827958198015,-0.239092898535755,0.0559826073810499,0.201024240951865,-0.2215683967128704,-0.0291487497890748,0.1737491876041423,-0.7876892388601678,-4.876533545525365,6.0,0.8416336426316128,0.0039071026708792,0.0080698804827992,0.0515206339296463,2.069870252828008,0.2851757284258882,0.3769343440952372,0.0535698874887257,0.4854124732344249,0.2060347873857983,0.2880761949235543,0.0105633802816902,0.0,0.0179211469534048,-0.0469798657718121,-0.0069930069930069,0.0364963503649633,0.0142857142857142,0.0289855072463769,-0.0533333333333333,0.0289855072463769,0.0,0.0179211469534048,0.4869109947643979,0.5026455026455026,0.5777777777777777,0.6045197740112993,-0.0138888888888889,-0.0173010380622837,0.0070921985815601,-0.0138888888888889,-0.0405405405405405,-0.0564784053156145,-0.0437710437710439,-0.0897435897435898,-0.2197802197802199,-0.0035087719298246,0.2294372294372293,0.3786407766990289,0.1833333333333333,0.3027522935779814,0.2968036529680364,0.2188841201716738,0.2085106382978723,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521,0.2347826086956521
BBIO-L^E18,0.0514813016027197,-0.0514813016027197,28.0,3.3437534150193705e-07,0.0361223566830497,0.0464130313511101,0.0996458467482292,1.6187531224580278,46.5,-0.1926078086708404,0.0316901408450704,-2.010630462556625e-05,0.0017215568862275,1.0,1.3192206819033343,0.1411985018726591,3.804364487234074e-08,0.663736849114396,0.2644376899696048,8.06190382902277e-07,-0.1094652406417111,1.0691521850280554e-06,5.0,2.0395621038275986,1.3344068706387546,0.0830880368494777,0.0546245850342296,0.0151526278426475,0.0188515675304009,0.0734254442451432,-0.0030520302543536,-0.0389175644091567,-0.0029242767798462,-1.7520661157024793,8.0,0.7830648182840015,0.0046242097869351,0.0210106382978723,0.0972744360902255,0.3479335332524298,0.1936343055000665,0.1417069243156199,-0.0471102476930323,0.1935011319749633,0.2094967099413124,0.2200248928225694,0.0691642651296828,0.0451807228915663,0.1339869281045751,0.1015873015873016,0.0709876543209877,0.0644171779141105,0.2006920415224913,0.2572463768115944,0.2572463768115944,0.2437275985663083,0.2132867132867133,0.2304964539007092,0.2482014388489211,0.1266233766233766,0.1528239202657808,0.1883561643835618,0.2851851851851852,0.2392857142857143,0.0981012658227848,0.0205882352941177,-0.0544959128065394,-0.0057306590257879,-0.033426183844011,-0.0440771349862257,-0.0672043010752688,0.0087209302325581,0.0087209302325581,0.0981012658227848,0.1121794871794872,-0.019774011299435,0.0087209302325581,-0.0596205962059619,-0.1147959183673469,-0.1033591731266149,-0.1324999999999999,-0.1170483460559795,-0.1170483460559795,-0.0697050938337801,-0.0771276595744679,-0.0621621621621621,-0.0085714285714285,0.0327380952380953,-0.01699716713881,0.1377049180327869,0.1644295302013423,0.2527075812274368,0.3143939393939394,0.2899628252788104,0.393574297188755
BBOU-L,0.0111980845381711,-0.0111980845381711,28.0,1.486056037363045e-07,0.0160537693932542,0.0414819715514389,0.1486560142287501,0.4742127648981564,129.0,-0.0501653670819682,0.0001841790220093,0.0006620879030825,0.0028663561447509,1.0,1.4307418781315662,0.0894099458902344,3.909390091257529e-08,0.2550379786079677,-0.2118380062305296,1.1387814281766112e-06,-0.0285105989077108,3.190055345856356e-07,3.0,18.40422489839425,0.5721271393643031,-0.0679439119064695,-0.0132171401152562,-0.110720484272331,0.0276061713808454,0.1800692583306916,-0.0314269925053775,-0.1216401046634277,0.0119622151136751,-0.1354723707664884,5.0,0.6906416680135768,0.0275350110561229,0.0919695193434935,0.1000624902359006,0.3877298524152895,0.1041311424585335,0.0976708274353365,0.0049359977898517,0.0144551232367074,0.1065385545080976,-0.0303338573938777,0.0420475319926874,0.0369668246445495,0.1129196337741607,0.0129629629629628,-0.0253897550111358,0.0499040307101728,0.0153132250580045,0.0384432842904602,0.1738197424892702,0.1852654387865655,0.1601272534464475,0.1632110579479,0.1455497382198951,0.1782444803446419,0.1443514644351462,0.1706795077581593,0.2389580973952434,0.2939089296274393,0.2175848636616584,0.1675560298826042,0.2035203520352035,0.2055096418732782,0.171306209850107,0.1413667188315073,0.122051282051282,0.1839826839826839,0.1151885830784913,0.2061742006615214,0.2431818181818179,0.2326760563380281,0.2305961754780652,0.1503680336487907,0.1473518615626639,0.1989041095890411,0.181425485961123,0.1878393051031486,0.2209821428571428,0.0939999999999998,0.1360332294911732,0.105050505050505,0.1180378129790495,0.0972918756268805,0.0534424650938853,0.1313340227507755,0.1278350515463917,0.1100963977676305,0.0544578313253012,0.1095334685598377,0.1479538300104932
BBTU-L^C18,0.1757442116868798,-0.1757442116868798,28.0,6.144065224130392e-07,0.06637394806479,0.0193962976064143,-0.0736957590890175,0.4181895485865698,-121.15,1.4479958365894443,-0.0062624035281146,0.0149758426166725,-0.0026623153555479,1.0,0.3275933182099402,0.4682435392028033,-8.746655461569505e-08,1.2187117101347804,0.8805970149253729,2.3553127804069104e-08,0.8229428172942816,8.379321619864822e-07,3.0,0.7489106972229351,1.340929009640666,0.111794238030503,-0.4952507207013509,0.0762341811909393,4.076098540356326,-0.497792737846072,1.1558413051851777,-0.0297391477827858,-5.984704047367202,-1.9505628976994616,4.0,0.3259434935038152,-0.0922282341367437,-0.2326302729528536,0.1246655644070344,1.7541648968143335,1.969018029056538,2.144390885188431,0.8772657111355695,0.0692280763171713,1.852645386969829,0.2571071279699876,-0.008130081300813,0.0603448275862068,-0.0080645161290322,-0.1021897810218979,-0.1338028169014083,-0.2064516129032259,-0.1021897810218979,0.0695652173913043,-0.0955882352941177,0.0512820512820513,0.0512820512820513,-0.088888888888889,-0.031496062992126,0.0250000000000001,0.0512820512820513,0.1714285714285712,0.268041237113402,0.2551020408163265,0.1081081081081078,-0.0681818181818182,0.0336134453781513,0.2058823529411764,0.1826923076923077,0.0512820512820513,0.0603448275862068,0.1181818181818181,0.0982142857142855,0.0423728813559323,-0.0238095238095238,-0.0820895522388059,-0.0610687022900764,-0.1151079136690647,-0.2012987012987013,-0.2012987012987013,-0.0955882352941177,-0.236024844720497,-0.18,-0.3128491620111732,-0.2931034482758621,-0.3560209424083769,-0.2678571428571428,-0.3492063492063492,-0.4331797235023041,-0.3970588235294118,-0.3970588235294118,-0.3526315789473684,-0.4557522123893804,-0.4765957446808511,-0.4331797235023041
BBXK-L,0.0965781976308292,-0.0965781976308292,28.0,6.273604181388557e-07,0.0677733492279893,0.0583418751884232,0.190343259922435,1.8037636241112889,-79.0,-0.0516374066567532,0.0002519118308592,0.0009250762145841,-0.0007930601139566,1.0,0.6943177499049791,0.108949493743908,7.409524966350296e-08,0.5583875257744536,-0.1745057941376959,1.1541251302521109e-06,-0.0293472065582518,9.16493958113567e-07,4.0,1.7607634360071605,0.3726090761345166,-0.0997522010598208,0.007643546872408,0.0575647269438079,0.0167333326242319,0.009794758316093,0.0210308914715148,0.0756405312577631,-0.0079432665544511,-1.9786188252641927,6.0,0.3142816419612315,0.0060697843469832,0.0160355919726018,0.1266641493806257,0.3638523403566719,0.0341991922987761,0.0767595949493686,-0.0315129704603238,0.0595527140957284,0.0071438576831488,0.0236631301278196,-0.0029498525073746,-0.0314285714285713,0.0398773006134971,-0.0087719298245613,0.0398773006134971,-0.0202312138728323,0.0593749999999999,0.0593749999999999,-0.0862533692722371,-0.2004716981132075,-0.1670761670761671,-0.2134570765661252,-0.2023529411764705,-0.2499999999999999,-0.3326771653543307,-0.348076923076923,-0.3233532934131736,-0.3300395256916995,-0.3768382352941176,-0.3779816513761468,-0.4175257731958762,-0.3813868613138687,-0.3603773584905659,-0.3352941176470587,-0.2907949790794979,-0.2922755741127348,-0.3081632653061225,-0.1608910891089109,-0.150375939849624,-0.2312925170068027,-0.2079439252336449,-0.2060889929742387,-0.2466666666666666,-0.2364864864864865,-0.2630434782608695,-0.3219999999999999,-0.2756410256410255,-0.2170900692840646,-0.2937499999999999,-0.3151515151515152,-0.3233532934131736,-0.2966804979253112,-0.3010309278350515,-0.2330316742081447,-0.2740899357601712,-0.1791767554479418,-0.1307692307692307,-0.0837837837837838,-0.1125654450261779
BCIP-L,0.0591218561997966,-0.0591218561997966,18.0,5.460760003309765e-06,0.5899224497657657,0.0822757863271087,0.1345426661236176,0.4436692567663317,685.7411,0.1353596427175115,0.0007694375073553,-0.0136322016570664,0.0027753487540476,1.0,0.9451333195412116,0.2622860617083066,4.534539573511563e-07,0.1697489816910841,0.483388221362905,2.732388183124273e-06,0.0769292582969491,1.207485355077463e-05,5.0,1.0629788231987816,0.4893318145116022,0.0026786599391861,0.0182329781864634,-0.0569753563509602,0.0421619438946073,0.0119915595958403,-0.1136951671671039,-0.0815918753784957,0.0745800172873533,-2.2146508419678903,7.0,0.9232514840011768,0.0044306113876633,0.0159049226559909,0.0545711348802012,0.876584377035708,0.1457446315027689,0.3951680165329152,0.0624126161285012,0.2405557294013931,0.0887365587191828,0.1178111390737396,0.0,-0.0677966101694914,0.1224489795918368,-0.0677966101694914,0.0377358490566037,0.0,0.0377358490566037,0.1224489795918368,0.0185185185185186,0.0,-0.0677966101694914,-0.0178571428571429,-0.0983606557377048,-0.2142857142857142,-0.2763157894736842,-0.236111111111111,-0.1538461538461538,-0.140625,-0.1911764705882352,-0.1666666666666666,-0.1538461538461538,-0.140625,-0.1269841269841268,-0.140625,-0.0983606557377048,0.0185185185185186,0.0,0.0,0.0,0.0,0.0,-0.0517241379310343,-0.0517241379310343,-0.0677966101694914,-0.0350877192982455,0.0784313725490197,0.1,0.1458333333333334,0.1956521739130434,0.1458333333333334,0.3414634146341464,0.5277777777777779,0.5714285714285716,0.4864864864864866,0.375,0.2222222222222223,0.3414634146341464,0.3095238095238097,0.0185185185185186
BCQF-L,0.0205875720618848,-0.0205875720618848,28.0,3.247143762819318e-07,0.0350786887199396,0.0857007050784938,0.0958357230897747,1.069410813959567,581.2041999999999,0.3246196931015496,0.0304010457959615,0.000359622661623,0.003660188500514,1.0,1.2892394446444253,0.2565022393535844,4.994437595287976e-08,0.2575358785455085,0.2948820159486648,4.920333801131174e-05,0.1844918597414023,8.627886224786391e-07,5.0,29.23212622442984,0.4678532813576973,0.1056468369067148,-0.0084971230343295,0.0976564378366667,0.043242939504325,0.0021978839714348,0.0004933171975714,-0.0705205367763039,0.0354678216254021,-0.446408215327767,6.0,0.8660872404542891,0.0151841080323897,0.055797857776814,0.0520160756428047,0.6693962696936423,0.2267595539603774,0.1654091105578637,0.0014634795955346,0.074494883637262,0.2515828060023505,0.2365988191726422,0.0313461538461539,0.0549807263136539,0.168276791732195,0.1255411255411254,0.1510791366906476,0.1616218027476823,0.2717045732452923,0.3452334756176431,0.3826110077107152,0.4458501320728485,0.434878587196468,0.5368701049209399,0.5709969788519638,0.5714717437292232,0.5244796247434771,0.57743060822084,0.7756530647088953,0.6424510423246999,0.4994232987312572,0.5941140404659719,0.5105301379811185,0.4426411430156747,0.4188267394270124,0.4470571865868928,0.4545454545454546,0.5220254646568125,0.492109038737446,0.5153722861722281,0.4338894250654901,0.3804088133793468,0.4527168598966335,0.350473964420205,0.3086699383415126,0.3336753013593228,0.2825255888518929,0.3518783309502142,0.3476739665673189,0.2545235223160433,0.2898424903881931,0.3030948502693897,0.3569937369519833,0.4987750396310708,0.4165077635521657,0.5260454878943506,0.4957572270962174,0.5464684014869889,0.4666478634889297,0.5048473448126176,0.4931801866475231
BCYN-L,0.0463478215980407,-0.0463478215980407,28.0,6.787386270687727e-07,0.0733237046470415,0.0956275281002781,0.2210460800096883,0.654034020743284,1741.8264,0.1907082415646294,0.0033762070418054,-0.0173122273766198,0.0076224106661166,1.0,1.6048936252442234,0.0780052671532597,7.9759130521376e-08,0.1442454316568367,-0.5344841713570959,7.736442408630651e-06,0.1083856552820551,7.520368689312878e-07,4.0,15.015145479872178,0.3221165362893559,-0.0766356811826448,0.048020094338887,0.0650195879159703,0.0664681982998928,0.0598564665418826,0.0510692184777343,-0.5472311241016459,1.1565791915441992,-0.833441615907453,7.0,1.2924468095976116,0.017095590154018,0.0388394925778224,0.0626758376045108,0.5953598477623473,0.162493676895124,0.2544314342471881,0.0220159041078751,0.2441634427813158,0.0943453903421777,0.1565791915441991,-0.0323863636363636,0.1146295123495884,0.1624834874504623,0.2376933895921238,0.3507290867229471,0.5311004784688997,0.4159292035398232,0.5010660980810235,0.884368308351178,0.5304347826086957,0.811631497683994,0.8144329896907219,1.0754716981132075,0.7777777777777779,0.5898825654923217,0.5159345391903534,0.5855855855855858,0.5499779832672833,0.4473684210526316,0.3429988553987029,0.242060691601976,0.174507841174508,0.274438812454743,0.1160431198478124,0.1887875717662952,0.1733333333333333,0.1907983761840326,0.1855843718423713,0.1655629139072849,0.0894459919529557,0.0494931425163984,0.099312929419113,0.1282051282051284,0.1,0.042962962962963,0.0504327066547301,0.0935073004038522,0.032258064516129,0.0894459919529557,0.1055276381909549,0.1748998664886516,0.1598023064250411,0.1586570111915735,0.2874908558888076,0.2222222222222223,0.2108703130374958,0.1410048622366289,0.0226612434631028,-0.0432182658331067
BCZB-L,0.0047150104446433,0.0047150104446433,28.0,1.0860298976696126e-06,0.1173231230385165,0.0369863707757004,0.0976580579468666,1.9722249053443244,-50.0,0.906225522906916,-0.0017308266189197,-0.0028957054696899,0.0003930579911713,1.0,0.6609161213563355,0.0598115526423596,8.03645061747663e-08,0.12275503416581,-0.2947598253275109,5.7234905469962926e-06,0.5150372439478584,1.80999295435652e-06,4.0,1.879145090621791,0.1870373713666726,-0.1053213986702984,0.0156542304439312,-0.0033473922392291,-0.0122546176804851,0.0202035018792772,0.0177728558968176,-0.0523954869696194,-0.0536360503867245,0.167728237791932,5.0,0.5169541939321832,0.001964141821112,0.006005543578688,0.0437206944620453,0.2867743037254855,0.026365120638568,0.149124390684239,-0.0066248880931065,0.0227368930277559,-0.0354609929078014,-0.0113144058885383,0.0387596899224806,0.036144578313253,0.1266375545851528,0.0157480314960629,0.0530612244897958,0.0661157024793388,0.1517857142857142,0.093220338983051,0.0038910505836575,-0.1072664359861591,-0.0685920577617328,-0.0038610038610037,0.0530612244897958,-0.0038610038610037,0.0197628458498024,-0.0337078651685393,0.0078125,0.0840336134453783,-0.0190114068441064,-0.0264150943396226,0.0403225806451612,-0.0514705882352941,0.0,-0.0514705882352941,-0.0337078651685393,0.0445344129554654,0.1120689655172415,0.0530612244897958,0.1025641025641026,-0.1103448275862069,-0.1704180064308681,-0.1783439490445859,-0.2389380530973451,-0.2061538461538461,-0.1677419354838709,-0.2344213649851632,-0.2543352601156069,-0.2931506849315068,-0.3501259445843828,-0.3451776649746192,-0.3384615384615385,-0.3333333333333333,-0.3468354430379746,-0.2813370473537604,-0.3064516129032258,-0.3246073298429318,-0.3174603174603174,-0.2478134110787172,-0.2252252252252252
