firms,absacc,acc,age,agr,chpmia,currat,depr,egr,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.028601458738096,0.028601458738096,4.0,-0.0482998694598122,-0.2860769578562498,0.9838182131175762,0.0856696195935383,-0.0264927654371306,7.660697166747634e-06,0.0237458817678872,-1.188392054988589,0.1687570330042822,0.1677770483815298,-0.0539200804094252,-0.2350591761983516,0.5336225607909503,4.776595744680851,0.4663453262179377,0.0623081090843417,0.0562499999999999,0.0126582278481013,0.0596026490066226,0.1034482758620689,0.1594202898550727,0.2955465587044534,0.86046511627907,1.098360655737705,1.6337448559670782,1.206896551724138,0.86046511627907,0.7066666666666668,0.7630853994490359,1.3021582733812953,1.0447284345047927,1.1843003412969284,1.206896551724138,1.1548821548821548,0.7827298050139277,0.8823529411764708,0.9047619047619048,1.4334600760456278,1.2939068100358422,0.282565130260521,-0.0077519379844961,-0.01840490797546,-0.01840490797546,0.282565130260521,0.25,0.0810810810810811,0.3943355119825709,0.3168724279835391,-0.0476190476190475,-0.0921985815602836,-0.1773778920308483,-0.4884092725819344,-0.3541876892028254,-0.4007490636704119,-0.4567062818336163,-0.4988253719655442,-0.5331874544128373,-0.50920245398773,-0.50920245398773,-0.5907928388746804,-0.6396396396396397,-0.630057803468208,-0.5800524934383202,-0.5418754473872585,-0.5464209780297661
BALZ_07-L^I10,0.123782957249007,-0.123782957249007,5.0,-0.1610848590473794,0.4418040645594601,2.080933240653993,0.1864704217378998,-0.1088143378892277,2.4695879540498986e-08,-0.0138437213647879,-1.2202545231127473,-0.0235363261897161,0.0802561532236115,-0.0768451492195616,-0.0185196227726503,-0.0297033755079065,-2.6909515717926933,1.436398803227659,-0.0899264238350441,0.3076923076923077,-0.0714285714285715,-0.0714285714285715,0.0,0.0,0.857142857142857,0.3,0.4444444444444446,0.3,0.1818181818181818,0.1818181818181818,0.0833333333333334,0.625,0.4444444444444446,0.3,0.4444444444444446,0.857142857142857,0.1818181818181818,-0.0714285714285715,-0.0714285714285715,0.0,0.0,-0.0714285714285715,-0.0714285714285715,-0.1333333333333333,-0.1875,-0.2352941176470588,-0.1875,-0.2352941176470588,-0.3809523809523809,-0.4583333333333332,-0.48,-0.5517241379310345,-0.5666666666666667,-0.6060606060606061,-0.6388888888888888,-0.6176470588235294,-0.6578947368421053,-0.6388888888888888,-0.6486486486486487,-0.6176470588235294,-0.6285714285714286,-0.6060606060606061,-0.6486486486486487,-0.6285714285714286,-0.6578947368421053,-0.675,-0.675,-0.7234042553191489
BAMD_17-L^J98,0.0953264723913233,-0.0953264723913233,4.0,0.0648034504384227,0.0134563175165147,1.2874155905476403,0.0526212235983905,0.0555618294748731,2.9425545138179134e-08,0.0378132346321212,-9.53991339973416,0.0018649079736484,-0.0095083676929476,0.0018649079736484,1.0652614353619574,0.1629521110229302,-6.649077203015336,1.2874155905476403,0.0652614353619574,0.1160220994475138,0.0462427745664739,0.1677419354838709,0.1677419354838709,0.222972972972973,0.4365079365079365,0.3923076923076922,0.7403846153846154,0.6759259259259258,0.4365079365079365,0.3407407407407408,0.1677419354838709,0.222972972972973,0.4365079365079365,0.1907894736842106,0.1383647798742138,0.2397260273972603,0.3211678832116786,0.1383647798742138,0.0402298850574713,0.0284090909090908,-0.0523560209424083,0.1172839506172838,-0.1339712918660286,-0.1772727272727273,-0.1735159817351598,-0.1421800947867297,0.0402298850574713,0.1104294478527607,0.0,-0.1919642857142858,-0.2026431718061674,-0.3345588235294118,-0.443076923076923,-0.5134408602150538,-0.5382653061224489,-0.448170731707317,-0.448170731707317,-0.4272151898734178,-0.4065573770491802,-0.3926174496644294,-0.4142394822006472,-0.4498480243161094,-0.4046052631578947,-0.4515151515151514,-0.3946488294314382,-0.3418181818181818,-0.2957198443579766,-0.180995475113122
BBEK_99-L^L95,0.0483882101194174,-0.0483882101194174,4.0,0.1732673267326732,0.907989626437206,1.1756574160690156,0.1096744400831216,0.1713388652164162,4.057336949733432e-06,0.0822082208220821,5.018794235558188,0.0192320641723198,-0.043618758724705,0.0468886108479657,-0.0450774518268426,-0.4552668952044765,-0.7324973876698015,0.8987631223365553,0.0480698604423407,-0.0121951219512194,-0.1881188118811881,-0.2838427947598254,-0.2511415525114155,-0.3306122448979592,-0.2511415525114155,-0.2743362831858407,-0.1322751322751323,-0.0520231213872832,-0.098901098901099,-0.2336448598130842,-0.5482093663911846,-0.5794871794871794,-0.4969325153374233,-0.5826972010178118,-0.5762273901808785,-0.4969325153374233,-0.5706806282722513,-0.6419213973799127,-0.648068669527897,-0.6713426853707416,-0.6693548387096775,-0.6653061224489796,-0.6666666666666667,-0.6583333333333333,-0.648068669527897,-0.6194895591647331,-0.5649867374005305,-0.5555555555555556,-0.5718015665796345,-0.5260115606936416,-0.5380281690140845,-0.513353115727003,-0.5672823218997362,-0.5567567567567568,-0.5626666666666666,-0.4984709480122324,-0.5104477611940299,-0.4875,-0.503030303030303,-0.52046783625731,-0.5232558139534884,-0.4906832298136646,-0.4743589743589744,-0.5418994413407822,-0.514792899408284,-0.4496644295302013,-0.4421768707482993,-0.4551495016611295
BBNH_32-L^L97,0.0266307277628032,-0.0266307277628032,6.0,0.0191575051703494,-0.0777538695897689,1.4883720930232558,0.0780894617134192,0.0988269794721407,0.0001540487137104,-0.0018504408403178,-3.151320011528131,0.097602585974679,0.0580356479210334,0.1377474744896183,-0.169322861444091,-0.1984157922846474,-0.3958333333333333,0.9044397463002114,-0.0954503886602652,-0.0121951219512195,-0.050925925925926,-0.0969162995594714,-0.0702947845804989,-0.1182795698924732,-0.0827740492170022,-0.0048543689320389,0.0199004975124377,0.056701030927835,-0.028436018957346,-0.098901098901099,-0.1992187500000001,-0.1546391752577319,-0.0744920993227991,-0.1048034934497817,-0.1239316239316239,-0.0702947845804989,-0.0024330900243311,-0.0375586854460093,-0.014423076923077,-0.0238095238095239,0.0432569974554706,0.1081081081081078,0.0677083333333332,0.0098522167487684,0.0224438902743142,0.1202185792349725,0.2386706948640482,0.2130177514792899,0.3621262458471761,0.4855072463768115,0.5185185185185184,0.4695340501792113,0.2462006079027354,0.2576687116564418,0.2893081761006286,0.5018315018315016,0.4041095890410957,0.4642857142857142,0.3486842105263157,0.305732484076433,0.43859649122807,0.5891472868217051,0.4186851211072662,0.2974683544303795,0.3758389261744965,0.4855072463768115,0.5298507462686566,0.4285714285714284
BBOU_00-L,0.046358454718176,-0.046358454718176,4.0,0.0911137597669183,1.0900028577933063,1.4432707355242569,0.0738801628853984,0.0285138248847926,2.48631872490819e-05,0.0311217057343398,-0.0626290759850659,-0.0762706812910627,0.0421947567686132,-0.0226830793088259,-0.0091475530740615,-0.0534631746409974,-0.6971428571428572,0.735133020344288,0.0805574439157036,-0.0233393177737881,-0.032986111111111,0.0670498084291189,0.0469924812030075,-0.0670016750418759,-0.1377708978328172,-0.0987055016181228,-0.1045016077170417,-0.0778145695364238,-0.1158730158730158,-0.1172741679873216,-0.2020057306590258,-0.2076813655761024,-0.1283255086071987,-0.1844802342606148,-0.1586102719033232,-0.052721088435374,-0.0279232111692845,-0.0808580858085807,-0.068561872909699,-0.0638655462184873,-0.0210896309314587,-0.0071301247771835,-0.0071301247771835,0.060952380952381,0.0752895752895754,0.1952789699570816,0.2716894977168951,0.2659090909090909,0.3014018691588784,0.3618581907090465,0.4209183673469387,0.3519417475728155,0.1927194860813705,0.2135076252723313,0.2405345211581291,0.4392764857881137,0.4355670103092783,0.4735449735449737,0.4467532467532469,0.4030226700251889,0.4813829787234045,0.6144927536231883,0.6981707317073174,0.6191860465116281,0.7795527156549522,0.9075342465753428,0.9751773049645392,1.0706319702602234
BBQS_26-L^G99,0.0032012629640186,0.0032012629640186,4.0,0.0185447463928477,0.1078363094588555,1.7709579011592431,0.1050829602317619,-0.2182854311199207,4.704729944350595e-05,0.0014605647517039,-7.579021726800197,-0.0729121839334241,-0.0141424230939703,-0.0268170894659343,-0.0011905744055702,-0.4204845374425671,0.0777422790202344,1.1330079316656498,-0.0609028046213976,-0.0445859872611464,-0.01875,-0.0248447204968944,0.0827586206896553,0.1804511278195488,0.341880341880342,0.4811320754716981,0.8470588235294119,0.5700000000000001,0.2362204724409449,-0.0125786163522012,-0.1229050279329608,-0.1989795918367346,-0.0368098159509201,0.0194805194805194,-0.0542168674698794,-0.059880239520958,-0.059880239520958,-0.2030456852791877,-0.2764976958525345,-0.3304904051172708,-0.3276231263383297,-0.2415458937198067,-0.3389473684210525,-0.3617886178861788,-0.3617886178861788,-0.2847380410022778,-0.0513595166163142,-0.3485477178423236,-0.3565573770491803,-0.3745019920318724,-0.3512396694214875,-0.384313725490196,-0.4321880650994575,-0.4342342342342342,-0.3961538461538462,-0.3218142548596112,-0.2911963882618509,-0.3879142300194931,-0.4075471698113206,-0.4462081128747794,-0.403041825095057,-0.4238532110091743,-0.465076660988075,-0.4852459016393442,-0.4342342342342342,-0.4119850187265917,-0.4119850187265917,-0.4075471698113206
BBTU_63-L^C18,0.0678286521522353,-0.0678286521522353,4.0,-0.0716675012518778,0.8604508300243416,1.44551977306858,0.0306235565819861,-0.1192120298643485,4.270891290603347e-05,-0.0025638457686529,-17.05419562442863,-0.1883063811955274,0.0927063701332946,-0.258491375232978,-0.0080618165595627,0.0136123146405906,-272.08333333333337,1.0862673118638413,0.1005890588266371,0.0992366412213741,-0.0752941176470587,-0.1638297872340425,-0.2202380952380952,-0.108843537414966,-0.1602564102564101,-0.0642857142857142,-0.0530120481927711,0.1391304347826087,-0.0796252927400467,-0.2092555331991951,-0.3068783068783068,-0.3536184210526315,-0.2309197651663405,-0.2982142857142856,-0.2248520710059172,-0.2982142857142856,-0.3093145869947276,-0.3482587064676616,-0.3712,-0.4160475482912332,-0.3732057416267942,-0.2893309222423146,-0.3588907014681892,-0.3999999999999999,-0.4125560538116591,-0.3661290322580645,-0.2584905660377358,-0.3068783068783068,-0.354679802955665,-0.3588907014681892,-0.2956989247311827,-0.3953846153846153,-0.4689189189189189,-0.4896103896103896,-0.4653061224489795,-0.3514851485148514,-0.4262773722627736,-0.4177777777777778,-0.4653061224489795,-0.5,-0.4464788732394366,-0.3953846153846153,-0.4835742444152431,-0.48828125,-0.4815303430079155,-0.4143070044709388,-0.4116766467065867,-0.39258114374034
BBVN_02-L^I99,0.0615,-0.0615,5.0,0.028397565922921,-0.3914077696233747,1.2729234088457388,0.1258561643835616,0.0033698399326031,4.257575971220696e-07,0.0512170385395537,-0.6099527400284687,-0.0813618152494197,0.0654540939035868,-0.095024166180612,-0.0006246583034117,0.0458784900739628,-1.3155080213903745,0.8894282632146709,0.0449635769907057,-0.0282485875706215,0.0231213872832369,-0.0876288659793813,-0.1917808219178082,-0.2098214285714286,-0.1280788177339901,-0.0483870967741936,0.0056818181818181,0.0350877192982457,0.066265060240964,-0.106060606060606,-0.311284046692607,-0.3516483516483516,-0.2834008097165992,-0.294820717131474,-0.3269961977186312,-0.32183908045977,-0.3031496062992126,-0.3192307692307692,-0.2624999999999999,-0.292,-0.2804878048780488,-0.184331797235023,-0.2168141592920353,-0.1880733944954129,-0.1571428571428571,-0.1365853658536584,-0.0483870967741936,-0.2062780269058296,-0.1365853658536584,-0.0684210526315789,-0.0274725274725274,-0.0274725274725274,-0.1323529411764705,-0.1365853658536584,-0.0380434782608696,-0.082901554404145,-0.106060606060606,-0.0585106382978722,-0.0483870967741936,-0.106060606060606,-0.1194029850746267,-0.0380434782608696,-0.184331797235023,-0.1805555555555555,-0.1571428571428571,-0.0634920634920634,-0.0483870967741936,-0.0483870967741936
BCPS_48-L^C06,0.0637531863453604,-0.0637531863453604,4.0,0.1470162306520471,-0.0714834983079068,1.1810388584964189,0.0496340471672539,-0.0082505943224725,7.519252372255844e-05,0.1216076432641853,3.8496182165593575,0.0677438530413636,0.0061248251837069,0.1279188146009712,0.176793148761447,0.0809735614700595,-1.8963001563314223,0.8660538040719643,0.1288899779465817,0.0530973451327432,-0.0139616055846422,0.005338078291815,0.018018018018018,0.121031746031746,0.1507128309572301,0.2500000000000002,0.4487179487179489,0.765625,0.6715976331360949,0.3516746411483256,0.1122047244094488,0.1188118811881189,0.3614457831325302,0.5353260869565217,0.2958715596330274,0.3200934579439252,0.3420427553444181,0.1232604373757455,0.0865384615384616,0.0272727272727273,0.0107334525939177,0.0782442748091603,0.0741444866920153,0.0071301247771835,-0.0087719298245613,-0.0017667844522968,0.1945031712473572,0.1188118811881189,0.1391129032258065,0.2527716186252773,0.2668161434977578,0.107843137254902,-0.0707236842105262,-0.0783034257748775,-0.0488215488215488,0.0580524344569288,0.0161870503597123,-0.005281690140845,-0.034188034188034,-0.0504201680672268,0.0424354243542435,0.0501858736059479,-0.1102362204724408,-0.1226708074534161,-0.1347626339969372,-0.0536013400335007,-0.064569536423841,-0.1102362204724408
