firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,16.0,-0.1126112171305359,4.456049254115187e-07,0.0355027601522263,0.0697663052206031,0.0988162853654652,1.2880701245748756,0.0160263558627079,1.0,-0.2276462205512265,2.603866570388433e-08,9.975215137134876e-10,8.111870921650468e-07,-0.030361642288833,5.0,0.0876443619308718,0.1734047945160472,-0.0235932482505288,0.0713731140752759,-0.0416666666666666,-0.04,0.0,0.0,-0.1864406779661016,-0.1724137931034483,-0.0588235294117647,-0.04,0.0434782608695651,0.0212765957446807,-0.0769230769230769,0.1707317073170731,0.1428571428571428,0.263157894736842,0.4117647058823528,0.6551724137931034,0.5,0.6551724137931034,0.5483870967741935,0.2307692307692306,0.4117647058823528,0.846153846153846,0.4117647058823528,0.4545454545454543,0.3333333333333332,0.0212765957446807,-0.04,-0.04,-0.0588235294117647,-0.142857142857143,-0.323943661971831,-0.368421052631579,-0.1272727272727274,-0.0943396226415095,-0.3333333333333333,-0.3333333333333333,-0.5294117647058824,-0.5294117647058824,-0.5826086956521739,-0.5339805825242718,-0.6842105263157895,-0.7419354838709677,-0.7073170731707317,-0.7391304347826086,-0.7623762376237624,-0.7473684210526316,-0.7623762376237624,-0.7446808510638299,-0.7486910994764397
BAOH-L,23.0,0.3288185334381539,1.0066166790043644e-06,0.0802003489681328,0.1781881564187669,0.231502052557094,0.4165462224577076,-0.4874212842949621,1.0,0.1516126596675626,6.53754867345945e-08,4.645372878374328e-08,9.130929283026716e-07,0.6265718212544018,4.0,0.7991532939041472,0.0973544636321318,-0.0891277990068229,-0.0673525713081415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBIO-L^E18,15.0,-0.0216463414634146,5.528411900099466e-07,0.0440466140563157,0.0520129297678518,0.1369086548942664,1.1946854045617272,0.0001215787526593,1.0,-0.0252631578947368,6.029909307883867e-08,4.726072357282304e-07,1.3534459802943295e-06,-0.0228448275862068,4.0,1.2840279239146315,0.0108237642915602,0.0087745839636913,0.0087745839636913,-0.0731707317073171,0.088495575221239,0.074235807860262,0.004081632653061,-0.0681818181818182,-0.0465116279069768,-0.0786516853932584,-0.0820895522388059,-0.1054545454545454,0.0081967213114753,-0.0751879699248121,0.0603448275862068,0.1388888888888888,0.1658767772511848,0.2299999999999999,0.5374999999999999,0.4385964912280702,0.268041237113402,0.2238805970149255,0.0379746835443037,0.144186046511628,0.0292887029288702,-0.092250922509225,-0.031496062992126,-0.2140575079872204,-0.2634730538922155,-0.25,-0.2869565217391304,-0.1717171717171718,-0.1021897810218979,-0.0716981132075471,-0.1398601398601398,-0.1021897810218979,-0.0465116279069768,-0.1907894736842105,-0.6500711237553343,-0.6455331412103746,-0.6788511749347259,-0.6754617414248021,-0.6592797783933517,-0.6940298507462686,-0.703971119133574,-0.652050919377652,-0.6746031746031746,-0.6944099378881987,-0.6283987915407855,-0.722972972972973,-0.7099056603773586,-0.715606936416185
BBOU-L,16.0,-0.1300858183614249,1.7631107838156154e-07,0.0140472637778414,0.0828246983676366,0.1569274041026138,0.7080432600487108,0.4912484297987851,1.0,-0.2547436415018167,6.647481611785852e-08,3.3610145766937395e-06,4.731077609767416e-07,-0.0753220085868956,3.0,16.052621494177647,-0.0504048416765208,-0.0581567796610169,-0.0581567796610169,-0.0642076502732241,0.0252100840336135,-0.0317460317460316,0.0368271954674221,-0.0291777188328912,0.0166666666666666,-0.0040816326530611,-0.0054347826086956,0.0487106017191976,0.1192660550458715,0.0828402366863905,0.1545741324921137,0.1366459627329193,0.1124620060790273,0.0717423133235726,0.1158536585365854,0.1545741324921137,0.1366459627329193,0.0844444444444445,0.1141552511415524,0.0027397260273973,-0.0827067669172932,-0.0663265306122448,-0.0067842605156037,-0.1398354876615746,-0.1488372093023254,-0.1911602209944751,-0.2026143790849672,-0.1586206896551723,-0.1367924528301887,-0.0675159235668788,-0.0174496644295302,0.0457142857142858,0.0457142857142858,0.0655021834061135,-0.0067842605156037,-0.0827067669172932,-0.0456323337679269,0.0096551724137932,0.0223463687150837,0.0223463687150837,0.1192660550458715,-0.0239999999999999,0.0124481327800829,0.1124620060790273,0.2059308072487644,0.2686308492201041,0.2577319587628865,0.2159468438538208
BBTK-L^C11,11.0,0.1364296081277213,0.000643025217939,51.231862087792166,0.1020806241872561,0.1818181818181818,0.260703883685106,3.6125630098854513,1.0,0.8411764705882353,7.601256569886749e-05,1.5001754894258633e-08,0.0008546277656953,-0.108730583824317,3.0,0.0014925888690392,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.0,-0.2222222222222223,0.0,0.0,-0.2222222222222223,0.0,0.0,-0.1250000000000001,-0.1250000000000001,-0.2222222222222223,0.0,0.0,-0.1250000000000001,-0.1250000000000001,-0.1250000000000001,-0.3,-0.3636363636363637,-0.3,-0.1666666666666667,-0.054054054054054,-0.054054054054054,-0.1250000000000001,0.346153846153846,0.346153846153846,0.0294117647058822,0.0294117647058822,0.0294117647058822,0.0294117647058822,0.0294117647058822,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1666666666666667,-0.1250000000000001,-0.1250000000000001,0.4583333333333332,-0.1250000000000001,-0.1250000000000001,-0.0789473684210526,0.0,0.1666666666666667,0.3999999999999999,0.2499999999999997,0.2499999999999997,0.2499999999999997,0.3999999999999999,0.3999999999999999,0.7499999999999998
BBTU-L^C18,15.0,0.0400149809781001,5.911322225231699e-07,0.047097382272225,0.1179640032099048,0.1179786665684125,2.6643478523528543,-0.0172582140911452,1.0,-0.0107679229243413,2.7092854655888633e-08,3.390944839213713e-06,6.84288100451587e-07,0.0882930019620667,4.0,3.169035691241512,0.7588167003159204,0.0473176677131886,0.6299507209344771,-0.0333333333333334,0.0037174721189592,0.0887096774193549,0.1842105263157896,0.1790393013100437,0.1946902654867257,0.2000000000000001,0.2558139534883723,0.3775510204081633,0.4835164835164836,0.3636363636363637,0.3636363636363637,0.4673913043478261,0.4917127071823204,0.7532467532467533,0.956521739130435,0.7763157894736843,0.6770186335403727,0.6167664670658684,0.5,0.5428571428571429,0.7088607594936709,0.3917525773195878,0.4210526315789475,0.2272727272727273,0.0975609756097561,0.062992125984252,0.0843373493975903,0.2053571428571428,0.2857142857142858,0.2796208530805688,0.3106796116504855,0.5168539325842698,0.4673913043478261,0.1250000000000002,0.0931174089068824,0.0975609756097561,0.115702479338843,0.2162162162162162,0.3106796116504855,0.1739130434782609,0.1203319502074689,0.291866028708134,0.3917525773195878,0.4062500000000002,0.3917525773195878,0.2442396313364057,0.2217194570135747,0.2107623318385652
BBXK-L,16.0,0.0919815859200379,2.7914018615621127e-05,2.223998549567113,0.0976806604221171,0.1838340817554742,1.3389929657344577,0.0232925891640305,1.0,-0.2202804107424961,6.507497565070089e-06,2.930099173883313e-06,5.800662911931298e-05,0.3243752185726199,3.0,0.0650616246597961,-0.0722857550672494,1.027769524092507,0.0277695240925073,0.0,0.0144927536231884,-0.7463768115942029,0.0144927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0144927536231884,0.0,0.0144927536231884,0.0144927536231884,-0.8153034300791557,-0.8209718670076727,-0.8181818181818182,-0.8186528497409327,-0.8128342245989305,-0.8060941828254847,-0.7965116279069767,-0.7619047619047619,-0.7254901960784313,-0.7426470588235294,-0.717741935483871,-0.7307692307692308,-0.7188755020080322,-0.7348484848484849,-0.7407407407407407,-0.7021276595744681,-0.6875,-0.6236559139784947,-0.6428571428571428,-0.6391752577319587,-0.6517412935323383,-0.6682464454976303,-0.6818181818181819,-0.7071129707112971
BCPS-L^C06,15.0,0.0501815135437028,1.4246965404667788e-05,1.1351009982483298,0.0302055457495871,0.0781949707199449,0.5885662091856897,0.2943101337572274,1.0,0.0153945875871009,5.684234521492096e-07,2.2316154213332053e-07,2.730933633505662e-05,0.0711673949879603,4.0,0.0674313557348052,-0.1389365541582084,0.1260058326181215,-0.1439034415754269,-0.982409381663113,0.0166644086167186,33.74074074074074,-0.0035851812508298,47.41290322580645,47.41290322580645,-0.0035851812508298,0.0235984176783523,25.609929078014183,0.0088733530518958,46.493670886075954,0.0064377682403433,-0.0188284518828452,-0.1007789095266625,-0.0657370517928285,41.88,46.19496855345912,-0.0401637247377846,-0.0148352369699356,-0.0924044508950169,-0.1109004739336493,-0.1304750869061413,-0.1349855907780979,-0.0852127270510788,-0.074494326591021,-0.0284826514759191,-0.0338612076734903,-0.0351035103510349,-0.0942667471333734,32.20353982300885,30.529411764705888,-0.1233644859813082,43.66666666666667,-0.1262226362366091,-0.1767416346681294,-0.1478537360890301,53.376811594202906,-0.1051752921535892,-0.1165528608429479,59.032,-0.2018719421399701,-0.2021265284423178,22.671924290220822,-0.2039885435451361,49.70270270270271,-0.1467879476975554,-0.1700033182170113,-0.1804281345565749,-0.1838155318686098
BCQE-L^A14,16.0,-0.2252906976744186,-5.154168920364575e-07,-0.0410649013349153,0.3193061355605525,-0.0463760434609778,1.3227156188820404,0.671710352352198,1.0,3.5533980582524274,-3.60462133449804e-07,6.437120472124252e-07,3.84859265652809e-06,-0.1342398022249691,3.0,0.697554379702475,0.0064923738753167,-0.0231672591083087,-0.2245914707054603,-0.111111111111111,0.125,-0.1,-0.0526315789473684,-0.1818181818181818,-0.3076923076923077,0.0,-0.1428571428571429,-0.4375,-0.3571428571428572,-0.4857142857142856,-0.3076923076923077,-0.1,0.0,0.2857142857142856,0.7999999999999998,0.1999999999999999,-0.6538461538461539,-0.6603773584905661,-0.7272727272727273,-0.7096774193548387,-0.7,-0.7567567567567568,-0.7313432835820896,-0.8,-0.8301886792452831,-0.8333333333333334,-0.8548387096774194,-0.8200000000000001,-0.8448275862068966,-0.8487394957983193,-0.825242718446602,-0.71875,-0.5384615384615385,-0.7954545454545454,-0.797752808988764,-0.8676470588235294,-0.8775510204081632,-0.8783783783783784,-0.8676470588235294,-0.8867924528301887,-0.9016393442622952,-0.8846153846153846,-0.8941176470588236,-0.8888888888888888,-0.8775510204081632,-0.931297709923664,-0.926829268292683,-0.928
BCYN-L,15.0,0.0671268644874642,3.724616209331049e-07,0.0296752006986583,0.0221683382293946,0.1904346713513109,0.4049702417774992,0.2855129579393717,1.0,0.2040399054982817,5.5960161221474176e-08,1.129494731541997e-06,4.839366379168759e-07,-0.0240054669703872,5.0,11.538150477399306,-0.1471815728049571,-0.0843568129330254,-0.0843568129330254,0.069802731411229,0.0022813688212928,0.0654810024252223,-0.0273062730627307,-0.1021798365122615,-0.074438202247191,-0.1458198314970835,-0.0878892733564014,-0.0935350756533699,0.021705426356589,-0.0558739255014327,0.0185471406491499,0.1612334801762114,0.0759183673469388,0.1112984822934233,0.0803278688524591,0.0154083204930661,0.1255337318531169,0.0629032258064514,-0.0045317220543806,0.1500872600349039,0.2697495183044314,0.1612334801762114,0.2734299516908212,0.0838815789473683,0.0122887864823348,-0.7382843526608419,-0.7578541245636597,-0.7691768826619965,-0.767055496641923,-0.7486651411136537,-0.7495724871746152,-0.7058035714285714,-0.686115741843296,-0.7284154131465073,-0.7207627118644069,-0.7454124010044427,-0.7587847730600292,-0.7681618293755497,-0.7214708368554523,-0.7416192903352283,-0.7276296755528002,-0.7168635875402792,-0.6826390561040212,-0.698949291914116,-0.6667509481668774,-0.7155804920155373,-0.693345742205677,-0.6948367677703172
