firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
FSET-L,0.1879629629629629,-0.1879629629629629,4.0,-0.2327674371037021,2.439020063822503e-06,2.0145606903409337,-0.2013435922516799,1.0,2.317769130998703,0.0549707602339181,1.9063294290408698e-07,6.75581429794292e-08,-0.1761096338719574,0.2045297486691397,-5.5800067257111,-0.098590427517775,-0.308226792662591,0.472245965799517,0.3652612442052237,-5.758865248226951,0.2548638132295717,-0.0592401802962008,-0.088888888888889,-0.2105263157894735,-0.4578313253012047,-0.4375,-0.2105263157894735,-0.2622950819672131,-0.0816326530612244,-0.1176470588235294,-0.1964285714285715,-0.2372881355932202,-0.1818181818181818,0.0227272727272727,0.0465116279069768,-0.5263157894736842,-0.5871559633027523,-0.6017699115044247,-0.5982142857142858,-0.4943820224719101,-0.2741935483870967,-0.55,-0.5673076923076923,-0.5161290322580645,-0.5161290322580645,-0.7058823529411764,-0.7457627118644068,-0.7643979057591623,-0.7383720930232558,-0.7428571428571429,-0.7428571428571429,-0.75,-0.75,-0.7692307692307692,-0.7428571428571429,-0.7383720930232558,-0.7540983606557377,-0.7352941176470589,-0.747191011235955,-0.7457627118644068,-0.7540983606557377,-0.7772277227722773,-0.7727272727272727,-0.765625,-0.763157894736842,-0.7428571428571429,-0.725609756097561,-0.7554347826086957,-0.7321428571428572,-0.7272727272727273,-0.7457627118644068
FSEW-L,0.0679674573583121,-0.0679674573583121,5.0,0.19705498040004,1.6761139081699164e-07,0.1384422064425689,-0.0016573538667154,1.0,1.9535575632233952,0.1856328463287749,4.74032845705228e-08,3.143621629406793e-09,0.0812812007906992,0.6279145961311415,8.25074021033716,0.0499617847521158,0.1023933275280286,-0.0011061529153589,0.992524896250632,-0.414065403195838,1.3859801893980623,0.1548571498369345,-0.0186335403726708,-0.0061728395061728,-0.0747126436781608,-0.1104972375690607,0.0522875816993464,-0.0955056179775281,-0.0242424242424241,0.0387096774193549,0.0522875816993464,0.0125786163522012,0.0733333333333334,0.1180555555555555,-0.0359281437125748,0.018987341772152,-0.0061728395061728,-0.0416666666666665,0.0125786163522012,-0.0242424242424241,0.1925925925925926,0.1103448275862069,0.0592105263157896,-0.0359281437125748,0.0125786163522012,0.0387096774193549,-0.1202185792349727,-0.0529411764705881,-0.0122699386503066,0.1582733812949641,0.018987341772152,0.018987341772152,0.0254777070063694,0.00625,-0.0584795321637425,-0.0242424242424241,-0.1436170212765956,-0.1868686868686868,-0.429078014184397,-0.356,-0.2614678899082568,-0.2511627906976743,-0.2476635514018691,-0.2648401826484018,-0.2107843137254901,-0.1297297297297297,-0.1390374331550802,-0.1743589743589743,-0.1614583333333332,-0.0852272727272727,-0.1297297297297297
FSEY-L^I97,0.1902346227013316,-0.1902346227013316,4.0,-0.0722486169046389,1.8820772442937576e-06,1.5545418788384844,-0.0051657147194789,1.0,1.320103395605687,0.0008893145437132,8.001175900148433e-08,5.76058356101886e-09,-0.1205151793928243,0.042993409430866,-35.20154990559228,0.0498487326635204,0.2782951136236856,-0.052395377058453,0.027323150028495,-11.69614147909968,0.3704382563741041,0.027323150028495,-0.1041666666666666,-0.1272727272727274,-0.2131147540983606,-0.0943396226415095,0.0666666666666666,0.1162790697674418,0.0,-0.0769230769230769,-0.0769230769230769,-0.1111111111111111,-0.0204081632653061,-0.0204081632653061,-0.1111111111111111,-0.1272727272727274,-0.142857142857143,-0.2727272727272728,-0.368421052631579,-0.3513513513513513,-0.3333333333333333,-0.368421052631579,-0.4074074074074074,-0.3924050632911393,-0.3766233766233766,-0.4216867469879518,-0.5051546391752577,-0.4545454545454546,-0.4146341463414634,-0.3766233766233766,-0.3924050632911393,-0.4,-0.3424657534246575,-0.3513513513513513,-0.36,-0.3424657534246575,-0.368421052631579,-0.3846153846153847,-0.3424657534246575,-0.3043478260869565,-0.3333333333333333,-0.3333333333333333,-0.3142857142857143,-0.2727272727272728,-0.2131147540983606,-0.2131147540983606,-0.2835820895522388,-0.323943661971831,-0.3043478260869565,-0.25,-0.2941176470588236
FSFF-L^I02,0.0306760146769651,0.0306760146769651,7.0,0.0687385383253193,6.460698154977445e-07,0.5336351565217359,-0.0030414350054077,1.0,0.6002015508215995,0.0696030090528698,6.122211807624901e-08,4.1582005499522305e-09,0.0893679772625581,1.103941207415258,-4.446377004288156,0.1806571137563374,0.2063828309711957,0.0644128839711563,0.0655230063851729,0.4120126017757049,0.5613470313243568,0.0630150645694231,-0.0557620817843865,-0.1122112211221121,-0.1946107784431138,-0.1322580645161291,-0.0528169014084506,-0.0756013745704468,-0.0973154362416107,-0.0627177700348432,-0.0724137931034483,-0.0323741007194243,-0.0182481751824818,0.0150943396226415,0.0228136882129277,0.0466926070038911,0.0466926070038911,0.0267175572519082,0.0632411067193676,0.2008928571428569,0.4083769633507854,0.3865979381443298,0.4861878453038672,0.5112359550561798,0.6402439024390245,0.5027932960893855,0.1902654867256639,0.2117117117117115,0.2570093457943925,0.3937823834196892,0.2453703703703702,0.1850220264317179,0.1545064377682403,0.2227272727272726,0.23963133640553,0.2932692307692306,0.2283105022831051,0.1695652173913044,0.2870813397129188,0.3121951219512195,0.3383084577114428,0.4232804232804232,0.4861878453038672,0.4619565217391304,0.6503067484662577,0.7933333333333332,0.7354838709677418,0.7933333333333332,0.8175675675675675,1.1349206349206349,0.8943661971830987
FSFL-L^I98,0.0093886428716729,-0.0093886428716729,3.0,-0.0444614443084455,2.590064311747315e-06,2.139318911433444,0.0005921747237139,1.0,1.0385856807511735,0.0523617037203383,2.3664954358142234e-07,1.8521877297543576e-08,0.0067778457772337,0.030018829729373,-5.10235993068558,0.0396454282650935,-0.0083011926415386,-0.0057723867982657,-0.1164033302807873,-0.2335539120280267,0.6865096830985915,-0.0371308937427101,-0.1140000000000001,0.0,-0.0476190476190476,-0.0384615384615385,-0.0099009900990099,0.0101010101010101,-0.0099009900990099,0.149425287356322,0.075268817204301,0.0309278350515465,0.0309278350515465,0.075268817204301,0.1111111111111111,0.098901098901099,0.098901098901099,0.0526315789473683,0.1037527593818983,0.1037527593818983,0.25,0.0101010101010101,-0.099099099099099,0.2987012987012987,0.234567901234568,0.234567901234568,0.0526315789473683,0.0526315789473683,-0.4285714285714286,-0.2424242424242424,-0.2424242424242424,-0.2424242424242424,-0.2307692307692307,-0.21875,-0.1666666666666666,-0.1666666666666666,-0.228395061728395,-0.1843393148450244,-0.0476190476190476,-0.0384615384615385,-0.0384615384615385,-0.0384615384615385,-0.0384615384615385,-0.0909090909090909,-0.0476190476190476,-0.1999999999999999,-0.2857142857142857,-0.2857142857142857,-0.3333333333333333,-0.3333333333333333,-0.1596638655462184
FSFM-L,0.106944642022989,-0.106944642022989,4.0,0.359545024960304,2.1976859792692306e-07,0.1815225651161928,-0.0143717754162029,1.0,1.6407232704402517,0.4397814719030786,4.922353313251241e-08,6.068309828660617e-08,0.1424939354912431,2.8650533774616616,-31.51995462681904,0.1566256481628292,0.1568476515909826,0.0847503933714551,0.0422124024114405,-1.03921568627451,1.325078616352201,0.123835650534187,-0.0799319727891155,0.0556552962298024,-0.0264900662251655,0.0173010380622837,0.0949720670391061,-0.0167224080267559,0.1115311909262759,0.2378947368421051,0.3486238532110091,0.2378947368421051,0.2923076923076924,0.3124999999999998,0.3243243243243241,0.5076923076923077,0.5555555555555556,0.628808864265928,0.6109589041095891,0.6657223796033995,0.7926829268292683,0.896774193548387,1.0704225352112675,1.1617647058823528,1.3149606299212595,1.1777777777777776,0.9534883720930234,0.9864864864864864,1.352,1.840579710144928,1.481012658227848,1.3426294820717133,0.9864864864864864,0.9534883720930234,0.803680981595092,0.781818181818182,0.7448071216617209,0.5764075067024128,0.7926829268292683,0.96,0.9153094462540716,0.734513274336283,0.734513274336283,0.6945244956772334,0.327313769751693,0.3999999999999999,0.3999999999999999,0.2173913043478259,0.2250000000000001,0.2301255230125523,0.281045751633987
FSFV-L^B05,0.063476554178608,0.063476554178608,3.0,0.1040782663782079,2.7715007636662813e-07,0.228918022223301,0.0016584557981927,1.0,0.5553046878636935,0.2544435897968941,7.76621890257002e-08,2.7797184666603844e-07,0.1468630099327062,1.2041306651845856,-1.2070537210643548,0.0845557755603439,0.2415373149445452,0.3961270564204404,0.0178271488618894,0.6608315098468268,0.1785647781760625,0.227031391248542,-0.017578125,-0.0429906542056074,-0.0191570881226053,0.0058939096267192,0.1179039301310043,0.1277533039647578,0.1531531531531531,0.2427184466019416,0.2832080200501252,0.2962025316455696,0.2994923857868021,0.3298701298701298,0.3837837837837836,0.4222222222222223,0.426183844011142,0.4712643678160919,0.5753846153846154,0.6516129032258065,0.8754578754578755,0.8351254480286738,0.8351254480286738,0.8823529411764706,0.7414965986394559,0.6786885245901642,0.5900621118012421,0.6305732484076432,0.6623376623376622,0.9393939393939394,0.8618181818181818,1.0562248995983934,0.946768060836502,0.8028169014084507,0.7839721254355401,0.5900621118012421,0.3913043478260869,0.3195876288659793,0.4382022471910112,0.5147928994082842,0.497076023391813,0.4712643678160919,0.4797687861271678,0.5468277945619335,0.5562310030395137,0.700996677740864,0.5999999999999999,0.5657492354740061,0.4927113702623906,0.501466275659824,0.4222222222222223
FSFX-L^K04,0.0255239642185662,-0.0255239642185662,4.0,0.0500789174831096,8.721475326520805e-07,0.7203688733519907,0.0061151604628295,1.0,1.3954969940097626,0.0079373691961863,6.489763850947854e-08,1.1902630250548525e-08,0.0025407579928012,0.2061447573754239,-2.905904843090166,0.0418061275664382,0.0593619298419865,-0.0493182308476894,0.03215923007423,-1.1238114923522118,1.1160105671700205,0.0509860152643846,-0.0286624203821657,-0.0818713450292397,-0.1028571428571428,-0.0710059171597632,-0.0248447204968944,-0.01875,-0.0156739811912225,-0.01875,-0.0455927051671731,-0.059880239520958,-0.0513595166163142,-0.0338461538461538,0.1672862453531598,0.246031746031746,0.3193277310924372,0.3534482758620692,0.4811320754716981,0.6185567010309279,0.9146341463414636,1.0389610389610389,1.211267605633803,1.1958041958041958,1.2589928057553958,0.9873417721518988,0.8690476190476193,0.9263803680981596,1.0128205128205128,0.9748427672955976,0.8915662650602412,0.8470588235294119,0.8690476190476193,1.0,1.0657894736842106,1.0389610389610389,0.7065217391304348,0.670212765957447,0.5939086294416245,0.6185567010309279,0.6185567010309279,0.6526315789473687,0.6613756613756616,0.670212765957447,0.6526315789473687,0.9625,0.6439790575916231,0.4741784037558687,0.4537037037037037,-0.190721649484536,0.3083333333333333
FSFY-L^H12,0.0098250786957025,-0.0098250786957025,19.0,0.027367565012819,5.675638191046253e-07,0.4687914528411028,-0.0004844835722531,1.0,2.327439710645463,0.0222450683428665,6.744261776745254e-08,6.0554029149816e-08,0.0118658791285681,0.7218333357931146,-50.163496609470926,0.0125612476046228,0.0762800323443221,0.056310303405405,-0.1513098582484035,-0.2142573132632776,1.284904250109539,0.0658888743331098,-0.0913978494623656,-0.088235294117647,-0.1506849315068492,-0.1545454545454545,-0.0461538461538461,0.0054054054054053,0.1071428571428572,0.1272727272727274,0.1272727272727274,0.0108695652173913,0.0054054054054053,0.0508474576271187,0.0508474576271187,0.1999999999999999,0.2077922077922078,0.1137724550898204,0.1204819277108435,0.1698113207547169,0.3478260869565219,0.3006993006993008,0.3984962406015038,0.4090909090909091,0.453125,0.2739726027397262,0.0941176470588236,0.1005917159763314,-0.0106382978723402,0.1698113207547169,0.0333333333333334,0.0108695652173913,-0.0970873786407766,-0.1506849315068492,-0.1583710407239819,-0.0606060606060605,-0.1506849315068492,-0.205128205128205,-0.2118644067796609,-0.1308411214953271,-0.1184834123222747,-0.1014492753623187,-0.1142857142857143,-0.1226415094339622,-0.1659192825112107,-0.0970873786407766,-0.0412371134020618,-0.1733333333333333,-0.1184834123222747,-0.0699999999999999,-0.1948051948051947
FSGG-L^F99,0.0226314087864001,0.0226314087864001,3.0,0.1774885396201704,4.516075493542649e-07,0.3730148963860734,-0.0009215513726769,1.0,1.2156516495822207,0.1253347127555988,7.221715509507403e-08,2.5149920158008343e-09,0.2587753765553373,0.2264520562950988,3.671173495480277,-0.0917485158085843,-0.104711214537759,0.0763816661922449,-0.1047240397434224,0.2544808927967539,0.9079162718580412,0.1907658513918808,-0.0080645161290322,-0.1267605633802816,-0.1677852348993288,-0.0915750915750915,-0.0158730158730159,-0.0387596899224806,-0.0424710424710423,0.1071428571428569,0.0247933884297519,0.1022222222222222,0.1698113207547169,0.2462311557788945,0.3405405405405404,0.3777777777777777,0.4588235294117646,0.5499999999999998,0.5597484276729559,0.7342657342657344,0.9076923076923076,0.9076923076923076,0.8646616541353382,1.1016949152542377,1.234234234234234,1.049586776859504,0.8235294117647058,0.8370370370370368,0.8370370370370368,0.7714285714285716,0.7714285714285716,0.8370370370370368,0.7971014492753625,0.6870748299319729,0.6103896103896103,0.5214723926380369,0.3777777777777777,0.4418604651162792,0.4252873563218391,0.4418604651162792,0.4674556213017751,0.5999999999999999,0.6870748299319729,0.710344827586207,0.8646616541353382,0.7971014492753625,0.6870748299319729,0.710344827586207,0.7841726618705036,0.7841726618705036,0.6533333333333333
FSGH-L^G03,0.1577085100695287,-0.1577085100695287,3.0,0.0122665350621786,1.7261356211507638e-06,1.4257385661344946,1.1636549681310258,1.0,0.0807795205841035,0.0224013336202505,2.366847743681838e-09,1.7982225736985054e-08,0.0144541973662614,1.803899337955572,18.2932204693744,-0.842707417336766,0.017754393204583,0.0809776698738887,-0.1565963759405504,-182.83354922279796,0.076596487146679,-0.0642682457512445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777779,0.0571428571428571,0.2131147540983606,0.15625,0.1384615384615384,0.0571428571428571,0.1935483870967742,0.15625,0.1935483870967742,0.0277777777777779,0.0,0.0277777777777779,0.0422535211267605,-0.0632911392405063,-0.1956521739130435,-0.159090909090909,-0.1956521739130435,-0.5865921787709497,-0.5771428571428572,-0.5842696629213483,-0.5697674418604651,-0.5595238095238095,-0.5,-0.5194805194805194,-0.5487804878048781,-0.4676258992805755,-0.4393939393939394,-0.4676258992805755
FSGQ-L^F97,0.0844012303183795,0.0844012303183795,3.0,0.129820691139479,1.0150764210656763e-06,0.8384240400080983,-0.0026709954795971,1.0,1.4999063270460045,0.2008168054333357,1.574904828865497e-07,1.0533429374039374e-07,0.2161357797177869,0.4349351918564852,6.792367992150746,-0.0825604769419695,-0.0250089549536268,-0.1141048734924812,-0.0728432285196465,1.0789633038633877,0.9757424518333668,-0.0018802854532291,-0.0608108108108108,-0.0326797385620915,-0.108433734939759,-0.1137724550898203,-0.1395348837209302,-0.1956521739130435,-0.1868131868131868,-0.1777777777777778,-0.159090909090909,-0.1294117647058823,-0.1445086705202312,-0.1242603550295857,-0.0133333333333333,0.0136986301369863,0.0136986301369863,-0.069182389937107,-0.0263157894736841,0.1044776119402983,0.3703703703703702,0.2758620689655173,0.2436974789915966,0.3333333333333332,0.3454545454545452,0.3962264150943395,0.1746031746031746,0.1297709923664121,0.2131147540983606,0.1297709923664121,0.1127819548872179,0.1044776119402983,0.0277777777777779,0.0802919708029197,0.15625,0.1297709923664121,0.0496453900709219,-0.0133333333333333,-0.0133333333333333,-0.0451612903225806,-0.0632911392405063,-0.1542857142857142,-0.0632911392405063,-0.0920245398773005,-0.1137724550898203,-0.0573248407643313,-0.0920245398773005,-0.0512820512820513,-0.0573248407643313,-0.0451612903225806,-0.108433734939759
FSGT-L,0.0516423011201822,0.0516423011201822,3.0,0.014919663351186,6.342559499447661e-07,0.5238772420637862,0.0182995045231158,1.0,1.4667328699106257,0.0036710719530102,6.588467073310665e-08,4.3697139147834313e-08,0.0424636572302984,0.5959904337572264,0.0962070125122687,0.0676151477134734,0.111111872067938,-0.0017572311503484,-0.0429492125510282,0.9577464788732388,0.8967229394240316,-0.0379366812227073,-0.0059880239520958,-0.0972972972972974,-0.1210526315789474,-0.0923913043478261,0.0569620253164555,0.0308641975308641,0.0060240963855422,0.1059602649006621,0.0705128205128204,0.0121212121212122,0.0372670807453414,-0.1021505376344087,0.0121212121212122,0.0121212121212122,0.0182926829268292,-0.0923913043478261,-0.1256544502617801,-0.1069518716577541,0.0182926829268292,0.1059602649006621,0.0569620253164555,0.0308641975308641,0.1597222222222223,0.1133333333333332,-0.0722222222222223,-0.0059523809523809,-0.0290697674418605,0.0636942675159235,-0.0402298850574712,-0.0511363636363636,-0.0972972972972974,-0.0824175824175824,-0.0824175824175824,-0.1164021164021164,-0.2304147465437788,-0.2643171806167401,-0.3211382113821138,-0.1391752577319588,-0.1479591836734693,-0.200956937799043,-0.200956937799043,-0.1565656565656565,-0.165,-0.0176470588235294,-0.0511363636363636,-0.1210526315789474,-0.1210526315789474,-0.1391752577319588,-0.1932367149758453
FSHC-L,0.1024409250303683,0.1024409250303683,3.0,-0.0022801780187175,4.836254366843777e-07,0.3994607539498365,0.0102936370644046,1.0,1.283612014829386,0.0478377491750448,9.425797415157957e-08,8.397808984517396e-09,0.0177102983461841,0.3104745591619391,-6.511737241964068,-0.0848169565631712,0.0205690012795616,0.0010398219461877,-0.0638303818467261,1.0558442785599544,0.7981009306196564,0.0345933424386063,-0.0303030303030303,-0.0309951060358889,-0.0999999999999998,-0.0309951060358889,-0.0230263157894736,-0.0833333333333333,-0.0495999999999999,-0.0198019801980197,-0.0198019801980197,-0.011647254575707,-0.0066889632107023,0.0626118067978533,0.1401151631477928,0.1556420233463036,0.1647058823529412,0.162426614481409,0.1762376237623764,0.3378378378378377,0.5468750000000002,0.5114503816793894,0.5230769230769232,0.4924623115577891,0.5037974683544304,0.3438914027149322,0.0384615384615385,0.0421052631578948,0.0421052631578948,0.0939226519337017,0.1186440677966103,-0.0066889632107023,-0.027823240589198,0.0102040816326531,0.0366492146596859,-0.1238938053097344,-0.184065934065934,-0.1929347826086956,-0.1040723981900452,-0.106766917293233,-0.1173848439821694,-0.1428571428571428,-0.0434782608695651,0.0550621669626998,0.1314285714285714,0.2298136645962734,0.2048681541582151,0.1739130434782609,0.1880000000000001,0.2172131147540985,0.2048681541582151
FSHK-L,0.0709839264145684,-0.0709839264145684,3.0,0.018756447528838,6.127836378906555e-07,0.5061417275280218,0.0135187961464077,1.0,1.7706863373957664,-0.0515463917525773,6.0574592588863e-08,1.171279384934405e-06,0.0662102597767983,2.200350471922922,1.1038254922884796,0.0019670509917612,0.0602756945915665,0.139792784583713,-0.0635154764011923,-1.5850622406639,1.0497113534316869,0.0224089635854341,-0.1221374045801527,0.0396825396825397,-0.0902777777777776,-0.0774647887323942,0.0396825396825397,0.201834862385321,0.1909090909090909,0.0737704918032786,0.0234375,-0.1208053691275167,-0.18125,-0.18125,-0.1913580246913581,-0.0150375939849624,-0.0902777777777776,-0.1761006289308175,-0.1493506493506493,-0.1656050955414012,-0.0075757575757575,-0.0437956204379562,-0.1027397260273972,0.1293103448275863,-0.0150375939849624,-0.1602564102564102,-0.2383720930232558,-0.2471264367816091,-0.2012195121951219,-0.1602564102564102,-0.1208053691275167,-0.1088435374149658,-0.1548387096774193,-0.2383720930232558,-0.1148648648648648,-0.0902777777777776,-0.2012195121951219,-0.2598870056497174,-0.2383720930232558,-0.2060606060606059,-0.2383720930232558,-0.3105263157894736,-0.8253333333333334,-0.8183079056865464,-0.8115107913669064,-0.7972136222910217,-0.8009118541033434,-0.7981510015408321,-0.7984615384615384,-0.7834710743801653,-0.7949921752738653
FSHO-L^A07,0.0843343667849438,-0.0843343667849438,4.0,-0.090533589942713,8.20003137194689e-06,6.772990967362875,0.0010797721486444,1.0,2.1647685421270326,-0.0186623881101165,3.944426070835824e-07,1.6193356340423652e-09,-0.1156317880496561,0.0156755686008784,-10.577736497334582,-0.0264852838976825,-0.0145155824473025,-0.0547319457494031,-0.1132362615456796,-3.199463327370304,1.0894101648818633,-0.1341108615761534,-0.0358744394618834,0.8278688524590163,-0.1185770750988142,0.592857142857143,0.5594405594405596,0.4768211920529801,0.457516339869281,-0.3441176470588235,0.252808988764045,0.2388888888888889,-0.4207792207792208,0.448051948051948,0.5815602836879434,0.5486111111111112,0.3937499999999998,-0.41005291005291,0.3117647058823529,0.4866666666666666,0.8130081300813008,0.7153846153846153,0.7153846153846153,0.6159420289855073,0.592857142857143,0.4387096774193548,0.2388888888888889,0.2054054054054053,0.2742857142857142,0.4768211920529801,0.448051948051948,0.3273809523809523,-0.4560975609756097,-0.4520884520884521,0.2965116279069768,0.252808988764045,-0.1008064516129032,-0.4715639810426539,-0.12890625,-0.1079999999999999,-0.089795918367347,-0.0934959349593496,-0.4325699745547073,-0.12890625,-0.0550847457627118,0.0469483568075117,-0.0219298245614034,-0.089795918367347,-0.1584905660377358,-0.1553030303030304,-0.1949458483754512
FSHU-L,0.0610608408738688,0.0610608408738688,3.0,-0.0012190735041368,3.521449925368191e-07,0.290861674238652,0.0204035579217678,1.0,1.6106094808126408,0.0168938891775201,5.621341350509351e-08,6.456073700173803e-09,0.0416783244734002,0.4457296214793532,1.906241271173149,0.0614316103146789,0.0662391090768221,-0.0156074610300567,-0.0590096038677165,0.6739874186072171,1.412354575447126,0.0103350309827227,-0.0946969696969697,-0.0638297872340424,-0.117056856187291,-0.043478260869565,0.1478260869565217,-0.0222222222222222,-0.0222222222222222,0.123404255319149,0.0517928286852591,0.0193050193050194,0.0272373540856032,0.0517928286852591,0.104602510460251,0.0819672131147541,0.03125,0.0272373540856032,0.0602409638554215,0.2941176470588236,0.4347826086956521,0.4347826086956521,0.4915254237288136,0.4193548387096775,0.4748603351955307,0.3894736842105264,0.3538461538461539,0.4270270270270271,0.4915254237288136,0.5529411764705883,0.5348837209302326,0.2692307692307691,0.1999999999999999,0.1838565022421525,0.1733333333333333,0.5085714285714287,0.3894736842105264,0.3538461538461539,0.2692307692307691,0.2394366197183099,0.2110091743119266,0.2571428571428571,0.3401015228426396,0.3894736842105264,0.3894736842105264,0.4915254237288136,0.4666666666666668,0.4505494505494505,0.4915254237288136,0.4915254237288136,0.6296296296296295
FSIB-L^B99,0.0114465489119393,0.0114465489119393,3.0,-0.0599211711711711,6.171735976014798e-07,0.5097677084688045,-0.0009373762777429,1.0,2.120562670028532,-0.0905268739820461,8.852383783014022e-08,4.816885033093466e-09,-0.0157657657657657,0.1075816580286122,8.09836675912048,0.1054947737232341,0.129105993281247,-0.0109802954351087,-0.0697258499129619,0.2862950058072007,1.5323468913807976,-0.0697258499129619,-0.0482758620689656,-0.1212121212121212,-0.1853932584269663,-0.0880503144654089,0.1068702290076335,-0.0136054421768707,0.0902255639097744,-0.0136054421768707,-0.0993788819875777,-0.1369047619047618,-0.0645161290322581,0.0,0.0507246376811594,0.0984848484848484,0.1153846153846154,0.0902255639097744,-0.0202702702702702,0.0902255639097744,0.4646464646464645,0.4356435643564356,0.3181818181818181,0.576086956521739,0.1983471074380165,-0.1899441340782123,-0.2926829268292682,-0.3255813953488372,-0.3224299065420561,-0.2676767676767677,-0.2926829268292682,-0.3497757847533632,-0.334862385321101,-0.3127962085308057,-0.3255813953488372,-0.3192488262910797,-0.4153225806451612,-0.4876325088339223,-0.4912280701754387,-0.4802867383512544,-0.4486692015209125,-0.4669117647058823,-0.4444444444444444,-0.3829787234042553,-0.334862385321101,-0.2857142857142857,-0.3497757847533632,-0.3776824034334765,-0.3127962085308057,-0.3224299065420561,-0.3776824034334765
FSIF-L^I98,0.0440240521650853,0.0440240521650853,3.0,-0.0321936227429889,3.544454088104032e-07,0.2927617521695075,0.0194832289875747,1.0,1.8507009722296823,0.0331305343051624,3.1612344878451016e-08,8.748545082365972e-09,0.0255762581636573,0.4014178410232947,-5.5367577017377,0.0465403522032513,0.0513194067859235,0.0085829216642953,-0.0486662467183353,0.9827849204619752,1.1416178761347158,-0.0406313676591345,-0.0568181818181818,-0.0736842105263158,-0.1414634146341462,-0.0857142857142857,0.1104100946372239,0.0507462686567163,0.0864197530864196,0.2013651877133104,0.1891891891891892,0.1932203389830507,0.2753623188405798,0.2941176470588234,0.4605809128630704,0.3538461538461537,0.4728033472803346,0.4605809128630704,0.3590733590733592,0.5304347826086957,0.7959183673469388,0.7512437810945276,0.8526315789473684,0.8924731182795698,0.7254901960784315,0.4485596707818928,0.2941176470588234,0.2179930795847751,0.3858267716535433,0.5107296137339055,0.2179930795847751,0.2264808362369337,0.1733333333333333,0.2054794520547944,0.3085501858736059,0.2661870503597123,0.0570570570570569,0.0057142857142857,0.0414201183431952,0.1174603174603174,0.2013651877133104,0.0797546012269938,0.1104100946372239,-0.2478632478632477,-0.1945080091533181,-0.0167597765363128,-0.0997442455242967,-0.1221945137157106,-0.1435523114355231,-0.0382513661202186,-0.0687830687830687
FSIG-L^E18,0.144343156755389,-0.144343156755389,2.0,-0.0956976222821541,1.5729460560184003e-06,1.2992083744958005,0.0099153112302792,1.0,1.903067085726672,-0.0779638239139909,6.196238230558392e-11,1.3586493111884185e-08,-0.040320152045453,0.0892559574553296,-33.467955236931395,0.0246064970013301,0.0321547957898624,0.033883263921283,-0.04105079043502,-10268.500000000002,1.0052454752357214,-0.0352227436043429,-0.0133333333333333,-0.0853658536585365,-0.0740740740740741,-0.1758241758241758,-0.1666666666666667,-0.2647058823529412,-0.2924528301886793,-0.2990654205607477,-0.3852459016393442,-0.2788461538461538,-0.3243243243243243,-0.3421052631578947,-0.3119266055045872,-0.3534482758620689,-0.375,-0.4318181818181819,-0.4642857142857143,-0.3951612903225806,-0.2990654205607477,-0.3852459016393442,-0.3801652892561983,-0.4230769230769231,-0.3902439024390244,-0.4230769230769231,-0.5341614906832298,-0.5535714285714286,-0.5426829268292683,-0.4680851063829787,-0.4791666666666666,-0.5222929936305732,-0.5283018867924529,-0.5481927710843373,-0.5253164556962026,-0.5098039215686274,-0.5588235294117647,-0.5738636363636364,-0.5738636363636364,-0.5738636363636364,-0.5786516853932584,-0.5786516853932584,-0.5833333333333334,-0.6031746031746031,-0.5967741935483871,-0.5856353591160222,-0.5738636363636364,-0.563953488372093,-0.5222929936305732,-0.5161290322580645,-0.5426829268292683
