firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,14.0,-0.1812127992406081,8.392701273907765e-07,0.1266659084526835,0.1425760091281466,-0.1180840664711632,0.5929860423855603,0.5918497690731518,1.0,-0.2502783995680588,-2.401296504079775e-07,-0.0500978577800263,1.127125504720201e-09,1.288981209439571e-06,-0.129401258717469,4.0,0.0718427439206381,-0.1642644008841205,-0.3555716397075974,-0.2264079107949389,0.1034482758620691,-0.0645161290322581,-0.2564102564102565,-0.1470588235294119,0.1153846153846152,-0.1470588235294119,-0.1212121212121213,-0.1944444444444444,-0.3829787234042553,-0.42,-0.42,-0.4313725490196078,-0.4821428571428572,-0.5915492957746479,-0.618421052631579,-0.4727272727272728,-0.4528301886792453,-0.5972222222222222,-0.5972222222222222,-0.7156862745098039,-0.7156862745098039,-0.7478260869565218,-0.7184466019417476,-0.8092105263157895,-0.8440860215053764,-0.8231707317073171,-0.8423913043478262,-0.8564356435643564,-0.8473684210526315,-0.8564356435643564,-0.8457446808510638,-0.8481675392670157,-0.8187500000000001,-0.7751937984496124,-0.7716535433070866,-0.8116883116883117,-0.7410714285714286,-0.7040816326530612,-0.7040816326530612,-0.6419753086419754,-0.6375000000000001,-0.6588235294117647,-0.6282051282051282,-0.6329113924050633,-0.6081081081081081,-0.5606060606060607,-0.573529411764706,-0.5,-0.5084745762711864
BBIO-L^E18,14.0,-0.0301596688350088,7.586774310041985e-07,0.114502545586196,0.0320121951219512,0.1373815676141257,1.2300850987534575,-0.0505112853675211,1.0,-0.083011583011583,7.986078221096829e-08,-0.0924647253076932,5.595962285871912e-07,1.852770147294464e-06,-0.0017211703958691,4.0,1.1327770641320811,-0.0071835884460138,-0.037004662004662,-0.037004662004662,-0.1185567010309278,-0.0348258706467661,-0.1814345991561181,-0.0976744186046512,-0.1882845188284519,-0.2841328413284133,-0.2362204724409449,-0.3801916932907347,-0.4191616766467065,-0.4085365853658537,-0.4376811594202898,-0.3468013468013469,-0.2919708029197081,-0.2679245283018867,-0.3216783216783216,-0.2919708029197081,-0.2480620155038759,-0.3618421052631579,-0.7240398293029873,-0.7204610951008645,-0.7467362924281984,-0.7440633245382586,-0.7313019390581718,-0.7587064676616915,-0.7665463297232251,-0.7256011315417257,-0.7433862433862434,-0.7590062111801242,-0.7069486404833837,-0.7815315315315315,-0.7712264150943396,-0.7757225433526012,-0.7902702702702703,-0.7815315315315315,-0.7534942820838628,-0.7613776137761378,-0.7467362924281984,-0.801025641025641,-0.8042381432896064,-0.8032454361054766,-0.8008213552361396,-0.8042381432896064,-0.8203703703703704,-0.8245931283905967,-0.8077304261645193,-0.8173258003766478,-0.793836344314559,-0.768772348033373,-0.7467362924281984
BBOU-L,14.0,0.04883166969147,3.0114001699812654e-07,0.0454492213884836,0.0796812749003984,0.1612550471063257,0.5778956173013836,-0.1201180077478298,1.0,0.1569307885097358,8.114371062922358e-08,-0.056636678200692,6.5208474750984505e-06,5.990182274465316e-07,0.0082777261593039,4.0,18.02740281239948,-0.1576718471794846,-0.120037438577334,-0.120037438577334,-0.015527950310559,-0.0459259259259258,-0.019786910197869,-0.1178082191780821,-0.1929824561403509,-0.1785714285714285,-0.1261872455902306,-0.2432432432432432,-0.2511627906976743,-0.2883977900552487,-0.2984749455337689,-0.2597701149425286,-0.240566037735849,-0.1796178343949044,-0.1355704697986577,-0.0799999999999999,-0.0799999999999999,-0.0625909752547306,-0.1261872455902306,-0.1929824561403509,-0.1603650586701434,-0.1117241379310344,-0.1005586592178771,-0.1005586592178771,-0.0152905198776758,-0.1413333333333333,-0.1092669432918395,-0.0212765957446807,0.0609555189456343,0.1161178509532063,0.1065292096219931,0.0697674418604652,0.1200000000000001,0.2384615384615385,0.2752475247524752,0.3472803347280335,0.4311111111111112,0.2931726907630521,0.1398230088495575,0.0627062706270629,0.066225165562914,0.0141732283464568,0.0303999999999999,-0.0584795321637425,-0.0416666666666665,-0.1030640668523675,-0.0473372781065087,-0.0666666666666666,-0.0839260312944523
BBTK-L^C11,11.0,0.1364296081277213,0.0004091978659612,61.75773179252516,0.1020806241872561,0.1818181818181818,0.2736495288169195,-2.750133342002773,1.0,0.8411764705882353,4.837163271746112e-05,0.1253396739130146,1.807610024785169e-08,0.0005438540327152,-0.108730583824317,3.0,0.0027678909486504,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.1,0.1904761904761904,0.3513513513513513,0.3513513513513513,0.25,0.9230769230769228,0.9230769230769228,0.4705882352941175,0.4705882352941175,0.4705882352941175,0.4705882352941175,0.4705882352941175,0.1904761904761904,0.1904761904761904,0.1904761904761904,0.1904761904761904,0.1904761904761904,0.25,0.25,1.0833333333333337,0.25,0.25,0.3157894736842106,0.4285714285714286,0.6666666666666667,1.0,0.7857142857142856,0.7857142857142856,0.7857142857142856,1.0,1.0,1.5,0.8518518518518516,1.272727272727273,0.5625,2.125,2.125,1.272727272727273,0.25,0.25,0.25,0.3888888888888888,0.4705882352941175,0.7241379310344829,0.7241379310344829,0.7857142857142856,0.7241379310344829,0.9230769230769228,1.272727272727273
BBTU-L^C18,14.0,0.0019354966128809,1.030338439553845e-06,0.1555026804844697,0.0790246594784254,0.1224645846748229,1.5461747316790593,0.0418650230375609,1.0,-0.0811946738079296,4.058289688239855e-08,-0.0981216210883429,1.5379225047910905e-06,1.08414310242979e-06,0.0966122431759692,4.0,2.168941319841522,0.4542754470554941,0.5633331123156909,0.3164976692777163,-0.0559006211180124,-0.0359281437125748,-0.1055555555555555,-0.0799999999999999,0.018987341772152,-0.1701030927835051,-0.1526315789473683,-0.2681818181818182,-0.3455284552845528,-0.3661417322834646,-0.3534136546184739,-0.28125,-0.2333333333333332,-0.2369668246445496,-0.2184466019417476,-0.0955056179775281,-0.125,-0.3291666666666666,-0.3481781376518219,-0.3455284552845528,-0.3347107438016529,-0.2747747747747747,-0.2184466019417476,-0.2999999999999999,-0.3319502074688797,-0.2296650717703348,-0.1701030927835051,-0.1614583333333332,-0.1701030927835051,-0.2580645161290321,-0.2714932126696832,-0.2780269058295963,-0.356,-0.4037037037037037,-0.4270462633451957,-0.3807692307692307,-0.0529411764705881,-0.1868686868686868,-0.2259615384615384,-0.16580310880829,-0.2333333333333332,-0.3347107438016529,-0.3481781376518219,-0.361111111111111,-0.4102564102564102,-0.4686468646864685,-0.429078014184397,-0.4350877192982456,-0.2681818181818182
BBXK-L,14.0,-0.065146749161619,1.11664608144673e-05,1.6852856513111931,0.0586361768332061,0.1127210112972995,1.3660448672282892,-0.0469523350980264,1.0,-0.3366986696516983,5.544635396142852e-07,-0.1122292685547688,3.3907023985009294e-06,1.4897674281048136e-05,0.3556588840522356,2.0,0.2496298089988047,0.3189269395488051,1.0073925480144137,0.0073925480144135,0.0,0.0,0.0,0.0144927536231884,0.0144927536231884,0.0,0.0144927536231884,0.0144927536231884,-0.8153034300791557,-0.8209718670076727,-0.8181818181818182,-0.8186528497409327,-0.8128342245989305,-0.8060941828254847,-0.7965116279069767,-0.7619047619047619,-0.7254901960784313,-0.7426470588235294,-0.717741935483871,-0.7307692307692308,-0.7188755020080322,-0.7348484848484849,-0.7407407407407407,-0.7021276595744681,-0.6875,-0.6236559139784947,-0.6428571428571428,-0.6391752577319587,-0.6517412935323383,-0.6682464454976303,-0.6818181818181819,-0.7071129707112971,-0.7318007662835249,-0.7021276595744681,-0.7318007662835249,-0.7307692307692308,-0.7526501766784452,-0.7627118644067796,-0.7154471544715447,-0.7526501766784452,-0.7777777777777778,-0.8267326732673268,-0.8167539267015707,-0.8087431693989071,-0.8205128205128205,-0.8349056603773585,-0.8275862068965517,-0.829683698296837,-0.8055555555555556
BCPS-L^C06,14.0,-0.0591419037860276,1.143190596604329e-06,0.1725347664924455,0.0184306059759843,-0.0251341558501123,0.9458927494602536,0.2904221807348958,1.0,-0.2115249472944483,-1.664489954705866e-07,0.031406099822658,3.668905512988291e-07,2.077231592890025e-06,0.0588290840415485,3.0,0.9766633826487,0.0060827359016667,-0.3227922330995885,0.0808158319870759,-0.9796623177283192,0.0263883418668768,-0.0544267053701016,-0.0736966824644549,-0.0940903823870219,-0.0987896253602305,-0.0469340485188345,-0.035767143561914,0.0121698601760746,0.0065662417921978,0.0052719557670053,-0.0563669281834638,33.59292035398231,31.848739495798327,-0.086682242990654,45.53571428571429,-0.0896599906846761,-0.142292923752057,-0.1121962298432885,55.65217391304349,-0.0677319341760075,-0.0795855898281138,61.544,-0.1684747925973195,-0.1687400318979265,23.662460567823345,-0.170679961811817,51.82432432432433,-0.1110858442296759,-0.1352726468311026,-0.1461336828309305,-0.1496628235805959,57.34328358208956,65.82051282051283,-0.1347941567065071,60.07812500000001,49.76623376623377,43.42045454545455,48.48101265822785,49.43870967741936,47.8625,43.93103448275863,44.19075144508671,44.98823529411765,46.38181818181819,7.648230088495577,7.725446428571429,56.48529411764706,61.04761904761905
BCQE-L^A14,14.0,-0.1943405634505111,2.743641040297228e-07,0.0414080965704979,0.071364046973803,-0.0745637635483127,1.055089855592345,0.3388427648311612,1.0,-0.8254545454545454,-1.6557111555682577e-06,-0.1373835001724995,2.49027098286504e-06,1.157092502619796e-05,-0.1244232987312572,4.0,0.4748027309706006,0.2073769695147286,-0.1192414543501914,-0.1133155284242655,-0.7115384615384616,-0.0188679245283018,-0.2121212121212121,-0.1612903225806451,-0.1333333333333333,-0.2972972972972972,-0.2238805970149253,-0.4222222222222221,-0.5094339622641509,-0.5185185185185186,-0.5806451612903225,-0.48,-0.5517241379310345,-0.5630252100840336,-0.4951456310679611,-0.1875,0.3333333333333332,-0.409090909090909,-0.4157303370786517,-0.6176470588235294,-0.6462585034013606,-0.6486486486486487,-0.6176470588235294,-0.6729559748427674,-0.7158469945355191,-0.6666666666666667,-0.6941176470588235,-0.6790123456790124,-0.6462585034013606,-0.8015267175572519,-0.7886178861788617,-0.792,-0.7796610169491525,-0.8311688311688312,-0.803030303030303,-0.8149466192170818,-0.8188153310104529,-0.8456973293768546,-0.825503355704698,-0.825503355704698,-0.8149466192170818,-0.844776119402985,-0.8424242424242424,-0.8289473684210527,-0.8175438596491228,-0.8359621451104101,-0.8129496402877697,-0.8007662835249042,-0.7739130434782608
BCYN-L,14.0,-0.0676135523006361,3.3701332893456885e-07,0.0508633610049652,0.0312599174865122,0.1383680331048752,0.5132395353973579,0.1398516560216663,1.0,-0.058442871587462,3.141404311804186e-08,-0.1009876732256335,1.6232834039991376e-06,5.401912529722267e-07,-0.0674746969886292,4.0,12.49809728069033,0.0764439528641032,-0.0058283292122924,-0.0058283292122924,0.1084543125533732,-0.0556451612903224,-0.1155589123867069,0.0218150087260033,0.1281310211946049,0.0317180616740089,0.1314009661835751,-0.0370065789473683,-0.1006144393241166,-0.767474185861795,-0.7848612897299283,-0.7949211908931699,-0.7930364086249557,-0.776697177726926,-0.777503325099753,-0.7386160714285714,-0.7211240771612288,-0.7587059550793324,-0.7519067796610169,-0.7738072242611551,-0.7856881405563689,-0.7940193491644679,-0.7525359256128487,-0.7704371691825131,-0.7580078528621617,-0.7484425349087003,-0.7180351553094149,-0.7325262677021471,-0.7039190897597977,-0.747302546396202,-0.7275476966030712,-0.7288724241722621,-0.7057049509927117,-0.7097174020823005,-0.7260818713450292,-0.7005880848887752,-0.7403547671840355,-0.802562805597707,-0.7667330677290837,-0.7199904351984696,-0.7196552549676802,-0.7380313199105145,-0.7524836186852674,-0.7323428571428572,-0.6790901616881337,-0.7329532497149372,-0.6607763615295481,-0.6267134204654128,-0.603050847457627
BCZB-L,14.0,0.0679077843156168,1.0803150027408985e-06,0.1630453375752344,0.2437391304347826,0.1279723303069606,1.8327116614614831,-0.0151489622665271,1.0,-0.0128283445326817,8.111276010678361e-08,0.0303199925366172,1.5089249739168369e-05,1.3731231532362655e-06,0.1404775124930594,3.0,4.059665122318849,0.0109721146763149,0.0068149707360183,-0.0047552771978659,-0.0528455284552845,-0.1182795698924731,-0.1744966442953019,-0.111913357400722,-0.088888888888889,-0.2165605095541402,-0.185430463576159,-0.3260273972602739,-0.3474801061007957,-0.3865336658354115,-0.385,-0.4043583535108959,-0.370843989769821,-0.3278688524590164,-0.3204419889502763,-0.3474801061007957,-0.3166666666666666,-0.3457446808510638,-0.3910891089108911,-0.4409090909090909,-0.4357798165137615,-0.3787878787878788,-0.3787878787878788,-0.3543307086614173,-0.3260273972602739,-0.380352644836272,-0.3724489795918367,-0.3756345177664975,-0.3404825737265415,-0.3204419889502763,-0.236024844720497,-0.219047619047619,-0.0955882352941177,-0.2678571428571428,-0.18,-0.0786516853932584,-0.2545454545454545,-0.2951289398280803,-0.2522796352583587,-0.3278688524590164,-0.3369272237196765,-0.427906976744186,-0.3422459893048128,-0.4014598540145986,-0.3526315789473684,-0.3772151898734177,-0.361038961038961,-0.3204419889502763,-0.4252336448598131
