firms,age,cashdebt,chcsho,grltnoa,herf,mve_ia,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,8.0,0.2601855586930213,0.023076923076923,0.0843765341188,5.915223448436358e-06,3.5617431899855934,0.4969206238558688,-0.0522022838499184,0.0216666666666667,-0.0128824476650564,0.0250836120401336,-0.0064829821717989,0.060553633217993,0.1457943925233644,0.1743295019157089,0.1394052044609666,0.2066929133858266,0.5325,0.3995433789954339,0.4700239808153477,0.5558375634517767,0.8029411764705883,0.712290502793296,0.9902597402597402,0.9522292993630572,1.253676470588235,1.1737588652482271,1.2454212454212454,1.212996389891697,1.3576923076923078,1.6196581196581197,1.39453125,1.7123893805309738,1.6768558951965065,1.6885964912280702,1.811926605504587,1.7612612612612608,1.7863636363636362,1.533057851239669,1.2050359712230216,1.3219696969696968,1.0570469798657718,1.0850340136054424,1.0298013245033113,0.903726708074534,0.7716763005780347,0.8136094674556213,0.915625,0.9398734177215188,1.0298013245033113,1.113793103448276,1.2210144927536235,1.4817813765182182,2.563953488372093,3.0196721311475407,4.045267489711934
BALZ_07-L^I10,8.0,0.1521336811981475,-1.1138550954305873e-07,-0.03279087098769,2.4068454004774093e-08,0.1381389251087515,0.3419405312306454,-0.0555555555555554,0.125,0.2413793103448276,0.2413793103448276,0.2857142857142856,0.161290322580645,0.3333333333333332,0.3846153846153846,0.5652173913043477,0.5652173913043477,0.5,0.4399999999999999,0.3846153846153846,0.5,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7142857142857142,0.6363636363636362,0.5652173913043477,0.5652173913043477,0.3846153846153846,0.3333333333333332,0.2413793103448276,0.1999999999999999,0.125,0.0588235294117645,0.0285714285714286,0.0909090909090908,0.125,0.125,0.5,0.5,0.5,0.5,0.5652173913043477,0.7999999999999998,1.117647058823529,1.117647058823529,1.7692307692307692,1.5714285714285712,1.5714285714285712,1.7692307692307692,1.7692307692307692,4.142857142857142,2.6,3.0,2.6
BAMD_17-L^J98,7.0,0.0891417070187868,0.0048543689320388,-0.0087201180521396,5.406606796562745e-08,0.6883576586006418,0.6762431240610931,0.1071428571428569,0.0135746606334843,0.061611374407583,0.0181818181818183,0.0467289719626169,0.0516431924882629,0.1200000000000001,0.0769230769230771,0.061611374407583,0.1034482758620691,0.0873786407766992,0.0980392156862746,0.0926829268292686,0.108910891089109,0.3827160493827162,0.3493975903614459,0.426751592356688,0.5448275862068968,0.5135135135135136,0.3827160493827162,0.2655367231638419,0.3575757575757579,0.4177215189873418,0.3333333333333335,0.2307692307692308,0.2655367231638419,0.3658536585365854,0.4545454545454546,0.1034482758620691,0.0418604651162792,-0.0132158590308368,-0.0627615062761506,-0.0088495575221236,0.0666666666666666,0.1034482758620691,0.142857142857143,0.2173913043478261,0.2173913043478261,0.1313131313131315,0.108910891089109,0.2375690607734808,0.2947976878612719,0.4451612903225808,0.4451612903225808,0.5135135135135136,0.7777777777777779,0.7230769230769232,1.1538461538461542,1.074074074074074
BBNH_32-L^L97,10.0,0.0320630749014454,0.0004766444232602,-0.0160994588792987,0.000118274690233,16.887128627895596,6.771208588553514,0.0256410256410257,0.0660592255125285,0.0934579439252334,0.0808314087759813,0.0783410138248847,0.1116389548693586,0.0709382151029747,0.0709382151029747,0.0086206896551723,0.0660592255125285,0.0733944954128438,0.0636363636363634,0.1442542787286063,0.2283464566929132,0.2093023255813952,0.1729323308270676,0.1758793969849246,0.1848101265822783,0.2348284960422162,0.2821917808219178,0.1498771498771496,0.2380952380952381,0.1223021582733812,0.1641791044776119,0.0516853932584269,0.1277108433734939,0.1359223300970873,0.1011764705882352,-0.0168067226890756,0.0353982300884956,0.0,-0.022964509394572,-0.0168067226890756,0.1223021582733812,0.1470588235294117,0.125,0.0285714285714284,0.1196172248803828,0.0883720930232558,0.1555555555555554,0.1414634146341464,0.0833333333333332,0.0308370044052863,0.0612244897959182,0.0064516129032257,0.0469798657718121,0.1359223300970873,0.1641791044776119,0.2061855670103092
BBOU_00-L,7.0,0.1949875344442986,0.0015552099533437,-0.0171673819742382,1.784737933644461e-05,14.968448311699762,0.5673722495232074,-0.0325497287522604,0.0317164179104476,0.0109689213893968,0.0317164179104476,-0.0107334525939176,0.0278810408921934,0.041431261770245,0.041431261770245,0.0072859744990891,0.0394736842105263,-0.0563139931740614,-0.0813953488372092,-0.0399305555555554,-0.0365853658536585,-0.0107334525939176,-0.0018050541516244,0.0202952029520295,0.0493358633776093,0.1355236139630391,0.1355236139630391,0.0614203454894435,0.05736137667304,0.0184162062615103,0.0553435114503817,-0.0195035460992907,0.0717054263565892,0.0907297830374753,0.0128205128205127,-0.0053956834532372,0.022181146025878,-0.0813953488372092,-0.0949263502454992,0.0,0.0054545454545456,0.1015936254980081,0.1285714285714285,-0.061120543293718,0.0259740259740259,0.0036297640653357,0.0165441176470588,-0.007181328545781,-0.0399305555555554,0.0593869731800766,0.0394736842105263,-0.0737018425460636,-0.1439628482972136,-0.105177993527508,-0.1109324758842442,-0.0844370860927151
BBQS_26-L^G99,7.0,0.0124675324675324,0.0007077140835102,-0.146141801499869,1.7513105075407363e-05,2.14486579832253,1.3449660895072049,-0.0294906166219839,0.0303867403314916,0.0657142857142856,0.0247252747252746,0.041899441340782,0.008108108108108,0.0811594202898551,0.0477528089887639,0.1035502958579881,0.2032258064516128,0.1234939759036144,0.0657142857142856,-0.0286458333333332,-0.0532994923857867,0.041899441340782,0.013586956521739,0.008108108108108,0.0026881720430107,0.041899441340782,0.0657142857142856,0.041899441340782,0.1512345679012345,0.1167664670658683,0.0780346820809247,0.041899441340782,0.0970588235294118,0.2189542483660129,0.1583850931677017,0.1035502958579881,0.1035502958579881,0.0657142857142856,0.041899441340782,0.1729559748427671,0.2110389610389609,0.1371951219512195,0.1803797468354429,0.1035502958579881,0.2601351351351351,0.2951388888888888,0.2433333333333334,0.1878980891719743,0.1656249999999999,0.1583850931677017,0.2862068965517241,0.4022556390977443,0.5940170940170941,0.7594339622641508,1.1941176470588235,0.865
BBTU_63-L^C18,7.0,0.0604902897166507,0.0008554319931565,-0.0595817510830496,2.1742001482301443e-05,4.10491255676198,0.7611744646793697,0.0039761431411529,0.0934782608695654,0.1510297482837528,0.0863930885529158,0.0793991416309012,0.1030701754385965,0.1202672605790646,0.232843137254902,0.4249291784702551,0.4579710144927535,0.2798982188295165,0.2179176755447942,0.2575,0.2179176755447942,0.2179176755447942,0.1510297482837528,0.1724941724941726,0.2179176755447942,0.1835294117647059,0.2419753086419753,0.2179176755447942,0.3271767810026385,0.3895027624309393,0.3705722070844688,0.248138957816377,0.2120481927710842,0.3485254691689008,0.2798982188295165,0.1202672605790646,0.0724946695095949,-0.0137254901960782,0.0223577235772358,0.2831632653061224,0.3818681318681318,0.2120481927710842,0.1079295154185022,0.0328542094455852,0.0982532751091702,0.1030701754385965,0.1643518518518518,0.2798982188295165,0.1835294117647059,0.0702127659574467,-0.0019841269841269,0.1405895691609977,0.0747863247863249,0.1976190476190475,0.2120481927710842,0.4579710144927535
BBVN_02-L^I99,8.0,0.1784651992861392,0.0017467248908296,-0.0412121212121204,1.4077372186373417e-07,0.888193373801281,0.4552192918332078,-0.0253164556962025,0.0394736842105263,0.0394736842105263,0.0394736842105263,0.0821917808219179,0.264,0.3982300884955754,0.2741935483870967,0.234375,0.2061068702290076,0.2061068702290076,0.1791044776119403,0.2248062015503875,0.2950819672131148,0.4363636363636363,0.4107142857142856,0.4495412844036697,0.5800000000000001,0.6458333333333335,0.7173913043478262,0.7362637362637363,0.9036144578313254,0.8372093023255816,0.8372093023255816,0.6631578947368422,0.8372093023255816,0.9506172839506172,0.7362637362637363,0.7173913043478262,0.234375,0.1703703703703702,0.0972222222222223,0.2950819672131148,0.2248062015503875,0.0896551724137932,0.1449275362318842,-0.2139303482587063,-0.0867052023121386,0.0,-0.0813953488372092,-0.1073446327683615,-0.0867052023121386,-0.1855670103092782,-0.278538812785388,-0.2946428571428572,-0.2216748768472904,-0.1505376344086021,-0.1022727272727271,-0.0760233918128654
BCPS_48-L^C06,7.0,0.1058438323012314,0.0016501650165016,0.0577600579920144,6.341556142905825e-05,6.419780595591837,0.4564906091929114,0.2205029013539652,0.0551020408163265,0.0637860082304526,-0.0114722753346081,-0.0152380952380952,-0.0263653483992466,-0.0208333333333333,-0.044362292051756,0.0861344537815127,0.0681818181818181,0.0659793814432989,0.0594262295081966,-0.0667870036101083,-0.1055363321799308,-0.1132075471698113,-0.1728,-0.1070811744386873,-0.1055363321799308,-0.0881834215167548,-0.1070811744386873,-0.1524590163934426,-0.1482701812191104,-0.1896551724137931,-0.1566068515497553,-0.2408223201174743,-0.2130898021308981,-0.1921875,-0.1701444622792938,-0.2708039492242595,-0.2539682539682539,-0.2397058823529412,-0.2666666666666666,-0.1996904024767801,-0.175438596491228,-0.0849557522123894,-0.0701438848920862,-0.2021604938271605,-0.2225563909774436,-0.1634304207119741,-0.13109243697479,-0.0849557522123894,-0.0977312390924957,-0.0800711743772242,-0.0684684684684684,0.0257936507936507,0.0529531568228105,0.1438053097345133,0.3256410256410256,0.6156249999999999
BCQE_67-L^A14,8.0,0.1869425615412058,-0.0042194092827004,-0.009260927534141,9.921233416202984e-06,7.965830824099421,0.8836357520700185,0.0999251497005988,0.0356589147286821,-0.0136581764488741,0.0607383882493051,0.0670926517571885,0.0284834488067744,0.1260008428150021,0.1502367628067153,0.1527178602243313,0.2014388489208634,0.2206486980356325,0.2645527685754851,0.3716632443531826,0.350176856998484,0.4482384823848238,0.4713656387665197,0.6322541233964567,0.6699999999999999,0.7339390006489293,0.8054054054054052,0.6422864167178857,0.6402701043585022,0.6954314720812182,0.72721396250808,0.6000000000000001,0.5181818181818181,0.6342507645259936,0.67313713212273,0.4762430939226518,0.5462962962962961,0.5053521126760563,0.5543920884235018,0.6057692307692306,0.5782634376845834,0.6752351097178684,0.731691510045366,0.7884872824631861,0.7754152823920264,0.8950354609929079,1.0181268882175227,0.983667409057164,1.0713178294573642,0.9546452084857352,1.0181268882175227,1.1089187056037884,1.4809656453110494,1.6989898989898986,1.5866408518877058,2.230955259975816
