firms,age,agr,bm,bm_ia,cashdebt,chempia,chpmia,convind,depr,egr,ep,grltnoa,herf,hire,invest,lev,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
FRZQ-L^K00,10.0,0.0098193244304792,5.083996588664066e-07,0.0517068966959947,-0.3728718950600056,-0.025558693635234,0.5566867725523315,1.0,0.0961995249406175,-0.2713797035347777,-5.959175970124235e-07,-0.0543287082274763,1.83613640875691e-08,-0.0338203907404367,0.0161036920659859,1.5299726823162755e-06,0.1584337349397591,0.1911148952910254,18.793052256532068,0.0005204465586831,-0.006469616878877,-0.0150075037518759,1.5871803089543808,0.0,-0.0847457627118642,-0.1428571428571428,-0.1999999999999999,-0.15625,-0.0526315789473682,-0.2499999999999999,-0.2447552447552446,-0.2602739726027396,-0.3454545454545453,-0.3828571428571428,-0.3793103448275862,-0.4065934065934066,-0.3793103448275862,-0.3863636363636363,-0.4033149171270718,-0.3863636363636363,-0.3493975903614457,-0.4193548387096774,-0.4193548387096774,-0.4757281553398058,-0.4162162162162162,-0.4489795918367346,-0.4224598930481283,-0.4517766497461928,-0.5178571428571428,-0.52,-0.4857142857142856,-0.457286432160804,-0.4545454545454545,-0.457286432160804,-0.4832535885167464,-0.490566037735849,-0.4976744186046511,-0.4731707317073169,-0.4517766497461928,-0.457286432160804,-0.4224598930481283,-0.4130434782608695,-0.3647058823529411,-0.3493975903614457,-0.3493975903614457,-0.3647058823529411,-0.4098360655737705,-0.4782608695652173,-0.4782608695652173,-0.5221238938053097,-0.5135135135135136,-0.457286432160804
FRZT-L,32.0,-0.1148199930094373,2.676091292088637e-07,0.0272172440669238,0.1248004643738209,-0.0782606057200759,-0.2033130525108587,1.0,0.1421911421911421,-0.089058524173028,1.868778835257428e-08,-0.0965050523778609,9.03889389879298e-07,-0.1035578853446352,-0.0690318070604683,4.784073818259015e-07,-0.1330262801408832,2.0341408942495085,0.1564879564879565,-0.134467259604982,0.9770501078538844,-0.0229498921461155,1.5236930965962054,-0.0075757575757575,-0.0785340314136125,-0.0604982206405694,-0.0452079566003617,0.0645161290322582,0.189189189189189,0.3538461538461539,0.367875647668394,0.3750000000000002,0.4426229508196722,0.3894736842105264,0.4465753424657535,0.4789915966386555,0.2511848341232228,0.1330472103004292,0.1918735891647855,0.1629955947136565,4.932584269662922,0.2279069767441861,0.2661870503597123,0.1379310344827586,0.1186440677966103,0.03125,0.0977130977130977,0.111578947368421,0.1604395604395605,0.056,5.361445783132531,0.2511848341232228,0.2692307692307691,0.2452830188679244,0.2482269503546099,0.3894736842105264,0.4308943089430894,0.3503836317135549,0.4347826086956521,0.6146788990825689,0.5393586005830904,0.3101736972704714,0.2753623188405798,0.272289156626506,0.2307692307692308,0.1022964509394572,0.1972789115646258,0.1354838709677419,0.2222222222222221,0.0272373540856032,0.1681415929203542,3.844036697247706
FRZW-L^H07,9.0,-0.3025533403287862,7.074470445020869e-07,0.071951053880562,0.0751000307787011,-0.2542733218526675,-0.5077875910397887,1.0,0.0579981290926099,0.3741794310722099,6.759048195879812e-08,-0.0243148567896146,5.5753609174785434e-09,-0.3364656747585487,-0.2395942637285764,1.2538034403357052e-06,-0.4789325842696629,0.1349785120368517,0.0198004365450575,0.5254520656430111,0.2008245459234669,-0.331690791499846,0.7671371493279507,-0.0508474576271185,-0.0483870967741936,-0.1060606060606061,0.0535714285714283,0.1799999999999999,0.1799999999999999,0.3409090909090908,0.4749999999999998,0.4047619047619046,0.3409090909090908,0.5945945945945945,0.5128205128205128,0.3111111111111111,0.3111111111111111,0.3111111111111111,0.3111111111111111,0.4749999999999998,-0.4158415841584159,0.5526315789473684,0.7352941176470587,0.6857142857142857,0.5526315789473684,0.2826086956521738,0.1568627450980391,-0.0327868852459016,-0.144927536231884,-0.2236842105263158,-0.271604938271605,-0.2027027027027027,-0.2027027027027027,-0.2133333333333333,-0.2891566265060241,-0.2891566265060241,-0.3444444444444444,-0.3723404255319149,-0.3655913978494625,-0.2435897435897436,-0.2625,-0.1571428571428571,-0.2435897435897436,-0.271604938271605,-0.2435897435897436,-0.313953488372093,-0.3218390804597701,-0.3917525773195877,-0.4158415841584159,-0.4824561403508771,-0.4824561403508771,-0.4587155963302752
FRZX-L,12.0,0.0353338529488179,9.348119413054476e-08,0.009507524963144,0.3292571637160065,0.0161915823960585,-0.0032568158115904,1.0,0.1524621212121212,-0.0777870216306157,6.24894585933547e-08,-0.0928006127138105,1.7007073767606545e-07,0.0214254159917536,0.0710574175110418,2.4059706527239e-07,0.0864432597105863,3.606121629696342,-0.105915348171985,0.0084396416249625,-0.0012513262793844,0.1136405872514402,0.7336157298473353,-0.072289156626506,-0.1641490433031217,-0.0674157303370786,-0.0546697038724371,-0.0777777777777777,0.084967320261438,-0.0212264150943395,0.0682110682110683,-0.0481651376146788,-0.1027027027027026,-0.0012033694344163,0.0427135678391961,0.0641025641025643,0.086387434554974,0.0949868073878628,0.0668380462724935,0.0709677419354839,0.0695876288659795,0.0362047440699127,0.0613810741687979,0.0196560196560195,0.0259579728059333,0.089238845144357,0.1543810848400557,0.1773049645390072,0.1908177905308465,0.1756373937677056,0.1874105865522175,0.2081513828238719,0.2730061349693253,0.3050314465408805,0.3562091503267974,0.4043993231810492,0.4261168384879725,0.4901256732495511,0.5229357798165137,0.6023166023166024,0.5992292870905589,0.7400419287211744,0.7735042735042739,0.9036697247706422,0.9302325581395352,0.8949771689497719,0.8362831858407083,0.8362831858407083,0.971496437054632,0.8161925601750548,0.7473684210526317,0.8778280542986427
FRZZ-L^G01,9.0,0.0687523185359219,6.254302923266527e-06,0.6360952245323558,0.1965313201387472,0.0717887695291912,0.0776578479749892,1.0,0.0874120150597479,0.0467609694567076,7.213604679959671e-07,0.0413628212791299,4.45061001446414e-07,0.094994066242313,0.1244796174930958,6.996658210853421e-06,0.1293882516510254,0.2824563801580161,-0.1013300919814852,-0.0691174904144764,0.0200215749802472,0.0683270883843949,1.164327047538923,-0.0279329608938547,-0.1182266009852215,-0.0773195876288659,-0.0677083333333332,-0.1138613861386138,0.0529411764705882,-0.4766081871345029,0.0056179775280897,-0.0478723404255317,-0.1394230769230769,-0.1138613861386138,-0.1635514018691589,-0.182648401826484,-0.1635514018691589,-0.1936936936936937,-0.1556603773584906,-0.1310679611650486,-0.1049999999999999,-0.0271739130434782,-0.5175202156334231,-0.1310679611650486,-0.1310679611650486,-0.0773195876288659,-0.0427807486631016,-0.0376344086021506,-0.0164835164835165,-0.0913705583756344,0.0170454545454545,-0.0164835164835165,-0.0164835164835165,-0.4766081871345029,0.0654761904761904,-0.3763066202090592,-0.4188311688311689,-0.4640718562874251,-0.4458204334365325,-0.3697183098591549,-0.4111842105263158,-0.3763066202090592,-0.3973063973063974,-0.321969696969697,-0.332089552238806,-0.3652482269503545,-0.4053156146179402,-0.3652482269503545,-0.3561151079136689,-0.4440993788819876,-0.4299363057324841,-0.3848797250859106
FSAJ-L,9.0,0.1505596341316644,2.8108911233198577e-07,0.0285882286509126,0.2879735196763516,0.0365632516472023,0.0174000923897093,1.0,0.1444912703190849,-0.1297138272265311,9.381154763138801e-08,0.0044770272539031,2.434396125860603e-07,0.0483821072820639,0.154651582621254,5.447289312739712e-07,0.3798687089715536,1.760242301990923,-0.1904368948109926,-0.0120327799862121,-0.0323266410695557,0.0892585840170161,0.5860582908754206,-0.1081081081081082,-0.2965779467680608,-0.2745098039215685,-0.185022026431718,-0.1334894613583137,-0.026315789473684,-0.0886699507389161,0.0306406685236768,-0.0656565656565656,-0.0975609756097559,0.0882352941176471,0.0946745562130177,0.1144578313253013,0.0511363636363637,0.0164835164835164,-0.0364583333333332,0.0511363636363637,-0.0749999999999999,-0.0159574468085105,-0.021164021164021,-0.0512820512820512,-0.0749999999999999,-0.0656565656565656,-0.0053763440860215,0.0451977401129943,0.0249307479224376,-0.0133333333333333,0.0571428571428571,0.1111111111111111,0.1746031746031746,0.128048780487805,0.189710610932476,0.1349693251533743,0.128048780487805,0.1671924290220821,0.1858974358974359,0.2374581939799331,0.1708860759493671,0.2171052631578947,0.1858974358974359,0.2091503267973857,0.2758620689655173,0.1708860759493671,0.1671924290220821,0.2251655629139073,0.2714776632302405,0.1011904761904762,0.128048780487805,0.2091503267973857
FSAL-L,10.0,0.0207768093671717,1.467138742337118e-06,0.1492156614696926,0.2369875659596777,-0.0711569959687479,0.1838391070381779,1.0,0.1134182174338883,0.0602680010833535,1.338824333416015e-07,-0.054718998772228,2.0869916829330204e-09,-0.0941580756013745,-0.0988499123628417,7.644076602667044e-07,-0.0462480516588732,0.0852025105621652,0.1507809148379892,0.115825010102678,-0.0006986594321425,-0.0738467119169033,0.5060697546012902,-0.1999999999999999,-0.1554054054054053,-0.053030303030303,-0.0234375,0.0416666666666667,0.0775862068965518,-0.0079365079365079,0.0593220338983051,0.0080645161290322,-0.1554054054054053,0.1792452830188677,0.1574074074074074,0.0593220338983051,-0.0079365079365079,-0.1197183098591548,0.0,-0.1554054054054053,-0.1554054054054053,-0.4469026548672565,-0.4680851063829787,-0.5437956204379563,-0.51171875,-0.5437956204379563,-0.5487364620938628,-0.5567375886524822,-0.5404411764705883,-0.5404411764705883,-0.3489583333333332,-0.3386243386243386,-0.1935483870967742,-0.1987179487179488,-0.2424242424242424,-0.1987179487179488,-0.0671641791044777,-0.0671641791044777,0.2626262626262625,0.3157894736842106,0.5432098765432098,0.5432098765432098,0.5625,0.5432098765432098,0.5432098765432098,0.5432098765432098,0.6666666666666667,0.5432098765432098,0.7123287671232876,0.7605633802816902,0.7857142857142858,1.1551724137931036
FSAM-L,9.0,0.0842763789980125,3.818775610808146e-07,0.0388389395172916,0.4073669323733607,0.0201778732616152,-0.0296655492569129,1.0,0.1063983737036143,0.1290056171246394,7.208511774552997e-08,-0.0185334407735692,3.658066106922635e-08,0.0267002518891686,0.0520355851528063,2.254490556736605e-07,0.0160891661960878,0.7402843422271095,0.0586276456961789,0.002846623643759,0.0720259057964027,0.0720259057964027,0.6596103378287405,-0.1057692307692307,-0.1362126245847175,-0.084507042253521,-0.1461412151067322,-0.0893169877408055,0.1353711790393013,0.0236220472440944,0.046277665995976,-0.0510948905109489,-0.068100358422939,0.033797216699801,0.1063829787234043,0.092436974789916,0.1738148984198646,0.0743801652892561,0.0833333333333334,-0.0170132325141776,0.019607843137255,0.0878661087866108,0.1529933481152994,0.0970464135021096,0.118279569892473,0.1529933481152994,0.2410501193317422,0.1899313501144164,0.2149532710280373,0.1659192825112108,0.2807881773399017,0.3577023498694518,0.4689265536723164,0.4565826330532214,0.5204678362573101,0.6666666666666667,0.6938110749185669,0.6455696202531644,0.6099071207430342,0.830985915492958,0.6883116883116884,0.8840579710144929,0.7869415807560136,0.8705035971223023,0.7931034482758621,0.8181818181818183,0.7993079584775087,0.7808219178082192,0.8705035971223023,0.61993769470405,0.6403785488958991,0.8245614035087718
FSAS-L^E99,9.0,0.6753427803456427,7.702065835439274e-07,0.0783340263026135,0.2052567463060424,0.2774590125675796,-0.0427027762059554,1.0,0.0133077003711623,0.6311652216688189,5.4476131633714876e-08,0.4682566069854568,1.1158328607496811e-08,0.367146003368312,0.66855509876667,4.3286034822357653e-07,0.7601664218823051,1.3092733454123011,-0.0014507503785953,0.3634700635296417,0.092316023028552,0.4931734721175125,0.3079144010805394,-0.074380165289256,-0.1294964028776978,-0.0692307692307693,0.0254237288135592,0.1308411214953269,0.1747572815533979,0.2604166666666667,0.1747572815533979,0.2474226804123711,0.1747572815533979,0.1747572815533979,0.1980198019801979,0.1747572815533979,0.2099999999999999,0.2604166666666667,0.141509433962264,0.1308411214953269,0.1747572815533979,0.2346938775510203,0.3444444444444443,0.2099999999999999,0.2222222222222221,0.1523809523809522,0.1523809523809522,0.0614035087719297,0.1203703703703702,0.1203703703703702,0.141509433962264,0.2099999999999999,0.3908045977011494,0.5125,0.4578313253012047,0.5921052631578947,0.4756097560975609,0.4756097560975609,0.4404761904761904,0.4578313253012047,0.4069767441860465,0.4404761904761904,0.3908045977011494,0.5714285714285714,0.4756097560975609,0.4069767441860465,0.3908045977011494,0.5316455696202531,0.4756097560975609,0.3595505617977528,0.3595505617977528,0.5125
FSAX-L^B05,9.0,0.0150578585030028,6.530087897227857e-07,0.0664143994649003,0.2026518899663565,0.0472339373716434,-0.005469254195532,1.0,0.0856838744012772,0.0143537319703122,8.172188415596125e-08,-0.0321004884856856,1.9012339292661435e-06,0.062502029286665,0.0566280943313315,8.01983322064458e-07,0.0121167301894305,3.3733263769106654,-0.0462991646933566,-0.0259284026070373,-0.0197934266835688,-0.0182521988387191,0.8815722951555771,-0.1904761904761904,-0.25,-0.0277777777777777,0.09375,0.1351351351351351,0.3011152416356877,0.2352941176470588,0.148796498905908,0.1363636363636362,0.0649087221095334,0.0458167330677292,0.0616784630940343,0.0824742268041238,0.1538461538461539,0.1266094420600858,0.1029411764705883,0.0948905109489051,0.1122881355932203,0.0521042084168337,0.0725229826353421,-0.0241635687732342,-0.1002570694087403,-0.0331491712707181,0.0096153846153845,0.0294117647058824,0.0375494071146245,-0.0410958904109588,0.0584677419354839,0.012536162005786,0.031434184675835,0.0595358224016144,-0.0028490028490028,0.0427010923535253,-0.0331491712707181,-0.0557553956834532,-0.0402193784277878,-0.0056818181818182,-0.0523465703971118,0.0416666666666667,0.0385756676557864,0.1326860841423949,0.1266094420600858,0.1229946524064171,0.0595358224016144,0.0736196319018405,0.1351351351351351,0.0670731707317073,0.0960334029227556,0.2589928057553956
FSAZ-L^J03,10.0,-0.001253433608022,4.7064536647042724e-07,0.047867088264372,0.3197255392143826,0.0658035003756579,-0.0079071917639935,1.0,0.1429766410840879,0.0480769230769231,9.190612067887994e-08,-0.0472511686035909,6.222876060500079e-09,0.0870740941049214,0.0780062404992399,4.516172861083654e-07,-0.0479519615138353,0.1852325834240243,0.0206713973343846,-0.1220201057880135,0.0305771655468273,0.0805810736287407,0.7677892598514583,-0.0545454545454545,0.0036496350364962,0.0377358490566037,0.0261194029850746,-0.0107913669064747,-0.0178571428571427,0.0,-0.0248226950354609,-0.0677966101694915,-0.1071428571428572,-0.1071428571428572,-0.0451388888888888,-0.0582191780821917,-0.0677966101694915,-0.0771812080536912,-0.2361111111111111,-0.2527173913043479,-0.2097701149425287,-0.0983606557377049,-0.0833333333333333,-0.0178571428571427,0.1044176706827308,0.1,0.1,0.1088709677419355,0.1088709677419355,0.375,0.5027322404371584,0.544943820224719,0.544943820224719,0.544943820224719,0.5027322404371584,0.4322916666666667,0.3613861386138615,0.478494623655914,0.5193370165745856,0.6081871345029239,0.3480392156862744,0.544943820224719,0.5536723163841808,0.4705882352941175,0.4102564102564103,0.3819095477386935,0.3349514563106797,0.1956521739130436,0.2672811059907833,0.1802575107296136,0.3349514563106797,0.3959390862944163
FSBE-L^A03,9.0,-0.089205360395695,6.023876899725004e-07,0.0612659696227917,0.1921569609475753,-0.0981003017920348,-0.1256799755450676,1.0,0.1570907828501996,0.0546930603242635,1.007270194078687e-07,-0.0147823951052852,4.239120115585101e-08,-0.1298106462604031,-0.1461308459066756,6.372126420015812e-07,-0.1932586811446668,0.3403926960883457,-0.0459437920907512,0.0672040082599045,-0.1032584097905159,-0.1032584097905159,0.7609652898179879,-0.0817307692307692,-0.1333333333333333,-0.209125475285171,-0.2624113475177304,-0.0325581395348836,-0.0325581395348836,-0.0142180094786729,-0.0188679245283018,-0.0917030567685589,-0.0325581395348836,0.2307692307692308,0.2530120481927711,0.1555555555555556,0.1555555555555556,0.2235294117647059,0.1304347826086955,0.0833333333333334,0.04,0.0833333333333334,0.0721649484536082,0.0612244897959184,0.0558375634517767,0.118279569892473,0.1751412429378531,0.0452261306532664,0.0,0.0452261306532664,0.118279569892473,0.1885714285714286,0.1366120218579234,0.1954022988505748,0.1005291005291006,0.0146341463414634,-0.1034482758620688,-0.111111111111111,-0.11864406779661,-0.111111111111111,-0.1369294605809129,-0.1369294605809129,-0.0837004405286343,0.0196078431372548,-0.0458715596330275,0.0,-0.0142180094786729,-0.0458715596330275,-0.0414746543778801,-0.1034482758620688,-0.1072961373390557,-0.063063063063063
FSBF-L^C05,2.0,-0.0812383287389321,1.5285934577514137e-06,0.1554659265239493,0.0649942620577226,-0.0974832097409716,-0.0038924014059726,1.0,0.0838188431454598,-0.1271236470974089,2.4467604005489677e-08,-0.0947941976788066,8.76484472951851e-10,-0.1289940828402366,-0.1974872648280594,2.6052829053732667e-06,-0.0526117922262369,0.0264738488624785,-0.0198637441096946,-0.0388619668027683,-0.1289218713616068,-0.1289218713616068,0.916540741790558,-0.2142857142857143,-0.176470588235294,-0.0666666666666665,-0.096774193548387,-0.176470588235294,-0.0666666666666665,-0.1249999999999998,-0.096774193548387,-0.1515151515151515,0.0370370370370369,0.0769230769230771,0.1666666666666667,0.0769230769230771,0.0,0.0,-0.0666666666666665,-0.1249999999999998,-0.176470588235294,-0.1249999999999998,0.0,0.0769230769230771,-0.0666666666666665,-0.0666666666666665,0.0,-0.1515151515151515,-0.1999999999999998,-0.2432432432432432,-0.176470588235294,-0.263157894736842,-0.2999999999999999,-0.1249999999999998,-0.1249999999999998,-0.176470588235294,-0.263157894736842,-0.3170731707317072,-0.3488372093023255,-0.3636363636363635,-0.4042553191489361,-0.5087719298245613,-0.5172413793103448,-0.5172413793103448,-0.5254237288135593,-0.4909090909090908,-0.4716981132075472,-0.4716981132075472,-0.5087719298245613,-0.5172413793103448,-0.4814814814814815,-0.4166666666666666
FSBL-L^A00,7.0,0.0351993214588633,7.361261728511481e-07,0.0748678708001141,0.1544346163040879,0.0653594344506787,0.0147894630258523,1.0,0.0621669626998223,0.0771884432945235,8.486963081710596e-08,-0.0004167534903104,4.802556149426151e-09,0.0864864864864865,0.0313825275657336,6.114739025885238e-07,-0.0156546489563567,0.5159874086303236,0.5837773830669035,-0.0077827219261482,-0.0417521075415812,0.0898268398268398,0.6778582569492668,-0.1180555555555554,-0.0588235294117647,-0.0857142857142857,0.0909090909090908,0.0588235294117645,0.0285714285714286,-0.0136986301369863,-0.0588235294117647,-0.1055900621118013,0.0,-0.0769230769230769,-0.1111111111111111,-0.1272727272727272,-0.1325301204819277,-0.1165644171779141,-0.1627906976744186,-0.1771428571428571,-0.2173913043478261,-0.1428571428571429,-0.1479289940828402,-0.1325301204819277,-0.1724137931034483,-0.1818181818181818,-0.2278820375335121,-0.2299465240641711,-0.2319999999999999,-0.2237196765498652,-0.1627906976744186,-0.1955307262569833,-0.1219512195121951,-0.108359133126935,-0.1932773109243697,-0.1700288184438041,-0.28,-0.2596401028277635,-0.25,-0.1676300578034681,-0.2044198895027624,-0.1977715877437326,-0.1932773109243697,-0.2690355329949239,-0.2888888888888888,-0.3498871331828442,-0.3394495412844037,-0.3126491646778043,-0.352808988764045,-0.325526932084309,-0.3333333333333333,-0.2690355329949239
FSBO-L,9.0,-0.2444269603986362,1.827507080924238e-07,0.0185867000885181,-0.0120174252666366,-0.1435433429922511,-0.1817994289331548,1.0,0.4819277108433734,-2.1717791411042944,-7.65447992010152e-08,-0.0609501045712565,3.865752013889598e-08,-0.1899428827416284,-0.5177025963808024,2.56807801319406e-06,-0.3244399697961239,0.1589180502203863,1.2998322403538205,0.5910243748271639,-0.054161087892956,-0.232505036937542,1.5871803089543808,-0.088235294117647,-0.1052631578947368,-0.0555555555555554,0.2142857142857142,0.0625,0.2142857142857142,0.5454545454545456,0.5454545454545456,-0.2608695652173912,-0.2608695652173912,-0.2608695652173912,-0.2608695652173912,-0.2608695652173912,-0.2608695652173912,-0.2608695652173912,-0.2608695652173912,-0.2608695652173912,-0.2608695652173912,-0.2608695652173912,-0.2608695652173912,-0.2916666666666666,-0.3928571428571429,-0.4516129032258064,-0.46875,-0.1282051282051282,-0.5696202531645569,-0.6565656565656566,-0.6179775280898876,-0.5405405405405406,-0.5277777777777777,-0.5211267605633803,-0.5405405405405406,-0.5342465753424657,-0.5072463768115941,-0.6730769230769231,-0.6991150442477876,-0.6761904761904762,1.8333333333333333,1.8333333333333333,1.4285714285714284,0.7,0.5454545454545456,0.6190476190476193,0.5454545454545456,0.5454545454545456,0.5454545454545456,0.2592592592592593,0.1333333333333335,0.1724137931034484
FSBR-L,9.0,0.1086678770761886,-3.246608160842075e-09,-0.0003301969815623,0.2760734334698831,0.2164625298011896,-0.0208221972231915,1.0,0.1985631116065899,-0.7267843438219495,2.6866594499552684e-08,-0.1008992920466785,9.363000347722834e-07,0.286432766988039,0.0721538564992266,1.532563206262671e-07,0.0405572755417956,16.673203510243297,0.300435916122653,0.3209961168863438,0.2918500322229702,0.2390289037715897,0.654051899209307,-0.1354401805869074,0.0598086124401913,0.1476683937823832,0.1750663129973473,0.4244372990353697,0.5435540069686409,0.671698113207547,0.7719999999999998,0.7719999999999998,0.7038461538461538,1.0136363636363632,1.070093457943925,1.004524886877828,0.8931623931623931,0.0938271604938272,0.0965346534653464,-0.0133630289532294,-0.0327510917030569,0.0091116173120728,0.0230946882217089,0.0778588807785887,0.0448113207547169,0.0778588807785887,0.1301020408163264,0.0674698795180721,0.0884520884520883,0.1417525773195875,0.2203856749311294,0.2408963585434174,0.2621082621082622,0.3223880597014923,0.3757763975155277,0.4108280254777068,0.3843749999999999,0.4865771812080537,0.5653710247349821,0.6407407407407406,0.6844106463878326,0.7038461538461538,0.8381742738589208,0.9429824561403508,0.9601769911504424,0.9344978165938862,0.9515418502202642,0.9429824561403508,1.07981220657277,0.9954954954954952,0.8535564853556483,1.0321100917431192
FSBU-L^C20,10.0,-0.2101616628175518,1.9804691062778786e-07,0.0201424036586201,-0.3578564940962761,-0.0823114405442689,0.4422960897926646,1.0,0.2544987146529563,-0.7189728958630527,-4.956199337030427e-07,-0.1929032258064514,1.4084450488504466e-08,-0.1089181286549707,-0.1564665127020785,1.1772230068281195e-06,0.1357904946653734,0.1512505919923461,0.3174051111447151,0.3739683457728568,-0.1070249147038585,0.0528083028083026,1.5871803089543808,-0.0740740740740741,-0.2058823529411765,-0.0999999999999998,-0.2499999999999999,-0.15625,-0.129032258064516,-0.2499999999999999,-0.3249999999999999,-0.4255319148936169,-0.564516129032258,-0.5178571428571428,-0.4807692307692307,-0.6399999999999999,-0.6931818181818181,-0.7452830188679245,-0.7954545454545454,-0.8291139240506329,-0.8269230769230769,-0.8392857142857143,-0.8682926829268293,-0.864321608040201,-0.85,-0.8663366336633663,-0.8622448979591837,-0.8601036269430051,-0.864321608040201,-0.8708133971291866,-0.8301886792452831,-0.8014705882352942,-0.7985074626865671,-0.7969924812030076,-0.784,-0.7874015748031495,-0.771186440677966,-0.7522935779816514,-0.7244897959183674,-0.6666666666666667,-0.6447368421052632,-0.6351351351351351,-0.5846153846153845,-0.625,-0.6447368421052632,-0.6493506493506493,-0.6538461538461539,-0.6301369863013698,-0.6301369863013698,-0.6029411764705883,-0.5499999999999999,-0.6301369863013698
FSBV-L,9.0,0.0800431832202343,1.7922099252682277e-07,0.0182277096074393,0.2454534505600385,0.0577503268736051,-0.0131432810284722,1.0,0.1244266055045871,-0.2254697286012525,6.457108535782203e-08,-0.0370727367094225,3.639288144524114e-07,0.0764177797241077,0.1090376310919186,3.8154909415301573e-07,0.329685746352413,1.888579238147792,-0.0955594382897699,-0.1805106812263984,-0.0240480961923847,-0.0240480961923847,0.882646406226501,-0.0249110320284696,-0.1273291925465839,-0.0506756756756756,0.0107913669064749,0.1422764227642277,0.2433628318584071,0.1856540084388185,0.2378854625550661,0.146938775510204,0.0563909774436088,0.200854700854701,0.4484536082474226,0.4484536082474226,0.405,0.3254716981132075,0.31924882629108,0.3254716981132075,0.3509615384615385,0.200854700854701,0.2657657657657657,0.1856540084388185,0.180672268907563,0.1516393442622952,0.2378854625550661,0.1856540084388185,0.1708333333333334,0.206008583690987,0.2889908256880733,0.4263959390862943,0.3842364532019706,0.4120603015075377,0.5698324022346368,0.3842364532019706,0.357487922705314,0.338095238095238,0.3444976076555024,0.391089108910891,0.391089108910891,0.4946808510638298,0.5965909090909092,0.7134146341463417,0.7134146341463417,0.6337209302325582,0.7239263803680982,0.7345679012345678,0.6432748538011697,0.7030303030303031,0.7562499999999999,0.8986486486486487
FSBZ-L^I06,9.0,0.0031206583083083,7.597353337828724e-07,0.0772690455925948,0.1585247782229371,-0.0435343121955194,-0.0342049407131869,1.0,0.0233343599396424,0.0500120133676017,8.003428740005777e-08,-0.0089156265450411,1.54458016562858e-07,-0.0576065220735271,0.00089415645228,6.803505201810999e-07,-0.0493802235149129,2.0204499180504087,0.0882765239360169,0.38161916257043,-0.0775396605399278,-0.0088118036861352,0.4672127993438169,-0.1284046692607002,0.0383838383838381,0.0447154471544715,0.1396895787139689,0.2385542168674697,0.2754342431761785,0.1708428246013666,0.3490813648293962,0.4602272727272727,0.389189189189189,0.0889830508474576,0.1550561797752807,0.1628959276018098,0.1247264770240699,0.028,-0.0374531835205992,-0.0738738738738739,-0.0918727915194347,-0.1228668941979522,-0.1461794019933554,-0.0950704225352112,-0.1091854419410744,-0.1076388888888889,-0.0771992818671455,-0.1076388888888889,-0.1076388888888889,-0.1867088607594937,-0.110726643598616,-0.1045296167247388,-0.1317567567567568,-0.1258503401360544,-0.0392523364485981,0.0468431771894093,0.0321285140562248,0.0118110236220472,0.0138067061143982,0.0532786885245901,0.0775681341719078,0.1271929824561404,0.1735159817351597,0.2691358024691357,0.2065727699530517,0.1953488372093024,0.2415458937198067,0.2475728155339804,0.2598039215686274,0.1222707423580784,0.2037470725995316,0.2536585365853658
FSCG-L^A05,9.0,-0.0639323861868712,1.3510111264517176e-06,0.1374048773092013,0.0696339166781498,-0.0063078043300262,0.0578201813600351,1.0,0.1228328426561988,-0.0811930405965203,1.4212620807276862e-09,-0.0295133774337784,6.58605388843569e-07,-0.008346764909049,-0.002799958519133,2.1308779338910093e-06,-0.0692621496984745,0.7488982227433135,0.0389753048495936,0.0116651382609061,-0.023944214980817,-0.0393466661235794,53.51065041617627,-0.1250000000000001,-0.111111111111111,-0.1397849462365591,-0.1489361702127658,-0.0476190476190475,-0.111111111111111,-0.1304347826086956,-0.2156862745098039,-0.2727272727272727,-0.3220338983050846,-0.3220338983050846,-0.3220338983050846,-0.3700787401574803,-0.3495934959349592,-0.3846153846153846,-0.4029850746268657,-0.3846153846153846,-0.4029850746268657,-0.3984962406015038,-0.4117647058823529,-0.4736842105263158,-0.4594594594594594,-0.4968553459119497,-0.5180722891566265,-0.5375722543352601,-0.5580110497237569,-0.5675675675675675,-0.607843137254902,-0.5939086294416243,-0.572192513368984,-0.5428571428571428,-0.553072625698324,-0.572192513368984,-0.6,-0.6172248803827751,-0.6190476190476191,-0.5854922279792746,-0.6330275229357798,-0.607843137254902,-0.605911330049261,-0.5454545454545454,-0.5348837209302325,-0.5767195767195767,-0.605911330049261,-0.5918367346938775,-0.6019900497512437,-0.6380090497737556,-0.624413145539906,-0.6208530805687204
