firms,absacc,acc,age,agr,cashdebt,cinvest,currat,egr,gma,grltnoa,invest,lgr,mve_ia,operprof,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0335864479580991,0.0335864479580991,20.0,0.1849771597667135,0.2032752741992374,0.0449684564331151,1.3733915909132983,0.4746497769180369,0.5659972610873291,0.0146521591444503,0.0595665622815333,0.0566878540831835,0.2264361208525171,0.5560200929768179,0.329432130697869,0.0777763710766753,0.0651583594072382,0.132120027479713,0.3111246447421844,1.0424712569196306,0.144497403238942,0.3091744196284448,-0.074829931972789,-0.234375,-0.4024390243902439,-0.4166666666666666,-0.412,-0.4768683274021352,-0.289855072463768,-0.25,-0.1833333333333333,-0.1694915254237288,-0.1694915254237288,-0.1878453038674034,-0.3,-0.1833333333333333,-0.0636942675159236,-0.125,-0.1352941176470588,-0.08125,-0.0636942675159236,-0.0925925925925926,-0.0454545454545455,-0.08125,-0.069620253164557,-0.02,0.0729927007299269,0.1484375,0.3008849557522124,0.3867924528301885,0.4554455445544554,0.4848484848484848,0.4554455445544554,0.3999999999999999,0.3363636363636362,0.3999999999999999,0.5154639175257731,0.53125,0.8148148148148147,0.6704545454545454,0.7710843373493976,0.8846153846153846,1.370967741935484,1.227272727272727,1.4500000000000002,1.370967741935484,1.6727272727272724,1.6249999999999996,1.94,1.8269230769230769,2.0625
BBOU_00-L,0.0043357902811593,-0.0043357902811593,20.0,0.1483949555746632,0.1593492929106202,0.103631019349812,1.1959906163361058,-0.1193353474320241,0.3635712238463743,0.0690391221692292,0.0447836056176554,0.2111179235642755,14.13499295721568,0.8527190332326284,0.0963828823954634,-0.0318171201088667,-0.056138939776352,-0.0858599579366048,-0.0434782608695652,0.6118575389208787,0.1443700464607816,0.0814062291137548,-0.1033434650455926,0.0291970802919707,-0.0227722772277227,0.1241457858769932,0.0978865406006672,0.00920245398773,-0.0518731988472623,-0.0671077504725898,-0.0445304937076477,-0.0436046511627907,-0.0861111111111112,-0.0852641334569045,-0.0936639118457302,-0.0936639118457302,-0.0573065902578797,-0.0110220440881764,-0.0527831094049904,-0.0894833948339484,-0.0671077504725898,-0.0436046511627907,-0.0090361445783133,-0.013986013986014,-0.0149700598802395,0.0112704918032786,0.0112704918032786,0.0488841657810839,0.0499999999999998,0.064724919093851,0.0716612377850161,0.1114864864864864,0.0906077348066296,0.0846153846153845,0.1139954853273137,0.1666666666666665,0.1708185053380781,0.1639150943396226,0.1848739495798317,0.1891566265060238,0.2260869565217389,0.2605363984674329,0.1978155339805825,0.243073047858942,0.2751937984496122,0.3021108179419525,0.3266129032258063,0.3539094650205761,0.3283983849259757,0.3446866485013622,0.3410326086956521
BBTU_63-L^C18,0.0685791313871688,-0.0685791313871688,20.0,0.2000926784059315,0.1685539378945031,0.0351327980354334,0.3071000855431993,-0.2724046140195209,0.4147358665430953,0.0896415181768354,-0.1675625579240036,0.0608576284481632,0.679986667744579,-0.6712511091393076,-0.0305658677967094,-0.1600745346687461,-0.1600745346687461,0.5112578806372993,-0.3850520340586565,0.3071000855431993,0.2454867954276705,-0.0509311740890689,0.055944055944056,-0.1118012422360249,-0.2666666666666667,-0.3190476190476191,-0.3157894736842105,-0.4521072796934866,-0.483754512635379,-0.4856115107913669,-0.4392156862745098,-0.4521072796934866,-0.48,-0.4521072796934866,-0.5855072463768116,-0.6166219839142091,-0.6071428571428572,-0.5769230769230769,-0.6166219839142091,-0.5878962536023056,-0.5878962536023056,-0.5806451612903226,-0.5855072463768116,-0.6304909560723515,-0.598314606741573,-0.5867052023121387,-0.5914285714285714,-0.5705705705705706,-0.5666666666666667,-0.5666666666666667,-0.5902578796561605,-0.573134328358209,-0.5994397759103641,-0.8486772486772487,-0.838782412626832,-0.8382352941176471,-0.8369441277080958,-0.8236744759556104,-0.8264563106796117,-0.8135593220338984,-0.8118421052631579,-0.7974504249291785,-0.7974504249291785,-0.7962962962962963,-0.7833333333333333,-0.8013888888888889,-0.8125819134993447,-0.800557880055788,-0.7915451895043732,-0.7697262479871175,-0.773015873015873
BCQE_67-L^A14,0.0608764103909734,0.0608764103909734,20.0,-0.0829979879275654,0.131811697574893,0.0073394495412844,1.427536231884058,-2.885,0.3480885311871227,0.110207294673294,-0.0799798792756539,-0.3529135338345864,0.7771451009639073,-1.255,-0.1197682983054738,0.0391059274359744,0.107445111399524,-0.0943323801760537,0.6946107784431138,1.2536231884057971,0.1494404213298222,-0.1772053083528493,-0.05,-0.2248062015503876,-0.4301994301994302,-0.43342776203966,-0.3690851735015773,-0.5,-0.4609164420485175,-0.3610223642172524,-0.3650793650793651,-0.3464052287581699,-0.2957746478873239,-0.3442622950819671,-0.5121951219512195,-0.4818652849740932,-0.5283018867924529,-0.5789473684210527,-0.5926680244399185,-0.5867768595041323,-0.5157384987893463,-0.452054794520548,-0.4202898550724637,-0.4680851063829787,-0.4186046511627906,-0.39209726443769,-0.3031358885017422,-0.2647058823529412,-0.2063492063492064,-0.1452991452991452,-0.180327868852459,-0.2647058823529412,-0.2779783393501804,-0.2727272727272727,-0.1631799163179916,-0.2217898832684824,-0.0740740740740741,-0.0740740740740741,0.2422360248447204,0.1428571428571428,0.1428571428571428,0.2903225806451612,0.6260162601626016,0.4598540145985401,0.3422818791946309,0.0869565217391303,-0.0099009900990099,-0.1228070175438595,0.1049723756906078,-0.0867579908675798,0.1049723756906078
BDAJ_H9-L,0.1919012596161974,-0.1919012596161974,14.0,-0.0608196721311475,0.0106613359986673,0.0132898558667178,0.519533711405167,-0.6691729323308271,0.3806557377049181,-0.1898723476202463,0.0481967213114754,-0.07380073800738,0.1371152896038206,-1.7894736842105297,-0.2303432450202144,-0.0550367966139979,-0.0462198344001146,-0.5522411060232476,-5.703517587939699,0.5075614366729679,0.2827406764960971,-0.0228293413173651,-0.0677966101694914,-0.1805555555555555,-0.2236842105263158,-0.2027027027027027,-0.2435897435897436,-0.3295454545454546,-0.3789473684210526,-0.3917525773195877,-0.3723404255319149,-0.3586956521739131,-0.3516483516483517,-0.4587155963302752,-0.3917525773195877,-0.6380368098159509,-0.6549707602339181,-0.6488095238095238,-0.6740331491712708,-0.7064676616915423,-0.6989795918367347,-0.7135922330097088,-0.8052805280528053,-0.8150470219435737,-0.8184615384615385,-0.8426666666666667,-0.830945558739255,-0.8201219512195121,-0.8126984126984127,-0.7806691449814127,-0.7854545454545454,-0.794425087108014,-0.8138801261829653,-0.8217522658610272,-0.830945558739255,-0.8413978494623656,-0.8611764705882353,-0.865296803652968,-0.8588516746411483,-0.8588516746411483,-0.8494897959183674,-0.8387978142076503,-0.8443271767810027,-0.8422459893048129,-0.8361111111111111,-0.8475452196382429,-0.8475452196382429,-0.8422459893048129,-0.8392370572207084,-0.8601895734597156,-0.8521303258145363
BLNT_37-L^D19,0.1679343596610596,-0.1679343596610596,12.0,0.3388293193823754,0.1116519363581363,0.0166866846591007,1.0555673687621994,0.0358686730506155,0.2905030276222869,0.0279617061792691,0.016106645516526,0.454621978298508,0.6777125589256586,0.8790241678066576,0.0969776957158556,-0.0637147361682633,-0.0637147361682633,-0.1522166494721208,-2.428935247048466,1.0555673687621994,0.0894757172098945,0.1249337605269808,0.1210762331838564,0.0543735224586288,-0.0088888888888889,0.103960396039604,0.1406649616368285,0.1706036745406824,0.1893333333333333,0.1893333333333333,0.2388888888888889,0.2927536231884058,0.3433734939759036,0.319526627218935,0.2185792349726776,0.1957104557640749,0.1435897435897435,0.1925133689839571,0.0772946859903382,-0.0304347826086955,0.0396270396270395,-0.0088888888888889,0.0469483568075117,0.1234256926952139,0.0619047619047619,0.0931372549019606,0.0799031476997578,0.1377551020408163,0.131979695431472,0.2492997198879551,0.1149999999999999,0.2598870056497175,0.1675392670157067,0.2219178082191781,-0.0630252100840336,-0.0197802197802197,-0.1062124248496994,-0.0727650727650727,-0.0470085470085469,0.0348027842227378,0.1094527363184081,0.0958230958230956,0.1767810026385223,0.2563380281690142,0.3040935672514619,0.1584415584415583,0.1989247311827955,0.1584415584415583,0.1989247311827955,0.2388888888888889,-0.049040511727079
BPVK_29-L,0.0648214925981258,-0.0648214925981258,13.0,0.348190861322737,0.2916555572003477,0.0215388475324218,1.2126126174454024,0.4880418554056397,0.7892783735391941,0.1238813184025536,0.0730528615479188,0.2850424294822248,22.35538661386281,1.446987902204103,0.1658814908085579,0.0780908358882258,0.1061042295849432,-0.0619860807702569,-0.4328798469719655,1.089789797207862,0.2559058836919183,0.4774647382742412,-0.1050295857988166,0.0700435298773249,-0.0116959064327485,0.1095609355765283,0.2694835680751173,0.240366972477064,0.2857822158820731,0.3426017874875868,0.4398296059637911,0.296882494004796,0.2495378927911273,0.1797556719022686,0.1605150214592274,0.0925252525252524,0.1118421052631577,0.0687747035573123,0.0173062452972159,0.0078270592620202,-0.0033173608551418,-0.0051508462104489,-0.0377224199288257,-0.0685497760936962,-0.0145772594752187,-0.0643598615916954,-0.1421319796954314,-0.1892053973013493,-0.2128093158660845,-0.1641421947449769,-0.1715686274509804,-0.0558659217877095,-0.1075907590759076,-0.0698314413484693,0.0211480362537763,-0.0109729334308705,-0.0441852244609403,0.0037119524870081,0.0670876085240725,0.0180722891566265,0.0562499999999999,0.0566627588901913,0.1700562527044569,0.1481953290870488,0.1854449802718105,0.28884652049571,0.3037608486017358,0.3346495557749258,0.4314452091053466,0.3018777082330284,0.2055283102987071
BUBP_92-L^K18,0.2509372656835791,-0.2509372656835791,12.0,0.0413265306122449,0.029299519881817,0.0320448975552833,0.8969889064976229,-4.574468085106383,0.7625,0.0154961259685019,-0.0423469387755102,0.0973405628711593,4.632472155936297,17.404255319148938,-0.1289628394710482,-0.0135096325459011,0.2998229593788633,-0.1067299041301417,-7.905511811023622,0.8489170628631801,0.3871362940275651,0.088112502746649,0.0615384615384615,-0.0625,-0.164882226980728,-0.1255605381165919,-0.144736842105263,-0.2696629213483146,-0.2883211678832117,-0.3181818181818181,-0.2972972972972972,-0.2985611510791366,-0.3699515347334411,-0.360655737704918,-0.4347826086956522,-0.4298245614035088,-0.4196428571428571,-0.4045801526717557,-0.3867924528301887,-0.4072948328267477,-0.3321917808219178,-0.3060498220640569,-0.2909090909090909,-0.3121693121693122,-0.2528735632183908,-0.2571428571428571,-0.2804428044280442,-0.2857142857142857,-0.3133802816901408,-0.2985611510791366,-0.3109540636042402,-0.2777777777777778,-0.2585551330798479,-0.2710280373831775,-0.2337917485265226,-0.2231075697211154,-0.2137096774193548,-0.2246520874751492,-0.2528735632183908,-0.2972972972972972,-0.3133802816901408,-0.2791127541589648,-0.2641509433962263,-0.2723880597014926,-0.2777777777777778,-0.3181818181818181,-0.3193717277486911,-0.3181818181818181,-0.3060498220640569,-0.3060498220640569,-0.2367906066536204
BUNQ_03-L^K12,0.6811440677966101,-0.6811440677966101,20.0,-0.5574021012416428,-2.6818102999826605,-0.7493135011441648,1.019777503090235,-0.8461443400889768,0.2147086914995224,-0.6308262711864404,0.0437440305635148,0.4251471825063077,0.0038332385815151,-0.3442906574394463,-0.1614944292312127,-0.6180184950028899,-0.6788989527592014,-1.34506065082136,-0.6394828443560417,0.7667902760609807,0.4815070066620721,0.2003938946331856,-0.2222222222222221,-0.25,-0.3571428571428572,-0.3571428571428572,-0.5,-0.55,-0.5714285714285714,-0.5909090909090909,-0.6086956521739131,-0.5714285714285714,-0.6538461538461539,-0.6538461538461539,-0.6896551724137931,-0.6538461538461539,-0.71875,-0.7567567567567568,-0.6538461538461539,-0.55,-0.5263157894736843,-0.5,-0.5,-0.5,-0.4705882352941177,-0.4705882352941177,-0.4705882352941177,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4375,-0.4375,-0.3571428571428572
BWQW_65-L^I10,0.1737011649739746,-0.1737011649739746,7.0,0.1662141775084655,0.0906793128741394,-0.0216304670638873,2.471963256849424,0.0423652465740653,0.5323072981643201,-0.0517012954181144,0.2908552842630547,0.2669424079065588,0.598276913088652,0.3144955719213201,0.048944309718158,0.0214531906597297,-0.0320555422497928,0.1956286264956487,-9.489869716576807,1.4576493872862464,0.1971485877043453,0.3015026683435874,-0.1092436974789915,-0.1619718309859155,-0.2066666666666666,-0.0555555555555555,-0.1736111111111111,-0.3160919540229885,-0.3351955307262571,-0.3461538461538462,-0.2916666666666666,-0.3670212765957447,-0.3276836158192091,-0.3769633507853402,-0.45662100456621,-0.4711111111111111,-0.5041666666666667,-0.4780701754385964,-0.5440613026819923,-0.5592592592592593,-0.5543071161048689,-0.5576208178438662,-0.531496062992126,-0.5688405797101449,-0.5162601626016261,-0.5041666666666667,-0.5062240663900415,-0.4978902953586498,-0.583916083916084,-0.5809859154929577,-0.5882352941176471,-0.5765124555160143,-0.6489675516224189,-0.652046783625731,-0.6447761194029851,-0.6327160493827161,-0.6033333333333333,-0.5868055555555556,-0.5625,-0.59106529209622,-0.583916083916084,-0.5656934306569343,-0.5526315789473685,-0.5608856088560885,-0.5142857142857143,-0.5509433962264151,-0.575,-0.5688405797101449,-0.531496062992126,-0.5220883534136547,-0.531496062992126
