firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roic,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0384875324582933,-0.0384875324582933,2.0,0.4040533606977937,5.077187557895946e-07,0.3032524119558529,-0.0045434282579421,1.0,1.1029371770465053,-0.0580303806110257,8.914286543941244e-08,1.2334436985300438e-06,0.4485206088592441,2.1545152309197486,0.8521408981038741,-0.1773507241730069,-0.1748476712829036,-0.3420575088326967,0.744984786630636,-0.558307533539732,2.0,0.7247756323089475,0.1146785928843201,4.288523773960668,0.1213304693093797,0.0456140350877192,0.0634328358208955,0.0694183864915571,0.0052910052910053,-0.023972602739726,0.0251798561151079,0.144578313253012,0.1220472440944882,0.2101910828025477,0.217948717948718,0.1999999999999999,0.0694183864915571,-0.128440366972477,-0.0981012658227847,-0.110764430577223,0.0142348754448398,-0.0338983050847457,-0.0468227424749164,-0.1079812206572768,-0.1774891774891774,-0.1715116279069767,-0.1605301914580265,-0.0850722311396469,-0.1350531107738998,-0.1009463722397475,-0.0746753246753246,-0.0355329949238578,0.0088495575221239,0.0536044362292051,0.0614525139664805,0.0401459854014598,0.1875,0.1515151515151516,0.043956043956044,0.0795454545454545,0.1154598825831703,0.0477941176470588,0.0555555555555555,0.0555555555555555,0.017857142857143,0.11328125,0.1491935483870967,0.1899791231732777,0.3133640552995391,0.4882506527415144,0.484375,-0.0172413793103447,-0.0273037542662116,-0.0338983050847457
BACQ-L^J02,0.0498582156991057,-0.0498582156991057,1.0,0.0051862034491376,9.983168037710438e-07,0.5962788949342798,-0.0472737025292323,1.0,0.8417645287563986,-0.3346440677966102,-2.726196285007537e-08,1.1468102860800423e-06,0.2118220444888777,0.9742267684685864,0.2832238095208087,-0.1485523936200248,-0.0715733601650049,-0.7883916826115575,-0.0119963774679931,-5.970149253731352,1.0,0.4929238181270702,0.031929990539262,12.063180827886711,-0.0778326764003775,0.2941176470588234,-0.1904761904761903,-0.5466666666666666,-0.6494845360824741,-0.6530612244897959,-0.6530612244897959,-0.5466666666666666,-0.5584415584415584,-0.6179775280898876,-0.5072463768115941,-0.5342465753424657,-0.6633663366336633,-0.679245283018868,-0.7094017094017093,-0.8191489361702128,-0.7718120805369127,-0.7875,-0.807909604519774,-0.8229166666666666,-0.8349514563106796,-0.8265306122448979,-0.8265306122448979,-0.8553191489361702,-0.8726591760299626,-0.8692307692307693,-0.851528384279476,-0.8380952380952381,-0.839622641509434,-0.839622641509434,-0.8333333333333333,-0.8316831683168316,-0.7988165680473372,-0.8011695906432749,-0.8365384615384616,-0.8210526315789474,-0.8282828282828283,-0.8495575221238938,-0.8528138528138528,-0.8565400843881856,-0.8612244897959184,-0.8577405857740585,-0.8600823045267489,-0.859504132231405,-0.8475336322869955,-0.8508771929824561,-0.860655737704918,-0.8827586206896552,-0.8851351351351351,-0.8924050632911392
BALZ-L^I10,0.057648401826484,-0.057648401826484,3.0,-0.3456090651558074,1.9565584070119745e-06,1.1686215041162806,-0.0124685007369731,1.0,2.148373983739837,-0.0146571335716607,-7.098566073132927e-08,1.93195735666324e-08,-0.3663833805476864,0.0614277252858807,4.870814160932422,0.5795129220205545,0.8485382703567967,0.2874065367159695,-0.0069539091509325,-4.59090909090909,5.0,1.6686991869918697,0.1367515993649695,6.056179775280898,-0.2784471218206158,0.0,-0.0714285714285715,-0.0714285714285715,-0.1333333333333333,-0.1875,-0.2352941176470588,-0.1875,-0.2352941176470588,-0.3809523809523809,-0.4583333333333332,-0.48,-0.5517241379310345,-0.5666666666666667,-0.6060606060606061,-0.6388888888888888,-0.6176470588235294,-0.6578947368421053,-0.6388888888888888,-0.6486486486486487,-0.6176470588235294,-0.6285714285714286,-0.6060606060606061,-0.6486486486486487,-0.6285714285714286,-0.6578947368421053,-0.675,-0.675,-0.7234042553191489,-0.7678571428571429,-0.7796610169491525,-0.796875,-0.7719298245614035,-0.7758620689655172,-0.7833333333333333,-0.7547169811320755,-0.7592592592592593,-0.7868852459016393,-0.7796610169491525,-0.7291666666666666,-0.7450980392156863,-0.7291666666666666,-0.75,-0.7833333333333333,-0.7719298245614035,-0.7450980392156863,-0.7833333333333333,-0.8645833333333333,-0.8571428571428572,-0.87
BBEK-L^L95,0.0715290147182902,0.0715290147182902,2.0,0.1881025641025642,1.2044378612297058e-07,0.0719391754399203,0.0147043129490363,1.0,1.2113502935420746,0.1189962223421477,5.192994685022218e-08,5.631265241397347e-07,0.1209230769230769,6.824361402277743,-1.130567567267552,-0.1305661043733276,-0.1374161694793008,-0.1312287939240664,-0.2711312654696758,0.4267337807606272,5.0,0.8818304982688546,0.2149340825588934,3.533697632058288,0.1884827445374719,0.0060483870967742,0.0122448979591835,0.0081300813008129,0.0333333333333334,0.0643776824034334,0.1508120649651974,0.3156498673740053,0.3441734417344173,0.2950391644908616,0.4335260115606936,0.3971830985915494,0.4718100890207715,0.3087071240105541,0.3405405405405404,0.3226666666666666,0.5168195718654434,0.4805970149253731,0.5499999999999998,0.5030303030303032,0.4502923976608186,0.417142857142857,0.5168195718654434,0.5646687697160884,0.3626373626373627,0.4418604651162792,0.636963696369637,0.6588628762541804,0.6209150326797386,0.67003367003367,0.7403508771929823,0.8507462686567162,1.1471861471861473,1.137931034482759,0.9375,1.0,1.1659388646288211,0.9450980392156864,0.8859315589353614,0.9076923076923076,0.8859315589353614,1.0753138075313808,1.008097165991903,0.8646616541353382,1.008097165991903,1.234234234234234,0.8102189781021896,0.3932584269662922,0.3626373626373627,0.4502923976608186
BBIO-L^E18,0.0188766916419817,0.0188766916419817,2.0,-0.0457434733257661,6.814436913865643e-07,0.4070155783465162,-0.0114448786911049,1.0,1.3150136487716106,0.02255299954894,9.328394010893857e-08,1.7299976357068578e-06,-0.0199205448354143,1.978131602045873,-0.8990025751607413,0.0520743925854686,0.0674068232221226,0.1444704701694206,-0.0352295833924432,0.3490870032223412,5.0,0.7175614194722475,0.0418392990558989,6.660790075089781,-0.0352295833924432,0.1224489795918366,-0.0057971014492753,-0.0171919770773638,-0.0653950953678473,-0.0853333333333332,-0.0576923076923077,0.088888888888889,0.0425531914893617,0.0457317073170733,0.1706484641638226,0.0958466453674122,-0.0057971014492753,-0.0877659574468083,-0.1613691931540342,-0.1182519280205655,-0.1113989637305699,-0.1249999999999998,-0.1020942408376962,-0.2004662004662004,-0.2222222222222222,-0.1446384039900248,-0.1067708333333332,-0.2060185185185185,-0.2478070175438596,-0.2114942528735631,-0.1316455696202532,-0.1205128205128204,-0.109090909090909,-0.0602739726027397,-0.0365168539325841,-0.0283286118980169,0.1548821548821548,0.1100323624595469,0.0331325301204821,0.1209150326797385,0.1209150326797385,0.0238805970149253,0.0958466453674122,0.0820189274447951,0.1100323624595469,0.1746575342465754,0.0619195046439629,0.0923566878980892,0.2293906810035841,0.3611111111111111,0.2703703703703703,-0.1674757281553398,-0.1249999999999998,-0.1551724137931033
BBNH-L^L97,0.0380200105318588,0.0380200105318588,2.0,-0.0156739811912225,4.0426090275789685e-07,0.2414586666788155,0.0098764084514709,1.0,1.229109454688113,0.2112223016440314,7.562744536692434e-08,3.667761900073428e-05,0.0096133751306165,16.615836457719723,-1.5452181503107911,0.1214838567818624,0.1250208989048739,-0.1341994359513619,0.0103248010324801,0.5694006309148265,6.0,0.6998823067869753,0.0920231972863551,7.367843137254902,0.0103248010324801,0.0687022900763358,0.0621621621621621,0.0234375,-0.0320197044334974,-0.0211706102117059,0.0737704918032786,0.1873111782477341,0.1644444444444444,0.3056478405315617,0.423913043478261,0.4528650646950092,0.4086021505376345,0.1945288753799392,0.2055214723926381,0.2377952755905512,0.4395604395604395,0.3458904109589042,0.4035714285714287,0.2927631578947369,0.2515923566878981,0.3789473684210527,0.5262135922330096,0.3598615916955017,0.2417061611374407,0.3210084033613445,0.4213381555153708,0.4664179104477612,0.3693379790940767,0.4343065693430656,0.5232558139534884,0.538160469667319,0.8279069767441862,0.7505567928730512,0.7466666666666668,0.6172839506172838,0.6106557377049182,0.5910931174089069,0.5442043222003929,0.5442043222003929,0.6073619631901843,0.6759061833688698,0.6759061833688698,0.7312775330396477,0.7505567928730512,1.0848806366047747,0.9503722084367244,0.3813708260105448,0.4719101123595506,0.4111310592459605
BBOU-L,0.0082929119073697,0.0082929119073697,2.0,0.0626109407777957,3.391712381195382e-07,0.2025816357046836,0.0051399089149459,1.0,1.5523809523809524,0.1128188358404185,5.55152452637622e-08,2.624732206992274e-06,0.0164595772147813,19.88636077088822,-1.2199869841227164,0.1863064098878988,0.3256023457090976,0.2128012157174904,0.1820319849482596,0.0951526032315978,5.0,0.746218487394958,0.1028215336679937,3.068376068376069,0.1820319849482596,0.0457782299084434,0.0144478844169246,0.0144478844169246,0.0825991189427313,0.0983240223463688,0.2211180124223601,0.3002645502645502,0.2917214191852824,0.3283783783783782,0.3903818953323903,0.4519940915805023,0.3806179775280898,0.2180916976456008,0.2380352644836272,0.2667525773195875,0.4693572496263078,0.4671641791044776,0.5030581039755351,0.4781954887218045,0.4329446064139941,0.5123076923076924,0.6465661641541038,0.7336860670194003,0.6548821548821548,0.8170055452865064,0.9503968253968254,1.014344262295082,1.1139784946236555,1.2442922374429224,1.4760705289672544,1.5269922879177376,1.94311377245509,1.9969512195121952,1.8911764705882352,2.062305295950156,2.233552631578948,2.00611620795107,1.9697885196374625,2.0339506172839505,2.1206349206349207,2.332203389830508,2.2549668874172184,2.4131944444444446,2.4131944444444446,2.9959349593495936,2.83984375,1.6213333333333333,1.7768361581920904,1.6857923497267755
BBQS-L^G99,0.0908950855030041,0.0908950855030041,2.0,0.1978555304740406,4.175908281528225e-07,0.2494204210578048,-0.006182557451426,1.0,1.3128398159765788,0.0400700252869092,1.0668207803567525e-07,7.3847601477746035e-06,0.1992099322799096,2.537883103578901,-0.8353152225210375,-0.0938294733828112,-0.1440016843354568,-0.0910158972965051,-0.0763696922633203,1.2957540263543186,3.0,0.6630071099958176,0.1253616200578592,8.237639241743208,0.1428881297109701,0.0042194092827003,0.1285714285714285,-0.016597510373444,-0.0519999999999999,-0.0519999999999999,0.0627802690582959,0.4107142857142858,-0.0326530612244898,-0.0443548387096773,-0.0705882352941175,-0.0365853658536584,-0.0849420849420848,-0.1565836298932383,-0.1595744680851063,-0.1022727272727272,0.0085106382978723,0.0533333333333334,-0.0884615384615384,-0.1189591078066913,-0.1770833333333332,-0.1123595505617977,-0.1444043321299638,-0.2046979865771812,-0.2354838709677419,-0.1595744680851063,-0.1254612546125461,-0.1254612546125461,-0.1189591078066913,-0.1254612546125461,-0.1413043478260868,-0.1381818181818181,-0.0083682008368201,-0.07421875,-0.1090225563909774,-0.0988593155893535,-0.0849420849420848,-0.1505376344086021,-0.1827586206896551,-0.1350364963503649,-0.147482014388489,-0.1286764705882352,-0.1742160278745644,-0.202020202020202,-0.1625441696113073,0.0394736842105265,-0.0705882352941175,-0.315028901734104,-0.2662538699690402,-0.2685185185185185
BBTK-L^C11,0.078929135604024,0.078929135604024,2.0,0.2504053885493326,7.310696037049063e-07,0.436656353745177,0.0001377425085731,1.0,2.7671353251318105,0.0462215700660309,6.963788300835654e-08,5.3297724201886064e-08,0.1534863415242608,2.319660516262012,-1.102214502692185,0.0495322586491923,0.055220714303352,-0.2007955928805357,0.2549540697068504,1.7472392638036818,5.0,2.703280609256005,-0.0214343928280358,2.6624535315985134,0.3595292331055431,-0.0091185410334346,-0.0323529411764705,0.0217391304347824,-0.0545977011494253,-0.0706214689265536,-0.1155913978494623,-0.0436046511627906,-0.1273209549071617,-0.2203791469194312,-0.2522727272727273,-0.2737306843267109,-0.3419999999999999,-0.259009009009009,-0.2033898305084746,-0.19559902200489,-0.0886426592797783,-0.445193929173693,-0.4641693811074918,-0.4818897637795275,-0.4376068376068376,-0.4029038112522686,-0.3660886319845857,-0.3485148514851485,-0.3768939393939394,-0.3648648648648648,-0.3271983640081799,-0.2878787878787878,-0.2955032119914347,-0.2688888888888888,-0.2505694760820045,-0.3353535353535354,-0.3202479338842975,-0.2909482758620689,-0.344621513944223,-0.4114490161001789,-0.1387434554973822,-0.2955032119914347,-0.2721238938053096,-0.2014563106796116,-0.1856435643564357,-0.0266272189349111,0.1228668941979522,0.0544871794871795,0.2140221402214022,0.5817307692307692,0.3651452282157676,-0.1319261213720316,-0.1059782608695653,-0.1520618556701031
BBTU-L^C18,0.0138618936756444,0.0138618936756444,2.0,0.0044096241116532,9.89261734313243e-07,0.5908704446412916,0.0028142167852406,1.0,1.4236011477761834,0.0242409301943383,9.087445832473532e-08,6.00318181628046e-06,0.0457444986728315,4.994661136558282,-1.2612152914629695,-0.0050267590210379,-0.0850543795483027,0.3305408730889111,0.0534552269394929,0.2834061135371173,3.0,1.090028694404591,0.0574990736502539,21.12562534741523,0.0385298538051646,0.0735294117647058,0.1333333333333335,0.0225563909774435,-0.0422535211267603,-0.0620689655172412,0.0111524163568774,0.1826086956521742,0.1056910569105691,0.0303030303030302,0.0225563909774435,0.1239669421487603,-0.0354609929078012,-0.1526479750778815,-0.1856287425149699,-0.147335423197492,0.0342205323193918,-0.0841750841750841,-0.0716723549488054,-0.147335423197492,-0.2023460410557184,-0.1168831168831168,-0.0354609929078012,-0.1757575757575756,-0.1831831831831831,-0.1732522796352583,-0.0652920962199312,-0.5310344827586206,-0.5151515151515151,-0.5027422303473491,-0.4906367041198501,-0.4538152610441767,-0.3732718894009216,-0.3615023474178402,-0.4035087719298245,-0.3928571428571429,-0.3615023474178402,-0.3775743707093821,-0.3674418604651162,-0.3398058252427184,-0.3300492610837438,-0.313131313131313,-0.2608695652173912,-0.2486187845303866,-0.15527950310559,-0.0684931506849314,-0.2272727272727271,-0.4021978021978021,-0.3860045146726861,-0.4021978021978021
