firms,age,agr,cashdebt,chatoia,chempia,convind,egr,grltnoa,herf,hire,invest,lgr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
0LOG.L^J12,10.0,0.0172852885396911,0.0778037250099675,1.4623633443747024,0.1963225443889432,2.0,-0.0339313377642296,0.5678731633940545,2.976410091748025e-07,0.0636391406170451,0.0056082362503386,0.0779973961415552,0.6751659074819459,0.2607281973598788,-0.034849548717154,0.0607281973598788,0.2635476453869044,0.1276223776223777,0.0,0.0437956204379561,0.1626016260162601,0.2222222222222223,0.2461873638344227,0.2042105263157894,0.1867219917012446,0.1697341513292434,0.3059360730593607,0.358669833729216,0.4857142857142855,0.4857142857142855,0.6203966005665722,0.857142857142857,0.857142857142857,0.8754098360655738,0.76,0.8158730158730159,0.945578231292517,0.945578231292517,0.945578231292517,1.0,1.1503759398496238,0.9724137931034482,1.08,1.08,0.8754098360655738,0.8940397350993377,1.1185185185185182,1.1185185185185182,1.050179211469534,1.2608695652173916,1.3157894736842102,1.434042553191489,1.251968503937008,1.4869565217391307,1.75,1.75,2.231638418079096,1.9791666666666663,2.466666666666667,2.6666666666666665,2.364705882352941,2.364705882352941,3.0567375886524824,2.5974842767295594,2.1777777777777776,1.623853211009174
AAL.L,24.0,0.1480465860308067,0.2276049119940522,0.6177239173066893,0.3492938680528739,2.0,0.1050871485865344,0.6079284334842335,1.6443345016054278e-05,0.1132257207386741,0.2448138760049818,0.2018817951342959,0.0502338807427763,-0.4685611890908753,-0.1628285757498841,-0.0502338807427763,0.9978781874934938,-0.1050531914893615,0.0,0.0712250712250712,0.0679289940828402,-0.0562643798368542,0.1350943396226414,0.1796078431372547,0.2554257095158598,0.2913566113337149,0.3123909249563699,0.3368888888888888,0.351707609346914,0.351707609346914,0.2869366799771817,0.4099999999999999,0.4099999999999999,0.5357385976855003,0.2234273318872015,0.2752967778405877,0.2821824381926683,0.205128205128205,0.205128205128205,0.2935779816513759,0.4410731395720217,0.5070140280561122,0.6114285714285714,0.6114285714285714,0.5425641025641024,0.5425641025641024,0.8799999999999999,0.8799999999999999,1.0397830018083178,1.188166828322017,1.2139352306182531,0.9668700959023536,1.228148148148148,1.359832635983263,1.7766153846153845,1.7766153846153845,2.1117241379310343,2.13769123783032,2.7979797979797976,2.7979797979797976,2.665312753858651,2.722772277227723,2.5388235294117645,1.910967741935484,1.7766153846153845,1.3747368421052628
AB.L^G07,23.0,-0.0865520305231798,0.1055996115876355,1.8466219107935204,-1.259939607882443,2.0,0.1247272727272727,0.5280469816989893,1.0569113134980955e-05,-0.4084170471841705,0.0197721214655307,-0.1640172336948447,10.655232356074835,0.1108705928083127,1.04289029724181,0.0428902972418102,0.0027849634632959,-0.0832025117739403,0.0,0.067001675041876,0.0652173913043476,0.0159489633173843,0.0870307167235493,0.1059027777777779,0.1560798548094375,0.1020761245674739,0.1436265709156192,0.1666666666666667,0.2490196078431372,0.2490196078431372,0.2344961240310077,0.3161157024793388,0.3161157024793388,0.3524416135881105,0.2638888888888888,0.2920892494929006,0.1996233521657251,0.1354723707664884,0.1354723707664884,0.2041587901701322,0.1973684210526316,0.2613861386138614,0.2638888888888888,0.2638888888888888,0.1973684210526316,0.1539855072463769,0.1602914389799634,0.1602914389799634,0.2297297297297298,0.3298538622129436,0.2999999999999998,0.3938730853391683,0.4477272727272725,0.4314606741573032,0.3354297693920336,0.3354297693920336,0.2868686868686869,0.2765531062124249,0.1354723707664884,0.215648854961832,0.3215767634854771,0.3243243243243245,0.4576659038901602,0.474537037037037,0.4092920353982303,0.3161157024793388
ABAL.L^I93,22.0,-0.1385390428211586,0.048,2.1354331934139013,-0.4581585049767477,1.0,-0.3310580204778157,-0.0750744248985114,7.249957720666497e-11,-0.1485148514851486,0.052896725440806,0.4038461538461537,-0.4820768665179117,-0.8456659619450316,0.0543340380549683,-0.2093023255813953,1.6292036260281364,-0.0902777777777776,0.0,0.006993006993007,0.006993006993007,0.0434782608695651,0.0285714285714286,0.1428571428571428,0.1383399209486167,0.225531914893617,0.2467532467532467,0.2857142857142856,0.28,0.28,0.3271889400921659,0.4187192118226601,0.4187192118226601,0.476923076923077,0.4472361809045226,0.5,0.5824175824175823,0.4922279792746113,0.4922279792746113,0.5567567567567566,0.5999999999999999,0.5999999999999999,0.6363636363636362,0.6363636363636362,0.5483870967741935,0.5483870967741935,0.7668711656441718,0.7668711656441718,0.7668711656441718,0.6941176470588235,0.7349397590361446,0.9072847682119204,1.1654135338345863,1.25,1.1984732824427478,1.1984732824427478,1.4,1.4827586206896552,1.7692307692307692,1.851485148514852,1.8235294117647056,1.7169811320754715,1.5945945945945943,1.440677966101695,1.32258064516129,1.1654135338345863
ABF.L,34.0,0.1704646345072506,0.2077818951826363,1.365327287191685,0.0964041854221905,2.0,0.1539159358935591,0.4914644123261522,5.592128964379964e-06,0.03125,0.1472625036993193,0.1930053693223044,2.296997197558995,-0.2802573482610064,0.115615632872984,0.2242149236531259,0.6628531324183046,-0.0152284263959391,0.0,-0.0174563591022443,-0.0295566502463053,0.0423280423280423,0.0677506775067751,-0.4535367545076283,-0.440340909090909,-0.4264919941775837,-0.4542936288088642,-0.4466292134831461,-0.384375,-0.384375,-0.3910355486862442,-0.3299319727891157,-0.3299319727891157,-0.3333333333333333,-0.301418439716312,-0.2730627306273062,-0.2939068100358423,-0.2939068100358423,-0.2939068100358423,-0.3135888501742161,-0.2259332023575638,-0.2495238095238094,-0.2951699463327371,-0.2951699463327371,-0.2913669064748201,-0.3253424657534246,-0.2730627306273062,-0.2730627306273062,-0.2104208416833668,-0.1705263157894737,-0.2289628180039139,-0.1893004115226337,-0.1942740286298567,-0.1599147121535181,-0.1959183673469388,-0.1959183673469388,-0.2104208416833668,-0.1722689075630251,-0.2259332023575638,-0.1263858093126385,-0.1106094808126409,-0.0663507109004738,0.012853470437018,-0.022332506203474,-0.0729411764705882,-0.1146067415730337
ABP.L^H06,17.0,0.0665328901987834,0.1880783301054443,0.3514534898236325,-0.0618583130263994,2.0,-0.0002103491796381,0.3040509786071526,3.6610987650876715e-09,-0.0200517464424321,0.0570013168621057,0.1650877465444946,0.812579115191719,0.9895335608646189,0.0773929857847466,-0.0104664391353811,0.468375657052333,-0.0635451505016724,0.0,0.0346020761245675,-0.0033333333333332,0.0170068027210885,0.0346020761245675,0.0381944444444446,-0.0228758169934639,-0.0567823343848579,-0.0033333333333332,-0.0323624595469254,0.049122807017544,0.049122807017544,0.0528169014084507,0.1412213740458014,0.1412213740458014,0.0794223826714801,0.099264705882353,0.07168458781362,0.0872727272727273,0.0381944444444446,0.0381944444444446,0.1368821292775666,0.2105263157894736,0.2105263157894736,-0.4651162790697674,-0.4651162790697674,-0.4871355060034305,-0.5041459369817578,-0.4216634429400386,-0.4216634429400386,-0.3971774193548386,-0.3528138528138528,-0.351409978308026,-0.2914691943127961,-0.293144208037825,-0.2914691943127961,-0.2193211488250652,-0.2193211488250652,-0.2089947089947088,-0.2253886010362693,-0.1962365591397848,-0.0685358255451712,-0.0033333333333332,0.0381944444444446,0.1912350597609564,0.0640569395017793,-0.1101190476190475,-0.2897862232779097
ACH.L^H00,13.0,-0.0813009741450218,0.2210851025222282,2.51793912542696,-0.4512733092185036,1.0,-0.0166399358460303,0.1125641740783208,6.216104892821073e-10,-0.1462829736211031,-0.0168171322676867,-0.2266057407645772,-0.2289204867937379,-0.0870284846373813,0.0213342604209081,-0.1085187248776216,0.8190099288437411,0.0393700787401574,0.0,-0.0305343511450382,-0.0661764705882353,-0.1024734982332156,0.0,-0.0451127819548872,0.0283400809716598,0.0283400809716598,0.0119521912350597,0.1493212669683259,0.0495867768595041,0.0495867768595041,0.0409836065573769,0.0200803212851405,0.0200803212851405,-0.0451127819548872,-0.0415094339622641,-0.0116731517509727,-0.089605734767025,-0.1447811447811448,-0.1447811447811448,-0.1024734982332156,-0.0695970695970695,-0.1644736842105263,-0.2037617554858933,-0.2037617554858933,-0.2722063037249284,-0.2924791086350974,-0.1962025316455696,-0.1962025316455696,-0.1180555555555554,-0.072992700729927,-0.089605734767025,-0.0557620817843865,0.0762711864406779,0.1759259259259258,0.3729729729729729,0.3729729729729729,0.144144144144144,0.3655913978494622,0.4853801169590643,1.032,1.032,1.032,1.288288288288288,1.3518518518518516,1.2477876106194694,1.1709401709401712
ACN.L^F99,10.0,0.688135821599407,0.9290474725725416,-0.327853937527186,-0.9529377072099258,1.0,10.58888888888888,-0.1083208020050125,2.56705954170545e-12,-0.3089005235602094,-0.0955332479956881,-0.5248430764576874,-0.3600837102286589,-0.6228707526198793,-0.6657727558683904,-0.5428707526198794,0.4518999357698327,-0.0306513409961686,0.0,0.2311320754716979,0.1651785714285711,0.2985074626865671,0.0740740740740739,0.7635135135135134,0.7755102040816326,1.3944954128440363,1.485714285714285,1.7765957446808511,1.8369565217391304,1.8369565217391304,2.0,1.9659090909090908,1.9659090909090908,2.2625,1.6907216494845358,1.6907216494845358,1.8369565217391304,1.485714285714285,1.485714285714285,1.868131868131868,2.5753424657534247,2.144578313253012,2.8382352941176467,2.8382352941176467,2.3037974683544302,2.5753424657534247,1.9,1.9,1.71875,1.7765957446808511,1.61,1.485714285714285,1.806451612903225,1.6632653061224487,1.2307692307692308,1.2307692307692308,1.15702479338843,3.578947368421053,5.868421052631579,5.868421052631579,7.15625,5.525,6.6764705882352935,6.6764705882352935,7.419354838709678,9.038461538461538
ACOL.L^E98,9.0,0.174024789510589,0.3391953981590578,1.344654304939526,0.0221865140690492,2.0,-0.134911774141803,0.0118463730334349,3.708443580660649e-09,0.0071918927754167,0.2149206282258786,0.6701241250455078,0.0366000310837446,0.0890923692902849,0.0623118930295172,0.1126439411271257,0.4936980684933746,-0.0150375939849624,0.0,0.0310077519379845,0.0230769230769229,0.0152671755725191,-0.0148148148148148,0.0390625,0.0,0.0555555555555555,-0.0074626865671642,0.0,0.0075757575757575,0.0075757575757575,0.0390625,0.1875,0.1875,0.1176470588235294,0.0310077519379845,0.0075757575757575,-0.0220588235294117,-0.0567375886524821,-0.0567375886524821,-0.5181159420289854,-0.4864864864864864,-0.48046875,-0.4824902723735408,-0.4824902723735408,-0.5037313432835822,-0.4824902723735408,-0.4316239316239315,-0.4316239316239315,-0.4388185654008438,-0.4571428571428572,-0.4340425531914893,-0.4526748971193416,-0.4364406779661016,-0.3842592592592593,-0.4291845493562232,-0.4291845493562232,-0.4571428571428572,-0.4481327800829875,-0.4526748971193416,-0.3954545454545455,-0.3813953488372092,-0.3144329896907216,-0.1890243902439023,-0.1987951807228914,-0.3072916666666666,-0.3755868544600939
ADC.L^H00,11.0,0.1117039137409991,0.6559928699887003,2.491133669371222,0.418084247630139,2.0,0.3017020635637897,0.040306242638398,5.606351090207133e-10,0.1355245384961727,0.009936698628263,-0.148485384252711,1.4435902285594155,1.1562570063932276,0.1562570063932276,0.1562570063932276,0.6628022942749277,-0.7923076923076923,0.0,0.2935323383084576,0.3933547695605572,0.5606242496998799,0.5892420537897312,0.6290726817042607,0.6602809706257982,0.7333333333333334,0.7687074829931975,0.8005540166204987,0.9548872180451128,0.9548872180451128,1.050473186119874,1.050473186119874,1.050473186119874,1.047244094488189,1.047244094488189,1.0408163265306123,1.0186335403726705,1.0155038759689925,1.0155038759689925,1.1207177814029363,1.2927689594356262,1.3214285714285716,1.429906542056075,1.429906542056075,1.429906542056075,1.6639344262295084,1.7659574468085104,1.7659574468085104,1.8138528138528136,1.8571428571428568,1.7659574468085104,1.9411764705882355,1.9411764705882355,1.974828375286041,1.9411764705882355,1.9411764705882355,1.8634361233480177,2.132530120481928,2.3766233766233764,2.641456582633053,2.6619718309859155,2.6619718309859155,2.601108033240997,2.8123167155425217,2.513513513513513,2.571428571428571
