firms,age,agr,cashdebt,chatoia,chempia,convind,egr,grltnoa,herf,hire,invest,lgr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
ADN.L^H17,5.0,-0.0237767734328944,-0.0506468483347096,0.0187394164472551,0.4787632137112043,2.0,0.0719067572123487,-0.0431918067017946,5.53502828854531e-10,0.1551939924906132,-0.0139390842994694,-0.4480991029474583,0.4710666249609008,0.5289333750390992,-0.4710666249609008,-0.4710666249609008,1.3033629008225092,-0.134453781512605,0.0,0.0,-0.0245901639344262,0.017094017094017,0.1226415094339621,0.1018518518518516,0.1442307692307691,0.1899999999999999,0.1666666666666665,0.2395833333333332,0.3076923076923075,0.3076923076923075,0.2395833333333332,0.4337349397590362,0.4337349397590362,0.4337349397590362,0.5256410256410255,0.5256410256410255,0.4691358024691356,0.4512195121951219,0.4512195121951219,0.4691358024691356,0.4512195121951219,0.3522727272727273,0.3522727272727273,0.3522727272727273,0.3522727272727273,0.2395833333333332,0.9833333333333334,0.9833333333333334,0.8888888888888888,0.9833333333333334,1.2452830188679245,1.8333333333333333,1.975,2.131578947368421,2.305555555555556,2.305555555555556,2.131578947368421,2.305555555555556,3.1034482758620694,3.958333333333333,3.76,3.1034482758620694,2.8387096774193545,2.606060606060605,2.305555555555556,2.051282051282051
ADWL.L^I93,10.0,0.3206757645511344,0.0606502307892069,2.8840618936097853,1.1676987779015209,2.0,-0.7200095073172388,0.0930117221126014,1.2083750969539587e-09,0.3785166240409207,0.4175928970733311,0.6664507410344326,-0.2897844591365835,0.0725213193014576,0.2018815013045726,0.3053152362443316,1.3033629008225092,-0.0890410958904108,0.0,0.0735294117647058,0.2807017543859649,0.1774193548387097,0.2066115702479338,0.1679999999999999,0.0428571428571429,-0.0135135135135134,-0.0201342281879194,-0.0817610062893082,-0.1657142857142857,-0.1657142857142857,-0.0817610062893082,-0.0641025641025642,-0.0641025641025642,-0.0394736842105263,-0.0641025641025642,-0.070063694267516,-0.0580645161290322,-0.2065217391304348,-0.2065217391304348,-0.1704545454545455,-0.0875,-0.1657142857142857,-0.2275132275132274,-0.2275132275132274,-0.2192513368983958,-0.2736318407960199,-0.0580645161290322,-0.0580645161290322,-0.1751412429378531,-0.1797752808988764,-0.2588832487309644,-0.2021857923497267,-0.160919540229885,-0.1097560975609756,0.0068965517241379,0.0068965517241379,-0.0394736842105263,-0.0068027210884353,0.1679999999999999,0.2695652173913043,0.4038461538461537,0.2920353982300885,0.4313725490196078,0.3394495412844036,0.2807017543859649,0.1060606060606059
AEGI.L^I93,33.0,-0.0010366959889012,0.0272380016805562,0.4190891808637287,-0.0966022821134003,2.0,-0.1594164804836377,0.3060220564682194,2.842983195330268e-07,-0.0313142142410435,-0.0102602411842727,0.0091262009232224,20.343753590391024,0.3213782474680758,-0.440096545609426,0.0547115808014091,1.3033629008225092,-0.037037037037037,0.0,0.1739130434782609,0.1250000000000002,0.1739130434782609,0.4210526315789473,0.3846153846153846,0.5000000000000002,0.4594594594594596,0.6875,0.741935483870968,0.8620689655172415,0.8620689655172415,1.0,1.2500000000000004,1.2500000000000004,1.076923076923077,0.8000000000000003,1.076923076923077,1.076923076923077,0.6875,0.6875,1.076923076923077,1.0,0.9285714285714286,1.2500000000000004,1.2500000000000004,1.076923076923077,0.9285714285714286,2.0000000000000004,2.0000000000000004,1.5714285714285716,0.5000000000000002,0.4594594594594596,0.5000000000000002,0.5000000000000002,0.8620689655172415,1.8421052631578947,1.8421052631578947,2.857142857142857,1.7000000000000002,1.7000000000000002,1.7000000000000002,2.375,1.4545454545454546,1.0,0.1999999999999999,-0.3164556962025316,-0.5178571428571428
AEGL.L^A03,13.0,-0.0677664504170529,-0.3139974779319041,1.1033199040103698,0.0541216479563175,1.0,-0.2037814037814037,-0.1872529833851346,4.965245767740987e-12,0.0175438596491228,-0.8098980537534755,0.2745762711864407,-1.058273151567248,1.1655629139072847,0.2929801893692528,0.1655629139072846,1.3033629008225092,-0.1578947368421052,0.0,0.0,-0.0104166666666666,0.0326086956521738,0.0555555555555555,0.0555555555555555,0.0795454545454545,0.0326086956521738,-0.1037735849056604,-0.0776699029126214,-0.1121495327102805,-0.1121495327102805,-0.246031746031746,-0.1121495327102805,-0.1121495327102805,0.1309523809523809,0.1046511627906976,0.0919540229885056,0.0674157303370786,0.1176470588235294,0.1176470588235294,0.2337662337662336,0.1585365853658535,0.3571428571428572,0.4393939393939392,0.4393939393939392,0.6964285714285712,0.7272727272727271,0.532258064516129,0.532258064516129,0.4179104477611939,0.3970588235294117,0.3571428571428572,0.1874999999999997,0.2025316455696202,0.0919540229885056,0.0795454545454545,0.0795454545454545,0.0326086956521738,0.0674157303370786,0.1585365853658535,0.1728395061728393,0.3380281690140845,0.3380281690140845,0.3380281690140845,0.2666666666666666,0.1046511627906976,0.1046511627906976
AGA.L^I15,26.0,0.0510620915032679,0.0350877192982456,1.3863798654591972,-0.0196180218347224,2.0,-0.2485501242750621,-0.5238000398326931,1.3196123557769406e-09,-0.0063593004769475,0.0441176470588234,0.3424657534246575,-0.9161577393995984,-0.0437428717156761,-0.0420564005322156,0.0427316293929713,7.820177404935053,-0.1409214092140921,0.0,0.0278551532033426,0.1014925373134327,0.7697841726618706,0.1495327102803738,0.213815789473684,0.1047904191616766,0.0165289256198346,0.0027173913043476,0.0603448275862068,0.0482954545454545,0.0482954545454545,0.121580547112462,0.2058823529411764,0.2058823529411764,0.2299999999999999,0.1047904191616766,0.0695652173913041,0.1047904191616766,0.0542857142857142,0.0542857142857142,-0.0212201591511936,0.0949554896142432,0.0603448275862068,-0.0027027027027027,-0.0027027027027027,0.0,-0.0562659846547315,0.1284403669724769,0.1284403669724769,0.213815789473684,0.1941747572815535,0.1714285714285714,0.2019543973941369,0.2341137123745817,0.2259136212624586,0.2857142857142856,0.2857142857142856,0.3717472118959108,0.4192307692307691,0.4357976653696498,0.6327433628318586,0.6926605504587156,0.5905172413793105,0.8177339901477834,0.8826530612244898,0.7004608294930876,0.4192307692307691
AGDA.L^I14,11.0,0.1386390372024318,0.2554756917793706,0.891183367924375,-1.2597134393495328,2.0,0.1493373675087136,0.3203959003550403,2.701149632614953e-07,-0.4083437332857906,0.3855215690862861,0.13303467327987,9.056365379132233,0.0197539553949082,0.0392868434173497,0.2554848612358372,0.7591979774122083,-0.2062268803945746,0.0,0.037084398976982,0.0118527760449156,-0.0475631238990018,0.5403608736942069,0.5491881566380132,0.7927604310583034,0.5751395969895605,0.4379432624113475,0.5403608736942069,0.6322012578616352,0.6322012578616352,0.7073684210526314,0.4980374047564071,0.4980374047564071,0.3786655333616657,0.1054694155733515,0.1783508899382491,0.0529049010061668,0.0422489959839356,0.0422489959839356,0.1715420729505234,0.1483185840707963,0.2241509433962263,0.089321692411014,0.089321692411014,0.1043404255319149,0.0627354627354628,0.1344640671446055,0.1344640671446055,0.1483185840707963,0.435715866342111,0.2926877864116357,0.0926237790501851,0.3308717948717947,0.4046330374539943,1.1670006680026717,1.1670006680026717,1.4772814051164564,1.760851063829787,2.4956896551724137,2.40398740818468,2.471375066880684,2.843601895734597,2.529923830250272,1.8443665059184569,1.790537634408602,1.327116212338594
AHT.L,35.0,0.2230786256812667,0.3050898820624148,0.7241663891775608,0.5044322116797294,2.0,0.1917516189322491,0.8584649921454689,1.1445487007662026e-06,0.1635147534928815,0.0740964669980998,0.2384534895954423,140.1698703631809,0.1379608706659733,-0.0063936706165563,0.2122991936601572,0.4335411600313642,-0.0989583333333332,0.0,0.032258064516129,0.1779141104294479,0.0434782608695651,0.1098265895953756,0.1428571428571428,-0.5616438356164384,-0.5835140997830803,-0.5940803382663848,-0.6073619631901841,-0.5870967741935484,-0.5870967741935484,-0.5606407322654463,-0.5417661097852029,-0.5417661097852029,-0.5428571428571429,-0.5428571428571429,-0.5482352941176472,-0.5752212389380531,-0.5351089588377724,-0.5351089588377724,-0.4986945169712794,-0.4768392370572207,-0.5076923076923077,-0.506426735218509,-0.506426735218509,-0.5555555555555556,-0.5051546391752577,-0.3943217665615142,-0.3943217665615142,-0.4055727554179567,-0.3745928338762214,-0.3118279569892473,-0.1864406779661016,-0.1069767441860465,-0.0943396226415095,0.0909090909090908,0.0909090909090908,0.032258064516129,0.0786516853932584,0.2387096774193546,0.5483870967741935,0.6134453781512605,0.92,0.92,0.6000000000000001,0.2467532467532467,0.0971428571428572
AIB.L^I02,3.0,-0.2498999538755064,-0.0140317590671095,0.2739841129519263,-0.2561286885813879,2.0,-0.106795856496115,-0.0389163204197141,1.0817941344047028e-07,-0.0830256641152634,9.12430614402518e-05,-0.2572560279426801,1.2896118158125585,-1.2896118158125585,-1.2896118158125585,-1.2896118158125585,1.3033629008225092,0.0,0.0,0.0666666666666666,0.032258064516129,-0.044776119402985,0.0,-0.0153846153846154,0.0158730158730158,0.0491803278688525,0.0847457627118644,0.1428571428571428,0.2075471698113207,0.2075471698113207,0.2307692307692308,0.2549019607843137,0.2549019607843137,0.28,0.1851851851851851,0.1851851851851851,0.1034482758620691,0.032258064516129,0.032258064516129,0.1428571428571428,0.2549019607843137,0.2307692307692308,0.1228070175438598,0.1228070175438598,0.0158730158730158,-0.0588235294117647,0.0,0.0,0.0491803278688525,0.0666666666666666,0.0666666666666666,0.1034482758620691,0.2075471698113207,0.28,0.5609756097560976,0.5609756097560976,0.7297297297297298,0.641025641025641,0.7297297297297298,0.641025641025641,0.641025641025641,0.8285714285714287,0.8285714285714287,0.7297297297297298,0.5999999999999999,0.523809523809524
AIE.L^H15,27.0,0.1180584473130679,0.3072821819541479,0.8251963280606252,-0.5775757364501287,1.0,0.2681558721740302,0.4100246507806073,2.715280869353644e-10,-0.1872246696035242,-0.0073192607066209,-0.1014473701507841,0.152973833825955,0.4548819176514893,0.0194383405449602,0.084438177556402,0.3462546978252369,-0.1041666666666666,0.0,0.1428571428571428,0.0212765957446807,0.1999999999999999,0.1428571428571428,-0.0204081632653061,0.0909090909090908,0.0,-0.2615384615384616,-0.2941176470588236,-0.2727272727272728,-0.2727272727272728,-0.323943661971831,-0.6571428571428571,-0.6571428571428571,-0.6842105263157895,-0.7037037037037037,-0.694267515923567,-0.7257142857142858,-0.75,-0.75,-0.7333333333333334,-0.7018633540372672,-0.7225433526011561,-0.7176470588235294,-0.7176470588235294,-0.75,-0.7551020408163265,-0.6778523489932886,-0.6778523489932886,-0.6666666666666667,-0.6756756756756757,-0.6756756756756757,-0.6862745098039216,-0.6923076923076923,-0.6883116883116883,-0.6390977443609023,-0.6390977443609023,-0.6444444444444445,-0.6712328767123288,-0.5596330275229358,-0.4725274725274725,-0.4606741573033708,-0.3333333333333333,-0.1999999999999999,-0.3333333333333333,-0.3766233766233766,-0.4418604651162791
AIEA.L,6.0,0.014933204181297,0.2217796262667682,1.1032423093509351,0.0296628262837509,2.0,0.0021329758059601,-0.2716929733194452,6.612680757746996e-12,0.0096153846153846,-0.0019776405537394,0.0400334608030591,-0.9751669712664914,0.206480748387692,0.1027052923725761,0.1650173337535455,0.1388911817092712,0.0128205128205127,0.0,-0.0126582278481012,-0.1958762886597937,-0.1958762886597937,-0.1612903225806451,-0.1428571428571429,-0.1428571428571429,-0.1789473684210525,-0.1874999999999999,-0.2277227722772277,-0.2427184466019417,-0.2427184466019417,-0.1958762886597937,-0.1612903225806451,-0.1612903225806451,-0.2277227722772277,-0.2427184466019417,-0.2040816326530612,-0.2040816326530612,-0.2777777777777778,-0.2777777777777778,-0.2277227722772277,-0.2777777777777778,-0.35,-0.376,-0.376,-0.4468085106382978,-0.4428571428571428,-0.4,-0.4,-0.4306569343065693,-0.4222222222222223,-0.25,-0.212121212121212,-0.1333333333333333,-0.0714285714285714,-0.0930232558139534,-0.0930232558139534,-0.1428571428571429,-0.0602409638554216,0.0833333333333334,0.1641791044776119,0.1641791044776119,0.0684931506849315,0.1304347826086958,0.0985915492957747,-0.025,-0.1333333333333333
AIM.L^H04,16.0,-0.0879833578071463,-0.0126357003025449,2.0019169570975466,-0.527686067574096,1.0,-0.1267434241317981,-0.0850559999999999,4.781870773229055e-11,-0.1710526315789474,-0.0301945668135095,-0.0148383677795441,-0.229371822689266,-0.0273234092934605,-0.0361949914184652,-0.1159353266572987,1.3033629008225092,0.2125435540069686,0.0,0.0213523131672597,0.0250000000000001,-0.003472222222222,-0.0204778156996586,-0.103125,-0.0369127516778523,-0.1329305135951661,-0.1329305135951661,0.2587719298245616,0.3798076923076923,0.3798076923076923,0.4947916666666667,0.5513513513513513,0.5513513513513513,0.5856353591160222,0.7083333333333335,0.7185628742514971,0.9133333333333332,0.9657534246575344,0.9657534246575344,1.2598425196850394,0.7289156626506026,0.6982248520710059,0.6783625730994154,0.6783625730994154,0.6882352941176471,0.9261744966442952,1.0797101449275366,1.0797101449275366,0.5513513513513513,0.5769230769230769,0.649425287356322,0.6686046511627908,0.7393939393939395,1.0211267605633805,0.9391891891891893,0.9391891891891893,0.9793103448275864,0.9133333333333332,1.006993006993007,0.9793103448275864,1.2598425196850394,1.1578947368421053,0.9133333333333332,0.7393939393939395,0.6400000000000001,0.4494949494949496
ALO.L^C00,4.0,0.1082893861041421,0.1118153785913562,1.811270345465426,0.3377190832474216,2.0,0.0933473705319096,-0.023103512478649,1.6938454750010806e-10,0.1094736842105264,0.0838666734934207,0.1174763570410674,-0.039250322179265,0.0643113418086781,0.0289183309918457,0.039250322179265,0.5666434508349928,0.1696428571428569,0.0,0.0,-0.0175438596491226,-0.0088495575221236,-0.0931174089068825,0.1200000000000001,0.1200000000000001,0.1914893617021278,0.142857142857143,0.1666666666666667,0.2043010752688172,0.2043010752688172,0.2173913043478261,0.2173913043478261,0.2173913043478261,0.2307692307692308,0.2873563218390806,0.4000000000000001,0.3176470588235296,0.0980392156862746,0.0980392156862746,0.1666666666666667,0.2043010752688172,0.2043010752688172,0.2173913043478261,0.2173913043478261,0.1666666666666667,0.2444444444444444,0.4358974358974359,0.4358974358974359,0.1914893617021278,0.1313131313131315,0.0769230769230771,0.0666666666666666,0.0467289719626169,0.0090090090090089,0.1200000000000001,0.1200000000000001,-0.0088495575221236,-0.0588235294117646,0.3333333333333335,0.4358974358974359,0.2307692307692308,0.2043010752688172,0.0666666666666666,0.0,-0.1824817518248175,-0.1942446043165466
