firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,11.0,-0.0198263957388044,1.8980817235908926e-07,0.0054442601750506,0.1322821189995339,1.680782355125815,-0.0094500621977762,1.0,-0.3393808678000507,2.6610325681224338e-08,-0.0353175591531741,7.100900277306624e-07,5.096059630459127e-07,0.1879673691366417,4.0,2.833130746154158,-0.0337745249882488,-0.0124969432075174,0.0375735786542596,1.5112088971725106,0.4783445620789219,0.0711340206185568,-0.0805309734513274,-0.1319966583124477,0.0067829457364341,-0.0554545454545454,-0.1614205004035512,-0.203831417624521,-0.13488759367194,-0.0415129151291512,-0.0216572504708096,0.1293478260869567,0.209545983701979,0.3202033036848792,0.2081395348837209,0.1928817451205511,0.1293478260869567,0.2971285892634208,0.0902413431269675,-0.0280636108512627,-0.0198113207547169,-0.1483606557377048,9.494949494949497,8.034782608695654,10.293478260869565,-0.024413145539906,9.494949494949497,0.0410821643286574,0.0136585365853658,11.08139534883721,-0.0104761904761904,-0.0009615384615384,11.08139534883721,0.0067829457364341,0.0226377952755905,0.0338308457711442,0.0097181729834792,9.93684210526316,-0.0563124432334241,-0.0047892720306512,11.9875,12.32051282051282,11.82716049382716,0.0516194331983805,0.0156402737047898,12.32051282051282,11.518072289156628,11.223529411764709,11.9875
BACQ-L^J02,9.0,0.2935759458559859,5.7713615238267454e-06,0.1655397305051007,0.2118723360016633,1.4394546311859122,-0.0160032626984228,1.0,0.0154996353026987,3.036467815552589e-07,0.0950077399380786,1.899257580353511e-07,6.311293172940364e-06,0.725701331822046,4.0,0.0996535754050868,-0.5821567311866757,0.1546079746956772,-0.2703920253043227,0.8717755622990664,-0.0555555555555555,0.0188679245283018,-0.3932584269662921,-0.3932584269662921,-0.6493506493506493,-0.686046511627907,-0.7652173913043478,-0.7740585774058577,-0.7452830188679245,-0.7768595041322314,-0.8071428571428572,-0.7428571428571429,-0.755656108597285,-0.6785714285714286,-0.6949152542372881,-0.8125,-0.788235294117647,-0.7731092436974789,-0.8301886792452831,-0.850828729281768,-0.8698795180722891,-0.8836206896551724,-0.8870292887029289,-0.8836206896551724,-0.891566265060241,-0.8767123287671232,-0.6029411764705883,-0.6351351351351351,-0.578125,-0.5909090909090908,-0.564516129032258,-0.5748031496062992,-0.5423728813559321,-0.5909090909090908,-0.6470588235294117,-0.6423841059602649,-0.6582278481012658,-0.6351351351351351,-0.6560509554140127,-0.6423841059602649,-0.6351351351351351,-0.6275862068965516,-0.6470588235294117,-0.6399999999999999,-0.6516129032258065,-0.6399999999999999,-0.6493506493506493,-0.625,-0.5970149253731343
BALZ-L^I10,12.0,0.3156111683077707,2.052020854736854e-07,0.0058858031658836,0.3818520944272005,1.2310684694600462,-0.0052084193462312,1.0,0.0960329392469078,3.1381816292025736e-08,0.0690320839967619,1.8813354596282846e-09,2.7302595996722466e-07,0.5488196548783365,5.0,0.322871080415087,-0.0820971884664465,0.035242139855733,0.2342481040704447,0.4482256890998247,-0.1753246753246753,0.375,0.5714285714285714,0.5714285714285714,0.9012345679012346,0.925,0.8117647058823529,0.9743589743589742,0.9493670886075948,1.0810810810810811,1.3333333333333337,1.2647058823529411,1.6551724137931036,1.610169491525424,1.5666666666666669,2.08,2.347826086956521,2.666666666666667,2.347826086956521,2.208333333333333,2.208333333333333,2.019607843137255,2.666666666666667,2.581395348837209,2.9487179487179485,2.666666666666667,2.9487179487179485,2.85,2.85,3.2777777777777777,3.2777777777777777,3.2777777777777777,4.133333333333334,4.133333333333334,3.8125,3.5294117647058822,2.75609756097561,1.3333333333333337,3.052631578947368,3.2777777777777777,3.666666666666667,3.5294117647058822,3.2777777777777777,3.8125,4.310344827586207,4.310344827586207,4.5,3.967741935483871,4.703703703703703
BAOH-L,18.0,2.1981046779079376,1.6154408396069076e-06,0.0463356246409853,0.8603948264431488,0.661128266987677,-0.1914688822169667,1.0,2.117893155538177,6.942363605242721e-08,1.0224895497772488,2.974972446583757e-08,1.345712998769046e-07,2.7362448299096886,2.0,1.0766143543155686,-4.003646893398351,1.5710382560295897,1.5710382560295897,0.3544015195282807,-0.2123287671232877,0.1633466135458168,-0.0168350168350168,0.028169014084507,0.0465949820788529,0.020979020979021,0.3272727272727271,0.5208333333333333,0.3094170403587444,0.1774193548387097,0.1587301587301586,0.1918367346938774,0.2695652173913043,0.0656934306569341,0.2425531914893617,-0.0730158730158729,-0.1774647887323943,-0.0759493670886076,0.3518518518518516,0.020979020979021,-0.0846394984326018,-0.2454780361757106,-0.2772277227722772,-0.2375979112271541,-0.2626262626262626,-0.2790123456790123,-0.2736318407960199,-0.2718204488778054,-0.3271889400921659,-0.3408577878103837,-0.3496659242761692,-0.3225058004640371,-0.2895377128953772,-0.4352030947775629,-0.4362934362934363,-0.4738738738738739,-0.5804597701149425,-0.48861646234676,-0.5228758169934641,-0.5680473372781065,-0.635,-0.635,-0.635,-0.6540284360189573,-0.6540284360189573,-0.694560669456067,-0.7250470809792844,-0.7151219512195122,-0.7023445463812437
BBIO-L^E18,11.0,0.2963105303612606,2.392847612365756e-07,0.0068633951842295,0.2832353764343688,1.437536803119889,-0.0433773244719359,1.0,0.3339901477832512,6.326731500937522e-08,0.1275313807531368,1.1266934480940995e-06,3.527417898288071e-07,0.2656943563728599,4.0,5.843829948002582,0.022063288365833,0.2476446837146702,0.2476446837146702,0.536083396130969,-0.0319803198031981,0.0613577023498694,-0.1661538461538461,-0.179616548940464,-0.1754563894523325,-0.1652977412731006,-0.179616548940464,-0.2472222222222222,-0.2649186256781193,-0.1942517343904855,-0.234463276836158,-0.1360255047821466,-0.0309892729439809,0.0613577023498694,0.018796992481203,0.2565687789799074,0.1291666666666666,0.4017241379310345,0.2134328358208956,0.0796812749003985,0.0037037037037037,-0.1105032822757111,-0.5322209436133486,-0.4902821316614419,-0.4465622872702518,-0.3390243902439024,-0.3480352846832397,-0.3702556158017041,-0.3914670658682634,-0.415528396836808,-0.3269867549668873,-0.2271863117870721,-0.202941176470588,-0.2359022556390977,-0.1477987421383646,-0.1787878787878787,-0.1405919661733615,-0.179616548940464,-0.1878121878121876,-0.2655826558265582,-0.2918118466898954,-0.2924281984334202,-0.2271863117870721,-0.1918489065606361,-0.1771255060728744,-0.17293997965412,-0.170408163265306,-0.1592554291623577,-0.0390070921985815
BBOU-L,11.0,-0.0565665932537382,2.3303938110852885e-07,0.0066842591971612,0.1162565720294426,0.2382999344449773,-0.0045258700326799,1.0,-0.1100795755968169,5.45263529568391e-08,0.0250506978408684,1.140045562097604e-05,6.763698877926378e-07,-0.0334987593052109,3.0,17.841789011137166,-0.1940856879743525,-0.2092914124824026,-0.2092914124824026,0.6449148189108604,0.0564853556485354,0.0622222222222221,-0.0401606425702811,-0.1539823008849558,-0.2112211221122111,-0.2086092715231787,-0.2472440944881888,-0.2351999999999999,-0.3011695906432747,-0.2886904761904761,-0.3342618384401113,-0.2928994082840236,-0.3072463768115941,-0.3200568990042673,-0.3011695906432747,-0.2460567823343847,-0.2918518518518518,-0.1131725417439701,-0.2472440944881888,-0.3286516853932584,-0.06640625,-0.06640625,-0.0382293762575451,-0.0736434108527132,-0.0754352030947774,-0.0627450980392155,-0.1464285714285713,-0.1245421245421245,-0.1277372262773722,-0.1870748299319727,-0.1277372262773722,-0.1758620689655171,-0.2020033388981635,-0.1599297012302285,-0.0478087649402388,-0.0439999999999999,0.0459518599562362,0.1013824884792626,0.0436681222707424,0.0765765765765764,0.0888382687927109,0.0346320346320345,0.0,0.0323974082073434,0.0105708245243127,0.0323974082073434,-0.0103519668737059,0.0279569892473117,0.0413943355119825
BBTK-L^C11,11.0,0.1364296081277213,0.0007033088321208,20.17297894967889,0.1818181818181818,0.2549142479700372,0.50273281050072,1.0,0.8411764705882353,8.313874373313632e-05,0.1253396739130146,2.891340288845495e-08,0.0009347491187293,-0.108730583824317,3.0,0.0018384516155221,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.5317576211087184,1.0,0.0,-0.2727272727272727,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-0.5555555555555556,-0.5294117647058824,-0.4482758620689654,-0.4482758620689654,-0.4285714285714286,-0.4482758620689654,-0.3846153846153846,-0.2727272727272727,-0.2727272727272727,-0.3043478260869565,-0.3043478260869565,-0.3846153846153846,-0.4285714285714286,-0.4838709677419355,-0.5294117647058824,-0.5897435897435898,-0.5897435897435898,-0.5897435897435898,-0.5789473684210527,-0.5897435897435898,-0.9407407407407408,-0.6000000000000001,-0.6000000000000001,-0.6521739130434783,-0.6190476190476191,-0.6097560975609756,-0.6190476190476191,-0.6190476190476191,-0.6190476190476191,-0.6190476190476191,-0.6190476190476191,-0.6190476190476191,-0.6363636363636364,-0.6363636363636364,-0.6363636363636364,-0.6799999999999999,-0.627906976744186,-0.6097560975609756,-0.6097560975609756,-0.6097560975609756,-0.6097560975609756,-0.6097560975609756,-0.5897435897435898
BBTU-L^C18,11.0,0.422913458577148,5.721489296541704e-07,0.0164109247415387,0.099917195694176,0.855772452791978,-0.0106994234533439,1.0,0.6470749043193001,2.279099470821592e-08,0.3101484645107941,1.514753700465521e-06,5.236943252797239e-07,0.2396875351241991,4.0,4.350126635129088,-0.4268774703557312,-0.1663811421713809,-0.0814229249011858,0.9650545657358296,0.0807692307692307,0.5294117647058825,0.3131313131313131,0.25,0.3471502590673576,0.2380952380952381,0.0743801652892561,0.0526315789473683,0.0317460317460318,-0.0476190476190475,-0.1419141914191418,-0.078014184397163,-0.087719298245614,0.1818181818181816,0.0743801652892561,0.1111111111111111,0.1504424778761064,0.25,0.1016949152542374,-0.0510948905109489,-0.1823899371069182,-0.2215568862275448,-0.2352941176470587,-0.2307692307692307,-0.1558441558441557,-0.1034482758620689,-0.0151515151515151,-0.0545454545454545,-0.0225563909774436,-0.0579710144927535,-0.0114068441064637,0.0743801652892561,0.0483870967741935,0.0878661087866108,0.1158798283261801,0.1711711711711712,0.1353711790393013,0.1158798283261801,0.1255411255411256,0.2745098039215685,0.3131313131313131,0.2380952380952381,0.25,0.368421052631579,0.4364640883977901,0.3541666666666667,0.3471502590673576,0.3756613756613758,0.3978494623655912
BBXK-L,12.0,0.0270225251774594,6.537131434282859e-07,0.0187504278052932,0.1734015430504407,1.1074799871245022,-0.0062969805629342,1.0,0.0043817440979546,3.4476095285690486e-08,-0.0575091181471498,5.503984816126903e-06,4.122871897384641e-07,0.0640778702620897,4.0,7.749475388895061,0.0748325707657894,0.99653453307393,-0.00346546692607,0.8443269137584745,0.0038461538461538,-0.0812720848056537,-0.1186440677966101,0.056910569105691,-0.0812720848056537,-0.1746031746031745,-0.3564356435643564,-0.319371727748691,-0.2896174863387978,-0.3333333333333332,-0.3867924528301887,-0.3596059113300491,-0.3673965936739659,-0.2777777777777778,-0.3689320388349514,-0.3734939759036144,-0.420935412026726,-0.420935412026726,-0.5194085027726433,-0.4951456310679611,-0.5281306715063521,-0.5264116575591986,-0.5486111111111112,-0.5593220338983051,-0.5470383275261324,-0.5478260869565217,-0.5659432387312187,-0.5873015873015872,-0.5737704918032787,-0.6,-0.5666666666666667,-0.5622895622895623,-0.4881889763779528,-0.4831013916500994,-0.4726166328600405,-0.4628099173553719,-0.476861167002012,-0.4693877551020408,-0.4704684317718941,-0.4810379241516965,-0.4911937377690802,-0.4881889763779528,-0.4715447154471545,-0.4639175257731958,-0.4537815126050419,-0.4372294372294372,-0.4063926940639268,-0.3853427895981087,-0.3925233644859813
BCPS-L^C06,11.0,-0.0135038648992642,1.1024151665533509e-05,0.3162052989100806,0.1842079922965816,1.0988358473789084,0.00897541563192,1.0,0.1642317908569831,1.3304040615846029e-06,-0.0167992373927488,3.0859007169765413e-06,9.318785464203791e-06,-0.1755094869992971,4.0,0.3120588027978044,0.1740432024629126,0.0295534794959779,0.0380432024629126,0.3760872832193371,69.59375,-0.1688311688311689,-0.2727272727272727,-0.189873417721519,-0.1741935483870967,-0.2,-0.264367816091954,-0.2601156069364161,-0.2470588235294117,-0.2242424242424241,-0.8584070796460177,-0.8571428571428572,-0.0588235294117647,0.0158730158730158,-0.819718309859155,-0.037593984962406,0.0756302521008405,0.0847457627118644,0.0,-0.238095238095238,-0.1633986928104575,-0.1847133757961784,-0.2098765432098766,-0.1847133757961784,-0.0857142857142856,-0.8171428571428572,-0.9829333333333332,0.0578512396694215,0.1228070175438598,0.0666666666666666,-0.8045801526717558,0.1428571428571428,0.1636363636363635,0.0847457627118644,0.1034482758620691,0.1228070175438598,0.0406504065040651,0.2549019607843137,-0.7830508474576271,-0.7830508474576271,0.032258064516129,0.0666666666666666,0.2673267326732673,0.292929292929293,-0.189873417721519,0.2307692307692308,-0.2601156069364161,0.2075471698113207,0.2307692307692308
