firms,absacc,acc,age,bm,bm_ia,convind,currat,ep,herf,mve_ia,pctacc,ps,quick,roic,salerec,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0642555011643933,0.0642555011643933,1.0,5.495703982214683e-07,0.3338775186836039,1.0,1.340713727533212,8.957838032113025e-08,1.1442442936640351e-06,2.4376783091465124,0.7078534031413619,4.0,0.878353737952592,0.0961640916355887,5.5967213114754095,1.0893989969816122,-0.0133779264214046,-0.0641627543035993,-0.137085137085137,-0.130813953488372,-0.1192930780559645,-0.0401284109149278,-0.0925644916540211,-0.0567823343848579,-0.0292207792207791,0.0118443316412859,0.0584070796460176,0.1053604436229205,0.1135940409683426,0.0912408759124088,0.2458333333333335,0.2080808080808081,0.0952380952380953,0.1325757575757575,0.1702544031311155,0.099264705882353,0.1074074074074074,0.1074074074074074,0.067857142857143,0.16796875,0.2056451612903227,0.2484342379958246,0.3778801843317974,0.5613577023498695,0.5572916666666667,0.0310344827586208,0.0204778156996587,0.0135593220338983,0.0621669626998224,0.1912350597609564,0.3028322440087148,0.3171806167400881,0.2805139186295504,0.4549878345498783,0.5452196382428942,0.6892655367231639,0.7183908045977012,0.6797752808988764,0.465686274509804,0.5820105820105823,0.4375,0.6988636363636365,0.6338797814207651,0.7333333333333334,0.8864353312302842
BACQ-L^J02,0.3001100648159471,0.3001100648159471,12.0,8.28298237919794e-07,0.5032115290445771,1.0,1.0128679427376548,1.680393633508513e-07,1.603220675394144e-06,2.0369811019583586,1.6392785571142283,5.0,0.5583078655299983,0.1044618730639952,23.22477650063857,0.8803003696384482,-0.096045197740113,-0.078125,-0.1407766990291262,-0.096938775510204,-0.096938775510204,-0.2468085106382979,-0.3370786516853932,-0.3192307692307692,-0.2270742358078602,-0.1571428571428571,-0.1650943396226415,-0.1650943396226415,-0.1323529411764705,-0.1237623762376237,0.0473372781065088,0.0350877192982457,-0.1490384615384615,-0.0684210526315789,-0.106060606060606,-0.2168141592920353,-0.2337662337662337,-0.2531645569620253,-0.2775510204081632,-0.2594142259414226,-0.271604938271605,-0.268595041322314,-0.2062780269058296,-0.2236842105263157,-0.2745901639344262,-0.3896551724137931,-0.402027027027027,-0.439873417721519,-0.4503105590062112,-0.4503105590062112,-0.4416403785488959,-0.3979591836734694,-0.3633093525179856,-0.3370786516853932,-0.3789473684210527,-0.32183908045977,-0.3979591836734694,-0.381118881118881,-0.439873417721519,-0.3633093525179856,-0.4060402684563758,-0.3854166666666666,-0.4363057324840764,-0.4824561403508771,-0.3192307692307692
BALZ-L^I10,0.0803609798023206,-0.0803609798023206,2.0,6.793056016540437e-07,0.4126948420841363,1.0,1.3601496725912068,1.9869192118577812e-08,4.328404904469128e-08,0.2071421707021701,-10.388888888888898,4.0,0.902712815715622,0.1074914993967313,3.6439024390243904,6.422074334058269,0.0555555555555555,-0.027027027027027,0.0588235294117645,0.0285714285714286,0.0909090909090908,-0.027027027027027,0.0285714285714286,-0.0526315789473684,-0.1,-0.1,-0.2340425531914893,-0.3571428571428572,-0.3898305084745762,-0.4375,-0.3684210526315788,-0.3793103448275862,-0.4,-0.3207547169811321,-0.3333333333333333,-0.4098360655737705,-0.3898305084745762,-0.25,-0.2941176470588236,-0.25,-0.3076923076923077,-0.4,-0.3684210526315788,-0.2941176470588236,-0.4,-0.625,-0.6043956043956045,-0.64,-0.625,-0.6288659793814433,-0.5662650602409638,-0.4626865671641791,-0.4857142857142856,-0.3571428571428572,-0.3207547169811321,-0.3076923076923077,-0.2653061224489795,-0.2653061224489795,-0.3076923076923077,-0.2173913043478261,-0.2340425531914893,-0.25,-0.3454545454545455,-0.2,-0.1627906976744186
BAMD-L^J98,0.025770612210967,0.025770612210967,1.0,2.550576910520626e-07,0.1549538135336659,1.0,1.1318914622663463,7.879076844317629e-08,1.7897162621285905e-08,1.1559048894717705,0.1323090055484427,5.0,1.1294461768696766,0.158713508164275,0.7532086714492924,1.2044110184382837,0.0379746835443037,0.036065573770492,0.0604026845637584,0.0226537216828479,-0.0395136778115501,0.0394736842105263,-0.0424242424242423,0.0568561872909698,0.1490909090909091,0.2295719844357977,-0.6421291053227633,-0.6429378531073446,-0.575268817204301,-0.5318518518518518,-0.4952076677316294,-0.471571906354515,-0.4768211920529801,-0.4377224199288256,-0.3779527559055118,-0.424408014571949,-0.4037735849056603,-0.4357142857142856,-0.4397163120567375,-0.4026465028355387,-0.4326750448833034,-0.3375262054507336,-0.2367149758454105,-0.0840579710144927,-0.2529550827423168,-0.558041958041958,-0.5204855842185129,-0.5031446540880503,-0.4542314335060449,-0.4137291280148422,-0.2882882882882883,-0.2254901960784313,-0.1550802139037433,-0.1436314363143631,-0.003154574132492,0.0326797385620916,0.0972222222222223,0.2897959183673468,0.1703703703703702,0.1924528301886794,0.0095846645367412,0.0095846645367412,-0.0919540229885057,-0.0306748466257668,-0.0424242424242423
BAOH-L,0.2113482307327987,-0.2113482307327987,26.0,2.9172636381285185e-07,0.1772309331063611,1.0,1.2205242932259486,9.611843747399953e-08,9.347020465559581e-08,3.2978113487075444,-0.4408362710155183,4.0,1.1345258608379425,0.5964251803522498,72.85619234087741,1.9755892664069608,-0.0635761589403972,-0.2264344262295081,-0.1371428571428571,-0.1666666666666667,-0.0169270833333333,0.0342465753424656,0.1669242658423493,0.1615384615384614,0.1615384615384614,0.3245614035087718,0.31993006993007,0.2905982905982907,0.3702359346642467,0.5567010309278351,0.6236559139784945,0.5283400809716599,0.5567010309278351,0.4688715953307394,0.4408396946564885,0.3955637707948243,0.26890756302521,0.26890756302521,0.3386524822695036,0.1615384615384614,0.2336601307189543,0.2583333333333333,0.1185185185185184,0.1185185185185184,-0.396,-0.5353846153846153,-0.5655926352128884,-0.5856201975850713,-0.4835841313269493,-0.4456681350954479,-0.5206349206349207,-0.4881355932203389,-0.3434782608695652,-0.3434782608695652,-0.245,-0.3288888888888889,-0.2052631578947368,-0.3136363636363636,-0.1881720430107527,0.0413793103448276,-0.0848484848484848,-0.1611111111111111,-0.2634146341463415,-0.3288888888888889,-0.4509090909090909
BBEK-L^L95,0.4834871794871794,0.4834871794871794,1.0,1.622389708392651e-07,0.0985641606478349,1.0,1.3932632482299934,5.765480965874585e-08,4.65036341742501e-07,5.2230773713032494,1.789673500379651,5.0,1.0223128084102124,0.1805998723675813,3.923878205128205,0.5009825641357528,0.046875,-0.0303030303030301,-0.0643274853801169,-0.0857142857142856,-0.021406727828746,0.0094637223974765,-0.1208791208791209,-0.069767441860465,0.0561056105610562,0.0702341137123745,0.0457516339869281,0.0774410774410774,0.1228070175438595,0.1940298507462685,0.3852813852813852,0.3793103448275863,0.25,0.2903225806451615,0.3973799126637556,0.2549019607843139,0.2167300380228138,0.2307692307692308,0.2167300380228138,0.3389121338912133,0.2955465587044534,0.2030075187969924,0.2955465587044534,0.4414414414414414,0.167883211678832,-0.1011235955056178,-0.1208791208791209,-0.0643274853801169,-0.1135734072022159,-0.1011235955056178,-0.510703363914373,-0.4788273615635179,-0.5054095826893353,-0.4736842105263158,-0.4007490636704119,-0.4128440366972477,-0.4482758620689655,-0.4285714285714285,-0.492063492063492,-0.4621848739495798,-0.4863563402889246,-0.4336283185840708,-0.4444444444444444,-0.4434782608695652,-0.3846153846153846
BBIO-L^E18,0.063743096007002,0.063743096007002,1.0,6.576293308020883e-07,0.3995259750021649,1.0,1.2499245852187029,1.2656225280809998e-07,2.1680246950011763e-06,2.312501376729111,0.8249999999999997,3.0,0.6722473604826547,0.0729307588242528,5.66336368505624,0.9753525394850996,0.0261780104712041,-0.1095571095571096,-0.1337868480725624,-0.0473815461346632,-0.0052083333333333,-0.1157407407407408,-0.1622807017543859,-0.1218390804597701,-0.0329113924050633,-0.0205128205128205,-0.0077922077922079,0.0465753424657533,0.0730337078651683,0.0821529745042493,0.2861952861952861,0.2362459546925566,0.1506024096385543,0.2483660130718954,0.2483660130718954,0.1402985074626865,0.220447284345048,0.2050473186119874,0.2362459546925566,0.3082191780821917,0.1826625386996903,0.21656050955414,0.3691756272401432,0.5158730158730158,0.4148148148148147,-0.0728155339805826,-0.0255102040816326,-0.0591133004926107,0.0494505494505492,0.1402985074626865,0.1575757575757574,0.2362459546925566,0.0945558739255012,0.1790123456790122,0.3992673992673992,0.3941605839416056,0.5341365461847387,0.5039370078740157,0.3546099290780142,0.1137026239067053,0.0380434782608694,0.1335311572700295,0.1235294117647058,0.0352303523035231,0.1235294117647058
BBNH-L^L97,0.0535281067967462,0.0535281067967462,1.0,4.852965060788171e-07,0.2948295501354906,1.0,1.09596713965646,8.810958723661154e-08,4.191271341935213e-05,13.183076508777212,0.8122047244094487,2.0,0.6221060492905153,0.0791536891848351,8.346499102333931,0.7561788313391445,0.0428571428571429,-0.0789473684210526,-0.1082802547770701,-0.0175438596491228,0.0873786407766989,-0.0311418685121108,-0.1153238546603476,-0.0588235294117648,0.0126582278481011,0.0447761194029849,-0.0243902439024391,0.0218978102189779,0.0852713178294573,0.095890410958904,0.3023255813953487,0.2472160356347437,0.2444444444444444,0.1522633744855965,0.1475409836065573,0.1336032388663965,0.1001964636542238,0.1001964636542238,0.1451942740286298,0.1940298507462685,0.1940298507462685,0.2334801762114535,0.2472160356347437,0.4854111405835541,0.3895781637717119,-0.0158172231985941,0.0486891385767789,0.0053859964093356,0.0467289719626167,-0.0175438596491228,0.1313131313131312,0.2121212121212119,0.1001964636542238,0.1336032388663965,0.2253829321663019,0.1940298507462685,0.2698412698412697,0.3397129186602872,0.3725490196078429,0.4545454545454543,0.3559322033898304,0.4545454545454543,0.3895781637717119,0.3493975903614457,0.3658536585365854
BBOU-L,0.0702426564495529,0.0702426564495529,1.0,5.192467695651435e-07,0.3154551692884737,1.0,1.3085834649815693,7.75983563411611e-08,2.191256485781625e-06,13.466040141958109,0.8424507658643327,4.0,0.5629278567667193,0.087149449769258,2.515976331360947,0.8522409367062008,0.0244648318042812,-0.0165413533834587,-0.0466472303206997,0.0061538461538461,0.0954773869346734,0.1534391534391535,0.101010101010101,0.2088724584103511,0.2976190476190476,0.3401639344262295,0.4064516129032256,0.4931506849315068,0.6473551637279595,0.6812339331619537,0.9580838323353292,0.9939024390243903,0.923529411764706,1.0373831775700937,1.151315789473684,1.0,0.9758308157099698,1.0185185185185186,1.0761904761904764,1.2169491525423726,1.165562913907285,1.2708333333333337,1.2708333333333337,1.6585365853658538,1.5546875,0.744,0.847457627118644,0.7868852459016393,0.8217270194986073,0.8319327731092439,0.9698795180722892,1.0961538461538465,0.9878419452887536,1.23972602739726,1.2629757785467128,1.2629757785467128,0.9292035398230089,1.0566037735849054,0.8685714285714285,1.1233766233766231,0.9698795180722892,1.1800000000000002,1.1096774193548389,1.0123076923076924,1.2947368421052632
BBQS-L^G99,0.4327313769751692,0.4327313769751692,1.0,4.302992257794518e-07,0.261417351188598,1.0,1.4487778816615466,1.2487968194182882e-07,6.594708767356688e-06,2.731827459902612,2.56970509383378,5.0,0.7745425404033659,0.1293710691823899,8.89365806607186,0.4660606224283574,-0.1346153846153847,-0.0334572490706319,-0.0972222222222222,-0.0262172284644194,-0.0613718411552346,-0.1275167785234898,-0.1612903225806451,-0.078014184397163,-0.040590405904059,-0.040590405904059,-0.0334572490706319,-0.040590405904059,-0.0579710144927535,-0.0545454545454545,0.0878661087866108,0.015625,-0.0225563909774436,-0.0114068441064637,0.0038610038610038,-0.068100358422939,-0.1034482758620689,-0.0510948905109489,-0.0647482014388488,-0.0441176470588235,-0.0940766550522648,-0.1245791245791245,-0.0812720848056537,0.1403508771929826,0.019607843137255,-0.2485549132947976,-0.1950464396284829,-0.1975308641975308,-0.1362126245847175,-0.1034482758620689,-0.0076335877862595,0.0276679841897233,-0.1156462585034012,0.1304347826086958,0.2037037037037037,0.1872146118721462,0.2322274881516588,-0.1275167785234898,-0.1530944625407165,-0.0812720848056537,-0.1275167785234898,-0.037037037037037,-0.1612903225806451,0.0,0.1981566820276499
