firms,age,agr,cashdebt,chatoia,chempia,egr,grltnoa,herf,hire,invest,lgr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
AIEA.L,6.0,0.014933204181297,0.2217796262667682,1.1032423093509351,0.0296628262837509,0.0021329758059601,-0.4283310632160879,6.612680757746996e-12,0.0096153846153846,-0.0019776405537394,0.0400334608030591,-0.9694611242185248,0.206480748387692,0.1027052923725761,0.1650173337535455,0.1388911817092712,-0.084507042253521,0.0142857142857142,0.1451612903225805,0.0923076923076922,-0.0657894736842106,-0.1234567901234569,-0.1839080459770115,-0.2282608695652175,-0.2680412371134021,-0.297029702970297,-0.297029702970297,-0.297029702970297,-0.3106796116504855,-0.3173076923076924,-0.3364485981308411,-0.3364485981308411,-0.3486238532110093,-0.3425925925925926,-0.3364485981308411,-0.3603603603603604,-0.3983050847457627,-0.3364485981308411,-0.3545454545454546,-0.3660714285714287,-0.3603603603603604,-0.3173076923076924,-0.3106796116504855,-0.297029702970297,-0.3879310344827585,-0.4227642276422764,-0.3603603603603604,-0.202247191011236,-0.3826086956521739,-0.5419354838709678,-0.5234899328859061,-0.5895953757225434,-0.5477707006369428,-0.4817518248175183,-0.4892086330935251,-0.4496124031007752,-0.4964539007092199,-0.4661654135338346,-0.4817518248175183,-0.4779411764705883,-0.5,-0.5,-0.5328947368421053,-0.5136986301369864,-0.5448717948717949
ALV.L^I04,6.0,-0.0211296402009724,0.1397666859835219,2.621906302027589,1.508881653086989,0.3768569801749573,-0.1383733752882167,2.3555517780883714e-09,0.4891131173659053,0.0901339681537171,-0.0951535338215954,0.7837615994607956,0.1958706673433857,0.2440480949925457,0.5455089183657196,-0.006644920912081,0.03125,0.0158730158730158,-0.0588235294117647,-0.1351351351351351,-0.2195121951219512,-0.2,-0.1688311688311689,-0.1351351351351351,-0.4960629921259842,-0.5974842767295598,-0.5524475524475524,-0.5038759689922481,-0.5,-0.5428571428571428,-0.6464088397790055,-0.6404494382022472,-0.6783919597989949,-0.6595744680851063,-0.6342857142857143,-0.6666666666666666,-0.6683937823834196,-0.6666666666666666,-0.6000000000000001,-0.673469387755102,-0.6631578947368421,-0.6363636363636364,-0.6483516483516484,-0.6502732240437159,-0.6893203883495146,-0.6799999999999999,-0.6893203883495146,-0.654054054054054,-0.6483516483516484,-0.782312925170068,-0.7584905660377359,-0.7845117845117845,-0.7664233576642336,-0.7241379310344827,-0.751937984496124,-0.7180616740088106,-0.7205240174672489,-0.6577540106951871,-0.5949367088607596,-0.5555555555555556,-0.564625850340136,-0.5733333333333333,-0.564625850340136,-0.5870967741935484,-0.5151515151515151
AMFW.L^J17,30.0,-0.101837362586744,-0.1019271389730208,0.9552397632118064,-0.1867491349554385,0.0263669012579131,0.5241167286977356,3.937330331124864e-07,-0.0605358620250747,-0.0109055635246774,-0.1965869936259387,1.493418132937714,0.3871101725430007,-0.3612254877978841,0.171671707532483,1.3033629008225092,-0.4592074592074592,0.0671641791044777,0.1,0.0238663484486871,0.0566502463054188,-0.0930232558139535,-0.0833333333333332,0.0888324873096446,0.1113989637305699,-0.0508849557522123,-0.0402684563758388,-0.0592105263157893,-0.0316027088036117,-0.1118012422360248,-0.0714285714285714,-0.0092378752886835,0.064516129032258,0.0725,0.2882882882882882,0.2363112391930835,0.2222222222222223,0.1349206349206348,0.2921686746987952,0.1470588235294117,0.1319261213720317,0.1409574468085106,0.0860759493670886,0.1916666666666666,0.2292263610315186,0.2257142857142857,0.3619047619047619,0.5052631578947369,0.4019607843137254,0.0592592592592593,0.2152974504249292,0.0463414634146341,0.0860759493670886,0.21875,0.2327586206896552,0.29607250755287,0.3406249999999999,0.4793103448275861,0.5830258302583027,0.606741573033708,0.6311787072243347,0.6311787072243347,0.4542372881355931,0.5947955390334574,0.6956521739130437
ANTO.L,34.0,0.1862618535866047,0.4400102540321473,0.3389209894625027,0.68974197152018,0.1611486683329211,0.6080894734273244,4.581653513159399e-07,0.2235840333654659,0.308874141834107,0.1857790377196829,95.990318446062,-0.6116858638868843,0.8818995705929016,-0.1181004294070983,0.5131831460227138,-0.0082644628099173,0.0083333333333333,0.0803571428571428,0.0803571428571428,0.0289115646258504,0.0521739130434781,0.2397540983606556,0.2099999999999999,0.1862745098039215,0.0614035087719297,0.1350844277673546,0.3325991189427313,0.3595505617977528,0.5592783505154639,0.5879265091863517,0.4975247524752475,0.7090395480225988,0.896551724137931,1.1999999999999995,1.1920289855072466,1.0648464163822524,0.9966996699669968,0.9642857142857142,1.1920289855072466,1.2324723247232474,1.3091603053435112,1.3449612403100772,1.3269230769230766,1.7252252252252247,1.9086538461538456,1.7499999999999996,2.4971098265895955,1.469387755102041,0.9516129032258064,0.9836065573770492,1.0166666666666666,1.0648464163822524,1.42,1.7499999999999996,2.134715025906736,2.8291139240506324,3.033333333333333,3.230769230769231,3.321428571428571,3.7265625,3.230769230769231,3.033333333333333,3.033333333333333,3.033333333333333
APTD.L,25.0,0.0080771035012153,0.1207914567527844,0.912735877632784,0.3305286357332252,0.0586126702687579,0.4933888895967881,1.0712934519686331e-10,0.1071428571428572,-0.007403300780417,-0.0400459571067003,-0.600111218794544,1.2539019046013822,0.1182809895687025,0.2539019046013822,0.3063781770719578,-0.0149253731343284,0.2072072072072071,0.2523364485981307,0.2181818181818182,0.0551181102362206,0.0634920634920634,0.1260504201680674,0.1754385964912281,0.0229007633587785,-0.1572327044025157,-0.2947368421052631,-0.3197969543147207,-0.4508196721311475,-0.4439834024896265,-0.4439834024896265,-0.4462809917355371,-0.4224137931034482,-0.3796296296296296,-0.2717391304347826,-0.3936651583710406,-0.4096916299559471,-0.4148471615720523,-0.3963963963963964,-0.4416666666666666,-0.4439834024896265,-0.516245487364621,-0.5037037037037038,-0.5127272727272727,-0.5144927536231884,-0.516245487364621,-0.4508196721311475,-0.3963963963963964,-0.5363321799307958,-0.6555269922879177,-0.6318681318681318,-0.6581632653061225,-0.6961451247165533,-0.6115942028985507,-0.5718849840255591,-0.567741935483871,-0.7309236947791165,-0.7167019027484144,-0.674757281553398,-0.6519480519480519,-0.665,-0.6277777777777778,-0.6519480519480519,-0.6277777777777778,-0.665
APV.L^H97,8.0,-0.1347299634826061,0.0628631801373481,1.9984608177795584,-0.4567022129604732,0.0203291384317522,0.0098918083462132,1.1536318302238723e-08,-0.1480427856167501,-0.0920622717662887,-0.1741017603086568,-0.1082161613285085,0.122499665149362,-0.0841580361899425,-0.1246173035491552,0.4502526384659577,-0.1376811594202898,0.078125,0.0866141732283463,-0.0281690140845071,-0.0142857142857143,-0.0482758620689656,-0.08,0.078125,0.1499999999999999,0.0072992700729925,-0.0416666666666667,-0.0860927152317881,-0.0416666666666667,-0.0675675675675676,-0.0675675675675676,-0.1038961038961039,-0.08,-0.0482758620689656,0.0454545454545454,0.0952380952380951,0.0454545454545454,0.140495867768595,0.2321428571428569,0.1311475409836064,0.1039999999999998,0.2321428571428569,0.1896551724137931,0.1499999999999999,0.0615384615384613,0.1039999999999998,0.1039999999999998,0.2105263157894736,0.1794871794871795,-0.8292079207920793,-0.8167330677290837,-0.8226221079691517,-0.8127544097693351,-0.800578034682081,-0.7823343848580442,-0.7876923076923077,-0.7905918057663126,-0.7905918057663126,-0.764505119453925,-0.7653061224489797,-0.7509025270758123,-0.749090909090909,-0.7544483985765125,-0.7668918918918919,-0.7819905213270142
ARD.L^A07,18.0,-0.1419429972418021,0.0833354793850274,1.9737242644006507,0.1169493396924932,-0.0289929200204592,-0.1708242341872778,2.0615012743743744e-10,0.0379098360655736,-0.0656328532025743,-0.238237829499569,0.9422764751603584,0.122046181524635,-0.0020069970033583,-0.0607514061561424,1.0551033006658406,-0.027027027027027,-0.3760539629005058,0.2251655629139073,0.2012987012987013,0.1011904761904762,-0.548780487804878,-0.5454545454545454,0.0755813953488373,-0.3631669535283992,-0.2540322580645161,-0.5616113744075829,-0.4419306184012066,-0.4290123456790123,-0.4154818325434438,-0.2479674796747967,-0.529262086513995,-0.27734375,-0.2161016949152541,-0.1314553990610327,-0.1885964912280701,-0.2448979591836735,-0.3018867924528301,-0.4164037854889589,-0.3321299638989169,-0.3345323741007193,-0.3439716312056736,-0.2801556420233462,-0.119047619047619,-0.110576923076923,-0.0656565656565656,-0.4606413994169096,0.1212121212121213,-0.0886699507389161,-0.2992424242424242,-0.2716535433070866,-0.2716535433070866,-0.4875346260387811,-0.4846796657381615,-0.3428063943161633,-0.0749999999999999,-0.5040214477211795,-0.2658730158730158,-0.4788732394366196,-0.2979127134724857,-0.4931506849315068,-0.2210526315789472,-0.4393939393939393,-0.2479674796747967,-0.2464358452138493
ASCL.L,12.0,0.1415456874466267,-0.0484915277586444,0.5564248858586555,-0.671533752127542,-0.0588993426988013,0.5307500083075177,5.323018746474278e-09,-0.2176817288801571,-0.0216339311130088,0.4212808539026018,3.0281463501320167,-0.2355538143957087,0.2845818469533679,0.5012882908674491,1.3033629008225092,0.021097046413502,0.0723981900452488,0.2216494845360825,0.2030456852791879,0.1504854368932038,0.0304347826086957,-0.0326530612244898,0.1074766355140186,0.0871559633027523,-0.0246913580246913,-0.1123595505617977,-0.0884615384615384,0.0,-0.0206611570247933,-0.016597510373444,-0.0124999999999999,-0.0246913580246913,0.0128205128205129,0.2091836734693879,0.1023255813953489,0.0675675675675675,0.185,0.185,0.0772727272727271,0.0394736842105265,0.1909547738693469,0.2153846153846155,0.3166666666666666,0.196969696969697,0.1909547738693469,0.3021978021978022,0.4905660377358489,0.267379679144385,-0.1156716417910448,0.021551724137931,-0.0083682008368201,-0.0481927710843373,0.161764705882353,0.1909547738693469,0.2880434782608696,0.4107142857142858,0.196969696969697,0.2279792746113991,0.2279792746113991,0.3021978021978022,0.2950819672131148,0.2606382978723405,0.5490196078431373,-0.0124999999999999
ASPI.L^I93,4.0,-0.1509404257105672,-0.2457470850028422,1.677527447878946,-0.1958688211752445,-0.7992099322799097,-0.0581480493384264,3.0064702546918255e-10,-0.0634920634920635,-0.0669003736512867,0.0998893676487715,0.3314849650368087,-0.1154271765230447,-0.0738704251249098,-0.1528772821816501,1.3033629008225092,-0.034965034965035,0.0362318840579709,0.0751879699248119,0.0751879699248119,0.0141843971631205,0.0,0.1085271317829457,-0.0466666666666667,-0.1226993865030674,-0.2590673575129534,-0.2777777777777778,-0.2955665024630541,-0.2955665024630541,-0.2955665024630541,-0.3991596638655462,-0.44140625,-0.4347826086956521,-0.4302788844621513,-0.4233870967741936,-0.45,-0.4521072796934866,-0.4562737642585551,-0.462406015037594,-0.4723247232472325,-0.428,-0.3991596638655462,-0.411522633744856,-0.44140625,-0.462406015037594,-0.4664179104477612,-0.4703703703703704,-0.4664179104477612,-0.5119453924914676,-0.5971830985915493,-0.5806451612903226,-0.5890804597701149,-0.5387096774193549,-0.528052805280528,-0.528052805280528,-0.528052805280528,-0.5311475409836066,-0.5119453924914676,-0.4911032028469752,-0.4233870967741936,-0.3728070175438596,-0.3782608695652173,-0.416326530612245,-0.3862660944206009,-0.4041666666666667
ATEX.L^H00,11.0,-0.1732763880414887,-0.220949263502455,1.2456613068744342,-0.6223330031045285,-0.1068376068376068,-0.0222177688710751,5.155525490251731e-10,-0.2017330083942594,-0.0719951189749847,-0.2617354196301564,0.7473791043863329,0.0165989028718941,0.0610165735546251,-0.2100677637947725,1.3033629008225092,0.016216216216216,0.0451977401129943,0.0946745562130177,0.0451977401129943,0.0081743869209809,0.0027100271002711,0.0422535211267607,0.0571428571428571,0.0724637681159421,-0.0609137055837563,-0.0439276485788113,-0.0314136125654449,-0.026315789473684,-0.026315789473684,-0.026315789473684,-0.0339425587467362,-0.0133333333333333,0.0422535211267607,0.1821086261980831,0.1044776119402985,0.0632183908045977,0.0914454277286136,0.0511363636363637,0.0164835164835164,0.0601719197707735,0.0755813953488373,0.0541310541310542,0.0571428571428571,0.0422535211267607,0.0136986301369863,0.2333333333333334,0.2416107382550336,0.0511363636363637,-0.0439276485788113,0.0192837465564739,-0.021164021164021,0.0277777777777779,0.0882352941176471,0.0946745562130177,0.1671924290220821,0.1746031746031746,0.128048780487805,0.2251655629139073,0.2982456140350877,0.3962264150943397,0.4230769230769231,0.2758620689655173,0.2542372881355932,0.15625
ATOS.L^I96,7.0,-0.0234094921176925,0.110588732966575,0.8211070716664968,-0.003075706813071,0.2095445010488461,0.0708841631149989,5.164943676102126e-10,-0.0009970089730807,0.0380395184705896,-0.015208572331122,0.2384383849136841,0.4153574126553379,-0.1125798530523173,-0.0163905799326794,1.3033629008225092,0.0033333333333331,0.0067114093959732,0.1450381679389312,0.0526315789473683,0.0638297872340425,0.0344827586206897,-0.0259740259740259,0.0344827586206897,0.0452961672473868,0.0101010101010099,0.1152416356877323,0.1152416356877323,-0.0066225165562914,0.0309278350515462,0.0791366906474821,0.0169491525423728,0.171875,0.1764705882352941,0.2875536480686695,0.1450381679389312,0.1070110701107012,0.1278195488721805,0.2244897959183671,0.1320754716981131,0.1111111111111109,0.25,0.3157894736842106,0.2448132780082987,0.2552301255230125,0.2195121951219512,0.2345679012345678,0.3888888888888888,0.3824884792626728,-0.0853658536585365,0.1070110701107012,0.1538461538461537,0.1857707509881423,0.1538461538461537,0.25,0.2345679012345678,0.3043478260869565,0.2552301255230125,0.5228426395939088,0.6666666666666665,0.7751479289940828,0.7647058823529411,0.6666666666666665,0.6483516483516483,0.4634146341463416
